search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Género,Peso,Modelo alfanumérico
1554, Casco Moto Negro Naranja Gafas Lentes Abatible Revenge Rocket Dot Oferta! ,"1,149",NA,7,1,18 meses,63.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,136,https://perfil.mercadolibre.com.mx/SELLATODO,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=wSmiuzSL2KX8ssIP9nFtTKmCpA2p7a4cgpDjjeFkgvVeGVJWWkxObRckajWylXj3a9LQacbNwm4R8PPuzvNCybHMhiBPNyGoCNecdcDvwrI04e%2F4e7LHrocULdzzqIRJ6a53jsiwQ2lFVmDLviIcJOJ0ZyxoPnzoIzsHUxEuCIZgx%2FKvntJP51vblc%2FqWCYEl7qeU5f86C%2BCh0wq2Fwuros8crzaVwanPRHvv%2BE0ySPhLYJzQIjlCK75lmzUVXPH%2FsL3QQ2eZTElDWZ9EU%2FG6N%2BytPCl7AGkOYdC9%2FUb8ZXh%2BivzssjSo82K1BFt3XtXbwmLHSOni1hl7BYS9S1UmkJUZL95iQWKt4h4CLcwIyoz1rgfQWkXDKQcZP7FUtHslpeEzfk6vtf2Q6MuDzyc%2B2dfRSGgcg2egnnd2wm63bfQAdRgT%2FsSd5%2BzNScygWcaQNnJBdZb38uHYh41%2Fvgrbavf40tsHbn6UZnm5mtk4DUPyh5OzIpyISTfi7wxIIl%2BqvesPYL7P0cacFt6NLNG7S5nd%2FJAcP6xP2s498ljO6VugJcxZmnEQF7kWnPFIL%2B6I6Jo%2FoDvuO41dPMO15eZ5CYEoQcSKUP2m5yjeEIWHt5XZxsJ%2BgdmTJXv2GDq7eGUNz0SAW3btktDV6us8o%2BKYK3ZYIx%2FBUJBRwDS4XTM1lE%2BvBryQMgAFOJrpbnqFJKnlfQUlrKLfOkbgL42L2BK7bFiUImxRL4NC8UbyUOKMMPvbuLttvN5aH14z39UrmraOXuozKwjWpZtUfKA32%2BcDlTMQ17knoCZ1oWahHzT44p9lxHsMtlOq9LbciJ2tgLdJpoXAKg8shq%2Fqa0nvFNUfNpKmMG3hW%2BFTuBQfIVzTmMsGf66IkbvtX8l%2BwiXbqq7o0EuUxOGjYo%2FHL6jkMespTgeM7UYjxMYbcKMS8FX1Ux65w%2FNgfXqmAM88jTGenPV4cpa7HMjmyVY5MaZZn6aV0JK0NhQFTzl0BcPQi6nQaQSHyztGa56SqRUsamXVCznYZSql2xDsO%2BuhdeOtFZvYQshqD1kLZ0rSuyJZY7jiJOkOSBQ41AbHX6%2BXCADKej0fqASXavpI9Sx2LitHIePu0dDNS3PuMJLiGEO40dfkQ1aogILURhSZyZ5g05pcQb8egX2EcRAMjjeAxgCqC1UPp7sEUkHzyzBqyAL9J516urHWn1N2KTWSjFGjGJLACD%2Fd%2B%2BU50SRL7svRrJW8OSTxWQNclbS7j6ioeOxry6TkRtBOr1340O0uFiHyXeY1a28xnxNhogzdSzH2BEnj3sp%2FbL4SRTRejqSv7D4fYv1SnL%2FlTnR0gaCDA0CCQIHiYdLg04uU3Y%2F1NZVBkQqZnhOiX9N4crzqmxuajiKEeIL18FzqyAnS%2Bxux5s1%2F5Q3Qrm3WufUROFhtHPchlsRmxAhoG9nm%2FVueJ5IxBzlSjrkfeR38Q1Q0gNujsNMfawbFdfmbG3PPXFMZTFLlvUw63djXiOkXa0UlRERHV2zzpNdpspvc4tnGFGR%2FO3BP4v0Mi8c6NNkgn7h4vHx%2F4lLJrsUB%2FC96%2BacKCJjpdrjGsOeODho8vniSztEWJ0EAn2UawKzR%2B9HcCsltRIt%2FAUd9vF7r2TL7EaxaEVG4axck05tZleA6brTFrG6BI8MiaEdFpW0I1%2F5p7JBQjHJt0F%2BPT6t1w3k5U2JmfmVBC73j1hRXhadaw8%2FBOpIjji2kmeSMltYyPhmrnm4b%2BiCTpy30zmzFqoExo0oNjOl87A96HKgg3CLsrvdKZF72rgax2T%2FViW3WqRntbaOP33OjJ%2FDD%2Fuk3JtCl%2Br%2B7M0iUWR7FkjfzhWyqWx5%2BwuOidIKt2oqdhpt6LnAohjnrV9WM5N%2B35usXXQrHQ%3D%3D,106,21,5,1,3,#653771088,naranja con negro,XL extra grande,RODA,NA,Revenge,Rebatible,Doble,Almohadillas Interiores Desmontables Y Lavables,Abs(709S),Adultos,Unisex,NA,NA
1555, Casco Shaft Sh571 Maskbone Gris ,"1,689",NA,1,4,18 meses,93.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-697289253-casco-shaft-sh571-maskbone-gris-_JM?searchVariation=40113921650,NA,NA,NA,NA,NA,#697289253,"S,M,L",,Shaft,NA,571,Integral,NA,NA,NA,NA,Unisex,NA,NA
1556, Casco Abatible Roda Revenge Rojo Con Negro ,"1,300",NA,2,NA,12 meses,128.43,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/JORGEEDUARDOHERNANDEZMADRID,https://articulo.mercadolibre.com.mx/MLM-697254873-casco-abatible-roda-revenge-rojo-con-negro-_JM,NA,NA,NA,NA,NA,#697254873,NA,NA,Roda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557, Casco Abierto Bkr Liberty Negro Mate Rider One ,"1,698",NA,1,3,18 meses,94.33,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4,1,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-663282377-casco-abierto-bkr-liberty-negro-mate-rider-one-_JM?searchVariation=32603231485,0,1,0,0,0,#663282377,Negro,ML,BKR,NA,Liberty,Abierto,NA,NA,NA,NA,NA,NA,NA
1558, Casco Integral Joe Rocket Rkt 7 Series Reactor Rojo / Blanco ,"1,699",NA,11,15,12 meses,167.85,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,38,https://perfil.mercadolibre.com.mx/ESNAKIZAR,https://articulo.mercadolibre.com.mx/MLM-572408422-casco-integral-joe-rocket-rkt-7-series-reactor-rojo-blanco-_JM?searchVariation=22413778985,33,3,1,0,0,#572408422,Negro mate,"rojo,S,M,L,XL,XXL",Joe Rocket,Reactor,RKT 7 Reactor Red/Black,Integral,Simple,Hipoalergénico,Armazón de A.T.P.A.™ avanzado (Advanced Thermo-Poly Alloy Shell),Adultos,Unisex,NA,RKT7
1559, Casco Agv Edición Marco Simoncelli Talla L Rider One ,"2,990",NA,3,1,18 meses,166.11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-577299333-casco-agv-edicion-marco-simoncelli-talla-l-rider-one-_JM?searchVariation=37978020619,NA,NA,NA,NA,NA,#577299333,Blanco/Rojo,L,AGV,NA,Simoncelli,Abierto,Simple,MIXTO,ABS,Adultos,Unisex,NA,NA
1560, Casco Agv Corsa R Fibra Carbón Vr46 Pinlock Talla L Y Xl ,"29,390",NA,1,1,18 meses,"1,632.78",NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ASTRO+BIKER,https://articulo.mercadolibre.com.mx/MLM-591389911-casco-agv-corsa-r-fibra-carbon-vr46-pinlock-talla-l-y-xl-_JM?searchVariation=40740253404,NA,NA,NA,NA,NA,#591389911,NA,NA,AGV,Corsa R,Corsa,Integral,Simple,EPS,Tricomposite,Adultos,Masculino,NA,NA
1561, Casco Abatible R7 Racing V2 Certificacion Dot Mate ,"1,189",NA,7,15,18 meses,66.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-623561449-casco-abatible-r7-racing-v2-certificacion-dot-mate-_JM?searchVariation=31981008342,NA,NA,NA,NA,NA,#623561449,NA,"L,XL,XXL",R7,Racing,V2,Rebatible,Simple,NA,CASCASA TERMOPLASTICA,Adultos,Unisex,NA,NA
1562, Casco Rkt-7 Series Solid Matte + Mica Humo ,"1,999",NA,8,2,18 meses,111.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,68,https://perfil.mercadolibre.com.mx/ESNAKIZAR_GUADALAJARA,https://articulo.mercadolibre.com.mx/MLM-640960797-casco-rkt-7-series-solid-matte-mica-humo-_JM?searchVariation=32224786878,60,6,1,0,0,#640960797,Negro mate,"Negro,XXL",Joe Rocket,SOLID MATTE MICA HUMO,Solid,Integral,Simple,Poliestireno,A.T.P.A.,Adultos,Masculino,NA,7
1563, Casco Shaft Cerrado Sensei Red+ Regalos Rider One ,"1,799",NA,2,1,18 meses,99.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3,1,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-611392648-casco-shaft-cerrado-sensei-red-regalos-rider-one-_JM?searchVariation=19965287543,0,0,1,0,0,#611392648,NA,NA,Shaft,CERRADO,SENSEI RED,Rebatible,Simple,MIXTO,MIXTO,Adultos,Unisex,1500 g,NA
1564, Casco Joe Rocket Rkt600 Big Bore 3/4 Con Mica Burbuja ,"1,450",NA,29,3,12 meses,143.25,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,14,https://perfil.mercadolibre.com.mx/ESNAKIZAR,https://articulo.mercadolibre.com.mx/MLM-611814744-casco-joe-rocket-rkt600-big-bore-34-con-mica-burbuja-_JM?searchVariation=30628297961,13,0,0,0,0,#611814744,Negro mate,"Naranja,S",Joe Rocket,Big Bore,RKT600 Negro Mate + MB,Abierto,NA,Hipoalergénico,Acrilonitrilo Butadieno Estireno,Adultos,Unisex,NA,RKT600
1565, Casco De Moto Nenki Iron Man Ff830 ,"2,160",NA,0,1,12 meses,213.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MARTNEZSERGIO28,https://articulo.mercadolibre.com.mx/MLM-656074588-casco-de-moto-nenki-iron-man-ff830-_JM?searchVariation=30823656034,NA,NA,NA,NA,NA,#656074588,Rojo,M,Nenki,FF830,Iron Man,Integral,NA,NA,NA,NA,NA,NA,NA
1566, Casco Alessia Risky Ecer22-05 Cerrado Lumiere Negro Mate ,"1,329",NA,1,9,18 meses,73.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-583797002-casco-alessia-risky-ecer22-05-cerrado-lumiere-negro-mate-_JM?searchVariation=23194671010,NA,NA,NA,NA,NA,#583797002,Negro mate,"Amarillo,M Y L",Alessia,RISKY,LUMIERE,Integral,NA,NA,ABS,NA,NA,NA,NA
1567, K1 Agv L Sol Y Luna Valentino Rossi 46 ,"5,400",NA,2,NA,12 meses,533.48,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/F.O+VAZQUEZ,https://articulo.mercadolibre.com.mx/MLM-653460210-k1-agv-l-sol-y-luna-valentino-rossi-46-_JM,NA,NA,NA,NA,NA,#653460210,NA,NA,AGV,K-1,Sol y luna vr46,Integral,Doble,NA,Termoplástico,Adultos,NA,NA,2010115
1568, Casco Gorra Cachucha Mujer Rosa Moto Bici ,279,NA,11,1,12 meses,27.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4,1,https://perfil.mercadolibre.com.mx/GOLDENDUCK,https://articulo.mercadolibre.com.mx/MLM-661421881-casco-gorra-cachucha-mujer-rosa-moto-bici-_JM?searchVariation=32096076000,0,1,0,0,0,#661421881,Rosa,Grande adulto estandar,nhel,Media,media abierto,gorra,Simple,Poliestireno,Tricomposite,Adultos,Femenino,NA,NA
1569, Casco Red Cubierta Camuflaje Para Actividades Aire Libre ,275,NA,2,2,18 meses,15.32,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CARMOTORSPORTSMX,https://articulo.mercadolibre.com.mx/MLM-652617178-casco-red-cubierta-camuflaje-para-actividades-aire-libre-_JM,NA,NA,NA,NA,NA,#652617178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570, Casco Shaft Sh571 Maskbone Rojo ,"1,689",NA,1,9,18 meses,93.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-697285094-casco-shaft-sh571-maskbone-rojo-_JM?searchVariation=40112893946,NA,NA,NA,NA,NA,#697285094,NA,"S,M,L,XL",Shaft,NA,571,Integral,NA,NA,NA,NA,Unisex,NA,NA
1571, Casco Cerrado Dragonet Alessia ,500,NA,3,2,12 meses,49.40,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MAFE3726166,https://articulo.mercadolibre.com.mx/MLM-594209075-casco-cerrado-dragonet-alessia-_JM,NA,NA,NA,NA,NA,#594209075,Negro con gris,ALESSIA,Alessia,NA,Dragonet negro,Cross,Simple,Poliestireno,Polipropileno,Adultos,Unisex,NA,NA
1572, Casco Moto Kov Abatible Certificado En Dot Mica Humo ,"1,489",NA,5,7,18 meses,82.72,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,37,https://perfil.mercadolibre.com.mx/ASTRO+BIKER,https://articulo.mercadolibre.com.mx/MLM-666900490-casco-moto-kov-abatible-certificado-en-dot-mica-humo-_JM?searchVariation=33619377599,26,6,3,0,1,#666900490,NA,"S,M,L,XL",KOV,Stealth,Zapata,Rebatible,Doble,NA,Policarbonato,NA,NA,NA,NA
1573, Casco Faseed Abatible Fs-901 Color Rojo Certificado Ecer2205 ,"1,600",NA,2,98,18 meses,88.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RAFATUMOTO,https://articulo.mercadolibre.com.mx/MLM-605091950-casco-faseed-abatible-fs-901-color-rojo-certificado-ecer2205-_JM,NA,NA,NA,NA,NA,#605091950,NA,NA,Faseed,FS-901,FS-901,NA,NA,NA,NA,NA,NA,NA,NA
1574, Casco Alessia Risky Ecer22-05 Cerrado Strong Viper Negro ,"1,329",NA,2,8,18 meses,73.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-583798456-casco-alessia-risky-ecer22-05-cerrado-strong-viper-negro-_JM?searchVariation=23194767963,NA,NA,NA,NA,NA,#583798456,Negro,"Verde neón,M Y L",Alessia,RISKY,STRONG VIPER,Integral,NA,NA,ABS,NA,NA,NA,NA
1575, Casco 3400 Abatible Hro Flex Gris Brillante ,"1,350",NA,3,1,18 meses,75.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/OFICIAL+STORE?brandId=1623,https://articulo.mercadolibre.com.mx/MLM-699180201-casco-3400-abatible-hro-flex-gris-brillante-_JM?searchVariation=40408245481,NA,NA,NA,NA,NA,#699180201,NA,XL,HRO,NA,3400,Rebatible,Doble,EPS,Policarbonato,Adultos,Unisex,NA,NA
1576, Casco Doble Proposito R7 Negro Rider One ,"1,280",NA,1,1,18 meses,71.11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-593425386-casco-doble-proposito-r7-negro-rider-one-_JM?searchVariation=37026494950,NA,NA,NA,NA,NA,#593425386,Negro,L,R7,DOBLE PROPOSITO,Cross City,Integral,NA,NA,NA,NA,NA,NA,NA
1577, Casco Integral Joe Rocket Rkt 7 Series Graphic Bco Nja Azl ,"1,699",NA,2,3,12 meses,167.85,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,38,https://perfil.mercadolibre.com.mx/SIGMA,https://articulo.mercadolibre.com.mx/MLM-572173406-casco-integral-joe-rocket-rkt-7-series-graphic-bco-nja-azl-_JM?searchVariation=23222777296,33,3,1,0,0,#572173406,Negro mate,Blanco/Azul/Naranja,Joe Rocket,RKT 7 Series,RKT 7 Reactor WHT / ORG / BLU,Integral,Simple,Hipoalergénico,Armazón de A.T.P.A.™ avanzado (Advanced Thermo-Poly Alloy Shell),Adultos,Unisex,NA,NA
1578, Casco Joe Rocket Rkt 7 Hardcore Canadian Negro/silver ,"1,699",NA,1,17,18 meses,94.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,6,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-689389707-casco-joe-rocket-rkt-7-hardcore-canadian-negrosilver-_JM?searchVariation=38804310720,5,0,0,0,0,#689389707,NA,"S,M,L,XL,XXL",Joe Rocket,RKT 7 Series,Rkt 7 Hardcore Canadian,Integral,Simple,NA,NA,Adultos,Unisex,NA,NA
1579, Casco Abierto Ls2 Wave Negro Rider One ,"1,650",NA,4,1,18 meses,91.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,18,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-602810729-casco-abierto-ls2-wave-negro-rider-one-_JM?searchVariation=20294443660,16,0,0,1,0,#602810729,Negro mate,XL,LS2,Rookie,Wave,Abierto,NA,Resina termoplástica,Policarbonato,NA,NA,NA,OF561
1580, Casco Faseed Abierto Flor ,"1,200",NA,17,8,12 meses,118.55,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,7,https://perfil.mercadolibre.com.mx/MARILOLIPICAZO,https://articulo.mercadolibre.com.mx/MLM-555583557-casco-faseed-abierto-flor-_JM?searchVariation=26279404941,7,0,0,0,0,#555583557,blanco c/ graficos en rosa,"CHICA, MEDIANA Y GRANDE",Faseed,CASCO BELLEZA,FASEED-701-,Abierto,NA,NA,RESINA TERMO PLÁSTICA,NA,NA,NA,NA
1581, Luz Led Para Casco De Motocicleta De 4 Modos ,239,NA,2,198,18 meses,13.30,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BETTERONEMX,https://articulo.mercadolibre.com.mx/MLM-697136239-luz-led-para-casco-de-motocicleta-de-4-modos-_JM,NA,NA,NA,NA,NA,#697136239,NA,NA,No Brand,NA,no model,NA,NA,NA,NA,NA,NA,NA,NA
1582, Casco Hebotech Mummy Orange Rider One ,"1,599",NA,2,2,18 meses,88.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-628407994-casco-hebotech-mummy-orange-rider-one-_JM?searchVariation=24301365805,NA,NA,NA,NA,NA,#628407994,Negro,"M, L, XL",Hebotech,CERRADO,MUMMY ORANGE,Integral,Simple,MIXTO,ABS,Adultos,Unisex,1400 g,NA
1583, Casco Integral C/lente R7 Ff830 Duck Ngo/bco Ece 22.05 ,"1,689",NA,1,4,18 meses,93.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-661399964-casco-integral-clente-r7-ff830-duck-ngobco-ece-2205-_JM?searchVariation=32091745914,NA,NA,NA,NA,NA,#661399964,Negro/Blanco Mate,M,R7,FF830,Duck,Integral,NA,NA,NA,NA,Unisex,1300 g,NA
1584, Casco Agv K1 Negro Mate Xl Y Xxl Con 3 Micas Incluidas ,"5,096",NA,2,12,18 meses,283.11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/F.O+VAZQUEZ,https://articulo.mercadolibre.com.mx/MLM-657388269-casco-agv-k1-negro-mate-xl-y-xxl-con-3-micas-incluidas-_JM?searchVariation=39260463752,NA,NA,NA,NA,NA,#657388269,Negro mate,S M L XL XXL,AGV,K-1,Negro mate,Integral,NA,NA,NA,NA,NA,NA,NA
1585, Casco Roda Revenge Blanco + Mica Humo O Plata ,"1,399",NA,9,22,18 meses,77.72,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,136,https://perfil.mercadolibre.com.mx/SHOP+IGARTUA,https://articulo.mercadolibre.com.mx/MLM-623875802-casco-roda-revenge-blanco-mica-humo-o-plata-_JM?searchVariation=34827830834,106,21,5,1,3,#623875802,NA,"L,XL",RODA,Revenge,Revenge,Abatible,Doble,Poliestierno,ABS,Adultos,Unisex,NA,NA
1586, Casco Depredador Arlequin Envio Gratis!! ,999,NA,1,20,18 meses,55.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/JK+MOTORS,https://articulo.mercadolibre.com.mx/MLM-660615791-casco-depredador-arlequin-envio-gratis-_JM,NA,NA,NA,NA,NA,#660615791,"chico,mediano,grande,extra grande",,JK MOTORS,DEPREDADOR,Arlequin,Integral,Simple,Esponja,Fibra de vidrio,Adultos,Unisex,NA,EDA
1587, Casco Mujer Motocicleta Dama Talla Mediano Cas Cer 102 ,959,NA,1,1,12 meses,94.84,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/EVE+REFACCIONES,https://articulo.mercadolibre.com.mx/MLM-671761893-casco-mujer-motocicleta-dama-talla-mediano-cas-cer-102-_JM?searchVariation=34435901928,NA,NA,NA,NA,NA,#671761893,Blanco/Rosa,M,Alessia,NA,Lovely,Integral,NA,NA,NA,NA,NA,NA,NA
1588, Casco Agv K-1 Top Gothic ,"6,100",NA,1,6,18 meses,338.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/TIENDACIAOITALIA,https://articulo.mercadolibre.com.mx/MLM-678092363-casco-agv-k-1-top-gothic-_JM?searchVariation=35665394055,NA,NA,NA,NA,NA,#678092363,NA,"S,L,XL,XXL,MS,ML",AGV,K-1,GOTHIC,Integral,NA,NA,NA,NA,NA,NA,NA
1589, Casco Cerrado Ls2 Rapid Solid L Blanco Ff353 ,"1,649",NA,1,4,18 meses,91.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/POMISSHOP,https://articulo.mercadolibre.com.mx/MLM-688605952-casco-cerrado-ls2-rapid-solid-l-blanco-ff353-_JM?searchVariation=40080701666,NA,NA,NA,NA,NA,#688605952,NA,"M,L,XL",LS2,NA,Rapid Alex Barros,Integral,Simple,EPS,HPTT,Adultos,Unisex,1250 g,NA
1590," Casco Agv K3-sv La Tortuga S M, L Y Xl Pinlock Original ","6,990",NA,11,4,18 meses,388.33,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,3,https://perfil.mercadolibre.com.mx/ASTRO+BIKER,https://articulo.mercadolibre.com.mx/MLM-566972566-casco-agv-k3-sv-la-tortuga-s-m-l-y-xl-pinlock-original-_JM?searchVariation=33183011526,3,0,0,0,0,#566972566,NA,NA,AGV,K-3 SV,K-3,Integral,NA,Termoplástico inyectado,Policarbonato,NA,NA,NA,NA
1591, Casco Nx Helmet 822 Surf Con Gafas ,"1,599",NA,1,1,12 meses,157.97,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-620606663-casco-nx-helmet-822-surf-con-gafas-_JM,NA,NA,NA,NA,NA,#620606663,AZUL/BCO,"S,M, L, XL",NX,CERRADO,822,Integral,NA,NA,ABS,NA,NA,1.56 g,NA
1592, Agv Casco Nuevo Izumi K3sv Con 3 Micas Incluidas ,"5,700",NA,0,NA,12 meses,563.11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/VAZQUEZ+F.O.,https://articulo.mercadolibre.com.mx/MLM-677822333-agv-casco-nuevo-izumi-k3sv-con-3-micas-incluidas-_JM,NA,NA,NA,NA,NA,#677822333,NA,NA,AGV,K-3 SV,K-3 SV,NA,NA,NA,NA,NA,NA,NA,NA
1593, Casco Abatible Economico Adulto. Envío Gratis. ,727,NA,4,7,12 meses,71.82,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ROM9330988,https://articulo.mercadolibre.com.mx/MLM-645779933-casco-abatible-economico-adulto-envio-gratis-_JM,NA,NA,NA,NA,NA,#645779933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594, Casco Pro Tork V-pro Jet 3 Rosa Grande ,"1,290",NA,2,1,18 meses,71.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/EG2137361?brandId=1731,https://articulo.mercadolibre.com.mx/MLM-648893222-casco-pro-tork-v-pro-jet-3-rosa-grande-_JM?searchVariation=30124876601,NA,NA,NA,NA,NA,#648893222,Negro/Rosa,60,Pro Tork,DEPORTIVO,V-PRO JET 3 CARBONO,ABATIBLE,NA,NA,NA,NA,NA,NA,NA
