search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Posição da ventilação,Tipo de fechamento,Certificado de segurança,Usos recomendados
133, Capacete Automático Sport Moto Protork Feminino Sport Moto ,64,NA,30,24,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,39,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1208745893-capacete-feminino-fechado-pro-tork-moto-viseira-transparente-_JM?searchVariation=35106742775,25,11,0,1,2,#1208745893,Preto,"56,58",Pro Tork,NA,Sport Moto For Girls,Integral,NA,Casco é injetado a ABS,Adultos,Unissex,Forro confeccionado em nylon pluma duplado antialérgico,1.04 g,NA,NA,NA,NA
134, Capacete Moto Robocop Escamoteável Mixs Gladiator 2 Viseira ,129,NA,360,100,12x,10.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,35,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-801415044-capacete-moto-ebf-feminino-fechado-varios-tamanhos-_JM?searchVariation=25936598542,24,6,4,0,1,#801415044,Branco,"56,58,60",EBF,Roses,New Spark,Integral,Simple,ABS,Adultos,Feminino,NA,NA,NA,NA,NA,NA
135, Capacete Moto Axxis Piston Preto Laranja Fosco ,599,NA,50,8,12x,49.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-776110766-capacete-ls2-ff353-rapid-crypt-fosco-capacete-moto-_JM?searchVariation=34298723576,4,0,0,0,0,#776110766,Preto,"56,58,62,64",LS2,FF353,FF353 Rapid,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
136, Capacete Moto Mixs Mx2 Fokker Storm Fosco Lançamento ,599,NA,42,1,12x,49.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-696706379-capacete-moto-mt-thunder-3-cap-fosco-_JM?searchVariation=31235223926,3,1,0,0,0,#696706379,Preto - Cinza Fosco,"56,58,60,62",MT,Thunder 3,Thunder 3,Integral,Duplo,Policarbonato,Adultos,Unissex,NA,NA,NA,NA,NA,NA
137, Capacete Moto Axxis Eagle Preto Força E Ação Lançamento ,171,NA,76,6,12x,14.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951519257-capacete-moto-ebf-fechado-feminino-varias-corestamanhos-_JM,4,0,0,0,0,#951519257,Branco e Lilás - Não se aplica,"56,58,60",EBF,EOX,EOX FLOWERS,Integral,Simple,ABS,Adultos,Feminino,NA,NA,NA,NA,NA,NA
138, Capacete X11 Crossover X2 N Preto Neon Moto Original ,120,NA,86,17,12x,10.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951088985-capacete-aberto-moto-open-prime-varias-cores-e-tamanhos-_JM?searchVariation=30356367519,6,1,0,0,0,#951088985,Branco - Vermelho,"56,60",EBF,Thunder,OPEN PRIME,Aberto,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
139, Capacete Moto P/ Mulher Fechado Rosa Com Viseira Espelhada ,499,NA,29,7,12x,41.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-934089708-capacete-moto-ls2-ff358-tyrell-preto-branco-_JM?searchVariation=39768038840,2,0,0,0,0,#934089708,Preto - Branco brilhante,"56,60",LS2,Classic,FF358 Tyrell,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,Micrométrico,Inmetro,NA
140, Capacete Moto Mixs Fokker Carbon X Fundo Fosco Lançamento ,799,NA,49,4,12x,66.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-694904447-capacete-moto-mt-revenge-binomy-fosco-5-estrelas-sharp-_JM?searchVariation=35986843071,2,1,0,0,0,#694904447,Preto,"56,60,62,64",MT,Revenge,Revenge,Integral,Simple,Policarbonato,Adultos,Unissex,NA,NA,NA,NA,NA,NA
141, Capacete Infantil Moto Criança Pro Tork Liberty Preto ,449,NA,71,1,12x,37.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,170,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-787765093-capacete-moto-axxis-by-mt-marianny-celebrity-preto-fosco-_JM?searchVariation=30863257430,144,20,5,0,0,#787765093,Preto - Rosa Fosco,60,Axxis,Axxis,Eagle,Integral,Simple,ABS,Adultos,Unissex,NA,1400 g,NA,NA,NA,NA
142, Capacete Moto New Summer 56 Branco Thunder Open ,399,NA,37,3,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,4,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-908677125-capacete-moto-axxis-by-mt-dreams-penas-preto-fosco-_JM?searchVariation=34776797900,3,0,1,0,0,#908677125,Preto,"60,62",Axxis,Eagle,Eagle Drams,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
143, Capacete Moto Ebf Thunder Open Classic Cores E Tamanhos ,68,NA,269,2,12x,6.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,15,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-799855280-capacete-fechado-moto-ebf-rox-er-diversas-cores-e-tamanhos-_JM?searchVariation=33056809601,13,0,1,0,0,#799855280,Azul - Brilho,"56,58,60",EBF,Spark,Spark Bolt,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
144, Capacete Peels Spike Veloce Chumbo E Branco Fosco Moto C/ Nf ,215,NA,43,4,12x,17.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,158,https://perfil.mercadolivre.com.br/NOVAESMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-870589631-capacete-peels-spike-ghost-preto-vermelho-masculino-moto-_JM?searchVariation=27872338284,124,19,7,3,5,#870589631,Coral,"56,58",Peels,Spike,Spike,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
145, Capacete Moto Fechado R8 Protork Top #touca # Viseira Fume ,599,NA,50,3,12x,49.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-872691072-capacete-ls2-ff353-rapid-infinity-preto-para-moto-_JM?searchVariation=38357454394,3,0,0,0,0,#872691072,Preto - Vermelho,"62,64",LS2,FF353,FF353 Infinity,Integral,Simple,ABS,Adultos,Unissex,NA,1300 g,NA,Micrométrico,Inmetro,NA
146, Capacete Moto Pro Tork Personalizado Flamengo Evolution 4g ,399,NA,38,4,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,8,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-701562859-capacete-moto-axxis-piston-preto-laranja-fosco-_JM?searchVariation=30619699773,6,2,0,0,0,#701562859,Preto - Laranja Fosco,"60,62",Axxis,Axxis,Eagle,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
147, Capacete Pro Tork Aberto New Liberty 3 Moto Original Barato ,399,NA,52,2,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,13,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-848281979-capacete-moto-axxis-eagle-preto-forca-e-aco-lancamento-_JM?searchVariation=30619446698,12,0,0,0,0,#848281979,Preto - Brilhante,"56,60",Axxis,Axxis,Eagle,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
148, Capacete Moto Fechado Protork R8 Integral + Viseira Iridium ,357,NA,40,1,12x,29.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/HELALMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1074160590-capacete-x11-crossover-x2-n-preto-neon-moto-original-_JM?searchVariation=25956301512,4,0,0,0,0,#1074160590,Preto,58,X11,Capacete,Crossover X2,Cross,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
149, Capacete Moto Axxis Diagon Preto Vermelho + Viseira Fume ,99,NA,22,6,12x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951201933-capacete-moto-new-summer-56-branco-thunder-open-_JM?searchVariation=25619652833,1,0,0,0,0,#951201933,"Branco,Lilás,Preto,Rosa","56,58,60",EBF,Thunder,THUNDER OPEN NEW SUMMER,Aberto,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
150, Capacete Moto Pro Tork New Liberty 4 Four Preto Fosco 565860 ,99,NA,24,2,12x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951745998-capacete-moto-ebf-thunder-open-classic-cores-e-tamanhos-_JM?searchVariation=31784926058,1,0,0,0,0,#951745998,Preto-brilho - Rosa,"56,58,60",EBF,Thunder Open,Classic,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
151, Capacete Moto Fechado Mixs Fokker Gtx Tamanhos Cores ,219,NA,12,15,12x,18.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,99,https://perfil.mercadolivre.com.br/CICLO-BETO?brandId=1910,https://produto.mercadolivre.com.br/MLB-1193792660-capacete-peels-spike-veloce-chumbo-e-branco-fosco-moto-c-nf-_JM?searchVariation=34021441183,62,23,7,4,2,#1193792660,Chumbo Fosco / Branco,"56,58,60,62",Peels,Spike,Spike,Integral,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA,NA
152, Capacete Moto Ebf Spark Cartoon Branco Ou Preto Tamanhos ,145,NA,10,590,12x,12.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,101,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1208967760-capacete-moto-pro-tork-personalizado-flamengo-evolution-4g-_JM?searchVariation=35121264693,75,21,4,1,0,#1208967760,Rubro negro,60,Pro Tork,NA,Capacete Evolution 788 G4,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153, Capacete Moto Ebf X Troy X20 Preto Fosco Com Azul Tamahos ,478,NA,23,3,12x,39.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-826916192-capacete-moto-axxis-diagon-preto-vermelho-viseira-fume-_JM?searchVariation=26036070523,3,0,0,0,0,#826916192,Vermelho - Preto Cinza Fosco,"56,62",Axxis,Eagle,Eagle,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
154, Capacete Moto Protork New Liberty Four Varias Cores Escolha ,146,NA,137,3,12x,12.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,29,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-1105341715-capacete-moto-fechado-mixs-fokker-gtx-tamanhos-cores-_JM?searchVariation=27723547393,16,7,4,1,1,#1105341715,"Preto - Amarelo Neon,Preto - Azul Neon,Preto - Laranja-néon,Preto - Laranja/Neon,Preto - Rosa Neon,Preto - Verde Neon,Preto - Vermelho","58,60",Mixs,Fokker,GTX,Integral,Simple,ABS,Adultos,Unissex,NA,1.356 kg,NA,NA,NA,NA
155, Capacete Moto Protork R8 Fechado Viseira Iridium + 1/crista ,142,NA,24,13,12x,11.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951738547-capacete-moto-ebf-spark-cartoon-branco-ou-preto-tamanhos-_JM?searchVariation=31854387505,1,0,0,0,0,#951738547,Branco-brilho - Cartoon,"56,58,60,61",EBF,New Spark,Cartoon,Integral,Simple,ABS,Adultos,NA,NA,NA,NA,NA,NA,NA
156, Capacete Integral Protork R8 Moto Fechado + Viseira Camaleão ,220,NA,10,5,12x,18.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-803411091-capacete-moto-ebf-x-troy-x20-preto-fosco-com-azul-tamahos-_JM,NA,NA,NA,NA,NA,#803411091,Preto Fosco com Azul,"56,58,60",EBF,Xtroy,X20,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
157, Capacete Moto Tork R8 + Viseira Azul + Cristal + 2 Brinde ,58,NA,127,256,10x,6.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1554,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1168369919-capacete-moto-protork-new-liberty-four-varias-cores-escolha-_JM?searchVariation=32132603174,1038,323,140,31,21,#1168369919,"Azul,Branco,Negro Brillante,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,New liberty,New Liberty Four 4,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
158, Capacete Moto Escamoteavel Pro Tork V-pro Jet 2 Carbon ,139,NA,40,1,12x,11.65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/PFSOLUCOESEIRELI?brandId=2047,https://produto.mercadolivre.com.br/MLB-1203357380-capacete-moto-protork-r8-fechado-viseira-iridium-1crista-_JM?searchVariation=34675660702,1492,420,190,66,74,#1203357380,Amarelo,"56,60",Pro Tork,NA,R8,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,Superior,Micrométrico,Inmetro,Urbano
159, Capacete Moto Protork R8 Fechado Viseira Iridium ,139,NA,164,570,12x,11.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-911282207-capacete-moto-tork-r8-viseira-azul-cristal-2-brinde-_JM?searchVariation=21261150634,1492,420,190,66,74,#911282207,"Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,ABS,NA,NA,NA,1200 g,NA,NA,NA,NA
160, Capacete Infantil Moto Criança Pro Tork Liberty Preto ,57,NA,469,714,10x,6.48,NA,Envio para todo o país,NA,NA,4.6,450,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-839117590-capacete-infantil-moto-crianca-pro-tork-liberty-preto-_JM?searchVariation=19921382174,336,74,30,6,4,#839117590,Preto,54,Pro Tork,Capacetes,Liberty Infantil,Integral,Simple,ABS,Crianças,Unissex,EPS,NA,NA,NA,NA,NA
161, Capacete Moto Fechado Evolution G7 Lançamento Protork Barato ,159,NA,66,283,12x,13.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/GIANZINHO+PARTS,https://produto.mercadolivre.com.br/MLB-1217807377-capacete-moto-fechado-evolution-g7-lancamento-protork-barato-_JM?searchVariation=40523007598,3,0,0,0,0,#1217807377,"Vermelho,Amarelo,Azul,Branco,Cinza-escuro,Preto BRILHANTE CAVEIRA,Preto FOSCO CAVEIRA,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,Evolution G7,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
162, Capacete Sm Moto Automatico Marino Pro Tork Motoboy Oferta ,60,NA,1070,274,12x,5.74,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1579,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-874479453-capacete-sm-moto-automatico-marino-pro-tork-motoboy-oferta-_JM?searchVariation=24298907142,977,347,149,57,49,#874479453,"Azul,Branco,Negro Brillante,Plata,Preto-fosco,Preto/Branco,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,Sport Moto,SM Sport Moto,Integral,Simple,ABS,Adultos,Unissex,Poliestireno,NA,NA,NA,NA,NA
163, Capacete Sport Moto 788 Automatico Vermelho Mod. San Marino ,69,NA,522,2,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1579,https://perfil.mercadolivre.com.br/JP+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-838452649-capacete-sport-moto-788-automatico-vermelho-mod-san-marino-_JM?searchVariation=25111890223,977,347,149,57,49,#838452649,Azul,"56,58,60,ABS",Pro Tork,788,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,isopor / espuma,1.04 g,NA,NA,NA,NA
164, Capacete De Moto X11 Volt Promoção ,299,NA,348,491,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,39,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-998779247-capacete-de-moto-x11-volt-promoco-_JM?searchVariation=25706902297,31,6,2,0,0,#998779247,Cinza,"56,58,60,62,64",X11,Fechado,Volt,Cross,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
165, Capacete Moto Cross Trilha Protork Mx Lyberty Pro S/viseira ,127,NA,58,131,12x,12.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,790,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1193549770-capacete-moto-cross-trilha-protork-mx-lyberty-pro-sviseira-_JM?searchVariation=34008666642,574,147,52,6,11,#1193549770,Negro Brillante,"58,60",Pro Tork,NA,Liberty Mx Cross,Cross,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
166, Capacete Moto Ebf New Spark Ilusion Diversas Cores/tamanhos ,135,NA,24,34,12x,11.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951737869-capacete-moto-ebf-new-spark-ilusion-diversas-corestamanhos-_JM?searchVariation=31768627365,3,0,0,0,0,#951737869,Preto-fosco - Amarillo,"56,58,60,61",EBF,New Spark,Ilusion,Integral,Simple,ABS,Adultos,NA,NA,NA,NA,NA,NA,NA
167, Capacete Moto Tipo Sanmarino Automático Masculino/feminino ,69,NA,37,3571,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=JujpOy2lsoImzlMA2wJ4IUuN5vjVMmcyA28Z5yM%2Fzm2WS9OK9XcRCB%2FBAElyUY9ebL2ufaKLJLcFvewXfjXeEKJs5wmOtwM5l8QVXrFKI5i6oIb7mncz6F%2Fvzq9rttIO7ejx1T%2Bw6pz2LSO5hMe0wPKMGanaHvhnRVFXm2gqRMuUqKS2o3tJ1%2FBQ93SWdY99BqnhNr6VjbbpQMXoJ24w5lHbBRiC34ePek1%2FisRwxjQM6NX%2FZIf6SPkHoOp4UA2ukFSjTq46A3s%2FEbHLp2a5GEbOTErjo8f%2Fka9dF6r0GRfg%2FgyQwRwBD3h9Qct1kDgSTJ3LUtTsGcsUvvfa9Kzw55ejyysZZBVNaEgaV4oYzmD%2FMRF1J%2BVV1tk8oxcpF5CXELWpWbL1VMlKOksslXyJM33Urp%2BkkTDtXIgriHEuItYJ9E5IcZTfH1hOXQfVvNx6laTnkiPGyZfH84Nmz2DvcYEKaqX4Giq0oPJFrBgVgD0CJaG5hYTaAVRbOUC40QiOeFrzmy%2FowFtDU%2F1p2snZEq1FwySkmAye9JQBRdZkNiYcv8M5jKnUNKJR05ZIkDAZtOTLtWukawXmWfzILCrVkeabEUKpjCa2RS69wAXPigxm1ezCfmaTzdQH1scNFa3xmcFKFeDyCB6O5IQr7A7fndOYbYxkej9V4LyYvmZgVvU0tSfDwvLbckYr09xp6bnbCjIq%2FQkohPSGwqUDoWSG0MYCj0wXXxZ8Q7fcHQdBKVD2jsmJ1qv0Zxdh0d7O2qiohvyPsKXVjjHGHnkXI2XpxOJR389WyGYGxlBrYsjpsyFRuFvbktRtTGStfmiMNhFSXP9tn5oewSht4GZwsAUIx4HSOVtQOUxDg%2BnzLN%2BmwxmuLrBIQI3Jh7WF4srZUbmDVTbXHi7K5SA3pfhjnrglZSFPHmNAZ5%2BO3w4DD14fzwexlDbCtQTdcAXvSz96BchcbeyIvFTHWTDoJrWC%2FhIJu4EhKqokMpmueuVG%2F8MwzROQF9j1vFlcwY2Vc2m%2Bhp62E0PWxRubgswirrOBpNb%2FIo0ctzhODbhZ6fucZrn1UuE8nda%2F7JG4CetRAOB6C4zEqQcRMZdUaYIuTbb9SxScaDe9X4rf3gr9zzjpeEygbHUnPKlh05bLjmWP2AaW7UL6UIL%2BYuHhe1mnYSudtyFBvj%2FcOuSRKzgYJTecT%2Fde9nTcnoVzEsQ4rhdzUC76KkpHZtnCIXZhYX4zKyzOHL2DljNpRj2JuMlAMguz8ySzRukqsCvDti%2FstUan16PoNantA%2BZ9yyKvABz77dfE8gzWIqwg%2Bb3dIP9gukgUzIiAVmZW%2FmmptUqBCI1R%2BGw03sOd0pQ9picarp4VBJXpfjOOihbCXvDNONHEPeNYng3LuPrHodF3xXPbOewmxk7%2F3sLuqtG%2FF6GQHCukq4r3FwurRU4ARoAEp%2Fk4vdNOk60MHNByxeMJnrWAbwSD1cDO3zqHP9mujMIVp3SrhGharjbyWGJBG7OHxVACFcrxQseYEaOIlODZjSM6L2o7dUndZ0QFhdn0hPOjqLO3MY1jKHlNJsCX3B3ij4ZkmB9jVpH11HW1ImSt67EyM3DO2Fe5655KCSM%2BAXzkeGtwazVsyYPTn1RlQm3I9HPGPQYoZjXgk7fNoMc%2FDKgVEfp3gidE3n%2B69%2FZRW5PaXOe%2FQ0L7ogVLZAFuKb6u3b6etAK3lQ%2F3%2B7KIYL5QiYzXvR1pR0zk59x0GFUmOO4gcWWyd8aMkOqCuqJtvuVjq%2FR1f6ALjCjrbRI4RxUv%2FVOMV%2FpNWvBFiMytbeQoj%2BUsVqKitunCcW8pTrKQ55vMdMi0QEg2Xks5bBX2MoqjMe8lb4l1BBBdfahXxwMPfo0GyV5aYrbB2tLQhe%2Bh1QIaeVX4cjMw7HbkcsL6UttcKmIbODf85bpJZMWKCAS3R8iS0iweVCbpxnPLlgHuxQ%3D%3D,21,5,7,0,2,#1281264225,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
168, Capacete Para Moto X11 Volt Promoção À Vista ,284,NA,77,384,12x,27.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1204737238-capacete-para-moto-x11-volt-promoco-vista-_JM?searchVariation=41737646153,2,1,0,0,0,#1204737238,"Branco,Cinza-escuro,Preto,Rosa,Tricolor,Vermelho","56,58,60,62,64",X11,NA,Volt,Integral,Simple,ABS,Adultos,Unissex,Poliestireno,NA,NA,NA,NA,NA
169, Capacete Moto Fechado Protork R8 + Viseira Fumê + Cristal ,139,NA,111,1449,12x,11.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147317000-capacete-moto-fechado-protork-r8-viseira-fum-cristal-_JM?searchVariation=30661911712,1492,420,190,66,74,#1147317000,"Vermelho,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,NA,NA,Unissex,NA,1200 g,NA,NA,NA,NA
170, Capacete Pro Tork Coquinho Moto Sem Viseira Aberto Cap-01 ,57,NA,13,18,10x,6.59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1279184309-capacete-pro-tork-coquinho-moto-sem-viseira-aberto-cap-01-_JM?searchVariation=40806383399,NA,NA,NA,NA,NA,#1279184309,Preto,NA,Pro Tork,NA,Harley,Aberto,NA,ABS,Adultos,Unissex,Forro Antialergico,1200 g,NA,NA,NA,NA
171, Capacete Moto Ebf New Spark Flash Feminino Preto Rosa Fosco ,152,NA,50,4,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,5,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-774165230-capacete-moto-ebf-new-spark-flash-feminino-preto-rosa-fosco-_JM?searchVariation=28060932534,4,0,0,1,0,#774165230,Preto - Rosa,60,EBF,New Spark,Flash,Integral,Cristal,ABS,Adultos,Feminino,Resina termoplástica,1400 g,Inferior / Superior,Engate Rápido,Inmetro,Urbana
172, Capacete Moto Sm Automatico Marino Pro Tork Motoboy ,60,NA,1012,16,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1579,https://perfil.mercadolivre.com.br/PHOENIX+ACESS%C3%93RIOS,https://produto.mercadolivre.com.br/MLB-977356315-capacete-moto-sm-automatico-marino-pro-tork-motoboy-_JM?searchVariation=20808453870,977,347,149,57,49,#977356315,"Amarelo,Azul,Branco,Branco/Preto,Cinza,Preto,Preto-fosco,Rojo/Negro,Rosa,Rosa/Preto,Verde/Negro,Vermelho","56,58,60",Pro Tork,SM,Sport Moto,Integral,NA,ABS,NA,Unissex,NA,NA,NA,NA,NA,NA
