search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Peso,Conectores de entrada
555, Parlante Bose Soundtouch 20 Wifi Bluetooth 12 S/r Amv ,609,NA,6,10,18 cuotas,1.172.32,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-446543120-parlante-bose-soundtouch-20-wifi-bluetooth-12-sr-amv-_JM,NA,NA,NA,NA,NA,#446543120,Bose,NA,NA,NA,NA,NA
556, Parlante Bluetooth Con Reloj Despertador Xo P2 ,1350,NA,0,6,18 cuotas,75.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MASTERCASE+CO,https://articulo.mercadolibre.com.uy/MLU-462341753-parlante-bluetooth-con-reloj-despertador-xo-p2-_JM,NA,NA,NA,NA,NA,#462341753,NA,NA,NA,NA,NA,NA
557, Parlante Activo Pk-ch4500 Punktal Mi Casa ,334,NA,3,3,18 cuotas,642.95,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MICASA+S.A,https://articulo.mercadolibre.com.uy/MLU-448315655-parlante-activo-pk-ch4500-punktal-mi-casa-_JM,NA,NA,NA,NA,NA,#448315655,Punktal,NA,NA,NA,NA,NA
558, Parlante Activo Woofer 12 Pul X 2 Karaoke Equal Bluetooth Fm ,314,NA,0,10,18 cuotas,604.45,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CARRASCO+IMPORT,https://articulo.mercadolibre.com.uy/MLU-462872546-parlante-activo-woofer-12-pul-x-2-karaoke-equal-bluetooth-fm-_JM,NA,NA,NA,NA,NA,#462872546,NA,NA,NA,NA,NA,NA
559, Parlante Portatil Bluetooth Jbl Charge3 Calidad Resistente ,249,NA,13,986,18 cuotas,479.33,NA,Envío a todo el país,NA,NA,4.7,27,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-444953470-parlante-portatil-bluetooth-jbl-charge3-calidad-resistente-_JM,20,5,2,0,0,#444953470,JBL,Charge 3,20 W,Pasivo,NA,NA
560, Parlante Kolke Kpb-128 10 Mic Inal Districomp ,181,NA,2,1,18 cuotas,349.58,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DISTRICOMP+S.A.?brandId=11,https://articulo.mercadolibre.com.uy/MLU-451293351-parlante-kolke-kpb-128-10-mic-inal-districomp-_JM,NA,NA,NA,NA,NA,#451293351,Kolke,NA,NA,NA,NA,NA
561, Parlante Reproductor Marshall Stanmore Bluetooth Futuro21 ,529,NA,0,10,18 cuotas,1.018.32,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449555403-parlante-reproductor-marshall-stanmore-bluetooth-futuro21-_JM,NA,NA,NA,NA,NA,#449555403,Marshall,Stanmore Bluetooth,80 W,Activo,NA,RCA
562, Equipo De Audio Parlantes Alta Calidad Panasonic Senacion ,179,NA,4,NA,18 cuotas,344.58,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LA+SENSACIONLTDA,https://articulo.mercadolibre.com.uy/MLU-450559329-equipo-de-audio-parlantes-alta-calidad-panasonic-senacion-_JM,NA,NA,NA,NA,NA,#450559329,Panasonic,SC-PM250,NA,NA,NA,NA
563, House Of Marley Parlante Get Up Stand Up - Mosca ,349,NA,1,5,18 cuotas,671.82,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOSCAHNOSSAMOSCAHNOSSA?brandId=330,https://articulo.mercadolibre.com.uy/MLU-457940204-house-of-marley-parlante-get-up-stand-up-mosca-_JM,NA,NA,NA,NA,NA,#457940204,House of Marley,NA,NA,NA,NA,NA
564, Parlante Jvc Portable Recargable Bluetooth Xsn228bu ,95,NA,0,4,18 cuotas,182.88,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AUDIO-TOTAL,https://articulo.mercadolibre.com.uy/MLU-462038697-parlante-jvc-portable-recargable-bluetooth-xsn228bu-_JM,NA,NA,NA,NA,NA,#462038697,NA,NA,6 W,NA,NA,NA
565, Parlante Logitech Z607 5.1 Bluetooth Usb Sonido Envolvente ,154,NA,0,100,18 cuotas,296.45,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DEACOSRL,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=uWqc1abEEGZVqhqafHnbv2bV2Au0tm7hCQin6Rgn%2FR0YDRajXAz98darH0IjU%2FM4%2BE%2BSCvb27cs5onQRgf4RJ3LggeFjipCNUjzzglFJdL1C9vL42sl%2FgRVnHZkkH94avFu%2BWAlrVNDfDGurPYGkNqEqvhgh%2BpepedKlMi8Y8uqK0Di%2B0xwuBoBxAlI%2FhzZLkVM4120ILQ5qqpbNM6WrchOVlSQ03srLlulQbmCD9NLDz9KADdrj%2F8Dum2ptmD65mR67kZfuSTNYNA2aIo38LUD2NnePK9RIagv0dPIiV4cvSspnQgQO6PDlN5ZJaU5YexTfi3rnT4e82mmVESIejSyjzpdnRvr%2FaYE4erzckbrA8RphcfnvmksjY9G1kdKUREIs255RHltBbdzqznsUrAEzKzGktipilZe8ExffbPgdyNZRH%2FZf41T7u9%2BRfyAosTU84NFL7L%2Bgd%2FVpZ0%2FTAwtdCkpjLa%2B%2FKIrMuRAaPUVtqPOKdeEFYJRl1CeEL9j%2FxsiuR5VFHzZ%2B2We58IYGdxmSuiD08dpKgESYQAGYt%2FK9rg8LZHwEyrwcpsxn1npHO3eyIingJP6c7cwlE0nqjmH3c1mD48LjgTghupZElyzQzhn7mr26TqTZp2xVf0Gi%2BPQwkSPc4MW9MGGAWlmWMtrKZZhloYzWfVvjgxS3fzAd4rBZT7kALSqdACAbJzgRvTtA8m9umYfXjqaoktQccP2KwqzpzCIzQxAGnWLxsQy5vaOb67zN70lWpzpLow73KOkR1EqognD77LFqn15LQESXvJdsfuTOlQM3HrvRXKBrx%2Bn6zhcIksQ0HaTUOCVpWOgrrX6nQGfhOGRhhwbqCnxqPC4FLfSUgBPfu0GxSKFpk3EjV6kBJKQgvwkNlrWY1Rq1Hy%2BhjWp4U%2F8%2BtYI2NYP2eclpEo15VFqlUsL27FDQN7HvSLANKz30lIl8m420gRTXlTSysctdv%2Fk3IX3kTrI3m3JSEzQy2G1M3bOX0%2FPQuaqT21i7PybqrWbMvHBUmS%2BDGaBehIOHop8t%2BQtL0YCYPWMQBIn5F1NUvTJSTt5PBGrF9btfYvxMisc8adx1f%2BnJayxjX7u1Mk7ghUOIPAPukVvyMxzUU2mg8AxaNzo2NANvhTuUGjYTgmFJ9aasddfbfF0w4HXkNHhV3xhvqUpRV35rfaialI4Kp4wUpyStljHiP9i%2BDlz%2BNwfQTjNzwRvZEXwRMcNGK%2BIzDYipPXho6tQPhumSvfb45ekLs%2BQnaPgQdD5FXi5NYHjf%2BGWaa%2FQQ10wH5AK9oAZ3XViI5xPVEbLBsUjA%2FxSGS0yFWCH1QmSg8aMA3H1YAtixK%2Fxm2z7pOBnfwAZRelPZAMtU4OXmRUlOADcjpsKJ9QZqMAJSOFBm3UpNLP2EJSWnFayoga5k52fZVwZDuCUrCzNpyj%2F9mF24gU949FormtAKWQVPW5p08b%2BcyvGTG%2BzsdNQLplKWqxCMIQeizjcR9osobfMjKoTDackUCHQWcBtwoAJPk3YC%2B0DFdCFsz2Pki4UAmST%2Fpd0vOj%2BBf9bRWHPImMCho9Tl4WIrcvC2UpDKxXjFQJVHJl1QmuchbICW6e0pE%2F%2F%2FG6Z%2FfQW2VA83peK7JuBs0BgQJlQ2dIaA7N5D22jof2izK2khd3Kr5ZTcytZbFZPH4O55pdrBKHx9fYFc1NxEG6FLA6ZG7D60mbgD2ZkDD%2BZ62w%3D%3D,NA,NA,NA,NA,NA,#464615150,NA,NA,NA,NA,NA,NA
566, Parlante Aiwa 12 Pulgadas Bateria Bluetooth Microfono Dimm ,199,NA,0,10,18 cuotas,383.08,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-458659424-parlante-aiwa-12-pulgadas-bateria-bluetooth-microfono-dimm-_JM,NA,NA,NA,NA,NA,#458659424,Aiwa,NA,NA,NA,NA,NA
567, Parlante Bluetooth Portátil Jbl Link 10 Potencia Calidad ,8180,NA,0,99999,18 cuotas,454.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-459244160-parlante-bluetooth-portatil-jbl-link-10-potencia-calidad-_JM,NA,NA,NA,NA,NA,#459244160,JBL,NA,NA,NA,NA,NA
568, Paralantes Amplificadores Activos Sony Mhc-v11 - Fama ,363,395,2,999,18 cuotas,698.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-451754809-paralantes-amplificadores-activos-sony-mhc-v11-fama-_JM,NA,NA,NA,NA,NA,#451754809,Sony,Mhv-V11,45 W,NA,NA,NA
569, Parlantes Home Theatre 2.1 Kolke Bluetooth Usb Fm Aux En Loi ,1990,2990,2,2995,18 cuotas,110.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-464025877-parlantes-home-theatre-21-kolke-bluetooth-usb-fm-aux-en-loi-_JM,NA,NA,NA,NA,NA,#464025877,NA,NA,NA,NA,NA,NA
570, Parlante Portátil Woofer 8'' Bluetooth Usb Sd Zonalaptop ,89,NA,0,10,18 cuotas,171.32,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONALAPTOP+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-455289325-parlante-portatil-woofer-8-bluetooth-usb-sd-zonalaptop-_JM,NA,NA,NA,NA,NA,#455289325,NA,NA,NA,NA,NA,NA
571, Xion Parlante Profesional Activo 12 Xi-sd12win ,4100,NA,0,2,18 cuotas,227.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JAKERS+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-448645012-xion-parlante-profesional-activo-12-xi-sd12win-_JM,NA,NA,NA,NA,NA,#448645012,Xion,NA,NA,NA,6 kg,Entrada para Micrófono
572, Parlantes Activos Xion Xt92 Bluetooth 2 Microfonos - Fama ,399,NA,0,999,18 cuotas,768.08,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-451755483-parlantes-activos-xion-xt92-bluetooth-2-microfonos-fama-_JM,NA,NA,NA,NA,NA,#451755483,Xion,NA,NA,NA,NA,NA
573, Parlante Jbl Flip 4 Bluetooth ,126,169,NA,1,18 cuotas,243.99,NA,Entrega a acordar con el vendedor,NA,NA,4.8,205,NA,https://articulo.mercadolibre.com.uy/MLU-460469185-parlante-jbl-flip-4-bluetooth-_JM,173,26,4,1,1,#460469185,JBL,Flip 4,16 W,Activo,NA,Auxiliar
574, Parlante Portatil Ledstar 8 Bluetooth Bateria Fm Futuro21 ,1999,NA,39,50,18 cuotas,111.06,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-459769261-parlante-portatil-ledstar-8-bluetooth-bateria-fm-futuro21-_JM,NA,NA,NA,NA,NA,#459769261,Xion,NA,NA,NA,NA,USB
575, Parlante 4000w Punktal En Copacabana Tienda Oficial ,160,NA,5,NA,18 cuotas,308.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/COPACABANA+TIENDA+OFICIAL?brandId=4,https://articulo.mercadolibre.com.uy/MLU-449143616-parlante-4000w-punktal-en-copacabana-tienda-oficial-_JM,NA,NA,NA,NA,NA,#449143616,Punktal,NA,NA,NA,NA,NA
576, Parlante Portatil Amplific Kolke 5500 Watts 12 Fm Bluetooth ,3850,NA,10,290,18 cuotas,213.89,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.uy/CASAHOGARCASARINO,https://articulo.mercadolibre.com.uy/MLU-452678485-parlante-portatil-amplific-kolke-5500-watts-12-fm-bluetooth-_JM,0,1,0,0,0,#452678485,Kolke,NA,NA,NA,NA,NA
577, Parlante Jbl Go2 Portatil Recargable Bluetooth Coral Nnet ,1739,NA,0,999,18 cuotas,96.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-461461238-parlante-jbl-go2-portatil-recargable-bluetooth-coral-nnet-_JM,NA,NA,NA,NA,NA,#461461238,JBL,NA,NA,NA,NA,NA
578, Parlante Inalámbrico Aiwa Aw 31 - Netpc ,45,NA,0,10,18 cuotas,86.62,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETPC+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-459635281-parlante-inalambrico-aiwa-aw-31-netpc-_JM,NA,NA,NA,NA,NA,#459635281,Aiwa,NA,NA,NA,NA,USB
579, Parlantes Parlante Sony Bluetooth Inalambrico Srs X5 - Fama ,133,145,0,999,18 cuotas,256.02,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-457253825-parlantes-parlante-sony-bluetooth-inalambrico-srs-x5-fama-_JM,NA,NA,NA,NA,NA,#457253825,Sony,NA,NA,NA,NA,NA
580, Parlante Activo Top Digital 2.1 O-623 Bluetooth Barra Sonido ,99,NA,NA,171,18 cuotas,190.58,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LIBRERIASDELLITORALSA?brandId=564,https://articulo.mercadolibre.com.uy/MLU-458527515-parlante-activo-top-digital-21-o-623-bluetooth-barra-sonido-_JM,NA,NA,NA,NA,NA,#458527515,NA,NA,NA,NA,NA,NA
581, Parlante Portátil Activo Xion ,30,NA,0,1000,18 cuotas,59.66,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRODUCTOSREUNIDOS,https://articulo.mercadolibre.com.uy/MLU-460362161-parlante-portatil-activo-xion-_JM,NA,NA,NA,NA,NA,#460362161,Xion,NA,NA,NA,NA,NA
582, Bola De Luces Disco Colores Bluetooth Usb Parlante Control ,469,NA,5,145,18 cuotas,26.06,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELGOLOSOCOTILLONYGOLOSINAS,https://articulo.mercadolibre.com.uy/MLU-463649493-bola-de-luces-disco-colores-bluetooth-usb-parlante-control-_JM,NA,NA,NA,NA,NA,#463649493,NA,NA,NA,NA,NA,NA
583, Parlante Portatil Jbl Flip 4 Bluetooth Resiste Agua ,150,NA,0,99999,18 cuotas,288.75,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+PASO,https://articulo.mercadolibre.com.uy/MLU-453447982-parlante-portatil-jbl-flip-4-bluetooth-resiste-agua-_JM,NA,NA,NA,NA,NA,#453447982,JBL,NA,NA,NA,NA,NA
584, Parlante Bluetooth Marshall Kilburn Con Bateria Incluida ,351,NA,10,999,18 cuotas,675.68,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-444066864-parlante-bluetooth-marshall-kilburn-con-bateria-incluida-_JM,NA,NA,NA,NA,NA,#444066864,Marshall,Kilburn,NA,Activo,NA,NA
585, Parlantes Profesionales Xion Xi-xt92-2 Cajas Bluetooth Fama ,549,NA,0,999,18 cuotas,1.056.82,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-457847170-parlantes-profesionales-xion-xi-xt92-2-cajas-bluetooth-fama-_JM,NA,NA,NA,NA,NA,#457847170,Xion,NA,NA,NA,NA,NA
586, Parlante Activo 12'' Pk-25bat - Punktal - Nuevo - Netpc ,320,NA,0,10,18 cuotas,616.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETPC+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-464214149-parlante-activo-12-pk-25bat-punktal-nuevo-netpc-_JM,NA,NA,NA,NA,NA,#464214149,Punktal,PK-CH4500,NA,NA,NA,NA
587, Parlante Inalambrico Charge 2+ Plus Bluetooth Micrófono ,1190,NA,2,993,18 cuotas,66.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MUEBLES_WEB,https://articulo.mercadolibre.com.uy/MLU-447990387-parlante-inalambrico-charge-2-plus-bluetooth-microfono-_JM,NA,NA,NA,NA,NA,#447990387,NA,NA,NA,NA,NA,NA
588, Parlante Woofer 15 Pulgadas Bluetooth Led Micrófono Inal Fm ,149,NA,0,50,18 cuotas,286.82,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CARRASCO+IMPORT,https://articulo.mercadolibre.com.uy/MLU-462872210-parlante-woofer-15-pulgadas-bluetooth-led-microfono-inal-fm-_JM,NA,NA,NA,NA,NA,#462872210,NA,NA,NA,NA,NA,NA
589, Parlante Jbl Charge 4 Bt ,220,259,NA,1,18 cuotas,423.79,NA,Entrega a acordar con el vendedor,NA,NA,4.8,44,NA,https://articulo.mercadolibre.com.uy/MLU-460469510-parlante-jbl-charge-4-bt-_JM,36,7,0,0,1,#460469510,JBL,Charge 4,30 W,Activo,NA,NA
590, Parlante Xion Bluetooth 5000w Luces Led Xi-sd5000 Albion ,129,NA,1,9,18 cuotas,248.32,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-450948809-parlante-xion-bluetooth-5000w-luces-led-xi-sd5000-albion-_JM,NA,NA,NA,NA,NA,#450948809,Xion,NA,NA,NA,7.6 kg,NA
591, Parltante Bluetooth Havit E30 Extras Bajos Nfs Sistema Tws ® ,3390,NA,0,5000,18 cuotas,188.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-463809311-parltante-bluetooth-havit-e30-extras-bajos-nfs-sistema-tws--_JM,NA,NA,NA,NA,NA,#463809311,NA,NA,NA,NA,NA,NA
592, Parlante Bluetooth Aiwa Awp01 Tsuy ,155,NA,0,10,18 cuotas,298.38,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TS.UY,https://articulo.mercadolibre.com.uy/MLU-459636618-parlante-bluetooth-aiwa-awp01-tsuy-_JM,NA,NA,NA,NA,NA,#459636618,Aiwa,NA,NA,NA,NA,NA
593, Micrófono Con Bluetooth Para Karaoke - Impre$ionante ,790,NA,30,7,18 cuotas,43.89,NA,Envío a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.uy/IMPRESIONANTE+-KUSA,https://articulo.mercadolibre.com.uy/MLU-450445684-microfono-con-bluetooth-para-karaoke-impreionante-_JM,0,1,0,0,0,#450445684,NA,NA,NA,NA,NA,NA
594, Parlante Activo Profesional Bluetooth Micrófono Zonalaptop ,129,NA,59,7,18 cuotas,248.32,NA,Entrega a acordar con el vendedor,NA,NA,4.1,9,http://perfil.mercadolibre.com.uy/ZONALAPTOP+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-444010656-parlante-activo-profesional-bluetooth-microfono-zonalaptop-_JM,4,4,0,0,1,#444010656,NA,NA,NA,NA,NA,NA
595, Parlante Jbl Charge 4 Inalambrico Bluetooth Azul Nnet ,207,NA,0,999,18 cuotas,398.48,NA,Envío a todo el país,NA,NA,4.8,44,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463247997-parlante-jbl-charge-4-inalambrico-bluetooth-azul-nnet-_JM,36,7,0,0,1,#463247997,JBL,Charge 4,30 W,Activo,NA,NA
596, Parlante Portátil Bazooka Bluetooth Usb - Impre$ionante ,695,NA,8,121,18 cuotas,38.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/IMPRESIONANTE+-KUSA,https://articulo.mercadolibre.com.uy/MLU-450449038-parlante-portatil-bazooka-bluetooth-usb-impreionante-_JM,NA,NA,NA,NA,NA,#450449038,NA,NA,NA,NA,NA,NA
597," Parlante Portatil , Usb,sd,bluetooth,fm Cafini ",2099,NA,0,10,18 cuotas,116.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFOTOOLS-IT,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=OW8%2FlXDDRl77tygDhpSLO58b7%2BVvWOoNt7bER271E6Y%2FT44W3KeMDPHToZ9EuDKR92XvFMEikXw3gNBA%2Fnj24QmlpYeR%2F65u4y6lQXVbpq7c9500r7ucz3a10GeKs8ZG%2F92MIbXVdrMJuOYqgyMjRNgcV%2Bqp%2BqRr3DzD4h%2Bi20ERm0JTmk2aqyI%2FRCtG91CuRXCjItnvyXB%2FxUQihqZxEKg2FAfaSqIw%2B%2BpUFh9Taqjhbh8yLikRZvl9g8clEs8X2PkTllK4T2z151p3c1KtiRFax2G3R213RW%2FJG%2Fo%2BKamf9RFXceoB4HtoX30l2pBMNbLLIcmiUMAWHO4pTao5F1AWwhIY7bH4M96gnhQ7IogtdH6J%2FITApBsqWQXd%2BhJO6d35uAlRZCdSouoFCiqjQKME3SS1PqrZFPH%2BadfqYE%2BpGSHlw3Lgy%2FBi8WULD%2BjkPsH%2Bv2vcDhEuTb%2F0msW8VpJ6%2FCCaapPoZBbQqoDbgD1KoEyV%2BqQbdUi4sESv5F7LE9PvkDB7r2DgUMnHpOr0POhmUuSo%2FzrNXsYlEgv4Psj0aoGQjACmF6R6dfwa0XN7O187gdoBWeTaS9NgaZ7cwmDvDKhPIuteRAVmSIp9Ty1hMLwr6eIuDgql8RlF5nYxxtttKi8fYm9xqAXrUTmxNva05vb7CjpnSBKDEH941FlgeMq%2BaO0GGaL9MAg2Vo%2FVva3UBoS6grXh2W9O%2B1xS1WPWIJE6d46CuBR7sZYcyYg19m7Rfm%2FUvsOVsgbULB2MmZlqvk4asmVFMhO%2FEpRu02UuWMMPtZYoApkpGz3LhYO7WuX3sXG0ws5%2BkFY%2FMJIl4P9GgOdMolJXw1mUuPjjTCE3dFhQvucWlefKFTndvX7%2B8Xd3%2BarR7NIQcI7kulrYAt6W8u6MmDAHOVxjo8TaPJE93GNoHOnT9l7y9TUbLjR%2Fe0KvNTOr3YgSlZJQbicByK6AAGARMBV%2B2ol33EpnlhuTr9%2B9Ypviyl%2Bj%2BR%2B%2BOob%2F68aZl8iXA7UIbTJZ9nJmkn3B5XLhXul6VlKhJDWL%2Fe7PiGppelj3mRMN65ShV%2FFvuh8ETPi9oCwtr8haAab3ErRiRoTS4FfUf48RF67xB0op6H1ehQyQk8iVfol%2FHRREgZ%2BUZWnPp4uw0AMMMK55qgk27jWPX%2FUul%2FQos0ykr08s7dsgXrL7kNhI1oPDA4HDwhy%2BLblOJ%2FcZjNoG63aoJTtT7sP2Br74YQbgxxtooPqL%2B4x%2BlsesupT4fXmY18ME6lDx1E4e0GhI25TvvD%2FUOLSuNvFS8OyqSks6uA4BQWXtHHXpEqiPwA%2FZXoLoBHw7EgCFMx%2FHdBc4tRxkws%2FrEczw9emp5Hn4SUoA9jnZ%2FYY0G0knIyehs%2BwNJFZmE4Wm6GFo7uzKLHipBwgBy9bvoqp74p1Pvii9Z6qkUed6S3%2FGb7bZHJlfsmFR5qXJsIi3GjXRB4BzLjKrEHdMCy3hYCufxAAQOQPxcPV7K47NTxrotGgird6%2ByhX5yqqiF%2F3E0uDKgOOhvtKwvptN80m0dcSlvrnVs%2B5n1yDSs92SZTnw89RTCZC5tUOjkA0fYshswrs18a25N37T31n2sRy6EyOAgd8xugGvrXxC52sc0QBeWiVmfLa8a9TGXgt2d4k8KiIh4wIMymrTkSo1la%2B5R3jMJKkm4wOh2%2Bcf8ljqxuUp4SG7,NA,NA,NA,NA,NA,#464359433,Cafini,NA,NA,NA,NA,USB
598," Parlante Portatil Kolke Kp-275 Con Bluetooth, Memoria Y Fm ",980,NA,4,3,18 cuotas,54.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CASA+DELAIMPRESORA,https://articulo.mercadolibre.com.uy/MLU-444507957-parlante-portatil-kolke-kp-275-con-bluetooth-memoria-y-fm-_JM,NA,NA,NA,NA,NA,#444507957,Kolke,NA,NA,NA,NA,NA
599, Parlante Xion Bluetooth 2800w Batería Int. Xi-sd50bt Albion ,69,NA,2,18,18 cuotas,132.82,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-451152941-parlante-xion-bluetooth-2800w-bateria-int-xi-sd50bt-albion-_JM,NA,NA,NA,NA,NA,#451152941,Xion,NA,NA,NA,NA,NA
600, Parlante Portátil Bluetooth Klip Xtreme Celular iPhone Febo ,585,NA,2,99997,18 cuotas,32.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-446756505-parlante-portatil-bluetooth-klip-xtreme-celular-iphone-febo-_JM,NA,NA,NA,NA,NA,#446756505,Xtreme,NA,NA,NA,NA,Auxiliar
