search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Peso,Conectores de entrada
1, Parlante Bluetooth A Prueba De Agua 3w Rms Ideal Ducha Loi ,179,249,84,999,18 cuotas,9.94,NA,Envío a todo el país,NA,NA,4.4,8,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463417487-parlante-bluetooth-a-prueba-de-agua-3w-rms-ideal-ducha-loi-_JM,4,3,1,0,0,#463417487,NA,NA,NA,NA,NA,NA
2, Parlantes 2.1 Tower 5 Energy Sistem Bluetooth Aux Usb Sd Amv ,155,NA,191,10,18 cuotas,298.38,NA,Envío a todo el país,NA,NA,4.8,18,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-452289064-parlantes-21-tower-5-energy-sistem-bluetooth-aux-usb-sd-amv-_JM,14,4,0,0,0,#452289064,Energy Sistem,NA,NA,NA,NA,NA
3, Parlante Bluetooth Jbl Go 2 Portátil Potencia Calidad Febo ,1259,NA,1547,98452,18 cuotas,69.94,NA,Envío a todo el país,NA,NA,4.8,214,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-446600412-parlante-bluetooth-jbl-go-2-portatil-potencia-calidad-febo-_JM,181,29,2,2,0,#446600412,JBL,GO 2,3 W,Activo,184 g,NA
4, Parlante Mini Bluetooth Portatil Craquelado Ahorro Y Compras ,190,NA,47,154,18 cuotas,10.56,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.uy/JESDEN+SA,https://articulo.mercadolibre.com.uy/MLU-451362894-parlante-mini-bluetooth-portatil-craquelado-ahorro-y-compras-_JM,0,1,0,0,0,#451362894,NA,NA,NA,NA,NA,USB
5, Parlante Jbl Flip 4 Bluetooth Portátil Gtia 1 Año Solo Febo ,3730,4350,971,99028,18 cuotas,207.22,NA,Envío a todo el país,NA,NA,4.8,205,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-446600381-parlante-jbl-flip-4-bluetooth-portatil-gtia-1-ano-solo-febo-_JM,173,26,4,1,1,#446600381,JBL,Flip 4,16 W,Activo,515 g,NA
6, Parlante Bluetooth Jbl Boombox Potencia Calidad Febo ,24950,NA,14,99985,18 cuotas,1.386.11,NA,Envío a todo el país,NA,NA,4.3,3,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-450750864-parlante-bluetooth-jbl-boombox-potencia-calidad-febo-_JM,2,0,1,0,0,#450750864,JBL,Boombox,NA,NA,NA,NA
7, Parlante Portátil Bluetooth 3w Luces Led Usb Microsd Aux Loi ,197,NA,40,999,18 cuotas,10.94,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462659823-parlante-portatil-bluetooth-3w-luces-led-usb-microsd-aux-loi-_JM,2,0,0,0,0,#462659823,NA,NA,NA,NA,NA,NA
8, Parlante Jbl Flip 4 Bluetooth Potente Colores Oferta Loi ,3790,4999,172,898,18 cuotas,210.56,NA,Envío a todo el país,NA,NA,4.8,205,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-458480865-parlante-jbl-flip-4-bluetooth-potente-colores-oferta-loi-_JM,173,26,4,1,1,#458480865,JBL,Flip 4,16 W,Activo,NA,NA
9, Parlante Bluetooth Portátil Jbl Charge 4 Potencia Calidad ,6585,NA,95,99904,18 cuotas,365.83,NA,Envío a todo el país,NA,NA,4.8,44,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-452532629-parlante-bluetooth-portatil-jbl-charge-4-potencia-calidad-_JM,36,7,0,0,1,#452532629,JBL,Charge 4,30 W,Activo,NA,NA
10, Parlante Portátil Bluetooth Park Led Karaoke Batería Mic Loi ,39,42,63,2980,18 cuotas,75.07,NA,Envío a todo el país,NA,NA,4.7,6,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-456920787-parlante-portatil-bluetooth-park-led-karaoke-bateria-mic-loi-_JM,4,2,0,0,0,#456920787,Kolke,NA,NA,NA,NA,NA
11, Parlante Portable T&g Bluetooth 10w Rms Oferta Loi ,697,NA,38,999,18 cuotas,38.72,NA,Envío a todo el país,NA,NA,4,4,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462663421-parlante-portable-tg-bluetooth-10w-rms-oferta-loi-_JM,1,2,1,0,0,#462663421,NA,NA,NA,NA,NA,NA
12, Parlante Jbl Charge 4 Bluetooth A Prueba De Agua Oferta Loi ,189,249,18,991,18 cuotas,363.82,NA,Envío a todo el país,NA,NA,4.8,44,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463032205-parlante-jbl-charge-4-bluetooth-a-prueba-de-agua-oferta-loi-_JM,36,7,0,0,1,#463032205,JBL,Charge 4,30 W,Activo,NA,NA
13, Parlante Portatil Ledstar 6 Bluetooth Bateria Futuro21 Dimm ,1299,NA,22,98,18 cuotas,72.17,NA,Envío gratis a todo el país,NA,NA,2.3,3,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446606518-parlante-portatil-ledstar-6-bluetooth-bateria-futuro21-dimm-_JM,0,0,1,2,0,#446606518,Bose,NA,NA,NA,NA,NA
14, Parlante 2.0 Bluetooth Tienda Oficial Thonet & Vander Kürbis ,245,NA,92,13,18 cuotas,471.62,NA,Envío gratis a todo el país,NA,NA,4.7,15,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=7Bc9GScBKHLZO6TCXaksKqUntk2u%2Be2gY0l1OXKMEM1JrfGdBkI3dYrI4LF5B8Y7vOzXt4%2Fj2Coz6lpoWoaurxJ8%2FQat5%2FGTDWsUrtF5qvIFF4WqVEXf20pMg7i4OCtCK1BwSKlqJDHKUS2230XIXkZ6vVhWUYwcjwmeWFTLyIN4%2FtvCYCjl0HM0mpdGX4UZMIlP%2FbbqCMLg59Iy02E7bPJZJNLjmqVIFrMAIU1BN6ld3CjKNAeb6w%2FkhxkL1r4aa3QlUDBaYYYf3CnW9zGEGQe2OkNIzas3CAuApPwAnx9fq%2FJg5AgTY94kSo6s%2B54XDyXWyFfpm15eK8LlcSC7ZSA9neLuWFoh47DKvZplc9rkdA7fWdJVgFyREm5JKYVCFq2ow9aRSG0F9F5Hwh6UTxc8p%2FlyGqnfYeEy1ndsUq9M69SInTIaIDORBqlV7PxdiXybA3vGUqXMD9tHhVI%2Fe7ArI1N0b9SiaCHoWIniP4rHeGQns1rIo6MPpuR9z%2F8TuIRHG8uQ0w0vkkxxEIfotFD%2BjaZuUQNCHOioX0VNZ33Dw41dax74kXxgXniQF6VbUhdh55b0%2BXLhDwYLU1rHgD%2Bzc2COeAma4zHLnn%2Fx5uCy2TBViGdeqU6Us97jd8Jl9K513hjp8P5DPd2RJR733zp70aSCu5KDIKlazd2dvnkqWcgVDpILBZJpyaX2LztkGZMAXNLmv%2F9Wyts7RemZkOTvVOwMxduVfrnTYfWNTSFLr4Mqeo1uO0qeczbTXkpJfRgcbcMB0pp4PSTizjrRYaDGwt3KFwsC3ANYvd%2FhhAvTQhiIqoMkAVehuC76pMteAtpwiqBODA5sx4tE0StTnMNTfzxQfgNn3qUBCILFz2G5%2FNKruh80AzqjIof6i%2B4oWX2OhQjhflaHgAPoHLWHVCH4wH6n7q7rXgsYrYjZFBR4Gc95eOifLT%2F9mBk4R65xijab5SsqrVoAkFoOyMDjfRta7Gl%2BCeB8VMNGqETFrSD1QnbzD8yHrOqUI%2FQjPM8dHBCXrEIGAPnfyKDMNiHhX9imRVOJthyDXKgeXI5hK8x6i4QpznmUXz4gM2cFXRG1tD22DgR5Rd0%2FN28PJaBfF%2B9WEXxCQylLhlHOTOk9Wi8bwAzq94JuOGJ3ARzMlpd6bCoJ3zvv2xOu%2Br6TJMFN8IE%2FNM2rIMVdPx5mInmZF7RLnBc4sAo3JkG%2F6tJt%2FbSCg2dZrQXpGTWlofhPbt6bbx9yvWpH2eqNnCyD9NLrLRh4FY5l4WuRaPecgGFZzExkEL4CtOQXQ88UiBuNDOlFKQINh0SygSMlNf7OXk5e6MSvhnh%2Foi2YfVTtpkjY4Sr9Fj43ISQvtD8orKyM4tfLiv4T5DV2s%2Bv63P4WRKwmddZivrio27k3H%2FLwBDgjMoUqpc6YfL9TUc0NXGI2RlCu0cIq%2BubJXGhQwNZLurCEFHmjX2xSMQH60MPUhHxYBbOZGPbi0WrawCW7C2kpdEbUSyfvhtvXqcfGbZEcIfteyqka7Xcm%2FMhpqpRsYeJGP22IEscClJtMf454NGAl7aQ45AJn%2FpjXql5bu1zznlLqHKwWIsRQx7dimbdagMOYDExtRdgpeyGaMvGhFOeA2umvDHZqT%2BrLAvXus%2F9boxIytpLt20gpfrwUqLvTfnN7W4TN6GAeAPc%3D,12,1,2,0,0,#444260918,Thonet & Vander,Kürbis Bluetooth,NA,NA,NA,NA
15, Parlante Portátil Bluetooth Con Radio Fm ,650,NA,102,127,18 cuotas,36.11,NA,Entrega a acordar con el vendedor,NA,NA,4.6,7,http://perfil.mercadolibre.com.uy/MERCADOFULL82,https://articulo.mercadolibre.com.uy/MLU-455532602-parlante-portatil-bluetooth-con-radio-fm-_JM,4,3,0,0,0,#455532602,NA,NA,NA,NA,1 kg,NA
16, Parlante 8 Activo Luces Leds Bateria Portatil Dimm ,2299,NA,45,8,18 cuotas,127.72,NA,Envío a todo el país,NA,NA,4.3,8,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-447773265-parlante-8-activo-luces-leds-bateria-portatil-dimm-_JM,5,2,0,0,1,#447773265,Xion,NA,NA,NA,3.4 kg,NA
17, Parlante A Batería Bluetooth Karaoke C/ Mic + Bat Extra Loi ,29,NA,251,787,18 cuotas,57.73,NA,Envío a todo el país,NA,NA,4.4,11,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-457013554-parlante-a-bateria-bluetooth-karaoke-c-mic-bat-extra-loi-_JM,7,3,0,0,1,#457013554,NA,NA,NA,NA,NA,NA
18, Barra Sonido Bluetooth Tienda Oficial Thonet & Vander Grund ,393,NA,35,146,18 cuotas,756.52,NA,Envío gratis a todo el país,NA,NA,4.8,5,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=kjVOuhgGeB34nARoYN5IJ2UFaB4gpOYLdHsD6kERauq3TungcqmG96cS4RprEuS9xuNXuBI3iowgdNLh8HnLn2gEhkngFQvIAnSNwnftoYr%2BN5tGGuReHccAp9x%2FSBo9rA5QHcNyU3S4OSued3xfURboqm96f826NQx89ajl%2BcvhWZBSTeJqE8GPsdlT87V8XpZY0QRrsEfQYCWe8zJOaWwEBGTX%2F4f73%2FAkRZTbK79OYpDBXqMUzKBga0jW54tANG6%2F2RQe9%2FhaGJlEIkJsxMbqIv0nlThd2rnH%2F7LaVrz5gv9ZFCu7txf6zX0iL6UL5xlD9QjgNGau9Gb%2Ff8c%2FC4B9yj8BwvergLLMEkw%2FNQeWRZjrL6ObA%2BwcqeAMgqIWuzp2BGnQ3%2FxUJWzFic8G7p9T7LtIXPq3Bwoai09lolmO7jmaxpzF8scJALQj9MKFEhxjKE2UXI7ie0uuv6sR7KJfhBBRk%2FcminJ6rNRdMJYy%2BNKHNRNhpFGSgqXkSmYsHUk1ERuqX1nb%2FrPDfOjsnM75Ukm8ZE74AO%2BC8HHX1OiSWzF4Jz61%2BpWzMkVVSmaGmeezqGRWB15D8xeZynznrgbKPd9zdhfQ9olGEWWKmokUDj0oUFgUMDqyaiLdA6mVjcR9i%2FxCJbbaNVRgJeAUuAZ22sNE6r7CPLIeEU%2FgIoC3TQVbYMD9j9rgSJxMNXvExNTSxRJ3CbVudrhx%2FABadKHyfHS1w06dMOt33C3r5KGGCU6oPLSywhWzHj%2Fr5R0T%2FjpgI2UPDF7vka2Cl0piznyxTMmtDR4C4NVwCZIKE%2BCuaxlo%2Fdv9MPRRwIx%2FboGEpijBdWPlORDmOXScQR7ET7LoQaNA%2BjRhZZGBQ4jMVEohRGNpmblv0HMHbQceFVmeQ4Du3UCHrrJvNzSii%2B%2BAJGlF6oWzDOPNgeYHWd5x5BTYFi%2FpMjDq8%2FSHz1ZwuyMGQegHiguBPHU1%2F9KRbYQpvtkDg2Xo72OpYr54Ae6bC3SWbS9BDTWP0%2B5EnOaZ3ZKOeRd6%2BcOhzXsvNZ5FUK%2BedfXwWx6cNaTGdbmsCZNYMmTkMo3fLyso9y%2BPuLYVDnHaGHVNZHLJVbv2nQazFEHoqbz3xfAeYr4tZtMEqbbWaors4u1u1wgPd4Ou0cjdLmIDwvcGsoD7TtMmsblDxZr0Htm%2F%2BORdKxK536GYkcSBxekJ6pAZEjQxlEUxy2%2FaVAZvrOqeJau9hBp5hYKXBpsUbeHte%2Bs%2BW%2B8NVsOBcxe%2B7JQ9T3rGR0jU4bFEcFm%2FJKnYnMs5SiDr68FT65oeCdk2lMNTwcJqCYiwxf4sLPWF27zzN8gvXGIwJDhpp8ZD2fcbX%2FqkHnHGgry08tVqrf6TAhmXo1XVpDc29hBARVh2XFq7cVPcUhVSwc7XSzAlwk8FpGUpva7MWkSWdth%2FRlsKuowDuVVW12%2FgJ1vIMEqG1Ic6CiY0yq%2FN3IxtmXIArWl9QBzAZwlF7%2FxjPqY68FIQ6zbs00mHyKBAO5sMEW1IQgnwbduXxo1lJfJg0TL2zXTIsDwcm%2BBzHUHVu1Zh%2FyvitbcrKNw4d8T%2Fx%2FufwBIbhpzvJXt3p32x73NfhwnUhYFf2oES4iO5J4D8U3eJIoQZO4kBgIRYuv7YDMpmARdhj6LYDTcdu1ICThN39KvuMlR7O%2Br6tTs%3D,4,1,0,0,0,#445297707,Thonet & Vander,Grund,NA,NA,NA,NA
19, Parlante Kolke Kpb-160 C/microfono Inalambrico Circuit ,3204,NA,91,37,18 cuotas,178.00,NA,Envío a todo el país,NA,NA,4.8,16,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-449889793-parlante-kolke-kpb-160-cmicrofono-inalambrico-circuit-_JM,13,2,1,0,0,#449889793,Kolke,NA,NA,NA,NA,NA
20, Parlante Bluetooth Resistente L Tipo Jbl Flip 4 Colores ,890,NA,41,77,18 cuotas,49.44,NA,Entrega a acordar con el vendedor,NA,NA,4.8,205,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-444859109-parlante-bluetooth-resistente-l-tipo-jbl-flip-4-colores-_JM,173,26,4,1,1,#444859109,JBL,Flip 4,16 W,Activo,NA,NA
21, Parlante Portatil Bateria Kolke Bomb Inalambrico Bluetooth ,1490,NA,21,999,18 cuotas,82.78,NA,Envío a todo el país,NA,NA,4,3,http://perfil.mercadolibre.com.uy/TODOOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-459404638-parlante-portatil-bateria-kolke-bomb-inalambrico-bluetooth-_JM,1,1,1,0,0,#459404638,Kolke,Bomb KPM-222,NA,NA,NA,NA
22, Parlante Flip4 Portátil Bluetooth Tipo Jbl Envío Gratis!! ,1150,NA,21,29,18 cuotas,63.89,NA,Envío gratis a todo el país,NA,NA,4.8,205,http://perfil.mercadolibre.com.uy/YOVENTAS.COM,https://articulo.mercadolibre.com.uy/MLU-461735121-parlante-flip4-portatil-bluetooth-tipo-jbl-envio-gratis-_JM,173,26,4,1,1,#461735121,JBL,Flip 4,16 W,Activo,515 g,NA
23, Parlante Bluetooth Portatil Excelente Sonido Resistente Agua ,990,NA,60,440,18 cuotas,55.00,NA,Entrega a acordar con el vendedor,NA,NA,4.2,9,http://perfil.mercadolibre.com.uy/ACCESOPC3000,https://articulo.mercadolibre.com.uy/MLU-452263084-parlante-bluetooth-portatil-excelente-sonido-resistente-agua-_JM,6,0,2,1,0,#452263084,NA,NA,NA,NA,NA,NA
24, Parlante Kolke Fiesta Plus 15 250w Rms Portátil Bat Mic Loi ,89,129,12,9987,18 cuotas,171.32,NA,Envío a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-464025871-parlante-kolke-fiesta-plus-15-250w-rms-portatil-bat-mic-loi-_JM,0,1,0,0,0,#464025871,Kolke,NA,NA,NA,NA,NA
25, Parlante Jbl Go 2 Bluetooth Resistente Al Agua Oferta Loi ,1260,1899,21,5993,18 cuotas,70.00,NA,Envío a todo el país,NA,NA,4.8,214,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462202467-parlante-jbl-go-2-bluetooth-resistente-al-agua-oferta-loi-_JM,181,29,2,2,0,#462202467,JBL,GO 2,3 W,Activo,NA,USB
26, Micrófono Karaoke Bluetooth Inalámbrico Parlante Usb Oferta ,645,NA,222,85,18 cuotas,35.83,NA,Envío a todo el país,NA,NA,4.1,21,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://articulo.mercadolibre.com.uy/MLU-454535976-microfono-karaoke-bluetooth-inalambrico-parlante-usb-oferta-_JM,13,4,0,1,3,#454535976,NA,NA,NA,NA,NA,NA
27, Parlante Bluetooth Resistente Tipo Jbl Charge Buenos Graves ,1090,NA,234,97,18 cuotas,60.56,NA,Envío a todo el país,NA,NA,4.1,17,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-450615769-parlante-bluetooth-resistente-tipo-jbl-charge-buenos-graves-_JM,8,4,4,1,0,#450615769,JBL,NA,NA,NA,NA,USB
28, Parlante Bluetooth Jbl Charge 4 Directo Del Importador ,6399,NA,14,13,18 cuotas,355.50,NA,Envío a todo el país,NA,NA,4.8,44,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-460591460-parlante-bluetooth-jbl-charge-4-directo-del-importador-_JM,36,7,0,0,1,#460591460,JBL,Charge 4,30 W,Activo,965 g,NA
29, Parlante Equipo Audio Sony V81 Alta Potencia Bluetooth Pcm ,859,NA,7,999,18 cuotas,1.653.57,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-458268876-parlante-equipo-audio-sony-v81-alta-potencia-bluetooth-pcm-_JM,1,0,0,0,0,#458268876,Sony,NA,NA,NA,NA,NA
30, Parlante Portátil Bluetooth Aluminio ,350,NA,33,67,18 cuotas,19.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MERCADOFULL82,https://articulo.mercadolibre.com.uy/MLU-455532785-parlante-portatil-bluetooth-aluminio-_JM,NA,NA,NA,NA,NA,#455532785,NA,NA,NA,NA,NA,NA
31, Parlante Jbl Charge 3 Bluetooth Potencia Y Calidad Loi ,6299,7043,110,994,18 cuotas,349.94,NA,Envío a todo el país,NA,NA,4.7,27,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-459217384-parlante-jbl-charge-3-bluetooth-potencia-y-calidad-loi-_JM,20,5,2,0,0,#459217384,JBL,Charge 3,20 W,Pasivo,NA,NA
32, Parlante Bluetooth Kolke Shake A Batería Con Mic Oferta Loi ,37,39,13,989,18 cuotas,71.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-460487947-parlante-bluetooth-kolke-shake-a-bateria-con-mic-oferta-loi-_JM,NA,NA,NA,NA,NA,#460487947,Kolke,NA,NA,NA,NA,NA
33, Parlante Boombox Resistente Al Agua Tipo Jbl Bluetooth Radio ,2290,NA,16,21,18 cuotas,127.22,NA,Envío a todo el país,NA,NA,4.3,3,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-450436906-parlante-boombox-resistente-al-agua-tipo-jbl-bluetooth-radio-_JM,2,0,1,0,0,#450436906,JBL,Boombox,NA,Activo,1700 kg,NA
34, Parlante Bluetooth Jbl Flip 4 Nuevos Garantidos ,4190,NA,118,911,18 cuotas,232.78,NA,Envío gratis a todo el país,NA,NA,4.8,205,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-450357543-parlante-bluetooth-jbl-flip-4-nuevos-garantidos-_JM,173,26,4,1,1,#450357543,JBL,Flip 4,16 W,Activo,515 g,NA
35, Parlante Home Theater Con Bluetooth Ratsel Para Smart Tv ,240,NA,6,30,18 cuotas,462.00,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=wd0dz1SYO98DiBnAzsNiZhd6NRePTUoHreUIObSbKOU6S73hG3bLVtvJIfI4S5GDbBfSZ7SbPNT2DKxF9QjSgcF6Fsuz80xaztYbhdEPQ%2B%2BdWmumKzs7aN63q8Dm37Zop1ycxSCBpGGvyFHeWg7SAJXvSqPhGDPKT86brYs3obAW3uuh9sZxPFZIIJyrzwZ9hv1QoBaVtdso6aCZ03yR16KpTax32lTBA8G1qWPrizlIuVDxN7SiZU%2FYnVuOj9Rx5nDw6m8zxn7IeuJ1MY9v3r5BmBWNXzkq15DwUS8y3qVFM78ziwpedTyZGUSOt%2F%2BAHLJtQRfojwZvnX4atiU0xgxZAEbXJ%2B2hnk3qiY%2Boizv%2BR4PdrdfALY4LTAVPnfFVtkNXZ1HW7RaDjr%2FIdMrfqHHOPEqrvtHAUtQvryjqSW89G7az5AjHZ3a%2BG6z%2BnSMY5uXahK9IxZsFjtQsmzafjw1KwthwWpEn9707O3BZ%2Fh1%2FECgsk%2FoQlsdS5pa7MFWh4oXXkLJBwwzL4p4%2FKHfd1t6b%2BvnxIq%2FMMv%2BVry5w9E5oG2masOhX%2FsxcG%2BIDAcrFAD0s%2B8AVDjpDNIYXAGQgygqPsQ5zxeG9ZvFTbFjMn3SNaMky83lGeJHJ6ABR5mnChObybYycqWb99stxzUZeqfZDCEQwOlJtinOEnlvQcqtJ94Lvx6x8xYvkD8VzrgtJhuwMi7hW7MQNS1TfEzJnD8eOHH%2BEf4CFEY41YTdE4bTlDM9BUqKJeYCWG1zTpZf7Di0VmvQZjxDvAA9ukhNTTzkqDpYbqGjSMGoolPUfsJZ7p5YuVRB1NAZhCWaUo4V%2BS%2FdAmGEcmez270V6dQQOhnssuOoCYmJk6Iin20ZPsX25ZGi3I%2FW0eh0kRh8xmR7BsxAVdK6sjkf2J93wwEsgZB0HLd9PmcGEzNgBgOgofl9J2%2BNUN8BUy8nF6kV0KbFyJjiMtaYGm1xzoZTI9ZbCYTxH0fDVUWI4Z%2BZm%2BZppbStanuyhDTw3N9Wa7rdp4GEib9CmpaLqVxktAtvRlZXa2aWAB1cmtt3m50vE8x0oSsDAtcYeJG4s7cm%2B06x6A5XTeCrH5LQeiKoXAw9t856qDqcMz7kyp0CXXTdRczUPDBntNmQNRbBPVq8eyVjmkbGsxnwzO%2FVsAh0eClUgKCXcaUr0NYm0%2BTzg0Gk5k6rRTnOR4AhsJ5frmcyPf9OXNtJh3IT4LgAUCoa6Bmz63QcfQN6eZFbTpyrED24LawTMMXx4O9QwaHUYtNqNyu2B0c6xIZF%2BuPtsF0TM%2B2uv6SIvAKrlr4f4f79A2aNa%2FKG2WbkpuiBbvPshXqZuxxmbupf7Nll5EGr66QjGlA69YljSfyxLJ1yr8ncn5erOA3MOGONLJrT84JblW5IVCk%2FYkP1I%2BLRvz8JuNNhZdQya0JbXZwJXBpQmnhqt2BhYZdyUpK%2BJm519ivvoN7Qjiw%2FmAZVOLq037cB0MaJqOE0VG%2FlUB0NOrtE%2Fbv5YUd0J325YRgvBVNlIJ1Eg18WdR00t%2BgHSMolbLYNJqcdYu1I7P3YQBzxbkqh%2FDw73qHvjmt8R98K3ZX%2FrQIuwTuncAqKKw5%2BEZxB2XFqK2H2uPn3HUSedNnr%2FGgJP771PyypsD6luXcVbUm%2FeaeuGZVGcc1wbXkq7m3R64w%3D%3D,1,0,0,0,0,#460404087,Thonet & Vander,Ratsel,NA,NA,NA,NA
36, Jbl Go Parlante Go 2 Portatil Bluetooth - Otec ,1283,NA,34,26,18 cuotas,71.28,NA,Entrega a acordar con el vendedor,NA,NA,4.8,214,http://perfil.mercadolibre.com.uy/O+TEC,https://articulo.mercadolibre.com.uy/MLU-460365921-jbl-go-parlante-go-2-portatil-bluetooth-otec-_JM,181,29,2,2,0,#460365921,JBL,GO 2,3 W,Activo,NA,NA
37, Parlante Bluetooth T&g Portátil 10w Resistente Al Agua Loi ,677,713,12,997,18 cuotas,37.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462550224-parlante-bluetooth-tg-portatil-10w-resistente-al-agua-loi-_JM,NA,NA,NA,NA,NA,#462550224,NA,NA,NA,NA,NA,NA
38, Parlante 2.0 Bluetooth Tienda Oficial Thonet & Vander Kürbis ,245,NA,92,13,18 cuotas,471.62,NA,Envío gratis a todo el país,NA,NA,4.7,15,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-444260918-parlante-20-bluetooth-tienda-oficial-thonet-vander-kurbis-_JM,12,1,2,0,0,#444260918,Thonet & Vander,Kürbis Bluetooth,NA,NA,NA,NA
39, Parlante Bluetooth Jbl Go2 Portátil Calidad Potencia Febo ,1259,NA,120,98931,18 cuotas,69.94,NA,Envío a todo el país,NA,NA,4.8,214,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-458234258-parlante-bluetooth-jbl-go2-portatil-calidad-potencia-febo-_JM,181,29,2,2,0,#458234258,JBL,GO 2,3 W,Activo,184 g,NA
40, Parlante Portátil Bluetooth 3w Rms Usb Microsd Aux En Loi ,257,NA,10,999,18 cuotas,14.28,NA,Envío a todo el país,NA,NA,3,1,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462660839-parlante-portatil-bluetooth-3w-rms-usb-microsd-aux-en-loi-_JM,0,0,1,0,0,#462660839,NA,NA,NA,NA,NA,NA
41, Parlante Portatil 15´´ Bluetooth Microfono Con Luces Dimm ,109,NA,10,95,18 cuotas,209.82,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449928360-parlante-portatil-15-bluetooth-microfono-con-luces-dimm-_JM,NA,NA,NA,NA,NA,#449928360,NA,NA,NA,NA,NA,NA
