search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Peso,Materiais do interior
279, Capacete Moto Ls2 Ff399 Valiant Roboto Articulado Abre 180º ,2200,NA,7,7,12x,183.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/GENERAL+MOTOS-OFICIAL,https://produto.mercadolivre.com.br/MLB-1041477527-capacete-moto-ls2-ff399-valiant-roboto-articulado-abre-180-_JM,1,0,0,0,0,#1041477527,Não se aplica - Não se aplica,"54,56,58,60,62,64",LS2,FF399,Articulado/Escamoteável,Modular,Duplo,KPA,Adultos,Unissex,NA,Forração removível / Espuma respirável / Corte a laser
280, Capacete Original Helt Cross Vision Zig Vermelho/preto Moto ,305,NA,43,21,12x,25.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,410,https://perfil.mercadolivre.com.br/MOTOARTPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1157624218-capacete-original-helt-cross-vision-zig-vermelhopreto-moto-_JM?searchVariation=36193955927,361,45,1,2,1,#1157624218,Preto - Vermelho,"56,58,60,62",Helt,Motocros. Off-Road,Zig,Cross,Simple,ABS,Adultos,Unissex,1650 g,Poliestireno
281, Capacete Moto Pro Tork Robocop Articulado Masculino Cores ,184,NA,23,2729,12x,15.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,548,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1182546823-capacete-moto-pro-tork-robocop-articulado-masculino-cores-_JM?searchVariation=33240828267,376,109,41,6,16,#1182546823,"Vermelho,Amarelo,Azul,Cinza,Laranja,Rosa,Verde,Vermelho","58,60,62",Pro Tork,NA,V-Pro Jet 2,Integral,NA,NA,NA,NA,NA,NA
282, Capacete Moto Pro Tork New Atomic Highway Dreams + Brinde ,229,NA,39,1466,12x,19.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,227,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-905743097-capacete-moto-pro-tork-new-atomic-highway-dreams-brinde-_JM?searchVariation=27164891795,176,42,7,2,0,#905743097,"Azul-fosco,Laranja fosco,Marrom fosco,Preto-fosco,Rosa Fosco,Verde fosco","56,58,60",Pro Tork,"Adulto, Unissex",New Atomic,Aberto,NA,INJETADO EM ABS DE ALTO IMPACTO,NA,NA,NA,NA
283, Capacete Moto Ebf Articulado Masculino Rocop Varias Cores ,169,NA,115,38,12x,14.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,3,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1013336207-capacete-moto-ebf-articulado-masculino-rocop-varias-cores-_JM,2,0,1,0,0,#1013336207,"Branco / 58,Branco / 61,PRETO BRILHO / 56,PRETO BRILHO / 58,PRETO BRILHO / 60,PRETO BRILHO / 61,PRETO FOSCO / 56,PRETO FOSCO / 58,PRETO FOSCO / 60,PRETO FOSCO / 61",NA,EBF,E08,E08 articulado,Escamoteável,Simple,ABS,Adultos,Unissex,NA,NA
284, Capacete Moto Infantil Criança Pro Tork Liberty Raptor 54 ,142,NA,189,4930,12x,11.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,128,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-752863825-capacete-moto-infantil-crianca-pro-tork-liberty-raptor-54-_JM?searchVariation=21230894756,99,22,7,0,0,#752863825,Marrom,54,Pro Tork,Infantil,Liberty Raptor,Integral,NA,ABS,NA,NA,0.925 g,NA
285, Capacete Moto Tipo Robocop Articulado Pro Tork V-pro Jet 2 ,199,NA,236,1949,12x,16.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,548,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1043268520-capacete-moto-tipo-robocop-articulado-pro-tork-v-pro-jet-2-_JM?searchVariation=30578762673,376,109,41,6,16,#1043268520,"Cinza-escuro - Não se aplica,Amarelo - Não se aplica,Azul - Não se aplica,Cinza-escuro - Não se aplica,Laranja - Não se aplica,Rosa - Não se aplica,Verde - Não se aplica,Vermelho - Não se aplica","58,60,62",Pro Tork,Unissex Escamoteavel,V-pro jet 2,Integral,NA,ABS,NA,NA,NA,NA
286, Capacete Sport Moto 788 Automatico Verde Modelo San Marino ,69,NA,152,18,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,791,https://perfil.mercadolivre.com.br/JP+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-838458856-capacete-sport-moto-788-automatico-verde-modelo-san-marino-_JM?searchVariation=24919504984,476,186,89,21,19,#838458856,Branco,"56,58,60",Pro Tork,Sport Moto,Sport Moto 788,Integral,NA,ABS,NA,NA,NA,NA
287, Capacete Helt Cross Vision Zig Preto/vermelho Original Moto ,305,NA,18,21,12x,25.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,410,https://perfil.mercadolivre.com.br/ATACADO+MFE,https://produto.mercadolivre.com.br/MLB-1157625435-capacete-helt-cross-vision-zig-pretovermelho-original-moto-_JM?searchVariation=36193932895,361,45,1,2,1,#1157625435,Preto - Vermelho,"56,58,60,62",Helt,Motocros. Off-Road,Zig,Cross,Simple,ABS,Adultos,Unissex,1650 g,Poliestireno
288, Capacete Moto Feminino Pro Tork 788 G6 Preto Fosco Rosa. ,137,NA,34,192,12x,11.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LUMASHOPMIX,https://produto.mercadolivre.com.br/MLB-1200743927-capacete-moto-feminino-pro-tork-788-g6-preto-fosco-rosa-_JM?searchVariation=34493115678,1,0,0,0,0,#1200743927,"Preto/Laranja,Amarelo Racing,Cinza Pro Neon,Eagle Amarelo,Eagle Azul,Factory Edition Laranja,Factory Edition Rosa,Limitd Edition Vermelho,Limited Edition Azul,Preto/Laranja,Rosa Pro neon,Rosa Racing,Vermelho Pro neon","58,60",Pro Tork,NA,EVOLUTION G6,Integral,Simple,NA,Adultos,Unissex,NA,NA
289, Kit 2 Capacetes Moto Aberto Protork New Liberty Three 3 City ,169,NA,15,4,12x,14.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1548,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1157058359-kit-2-capacetes-moto-aberto-protork-new-liberty-three-3-city-_JM?searchVariation=31301226555,1142,274,100,14,18,#1157058359,"PRETO E BRANCO,Preto","56,58,60",Pro Tork,CAPACETE,New Liberty 3,Aberto,NA,NA,NA,NA,NA,NA
290, Capacete Moto Peels Mirage Techride Chumbo Fosco Aviador ,284,NA,22,15,12x,27.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,259,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-1142363697-capacete-moto-peels-mirage-techride-chumbo-fosco-aviador-_JM?searchVariation=30376527566,179,44,25,7,4,#1142363697,Preto Chumbo Fosco - Preto,"56,58,60,61",Peels,Mirage,Mirage Techride,Aberto,Com lentes internos,ABS,Adultos,NA,NA,NA
291, Capacete De Moto Aberto Liberty Compact Pro Tork ,64,NA,38,1798,12x,5.41,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,105,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-970118371-capacete-de-moto-aberto-liberty-compact-pro-tork-_JM?searchVariation=25439485130,59,27,12,2,5,#970118371,"Prata,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58",Pro Tork,Compact,Compact,Aberto,NA,ABS,NA,NA,NA,NA
292, Capacete Mixs Masculino Fosco Vermelho Gtx Moto Motociclista ,184,NA,137,4,12x,15.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,10,https://perfil.mercadolivre.com.br/NOVAESMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-929919859-capacete-mixs-masculino-fosco-vermelho-gtx-moto-motociclista-_JM?searchVariation=24609266196,9,1,0,0,0,#929919859,Vermelho,56,Mixs,Fokker,Fokker,Integral,NA,ABS,NA,NA,NA,NA
293, Capacete Moto Pro Tork Evolution Brasil G6 Novo + Viseira * ,197,NA,20,6,12x,16.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PLUS+FERRAMENTAS,https://produto.mercadolivre.com.br/MLB-1189260410-capacete-moto-pro-tork-evolution-brasil-g6-novo-viseira--_JM?searchVariation=33730915472,NA,NA,NA,NA,NA,#1189260410,Brasil,"56,60",Pro Tork,NA,Evolution Brasil,Integral,Simple,Policarbonato,Adultos,Unissex,NA,Poliestireno
294, Capacete De Moto Infantil Pro Tork Liberty Four Girls Rosa ,69,NA,233,860,12x,5.75,NA,Envio para todo o país,NA,NA,4.6,451,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-778973024-capacete-de-moto-infantil-pro-tork-liberty-four-girls-rosa-_JM?searchVariation=19775736133,333,77,31,6,4,#778973024,Rosa,54,Pro Tork,Capacetes,Liberty 4 Kids Feminino,Integral,NA,ABS,NA,NA,NA,NA
295, Capacete De Moto Fokker Paint Adesivo Várias Cores Mixs ,139,NA,41,7,12x,13.37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1049637275-capacete-de-moto-fokker-paint-adesivo-varias-cores-mixs-_JM?searchVariation=24684123896,2,1,0,0,0,#1049637275,"Butterfly,Butterfly,Jokker,Paint Prata,Paint RPM,Paint Vermelho,Preto-brilhante,Preto-fosco,Selecione a cor desejada, entre as opções disponíveis.","56,58,60,62,Selecione o tamanho desejado, entre as opções disponíveis.",Mixs,Capacete,Mixs Fokker,Integral,Simple,Capacete com casco feito em ABS de alto impacto,Adultos,Unissex,NA,NA
296, Capacete Moto Feminino Infantil Liberty 4 Viseira Fumê Rosa ,57,NA,46,564,12x,5.45,NA,Envio para todo o país,NA,NA,4.6,1019,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114708402-capacete-moto-feminino-infantil-liberty-4-viseira-fum-rosa-_JM?searchVariation=28438970204,739,189,62,11,18,#1114708402,Rosa,54,Pro Tork,Liberty,Liberty 4 For Girls,Integral,NA,NA,NA,NA,NA,NA
297, Capacete Moto Fechado Pro Tork 788 G6 Speed + Viseira Fumê ,179,NA,32,2121,12x,14.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1094597516-capacete-moto-fechado-pro-tork-788-g6-speed-viseira-fum-_JM?searchVariation=27059086878,1,1,0,0,0,#1094597516,Amarelo,"56,58,60",Pro Tork,UniSsex,788 G6 SPEED,Integral,NA,NA,NA,NA,NA,NA
298, Capacete Moto Robocop Articulado V Pro Jet 3 Azul + Touca ,179,NA,90,195,12x,14.94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1657,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1092150045-capacete-moto-robocop-articulado-v-pro-jet-3-azul-touca-_JM?searchVariation=26926461003,1191,323,92,23,28,#1092150045,Vermelho,"58,60",Pro Tork,V-pro Jet 3,V PRO,Escamoteável,Simple,ABS,Adultos,Unissex,NA,NA
299, Capacete Protork Feminino Moto Fechado Evolution G 788 Femme ,154,NA,283,1256,12x,12.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,444,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-962250817-capacete-protork-feminino-moto-fechado-evolution-g-788-femme-_JM?searchVariation=19616166456,338,78,20,7,1,#962250817,Rosa,"56,58,60",Pro Tork,Evolution G4,Femme,Integral,Simple,INJETADO EM ABS,Adultos,Unissex,NA,Poliestireno
300, Capacete Moto Feminino Pro Tork New Liberty 4 Promoção Preto ,60,NA,29,159,12x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1019,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1207452115-capacete-moto-feminino-pro-tork-new-liberty-4-promoco-preto-_JM?searchVariation=35005558819,739,189,62,11,18,#1207452115,"Preto-brilhante,Azul,Branco,Prata,Preto-brilhante,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,NA,New Liberty 4,Integral,NA,ABS,NA,NA,NA,NA
301, Capacete Moto Ebf E8 Robocop Escamoteável Articulado Preto ,174,NA,207,15076,12x,14.58,NA,Frete grátis,NA,NA,4.4,219,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-812496722-capacete-moto-ebf-e8-robocop-escamoteavel-articulado-preto-_JM,144,45,16,6,8,#812496722,Negro Brillante,"58,60,61",EBF,E8,E08,Integral,NA,ABS de Alto Impacto,NA,NA,NA,NA
302, Capacete Moto Texx Gladiator Escamoteavel Robocop Articulado ,560,NA,28,40,12x,53.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,34,https://perfil.mercadolivre.com.br/TUNINGPARTS+OFICIAL?brandId=212,https://produto.mercadolivre.com.br/MLB-1147270249-capacete-moto-texx-gladiator-escamoteavel-robocop-articulado-_JM?searchVariation=40494382543,22,8,3,0,1,#1147270249,"Branco,Preto-brilhante,Preto-fosco","58,60,61",TEXX,NA,Gladiator,Modular,NA,NA,NA,NA,NA,NA
303, Capacete Moto Axxis By Mt Eagle Preto Brilhante ,399,NA,14,108,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1172994083-capacete-moto-axxis-by-mt-eagle-preto-brilhante-_JM?searchVariation=32499732752,0,1,0,0,0,#1172994083,Preto,"56,58,60,62",Axxis,NA,Eage,Integral,Simple,ABS,Adultos,Unissex,NA,NA
304, Capacete Automatico Motoboy Barato Com Nota Fiscal ,56,NA,57,243,12x,5.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1543,https://perfil.mercadolivre.com.br/HELMET+WORLD,https://produto.mercadolivre.com.br/MLB-1040509892-capacete-automatico-motoboy-barato-com-nota-fiscal-_JM?searchVariation=24261741739,958,332,148,56,49,#1040509892,Preto,"56,58,60",Pro Tork,Sport Moto,Sport Moto,Integral,NA,ABS,NA,NA,NA,NA
305, Capacete Moto Pro Tork Modelo R8 + Viseira Dourada +#touca ,119,NA,16,288,12x,10.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1113155160-capacete-moto-pro-tork-modelo-r8-viseira-dourada-touca-_JM?searchVariation=28344518622,NA,NA,NA,NA,NA,#1113155160,"Vermelho,Amarelo,Azul-claro,Azul-escuro,Laranja,Preto,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,1200 g,NA
306," Capacete Masculino Preto/branco Nº 58,60 Pro Tork Promoção ",60,NA,32,468,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1543,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1137534216-capacete-masculino-pretobranco-n-5860-pro-tork-promoco-_JM?searchVariation=30093822875,958,332,148,56,49,#1137534216,Preto/Branco,"58,60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307, Capacete Sm Moto Automatico Marino Pro Tork Motoboy ,60,NA,17,292,12x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1543,https://perfil.mercadolivre.com.br/LUMASHOPMIX,https://produto.mercadolivre.com.br/MLB-1200641175-capacete-sm-moto-automatico-marino-pro-tork-motoboy-_JM?searchVariation=34486095023,958,332,148,56,49,#1200641175,"Preto-brilhante,Amarelo,Azul,Branco,Preto-brilhante,Preto-fosco,Preto/Branco,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,Adultos,Unissex,NA,NA
308, Capacete Moto X11 Impulse Complex Cores Frete Gratis ,299,NA,14,5,12x,24.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IFORCE57LV8,https://produto.mercadolivre.com.br/MLB-1201343528-capacete-moto-x11-impulse-complex-cores-frete-gratis-_JM?searchVariation=34531681201,NA,NA,NA,NA,NA,#1201343528,Branco,"56,58",X11,NA,Wing Impulse Complex,Cross,NA,NA,Adultos,NA,NA,NA
309, Capacete Moto Infantil Criança Pro Tork Liberty Raptor 54 ,139,NA,22,68,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1019,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1170264989-capacete-moto-infantil-crianca-pro-tork-liberty-raptor-54-_JM?searchVariation=32266760482,739,189,62,11,18,#1170264989,Marrom,54,Pro Tork,Infantil,Liberty Raptor,Integral,NA,NA,NA,NA,0.925 g,NA
310, Capacete Moto Masculino Feminino Pro Tork 788 G6 Fosco ,139,NA,17,1883,12x,11.62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1212234706-capacete-moto-masculino-feminino-pro-tork-788-g6-fosco-_JM?searchVariation=35363795125,NA,NA,NA,NA,NA,#1212234706,"Preto/Azul,AMARELO EAGLE,AMARELO RACING,CINZA COM LARANJA,PRO NEON CINZA,PRO NEON ROSA,PRO NEON VERMELHO,Preto/Azul,Preto/Vermelho,RACING LARANJA,RACING ROSA,ROSA COM CINZA,azul eagle","58,60",Pro Tork,NA,Evolution G6,Integral,Simple,Policarbonato,Adultos,Unissex,NA,Poliestireno
311, Capacete De Moto Viseira Cromada Fechado Barato R8 Pro Tork ,129,NA,161,159,12x,10.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,5,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1111260845-capacete-de-moto-viseira-cromada-fechado-barato-r8-pro-tork-_JM?searchVariation=28235294215,3,1,0,1,0,#1111260845,Vermelho,"56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,Adultos,Unissex,NA,EPS
312, Capacete Feminino Ebf Moto New Spark Flash Preto Rosa ,112,NA,180,21,12x,9.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,43,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-972225416-capacete-feminino-ebf-moto-new-spark-flash-preto-rosa-_JM?searchVariation=39535464207,33,8,2,0,0,#972225416,"Preto/Cinza,Preto/Fúcsia,Preto/Verde,Preto/Vermelho","56,58,60,61",EBF Capacetes,NEW SPARK,New Spark Flash,Integral,Simple,ABS,Adultos,Unissex,NA,NA
313, Capacete Moto Fechado Tork Evolution G6 Pro Serie 788 Barato ,149,NA,62,1482,12x,14.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,76,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147318019-capacete-moto-fechado-tork-evolution-g6-pro-serie-788-barato-_JM?searchVariation=30662019804,55,14,6,0,1,#1147318019,"Vermelho,Amarelo,Azul,Cinza-claro,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Evolution,G6 Pro Series,Integral,NA,NA,NA,NA,NA,NA
314, Capacete Motociclista Helt New Race Dazzi Amarelo/verde Moto ,298,NA,69,13,12x,24.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,461,https://perfil.mercadolivre.com.br/MOTOARTPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1099656648-capacete-motociclista-helt-new-race-dazzi-amareloverde-moto-_JM?searchVariation=36190597556,366,65,26,3,1,#1099656648,Preto - Verde,"56,58,60,62",Helt,Street,Dazzi,Fechado,NA,NA,NA,NA,NA,NA
315, Capacete De Moto Masculino New Four Preto Fosco Promoção ,59,NA,262,145,12x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1560,https://perfil.mercadolivre.com.br/DM+ATACADISTA,https://produto.mercadolivre.com.br/MLB-1099911944-capacete-de-moto-masculino-new-four-preto-fosco-promoco-_JM?searchVariation=27375995154,1033,334,141,30,22,#1099911944,Negro Brillante,"56,58,60",Pro Tork,New Liberty,Liberty Four,Integral,Simple,fibra,Adultos,Unissex,NA,tecido em poliester
316, Capacete Original Helt Cross Vision Grafite Vermelho/branco ,305,NA,37,13,12x,25.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,410,https://perfil.mercadolivre.com.br/MOTOARTPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1154874228-capacete-original-helt-cross-vision-grafite-vermelhobranco-_JM?searchVariation=36187217129,361,45,1,2,1,#1154874228,Vermelho,"58,60,62",Helt,Moto Cross. Off Road,630 Helt Coss Vison Grafite,Cross,Simple,ABS,Adultos,Unissex,1650 g,Poliestireno
317, Capacete Sm Automático Menina Feminino For Girls Pro Tork ,107,NA,924,2177,12x,10.31,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1543,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-695946089-capacete-sm-automatico-menina-feminino-for-girls-pro-tork-_JM?searchVariation=15719779145,958,332,148,56,49,#695946089,Preto,"56,58,60",Pro Tork,Unissex,Sport Moto,Integral,NA,ABS,NA,NA,1.04 g,NA
318, Capacete Moto Feminino Taurus San Marino Femme Fechado ,139,NA,26,8,12x,11.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,13,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1183100551-capacete-moto-feminino-taurus-san-marino-femme-fechado-_JM?searchVariation=33284477430,11,1,0,0,1,#1183100551,"Branco,Preto,Rosa","Preto / 58,Branco / 56,Branco / 58,Branco / 60,Preto / 56,Preto / 58,Preto / 60,Rosa / 56,Rosa / 58,Rosa / 60,56,58,60",Taurus,NA,Femme,Integral,Simple,ABS,Adultos,Feminino,NA,NA
319, Capacete Sport Moto 788 Automatico Vermelho Mod. San Marino ,69,NA,485,44,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1543,https://perfil.mercadolivre.com.br/JP+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-838452649-capacete-sport-moto-788-automatico-vermelho-mod-san-marino-_JM?searchVariation=25111890211,958,332,148,56,49,#838452649,Amarelo,"56,58,60,ABS",Pro Tork,788,Sport Moto 788,Integral,NA,NA,NA,NA,1.04 g,NA
