country,seller_name,link,time_operating,units_of_time_operating,amt_sold,leader_status,top_descriptor1,top_descriptor2,num_reviews,num_neg_reviews,num_neutral_reviews,num_pos_reviews,location,timeframe_of_amt_sold,units_timeframe_of_amt_sold
ARG,Thonet & Vander Tienda oficial,https://perfil.mercadolibre.com.ar/THONETANDVANDER?brandId=370,4,1,2071,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,620,7,5,608,"Palermo, Capital Federal.",4,2
ARG,Gadnic Tienda oficial,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,15,1,22206,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,6082,82,103,5897,"San Nicolás, Microcentro, Capital Federal.",4,2
ARG,ALCLICK ML,https://perfil.mercadolibre.com.ar/ALCLICK+ML,6,1,14205,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,3195,13,34,3148,"Ciudad Autonoma Buenos Aires, Capital Federal.",4,2
ARG,JAZAKSHOP.COM,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,2,1,5292,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,1185,0,9,1176,"Chacarita, Capital Federal.",4,2
ARG,ELECTROWORLDGROUPARGENTINA,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,1,1,3202,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,747,3,9,735,"Parque Chas, Capital Federal.",4,2
ARG,DIGITAL APPS,https://perfil.mercadolibre.com.ar/DIGITAL+APPS,3,1,6803,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,1892,33,48,1811,"Caballito, Capital Federal.",4,2
ARG,MONA-FELISA OPORTUNIDADESVIP,https://perfil.mercadolibre.com.ar/MONA-FELISA+OPORTUNIDADESVIP,4,1,10330,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,3102,77,124,2901,"Balvanera, Capital Federal.",4,2
ARG,AJAXGOLD,https://perfil.mercadolibre.com.ar/AJAXGOLD,14,1,18185,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,3567,61,89,3417,"Villa Crespo, Capital Federal.",4,2
ARG,PHOTOSTORE,https://perfil.mercadolibre.com.ar/PHOTOSTORE,18,1,18028,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,5063,116,140,4807,"Capital Federal, Capital Federal.",4,2
ARG,REAL-COLOR,https://perfil.mercadolibre.com.ar/REAL-COLOR,19,1,18406,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,6491,229,279,5983,"Versailles, Velez Sarsfield, L, Capital Federal.",4,2
