search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Peso,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Voltaje,Ancho,Altura,Conectores de entrada,Formato del parlante,Profundidad
99, Parlante Bluetooth Karaoke Master G Pro Tower ,129.99,159.990,17,2,6,21.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472465221-parlante-bluetooth-karaoke-master-g-pro-tower-_JM,1,0,0,0,0,#472465221,Master-G,NA,15 kg,PROTOWER,140 W,Activo/Pasivo,220V,265 mm,905 mm,Auxiliar,Columna,240 mm
100, Parlante Activo Novik Evo 300a - Usb 15 ,114.9,NA,1,1,12,9.575,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIAL+ELECTROACUSTIC,https://articulo.mercadolibre.cl/MLC-489829841-parlante-activo-novik-evo-300a-usb-15-_JM,NA,NA,NA,NA,NA,#489829841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101, Bose Soundbar 500 ,479.99,NA,3,1,6,79.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-473710605-bose-soundbar-500-_JM,NA,NA,NA,NA,NA,#473710605,Bose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102, Parlantes Bluetooth Fiddler True Wireless Stereo Tws 4'' ,19.99,29.990,16,85,6,3.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-476372073-parlantes-bluetooth-fiddler-true-wireless-stereo-tws-4-_JM,1,0,0,0,0,#476372073,Fiddler,NA,NA,FD-PTWS24,NA,NA,NA,NA,NA,Auxiliar,NA,NA
103, Transmisor De Señal Bluetooth Para Tv-audifonos/parlantes ,7.49,NA,18,4,12,624,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MARCOSBIZAMA,https://articulo.mercadolibre.cl/MLC-476450217-transmisor-de-senal-bluetooth-para-tv-audifonosparlantes-_JM,NA,NA,NA,NA,NA,#476450217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104, Mini Parlante Cubo Recargable Reproductor Mp3 / Ekipofertas ,3.99,NA,14,2,6,665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-464336271-mini-parlante-cubo-recargable-reproductor-mp3-ekipofertas-_JM,NA,NA,NA,NA,NA,#464336271,Bose,NA,NA,NA,NA,NA,NA,NA,NA,Plug,NA,NA
105, Parlante Bluetooth Marshall Stanmore 2 Negro - Marshall ,299.99,349.990,2,4,6,49.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=466,https://articulo.mercadolibre.cl/MLC-478447474-parlante-bluetooth-marshall-stanmore-2-negro-marshall-_JM,NA,NA,NA,NA,NA,#478447474,Marshall,NA,10.25 lb,Stanmore 2,NA,NA,NA,NA,NA,NA,NA,NA
106, Pak 5 Parlante Bluetooth Ducha Manos Libres Impermeable ,19.99,NA,9,3,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIAMISTORE2014,https://articulo.mercadolibre.cl/MLC-436672266-pak-5-parlante-bluetooth-ducha-manos-libres-impermeable-_JM,NA,NA,NA,NA,NA,#436672266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107, Parlante Bluetooth Jbl Charge 4 Rojo Sumergible ,129.99,189.990,4,6,6,21.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-475672266-parlante-bluetooth-jbl-charge-4-rojo-sumergible-_JM,NA,NA,NA,NA,NA,#475672266,JBL,NA,NA,Charge 4,30 W,Activo,NA,NA,NA,NA,Caja,NA
108, Parlante Bluetooth Zukabass4 Mlab Watermelon / Mundo Electro ,13.99,NA,8,5,12,1.166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-482475213-parlante-bluetooth-zukabass4-mlab-watermelon-mundo-electro-_JM,NA,NA,NA,NA,NA,#482475213,Microlab,NA,NA,Zukabass 4 Watermelon,20 W,NA,220V,NA,NA,Auxiliar,NA,NA
109, Parlante Portatil Flama Led 3d Bluetooth Subwoof Fuego ,17.99,NA,2,98,12,1.499,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HDFACTORY,https://articulo.mercadolibre.cl/MLC-462277926-parlante-portatil-flama-led-3d-bluetooth-subwoof-fuego-_JM,NA,NA,NA,NA,NA,#462277926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110, Funda Parlante Eon615 Acolchada Fab Chile (envio Gratis) Jbl ,37.99,NA,7,181,12,3.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EMMETT+LIMITADA,https://articulo.mercadolibre.cl/MLC-480743112-funda-parlante-eon615-acolchada-fab-chile-envio-gratis-jbl-_JM,NA,NA,NA,NA,NA,#480743112,JBL,EON600 Series,NA,EON615,500 W,Activo,NA,NA,NA,NA,Caja,NA
111, Parlante Bluetooth Microlab Desk Series / Mundo Electro ,11.99,NA,12,13,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-471698759-parlante-bluetooth-microlab-desk-series-mundo-electro-_JM,NA,NA,NA,NA,NA,#471698759,Microlab,NA,NA,Desk Series,4 W,NA,220V,4 cm,19 cm,NA,NA,NA
112, Lampara Luna Bluetooth Parlante 3d 15cms / Ekipofertas ,11.99,NA,54,4,12,999,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-473453801-lampara-luna-bluetooth-parlante-3d-15cms-ekipofertas-_JM,1,0,0,0,0,#473453801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113, Jbl Parlante Portátil Go 2 Bluetooth Gray + Garantía 1 Año ,27.99,34.990,10,13,6,4.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-475214934-jbl-parlante-portatil-go-2-bluetooth-gray-garantia-1-ano-_JM,NA,NA,NA,NA,NA,#475214934,JBL,NA,NA,GO 2,3 W,Activo,NA,NA,NA,NA,NA,NA
114, Parlante Bluetooth Microlab Portable Series / Mundo Electro ,7.99,NA,8,14,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-471698213-parlante-bluetooth-microlab-portable-series-mundo-electro-_JM,NA,NA,NA,NA,NA,#471698213,Microlab,NA,NA,Portable Series,3 W,NA,220V,4 cm,11 cm,NA,NA,NA
115, Parlante Axxis As330t Solo One Bluetooth Nuevo Envío Gratis ,58.9,NA,1,1,6,9.817,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESPACIOMUSICAL-HF,https://articulo.mercadolibre.cl/MLC-492396233-parlante-axxis-as330t-solo-one-bluetooth-nuevo-envio-gratis-_JM,NA,NA,NA,NA,NA,#492396233,Axxis,NA,NA,As330t Solo One,NA,NA,NA,NA,NA,NA,NA,NA
116, Jbl Flip 4 Blanco Parlante Portátil Bluetooth Inalámbrico ,69.99,79.990,5,2,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-471126104-jbl-flip-4-blanco-parlante-portatil-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#471126104,JBL,Flip Series,515 g,Flip 4,16 W,Activo,NA,NA,NA,NA,NA,NA
117, Parlante Portátil Karaoke Bluetooth Master G + Power Bank ,39.99,NA,34,4,6,6.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-475162500-parlante-portatil-karaoke-bluetooth-master-g-power-bank-_JM,1,0,0,0,0,#475162500,Master-G,NA,3 kg,SPB8B,20 W,Activo,220V,260 mm,385 mm,NA,Caja,210 mm
118, Parlante Jbl Charge4 Negro Paga 12 Cuotas Envios Todo Chile ,134.99,NA,7,4,12,11.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIJAYBHOJ,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=e5TiGc7irGRmwk%2BNzMAO4yEapzt%2F9yJ3hqIRRapeh61eD9xVrRDcNCemMOOXdjYrumS%2Fmn6df%2BEibvWuAD%2FgljdfbM7pFaKda1joBm3iNNIJEHlrT%2BsYNDUMAR%2FYP4BDxdLpxiEIpXncT7WYej7pgTAksnbrFx%2BESoac0qVl3If%2FcgbX7RklYI8clXJR%2Ff%2F29BT%2BbRaBusRo01GoDp%2BZwbR5pNViaLBj%2FUiqc4JFtI%2BS0YsAz4DwS0qzcpF11VIg3SxwVUKHZQinvikwHhc3bDJxv9pwlgXdB76WhKXp3Kep%2BC0R2%2BwuxAIlOglKWFzmV4V1oux3e4ZyYO%2FYMTVUZMMJj%2BK%2Flnw2r2n1TMg8wK1ti4PN6pL6f8VdLk%2B1cvCsMFYZHl86WUn7NjyLvG9c%2B7ksxVCNsRtgUcXjNvrvovQ2hNEkp9ozgpk22BNWPBxPfywXrIKxmeJqCWmKbyCAwP9g2onVwpb69Jsz%2BhkWzgcKSULRPQQwGIXwP%2FsNDeSgxay%2FQv%2BZswcgidOdm3dSI%2BmuSHN0SmQaxCkN1qAOZZeUEyMZPGBX3RI8gtrAEbMBgTwrGSsCvdvNKIOvW0p73CW0zVMqa37098RG1WRIQ5S%2FKvkwikyh%2FOugMlODkGiadARb18JVbjUj7n%2BQswAFKixePmW1xxFRcGkTCpPhnuFYkN9EL%2FxSpzqixHeKMEwzjH4WUxuwm8C8bLHSeGbbdh5IH6CugucjoVrnJilX4Ar0ElGCvdbu7nxGMMkIG0ub2HgjL1D1RYRnQDiNb7EUCy9vsjxWEpvRiJ7ME4FT77TKbmB57kjqVMGY4mQs1znb38SfQVZl9CB7h5Tq27zRHtyZs%2F2U0ey2dgrOOWKDdmuOt0oHFoEUJxfvX%2FM4qCeGfleFPzza0Couc%2FzIDPtcARVCbpCWKvBZ%2BeZLt%2FhedTNlb4cVQ3xBhmViEscqJZywMcN3RZ22921ygA0hJRd%2FWsRmSMcUPblYbkBjZgAUTO%2BZSdHdRaKWKQPJD4Z6g4pq8HQfKllf9QWIYuzUIzt1TZBFKehzddplaVasI2MyseGBxY8QpId8yWj3uIkOg9aQrgLXa0WTNTXC%2BVcROmN4yGxD0Z3DMwPmJ0YdeOjH8i8e6sXJcHrPHffjR4NOQQeX67BzrcOao1mvOhxXX8N1oWq22fAr%2FxI43L0tuBfJMfT%2FRoZekc5TupWrgkoK5vCWkzuiHstXsO8eyRkgLRPif0KeUyScAgbQ17%2FzkKOqqdf5IENRlFf%2Bb0C5qZ8mlQA%2Bu%2FoO7u4SUH9eoyQGdsF5ZBQPBVLcy4QHL4HZ9boAepLwaeP5MtLRkVlaY5guiNt0mog5X0rboYbq13a2J98n%2Fj7FSFPnCnGCgYfuY9KdhBJMScRdeANW%2B9Pr%2Fc%2BYlL0P%2FEcEYLtJ4OLdN1oS6c7d%2BPMfA95z1GKk%2BlmTpzJLuwjDSRyLFt0Y3e7MdLcf6Wf2PU%2FRJ071,NA,NA,NA,NA,NA,#488634022,JBL,NA,NA,Charge 4,30 W,Activo,NA,NA,NA,NA,NA,NA
119," Jbl Caja Acústica Activa Eon615, Con Bluetooth (precio Por ",299.69,NA,4,1,6,49.948,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASAMARILLA1920?brandId=434,https://articulo.mercadolibre.cl/MLC-485162006-jbl-caja-acustica-activa-eon615-con-bluetooth-precio-por-_JM,NA,NA,NA,NA,NA,#485162006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120, Parlante Portatil Jbl Pulse 3 Bluetooth Blanco + Garantia ,169.99,252.990,6,5,6,28.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-456029895-parlante-portatil-jbl-pulse-3-bluetooth-blanco-garantia-_JM,NA,NA,NA,NA,NA,#456029895,JBL,NA,NA,Pulse 3,NA,NA,NA,NA,NA,NA,Caja,NA
121, Parlante Bamboo Stereo 2.1 Fiddler 22w Bluetooth ,49.99,59.990,17,3,6,8.332,NA,Envío gratis a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-467367803-parlante-bamboo-stereo-21-fiddler-22w-bluetooth-_JM,2,1,0,0,0,#467367803,Fiddler,NA,NA,FD-WBT09,NA,NA,NA,NA,2 pulgadas,NA,NA,3 pulgadas
122, Parlantes Bluetooth Fiddler True Wireless Stereo Tws 4'' ,19.99,29.990,16,85,6,3.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=itC%2BNL87Wys%2F%2BT1QlbeXZvd4TLcvl0OKQWikX37o7TG%2BJ5eum8RQdzdV%2Fi9sOD1txxEavql11GxMQDBykxBmh7fRxodlhvL0RQAxrY2SOYGvuTELIg%2BzbmtOzL4pxaXS1smcawejoMjpa0i8TcKBtozzPW39iu4BHdbbpqBExAyyGbf9nfA5DUelIh4%2BYpUIzxGi%2F4TqajW8XnmRkeBvdYhJ64t9XbX8wIW5jNjRpzZCNbFjIn%2BjUrBpOvlzSSJJ%2F73K0M3%2BpZIVyvEv%2FQ0RjOb3bvCGjaJDi9hNYNp2GD2WezgNju67rP9Bd5ymI3S6pGjCPc6qWqE%2B7F4z7q6q2s6FZ%2BmV5zu8R21kXrGYE8U%2FYrBmKneNAA9cQ6%2BbUAzDYDMTzD4HaArKh6OXAbMAhz%2BZASAKxNPsMxFxxoDi643RxDXHOA24YF1HX7L6zV3LCrVyAQDAdPvbTMqwWX3L5v5sFkUFoTxVpQl0UJhzwlcy6%2BirzD%2B8CeH6WBIc5gd5FiNV8Ddt1TBtuj03ibU0FoGsbJ26XIDO8uD06PzOS542upT9QFVBPmVWp6EIz7Le5mSrQS5HNITixAIJCQAMLm5bMggaGfEwZL0Jtf8uONKUv7uQ94EuWhzPef%2FjnPlT3EsPwIqjxH8VaSuBqDnldAfDs%2BVFCFlJV2IxW6%2Fs0Mvbf5p%2BmmcnPLPJUOUB9W7ts9vtieuQZoe5qdRDVeHifuFt7B2iVWEz6dbnEatUVtV0Gh6acY8M3xGpToiPtG8CumregziLcPgSpk2AKKYqNE2f9MzSPCK75Ks59R9vKNSg6b7kWFTJj5pDKwuH0yAvMwMIAFn%2B%2FmmH1kaKOufcBLskcJpsErU3RSMKJZ8ryUE8gAGARBx1zWlEv012b9hhI59HO88hE0qbk4lLMBLEMKnJ4MH0EkIsVpJvbnNdYUNM4XOurj%2BdPT%2FJ4nwvD518AbvJ7ryjHA26KJpPrpu%2B72jfk5QNVYVkMUCY66rc%2Bv2vhxJ1si1n2wAlvu74Gm8QnxMn4D5jRFGs0myhkRjlX%2FVPrF%2Fy5vw9zET0yu8oaHRraLRYsmdytZp7ujj6VQulC1%2FUII8eDanW7wUjoPAd4YmmL5jh9FO80Q5hvtMWWGOLVqiyi47QgKC73ua31hayl3exAmSHd4AWoDLEBvlg2%2FS%2B3NW%2BFtjowT0yoD8qMFggeUIxpVBAbDxK8%2BnbcTXhjuzMRSxReB6XRbowdmQslI1zS6m4npQXvcpgXKVCLzMpypoUfAGbm6bIX%2BZIRBmQswG4gcobX3iVqix8t4SnjL82h4P82a%2BO13Awo2y9rNap2Q6pJKd1nvi5Id0hHpZ%2BI2wl3XfX%2B3nO0h4xaS5IXhaC7QnvLUs4nJbfVNyM0I%2Bz8UCIWmX3heXkXpDNjTFQYEEIJomWYCkfpGGLuLiadK4ecyext7zhgEHrEid4p25RGg%2F4RdbTpWzvanyR%2FK%2Fs5Q%3D%3D,1,0,0,0,0,#476372073,Fiddler,NA,NA,FD-PTWS24,NA,NA,NA,NA,NA,Auxiliar,NA,NA
123, Parlante Kanto Bluetooth Yu5 Matte Black ,199.99,NA,6,3,6,33.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/CHILEABREYA,https://articulo.mercadolibre.cl/MLC-453172899-parlante-kanto-bluetooth-yu5-matte-black-_JM,1,0,0,0,0,#453172899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124, Parlante 8 Bluetooth Master-g Karaoke Spb8b /3gmarket ,39.99,NA,18,3,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/3GMARKET,https://articulo.mercadolibre.cl/MLC-465446898-parlante-8-bluetooth-master-g-karaoke-spb8b-3gmarket-_JM,NA,NA,NA,NA,NA,#465446898,Master-G,NA,NA,SPB8B,60 W,NA,220V,NA,NA,Auxiliar,Caja,NA
125, Logitech Ue Boom 2 Parlante Bluetooth Negro - Techbox ,69.99,NA,12,3,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECHBOX_CHILE,https://articulo.mercadolibre.cl/MLC-459960330-logitech-ue-boom-2-parlante-bluetooth-negro-techbox-_JM,NA,NA,NA,NA,NA,#459960330,Logitech,NA,0.2 kg,NA,NA,NA,NA,12 cm,20 cm,NA,NA,12 cm
126, Parlante Karaoke Bluetooth Fiddler 50w Micrófono Inalámbrico ,79.99,99.900,22,1,6,13.332,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-461986067-parlante-karaoke-bluetooth-fiddler-50w-microfono-inalambrico-_JM,2,0,0,0,0,#461986067,Fiddler,NA,NA,FD-13805,NA,NA,NA,NA,NA,NA,NA,NA
127, Parlante Bt Sumergible Ue Wonderboom Multicolor Proglobal ,39.99,NA,11,5,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-475046698-parlante-bt-sumergible-ue-wonderboom-multicolor-proglobal-_JM,NA,NA,NA,NA,NA,#475046698,Ultimate Ears,NA,0.425 kg,WONDERBOOM,NA,Activo,NA,9.35 cm,10.2 cm,USB,NA,9.35 cm
128, Sistema De Sonido Para Tv Bose Solo 5 ( De Regalo Soporte ) ,239.99,NA,4,3,6,39.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472272756-sistema-de-sonido-para-tv-bose-solo-5-de-regalo-soporte--_JM,NA,NA,NA,NA,NA,#472272756,Bose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129, Parlante Mini Bluetooth Portatil Baño Ducha Resistente Agua ,7.5,8.800,31,6,6,1.250,NA,Envío a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-435975745-parlante-mini-bluetooth-portatil-bano-ducha-resistente-agua-_JM,0,0,1,0,0,#435975745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130, Amplificador 80w Karaoke Bt Fm Line In Mp3 Sd Fujitel ,33.2,36.990,6,77,6,5.533,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-485443619-amplificador-80w-karaoke-bt-fm-line-in-mp3-sd-fujitel-_JM,NA,NA,NA,NA,NA,#485443619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131, Parlante Jbl Xtreme 2 Bluetooth - Verde + 1 Año Garantia ,259.99,310.990,2,2,6,43.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-476371410-parlante-jbl-xtreme-2-bluetooth-verde-1-ano-garantia-_JM,NA,NA,NA,NA,NA,#476371410,JBL,NA,NA,Xtreme,40 W,Pasivo,NA,NA,NA,NA,NA,NA
132, Jbl Charge 4 Parlante Portátil Bluetooth Azul Océano ,119.99,149.990,5,6,6,19.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-476261257-jbl-charge-4-parlante-portatil-bluetooth-azul-oceano-_JM,NA,NA,NA,NA,NA,#476261257,JBL,NA,0.96 kg,Charge 4 Azul Océano,30 W,Activo,NA,NA,NA,NA,NA,NA
133, Parlante Mini Bluetooth Portatil Baño Ducha Resistente Agua ,4.98,NA,2,33,6,830,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HDFACTORY,https://articulo.mercadolibre.cl/MLC-489698904-parlante-mini-bluetooth-portatil-bano-ducha-resistente-agua-_JM,NA,NA,NA,NA,NA,#489698904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134, Parlante Bluetooth Aptoyu Potentes Bajos 10w Rms 3600 Mah ,22.99,35.990,33,42,6,3.832,NA,Envío gratis a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.cl/CAMERA+STORE,https://articulo.mercadolibre.cl/MLC-445354685-parlante-bluetooth-aptoyu-potentes-bajos-10w-rms-3600-mah-_JM,2,1,0,0,0,#445354685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135, Parlante Portatil Jbl Go Bluetooth Garantia Envio Gratis ,23.99,NA,6,2,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EVOLTAPC,https://articulo.mercadolibre.cl/MLC-451876171-parlante-portatil-jbl-go-bluetooth-garantia-envio-gratis-_JM,NA,NA,NA,NA,NA,#451876171,JBL,NA,NA,GO,3 W,Pasivo,NA,NA,NA,NA,NA,NA
136, Parlante Bluetooth Buldog Fm Radio Micro Sd Negro O Rojo ,18.99,NA,15,22,6,3.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GAMETOTALIMPACT,https://articulo.mercadolibre.cl/MLC-470055754-parlante-bluetooth-buldog-fm-radio-micro-sd-negro-o-rojo-_JM,NA,NA,NA,NA,NA,#470055754,NA,NA,NA,NA,NA,NA,NA,20 cm,21 cm,NA,NA,12 cm
137, Pet Acústica Pet Tunes Altavoz Bluetooth Precargado Con Músi ,94.99,NA,1,2,12,7.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470919605-pet-acustica-pet-tunes-altavoz-bluetooth-precargado-con-musi-_JM,NA,NA,NA,NA,NA,#470919605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138, Parlante Bluetooth Soundcore Mini 2 By Anker ,29.99,NA,88,20,6,4.998,NA,Envío gratis a todo el país,NA,NA,5,6,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-464446199-parlante-bluetooth-soundcore-mini-2-by-anker-_JM,6,0,0,0,0,#464446199,Anker,SoundCore,215 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
139, Parlante Bamboo Stereo 2.1 Fiddler 22w Bluetooth ,49.99,59.990,17,3,6,8.332,NA,Envío gratis a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=1Ri5NfsiKkIAfXRvGYDK7x6ESPdJPg2hrITOuXLKu544E29xo2iHkyQzYfnc9FYx9cYlx0f2qNdfqQRedMXRYdEmcS1ykxd73sgHX15NLzETYW70NveJ5Puz99V7cH68gC8GbarBxy%2B5WHXU3GgWHEPQ0DvFyQG672loopVRX7DYU4%2Fju3fJ2idlKlenH9O31YXntKmGTr7WacTZz674KO331h%2B%2B8Vz47hNW4yhvSV6hppH%2BnxMfPjt6oq8uplaI%2BfvwfXCUC8BTHfqEfb9I9L91Crr6xe4e0zLfpRHJDv3SrqmO%2BDTvB8g2eetYQ38Ph8aYIUfvt7gp4udljsiSskiLXhO7adR0ExFIORxteTS4g03D3Df%2BN9xFmduNxXAFYmvI3xmu16JmpSFDJ0tZ8DIPT7uMSQr2HdmFSW%2FYJVkjrGJjjUYU7E5EGC5kEA2Kw00y%2FFdB0HAXaI3OzB4p9h7WJa7pfP9N6M2lmgbgJHofklAjrU7bQCALQOz2EZji67ggQnB8EguwWEOUBSOO72Js8q74gugNbfZqsaOeb6c7jfrwDlKNZZIpwO5jnoTv7P%2BwO9tWKPvOoMDnHRtVPT0PqSK4dep5jDAguEFUjI%2FMIt%2FR7IcuXOWjY1kUFZiWGtMjQhBQ%2FlEGo0bT%2BurO%2FYeXts5ZeI1cdhFU2aCjHgDIksn1OqB0ujj364224%2Bv2hBZxEmaIs3VHLfZ6WSL%2FEVXfjXW3genpKbZSaEkL5DnNZoppcuhhszcDoOXFlQzraTtvAhlpXIH5PguqvA8nr%2B%2BYw1op5nRIEG2L8J9i3MegBtUKgw5%2FzgBptrOafJT1MiFTBQECWyLTgqNYr76dNyYg0EAw1P%2F2AYDizcFZWLWUBdkG4X595RZKVlrHIg%2BWuS3553mxIX6gK3hCmMjZeoiyp8IWgs1OHKMn%2BFeT0y9KuaIGVXWcw2gHDVaDBZwfUWBFAVQljZuVvUYVJlZJeA8pYZBl8IRZOxa%2BeVG%2Fkcl1i7U0X31TgR7d7%2BvWJe8Azt5ur8psz2YQ8AZEqMwWHE6%2BjxYJ4lHT7B08U7N0oHlwHCjW6SELFiqM6AwWo%2BvJCJT1LCaPtMdHOQxFhh52ReV8JqTErfGeRq4P%2FqLM1m1RlJfl6GXoaS2yTfJCdHgYgHWwAU%2FJK4DbOvHmIijAb0sbgYB3%2BgRaNF66N3QrQYdaQBkyUZg%2F9lYSG%2FvT2X96Ntz8m6hzSDAMh7m5E1tG3KNiYhI99zYX7mbaBEvNBxDlFPBQs3Qqxl57PZSF530X4o75p96s06pUNPzomVg%2BJpJBKyrXdDPiquIgN3Ndnrx9HRh3%2BcopkHULCwmeDgqarG2zld5alEbVuXfD%2Fu%2FXpMQeF2CfNdIffJ%2BWb5QWNLLo7xVDyM2j4j%2F5JCenbssQgCSJ05V3wK6JSLvzXCnpA0OHqs5PjjFqv812Gl7gRFNv0Ra67dbM1Car,2,1,0,0,0,#467367803,Fiddler,NA,NA,FD-WBT09,NA,NA,NA,NA,2 pulgadas,NA,NA,3 pulgadas
