search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Peso,Conectores de entrada
78, Parlante Portatil Jbl Xtreme Resiste Agua Bateria Dimm ,259,305,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",1,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 51138
		
		 sin interés
		
	

	
		",38,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-453752119-parlante-portatil-jbl-xtreme-resiste-agua-bateria-dimm-_JM,NA,NA,NA,NA,NA,#453752119,Xtreme,Xtreme,40 W,Pasivo,2.112 g,NA
79, Parlante Bluetooth Barra Sonido Potente Para Tv Usb Aux Clic ,1350,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",1,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7500
		
		 sin interés
		
	

	
		",00,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-453404970-parlante-bluetooth-barra-sonido-potente-para-tv-usb-aux-clic-_JM,NA,NA,NA,NA,NA,#453404970,NA,NA,NA,NA,NA,NA
80, Parlante Grande Equipo Audio Punktal Usb Bluetooth Led Sensa ,189,199,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(15 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 37317
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,5.0,4,http://perfil.mercadolibre.com.uy/LA+SENSACIONLTDA,https://articulo.mercadolibre.com.uy/MLU-450289666-parlante-grande-equipo-audio-punktal-usb-bluetooth-led-sensa-_JM,4,0,0,0,0,#450289666,Punktal,NA,NA,NA,NA,NA
81, Parlante Xion 5000w Mp3 Usb Sd Bluetooth Led ,79,129,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(2 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 15598
		
		 sin interés
		
	

	
		",98,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-463442688-parlante-xion-5000w-mp3-usb-sd-bluetooth-led-_JM,NA,NA,NA,NA,NA,#463442688,Xion,NA,NA,NA,7.6 kg,NA
82, Parlante Portátil Inalámbrico Luz Bluetooth Radio Leds Usb ,550,NA,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(82 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3056
		
		 sin interés
		
	

	
		",56,NA,Envío a todo el país,NA,NA,3.0,2,http://perfil.mercadolibre.com.uy/CENTRALSHOP01,https://articulo.mercadolibre.com.uy/MLU-458587313-parlante-portatil-inalambrico-luz-bluetooth-radio-leds-usb-_JM,NA,NA,NA,NA,NA,#458587313,speaker,NA,10 W,NA,NA,NA
83, Parlante Bluetooth Usb Aux Micro Sd Fm Kolke Alto 50w Grpro ,1790,NA,"
			
				Nuevo
			
			
				
					 - 
				
				44
				vendidos
			
		",(9956 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 9944
		
		 sin interés
		
	

	
		",44,NA,Entrega a acordar con el vendedor,NA,NA,4.9,7,http://perfil.mercadolibre.com.uy/GRPRO,https://articulo.mercadolibre.com.uy/MLU-446535112-parlante-bluetooth-usb-aux-micro-sd-fm-kolke-alto-50w-grpro-_JM,6,1,0,0,0,#446535112,Kolke,NA,NA,NA,NA,NA
84, Parlante Portátil Jbl Go2 Bluetooth Black Zonatecno ,1379,NA,"
			
			
				
				9
				vendidos
			
		",(11 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-456039688-parlante-portatil-jbl-go2-bluetooth-black-zonatecno-_JM,NA,NA,NA,NA,NA,#456039688,JBL,GO 2,NA,NA,NA,NA
85, Parlante Portátil Sony Srs-xb10 Bluetooth Negro Zonatecno ,65,NA,"
			
			
				
				6
				vendidos
			
		",(3 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 12834
		
		 sin interés
		
	

	
		",34,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-451707026-parlante-portatil-sony-srs-xb10-bluetooth-negro-zonatecno-_JM,NA,NA,NA,NA,NA,#451707026,Sony,SRS-XB10,NA,Activo,NA,NA
86, Parlante 15 Activo Led Bateria Bluetooth + Microfono Dimm ,93,109,"
			
				Nuevo
			
			
				
					 - 
				
				312
				vendidos
			
		",(82 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 18362
		
		 sin interés
		
	

	
		",62,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-463611013-parlante-15-activo-led-bateria-bluetooth-microfono-dimm-_JM,NA,NA,NA,NA,NA,#463611013,NA,NA,NA,NA,NA,NA
87, Mini Parlante Bluetooth / Aux / Jack 3.5mm Lector Micro-sd® ,185,NA,"
			
				Nuevo
			
			
				
					 - 
				
				119
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1028
		
		 sin interés
		
	

	
		",28,NA,Envío a todo el país,NA,NA,4.5,4,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443241546-mini-parlante-bluetooth-aux-jack-35mm-lector-micro-sd-_JM,2,2,0,0,0,#443241546,NA,NA,NA,NA,NA,NA
88, Parlante Home Theater Con Bluetooth Ratsel Para Smart Tv ,192,240,"
			
			
				
				5
				vendidos
			
		",(30 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 37909
		
		 sin interés
		
	

	
		",09,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=NHF0BYt%2BTTfZ4yYyhSe4dqPf7pRLy3xn7xiPOGeBqhLW8fShnZDQ8O1JGvFvpp5RHpwQnsxP1q7lyCA3Nwhm6dvc34mluxGrmUbxzFngwPyxuzXOB5dPFpSZIEXuNWxEsEHZu8444zhtfZAjSM82YlH%2FZgsMNgRGsnbEhTcWEuTgFRsL3NOcQ2omtW81FujNuzvH1aX3et4F7z%2Fv7LoxBZpMPzS1KT%2FZFbH0mbBgMeYm5LwRwuRxxWPuL8OKIbXXtG3tSC9wnaa3dXixF%2B1rLBlfAiwS9jnxyw1CGrxPVneFrkgtV59v7zEeXNU%2BBbiPxbzkVxOzEbYBTfEVznA7WGoKy6I%2BYxJcL2Wequ5LCeNp%2BxgpHFD9WmMcQTLtvdtlOCcNHx5uTWBtBb85a2Udd5MeRxWBcp8faDmOOchpGAX26s66meDaR0u1fyyAyVKbTVJRIyBtAuiwD8i64F1i1IuQFtz09PVmLmFYtl4HqMgJMEdqVD70HDO0yE71j3JzYw54OQ%2Fa%2BYo3G%2Fhn0QFzoOksZwqIu6%2BwR9Hc7IxR%2BXa8xhfo9z5THygERJBsHIFM8rjkmnSvNNryOvfF03v%2BeLNzmubI4pt0ISQAw9B6H2v2xkSV0LjXNyQv2WwEzFT8D5bugTpxlWNGt0bRVhMyEtJgSLX2%2FrBmJKc5pl%2BvmCTb3EM1gSNJEZ0KyiC0HpuJDwva2St5w9G%2FHdT5DBRiJuRT%2FyfPgRp7SQRq%2FEnYBXE9ZTVqL9blSTinv2ufP5BI1wAyXk7FFJv%2FcX7vEG7%2Br0LFdiCXOOZK%2FAchz0%2FL%2F4diUTui7dWkjQB6GBZ0e76K410dNmUH8RoSzGflzvN0Cjb06eLLUZMc2fEVrWJIw9XhceKkVWfA1IRiGdOjZI%2FfDFO9D0txSHC3eOnbV%2BCj9pwb3bWP1hPp8OI0tA02R9JD0Rh7KVNEj%2FIbwURfv%2B2JwN2qYcVWYHkyrgx%2BMUNAC3H8hVowYb2QMwfGRrC2ILjSM2wGN%2F2UOh6ToijBBuvoFLt7KyB4QQzPxdCiC5MP%2FwbhXcMRNaa6FZyiqKB57ymP9xogSTK3x5ig7i5eYcs6qylF5lFMltJ%2BMWhLLyXLh0Ic7u73tNtN07GCe7%2Fs0JjF6lgdnrwf86i3H68ZH2JYfsu2c3psGMqpAN5Ks5zPiN%2BU6JrjrcL3NHrpeXZeWUtF0GuN9iVYQKPl8SQxe5K7Vs%2BEPgtxOWNnBdhnUlkuFo0ngjvF1tonCAiXnETj5PfYIxBiIKBeVY9AEwK7Is4vD8HyZ7cyAlTE085x8veYhUhfDhK1zlxyTgDbLXDA74zmpv3Kt744E9a1XoW3o7DLlpCDL9vQUWs5ZvC%2B0j5m7qOQNN4%2BvHV%2Bk5Mox19ub0ZrXAiOGZqLpL8udqPCB0%2FCpevIODprImmst%2F4FZR%2Fnr0HVDwMUzx2ZKYeXtPtAXHEpZGmhyXeTGYgMDrTbtqcBiB2j4%2Blqs%2FUdJZw22U%2Bee5%2FPeR%2FbMemEv%2FBTLd2rDO0VQQ4vyfr%2F0hj%2BkE%2BKGWzW6kuQIG7NXw%3D%3D,NA,NA,NA,NA,NA,#460404087,Thonet & Vander,Ratsel,NA,NA,NA,NA
89, Parlante Charge 3 Inalámbrico Bluetooth Portatil ,990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(29 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5500
		
		 sin interés
		
	

	
		",00,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.uy/MOCAIMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-457259030-parlante-charge-3-inalambrico-bluetooth-portatil-_JM,2,0,1,0,0,#457259030,NA,NA,NA,NA,800 g,USB
90," Edifier If600 Breath 48w Rms, Aux, Bluetooth ",59,NA,"
			
			
				
				33
				vendidos
			
		",(93 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 11649
		
		 sin interés
		
	

	
		",49,NA,Entrega a acordar con el vendedor,NA,NA,4.3,6,http://perfil.mercadolibre.com.uy/SHOPPING-UY?brandId=9,https://articulo.mercadolibre.com.uy/MLU-448937304-edifier-if600-breath-48w-rms-aux-bluetooth-_JM,4,1,0,1,0,#448937304,Edifier,Color,NA,NA,NA,NA
91, Parlante Jbl Clip 3 Bluetooth Portátil Potencia Calidad Febo ,2590,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(99985 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 14389
		
		 sin interés
		
	

	
		",89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-459153052-parlante-jbl-clip-3-bluetooth-portatil-potencia-calidad-febo-_JM,NA,NA,NA,NA,NA,#459153052,JBL,Clip 3,3 W,Activo,NA,NA
92, Parlante Bluetooth - Exteriores - Altec Lansing - Sonic Boom ,239,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 47189
		
		 sin interés
		
	

	
		",89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETPC+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-460641368-parlante-bluetooth-exteriores-altec-lansing-sonic-boom-_JM,NA,NA,NA,NA,NA,#460641368,NA,NA,NA,NA,NA,NA
93, Parlante Kolke Fiesta Plus 15 250w Rms Portátil Bat Mic Loi ,89,129,"
			
			
				
				3
				vendidos
			
		",(9996 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 17573
		
		 sin interés
		
	

	
		",73,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-464025871-parlante-kolke-fiesta-plus-15-250w-rms-portatil-bat-mic-loi-_JM,NA,NA,NA,NA,NA,#464025871,Kolke,NA,NA,NA,NA,NA
94, Parlante Bluetooth T&g Portátil Con Correa 10w Rms Loi ,947,NA,"
			
			
				
				4
				vendidos
			
		",(999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5261
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462549045-parlante-bluetooth-tg-portatil-con-correa-10w-rms-loi-_JM,NA,NA,NA,NA,NA,#462549045,NA,NA,NA,NA,NA,NA
95, Estuche Para Parlante Protector Funda Jbl Flip 3 Y 4 - Tp ,790,NA,"
			
				Nuevo
			
			
				
					 - 
				
				54
				vendidos
			
		",(57 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4389
		
		 sin interés
		
	

	
		",89,NA,Entrega a acordar con el vendedor,NA,NA,5.0,2,http://perfil.mercadolibre.com.uy/TUPRODUCTOUY,https://articulo.mercadolibre.com.uy/MLU-444854349-estuche-para-parlante-protector-funda-jbl-flip-3-y-4-tp-_JM,NA,NA,NA,NA,NA,#444854349,JBL,FLIP 3 Y 4,16 W,Pasivo,NA,NA
96, Xiaomi Mi Bluetooth Speaker Azul - Tienda Oficial Xiaomi ,59,NA,"
			
			
				
				7
				vendidos
			
		",(19 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 11649
		
		 sin interés
		
	

	
		",49,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ESLOPETSAESLOPETSA?brandId=228,https://articulo.mercadolibre.com.uy/MLU-459818327-xiaomi-mi-bluetooth-speaker-azul-tienda-oficial-xiaomi-_JM,NA,NA,NA,NA,NA,#459818327,Xiaomi,Bluetooth Speaker,3 W,NA,270 g,NA
97, Parlantes Home Xion 2.1 Ht180 Bluetooth Radio Luces Dimm ,1699,1849,"
			
				Nuevo
			
			
				
					 - 
				
				147
				vendidos
			
		",(99 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 9439
		
		 sin interés
		
	

	
		",39,NA,Envío a todo el país,NA,NA,4.7,27,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446614556-parlantes-home-xion-21-ht180-bluetooth-radio-luces-dimm-_JM,21,5,0,1,0,#446614556,Xion,HT226,NA,NA,NA,NA
98, Mini Parlante Portátil Bluetooth Mp3 Sd Recargable Clicshop ,185,NA,"
			
				Nuevo
			
			
				
					 - 
				
				44
				vendidos
			
		",(38 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1028
		
		 sin interés
		
	

	
		",28,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-453546717-mini-parlante-portatil-bluetooth-mp3-sd-recargable-clicshop-_JM,NA,NA,NA,NA,NA,#453546717,NA,NA,NA,NA,NA,NA
99, Lámpara Parlante Bluetooth Luz Full Rgb Color Control Remoto ,350,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(43 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-461912199-lampara-parlante-bluetooth-luz-full-rgb-color-control-remoto-_JM,NA,NA,NA,NA,NA,#461912199,NA,NA,NA,NA,NA,NA
100, Parlante Activo Altec Mod. Sonic Boom Geant ,199,NA,"
			
			
				
				2
				vendidos
			
		",(2 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 39291
		
		 sin interés
		
	

	
		",91,NA,Retiro gratis en tienda de Geant,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ODALERSAODALERSA?brandId=522,https://articulo.mercadolibre.com.uy/MLU-459147492-parlante-activo-altec-mod-sonic-boom-geant-_JM,NA,NA,NA,NA,NA,#459147492,NA,NA,NA,NA,NA,NA
101, Parlante Bluetooth Mp3 Musica Usb Portable Ahorro Y Compras ,390,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(188 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2167
		
		 sin interés
		
	

	
		",67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JESDEN+SA,https://articulo.mercadolibre.com.uy/MLU-456740342-parlante-bluetooth-mp3-musica-usb-portable-ahorro-y-compras-_JM,NA,NA,NA,NA,NA,#456740342,NA,NA,NA,NA,NA,NA
102, Parlante Bluetooth Speaker Hongo De Colores ,290,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",1,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROJO1549081,https://articulo.mercadolibre.com.uy/MLU-458950559-parlante-bluetooth-speaker-hongo-de-colores-_JM,NA,NA,NA,NA,NA,#458950559,NA,NA,NA,NA,NA,NA
103, Parlantes Sony Portatil Bluetooth Resistente Al Agua Colores ,2990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				20
				vendidos
			
		",(480 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 16611
		
		 sin interés
		
	

	
		",11,NA,Entrega a acordar con el vendedor,NA,NA,4.9,8,http://perfil.mercadolibre.com.uy/ACCESOPC3000,https://articulo.mercadolibre.com.uy/MLU-450180093-parlantes-sony-portatil-bluetooth-resistente-al-agua-colores-_JM,7,1,0,0,0,#450180093,Sony,SRS-XB10,NA,NA,NA,NA
104, Parlante Bluetooth Portatil Usb Sd Aux Fm Colores Clicshop ,870,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",1,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4833
		
		 sin interés
		
	

	
		",33,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-454011234-parlante-bluetooth-portatil-usb-sd-aux-fm-colores-clicshop-_JM,NA,NA,NA,NA,NA,#454011234,NA,NA,NA,NA,NA,NA
105, Parlante Bluetooth Xion 4000w Pmpo Amplificador Luces Led ,79,89,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(2 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 15598
		
		 sin interés
		
	

	
		",98,NA,Envío a todo el país,NA,NA,1.0,1,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-449249987-parlante-bluetooth-xion-4000w-pmpo-amplificador-luces-led-_JM,NA,NA,NA,NA,NA,#449249987,Xion,NA,NA,NA,NA,NA
106, Parlante Ledstar Kts 450 Bluetooth Portatil Bateria Futuro21 ,499,599,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(6 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2772
		
		 sin interés
		
	

	
		",72,NA,Envío gratis a todo el país,NA,NA,4.6,8,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-459480023-parlante-ledstar-kts-450-bluetooth-portatil-bateria-futuro21-_JM,7,0,0,1,0,#459480023,NA,NA,NA,NA,NA,NA
107, Parlante Bluetooth Resistente Agua Original Universo Binario ,259,NA,"
			
				Nuevo
			
			
				
					 - 
				
				265
				vendidos
			
		",(21 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1439
		
		 sin interés
		
	

	
		",39,NA,Envío a todo el país,NA,NA,3.8,17,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-445732611-parlante-bluetooth-resistente-agua-original-universo-binario-_JM,6,5,3,3,0,#445732611,NA,NA,NA,NA,NA,NA
108, Parlante Xion Torre Bluetooth Tower1 4000w Pmpo Usb Sd Pcm ,72,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(997 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 14216
		
		 sin interés
		
	

	
		",16,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-457730988-parlante-xion-torre-bluetooth-tower1-4000w-pmpo-usb-sd-pcm-_JM,NA,NA,NA,NA,NA,#457730988,Xion,NA,NA,NA,NA,NA
109, Parlante Portátil Jbl Go2 Bluetooth Champagne Zonatecno ,1379,NA,"
			
			
				
				7
				vendidos
			
		",(3 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-456690262-parlante-portatil-jbl-go2-bluetooth-champagne-zonatecno-_JM,NA,NA,NA,NA,NA,#456690262,JBL,GO 2,NA,NA,NA,NA
110, Parlante Bluetooth A Prueba De Agua 5w Rms Con Ventosa Loi ,257,349,"
			
			
				
				5
				vendidos
			
		",(997 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1428
		
		 sin interés
		
	

	
		",28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463417490-parlante-bluetooth-a-prueba-de-agua-5w-rms-con-ventosa-loi-_JM,NA,NA,NA,NA,NA,#463417490,Kolke,NA,NA,NA,NA,NA
111, Estuche Para Parlante Protector Funda Jbl Charge 3 Tpuy ,890,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",(59 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4944
		
		 sin interés
		
	

	
		",44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TUPRODUCTOUY,https://articulo.mercadolibre.com.uy/MLU-450165675-estuche-para-parlante-protector-funda-jbl-charge-3-tpuy-_JM,NA,NA,NA,NA,NA,#450165675,JBL,Charge 3,20 W,Pasivo,NA,NA
112, Audio Barra De Sonido Samsung J250 Inalambrica Bluetooth Pcm ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(998 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 37317
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,5.0,3,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-449471973-audio-barra-de-sonido-samsung-j250-inalambrica-bluetooth-pcm-_JM,3,0,0,0,0,#449471973,Samsung,HW-J250,NA,NA,NA,NA
113, Parlante Portátil Ultimate Ears Ue Wonderboom Sumergible Amv ,89,NA,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 17573
		
		 sin interés
		
	

	
		",73,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-448140032-parlante-portatil-ultimate-ears-ue-wonderboom-sumergible-amv-_JM,NA,NA,NA,NA,NA,#448140032,Ultimate Ears,WONDERBOOM,NA,Activo,425 g,NA
114, Parlante Bluetooth 4.1 + Radio Fm + Ranura Sd *alta Calidad* ,580,NA,"
			
				Nuevo
			
			
				
					 - 
				
				69
				vendidos
			
		",(6 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3222
		
		 sin interés
		
	

	
		",22,NA,Envío a todo el país,NA,NA,4.8,6,http://perfil.mercadolibre.com.uy/PLAZATECNOURUGUAY,https://articulo.mercadolibre.com.uy/MLU-448781305-parlante-bluetooth-41-radio-fm-ranura-sd-alta-calidad-_JM,5,1,0,0,0,#448781305,NA,NA,NA,NA,NA,NA
115, Parlante Bluetooth Philips 50w Rms Batería Cd/fm/am/usb Loi ,129,136,"
			
			
				
				8
				vendidos
			
		",(2989 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 25470
		
		 sin interés
		
	

	
		",70,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-460601565-parlante-bluetooth-philips-50w-rms-bateria-cdfmamusb-loi-_JM,NA,NA,NA,NA,NA,#460601565,Philips,NA,NA,NA,NA,NA
116, Barra De Sonido Para Tv + Subwoofer Jbl Bar 3.1 ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(998 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.18269
		
		 sin interés
		
	

	
		",69,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-453742268-barra-de-sonido-para-tv-subwoofer-jbl-bar-31-_JM,NA,NA,NA,NA,NA,#453742268,JBL,III,25 W,NA,NA,NA
117, Parlante Activo Xion Torre Profesional Bluetooth Dj Dimm ,389,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 76806
		
		 sin interés
		
	

	
		",06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-458752620-parlante-activo-xion-torre-profesional-bluetooth-dj-dimm-_JM,NA,NA,NA,NA,NA,#458752620,rojen,NA,NA,NA,NA,Entrada para Micrófono
118, Parlante Portatil Bluetooth Sony Colores + Envios Gratis ,72,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(9996 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 14216
		
		 sin interés
		
	

	
		",16,NA,Envío gratis a todo el país,NA,NA,4.9,8,http://perfil.mercadolibre.com.uy/MONTEVIDEOPC1,https://articulo.mercadolibre.com.uy/MLU-444847888-parlante-portatil-bluetooth-sony-colores-envios-gratis-_JM,7,1,0,0,0,#444847888,Sony,SRS-XB10,NA,NA,NA,NA
