search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Línea,Modelo alfanumérico,Tipo de alimentación,Tipos de cabezales,Tiempo de funcionamiento,Cantidad de cabezales,Peso
586, Afeitadora Philips Qp2521/10 Recargable Seco Y Humedo ,1799,NA,3,NA,6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,134,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-745948138-afeitadora-philips-qp252110-recargable-seco-y-humedo-_JM,98,29,1,3,3,#745948138,Philips,Qp2521,NA,QP2521/10,NA,NA,NA,NA,NA
587, Afeitadora Braun Serie 1 130s Trimmer Lavable Smartfoil ,1649,NA,58,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,7,https://perfil.mercadolibre.com.ar/DOMADORDEPRECIOS,https://articulo.mercadolibre.com.ar/MLA-624059858-afeitadora-braun-serie-1-130s-trimmer-lavable-smartfoil-_JM,4,1,1,0,1,#624059858,Braun,Serie 1 130s,Series 1,NA,NA,NA,NA,NA,NA
588, Afeitadora Remington Pf7200 Comfort Series Recargable ,1499,NA,9,93,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,25,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-625522795-afeitadora-remington-pf7200-comfort-series-recargable-_JM,10,8,3,0,4,#625522795,Remington,PF7200,Confort,NA,Batería,Pivotantes,30 minutos de uso inalámbrico,3,NA
589, Philips Aquatouch S1030 Maq Afe ,1790,NA,2,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BONPEL,https://articulo.mercadolibre.com.ar/MLA-792323898-afeitadora-teknikpro-maquina-shaver-barbero-recargable-usb-_JM,NA,NA,NA,NA,NA,#792323898,Teknikpro,Afeitadora,Shaver,NA,Batería,Ergónomicos,NA,NA,NA
590, Afeitadora Teknikpro Maquina Shaver Barbero Recargable Usb ,3700,NA,3,89,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PORUNOOPORMAS3,https://articulo.mercadolibre.com.ar/MLA-787725319-maquina-afeitar-corta-pelo-barba-corporal-recargable-x-10-u-_JM,NA,NA,NA,NA,NA,#787725319,Nova,NS-216,NUEVA,NA,220V,Ergónomicos,NA,NA,NA
591, Maquina Afeitar Corta Pelo Barba Corporal Recargable X 10 U ,1799,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=NqMsRRYXwCepdcShYHPkxOwcoDocVxmtWrHGpsUA7Uymv3lXa%2F49pJYir6naiuRKAsz5Dk8%2FUzBZ9PKsg%2Fyu9yXNV6vYZP0%2F1ZCKxxdezUPQtlP6Q%2BGRQ7%2Fsl6Xt6N1fYLhM4Iw0%2Bx5wizeBq1ImzGix%2BMsSe19esd5ib45iG58l9Jn0T%2Bo1PebDlCzO2OCYRMJX8W4nabxvbi%2BJ19FYo01J5buhWaE0xIwy7O9Vr0pIwEK2SbsYqWhiwksyh7hJlkne3Z0gp7ktBBlDCEkC7WW4AvFg453dOuzwjpprT6vA886QA3EzvvecR%2BzePQpmlkoYW7WQR%2FaywsiP07GEDZQhP8QDG0SiFggn0%2B2H1X9aLZXk7heauapYPjjfZIo%2BtbM7ieddNdNDbolqiRL8KFBUPHiNoIbMn65coenr75Ma7OkAI%2FFuf1%2FUdwLjxpdMWqcaNmyTeDaSBhjNqVpQFGg4nfrC2z0%2Bs2gl9Bby6gyrrUgJ6nLUrLr%2FcxDnhUa13BUmjxZi0%2Bj%2F42k6BVsRh3hxmimlZj41A3bwMnjvt1LMjDWI1HbccV%2BZl5qdSWKYPho1gLypPROw69iQL5K0hBr7k5N4Yjuo8%2Bs%2BVhRzYkiEabEbftXJ%2FzW4e7kWIq3iM%2FJGXiX%2FtQ3lCX0Q4LSN%2BsXooHzbJ0oqB1oKSX4ZxAJOpah1%2BVS6bm481Wef8AGAMzx9%2FbCWPgC2d6wUPk8DWEQWCBokWzfnW7w44pU8JuA7nSGMiYNCKnpt9EOM3Q0hVQAQu%2FyS9gJUYy6GDFE7q4vzoKjjZxhvTg2oBnyxFHumpy3zxzlKADUqWcne5%2BVU%2BUjIdDoFxneKr%2Bku5L1PCZABg%2BPGRy54I%2BQ%2B%2BE22oj7szhImwliUGM7PMNmCdVtqT5KbZRMPt%2Bed5IJ%2BkDU6%2BSgvdBJBH1AUTRQyPvTCuaBGx3PQTgpbHMUkFjoDOzz4UTDp0HccPOn6M5cCr%2FGnxRl5yadWAIVh8j%2FphPMcTyg%2Fnl4vbeWIHu035h3sbRkUwjBTbFSdA9iwVzlpRzRyQlzmmXh3wH4PC6nl%2BhThG9Nh7eszN6dpnko9ea28heVaKc6KmsJabD1z6tghgbW6BOlkKUTfq0bQN8tfWnnViwnjMAG5YdRHf4F4wSzASD%2F0nbyCceG9QFjXl7MwkOf9KFCQQFl3Ku0Je10tANEuiRYoXQXz0k%2F70YBAhGK%2B7XmWNqQf19v7yRQW2uiKyrgYZL9ckFdELXL0jNUw7zd0D3Iu2lUXY7%2Bhs8O%2FQML9jiUAUI51ADT0XHbpA2l5uT0060R1x69ZnIe3e3erKZ9iS5%2Bti4jj6Fb0bP9%2FnWV5sOhcxaV6%2FpEBucxrIsS8QsCliy4V0v2td%2BWq3tAiQ35se5M6SvLd2WOvbTBEP8Z7X8%2FHTQ06d08qNhFkBC6kPxw4CNmYREBgGw%2BiRqmGaVPzCkRN6W6Htnqc1bDLZK51mErO%2B%2BsbgYdO9LF%2FCiaPTWH%2FY1fNsIWkHug%2FUUyy%2B%2B9jHi725Liz3XYS9moOeyFvPDRY0FJ7VQQHrWgqqrgaHXX27foC2Io9rMHytKFRhteCxBY0V%2F9y33Gy9%2B6F2vgAGBD9,NA,NA,NA,NA,NA,#794748457,NA,NA,NA,NA,NA,NA,NA,NA,NA
592, Cortabarba Philips Qt4015/16 Uso Con O Sin Cable Recargable ,1809,NA,2,1,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,123,https://perfil.mercadolibre.com.ar/TREKASHOP,https://articulo.mercadolibre.com.ar/MLA-797353632-cortabarba-philips-qt401516-uso-con-o-sin-cable-recargable-_JM,84,34,4,1,0,#797353632,Philips,QT4015/16,BeardTrimmer series 3000,QT4015/16,baterías y 220v,Planos,NA,NA,NA
593, Cortadora Afeitadora Inalambrica Recargable Philips Bt1209 ,1799,NA,8,496,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MEIMPORTO,https://articulo.mercadolibre.com.ar/MLA-626816609-cortadora-afeitadora-inalambrica-recargable-philips-bt1209-_JM,NA,NA,NA,NA,NA,#626816609,Philips,BT1209/15,Series 1000,BT1209/15,Batería,Removibles,30m,NA,NA
594, Afeitadora Philips S9031 Electrica ,7791,NA,1,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CASAMENDOZA,https://articulo.mercadolibre.com.ar/MLA-790591555-afeitadora-philips-s9031-electrica-_JM,NA,NA,NA,NA,NA,#790591555,Philips,S9031,Series 9000,NA,Batería,Giratorios,NA,NA,NA
595, Phillips One Blade Qp2510/10 Afeitadora Recortador De Barba ,1799,NA,12,10,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/FSCOMPUTERS,https://articulo.mercadolibre.com.ar/MLA-724957278-afeitadora-rotativa-remington-xr1400-rasura-corta-limpia-fs-_JM,3,1,0,0,0,#724957278,Remington,XR1400,Hyperseries,XR1400,Batería,Giratorios,LithiumPower ? 45min de uso,3,NA
596, Afeitadora Rotativa Remington Xr1400 Rasura Corta Limpia Fs ,2999,NA,67,17,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.7,13,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-716451173-afeitadora-multifuncion-braun-mg5050-_JM,10,2,1,0,0,#716451173,Braun,MG5050,MG5050,NA,NA,NA,30 minutos,NA,NA
597, Afeitadora Multifunción Braun Mg5050 ,1299,NA,1,500,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,236,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=6jfjdu79KDYKOIBqTgVBJwQfYwHuHXPv7mw7TDzm1egHxjoQupzZY9X5stjMe2yFlDvoj7rV3c5r8Mro9lAQRvrMR45yYWBPC%2F5Hw0kFSI%2F1IM%2Bj0iQpthdw2ymbM%2F%2FVgw7rx8WrLmwA0UsH9ncpVH4ItwsASj1VH%2BVokSVhUqZwUXXaon1jfZgcI6FkerUp6i6o89klqjug06iS3yqEsx%2BaTfUDu07wzNztGCWoVP115meMDLCjRSuY6UEynRXykUOX%2FGsBuDxxd83txmOQGmtJ%2FxrsPQWX9rqiGCwxkFsDmDSKVtI3uQnuCdLmo4Rq3ldkXR4h%2BZ0Xeql2eQ3%2BC273njbJCHplaeR%2FVAiZBCnb1C4Xf4BEnPzD9VUL40OPy%2FpaFo6TABcOBTItYyFlzsGf66pl6FoTZqUCuv%2BPShF4MHOV8EL78niw%2FTOZxyZ1aLNZvIBJamweFPkJKiBZ940vBkxp6TwEMWkv%2Fw6Dgvpot2zmLXFdJJUEnnK7MnTYifFOHNEAeEVfLiLNPeUhgyIo4wZLOOUBgGlFRAK0idYrqc8Vf3Ceruh5ZsozUUR8welXAc07TwaK62UlPNiSoBITQ7zDCe5gUCo1eG1M8vjhhmz%2Fa6funxAk2OPqlW6dgf7O4ceAuMCmLZN8FcKO0J%2FB2WeYLJq3QqmYtUYuQe9kinLOnhcNSOOZG4VQo92aLCxRiD%2B5ol7R%2FXoaJuNrTW9OVYCDFq68qosOmNL1UNAZLc6guq%2Bthplln9WTbmTPZoHCC1HztaJg%2FdAsVjufhYycFLzy91hzVvcekcsKGdUakvhNAsLaRTIvqSR3%2BrWpHOXasZ%2Bg8X2f0m3b3I0%2BappBwNDMPbp8V3M7u%2B97bVUyjdDHg6QaHjJyYDS%2F%2Ffq6zelDj6%2F3m7UIJPAPRFA8jC8fty9T6qlPYwOnZek81zc1jRq6FzbL5Cki1y0%2FgC05JYoFuQhhGvfywFwJyRaJfujCzu0cQXNfjkUNru3M4HGlllIXqAWIGCUk%2BBun8UT45c2on2yyv4xZXDs40YwdNQy9HjIHMZfXzwcMdSQXKPRdWGserlMcmYceujGakRT6u0qq5mU5YffyR%2FVwWfeXr5wq7XASAzeRe7FVT9ntd3ELL2xeS%2B3HrUuVIJ4gPlYwXGZ6fGF9ONIwKpkrfkDaefkzIIoSFroV6fxxjwXmGCqEvDBzA0tcQQBbb2qnfG5REKpD%2FoM8JcYKz65nYCptbq%2FB0y%2BPVxKTLyTPFIZc%2FGx5HkUDjwhjFY8PGo0UQBkiXzRiQCSm%2FCdgRT0Vi3UtrGF0g8%2Fkt5pFG8U2ipWyvi0Ruj1jOUDKJFLJqvIyzxUNd8ZeKvNIEHBgw%2BtYecSgpNBfHJJZmgXf1fweYBBoPV5TCHCxnIfXbFFX3AvSgu9uem27GTTnSRNQfyKsw4MKc7fVlhfAzqU7qQTuO9eAN0Ps9uJALIJzM0yVyeg48jbZywQNQkMR5YdN8KyGTnB%2BOHO1WjZjIvDBxQ6uHr09OLIo6lbpxGi5%2F%2FoodQnguQEHjf0lNlqSdQ1JdRoEcSq1DJOt%2BcQ5MCtImY%2FlGrIFWIQzSBNToTY%2FAtkbEORdYl969udXdHHEuCK7O6ebYp7xM1psQSLbk7wM9Vqy2g%3D%3D,169,49,11,3,4,#788036643,Philips,QP2510/10,OneBlade,NA,Batería,Planos,NA,NA,NA
598, Cortabarba Recargable Mg3730/15 Philips Gtia Oficial ,1999,NA,12,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/LACASAGARCIA,https://articulo.mercadolibre.com.ar/MLA-712186661-cortabarba-recargable-mg373015-philips-gtia-oficial-_JM,1,1,0,0,0,#712186661,Philips,MG3730/15,Series 3000,MG3730/15,Recargable,Planos,40 min.,NA,NA
599, Afeitadora Braun Mg5050 Multifunción Perfiladora ,2999,NA,2,3,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,13,https://perfil.mercadolibre.com.ar/IMPULSOHOGAR,https://articulo.mercadolibre.com.ar/MLA-767512726-afeitadora-braun-mg5050-multifuncion-perfiladora-_JM,10,2,1,0,0,#767512726,Braun,MG5050,braun,MG5050,Batería,Planos,60,NA,NA
600, Afeitadora Electrica Gama Gsh860 3 Cabezales Barba Patillera ,1599,NA,10,40,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,94,https://perfil.mercadolibre.com.ar/ELENADIFUSION,https://articulo.mercadolibre.com.ar/MLA-707867245-afeitadora-electrica-gama-gsh860-3-cabezales-barba-patillera-_JM,47,33,12,2,0,#707867245,GA.MA Italy,GSH 860,Gama,NA,Corriente directa,Varios,50 m,3,177 g
601, Philips Oneblade Repuesto Qp210 Hoj Afe ,1635,NA,2,4,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,5,https://perfil.mercadolibre.com.ar/CASA+POLICELLA,https://articulo.mercadolibre.com.ar/MLA-670588256-afeitadora-gama-gsh900-_JM,2,2,1,0,0,#670588256,GA.MA Italy,GSH 900,Afeitadoras,NA,NA,NA,70 minutos,3,177 g
602, Afeitadora Gama Gsh900 ,1599,NA,2,NA,12 cuotas,NA,NA,Llega gratis mañana,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/365+STORE,https://articulo.mercadolibre.com.ar/MLA-780817934-afeitadora-electrica-philips-aquatouch-s1030-seco-y-humedo-_JM,NA,NA,NA,NA,NA,#780817934,Philips,NA,NA,NA,NA,NA,NA,NA,NA
603, Afeitadora Electrica Philips Aquatouch S1030 Seco Y Humedo ,599,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=LjjwjaiTQBrAnT%2Ffb3w31ycqy1380GHnv7O08%2FrHQmVk7Ps9ETEvz9xgEZzxXAuGXy%2FjYdRl4gRctr3zBrwDnxuLHg1Aktp7zTHjpF7WAH%2BSz0v0%2FWJuYTjht5Zux%2FDrAamtgDpGQjjVeSh2zN69j3R1F9%2F1CtDRj0%2B3tU7vwpwLPYxlGVny8qzN6%2FjzwxKvP7lMfX8quKkkYzLw4Ua0sfo0yEuwngl6hDJj5X90H%2BkQKj7m4IwrbtJSVdieJZ3ZBx8JrrQfTPGNhkKqGbssVU5MCydsL6ES9aZ2abcb9Oo3geU7AIiyEChUt2%2BrnemWUBS7Imq3M9eWl4pxB%2B%2FuE5zTHECzSLAoZJm3Ia3UqSXFXrt3vNgs18Z%2B9%2FyD5NSoUDosZjw8f7ImWd7Dfm7RXyNAdJ9vmwfwBxBKZHjt%2B%2FzmQIvQLLLsAnOsUTXK1pHT1UlEM3F8CfEfbOOPDZwH1Cj7Kk2FAcN23SbZQnLKB9GKKXOI9jds%2FKmdLPo4Oks9%2BX3CPtGY%2FTriJQyG75b8d5NJWhXhhbrQYCd8Jy9kStsEGEp4hYtKo84AnLq9kESiZMS6mccCxDmzg6A4FVBbkQ2Vf0M5wC5nAtdHKiWxcgU1%2BOkfV4H1H7rq2qRAVEONIbklUhJufEuqqZf9KL%2FSzfKfPKEHiAKxhgHi8of4m2zgW%2FO1lqYjBCvsYo7oKMRe1bWJWnL9LhD2h5BXqkVb0TibTCqPuxs8s3rSyzoyKXQdvMV%2Bw8swjOlQPNAv2q%2FeTfT1puagwnmErRGxqNr2Ym%2BdpHyPX0DAJruWQ96vnso8ioc2k14gCAlWLP3oHQ5jrPfvCHk04hDynDWqjCsrfkHPOIopDeZmG387IUWmVKTGMU5lp1qZqJl01J6C7OtYNelxIZwc6ITiKoQnLCeUzoMaIJLQVR8MCYwM27%2FcfGAr6iN96N8LqxQI4%2FNyMsTmS9gw6NzVeui7MYJ8%2BbY4r7sfY5or7erOveq4vbzv0KCzMEmjvLh5kUjTaJgf2M9FyXfPcZZwFGFYHTMLfM%2FCMO04ZhURn2gQMoIbMqcbS%2FMvHsZF6EXfjBg6h5JBU2oSt6wwGq%2BbXAoCVVabfH7WfZaIjgK%2BGYIfLThqv2s9lnUwAVI9JPQOeiUv4OISfbH3pVe7ea%2BDn7Pc8xcw5t03EQDLvHApzucQj9VYTYiQpAt%2BT17lif207F9X2fMbS9p07BneP3OhWLdCLzbDArjRzLDI8ahcyNwkQRlnv2XS3eAIE9Qth04w4t5xnl3JFc2qFWDxUUKFkfJoo0%2F8PhYHaPbIOfDE4f1T4eFjlGIwSM9ZBfatTr0ai0WqfZZZvnHTialARTk45dCIhwziB2Dj3QtZUFAwqwjrm7KSIz21YTTv4GhuDPOEzVaXstInewpYlMi1x%2Bs3kky6nFUffqo4%2F%2FpUAd4xr%2BtAxStn41q7NtmQqo69EUyvQsqcYvgr6wgABHadRLIhjPPc1ge4Y4xoEW6GyKzC1SXIYgTv3vmifAL8gaygQyEjrkcDZqbdXF5fe81Zg6KImdu%2Bes4Z4lhiTdwe%2FmQWX4S1wyA4hkBt2CiUC477i%2FrublHef%2FGRgCL9NaEi3%2FNUDmbo,NA,NA,NA,NA,NA,#794748438,Philips,OneBlade,OneBlade,NA,NA,NA,NA,NA,NA
604, Afeitadora Serie 5 Flexmotiontec Braun 5030sn ,9349,NA,3,98,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,33,https://perfil.mercadolibre.com.ar/NEW-VENTURES?brandId=642,https://articulo.mercadolibre.com.ar/MLA-746506799-afeitadora-serie-5-flexmotiontec-braun-5030sn-_JM,27,4,2,0,0,#746506799,Braun,5030SN,Serie 5,NA,NA,NA,NA,NA,NA
605, Afeitadora Philips Aquatouch At 600/15 Uso En Seco Y Húmedo. ,1485,NA,42,9993,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-613069037-afeitadora-philips-aquatouch-at-60015-uso-en-seco-y-humedo-_JM,NA,NA,NA,NA,NA,#613069037,GA.MA Italy,Bodygroom,Series 3000,BG2024/15,NA,NA,50 s,1,200 g
606, Kit Cortabarba Ducati By Imetec Gk 618 Gearbox ,1969,NA,9,3,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ALESTEBRANDML,https://articulo.mercadolibre.com.ar/MLA-717058532-kit-cortabarba-ducati-by-imetec-gk-618-gearbox-_JM,NA,NA,NA,NA,NA,#717058532,Imetec,GK 618,Ducati,NA,Batería y con cable,Ergónomicos,NA,NA,NA
607, Combo Afeitadora Finale Wahl Maquina De Corte Super Motor ,8490,9939,3,997,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,43,https://perfil.mercadolibre.com.ar/-LASMARGARITAS-?brandId=100,https://articulo.mercadolibre.com.ar/MLA-734094135-combo-afeitadora-finale-wahl-maquina-de-corte-super-motor-_JM,26,11,4,1,1,#734094135,Wahl,Ultimate Finale + Super Motor,5-Star,NA,Batería,Ergónomicos,80 Minutos Continuos,NA,NA
608, Afeitadora Gama Gsh950 2 En 1 Sistema 3 Track 3 Cabezales ,3379,NA,2,9,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/TIENDA-JUAREZ,https://articulo.mercadolibre.com.ar/MLA-639519418-afeitadora-gama-gsh950-2-en-1-sistema-3-track-3-cabezales-_JM,10,2,1,0,1,#639519418,GA.MA Italy,GSH 950,GSH,NA,CORRIENTE DIRECTA Y BATERIA,NA,NA,NA,164 g
609, Afeitadora Recargable Patillero S1520/42 Philips Gti Oficial ,3499,NA,2,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/LACASAGARCIA,https://articulo.mercadolibre.com.ar/MLA-782980532-afeitadora-recargable-patillero-s152042-philips-gti-oficial-_JM,1,0,0,0,0,#782980532,Philips,S1520/42,Series 1000,NA,Corriente directa,Giratorios,45 m,NA,NA
610, Afeitadora Philips Oneblade Qp2521 + Repuesto Qp210 ,2999,NA,12,887,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,134,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-720069088-afeitadora-philips-oneblade-qp2521-repuesto-qp210-_JM,98,29,1,3,3,#720069088,Philips,QP2521,OneBlade,NA,Recargable,Removibles,45 min,NA,NA
611, Cortabarba Eléctrica Philips Bt3226/14 20 Posiciones ,1490,NA,2,88,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-789498888-cortabarba-electrica-philips-bt322614-20-posiciones-_JM,NA,NA,NA,NA,NA,#789498888,Philips,QT4005/15,Series 3000,BT3226/14,NA,NA,NA,NA,NA
612, Cortabarba Beardtrimmer Philips Bt3206/14 Tio Musa ,1549,NA,16,5,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,43,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-722913599-cortabarba-beardtrimmer-philips-bt320614-tio-musa-_JM,29,12,2,0,0,#722913599,Philips,BT3206/14,Series 3000,BT3206/14,220V,Planos,45,NA,NA
613, Afeitadora Philips S1520/02 Recargable Cortapatilla ,3499,NA,9,NA,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,50,https://perfil.mercadolibre.com.ar/365+STORE,https://articulo.mercadolibre.com.ar/MLA-760437676-afeitadora-philips-s152002-recargable-cortapatilla-_JM,37,9,3,0,1,#760437676,Philips,Shaver,Shaver Series,S1520/02,NA,NA,45 M,NA,NA
614, Multigroom Cortabarba Recarg Mg7715 Philips Oficial Cuotas!! ,3282,NA,2,2,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LACASAGARCIA,https://articulo.mercadolibre.com.ar/MLA-778343107-multigroom-cortabarba-recarg-mg7715-philips-oficial-cuotas-_JM,NA,NA,NA,NA,NA,#778343107,Philips,MG7715,Series 7000,NA,Corriente directa,Planos,NA,NA,NA
615, Afeitadora Inalambrica Gama Gsh860 Corta Patillas Y Bigote ,1599,NA,39,2,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,94,https://perfil.mercadolibre.com.ar/RAMONA+NET,https://articulo.mercadolibre.com.ar/MLA-669648307-afeitadora-inalambrica-gama-gsh860-corta-patillas-y-bigote-_JM,47,33,12,2,0,#669648307,GA.MA Italy,GSH 860,Inalambrica,NA,Batería,"Planos,Giratorios",50 m,NA,NA
616, Afeitadora Braun Series 5 5030sn Flex Motion Venex ,6999,NA,3,9000,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,33,https://perfil.mercadolibre.com.ar/VENEX_COMPUTACION,https://articulo.mercadolibre.com.ar/MLA-701421964-afeitadora-braun-series-5-5030sn-flex-motion-venex-_JM,27,4,2,0,0,#701421964,Braun,5030S,Series 5,NA,NA,NA,50 minutos,NA,NA
617, Afeitadora Remington Pr1230 Cabezales Rotativos Powerflex ,1549,NA,2,3,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,17,https://perfil.mercadolibre.com.ar/DONBIGOTEVIRTUAL,https://articulo.mercadolibre.com.ar/MLA-623112998-afeitadora-remington-pr1230-cabezales-rotativos-powerflex-_JM,13,2,1,1,0,#623112998,Remington,PR1230,NA,NA,NA,NA,NA,3,NA
618, Afeitadora Electrica Inalambrica Barba Patillas Winco 812 ,1299,NA,3,9,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,23,https://perfil.mercadolibre.com.ar/CLUBDELCELUOFICIAL,https://articulo.mercadolibre.com.ar/MLA-731586997-afeitadora-electrica-inalambrica-barba-patillas-winco-812-_JM,13,5,3,0,2,#731586997,Winco,W-812,WINCO,NA,220v,NA,2 HS,NA,NA
619, Afeitadora Philips Oneblade Qp2510 Recargable Lavable ,1199,NA,9,29,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,63,https://perfil.mercadolibre.com.ar/LAFRANCO+PERFUMERIA,https://articulo.mercadolibre.com.ar/MLA-732984401-afeitadora-philips-oneblade-qp2510-recargable-lavable-_JM,50,8,1,2,2,#732984401,Philips,QP2510,OneBlade,QP2520/20,NA,Removibles,30 min,NA,NA
620, Afeitadora Electrica Gama 900 Cabezales Recargable Patillas ,1499,NA,219,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,38,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-622400993-afeitadora-electrica-gama-900-cabezales-recargable-patillas-_JM,22,14,1,0,1,#622400993,GA.MA Italy,900,Shavers,NA,Corriente directa,Giratorios,70 min,3,117 g
621, Afeitadora Philips Shaver S9031/13 Uso En Seco Y Húmedo ,8125,NA,5,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,81,https://perfil.mercadolibre.com.ar/TRANS+S.R.L,https://articulo.mercadolibre.com.ar/MLA-747384095-afeitadora-philips-shaver-s903113-uso-en-seco-y-humedo-_JM,57,16,5,0,3,#747384095,Philips,S9031/13,Shaver,NA,NA,NA,50 min,NA,NA
622, Afeitadora Eléctrico Flotante Recargable 2 Cuchillas Kemei K ,888,NA,4,990,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/LOYALMALLAR,https://articulo.mercadolibre.com.ar/MLA-791035435-afeitadora-electrico-flotante-recargable-2-cuchillas-kemei-k-_JM,NA,NA,NA,NA,NA,#791035435,Kemei,KM-1102,NA,NA,NA,NA,NA,NA,NA
