search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
11, Capa Anti Impacto Queda iPhone 5 Se 6 6s 7 8 Plus Xs Max Xr ,22,NA,937,77,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,21,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=25994987550#position=11&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,14,5,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
12, Capa Anti Impacto P iPhone 6 7 8 10 X Xs Xr + Película Vidro ,34,NA,70,7761,6x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/BOX-1001,https://produto.mercadolivre.com.br/MLB-1272452877-capinha-aveludada-apple-iphone-5-se-6-6s-6s-7-8-plus-xr-xs-_JM?searchVariation=40290827017#position=12&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,2,0,0,0,0,#1272452877,Apple,iPhone,Apple,iPhone,Silicone,Silicone,NA
13, Capa Case Capinha iPhone 6s 6 Plus Glitter Rosa Luxo Premiun ,34,NA,5738,39152,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,502,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-682539065-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8plus-x-xr-xs-max-_JM?searchVariation=22563854091#position=13&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,402,60,25,11,4,#682539065,Apple,IPHONE,JK CAPAS,ULTRA FINA,CAPA PROTETOR,TPU,NA
14, Capa P/ Apple iPhone 7 Plus / 8 Plus Capinha Case Silicone Aveludada Dura + Pelicula 3d-5d Cobre Tela Toda ,57,NA,6,5,10x,5.80,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZETSTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=RVIneJ1w%2Bs5qjbMaWgtmilpLjvY%2Fdkov7m1Tf%2B802WHaYP09rwLYnOCQ0MJmJ4DaGGiTeZk5XgKJES9kiizK4W3AGoL0fAAps6569yTsRKQJFWZITN9QLrL%2Fts7csUC%2FYp3cwmHLy%2BqFFp5Q%2BXVsB94TAS3Jj39NamfakDpE9azCWmOldEtEh70KAlRMUBIAOtxYbz7RJolol27TIlZUN2c%2BJTKsIPzSa6bJO9oEMYsEknlbsmXoXkaIj0J5TQcYpWhNi%2FSHlQLAElnHUltH6YfN5vL1ptt52SslNI8EBacCHvbBOyQvhyFbGljzHaUnPpMbMSFRSDknrGZlRg16qX30%2F8WJNWUhaCALazIf5cx%2FmsluTxhO%2FXCaJH5v0b4ERXVKEtDFfFgTSKjZAOGk18XrGYfOImtBUZt1Xm10JlPCYjCccqOkOV7B4vFcCcqQ%2Fu8v9f0wHtzuO%2BhbGx8AAtdyXrqwF0MPu7RIcfkXSgILK7TqWbkpZoE5VLkjJDXW1XeoOJ%2BvrbfP4jP726vc4deB2BBGa%2Fb%2Fm%2BCRe6rRnMM%2BRFZNpA9gFk5oZO%2BPmvIzcTO9YOtHTtIW8etyc9%2BbLkQ9pN9Xvxm80POuI4lgKx0zxyQprPkU6jJggzvT7vkzEjOLTypSWITb9v570V4RUpvIO9MOJtgpJrKfVJtbQhy41gE1zgl81vzi5vtAn9o5Wz7XXdMS24QBVUIuRsfnNURAJBApJrvV%2BsBc4q%2FEavIWxp%2BUWdcNRVg%2BLObSIe5sgoJEY6LG%2B6IeWvGNqZbplgQca%2BdozuC4nSEOK4Uhah7bNANt8xToJGJHtpNA%2FcilC7vrz5DdeaSRxFD6hYuka%2BB76MGUb4H%2BchKlv1OcfyCAWoqHIVRuTymXC8VxUGzJFVp90OsYKUGCbl9HgSfwRUs8MqxtfeIL5oG8oGF7dLpikus3vgyojBQI2vqm%2Bm8sdmmH0UiHGn5hTEnyo%2Bs4NGQ16HGtyVwsDXjc37%2FBVZ8Mks%2F5jwEKIuUz7u3IE8mkRMYDQCvV6m3hJojeWvXrajvB5Mn6XEq4WVNFUu8gBxAGHoqZ0QQVsmxqXmMMtzvnYFlLI%2FyB55w1WdS3BEfI5rwBATFByxObmuIsrepiADpA6NWWIJNis3e6LynPwmH2b2guNnWHn9Frf2U2RK4FFlWRDjL8d8CoSmKfwSFAycx7%2BGOB2GPEuKH5O51y5TqM7tHIqeN1UdvOgPPViKvLetlXDGhO75mcd7op9MH8H3hEtwb7FanPTQnF0yLAAJOGSln6PIM5DJsCRGkYfUyJAI%2FlJlWtjOWNjXHuN54KDnLf1V5XWME2yvcxGyxI%2BCL9PXywt6izVIB1y2cTEnnkR5sWy%2BM%2BqNPr%2FS%2FgyJ1RtmNw2BCdN78o2mzTfhaYba1RaG2cXH1chOmIBwO9Lq3AJvMfvNgDtMzKAXreojggjvheYUped1xnq5PXToi4kCZhhDJzxOp3BFuNIMo1glGF6HThfaCwuXPA66WdyOMuwi3b7m%2FhA4O9KgswkVdo7lCBa63igQ0DpbD09QIb%2BhWbrDz%2BCbyl7yz7Ex0MPFtfpQ2J8Ptt2VRAopzIDuTLO4qK4xId9B7iXB0pThjHnH%2BtFw9ufj7fGlO2i0fkZBYksfBdd%2FRfBwwr%2B%2FmHQ3tl7xjzl2bTA%2FgC2X3hkgLreD7TfnFyqGug%2Bash5SzLWhBWieAt4wSttP%2FEiu6SAyiX9q4fcKDVg%2FoaOeVjLQ1QyR83gdouxvyJOssfsqB5XHVzpVIPtcm1Y4i5KhnLX%2ByCQqMWehMifUJV4dEuOLXB,NA,NA,NA,NA,NA,#1302422997,Apple,"Iphone 7, 8, 7 Plus, 8 Plus e X",Zet Store,Anti Impacto,Anti Shock,Silicone,NA
15, Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr ,8,NA,78,1622,1x,8.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DETUDOUMPOUCOBH,https://produto.mercadolivre.com.br/MLB-940134811-capa-capinha-case-iphone-6-6s-7-7-8-p-ultra-fina-casca-d-ovo-_JM?searchVariation=18638244501#position=15&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,NA,NA,NA,NA,NA,#940134811,Apple,Iphone,Silicone,Silicone,Silicone,Silicone,NA
16, Capa Capinha Anti Impacto Luxo iPhone 6 7 8 Plus X Xr Xs Max ,18,NA,612,18,3x,6.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,12,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1230329082-capa-anti-impacto-p-iphone-6-7-8-10-x-xs-xr-pelicula-vidro-_JM?searchVariation=37033346817#position=16&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,10,2,0,0,0,#1230329082,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone,NA
17, Capa Capinha Ultra Fina Fosca iPhone X 5s Se 6s Plus 7 8plus ,39,NA,17,196,6x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://produto.mercadolivre.com.br/MLB-1302720778-capa-p-apple-iphone-7-plus-8-plus-capinha-case-silicone-aveludada-dura-pelicula-3d-5d-cobre-tela-toda-_JM?searchVariation=42386079955#position=17&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,NA,NA,NA,NA,NA,#1302720778,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
18, Capa Anti Impacto P/ iPhone 5 6 7 8 10 X Xs Xr + Pel. Gel ,139,NA,9,3,12x,11.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/CAPINHASMARTPHONE,https://produto.mercadolivre.com.br/MLB-1145765448-capa-capinha-case-iphone-8-plus-spigen-rugged-armor-original-_JM#position=18&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,1,0,0,0,0,#1145765448,Apple,iPhone 8 Plus,Spigen,Rugged Armor,Emborrachada,Emborrachada,NA
19, Capa Capinha Case Flip Magnética iPhone 8 Plus ,49,NA,120,8829,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1204440894-capa-capinha-anti-impacto-luxo-iphone-6-7-8-plus-x-xr-xs-max-_JM?searchVariation=34758789527#position=19&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,2,0,0,0,0,#1204440894,Apple,iphone,gkk,capa 360,capa protetor,TPU/Policarbonato,NA
20," Capinha Case Anti Impacto Shock Silicone + Película De Vidro iPhone 6s, 7, 8, 7 Plus, 8 Plus , X E Xr Frete Grátis ",189,NA,1,9,12x,15.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPIGEN+BRASIL,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=CQX2vk2e2RfSpuDIoibuKnGUr0PE5BWycvDtG1YCea7ubkIXKUWFFoMOaNWoDteGnSuI5ugPy1DtguZUBGLlcpx4IeVHLY7AlfLVefYHffJ5tLDltCmWJa%2BtdT6ZMtGLZzOR%2BUWCbFt2UIm2BCP1hqVNQK1Uo0a9nX71ZL8BQ497CHKkRQrEAoKt1Eg8iG5EYtliKpiCof5UGGUncaqWDHY3c60Aucfbc98QavTpkyMq9qkWnuoJPObehMJanMxDX%2BGr%2FxWz7OE%2BODtybbtowBqE22OUcwHJ53OpFgBkhiyEpD0mZrDYAto66xZ2VSz7AX0IYX17CKwiZR%2BqnmhiIJ0ft9EUKiay8fVNNdrQmoQ9zluMX%2FbIa6UEbvoK91LyUA0mwrrTPtCpiRymjVibN7Uq9nDLcvAcvX2qWkDvGCvBKmKtTR1rV64WmXQ874Fp%2BpdLBlQVJU5gSnkWQ3qZihHIZSIBeKaLSE6tYV1wuYLb4Pv9wjEEZZ77hy7w8fOhusWYI4XNiAxKnqRXehb%2FeL3wZ%2B38YZR4KdxoKEWoP0SiRwCs%2B0lEb8Pn64iBX6YrPQNwVq0XV6YL5ViwcXVsclx55i5IFGHqyfAJ%2BWIr6jsG1i8vhEiW0l6gz481%2FCFozehqbRTyYxzJotqeyjYrukSY758%2BKuZVV4CEJHh%2FqDCzyvAw%2FuKQG6Cm%2F2ZHE%2BDsC%2FrS0WPRztl4%2B2ts6TKi29NvKd8R%2BR4wRKNysgQny8PMnLKNA9I5K1RnT48nUICVfC0v8KnHQXyTbK2jvbL4XuVxVu1v3O6ViTKJZL6VwSqoR0YA%2FhIl%2FqzR%2FadSNxgzNWpisLro5NA8x6ii1iyp42bwIXY4OQyf1ZdOK%2Bv5NnEu95e67GG41Nirn%2BLesCgUwSIlMdFBotxNIy87oUwZm12KzJEyMKOsAlqLK9KljORy9KjAwPuBkoLyEnTqDZmvwGGbxBnjZWnuutIzBaNApmnYXwdJsKQDiXcMPfBdl5BjR9ohTj3L9k7Lz4btHkpVSbJY76yW1StxtvjMF5YZh2%2BjQ%2Bw7kRH5%2Bb09wZmDL9MIkC57p%2BcIPvaeoIlUsAyb1YKsKKz7X%2FPOEcu51VJWatMZ0EttLm04ENhWUU0gRsEAIe6mcpMJvCnh7kM8AAtaCIiLVULdzUJY5hYJYXcXz8mhaumUSS3ArwmKh8Dl5R4GCO4n0o3SIHYwKqNzf8ZtZQ6J%2B31tuy687J0hmfth31PmtQzuwxqtZWi9enR4zTLgkzLxvSGwSKdrPprPJuuGZjYiIKOyOeVfTrOk%2B0d4Rpy51%2BFE6GBor%2BQcGyZfzxiDom2U9LlISnaVj0z4H6j0pNKHfnXDdPN5%2B8YovqdONLTUpF1mhxuYyC1ZoE%2FTQcgVOSIDMPy%2B%2BaHqQizRdGcvax68Os6su4N7IlpwUcqhOWrvIubZm7FNfcV%2F%2B9XJAMHbdkWcAgNVC%2FwByngoI30xabJK845QS7dS4LSy9OAX5TznE5c4m45CXo2OzGhCsAaX6jzsaC9xo8UtB0iSFG%2FGhudGqijNts0755RkZ%2BORjP9acO2jJabgnUGf5JizX4z8i8kyqjUoRkKn6%2FRUaz6YJ1ZnWkm13Mx64T0GAS5nYlIbkSOstiAcGzMch6EF3gux0XL6glDfJMylxW8FynTsBZT6MNrT6kt2%2Bs6Jco7rsAzXThKeHzDAykBtPhMBRQKuU%2BUxrrD%2Faum6jj8LCUal,NA,NA,NA,NA,NA,#1252228122,iPhone,iPhone 8/7 Plus,Spigen,Valentinus Wallet,Carteira,Couro,NA
21, Capa Capinha Magnetica Premium iPhone 7 8 Plus X Xs Xr Xsmax ,94,NA,8,2,12x,7.91,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAPINHASMARTPHONE,https://produto.mercadolivre.com.br/MLB-1136029586-capa-capinha-case-nillkin-luxo-iphone-8-plus-eton-case-_JM#position=21&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,NA,NA,NA,NA,NA,#1136029586,Apple,iPhone 8 Plus,Nillkin,Eton Case,Back Cover,TPU/Policarbonato,NA
22, Capa Capinha Case Rosa De iPhone 7 - Feminina ,13,NA,1775,28,2x,6.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,44,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1047637856-capa-anti-impacto-queda-iphone-5-se-6-6s-7-8-plus-xs-max-xr-_JM?searchVariation=26827542816#position=22&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,32,3,3,4,2,#1047637856,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone,NA
23, Capa Capinha Ultra Fina Fosca iPhone 7 Tpu Case Varias Cores ,79,NA,23,14440,12x,6.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1281943735-capa-capinha-magnetica-360-dupla-proteco-frente-verso-luxo-premium-moderna-iphone-6-6s-7-8-7plus-8plus-x-xs-xr-xs-max-_JM?searchVariation=40985073685#position=23&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,NA,NA,NA,NA,NA,#1281943735,NA,NA,NA,NA,NA,NA,NA
24, Capinha Capa Anti Impacto iPhone 5 Se 6 7 8 Plus X 10 Xs Xr ,64,NA,6,1,12x,5.41,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAPINHASMARTPHONE,https://produto.mercadolivre.com.br/MLB-1132500213-capinha-ultra-fina-iphone-8-plus-nillkin-nature-tpu-original-_JM#position=24&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,NA,NA,NA,NA,NA,#1132500213,Apple,iPhone 8 Plus,Nillkin,Nature TPU,Emborrachada,Silicone,NA
25, Capa Capinha Tpu Ultra Fina Iphone7/7plus/5/se/5s/6 8 Barata ,19,NA,381,20,3x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1056485759-capa-anti-impacto-p-iphone-5-6-7-8-10-x-xs-xr-pel-gel-_JM?searchVariation=26828489024#position=25&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,6,1,0,0,0,#1056485759,Apple,Escolher no anúncio.,H+,TPU,capinha de silicone,Silicone,NA
26, Capa Capinha Case Nillkin Luxo iPhone 8 Plus - Eton Case ,54,NA,216,7638,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,6,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213999114-capa-capinha-magnetica-premium-iphone-7-8-plus-x-xs-xr-xsmax-_JM?searchVariation=37715721002#position=26&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,3,0,1,2,0,#1213999114,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
27, Capinha Ultra Fina iPhone 8 Plus Nillkin Nature Tpu Original ,57,NA,6,4,10x,5.80,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZETSTORE,https://produto.mercadolivre.com.br/MLB-1302422997-capinha-case-anti-impacto-shock-silicone-pelicula-de-vidro-iphone-6s-7-8-7-plus-8-plus-x-e-xr-frete-gratis-_JM?searchVariation=42367219732#position=27&type=item&tracking_id=3760495d-e802-4b24-beab-c64ca3ce721a,NA,NA,NA,NA,NA,#1302422997,Apple,"Iphone 7, 8, 7 Plus, 8 Plus e X",Zet Store,Anti Impacto,Anti Shock,Silicone,NA
