search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo,Color
1, Casco Moto Ls2 Ff324 Abatible Metro Evo Blanco ,129.99,NA,34,5,12,10.832,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466453148-casco-moto-ls2-ff324-abatible-metro-evo-blanco-_JM#position=1&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,2,0,0,0,0,#466453148,"L,XXL",,LS2,EVO,FF324 METRO,Rebatible,NA,NA
2, Casco Moto Ls2 Ff324 Abatible Metro Evo Amarillo ,129.99,NA,45,10,12,10.832,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464711147-casco-moto-ls2-ff324-abatible-metro-evo-amarillo-_JM#position=2&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,2,0,0,0,0,#464711147,Amarillo,"M,L,XL,XXL",LS2,NA,FF324 METRO EVO,Rebatible,NA,NA
3, Casco Moto 4rs 168 Sun Visor Certificado Dot Abatible Flipup ,44.99,NA,293,237,6,7.498,NA,Envío gratis a todo el país,NA,NA,4.6,23,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-438976101-casco-moto-4rs-168-sun-visor-certificado-dot-abatible-flipup-_JM#position=3&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,17,3,2,1,0,#438976101,Negro opaco,"XS,S,M,L,XL",4RS,NA,168,Rebatible,NA,NA
4, Casco Moto 4rs Mx Enduro 166 + Antiparras On Motocross ,57.99,NA,95,60,6,9.665,NA,Envío gratis a todo el país,NA,NA,5,7,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-439510792-casco-moto-4rs-mx-enduro-166-antiparras-on-motocross-_JM#position=4&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,7,0,0,0,0,#439510792,VERDE / ANTIPARRA VERDE,"TALLA XL,TALLA M,TALLA L",4rs,NA,166,Cross,NA,NA
5, Casco Moto Oneal Challenger Crank N +lente Interior+pinlock ,74.99,89.990,36,9,12,6.249,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/REBELSPORTS.CL,https://articulo.mercadolibre.cl/MLC-478913019-casco-moto-oneal-challenger-crank-n-lente-interiorpinlock-_JM?searchVariation=33417105645#position=5&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,2,0,0,0,0,#478913019,Negro,"S,L",O'Neal,Challenger,Crank,Integral,NA,NA
6, Casco Moto 4rs 128 Black Edition Multiproposito Norma Dot ,47.99,NA,87,70,6,7.998,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-441881572-casco-moto-4rs-128-black-edition-multiproposito-norma-dot-_JM#position=6&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,4,0,0,0,0,#441881572,"S,M,L,XL",,4RS,NA,128,Integral,NA,NA
7, Casco Moto Ls2 Ff352 Negro Matte ,52.99,NA,157,26,12,4.416,NA,Envío gratis a todo el país,NA,NA,3.8,6,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461026560-casco-moto-ls2-ff352-negro-matte-_JM#position=7&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,2,1,3,0,0,#461026560,"XS,S,M,L,XL,XXL",,LS2,NEGRO MATTE,FF352 ROOKIE,Integral,NA,NA
8, Pack 2x Casco Moto Abierto 4rs 537 Verano Certificado Dot ,29.99,49.990,50,6,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-473556472-pack-2x-casco-moto-abierto-4rs-537-verano-certificado-dot-_JM#position=8&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,NA,NA,NA,NA,NA,#473556472,NA,NA,4RS,NA,537,Rebatible,NA,NA
9, Casco Moto 4rs 125 Motocross Enduro Juvenil Full Color Dot ,37.99,NA,74,57,6,6.332,NA,Envío gratis a todo el país,NA,NA,5,5,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-446124740-casco-moto-4rs-125-motocross-enduro-juvenil-full-color-dot-_JM#position=9&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,5,0,0,0,0,#446124740,"XS,S,M",,4RS,NA,125,Cross,NA,NA
10, Casco Moto Ls2 Ff352 Touring Negro Blanco Rojo ,52.99,NA,36,15,12,4.416,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466354444-casco-moto-ls2-ff352-touring-negro-blanco-rojo-_JM#position=10&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,1,0,0,0,0,#466354444,"S,M,L,XL",,LS2,Touring,FF352 ROOKIE,Integral,NA,NA
11, Casco Moto Ls2 Mx436 Pioneer Element Negro Titanio Matte ,134.99,NA,28,18,12,11.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461069835-casco-moto-ls2-mx436-pioneer-element-negro-titanio-matte-_JM#position=11&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,NA,NA,NA,NA,NA,#461069835,"M,L,XL",,LS2,ELEMENT,MX436 PIONEER,MULTIPROPOSITO,NA,NA
12, Casco Moto 4rs 09b Gear Rojo Integral Con Sun Visor Dot ,38.99,NA,31,58,6,6.498,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-445142214-casco-moto-4rs-09b-gear-rojo-integral-con-sun-visor-dot-_JM#position=12&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,4,0,0,0,0,#445142214,"M,L,XL",,4rs,NA,09b gear red,Integral,NA,NA
13, Casco Moto Armad 813 Negro Cert Ecer + Mica Iri Azul Luz Dia ,49.99,71.990,34,234,6,8.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-446124431-casco-moto-armad-813-negro-cert-ecer-mica-iri-azul-luz-dia-_JM#position=13&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,1,0,0,0,0,#446124431,"S + mica azul,M + mica azul,L + mica azul,XL + mica azul,XXL + mica azul",,ARMAD,NA,813,Integral,NA,NA
14, Casco Moto Integral Deportivo Ls2 Ff352 Negro Opaco ,53,NA,35,2,6,8.833,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=ziwMitBH6%2FL9qKC1zI5cO%2Bu7wHO%2BrnbUl9fS5xRkp3jDsy1Ii8G8rZa32VTnZjUiDIxevoMlQV8Z1TYXXTPwOCKrazeRLT%2FfLLjP3QRddpbzUWN5%2FSt8mBnd8xbJigJSm6KvVHuSDQmU9x7dgaWUoZYUw6DdvWfPoezHa4lXd6T7W0YefDWKGSSiYS%2BFIrf7tfb8pMmG6SmnHi5Fhm8mRIglf0wUCTz5FNcbHhqgx%2FyJD520gGHydjvaK5kwyXE5huM012AVI3r4%2F%2BXplh6W4oqQAmvEu7H2USz7qynLszzdY78nJUYc5jJh27Wi7jbY4%2FTCvYkvJvEjY%2Fnai2owB6j5znIOJ%2FP2pp7bQfqyJl4z7Fl6thIik2w%2BJuSeicZiJedL9dLAKH%2BBlIsJMLgB%2Fjy9OJRgBd0TuJjegAsIkR3rmHZ2oyyVJ52OaMMyliOidGhk9CTal%2B9zEqI43apv%2BH%2BIAfwCALIqc7gf00YfeTNxKUNfXSCTNM1MdX8YQjubHc%2F5ZMddcsXXausRDWflzb9NzS%2F7hdjp97kfh3u%2FZarGMjLqUo%2BTTWUQMJ994%2F1n8LQX1e%2F87hD3Q2w2LG5E%2BVdUFQfwQvBnQHgZC38uOX5DUJ1Qt1N%2FKRAP8Qn1n1HyiqVJWkDWBwKChxg4noPLFNUyC3kXB2VSJvizmWmyNPiwydHGnZharRh2lB383ozcMSy1PhJ1lk7%2BGBG5zm0uNRGquWMVGX%2FvHmECQFChGAS2SR%2BWxNviehIflfdTQuQqlFvSb9Yj0D%2FYjfZdxnnNpRzy%2BFNZcC2um%2BkypQDY80qU3%2FqmRl%2FQLaGWrZZkk9YlD%2BNLu%2FKOcImISQ3JlCn%2FR83ybOIBHdap%2FlO%2BNKvF3RATsEvxUgWcoW2FkuRh0wy4HsAHc7k8r%2BYKEzLbFLsQm8L6LaOB6bof0SPRG%2FaoC7ciZ3wR0gymcdg0JFeWFB4ecc5U83JxaIjfp8xPmrCUMXUvd6pyUpJij6V0qPfCG44P8wqyATbrVXbnILqPyUtZWWzq9tlQtovPSgmArtC5Y%2BkqNJVYc9i%2FFYRt%2FkeyQc0%2Baz%2FX5PTmXyacdpf6c0uqkF8j0cfo9tYYFXTowLfy%2Bp5bsm4DZ54iXBm8o96%2FMECj2vKJfmkzdWgaU3OjTAneZPX9xXSxgThLKzV%2FJIg8KEgjhpLj0RQrOgDfNh7OOYJtCIG6Q8MvRXTfG7QOdsJObie%2BdKyfoyxRdkTRv7o37pQDuz7Cjrq%2FVvUGFZXqN%2B94BD0iklnMd7%2F1URrm7Kip5Gi9zoCJevMxbGS88QLvbBNV9PRjCKqohbxe2WU%2FQ43BNkT0nmZY5r1LQWghvJJDoJHBPSS%2FcV5Rx%2FlzbISKQ%2FwXHs%2FDWfoVOHqR03HrrwIqnMSdQLRTWI0iIDqTbtPm4SHzxQQv0KIIiyx21%2F%2BsUD3fI2wUm%2BHyQA6jEBn0zxFD42NxOjrY7JtEO3i8gim%2FUZ104DxFyNKJCvqNnXn8uj7Re2if43DqPRDjXMRF4%2BpjxzjvJnlKEG1MVG24v3z0G8Hf5tnIVEk%2BZH%2BbziCPxCu2aDOBhrmyB5kfMGscCuqVKxULPcf1BTVHeMJd8Y7rVqa2I%2FdXjXiJfiP7rI3wOWfpeyJn78vz34K2RuDyq0AQwBJhfknyqIoTxhaL2kcZrR7Udd28aLs%2BX1dxltfXEXSvvk3KINU4xfXqLGvXzACT7WgsViZHkzlhPQSnNC1lW6WIXkul7IKIImmNQAyoHXMMnKczs5HIrV0R1unTc5jaqXibKvixdejZ27Atych%2BJUY2eAAmuheU4k4VZV7TcGAcaQvtWA9gl8BP0H%2B5rroD7MzvOftBxfeDslsdeq2IBQ5iSRe101jn7A%3D%3D,3,0,0,0,0,#448234389,NA,NA,LS2,NA,ff352 NEGRO MATTE,Integral,NA,NA
15, Casco Moto Ls2 Ff370 Abatible Milan Negro Amarillo ,89.99,NA,17,8,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-480650256-casco-moto-ls2-ff370-abatible-milan-negro-amarillo-_JM#position=15&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,NA,NA,NA,NA,NA,#480650256,Negro/Amarillo,"S,M,L,XL",LS2,NA,FF370,Rebatible,NA,NA
16, Casco Moto 4rs 128 Multiproposito Black Red Certificado Dot ,46.99,NA,93,30,6,7.832,NA,Envío gratis a todo el país,NA,NA,5,15,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-441722898-casco-moto-4rs-128-multiproposito-black-red-certificado-dot-_JM#position=16&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,15,0,0,0,0,#441722898,"M,L,XL",,4RS,NA,128,Integral,NA,NA
17, Casco Moto Shoei Gt-air Swayer Tc5 ,294.99,369.990,8,8,6,49.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-452087085-casco-moto-shoei-gt-air-swayer-tc5-_JM#position=17&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,NA,NA,NA,NA,NA,#452087085,TC-5,"S,M,L,XL",Shoei,NA,GT-Air,NA,NA,NA
18, Casco Integral Ls2 Ff 352 Star Negro Gris Matte ,52,NA,4,NA,6,8.667,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=4c%2F4DnYfvnEUAHj0mpqjH9rgkFof5ztWbnZAqfytKv99UawEBGFt4Y%2F7YuNNV5HfTmsdawZL%2BQ1MZ%2BJAvFbK1KGDE6eOY0UImdxB%2BB600n2hnf6z0z0EZPUW2qfq8aXYzM4XD28erweq%2BMZsPFqr9HKxDcohsjjIJBxJLFeVgJKhAx7XDWNit%2Bw02hNxwbv2Um5fWTDhQmsjZG6oZaNSENR3jfD7%2FkqSgoJvSRv2TR383NaI4K9g7vKwd9dCTIxNN%2BnKoaun1ViJwF3%2BaWb3VmK5wTJNt0p6w4VnkvNNnE87fo3FFc8KEyMHxGVhdDzcrzcw6bwNniKOmiHiuPHunNzKPaRs%2BUwaOJKqVWBiBEQQo8MSOQg%2Flk7myaCooKy5sarn9wEOQcMAWhXKF9myQPDJhEN14lQmSTtlAx%2FXN9Ruiju1INFCEegbhG12kGSYg9As5Cqrd%2FijuMuwbikZrswA8w43THN0%2BCxMzGabaVCkTmObwrcr89yQx7BzvYUCwoIT5pXhz3hyECanA1ILYJO2tIpoTsK0ccagRwUok2q3y7znylHsM1IP2WMBAkjcfV2%2B1p%2FHuRjCdrwgZqrND%2Bk93BDAMSigS%2Fx3FtrxPnOknSpUKnOj65VWW0aSzKp8gMSHc9rmSWSCmIIsCX56RGDaAaDOMtxUpt9xCNWwLuBtXfDW2qGg4p6wzXxZmzIiqUSpsXjJjY5BKWJ6btj0S%2FiNU2E7uzdG7mHlqD%2FQ87FEPZEX8Sl8jb6U4%2FNBYKCibPb7OUEMLsbDcowGIF1xrtQYgrxoVlS88NJQ5dK4wHzaFOG%2FAjUWbZzX75%2FW7vGBBV1kT%2BTElQNwOsRKpIOgRMZgmMdrKPKlVXQFNZpMRDl8sM67tVQgo2KsFw%2FWkDvOa5l2tSeN8T0MYPiZhnZwW4ojf6hr9N6WTOFmr1%2BNDZsRuP%2BU7u0BbCXHt7QdYavbOxTYd5geKJrnEYM286u1QzX6g7lU72hXkJLTKiRHyEhMue%2BPbTgNc7OR23cPSG4lujCR1MUHXa%2FpsK%2FKu%2FujUK%2BwpXn3DZWRdbZYWbPOb6V2oNM3gM8aBS%2BfS10t%2FdE9xgJA%2BmFP2BQtlnmq3J0ZaTQHm7rtu0U73zNuLTwFf2UAX4FqnKLabAJlleY4aGl1cakyPltR4yfnzOjX8Z5Ylcg8zL3HssmMnitFmfp5sj4YaeJe9AeThdGEdUWODL8%2BhYvPWINKIFhs4RURyt1oM1cIeGQeGKqzhKPM8x1Tx8qsX3LNGZvAlXffOWOiSnwsllm7S4H6jWaG3Ytb9UMKdQDtCMBYvE%2B%2F6flghs39FOYaekxnEA1N22KYQXwxHkc%2BaNXiik60IXBfIjRtuLddM592KWN4So0g3LseJwAGE%2Fm9FG8T0K%2BEszcIsg29QHTpySDvgp4X9ZKa9FDO74FSEAC1e8IFUzcpolQywRwwncWaOiF4XWsMFpFQoc4ecfb2YwhEZJ19lf7K53tubylkKLfKiNLXfpVrQQBd9gVvb%2BYKFIj24ZClehs%2FoFuYoMHO5gM3UuOhVrW4rUrBZCah2c7xiHg9UUnTrFm0F26UEfNRuGPFyiq43cWEU2i%2FASdOL8sH9Z9MselgeK%2B5i1NKfefE%2FeO%2BSmbsfzKa0uoz5tXhT7zX2umn6mHvJliTA9fI9Hfdvb76MR4Qkcz5tKpXaxibFeMCWoV85xtKfEdxBcR69NCilOg%2Btl4nQx66QUy820bhMUCrFiZLR%2FQ0Fg1cVODZCNj%2BxCV2iRIXQPxLSYDhV22gBPbGDibUWw6Y7YPNK%2FVw4YZ67jJW89b0D2Ed2Ojk87PeEYsHhW%2BaEppte5OcKlUVV0I9azJE36xnFSCCv%2BxtOQIk,NA,NA,NA,NA,NA,#465832999,NA,NA,LS2,352,FF352,Rebatible,NA,NA
19, Casco Moto 4rs 09b Gear Purple Integral Con Sun Visor Dot ,38.99,NA,34,58,6,6.498,NA,Envío gratis a todo el país,NA,NA,5,6,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-440296197-casco-moto-4rs-09b-gear-purple-integral-con-sun-visor-dot-_JM#position=19&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,6,0,0,0,0,#440296197,"XS,S,M",,4rs,NA,09b,Integral,NA,NA
20, Casco Moto Shoei X-spirit 3 Marquez Motegi 2 Tc1 ,649.99,NA,2,5,6,108.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-461163067-casco-moto-shoei-x-spirit-3-marquez-motegi-2-tc1-_JM?searchVariation=24694949950#position=20&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,NA,NA,NA,NA,NA,#461163067,TC-1,"L,M,S,XL,S,M,L,XL",Shoei,NA,X-Spirit III,Integral,NA,NA
21, Casco Moto Armad 606 Multiproposito Norma Ecer 2205 ,74.99,NA,41,12,6,12.498,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-440296538-casco-moto-armad-606-multiproposito-norma-ecer-2205-_JM#position=21&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,4,0,0,0,0,#440296538,"S,M,XL",,ARMAD,NA,606,Integral,NA,NA
22, Casco Moto 4rs 168 Abatible Con Sun Visor Venom Red Dot ,44.99,NA,35,57,6,7.498,NA,Envío gratis a todo el país,NA,NA,4.6,7,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-441007009-casco-moto-4rs-168-abatible-con-sun-visor-venom-red-dot-_JM#position=22&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,4,3,0,0,0,#441007009,"M,L,XL",,4rs,NA,168 venom,Rebatible,NA,NA
23, Casco Moto Tipo Depredador Certificado Dot Con Luz ,199.99,NA,51,3,6,33.332,NA,Envío gratis a todo el país,NA,NA,4.8,6,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-439930838-casco-moto-tipo-depredador-certificado-dot-con-luz-_JM#position=23&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,5,1,0,0,0,#439930838,NA,M,NA,NA,Depredador,Integral,NA,NA
24, Casco Moto Ls2 Ff325 Abatible Strobe Zone Negro Amarillo ,99.99,NA,42,14,12,8.332,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464625811-casco-moto-ls2-ff325-abatible-strobe-zone-negro-amarillo-_JM#position=24&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,3,0,0,0,0,#464625811,"M,L,XL,XXL",,LS2,ZONE,FF325 STROBE,Rebatible,NA,NA
25, Casco Moto Armad 710 Jet Negro Mate Certificado Ecer2205 ,45.99,NA,20,5,6,7.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-440632933-casco-moto-armad-710-jet-negro-mate-certificado-ecer2205-_JM#position=25&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,1,0,0,0,0,#440632933,"S,XL",,ARMAD,NA,710,Abierto,NA,NA
26, Casco Moto 4rs 588 Italia Bobber Con Sun Visor Cafe Racer ,29.99,43.990,15,79,6,4.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-464696922-casco-moto-4rs-588-italia-bobber-con-sun-visor-cafe-racer-_JM#position=26&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,1,0,0,0,0,#464696922,"M,L,XL",,4RS,NA,588,Rebatible,NA,NA
27, Casco Moto Ls2 Ff352 Touring Negro Gris Blanco Matte ,52.99,NA,22,32,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466355098-casco-moto-ls2-ff352-touring-negro-gris-blanco-matte-_JM#position=27&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,NA,NA,NA,NA,NA,#466355098,Blanco,"S,L,XL,XXL",LS2,Touring,FF352 ROOKIE,Integral,NA,NA
28, Casco Moto Abatible Ghb 158 Linea Negro Amarillo ,36.99,NA,21,11,12,3.082,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-479287370-casco-moto-abatible-ghb-158-linea-negro-amarillo-_JM#position=28&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,1,1,0,0,0,#479287370,Negro,"S,M,L,XL",GHB,NA,158 Abatible,Rebatible,NA,NA
29, Casco Moto Ls2 Ff324 Abatible Metro Evo Negro Matte ,129.99,NA,21,20,12,10.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-465996876-casco-moto-ls2-ff324-abatible-metro-evo-negro-matte-_JM#position=29&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,NA,NA,NA,NA,NA,#465996876,Negro,"M,L,XL,XXL,XXXL",LS2,EVO,FF324 METRO EVO,Rebatible,NA,NA
30, Casco Moto Ls2 Ff399 Abatible Valiant Avant ,269.5,NA,11,1,12,22.458,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464704423-casco-moto-ls2-ff399-abatible-valiant-avant-_JM#position=30&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,NA,NA,NA,NA,NA,#464704423,NA,XL,LS2,NA,FF399 VALIANT AVANT,Rebatible,NA,NA
31, Casco Moto Cafe Racer 4rs 588 Con Sun Visor Certificado Dot ,29.99,43.990,85,40,6,4.998,NA,Envío gratis a todo el país,NA,NA,4.9,8,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-443922843-casco-moto-cafe-racer-4rs-588-con-sun-visor-certificado-dot-_JM#position=31&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,7,1,0,0,0,#443922843,"L,XL",,4RS,NA,588,Integral,NA,NA
32, Casco Moto Ls2 Ff325 Abatible Strobe Negro Matte ,99.99,NA,18,24,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461028633-casco-moto-ls2-ff325-abatible-strobe-negro-matte-_JM#position=32&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,NA,NA,NA,NA,NA,#461028633,"S,M,L,XL,XXL",,LS2,NA,FF325 STROBE,Rebatible,NA,NA
33, Casco Moto Abatible Ghb 158 Chroma Negro Gris Rojo Matte ,36.99,NA,26,13,12,3.082,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-465145668-casco-moto-abatible-ghb-158-chroma-negro-gris-rojo-matte-_JM#position=33&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,3,0,0,0,0,#465145668,"S,M,L,XL",,GHB,NA,158 Chroma,Abatible,NA,NA
34, Casco Moto Oneal Serie 7 Strain Teal 2019 Motocross Enduro ,74.99,99.990,21,4,12,6.249,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/REBELSPORTS.CL,https://articulo.mercadolibre.cl/MLC-475329169-casco-moto-oneal-serie-7-strain-teal-2019-motocross-enduro-_JM#position=34&type=item&tracking_id=4d1b3b2a-a8c1-4996-891a-249d94b171bf,1,0,0,0,0,#475329169,NA,NA,O'Neal,NA,Serie 7 Strain,Cross,NA,NA
