search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo,Color
667, Personalidad Motocicleta Casco Soman515 Iron Man Full Face ,48.532,NA,0,500,12,4.044,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASATECNICACL,https://articulo.mercadolibre.cl/MLC-496871335-personalidad-motocicleta-casco-soman515-iron-man-full-face-_JM#position=34&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#496871335,NA,NA,No Brand,NA,No model,Abierto,NA,NA
668, Casco Integral Moto Abatible Negro Mate Doble Visor. ,44.99,NA,0,30,12,3.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/JIACHENGLIU,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=qpkQajti1k8q8klSv5el8ZJGC4R2B7Y2CiBGue5G4Ab4k%2B5GdCdcA9hdbu9hrpuV%2FkrrtOH7WbxNqYoutZbSO8kqhxRtbAslPrbESTC9SiOeKY29VrEpbYAvvmqvMcwf3D7mnt1yLY3zdP9RQszhJRTwOHorvhXJv5ihPBdE3ECyMD1M%2ByuuQJ7FaFM6LRtXIu0s6%2Bmh9bGZPdXsnk5FaGERzQ8eOhdtztI29PYBVWvjQ3wPp85VH3FWmQHzLBJeV%2Btw1YOpZWD02ptlKanmbTQlTa5VQiS1BEB4taqZqlIT9W5E004usfsGOyMe8GLEbEIdwO73kv73ONPHyRaSPbcUk2pR7e6K7CxDoN91%2FzOVCasfsRMv99vCeugmcNwtj4Ryud2tvpzGXwTzXfA59Yeoi7JAeM1Zs6m%2FPnv7DCiQKUCaB6DcdgkBDqNCIjrL3KaRhtlwsz92Ue8XeDg2u994OXk0zxKXB7iCzs6pM7yjdok7UHwQwlHwbnFdYdzj9vPYTUIjsI1kS0984%2BBSOTTNUPbdrp6Xj8XcoNytIQuddVsvP%2BP9icmtZ%2Fd37wjumMtFIXmzosiiThyvZ3BCUA8R2mfXK9V82cZug5rUHMNSnms0NDNjAPCtwkKrfdqLKpaTLffsQ9DXcWmrv%2FmEr%2BHNjpzh0QAbBD6ll%2BstapiJzEoUB6%2FN1NvvWCFiPf3OnxJaHxeJ5LE2tMUGZdsFBzgO8EVFMRyvq%2BR3m6TwX1isKhNRyw5HcoNHFldDa1uGAvNnvVSCfAkgkBPVzOyO690ORmsBhpginMxrVmrcWUAYsdTn6W7fhMkcaPFYY9lA%2BGDwlz7NchuRKdbs%2BBPSE1NAciSNltaVZf2O2crcsbadE55kzQWnXkdADBgGoTcO0r1RROcSYcnhpUilLXBsEuqPr%2BUxzq072hYU%2BEq3oyokl%2FJX2DJRF%2BGruZ3u8Y%2FmZ6POEQFR0YSY1QgYdLVSCsVkYb73r0Op1iRHEJ6ED9WqPGN%2BfpCmC239VupHxu%2BrLiEcfo595aq%2BaJw5HLngIj8aCES8GlyuqY1CviEWsZDE8DsPHKxq9G2PsJWtOVFwX1iGi%2B%2FL1pd7wRiiAULT%2FkR0Sh4xQ5cTmRTUdGXkMs0bxPgeIfTaQw0xNHHxZ1aHzQC9iE0iVxM8Kw9dnV8yUwsAEt9YRrQ1d7B3QIT90hAF8PDrk%2Fyp3tt4ydkAYwizt5ShYdGA7I4eufAVAZccQGYioNlCIUBW8y87LWhV4IbfrVMvQqAyMIm0Ko8g1UyKiWo4AkRV%2FA6CNLstm1CvZoSC%2FN5RfnV98FtR7JdLtYzq7rRRM%2BcHUphRw7LEnepobRJkZIBJM6otgcKc1PZzJe1S16OCtA5z5NKopTOEVa6VykuAw2Qoqa2QM0EMecH%2BUDr1wDtMfcUECoXpmwqNamLXELV1s0iMpbxlsHVwEkqxoRHh4ysVgYURnzpmNfJgvOL1kF7RbbdSm0FZazC3JTRU8erGZOfzX%2Br6PNDmPGmrYqYMRp%2FGyHypOKj46nwApw5fgstg8wPx3pz%2FL8ZdPykHMvlgMSM3XbspFVQ3v%2FlN3Kkn4L0XqcFt4FQJiROsdVt9H2s8yxjbbo4kJ1aT9PnNY2TPXY12us%2FpQHJsYEMK3TrbfT%2FXQQFj5gHdMkcTKnIVbwtgBn3L0tBSJtUzz1%2FnbG36vkFQGEI6fE9uFduFrXl93VRM%2Fi5K%2FFAs9sk2w7M6zlBkERRAmkfHa%2BsOaOe15DH7Rs40mvTWEK2EV50wmLPJQBiLS51NygiUltBFLIbWqiuU2nYwv0B9r61dROXcCc25ki99dJ8xFAgxgJzZmkWHbuJ3OKi%2BhQ2Rq90Ir4f9hHE%2FXQmASP2saZfapHaGJ76JNHYZf48yulk3Qk1F0%2BUZOnR5FPE0G%2BU%3D,NA,NA,NA,NA,NA,#501799236,Negro mate,NA,JC Helmet,NA,NA,Integral,NA,NA
669, Cascos Moto Y Deportes Motor Mx-9 Mips Bell ,259.094,NA,0,100,6,43.182,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPREONLINECHILE,https://articulo.mercadolibre.cl/MLC-480528597-cascos-moto-y-deportes-motor-mx-9-mips-bell-_JM#position=36&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#480528597,NA,NA,Bell,NA,MX-9,NA,Rebatible,NA
670, Casco Moto Marca Airoh Modelo Valor Calavera Bone Talla Xl ,125.9,NA,0,1,6,20.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUNLOPCHILE,https://articulo.mercadolibre.cl/MLC-486833640-casco-moto-marca-airoh-modelo-valor-calavera-bone-talla-xl-_JM#position=37&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#486833640,Bone Matt,NA,Airoh,Valor,Valor,Integral,NA,NA
671, Casco Moto Integral Arex 807 Amarillo Fluor Brillante ,55,NA,0,29,6,9.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475822266-casco-moto-integral-arex-807-amarillo-fluor-brillante-_JM#position=38&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#475822266,NA,NA,Arex,NA,MR 807,NA,Rebatible,NA
672, Casco Moto Abatible 2 Posiciones Posh - Envio Gratis ,29.99,NA,1,1,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TYDSTORE,https://articulo.mercadolibre.cl/MLC-496108351-casco-moto-abatible-2-posiciones-posh-envio-gratis-_JM?searchVariation=40003022066#position=39&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#496108351,"Naranja,Rojo","XL (61-62cms),M (57-58cms)",Posh,NA,Abatible,Rebatible,NA,NA
673, Casco Moto Shiro Sh-881 Motegi Blanco ,59.99,64.990,1,12,6,9.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-452034401-casco-moto-shiro-sh-881-motegi-blanco-_JM#position=40&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#452034401,Blanco/Negro,"S,M",Shiro,NA,SH-881,Integral,NA,NA
674, Casco Moto Integral M-61 Mandibula Rojo Morado Rosa Mica Tin ,31.5,NA,0,15,12,2.625,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-479006127-casco-moto-integral-m-61-mandibula-rojo-morado-rosa-mica-tin-_JM#position=41&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#479006127,Negro,"S,M,L",GHB,NA,M6.1,Integral,NA,NA
675, Casco Motocicleta Bell Qualifier Black Gold ,89.99,NA,0,5,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463458780-casco-motocicleta-bell-qualifier-black-gold-_JM#position=42&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#463458780,NA,NA,Bell,NA,Qualifier,NA,Integral,NA
676, Casco Moto Niño V1 Matte Black Negro Fox ,124.99,NA,NA,5,6,20.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPATRAIL?brandId=287,https://articulo.mercadolibre.cl/MLC-473486734-casco-moto-nino-v1-matte-black-negro-fox-_JM#position=43&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#473486734,NA,NA,Fox,V1,Matte,NA,NA,NA
677, Casco Moto Jiekai Abierto Cara Carreras Equitación ,10.807,NA,0,20,12,901,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VICAMSTORECL,https://articulo.mercadolibre.cl/MLC-479540575-casco-moto-jiekai-abierto-cara-carreras-equitacion-_JM#position=44&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#479540575,NA,NA,Jiekai,NA,JK-512,NA,Abierto,NA
678, Casco Moto Shiro Sh-821 Fuji Plata/am.fluor Mate ,49.99,62.990,1,11,6,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-456663656-casco-moto-shiro-sh-821-fuji-plataamfluor-mate-_JM?searchVariation=24004716218#position=45&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#456663656,Amarillo,"L,M,S,S,M,L",Shiro,NA,SH-821,Integral,NA,NA
679, Casco De Motocicleta Agv Ax-8 Evo Naked Road Helmet (carbon ,464.101,NA,0,99,6,77.350,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478239565-casco-de-motocicleta-agv-ax-8-evo-naked-road-helmet-carbon-_JM#position=46&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#478239565,NA,NA,AGV,NA,AX-8,NA,NA,NA
680, Casco Moto Ls2 Ff352 Gold Negro Gris Plata ,52.99,NA,NA,3,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-481494066-casco-moto-ls2-ff352-gold-negro-gris-plata-_JM#position=47&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#481494066,Negro/Gris/Plata,XL,LS2,NA,FF352 Gold,Integral,NA,NA
681, Casco Moto Mx Ghb 818 Jr. Rosa. ,34.75,NA,1,14,12,2.896,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-464901144-casco-moto-mx-ghb-818-jr-rosa-_JM#position=48&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#464901144,"S,M,L",,GHB,NA,818,Cross,NA,NA
682, Casco De Motocicleta Shark Helmets Drak Blank Matte Black (l ,384.354,NA,0,99,6,64.059,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478242918-casco-de-motocicleta-shark-helmets-drak-blank-matte-black-l-_JM#position=49&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#478242918,NA,NA,Shark,NA,Drak,NA,NA,NA
683, Casco Moto Shoei Hornet Adv Navigate Tc5 ,479.99,NA,NA,4,6,79.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-452184381-casco-moto-shoei-hornet-adv-navigate-tc5-_JM?searchVariation=18421523060#position=50&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#452184381,TC-5,"TC-5 - L,TC-5 - M,M,L",Shoei,NA,Hornet Adv,NA,NA,NA
684, Hjc Pinlock Auriculares Con Accesorios Casco Motocicleta Ca ,52.915,NA,0,2,12,4.410,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPICEIMPORTSCL,https://articulo.mercadolibre.cl/MLC-479750924-hjc-pinlock-auriculares-con-accesorios-casco-motocicleta-ca-_JM#position=51&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#479750924,NA,NA,HJC Helmets,NA,NA,NA,Integral,NA
685, Casco Moto Ls2 Ff320 Stream Evo Trepid Azul Neon ,89.99,NA,NA,25,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-480111340-casco-moto-ls2-ff320-stream-evo-trepid-azul-neon-_JM#position=52&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,NA,NA,NA,NA,NA,#480111340,Neon,"S,M,L,XL,XXL",LS2,NA,Integral FF-320,Integral,NA,NA
686, Casco Moto Armad 813 Full Face Certificacion Europea Ecer220 ,53.99,75.980,18,150,6,8.998,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-441728056-casco-moto-armad-813-full-face-certificacion-europea-ecer220-_JM?searchVariation=42269648798#position=53&type=item&tracking_id=bce502d1-ecd4-48b1-839f-ef5b961b3945,2,0,0,0,0,#441728056,Naranja,"M + VISOR AZUL GRATIS,L + VISOR AZUL GRATIS,XL + VISOR AZUL GRATIS,S + VISOR AZUL GRATIS,XS + VISOR AZUL GRATIS",ARMAD,NA,813,Integral,NA,NA
687, Gancho De Aluminio Para Volante De Moto Permite Colgar Casco ,5.99,NA,0,4,6,998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-455662865-gancho-de-aluminio-para-volante-de-moto-permite-colgar-casco-_JM#position=1&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#455662865,,NA,NA,NA,NA,NA,NA,NA
688, Casco Moto Airoh Twist Iron Azul (talla M) ,158.9,NA,0,NA,6,26.483,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPACIFICO.CL,https://articulo.mercadolibre.cl/MLC-471317463-casco-moto-airoh-twist-iron-azul-talla-m-_JM#position=2&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#471317463,NA,NA,Airoh,Twist,Iron,NA,Integral,NA
689, Casco Moto Shoei Vfx-evo Negro Mate ,389.99,NA,NA,5,6,64.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-465069459-casco-moto-shoei-vfx-evo-negro-mate-_JM?searchVariation=27019299856#position=3&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#465069459,Negro mate,"M,S,XL,S,M,XL",Shoei,NA,VFX-EVO,Cross,NA,NA
690, 1 Unidad Casco De Moto Para Deportista De Carrera Duradero ,25.119,NA,0,NA,12,2.093,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-476140414-1-unidad-casco-de-moto-para-deportista-de-carrera-duradero-_JM#position=4&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#476140414,NA,NA,Unbranded,NA,NA,NA,NA,NA
691, Casco Moto/ Yema/ Negro Blanco A Eleccion ,30,NA,1,NA,6,5.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+EBENEZER,https://articulo.mercadolibre.cl/MLC-458768997-casco-moto-yema-negro-blanco-a-eleccion-_JM#position=5&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#458768997,NA,NA,Yema,NA,NA,NA,Integral,NA
692, Moto Adulto Motocross Apagado Carretera Casco Carreras Casco ,12.192,NA,0,200,12,1.016,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CIMAALEGRIACL,https://articulo.mercadolibre.cl/MLC-480558767-moto-adulto-motocross-apagado-carretera-casco-carreras-casco-_JM#position=6&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#480558767,NA,NA,NA,NA,NA,Cross,NA,NA
693, Casco De Moto Medio Rostro Abierto Casco De Proteccin De ,27.761,NA,0,166,12,2.313,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CIMAALEGRIACL,https://articulo.mercadolibre.cl/MLC-466869217-casco-de-moto-medio-rostro-abierto-casco-de-proteccin-de-_JM#position=7&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#466869217,NA,NA,NA,NA,NA,Integral,NA,Black/Red/White
694, Casco De Motocicleta Shark Helmets Skwal 2 Blank Matte Led T ,398.945,NA,0,99,6,66.491,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478242920-casco-de-motocicleta-shark-helmets-skwal-2-blank-matte-led-t-_JM#position=8&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#478242920,NA,NA,Shark,Skwal 2,Skwal 2,Integral,NA,NA
695, Casco Moto Shoei X-spirit 3 Marquez Black Concept Tc1 ,649.99,NA,NA,4,6,108.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-481497511-casco-moto-shoei-x-spirit-3-marquez-black-concept-tc1-_JM?searchVariation=34149597427#position=9&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#481497511,TC-1,"S,M,L",Shoei,NA,X-Spirit III,Integral,NA,NA
696, Casco Moto Jetl Mt Avenue Sv Crossroad Full Blanco Scooter ,59.9,NA,0,2,6,9.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-471552346-casco-moto-jetl-mt-avenue-sv-crossroad-full-blanco-scooter-_JM#position=10&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#471552346,NA,NA,MT,Avenue SV,Crossroad,NA,Integral,NA
697, Casco Moto Armad 813 Integral Black Yellow Norma Ecer2205 ,53.99,NA,14,90,6,8.998,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-444784312-casco-moto-armad-813-integral-black-yellow-norma-ecer2205-_JM#position=11&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,1,1,0,0,0,#444784312,"M,L,XL",,Armad,NA,813,Integral,NA,NA
698, Casco Moto Ls2 Ff353 Rapid Deadbolt Azul ,64.99,NA,NA,25,12,5.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-495668908-casco-moto-ls2-ff353-rapid-deadbolt-azul-_JM?searchVariation=39872534727#position=12&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#495668908,Azul,"S,M,L,XL,XXL",LS2,NA,FF353 RAPID,Integral,NA,NA
699, Casco Moto Agv Abatible Compact St Seattle Azul Mate ,210,NA,0,2,6,35.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-470862804-casco-moto-agv-abatible-compact-st-seattle-azul-mate-_JM#position=13&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#470862804,NA,NA,AGV,Compact ST,Compact ST,Rebatible,NA,NA
700, Casco Bobber Retro Café Racer ,42,NA,0,NA,6,7.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=S%2F6A7zvDnAN0vQ2FybFjRMjNxmF02T8MNh5UsO2kylgt4QbqzR%2FiAkzigCqZQwOW3fEwgeSdFGPOHVIr%2BRfSnbq0LuHuT17ObAOtvnG%2FY1tdzamZb6DVYrNcXbeujjmbbgOaxjCOBrZJTycUz5GTxXc9dmGQR1oHdOiiUv3NWJ5gamndyJdHl%2FRqdODx0Xi7%2BEFmnwyFi3I8klTF5V2hFxIJcRxvPXPkzpCvB5Gelm%2Fo%2BYu6LXtyl98c%2BN6FCi6u6Qg33PC5dyxPMeNRzW%2FITi47b%2BMZ2833PfLDEga5tf4H%2FAQc3HUb3Z6xfADKdEzCAhQV0Va0QQWoI2taS2JMA2Umit9bAD1piDC5urXZEVL4GCQKQD3aj0eoSHiMpJ8Hbir3%2Bu4V4qd2BIDY1oZ71EqhLXJkaDJPbxKqxrEd82KvUO4PlXO6C7DEsgeOQj8oOvC01Gjc5NONXaaGnBkujSK5M6%2FsDNUFAg3sY9DUwPwXzm9mbX7bGWWMTfQLEMxFccbM9S%2FSx0HbCDQByp906BwE8GotX1mJfvPFECMs70fOMWGJIXyGq86p91DFApn9tyH5ItUunT5Gba0JD2YRcAlqJIWGNUF0d3xp8f1dKam%2ByuQFN54pcMBqUC%2BH0znhpHiYHVt3NoGchmc2RJYnZwIyRlYFe6XguXW7g7P5YSecIMDtd1khrV2OI8cKLPLxui1z%2BFbi9EumSyrgeYgYV1cdOlbaURDKVbVxlWX0WjoX7vz5GXdKW6SdTyWOn9A1hZZAJP2r3vmeX2OXYrXyZSosy%2Fi%2Bw7fycIi3eO2mdPheyQ7Fs3NntNeJz92rgd8uLXmQd03LUEz%2BXr1qmPisLGsgRU%2B2mdLl9Tj%2BxPJlKi6FVoekOwSg92Bbgg1RSLOdkSul2SLWJ16ixr%2BqaN%2Fx1%2BMAwybds%2FCXNQrfTkAm0JUIWmAFNnOgTmMgbcE%2FekXOfqnoRlZNWDrF766hwWmIaxSz%2FIBVRChWnKzLdGsuv%2FMX05EhwO%2FspWa7026%2BO%2F5CJkL3P6GZVK4d2fJLYt0JMsfOv0x1gXPbKMtXxIIWG4vOHsDYiO9VS2rZGgcm4E8bt3EXncR4Q8VtWIQ4fE7j%2B8uKCb7KuuzdPkAnGkYGHyIaEHj%2FfH%2FGgGMebGeqIh0A%2BZz5xbITQqnV8hrHot%2F3b0aziKZSOP2j4dwqyCdrL8DCNjdGdXe0Unxtgys%2F4DZE9ZYxCtU1Mw07gQ6Cru9ot0qSfxTzQSxfdqoP898G8jODcn124LTcPrk%2FYAoJjkoZ3baUGT4DCnX%2BGBAKiAfdMGWoC20QbJ0T5ig0xqNLGwjS3l%2FVP1hN1oZXIsartQOLt3EWrqGeVWkCf3dHiMdfhI7V2lyGONbVCXWZh2P8gF1Z1gxv84HUFWczkPkZjCUnW8UDr77%2Fapzf8djgLvH6yX4CP8oAV%2Bu7BfJ%2F2qq0mZ6OhTwW2xxWpTst4WG8slbcPMkxmXozuWQISch51Od%2FbBpi5U0fM0Y6V6DeB343gYDBLz8KxHGgW6q8VcS3lkWr65fVYzXUGE7PHnsrl8pj7yzgGT0Gjfevelz6Pr%2FIBbL70vzgTXD33K2Z46xL8KZN8Mf97H8SzLUNd5Cp8aJeVzkjd4whSp2a5483cSNUt21GuP46qtxpP8dYefjGqOFJGRrOA8bkFVUtvXvjGQ9aYllMG568UcA2t%2BKPtClEO6XH2fIdFabY%2FVS8cXdt6IdIn0BHKDp7iEsg5B2BiOchnQbRrVbAhdC6%2BAYQ4w4Bhv%2BIICH5XMXPg8oqhqxl6SohwOE7KaxH1i8%2Bwq2aiY5nbsYUaD6fUHKdDrAPL5F%2Bptd4vNG5KUz8ckx0HaGh3Sfntt3vZb%2BxFgG9UFvETox3dT8L9FD0,NA,NA,NA,NA,NA,#503118767,NA,NA,NA,NA,NA,NA,NA,NA
701, Casco Moto Ls2 Ff390 Breaker Blanco ,108.99,NA,NA,5,12,9.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466725021-casco-moto-ls2-ff390-breaker-blanco-_JM#position=15&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#466725021,NA,NA,LS2,BLANCO,FF390 BREAKER,Integral,NA,Blanco
702, Casco Moto Shiro Sh-881 Montecarlo Negro ,72.99,NA,NA,15,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-492558762-casco-moto-shiro-sh-881-montecarlo-negro-_JM?searchVariation=38803873092#position=16&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#492558762,Negro,"S,M,L",Shiro,NA,SH-881,Integral,NA,NA
703, Apagado Carretera Casco Motocicleta Y Moto Suciedad Biciclet ,12.571,NA,0,200,12,1.048,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-465384719-apagado-carretera-casco-motocicleta-y-moto-suciedad-biciclet-_JM#position=17&type=item&tracking_id=988c233c-017e-43d8-a1cd-a8bce057333f,NA,NA,NA,NA,NA,#465384719,NA,NA,No Brand,NA,NA,Cross,NA,NA
