search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Tipo de fechamento,Certificados de segurança,Usos recomendados,Posições da ventilação
23, Capacete Moto Infantil Pro Tork Liberty 4 Kids Girls 54 Rosa ,59,NA,156,151,10x,5.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,345,https://perfil.mercadolivre.com.br/DEAMOTOPE%C3%87AS+BSB-DF,https://produto.mercadolivre.com.br/MLB-1249960652-capacete-moto-infantil-pro-tork-liberty-4-kids-girls-54-rosa-_JM?searchVariation=38673058235#position=23&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,232,74,26,4,9,#1249960652,Rosa,54,Pro Tork,NA,Liberty Four,Integral,Simple,Forro antialérgico,ABS,Crianças,NA,NA,NA,NA
24, Capacete Moto Fechado Protork R8 +viseira Fume+ #balaclava ,132,NA,1193,1261,12x,12.71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1077714424-capacete-moto-fechado-protork-r8-viseira-fume-balaclava-_JM?searchVariation=26160059577#position=24&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1497,422,189,70,71,#1077714424,"Vermelho,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA
25, Capacete Moto Axxis By Mt Skull Caveira Preto Fosco ,399,NA,221,18,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,21,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-702919658-capacete-moto-axxis-by-mt-skull-caveira-preto-fosco-_JM?searchVariation=32770177127#position=25&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,18,2,1,0,0,#702919658,Preto - Skull Fosco,"56,58,60,62",Axxis,Axxis,Eagle,Integral,Simple,NA,ABS,Adultos,Micrométrico,Inmetro,NA,NA
26, Capacete Moto Feminino Pro Tork 788 Preto Fosco Rosa ,139,NA,1294,36,12x,11.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,67,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-976930467-capacete-moto-feminino-pro-tork-788-preto-fosco-rosa-_JM?searchVariation=20790341181#position=26&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,50,13,2,1,1,#976930467,"Rosa,Amarelo,Azul,Cinza,Laranja,Rosa,Rosa-escuro,Vermelho","58,60",Pro Tork,Evolution G6,Pro Neon,Integral,Simple,Nylon,ABS,Adultos,NA,NA,NA,NA
27, Capacete Moto Infantil Pro Tork Liberty 4 Kids 54 Preto ,59,NA,118,277,10x,5.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,345,https://perfil.mercadolivre.com.br/DEAMOTOPE%C3%87AS+BSB-DF,https://produto.mercadolivre.com.br/MLB-1249968136-capacete-moto-infantil-pro-tork-liberty-4-kids-54-preto-_JM?searchVariation=38673222964#position=27&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,232,74,26,4,9,#1249968136,Preto,54,Pro Tork,NA,Liberty,Integral,Simple,Forro antialérgico,ABS,Crianças,NA,NA,Urbana,NA
28, Capacete Moto Protork R8 Fechado Viseira Espelhada Loi ,120,NA,197,33,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1162752461-capacete-moto-protork-r8-fechado-viseira-espelhada-loi-_JM?searchVariation=31714359831#position=28&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1497,422,189,70,71,#1162752461,Prata,"58,60",Pro Tork,R8,R8,Integral,NA,injetado em polímero abs de alto impacto virgem,"espumas de memória para melhor absorção de impacto e conforto, tecidos nylon em pluma anti alérgicos e com alta resistência abrasiva",Adultos,Micrométrico,Inmetro,Urbano,Superior
29, Capacete Sm Moto Pro Tork Sport Moto 788 Marino Automático ,59,NA,540,66,10x,6.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,822,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1008373865-capacete-sm-moto-pro-tork-sport-moto-788-marino-automatico-_JM?searchVariation=22726180496#position=29&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,495,193,90,24,20,#1008373865,Vermelho,"56,58,60",Pro Tork,SPORT MOTO,788,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
30, Capacete Pro Tork New Liberty Three 3 Moto Motoqueiro Motobo ,65,NA,442,97,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1485,https://perfil.mercadolivre.com.br/CMC+RIDERS,https://produto.mercadolivre.com.br/MLB-1130342691-capacete-pro-tork-new-liberty-three-3-moto-motoqueiro-motobo-_JM?searchVariation=29629708493#position=30&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1112,254,88,12,19,#1130342691,"Preto-fosco,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,CAPACETE,New Liberty 3,Cross,NA,NA,NA,NA,NA,NA,NA,NA
31, Capacete Moto Fechado Protork R8 Integral C/ Viseira Iridium ,103,NA,383,1245,12x,9.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147317465-capacete-moto-fechado-protork-r8-integral-c-viseira-iridium-_JM?searchVariation=30661951867#position=31&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1497,422,189,70,71,#1147317465,"Azul-escuro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,"ISOPOR, FORRO",ABS,Adultos,NA,NA,NA,NA
32, Capacete Moto Fechado Ebf Masculino Varias Cores/tamanhos ,189,NA,389,31,12x,15.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,15,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-803341736-capacete-moto-fechado-ebf-masculino-varias-corestamanhos-_JM?searchVariation=27796982381#position=32&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,9,4,1,0,1,#803341736,"Branco - Azul e Vermelho,Branco - Azul e Vermelho,Preto-fosco - Amarelo,Preto-fosco - Azul e Vermelho,Preto-fosco - Prata,Preto-fosco - Rosa,Preto-fosco - Verde e Vermelho,Preto-fosco - Vermelho","56,58,60,61",EBF,EOX,Frost,Aberto,Simple,NA,NA,Adultos,NA,NA,NA,NA
33, Capacete Moto Ebf Feminino Cross Fechado Varias Cores E Tamx ,189,NA,254,28,12x,15.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,60,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-854437166-capacete-moto-ebf-feminino-cross-fechado-varias-cores-e-tamx-_JM?searchVariation=25530772440#position=33&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,49,6,4,0,1,#854437166,Preto - Rosa,"56,58,60",EBF,Motard,Motard Fada,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
34, Capacete Protork Coquinho Moto Custom Couro Boulevard Harley ,66,NA,181,12,12x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,4,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1181903476-capacete-protork-coquinho-moto-custom-couro-boulevard-harley-_JM?searchVariation=33198145839#position=34&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1,3,0,0,0,#1181903476,Preto,UNICO,Pro Tork,NA,Coquinho,Aberto,NA,NA,NA,NA,NA,NA,NA,NA
35, Capacete Moto Aberto New Liberty 3 Pro Tork ,59,NA,1119,2486,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1485,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836050871-capacete-moto-aberto-new-liberty-3-pro-tork-_JM?searchVariation=15942556351#position=35&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1112,254,88,12,19,#836050871,"Vermelho,Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Aberto,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
36, Capacete Moto Axxis By Mt Skull Caveira Azul Lançamento ,399,NA,135,1,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,37,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1188744116-capacete-moto-axxis-by-mt-skull-caveira-azul-lancamento-_JM?searchVariation=33693186319#position=36&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,34,2,1,0,0,#1188744116,Azul,62,MT,Eagle,Axxis,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
37, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Prata ,93,NA,273,1664,12x,8.97,NA,Envio para todo o país,NA,NA,4.4,2249,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108198982-capacete-moto-fechado-r8-viseira-fum-pro-tork-prata-_JM?searchVariation=27938017043#position=37&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1497,422,189,70,71,#1108198982,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
38, Capacete Moto Cross Pro Tork Preto Mxpro Trilha + Óculos 788 ,159,NA,262,91,12x,15.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,249,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1193560008-capacete-moto-cross-pro-tork-preto-mxpro-trilha-oculos-788-_JM?searchVariation=34009613384#position=38&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,182,45,15,2,5,#1193560008,Preto,"58,60",Pro Tork,NA,Libety Mx Cross,Cross,NA,NA,ABS,Adultos,NA,NA,NA,NA
39, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,129,NA,276,298,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,9,https://perfil.mercadolivre.com.br/JN.MOTOS,https://produto.mercadolivre.com.br/MLB-1122944031-capacete-moto-new-liberty-four-pro-tork-r8-fechado-_JM?searchVariation=29027404207#position=39&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,6,2,1,0,0,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA
40, Capacete Moto Jet 3 Articulado Escamoteavel Robocop Varios ,166,NA,596,173,12x,15.96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1842,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1092152051-capacete-moto-jet-3-articulado-escamoteavel-robocop-varios-_JM?searchVariation=26926657801#position=40&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1326,359,100,26,31,#1092152051,Cinza-claro,"58,60",Pro Tork,V-Pro Jet 3,V PRO,Escamoteável,Simple,NA,ABS,Adultos,NA,NA,NA,NA
41, Capacete Moto Cross C/ Viseira Pro Tork Várias Cores/tamanho ,199,NA,373,2596,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,656,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1182548689-capacete-moto-cross-c-viseira-pro-tork-varias-corestamanho-_JM?searchVariation=33240848583#position=41&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,480,100,44,17,15,#1182548689,"Azul,Amarelo,Azul,Bordô,Cinza,Laranja,Verde,Vermelho","56,58,60",Pro Tork,NA,Adventure,Cross,Simple,Material antimofo,ABS,Adultos,NA,NA,NA,NA
42, Capacete Moto Protork Escamoteavel Robocop V-pro Jet 3 Loi ,164,NA,575,24,12x,15.77,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1842,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1071360789-capacete-moto-protork-escamoteavel-robocop-v-pro-jet-3-loi-_JM?searchVariation=29556830528#position=42&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1326,359,100,26,31,#1071360789,Azul,"58,60",Pro Tork,V-Pro,Jet 3,Integral,NA,forração antialérgica.,Injetado Polímero ABS de alto impacto virgem,Adultos,NA,NA,NA,NA
43, Capacete Ls2 Ff358 Velvet Capacete Moto 4 Estrelas Sharp ,499,NA,145,9,12x,41.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,10,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-695499537-capacete-ls2-ff358-velvet-capacete-moto-4-estrelas-sharp-_JM?searchVariation=39285895946#position=43&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,7,2,0,0,1,#695499537,Vermelho,"56,58,61",LS2,FF358,FF358,Integral,Simple,NA,ABS,Adultos,Micrométrico,Inmetro,NA,NA
44, Capacete Axxis Snake Preto Vermelho Brilho Capacete Moto ,399,NA,67,7,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-799776132-capacete-axxis-snake-preto-vermelho-brilho-capacete-moto-_JM?searchVariation=27716038039#position=44&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,3,1,0,0,0,#799776132,Preto,"56,58,60,62",Axxis,Axxis,Eagle Snake,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
45, Capacete De Moto Pro Tork New Liberty Four 4 Preto Fosco ,57,NA,1201,784,10x,6.52,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1559,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-976779410-capacete-de-moto-pro-tork-new-liberty-four-4-preto-fosco-_JM?searchVariation=21592696088#position=45&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1044,323,140,31,21,#976779410,"Preto-fosco,Azul,Branco,Cinza claro,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,New Liberty,New Liberty Four,Integral,NA,Material ABS,Casco injetado em ABS,Adultos,NA,NA,NA,NA
46, Capacete Sport Moto Automatico Protork Preto Fosco Promoção ,60,NA,390,1993,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,822,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1008562468-capacete-sport-moto-automatico-protork-preto-fosco-promoco-_JM?searchVariation=22736325021#position=46&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,495,193,90,24,20,#1008562468,"Preto-fosco,Amarelo,Azul,Branco,Plata,Preto,Preto-fosco,Preto/Cinza,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,sm 788,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
47, Capacete Moto Axxis By Mt Snake Preto Cinza Fosco Serpente ,399,NA,109,3,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,25,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-795252109-capacete-moto-axxis-by-mt-snake-preto-cinza-fosco-serpente-_JM?searchVariation=31708536132#position=47&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,22,2,0,0,0,#795252109,Preto - Cinza Snake Fosco,"56,60",Axxis,Axxis,Snake,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
48, Capacete Protork Coquinho Moto Custom Couro Boulevard Harley ,60,NA,103,29,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-991991572-capacete-protork-coquinho-moto-custom-couro-boulevard-harley-_JM?searchVariation=22832221554#position=48&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,6,1,0,0,0,#991991572,Preto - Preto,UNICO,Pro Tork,Custom,COQUINHO,Aberto,NA,Nylon,Couro,Adultos,NA,NA,NA,NA
49, Capacete Moto Axxis Skull Caveira Fosco + Viseira Extra ,478,NA,47,27,12x,39.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1176265589-capacete-moto-axxis-skull-caveira-fosco-viseira-extra-_JM?searchVariation=32772356756#position=49&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,1,0,0,0,0,#1176265589,Preto,"56,58,60,62",Axxis,NA,Skull,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
50, Capacete Moto Aberto Liberty Pro Tork Preto Fosco ,59,NA,792,2067,10x,5.99,NA,Envio para todo o país,NA,NA,4.6,807,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-884032408-capacete-moto-aberto-liberty-pro-tork-preto-fosco-_JM?searchVariation=22016996409#position=50&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,588,150,52,6,11,#884032408,"Preto-fosco,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,Liberty,Aberto,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
51, Capacete Moto Ebf Articulado/escamoteavel Robocop Varios T/c ,159,NA,1500,12,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,232,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-798271820-capacete-moto-ebf-articuladoescamoteavel-robocop-varios-tc-_JM?searchVariation=25731762918#position=51&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,151,48,19,6,8,#798271820,"Branco,Preto-brilhante,Preto-fosco","56,58,60",EBF,Robocop,EBF E08,Aberto,Simple,NA,ABS,Adultos,NA,NA,NA,NA
52, Capacete Moto Pro Tork Evolution G6 Novo + Viseira Iridium ,198,NA,215,1352,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,511,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-691728613-capacete-moto-pro-tork-evolution-g6-novo-viseira-iridium-_JM?searchVariation=31972729437#position=52&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,362,89,37,7,16,#691728613,"Azul,Azul,Brasil,Cinza-claro,Eagle,Femme,Las vegas,Rosa,Vermelho","56,58,60",Pro Tork,Street,Evolution G6,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
53, Capacete Moto Mixs Gladiator Escamoteavel Robocop Articulado ,179,NA,1051,172,12x,14.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,25,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-680213247-capacete-moto-mixs-gladiator-escamoteavel-robocop-articulado-_JM#position=53&type=item&tracking_id=44c66e70-6d42-4200-8b23-1ace8caa7941,19,2,4,0,0,#680213247,"Preto brilhante 56,Preto brilhante 58,Preto brilhante 60,Preto brilhante 62,Preto fosco 56,Preto fosco 58,Preto fosco 60,Preto fosco 62,RPM 56,RPM 58,RPM 60,RPM 62,Selecione a cor e tamanho desejada entre as opções,Wolf azul 56,Wolf azul 58,Wolf azul 60,Wolf azul 62",NA,Mixs,Capacete,Gladiator Mixs,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
54, Capacete Moto Ebf Aberto Unissex Varias Cores/tamanho ,60,NA,91,280,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1052,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1167354339-capacete-pro-tork-aberto-new-liberty-3-moto-original-barato-_JM?searchVariation=37125630303#position=1&type=item&tracking_id=bdb7426a-0ea0-40a3-b51b-07b27bc1ca32,750,206,70,14,12,#1167354339,Preto Brillante,"56,58,60",Pro Tork,New Liberty,New Liberty Three,Aberto com Viseira,NA,Termoplástico injectado,Policarbonato,NA,NA,NA,Urbano,NA
55, Capacete Moto Ebf Fechado Unissex Varias Cores/tamanho ,59,NA,1119,2486,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1485,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836050871-capacete-moto-aberto-new-liberty-3-pro-tork-_JM?searchVariation=15942556351#position=2&type=item&tracking_id=bdb7426a-0ea0-40a3-b51b-07b27bc1ca32,1112,254,88,12,19,#836050871,"Vermelho,Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Aberto,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
56, Capacete Moto Pro Tork Viseira R8 Fechado Promoção ,399,NA,67,7,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-799776132-capacete-axxis-snake-preto-vermelho-brilho-capacete-moto-_JM?searchVariation=27716038039#position=3&type=item&tracking_id=bdb7426a-0ea0-40a3-b51b-07b27bc1ca32,3,1,0,0,0,#799776132,Preto,"56,58,60,62",Axxis,Axxis,Eagle Snake,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
57, Capacete Pro Tork Moto Evolution Nos ,120,NA,1030,194,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-917557595-capacete-moto-pro-tork-viseira-r8-fechado-promoco-_JM?searchVariation=42594406154#position=4&type=item&tracking_id=bdb7426a-0ea0-40a3-b51b-07b27bc1ca32,1497,422,189,70,71,#917557595,"Vermelho,Amarelo,Azul,Azul-claro,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,LIberty R8,R8,Integral,Simple,Nylon,ABS,Adultos,NA,NA,NA,NA
58, Capacete Moto Tork R8 + Viseira Azul + Rede Elástica *touca ,283,NA,99,1597,12x,23.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,8,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1176757891-capacete-de-moto-peels-mirage-techride-varias-cores-_JM?searchVariation=32802089716#position=5&type=item&tracking_id=bdb7426a-0ea0-40a3-b51b-07b27bc1ca32,6,1,1,0,0,#1176757891,Vermelho fosco,"58 - M,61 - GG,60 - G,56 - P",Peels,Mirage,Techride,Integral,NA,NA,NA,Adultos,NA,NA,NA,NA
59, Capacete Moto Fechado Protork R8 Integral + Viseira Iridium ,138,NA,103,65,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,115,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1187500083-capacete-moto-taurus-san-marino-classic-_JM?searchVariation=39440299415#position=6&type=item&tracking_id=bdb7426a-0ea0-40a3-b51b-07b27bc1ca32,97,10,4,2,2,#1187500083,"PRETO FOSCO / 56,PRETO FOSCO / 58,PRETO FOSCO / 60,Preto / 56,Preto / 58,Preto / 60",NA,Taurus,NA,Classic,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
60, Capacete Moto Feminino Axxis Eagle Lady Catrina Vermelho ,154,NA,822,2367,12x,12.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,338,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-984292838-capacete-moto-pro-tork-evolution-g4-las-vegas-viseira-extr-_JM?searchVariation=21128485402#position=7&type=item&tracking_id=bdb7426a-0ea0-40a3-b51b-07b27bc1ca32,262,52,14,3,7,#984292838,Branco,"56,58,60",Pro Tork,Masculino,Evolution las Vegas,Integral,Simple,"ISOPOR, FORRO",ABS,Adultos,NA,NA,NA,NA
