search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Usos recomendados,Línea,Modelo alfanumérico
25, Casco Moto Hawk Htl Dr46 Rebatible Lett Store ,2984,NA,208,479,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,8,https://perfil.mercadolibre.com.ar/LETT+STORE,https://articulo.mercadolibre.com.ar/MLA-751765547-casco-moto-hawk-htl-dr46-rebatible-lett-store-_JM?searchVariation=33931244129#position=25&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,7,1,0,0,0,#751765547,Negro,"M,L,XL",Hawk,DR46,Rebatible,Simple,Cuero sintético,ABS,Adultos,NA,HTL,NA
26, Casco Moto Hawk Rs1 F Integral Naranja Tienda Oficial Full ,2713,NA,152,42,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,330,https://perfil.mercadolibre.com.ar/HAWK+HELMETS?brandId=1746,https://articulo.mercadolibre.com.ar/MLA-786125556-casco-moto-hawk-rs1-f-integral-naranja-tienda-oficial-full-_JM?searchVariation=36950360890#position=26&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,219,69,35,5,2,#786125556,NA FLUO,"S,M,L,XL",Hawk,RS1F,Integral,Simple,Cuero sintético,ABS,Adultos,Urbano,NA,NA
27, Casco Halcon H5 Super Edition 2019 Al Mejor $ En Fas Motos! ,813,1138,3423,1289,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,258,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-614755822-casco-halcon-h5-super-edition-2019-al-mejor-en-fas-motos-_JM?searchVariation=25457270195#position=27&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,166,59,30,3,0,#614755822,Negro,"S,M,XL",Halcon,H5,Integral,Simple,Resina termoplástica,Plastico Inyectado,Adultos,Carrera,Integral,NA
28, Casco Integral Halcon H57 + Combo Termico Invierno Sti Motos ,2056,2878,353,3451,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,317,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-614364106-casco-integral-halcon-h57-combo-termico-invierno-sti-motos-_JM?searchVariation=26321278837#position=28&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,198,71,32,12,4,#614364106,Negro,"S,M,L,XL,L,M,S,XL",Halcon,H57,Integral,NA,NA,Plastico Inyectado,NA,NA,Integral,H57
29, Casco Punto Extremo Xr650 Rebatible Doble Visor Negro ,6190,6590,141,2,18 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,153,https://perfil.mercadolibre.com.ar/MARELLI+SPORTS%21,https://articulo.mercadolibre.com.ar/MLA-684785717-casco-punto-extremo-xr650-rebatible-doble-visor-negro-_JM?searchVariation=29203451792#position=29&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,107,39,6,0,1,#684785717,Negro mate,"L 59-60 cm,XL 61-62 cm,S 55-56 cm,M 57-58 cm",Punto Extremo,XR650,Rebatible,Doble,Goma Espuma forrada,Policarbonato,Adultos,NA,XR650,NA
30, Casco Integral Hawk Rs1 2019 Sti Motos Envios Full ,2645,3703,504,19,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,330,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-636093454-casco-integral-hawk-rs1-2019-sti-motos-envios-full-_JM?searchVariation=25890123673#position=30&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,219,69,35,5,2,#636093454,Blanco,"S,XL",Hawk,RS1,Integral,Simple,NA,ABS PREMIUM,Adultos,Urbana,Integral,RS1
31, Casco Motocross Oneal 2 Series Rl 2019 Mx Enduro Atv ,8790,10490,79,7,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,13,https://perfil.mercadolibre.com.ar/MOTOHELMET?brandId=1633,https://articulo.mercadolibre.com.ar/MLA-762056680-casco-motocross-oneal-2-series-rl-2019-mx-enduro-atv-_JM?searchVariation=31027522270#position=31&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,12,0,0,0,0,#762056680,"SLICK BLACK - Azul,SLICK BLACK - Blue,SLICK BLACK - Gray,SLICK BLACK - Orange,SLICK NEON YELLOW - Black,SLICK WHITE - Black","S,M,L,XXL",O'Neal,Slick,Cross,NA,NA,NA,NA,NA,2 Series 2019,NA
32, Casco Rebatible Rs5 Hawk Vector Doble Visor Envios Free Full ,3799,NA,452,5,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1053,https://perfil.mercadolibre.com.ar/ANTARES-MOTOS,https://articulo.mercadolibre.com.ar/MLA-633437602-casco-rebatible-rs5-hawk-vector-doble-visor-envios-free-full-_JM?searchVariation=34970997285#position=32&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,642,281,83,30,16,#633437602,Blanco con Rosa Brillo - casco,"S,M,L,XL",Hawk,RS5,Rebatible,Doble,Resina termoplástica,Acrilico,Adultos,NA,Rs5 Rebatible,NA
33, Casco Enduro H5 Mx Road +guantes + Antiparras Hawk Fas Motos ,2365,3311,327,7742,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,18,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-614406352-casco-enduro-h5-mx-road-guantes-antiparras-hawk-fas-motos-_JM?searchVariation=26547867762#position=33&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,11,5,2,0,0,#614406352,Negro - Liso,"S,M,L,XL",Mx Road,H5,Cross,NA,NA,ABS,Adultos,NA,MX,NA
34, Casco Moto Ls2 Rebatible Doble Visor 370 Easy Negro Mate ,7990,8790,108,21,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,22,https://perfil.mercadolibre.com.ar/LS2-OFICIAL?brandId=157,https://articulo.mercadolibre.com.ar/MLA-674261113-casco-moto-ls2-rebatible-doble-visor-370-easy-negro-mate-_JM?searchVariation=16604664965#position=34&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,15,5,1,0,1,#674261113,Negro,"S,M,L,XL,XXL",LS2,FF370 Easy Solid,Rebatible,Doble,Poliestireno,HPTT,Adultos,NA,Rebatible,NA
35, Casco Shiro Sh 821 Furacao Blanco Rojo Amarillo M Full - Fas ,3599,5039,269,13,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,233,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-676023548-casco-shiro-sh-821-furacao-blanco-rojo-amarillo-m-full-fas-_JM?searchVariation=25775240572#position=35&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,163,49,13,3,5,#676023548,Blanco - Rojo,"L,XL,XXL",Shiro,SH-821,Integral,Simple,NA,Termoplástico inyectado,Adultos,NA,Integral,NA
36, Casco Moto Hawk 721 Abierto Vintage Bobber Cafe Retro Nuevos ,2930,NA,341,75,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,253,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-610569559-casco-moto-hawk-721-abierto-vintage-bobber-cafe-retro-nuevos-_JM?searchVariation=31344054170#position=36&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,174,69,9,1,0,#610569559,"S,M,L,XL","NEGRO MATE LISO,Bones mate,NEGRO MATE LISO,Never give up,RUTA 40,RUTA 40 NEGRO MATE,Sunset,Vainilla",Hawk,721,NA,NA,NA,NA,NA,NA,ABIERTOS,NA
37, Casco Hawk Rs5 Vector Rebatible Doble Visor Brillo Top Racin ,3446,NA,357,34,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1053,https://perfil.mercadolibre.com.ar/TOP-RACING,https://articulo.mercadolibre.com.ar/MLA-634481358-casco-hawk-rs5-vector-rebatible-doble-visor-brillo-top-racin-_JM?searchVariation=27455342936#position=37&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,642,281,83,30,16,#634481358,Negro,"S,M,L,XL",Hawk,Vector,Rebatible,Doble,Poliéster,ABS,Adultos,NA,rebatible,NA
38, Casco Rebatible Hawk Rs5 Flip Up Envios Gratis Sti Moto Full ,3404,4765,2499,49,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,888,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-616483194-casco-rebatible-hawk-rs5-flip-up-envios-gratis-sti-moto-full-_JM?searchVariation=27050499605#position=38&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,563,238,57,15,16,#616483194,Negro,"S,M,L,XL",Hawk,RS5,Rebatible,Simple,Resina termoplástica,ABS PREMIUM,Adultos,Urbana,Rebatible,RS5
39, Casco Punto Extremo Xr650 Rebatible Doble Visor Rojo Marelli ,6190,6590,70,17,18 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,153,https://perfil.mercadolibre.com.ar/MARELLI+SPORTS%21,https://articulo.mercadolibre.com.ar/MLA-754917264-casco-punto-extremo-xr650-rebatible-doble-visor-rojo-marelli-_JM?searchVariation=36663404347#position=39&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,107,39,6,0,1,#754917264,Rojo,"S 55-56,M 57-58 cm,L 59-60 cm,XL 61-62",Punto Extremo,XR650,Rebatible,Doble,Resina termoplástica,Resina,Adultos,NA,XR650,NA
40, Casco Moto Integral Peels Simple Visor Spike Storm ,2835,3150,23,12,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,7,NA,https://articulo.mercadolibre.com.ar/MLA-758090728-casco-moto-integral-peels-simple-visor-spike-storm-_JM?searchVariation=30122118525#position=40&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,3,2,1,0,0,#758090728,"Negro - rojo,Negro mate/Azul - Negro Mate/Azul,Negro mate/Azul - Negro mate/Azul,Negro mate/Rojo - Negro mate/Rojo,Negro mate/Verde - Negro Mate/Verde,Negro mate/Verde - Negro mate/Verde,Negro/Azul - Negro/Azul","58,60,62",Peels,Storm,Integral,NA,NA,NA,NA,NA,Spike,NA
41, Casco Hawk Rs11 Revo Doble Visor Integral Lentes Sti Motos ,3639,5094,441,8,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,455,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-636092708-casco-hawk-rs11-revo-doble-visor-integral-lentes-sti-motos-_JM?searchVariation=29880485841#position=41&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,291,118,38,3,5,#636092708,,"S,M,L,XL",Hawk,RS11,Integral,Doble,Resina termoplástica,ABS PREMIUM,Adultos,NA,Integral,RS11 Revo
42, Casco Integral Peels Spike Classic Negro ,2557,NA,10,19,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,3,NA,https://articulo.mercadolibre.com.ar/MLA-782947781-casco-integral-peels-spike-classic-negro-_JM?searchVariation=36047720475#position=42&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,0,2,1,0,0,#782947781,"Negro,Negro mate","56,58,60,62",Peels,Classic,Integral,NA,NA,NA,NA,NA,Spike,NA
43, Casco Moto Integral Mac Gravity Doble Visor Negro Mate ,4690,5290,92,48,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,19,https://perfil.mercadolibre.com.ar/LS2-OFICIAL?brandId=157,https://articulo.mercadolibre.com.ar/MLA-743412003-casco-moto-integral-mac-gravity-doble-visor-negro-mate-_JM?searchVariation=26578944849#position=43&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,17,0,2,0,0,#743412003,Negro,"XS,S,M,L,XL,XXL",MAC,Gravity,Integral,Doble,Poliestireno,ABS,Adultos,NA,Gravity,NA
44, Casco Rebatible Okinoi 10 Okn Doble Visor Guantes Cuello Ful ,3750,5250,93,3,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,5,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-724142196-casco-rebatible-okinoi-10-okn-doble-visor-guantes-cuello-ful-_JM?searchVariation=35264793738#position=44&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,4,1,0,0,0,#724142196,"Negro brillo,Negro mate,Rosa","S,M,L",Okinoi,OKN-10,Rebatible,Doble,NA,NA,Adultos,NA,Rebatible,NA
45, Casco Abierto Vertigo Basic + Mascara + Guantes - Sti Motos ,1241,1737,2356,65,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,125,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-615466500-casco-abierto-vertigo-basic-mascara-guantes-sti-motos-_JM?searchVariation=40609786171#position=45&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,65,38,16,3,3,#615466500,"Blanco,Negro,Rojo,Rosa","XXS,XS,S,M,L,US",Vértigo,Basic Abierto,Abierto,NA,NA,Policarbonato,Adultos,NA,Abierto,Basic Abierto
46, Casco Moto Abierto Peels Freeway Brand ,2212,2765,3,11,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,NA,https://articulo.mercadolibre.com.ar/MLA-759354301-casco-moto-abierto-peels-freeway-brand-_JM?searchVariation=30415177506#position=46&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,NA,NA,NA,NA,NA,#759354301,Blanco/Gris,"56,58,60",Peels,Brand,Abierto,NA,NA,NA,NA,NA,Freeway,NA
47, Casco Moto Abierto Peels Simple Visor Freeway Classic Negro ,2046,2557,9,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,NA,https://articulo.mercadolibre.com.ar/MLA-759354297-casco-moto-abierto-peels-simple-visor-freeway-classic-negro-_JM?searchVariation=30415176422#position=47&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,NA,NA,NA,NA,NA,#759354297,Negro,,Peels,Classic,Abierto,NA,NA,NA,NA,NA,Freeway,NA
48, Casco Moto Hawk Htl Dr46 Rebatible Full Lett Store ,2984,NA,543,22,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,29,https://perfil.mercadolibre.com.ar/LETT+STORE,https://articulo.mercadolibre.com.ar/MLA-751573649-casco-moto-hawk-htl-dr46-rebatible-full-lett-store-_JM?searchVariation=33931148534#position=48&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,18,9,2,0,0,#751573649,Negro,"S,M",Hawk,DR46,Rebatible,Simple,Cuero sintético,ABS,Adultos,NA,HTL,NA
49, Casco Moto Hawk Rs1 Integral Tienda Oficial ,2333,NA,215,269,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,330,https://perfil.mercadolibre.com.ar/HAWK+HELMETS?brandId=1746,https://articulo.mercadolibre.com.ar/MLA-777130468-casco-moto-hawk-rs1-integral-tienda-oficial-_JM?searchVariation=34479539201#position=49&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,219,69,35,5,2,#777130468,"Blanco,NEGRO B,Negro mate","S,M,L,XL",Hawk,RS1,Integral,Simple,Cuero sintético,ABS,Adultos,Urbano,NA,NA
50, Casco Hawk Rs5 Vector Rebatible Doble Visor 2019 - Sti Full ,4055,5677,1959,37,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,888,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-646227518-casco-hawk-rs5-vector-rebatible-doble-visor-2019-sti-full-_JM?searchVariation=33488805941#position=50&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,563,238,57,15,16,#646227518,"Blanco - Blanco,Blanco - Rosa,Negro - Negro","S,M,L,XL",Hawk,RS5 Vector,Rebatible,Doble,Resina termoplástica,ABS PREMIUM,Adultos,Urbana,Rebatible,RS5 Vector
51, Kit Casco Cross H5 Mx Road + Antiparra + Guantes - Sti Motos ,2381,3333,96,869,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,258,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-745949525-kit-casco-cross-h5-mx-road-antiparra-guantes-sti-motos-_JM?searchVariation=41513958055#position=51&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,166,59,30,3,0,#745949525,Negro,"S,M,L,XL",Halcon,MX Road,Cross,NA,Resina termoplástica,Policarbonato,Adultos,Carrera,Cross,NA
52, Casco Integral Halcon H57 2019 Negro O Rosa - Fas Motos! ,1214,1700,543,8245,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,317,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-616797172-casco-integral-halcon-h57-2019-negro-o-rosa-fas-motos-_JM?searchVariation=26853429209#position=52&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,198,71,32,12,4,#616797172,Negro,"S,M,L,XL",Halcon,H57,Integral,Simple,Resina termoplástica,Policarbonato,Adultos,NA,Integral,NA
53, Cascos Cross Oneal Sierra 2.0 Mx Enduro Atv ,11290,13490,45,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,8,https://perfil.mercadolibre.com.ar/MOTOHELMET?brandId=1633,https://articulo.mercadolibre.com.ar/MLA-762416184-cascos-cross-oneal-sierra-20-mx-enduro-atv-_JM?searchVariation=31276648039#position=53&type=item&tracking_id=6ed439d7-4b7c-4260-a26b-f2760443afcb,6,2,0,0,0,#762416184,,"S,L,XL",O'Neal,Comb,Cross,NA,NA,NA,NA,NA,Sierra II,NA
54, Casco Motos Integral Halcon H57 Modelo 2019 Entrega Sti ,1226,1716,121,103,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,317,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-749393122-casco-motos-integral-halcon-h57-modelo-2019-entrega-sti-_JM?searchVariation=30357923784#position=1&type=item&tracking_id=1911ce3e-2687-4be7-a3ce-c59369380179,198,71,32,12,4,#749393122,,"S,M,L,XL,L,M,S,XL",Halcon,H57,Integral,Simple,Relleno hipoalergénico,Polipropileno,Adultos,NA,Integral,NA
55, Casco Rebatible Rs5 Vector Doble Visor Rosa Gris Fluo Jm M ,3446,NA,147,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,8,https://perfil.mercadolibre.com.ar/JM+MOTOSTESEI,https://articulo.mercadolibre.com.ar/MLA-676237450-casco-rebatible-rs5-vector-doble-visor-rosa-gris-fluo-jm-m-_JM?searchVariation=19007757121#position=2&type=item&tracking_id=1911ce3e-2687-4be7-a3ce-c59369380179,6,2,0,0,0,#676237450,Gris oscuro,"56,58,60,62",Hawk,RS5 Vector,Rebatible,Doble,Abs,Laca Tricapa,Adultos,NA,Rebatible Doble Visor,NA
56, Casco Vértigo Moto Abierto V10 Basic 2018 Varios Colores! ,649,NA,63,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,5,https://perfil.mercadolibre.com.ar/OPENFACTORY,https://articulo.mercadolibre.com.ar/MLA-774004222-casco-vertigo-moto-abierto-v10-basic-2018-varios-colores-_JM?searchVariation=33706603158#position=3&type=item&tracking_id=1911ce3e-2687-4be7-a3ce-c59369380179,3,0,2,0,0,#774004222,Blanco brillante - -,"S - CMOF1201B0S,M - CMOF1201R2M,S - CMOF1201R2S",Vértigo,V 10 Basic 2018,Abierto,NA,NA,NA,NA,NA,NA,NA
57, Casco Motos Integral Halcon H57 Modelo 2019 Devotobikes ,1335,1999,295,39802,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,317,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-760271709-casco-motos-integral-halcon-h57-modelo-2019-devotobikes-_JM?searchVariation=30617523074#position=4&type=item&tracking_id=1911ce3e-2687-4be7-a3ce-c59369380179,198,71,32,12,4,#760271709,Negro,"S 56CM,L 60CM,XL 62CM,M - 58 cm",Halcon,H57,Integral,Simple,Poliestireno,resina termoplastico,Adultos,NA,Halcón,NA
58, Casco Hawk Rs5 Vector Rebatible Doble Visor M Full Fas Motos ,3244,4542,2462,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1053,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-616670918-casco-hawk-rs5-vector-rebatible-doble-visor-m-full-fas-motos-_JM?searchVariation=24748759566#position=5&type=item&tracking_id=1911ce3e-2687-4be7-a3ce-c59369380179,642,281,83,30,16,#616670918,Blanco,S,Hawk,RS5,Rebatible,Doble,NA,ABS,Adultos,Urbana,Rebatible,NA
59, Casco Moto Hawk Rs1 F Integral Verde Tienda Oficial ,2713,NA,53,36,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,330,https://perfil.mercadolibre.com.ar/HAWK+HELMETS?brandId=1746,https://articulo.mercadolibre.com.ar/MLA-786125544-casco-moto-hawk-rs1-f-integral-verde-tienda-oficial-_JM?searchVariation=36950374379#position=6&type=item&tracking_id=1911ce3e-2687-4be7-a3ce-c59369380179,219,69,35,5,2,#786125544,Verde,"L,M,S,XL,S,M,L,XL",Hawk,RS1 F,Integral,Simple,Cuero sintético,ABS,Adultos,NA,NA,NA
60, Casco Moto Integral Zeus Gj 811 Graficas 2019 Fas Motos Full ,4690,6566,59,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-612174367-casco-moto-integral-zeus-gj-811-graficas-2019-fas-motos-full-_JM?searchVariation=26448936856#position=7&type=item&tracking_id=1911ce3e-2687-4be7-a3ce-c59369380179,2,0,0,0,0,#612174367,Negro mate y Rojo,"S,M,L,XL",Zeus,GJ 811,Integral,Simple,NA,NA,Adultos,NA,Integral,NA
