search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Formato
11, Audifonos Bluetooth Recargable Manos Libres Memoria Sd Marvo ,499,NA,2104,38,12 meses,49.30,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,142,https://perfil.mercadolibre.com.mx/ORIENTAL+FITNESS,https://articulo.mercadolibre.com.mx/MLM-582042742-audifonos-bluetooth-recargable-manos-libres-memoria-sd-marvo-_JM,108,25,4,2,3,#582042742,Marvo,NA,021,NA,Headset
12, Audifonos Manos Libres Bluetooth 5.0 Sin Cables Powerbank ,699,NA,1824,40,18 meses,38.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,180,https://perfil.mercadolibre.com.mx/IDEAGLOBALMX,https://articulo.mercadolibre.com.mx/MLM-584412991-audifonos-manos-libres-bluetooth-50-sin-cables-powerbank-_JM?searchVariation=22893728255,134,34,5,2,5,#584412991,Idea Global,TWS sin cables,twsQ32,Q32,In-ear
13, Audífonos Magnéticos Bluetooth Llamada Música iPhone Android ,69,NA,5105,19,18 meses,3.83,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,31,https://perfil.mercadolibre.com.mx/EZSHOP.MX,https://articulo.mercadolibre.com.mx/MLM-591603217-audifonos-magneticos-bluetooth-llamada-musica-iphone-android-_JM?searchVariation=20071384308,20,8,1,0,2,#591603217,Universal,Bluetooth,Magnéticos,M9,Clip-ear
14, Audífonos Bluetooth Inalámbricos Estereo AirPods + Estuche ,319,340,3250,72,18 meses,17.72,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4,42,https://perfil.mercadolibre.com.mx/MONOKO+MEXICO,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=WNo9aRKKyoKgzGB%2B6uDWQH%2Fr6GqcXClvE2pXt6P6Qj6HH4U0F4RkN1GkFSOsQRmqGB0OeDk1QrBM7%2Fvvz%2BdEXa6CyjHlkW7l6PdJ%2F3nGSq7N%2B4QNXMTh2k5dy%2BQGjDCn40upGbdjtI0VOerZS6GpHUTCJad0C2KlMPi8tVrm6O5VqvRzu3g1HuYXD9AWunOfIjXKP1rUNWw7D6yUGVUJQTHHADnaimGNo1phivwmJKN8DDPgBPhS9wGckH%2FmXCqtSpY8RlhL3VUDeZF727DV9RrRzczMxAE%2F%2BK5CeO1JsFAwYsawP3xz%2FAMVYlhAw3W1P%2FWKO1k2cy49uQ%2FfpFNIkjqaxQYAWscvKpVCPqlvmrQVzzJ9aZXWa%2BkdeijteugLHZLnUzW6zVLw7QLixdJvezeI%2FtcUe1ZmDdUyAyUzfoBy9pWmIFdkxIbin1k1H2JE2jGGRqsVvIuG91zH5qPN4qrXOMG%2Buq%2BGDU7J0fag1Fp45%2FfnI6oNWIvYkC4H6g%2BveGCvmVwpy%2B3F7QKQU6CMkE%2BUwT0jLxfqvj8hm2vmGwP1I4QOfZWQQGQkIjfkjekqev%2BGldN6CGGmcBjg7BiUKI9wtlUBxgM%2BGuncLklhDRZFiGuagUcty1qTiaucz2Tv9yBEDPhPrYZmgtjzuC1toljSVX6Nb5skJtkuy3myuagvBYZeyjV%2BiCMqRCn74RNpGFj3DhRlNwl8XYTJjRk99PY82r8itaoahgWRGQTN4qK3zkhIDSTb5mR2Z%2BcfX2BMDAPEvMlUuABEGCyybfinoFfnvJManKwaKhfDIyD0A7YSw3wYPxjv7CQUGG4NH5kEN0U%2FDiCGB6hHQhjXEMUJZReFgUrIhLwSMsUd6NgcgOclz52nB2H0rHHCKESuY%2FlzR9d7rhEhUIdcVREN97zdLSGjH8wb903BoyMINjczbJ5daYPU2SVGZQKuUGNma19qDA%2BhDuuhc2CVPIDnEL0ztKG2s4PxoYcnqrL1xmR14xAnwNoQNro4kDS42n1Wg40Ux7gEEnzdREYxWWHncpQVn4aH22kJuCfe27w04IFQ%2FxT5%2FHhu07pTrJL3dYh1JyigDrefZ93xbAC5iN6OrxQZEHhjTjhzsK8VoIAqzUYxTT6ruSkLIzn3P2%2BkU5R4w4FClDj6JxpTSkGS9ifTzRsWwGjhz%2Fepj5mg88Eqm3gDq0mijgRyEQc0iyAuGyrsRRebKi2vOZ5hI2SuiNeOP%2FJ0SR4Gs80gTuBtC9hUlExDFG2tBotHlmcWwn%2FlqhycgtxV%2BNIRW7NdKZBlGXx7GMfI91xUYOCdAElnPsfKIcjXTviV2TSKfIUBCCcDsamqMI8Bz2%2FFS%2BL3uFD44yBGhCLPUYGOkicITTTiBv5oB1XmbFNTrIiyN2bFf2Hi%2BrKQET7GHwHT2vjj7FUcY05wN6NaYHN8pwYgRKqljSY3FA92Fguyz%2F2VO1LUPaKIPCz62QqNz%2BKRBRfH2%2BF9Enm%2BEp68%2BbUbnCdNmbQkoLE2FPgoNgHFN95rKTbmfmVcefCSlGLyjxcDw3KiPOFPNhbPLofLa2GnJSI2FuM%3D,22,8,6,3,3,#658345966,TWS,NA,i7s,i7s,In-ear
15, Auriculares De Bluetooth Manos Libres Base De Carga X9 Azul ,893,"1,077",2440,162,18 meses,49.66,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/AXLOIEFFCN,https://articulo.mercadolibre.com.mx/MLM-656084046-auriculares-de-bluetooth-manos-libres-base-de-carga-x9-azul-_JM,NA,NA,NA,NA,NA,#656084046,Arbily,Audio Bluetooth,TWS-X9,AR,Ear-Buds
16, Audifonos Bluetooth Resistentes Al Agua Manos Libre Luz Azul ,948,"1,078",1821,433,18 meses,52.70,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/AXLOIEFFCN,https://articulo.mercadolibre.com.mx/MLM-665755802-audifonos-bluetooth-resistentes-al-agua-manos-libre-luz-azul-_JM,NA,NA,NA,NA,NA,#665755802,Arbily,Audio Bluetooth,TWS-T8,AR,Ear-Buds
17, Audifonos Inalambricos Bluetooth I7s Estuche Cargador Envío ,269,NA,1714,154,12 meses,26.57,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,26,https://perfil.mercadolibre.com.mx/MR.UPSALES,https://articulo.mercadolibre.com.mx/MLM-665356831-audifonos-inalambricos-bluetooth-i7s-estuche-cargador-envio-_JM?searchVariation=33187620367,16,6,2,0,2,#665356831,NA,NA,NA,NA,NA
18, Audífonos Bluetooth Select Sound Tipo Dj Radio Fm Bth024 ,449,499,553,30,18 meses,24.94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,17,https://perfil.mercadolibre.com.mx/SELECT+SOUND?brandId=1529,https://articulo.mercadolibre.com.mx/MLM-590130686-audifonos-bluetooth-select-sound-tipo-dj-radio-fm-bth024-_JM?searchVariation=25436272000,11,4,1,0,1,#590130686,Select Sound,NA,BTH024,NA,Headset
19, Audifono Diadema Bluetooth Aux Sd Manos Libres ,319,NA,540,18,18 meses,17.72,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,16,https://perfil.mercadolibre.com.mx/MALU8988452,https://articulo.mercadolibre.com.mx/MLM-646934892-audifono-diadema-bluetooth-aux-sd-manos-libres-_JM?searchVariation=37982179997,12,1,0,2,1,#646934892,Ridgeway,BLUETOOTH,P47,p47,Headset
20, Audifonos Bluetooth 5.0 I7s Tws Tipo AirPods ,120,NA,4047,239,18 meses,6.67,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,29,https://perfil.mercadolibre.com.mx/ZIPING0071988,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=cfY9zS0k2SXZOvp8oumOjxNU6DhHyKPFrl0Bg5aB7%2B73Vja7MDhBfPaU7mjPEqKt%2B%2FZ7lWXj%2FyFe%2BbCaecdYt6Pp3mht4T1%2FFgAymSzHTK6d%2BxNtIBuJWz4Tvacd6GxWxNW%2Fw0eq%2B3wr0WXeZIbak4rX5H%2B908yD1ZoDtEo5utcz%2FgAJTM%2BxRMK%2BQXPGcU%2BFd7ztEJmOUbqGtzyEybB%2F8gZrQ3iXknHfiQgHpRUbpBHIwUGLIWuD3Ou88l0kILjgYX1TnlWBZIk%2BBprydICQDmKty%2FM1Ots%2BuzIlJ61HeGSPvq%2BIubeJIydyCKvShWxETuQYqmNvrRA%2FzgWFk9TUdZGkQVyiGsIczYVoHmBBf6gnveNcyft07BPBwMffygniJYbxHAuXisNVVOLoyTLg3UymuqOL17diO6p9U75j82jcvPsWdBQNxYqBeMig1BJ6xea%2B2CCWdJDPhJBfyhysnkOCB85LHMlKtSFxQeyilvXAfsQxvswc8KvfcJZ6AP1azby7wlh%2FijBd1Uowpy0u5CwnRsZv3gmetGN9Z901KRcoACB11IMx2eNvxxIZuhBXktpLAx3S2I08%2F68DUl0TxWskS6WI%2FCKzHUx9sNW3sQpPVYPmzIyy1s%2BTwvq2PJ%2BLep0t92KgIrAw9ZpHe5%2FdM3K%2F1jYnA77AAnNnSw1El4go1zEPzLy8fPVhfJvJphS79QU26u%2FnuNCiGYzDz8hQcl3EtfC3Ftva7VU6Zgv1hDKgpq17kozlWvdQesg3fzi3WqiSBuY6lJxU4e%2FtxbkCKWE2AwI7jIKLr7XraCrHtYqc85qbqx56M2PMxnKZpJaeCRcmE7%2BRhztXLx69bzVm2As49C5cz5rZ5VRoNwsEwQCRIxyAmpojCDSvLKDO6f0%2BB%2BrPFh7UgreZQROvEq8jGs7SiFjSxe3QvmEZGmuERaFWHa8clMKW6NeI%2B1BIUsq5YPV1mv931B7hfN0LG85Nai8CkFCS38GP5U00tzYOhTWJfhr2ZHpyyvGCnbS6rg9AIps1%2FFR2by6QPCQDB1Wocyi0pk7rdWMjvYORMhy1vJxdwf%2FXeMC35aGo99gCopDOunwJQl6FcrSxegMWMhBWpPCZi9XD85GECg5zDRmW5b6732SUbpiMIC2xNTY7xhAMmjGXvb09gx6xubiBd%2BpAfutWMxvkOFQgR7FCHeoW9RdXTETEOrUcv5qnQR%2BMr%2BnLAsiIPfHbBxRereBs1JzNSmegSK2ZVoy0RMFGeGaITYfDCKREbPLPRi62jE12Hfv765u02zLcw0CbuC5vFtfYwNaBUyXlOHC%2BQ0%2BseRbRq4VJPrD1RgPDeNnbokHT2fHva2i4c88i1ZKg7UW2ui2xuoC3zcHKCpFBYlxqd5PCJn6xcV0UbJn2zzeVJq9VjHva%2B0G%2FWtHVZRdGZBg6o2rsipqXRr%2FZlsQFnccwdFpxU8F8fCZllAzkrvgb7XLFoAoRzE%2F446PJW1I9gXSr4KR8OCOj%2BNq%2Fgmjx729jkdkeiKNvfNjDnStc5kiZI210N6aG9U5ZC2Cccw1gEw%3D%3D,23,4,1,1,0,#625711291,Universal,NA,IS7 TWS,NA,In-ear
21, Audifonos Bluetooth Inalambricos Magneticos Bestsin Original ,189,NA,6326,100,12 meses,18.67,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,278,https://perfil.mercadolibre.com.mx/EBSTORE,https://articulo.mercadolibre.com.mx/MLM-559604934-audifonos-bluetooth-inalambricos-magneticos-bestsin-original-_JM?searchVariation=17967778843,155,65,28,11,19,#559604934,Universal,NA,BST-M9,NA,In-ear
22, Audífonos Bose Soundsport Free Bluetooth Microfono ,"4,699",NA,753,3,18 meses,261.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,80,https://perfil.mercadolibre.com.mx/PREETAIL?brandId=1312,https://articulo.mercadolibre.com.mx/MLM-612226300-audifonos-bose-soundsport-free-bluetooth-microfono-_JM?searchVariation=20400814206,69,6,2,2,1,#612226300,Bose,SoundSport Free,Soundsport Free,774373-0010,In-Ear
23, Audífonos Bluetooth Inalámbricos Estereo AirPods Con Estuche ,199,NA,591,316,12 meses,19.66,NA,Envío,Devolución gratis,Tienes 30 días desde que lo recibes,3.8,12,https://perfil.mercadolibre.com.mx/SOLUCIONESALTHEA,https://articulo.mercadolibre.com.mx/MLM-667079139-audifonos-bluetooth-inalambricos-estereo-airpods-con-estuche-_JM?searchVariation=33580995695,6,1,2,2,1,#667079139,TWS,Audífonos Bluetooth,i7s,NA,In-Ear
24, Audifonos Bluetooth Manos Libres Con Iman Sport Magneticos ,69,NA,1568,224,12 meses,6.82,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.5,6,https://perfil.mercadolibre.com.mx/IMPORTADORA.ALEX,https://articulo.mercadolibre.com.mx/MLM-663866833-audifonos-bluetooth-manos-libres-con-iman-sport-magneticos-_JM?searchVariation=32777379783,1,3,1,0,1,#663866833,Sport,Bluetooth,Sport_iman,M010,In-Ear
25, Audifonos Manos Libres Bluetooth 4.2 Deportivo Recargable ,89,NA,3541,124,18 meses,4.94,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,219,https://perfil.mercadolibre.com.mx/IDEAGLOBALMX,https://articulo.mercadolibre.com.mx/MLM-562673459-audifonos-manos-libres-bluetooth-42-deportivo-recargable-_JM?searchVariation=21529755743,118,71,14,9,7,#562673459,Idea Global,bluetooth 4.2,xt11,xt,In-ear
26, Audífonos Bluetooth Inalámbricos Estereo AirPods C/ Estuche ,284,299,2773,84,12 meses,28.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,45,https://perfil.mercadolibre.com.mx/ERICK+PADRON,https://articulo.mercadolibre.com.mx/MLM-639027713-audifonos-bluetooth-inalambricos-estereo-airpods-c-estuche-_JM?searchVariation=30840250090,25,11,4,1,4,#639027713,TWS,NA,i7s,NA,In-Ear
27, Audifonos Manos Libre Bluetooth Mp3 Fm Micro Sd Auxiliar ,379,NA,3229,162,18 meses,21.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,98,https://perfil.mercadolibre.com.mx/ASSISCELL+TLAX,https://articulo.mercadolibre.com.mx/MLM-630975352-audifonos-manos-libre-bluetooth-mp3-fm-micro-sd-auxiliar-_JM?searchVariation=24894174005,86,12,0,0,0,#630975352,M TOP,Audifonos Bluetooth,SH-11,AUT070,Headset
28, Auriculares De Bluetooth Manos Libres Base De Carga X9 Rojo ,840,"1,077",1165,319,18 meses,46.67,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/AXLOIEFFCN,https://articulo.mercadolibre.com.mx/MLM-656083285-auriculares-de-bluetooth-manos-libres-base-de-carga-x9-rojo-_JM,NA,NA,NA,NA,NA,#656083285,Arbily,Audio Bluetooth,TWS-X9,AR,Ear-Buds
29, Auriculares De Bluetooth Manos Libres Base De Carga X9 Plata ,840,"1,077",1104,263,18 meses,46.67,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/AXLOIEFFCN,https://articulo.mercadolibre.com.mx/MLM-656084494-auriculares-de-bluetooth-manos-libres-base-de-carga-x9-plata-_JM,NA,NA,NA,NA,NA,#656084494,Arbily,Audio Bluetooth,TWS-X9,AR,Ear-Buds
30, Audífonos Bluetooth V8 Voyager Legend + Audífono Auxiliar ,199,NA,826,196,12 meses,19.66,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,7,https://perfil.mercadolibre.com.mx/TODOHARDWARE2010,https://articulo.mercadolibre.com.mx/MLM-668943792-audifonos-bluetooth-v8-voyager-legend-audifono-auxiliar-_JM,6,1,0,0,0,#668943792,Universal,Audífonos Bluetooth,Audífonos Bluetooth,Audífonos Bluetooth,Clip-ear
31, Lentes De Sol Bluetooth Manos Libres Audifonos Inalambricos ,289,NA,943,79,18 meses,16.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,27,https://perfil.mercadolibre.com.mx/IDEAGLOBALMX,https://articulo.mercadolibre.com.mx/MLM-648668322-lentes-de-sol-bluetooth-manos-libres-audifonos-inalambricos-_JM,17,5,3,1,1,#648668322,Idea Global,Solares,sunmusic,sun100,Inalambricos
32, Audífonos Bluetooth Manos Libres Cancelación De Ruidoa X9p ,891,"1,013",789,206,18 meses,49.52,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,34,https://perfil.mercadolibre.com.mx/AXLOIEFFCN,https://articulo.mercadolibre.com.mx/MLM-659636302-audifonos-bluetooth-manos-libres-cancelacion-de-ruidoa-x9p-_JM,27,3,2,2,0,#659636302,Arbily,Audio Bluetooth,TWS-X9P,AR,Ear-Buds
33," Audífonos , Manos Libres Tipo AirPods I7s Tws V5.0 ",167,NA,1801,21,12 meses,16.60,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,10,https://perfil.mercadolibre.com.mx/GERCOMMX,https://articulo.mercadolibre.com.mx/MLM-640875216-audifonos-manos-libres-tipo-airpods-i7s-tws-v50-_JM?searchVariation=29510385615,9,1,0,0,0,#640875216,Universal,TWS,i7S TWS,NA,In-ear
34, Celular Motorola Moto E5 Play Go 16gb Ram 1gb + Audifonos ,"1,999",NA,692,312,18 meses,111.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,19,https://perfil.mercadolibre.com.mx/LAPTOPMEXICO?brandId=1707,https://articulo.mercadolibre.com.mx/MLM-682673145-celular-motorola-moto-e5-play-go-16gb-ram-1gb-audifonos-_JM?searchVariation=37054313796,11,4,2,1,1,#682673145,Motorola,Moto,E5 Play (Android Go Edition),NA,NA
35, S6 Audifonos Bluetooth Manos Libres Deportivos Estereo ,59,NA,2265,1442,18 meses,3.33,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,12,https://perfil.mercadolibre.com.mx/XTUGA+ELECTRONC,https://articulo.mercadolibre.com.mx/MLM-660391435-s6-audifonos-bluetooth-manos-libres-deportivos-estereo-_JM?searchVariation=31896324344,10,1,1,0,0,#660391435,JOJ,"Inalámbrico,Bluetooth",S6,Audifonos S6,In-ear
36, Audifono Manos Libres Bluetooth V8 Tipo Legend Bluetooth 4.1 ,309,NA,820,85,18 meses,17.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,24,https://perfil.mercadolibre.com.mx/SLIM_COMPANY,https://articulo.mercadolibre.com.mx/MLM-640200408-audifono-manos-libres-bluetooth-v8-tipo-legend-bluetooth-41-_JM,20,2,1,0,1,#640200408,Universal,Manos libres,V8,MLBT,Clip-ear
37, Auriculares Bluetooth Tws-v5 Manos Libres Para Ios Y Android ,649,764,389,117,18 meses,36.08,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,12,https://perfil.mercadolibre.com.mx/AXLOIEFFCN,https://articulo.mercadolibre.com.mx/MLM-659639408-auriculares-bluetooth-tws-v5-manos-libres-para-ios-y-android-_JM,11,0,0,1,0,#659639408,Arbily,Audio Bluetooth,TWS-V5,AR,Ear-Buds
38, Audifonos Manos Libres Bluetooth 3.0 Universal 10m Celulares ,56,NA,2107,74,12 meses,5.53,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,8,https://perfil.mercadolibre.com.mx/IMPORTADORA.ALEX,https://articulo.mercadolibre.com.mx/MLM-556454215-audifonos-manos-libres-bluetooth-30-universal-10m-celulares-_JM?searchVariation=33586804172,3,3,2,0,0,#556454215,Universal,NA,Blue-01,NA,Headset
