country,seller_name,link,time_operating,units_of_time_operating,amt_sold,leader_status,top_descriptor1,top_descriptor2,num_reviews,num_neg_reviews,num_neutral_reviews,num_pos_reviews,location,timeframe_of_amt_sold,units_timeframe_of_amt_sold
ARG,Instto Tienda oficial,https://perfil.mercadolibre.com.ar/TIENDAS+ELECTROSHOWS?brandId=1507,6,1,2590,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,534,21,19,494,"San nicolas, Capital Federal.",4,2
ARG,Edifier Tienda oficial,https://perfil.mercadolibre.com.ar/TIENDAS+STADIO?brandId=58,5,1,1046,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,233,1,5,227,"Barracas, Capital Federal.",4,2
ARG,SYSIMPORTACIONESS,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,1,1,2453,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,489,4,7,478,"Ramos Mejía, Buenos Aires.",4,2
ARG,COMPRATECHAR,https://perfil.mercadolibre.com.ar/COMPRATECHAR,3,2,13848,NA,Brinda buena atención,Despacha sus productos a tiempo,288,12,45,231,China.,3,2
ARG,QUIEROESO YA,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,1,1,7033,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,1937,53,71,1813,"Recoleta, Capital Federal.",4,2
ARG,MWPRODUCTSARGENTINA,https://perfil.mercadolibre.com.ar/MWPRODUCTSARGENTINA,9,1,1125,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,313,4,10,299,"Once, Capital Federal.",4,2
ARG,TPSHOP_BAIRES,https://perfil.mercadolibre.com.ar/TPSHOP_BAIRES,2,1,5301,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,1123,31,24,1068,"Núñez, Capital Federal.",4,2
ARG,TIENDASHOPEALOML,https://perfil.mercadolibre.com.ar/TIENDASHOPEALOML,2,1,5772,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,1231,14,16,1201,"Morón, Buenos Aires.",4,2
ARG,JAZAK SHOP,https://perfil.mercadolibre.com.ar/JAZAK+SHOP,1,1,2286,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,564,0,8,556,"Chacarita, Capital Federal.",4,2
ARG,ELECTRO LAND,https://perfil.mercadolibre.com.ar/ELECTRO+LAND,3,1,23793,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,5081,91,158,4832,"Boedo, Capital Federal.",4,2
ARG,DALECLÍCK,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,4,1,34478,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,8369,111,168,8090,"Puerto Madero, Capital Federal.",4,2
ARG,JAZAKSHOP.COM,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,2,1,5180,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,1153,0,9,1144,"Chacarita, Capital Federal.",4,2
ARG,UNIVERSALSHOPS,https://perfil.mercadolibre.com.ar/UNIVERSALSHOPS,1,1,7144,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,1526,67,61,1398,"Capital Federal, Capital Federal.",4,2
ARG,Samsung Tienda oficial,https://perfil.mercadolibre.com.ar/SAMSUNG_TIENDA_OFICIAL_MP?brandId=1550,10,2,1379,MercadoLíder Platinum,Brinda buena atención,Despacha sus productos a tiempo,331,6,12,313,"Benavidez, Buenos Aires.",4,2
