search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,599,NA,2352,36,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,73,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM#position=1&type=item&tracking_id=673cad39-db7e-4a84-8ed9-2db4eb080810,55,12,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Rigida Antigolpe iPhone 6s 7 8 Plus Xs Max Xr + Glass ,819,910,1843,469,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,125,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-666368423-funda-rigida-antigolpe-iphone-6s-7-8-plus-xs-max-xr-glass-_JM?searchVariation=34624942900#position=2&type=item&tracking_id=673cad39-db7e-4a84-8ed9-2db4eb080810,85,25,7,3,5,#666368423,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X, Xs, Xs Max, Xr",Sin Marca,Fusion,Bumper,Acrílico
3, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,699,NA,847,219,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,18,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293#position=3&type=item&tracking_id=673cad39-db7e-4a84-8ed9-2db4eb080810,17,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
4, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,1253,NA,1098,602,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,57,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129973#position=4&type=item&tracking_id=673cad39-db7e-4a84-8ed9-2db4eb080810,47,6,3,1,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
5, Funda Super Anti Golpe Reforzada iPhone X 6 7 Plus 5 Se X ,189,NA,827,2,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,26,https://perfil.mercadolibre.com.ar/GRUPO+TTB.S.R.L.,https://articulo.mercadolibre.com.ar/MLA-746999903-funda-super-anti-golpe-reforzada-iphone-x-6-7-plus-5-se-x-_JM?searchVariation=36479608137#position=5&type=item&tracking_id=673cad39-db7e-4a84-8ed9-2db4eb080810,20,4,1,1,0,#746999903,Apple,iPhone X 6 7 8 PLUS,TTG,iPhone X 6 7 8 PLUS,Air,Acrílico
6, Funda Silicona Silicone Case iPhone 7 8 Plus X Original ,542,NA,1077,256,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,25,https://perfil.mercadolibre.com.ar/TECHYOK,https://articulo.mercadolibre.com.ar/MLA-699391515-funda-silicona-silicone-case-iphone-7-8-plus-x-original-_JM#position=6&type=item&tracking_id=673cad39-db7e-4a84-8ed9-2db4eb080810,19,5,1,0,0,#699391515,Apple,7 8 Plus X,Apple,7 8  Plus X,Silicona,Silicona
7, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,599,NA,471,47,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM#position=7&type=item&tracking_id=673cad39-db7e-4a84-8ed9-2db4eb080810,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
8, Funda Rigida Antigolpe iPhone 6s 7 8 Plus Xs Max Xr + Glass ,819,910,1843,1786,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,125,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=Vaa0zjzJq9K3%2BhVv%2FhNK2WqPMhKf0sNunAyKU95r30%2ByYPnweR%2FQbaaztdL1YfZv5z0sKnl%2FMkblvUZBgPWYatikVSwi64mIpFYwf5M4uM707YDiZx0nahXWB5BELqXh0YxTUMPS7mB%2BfhIbcz4VbSDYUTPkqa47N0a%2BI4xlycM%2F8t4xz1Nk%2FtBtuRfOoAiPrGLOQD3MsDth%2BP6koV6cNuevUx4soPvtC6%2FMtwI5XXvo0i0XDT8x42eTelRyPfbGQ2MtNT8YlPtTaf3l06BB90hTecLO6sTywRycnUL8pauPMePECmKFjYPo2kFfeCEUKcfsgBl%2FiIdZtEZO2nM6x%2BMWYickjEFD6siWLlZ2tyUeROv14%2FpBNBgAm2EY8eNpUKlVl2JFTrv7VDQlF4eGYkMBcpfvzJ4MFSvXgigmLeXClTLUFDzlBEiPVnxQpdkKNw8%2B4kFTUo%2F9gstXVL9J5xrw0%2Bbiaah42sRIagvetkPa%2FerwObIt0L7G7a7MUCt7%2FEiWloZk5kgvuC8VymcJzMeldJ6JJRcg4XzxIcZ5XHBzaKmLpqobORMTNEjL6ne0BEbFfGQ2tfCu5F8TJ%2BEsgYsebMp5jz21Z8R%2BMtTurj3tFSzYRqMZomHAWd8gqoR3VD5PdM%2Fgk2jUNaBPgV72QynY%2B9bCAon8jPSBDJGoeOtU0rR3apMko1m%2FlbkCde%2BW1avyE6DhaIh9FzZJWfq2e3lxPBIM6UtDSbPmHYA42NuMuHT0zYsfpszXsTvqRgCebpcTU%2F9up4Er2xG9pSOMf3FLJHmWt%2FamyoB7WNs91IzRnokiIeBPRGgKgFjgWypKXod881h5xwozactirJ9xk1xjilbWCz2nmK164o2mBYbqmt1mSkazk3PXiwd0B2O420MlQuUwx%2BVFgyWY0l5dhV3WSIXHQltuwQ7vnlXHc6z5RT79aOBsMCG4fu4YAPu1pJxyvAiankad0UlTiHVhMNpB8Vq1IJ7e6MUBU2Bq1d5uwTKJx0AzQcQFDDslOAnXxyY3wic0k%2BJn5LYJVxg1tj%2BMWqPgNDErXsFi1Nvg8sZaEcsJuv6NZYpEQBUYZ9dNIfcxVqmc0x9k7Sgu6GE9OLto1xs%2B970D6UhIX7p%2FFp3NkqB4eUem%2BOrrz0UwxsIR6KCctukr%2BnAINyctw95gVtc7w1w69Gp2cRoLPKDiKdQIJNFgWcH%2F4j24ORwS7NSS8PUM2iGS9BUkaYu2WQgbmr68CHRdq1O1uQs5k7NSyZbLsZXw%2FUPGOqdAPeYQihWsTBBjyGW8uZESe0YMpy%2FbgQxKYd9b6hxAK%2F0hnwPs70ErdwGGpgMKLDGsOdVjghvWH%2FzMNm5EJLjCSOpCXwm2GqoTl%2BMqW8oM7OjMgvJUNt6FyEQMgoV0DW4IUogwZ5WyiNc0k4iEYKp8BUIaZkZ6cso6wj%2FdkgD8zlsuCUJbh7q0ZJRGp0TsgmLCEOicAX5%2Bq3L4wyI3m2DOGOsXfBFWe46gzt4WNQ1sirqVFHNJg%2BnJOVFtUnWqijicCObSyG7bV%2Ft7tPThakv%2Fh3NkA1JLqAnzWzII3f%2Bk0VCyFqYs5aoG4jcxhe17GdEiMazvFl27zRVt0Q%2FRZwA8vE3P1rGEFubsA3Npwiaf3VWXksDhWo9hXpsYcKiar%2FoaXFZV43oKDBwCH3xWvKXw7h0RXCX2Ev%2Biz8iuvKswKAGIY2BHMsm%2FXEtjpg1ICTP1PULav9L1KcYzKnycvScp6eY7kBKs%2F6nUsATHew9AwvNfB%2FHptRRjv7bXnjGpHJ1hjudijvSLxEXMfFz7URPFV0gvDhh3NwwcGUblXOqv2w6Lj4v9axg4fgEFFFodzTnrucpQMlzzwK%2F58Yesy%2Bs0H9i%2FpUkgAc6fkQxO2MbGRLcB27uIOFhfoO3%2BmlkXJTp8tblXO3VME5RJjYncofGAuLDdyBteQsE1,85,25,7,3,5,#666368423,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X, Xs, Xs Max, Xr",Sin Marca,Fusion,Bumper,Acrílico
9, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,813,NA,1367,128,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,60,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627402#position=9&type=item&tracking_id=673cad39-db7e-4a84-8ed9-2db4eb080810,35,5,1,6,13,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
10, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1413,NA,454,445,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,23,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139#position=10&type=item&tracking_id=673cad39-db7e-4a84-8ed9-2db4eb080810,22,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
