search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1, Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax ,33,NA,1280,4479,6x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,21,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797226#position=1&type=item&tracking_id=f10983a4-0d40-4216-af5b-1e6823909da8,15,5,1,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
2, Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo ,22,NA,924,89,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,19,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=25994987550#position=2&type=item&tracking_id=f10983a4-0d40-4216-af5b-1e6823909da8,13,4,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
3, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,54,NA,580,7438,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,14,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213994623-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=38590025464#position=3&type=item&tracking_id=f10983a4-0d40-4216-af5b-1e6823909da8,12,0,1,1,0,#1213994623,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
4, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,49,NA,337,17539,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,19,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1210095124-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=35219107399#position=4&type=item&tracking_id=f10983a4-0d40-4216-af5b-1e6823909da8,15,3,1,0,0,#1210095124,Apple,IPHONE,JK CAPAS,CAPA 4 EM 1 ANTI IMPACTO,CAPA PROTETOR,TPU/Policarbonato,NA
5, Capinha Ultra Fina Fosca iPhone 6 6s Plus 7 Plus 8 Luxo Capa ,22,NA,564,69,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,12,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026034649-capinha-ultra-fina-fosca-iphone-6-6s-plus-7-plus-8-luxo-capa-_JM?searchVariation=23594227857#position=5&type=item&tracking_id=f10983a4-0d40-4216-af5b-1e6823909da8,8,2,2,0,0,#1026034649,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
6, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Aveludada ,32,NA,555,93,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,12,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://produto.mercadolivre.com.br/MLB-1246923437-capinha-capa-case-silicone-iphone-7-plus-8-plus-aveludada-_JM?searchVariation=42654251776#position=6&type=item&tracking_id=f10983a4-0d40-4216-af5b-1e6823909da8,12,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
7, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8plus X Xr Xs Max ,34,NA,5722,39163,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,502,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-682539065-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8plus-x-xr-xs-max-_JM?searchVariation=22563854091#position=7&type=item&tracking_id=f10983a4-0d40-4216-af5b-1e6823909da8,402,60,25,11,4,#682539065,Apple,IPHONE,JK CAPAS,ULTRA FINA,CAPA PROTETOR,TPU,NA
8, Capinha iPhone 8/7 Plus Spigen Valentinus Black ,189,NA,1,9,12x,15.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPIGEN+BRASIL,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=mlwIefUL2XM4O08IRuYgIzz5bbxSwUr4a4GGfCHa%2B%2Fy4Vjj31UM2zcbKdGI9jJHw7LJNhIrArQhrxLFrUXiGGxm%2FcFci57tDZFBUxCfFv2ILDLNIiuvJwa5dwwyoYjb0RI0LG%2BpEJt23kPP03zO7DXd7e5B6Xc%2BC9gPW5gqIv6iblXFyR4y2dTVjNdYH3ystUusQcVIIKkw7%2FhaI9dDH3oiACDSXubuLxKczxo%2FLVGr0FANiDbnD8l9u6KJCAbQQVHgpUhjZQPXIfxz%2BOw46EInqixmthCzQECVIidVwmroHdGdvlht%2FZxvuexrq7HHVorAOvxcYuG%2FLY6WhMYhfZI6%2FzoikJXzFszBdU93kAg00l6ouIhIQJjqA9%2B8enVDrCT%2BwGpQWJwMVrMzQLvEoMa17G5NZJosSngIILZ0wB74fJmuN34drUUDkO8oRJ1XPDyAHHRomYFkcEf6vkVrHoRX0e8zGUoECt4v8OLpo%2F%2FaPDE0BrqOynHg%2F77sH5NrYS2q2Dg69tgH2d63MVynjQh5qOgfi%2BjbsoPl3jCSXQhw2%2BLwI4E8lEttEWonUCa5vovNNPdCJf5luF6%2BFrA2Dt8RKoPRvHt536CQ7%2F7DJLsl3Ig1OComWqTmDEiAocDD8fy0kXPXJfrRXmcnGeukId4LhuM0TkVX1ABEq5xKOfDmTLKlQVSyznDH2yBTnt8n2w4Us4%2BSh2EadtDCQGzwILVgIJ%2FO%2BGj7PGAZf%2FlM%2FzwuNtQBZNZLWreFzW0G8WNx0BY7NSzUcDFnGnbqYMGcG4gUf0HuL6%2FuQL5XjbAutSulU2pFuep%2F4bbj60wlnFrUK0bSLcyAOEYIm3DnsgwxjijRf6B%2FjW%2F%2FUuHiCE6jlt9QwiCruH%2BLJI3yJq72wwbHhjN7Gkd9aGOInzaU85atASqv80Gk7YWuG74SKm1XaYSmu4FHadeLDnPaqs%2F1PGvBTGG9qBRzXZi2vtw3yg5%2BB1gXHT%2FsQpT0JsziHrQx9%2BV2iSe5%2B1ZwWu%2Fh0RiWcbtCchr6jhLML1g8v6ldtWyP5%2B62q6l2%2BjYGgiYwhsTs%2Bxm7HCfrMKY9Os6nsmc8HOj8C8VNm9Zn09DtCoX37vjuEvDfhkPZ%2BYh9mu%2FWvLVrXHel3HnAbeJf5QdDpXdF5n49%2FGdhjHMLpDqfk%2Binq1o7bpaIShJKUdOdXoIpgV8e38%2Fa4niGuI4NWPT%2Fhy2JxqBQ0oQad%2F7XGbEJUPUYuN5onjZZY2v9RqwjG9%2Fpoha%2BTn74aqBu2UZj4rXL%2FMu4eleRYGyojkJAAuGZ4z1dGEiDvguhFN%2BtUXTaMqGcSuzZ6sXFFcoSRsdzy%2FLKKy8%2FOEsSZMF6aJUF1zl%2BzWSqXaaEg1%2FPWkOrNQ6EVAdFcUTSpxF%2FH4X3xtD0Culr6ZCnhrSa5oW%2FqoBdZY5SVlgenCu%2F0xNToCmxhSfg0Xj0EMgIwLlj0p16SqFiZKvbIhp4mZCDTbUyDvAzbmEKwSwQ3NGkbl8EBib%2Fe53ayXp%2BuHY9KtSX1sbgX7JsJgwpjA1GVIg0rsQwIejM27Wx3Q0XBVbQfkBDcN%2FKsvR5MdQ533KWwm1dqzWcdpiLEsS43G0ckfZ%2BUD1%2BJ2HP4NQ2%2Fel92UVaKFrE8D6mnBr2ytdOIKHWTiEOmF67ix%2BE0eldkto6yyUKPn%2FpLlDk0yJhjjCJCbP8Z%2BjbgNZsfoizuaW5wJTms9VBDhp6Jowotqxf2ZHew,NA,NA,NA,NA,NA,#1252228122,iPhone,iPhone 8/7 Plus,Spigen,Valentinus Wallet,Carteira,Couro,NA
9, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max ,35,NA,316,9811,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,9,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379#position=9&type=item&tracking_id=f10983a4-0d40-4216-af5b-1e6823909da8,9,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
10, Capinha Silicone Aveludado iPhone 8 Plus Verde Agua ,29,NA,239,261,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,10,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM#position=10&type=item&tracking_id=f10983a4-0d40-4216-af5b-1e6823909da8,9,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
