search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Tipo de alimentação,Tipos de cabeças,Tempo de funcionamento,Peso
11, Maquina De Barbear Kemei Km-1102 ,93,NA,"
			
			
				
				456
				vendidos
			
		",(709 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 775
		
		 sem juros
		
	

	
		",75,NA,NA,NA,NA,4.5,51,https://perfil.mercadolivre.com.br/TOPDEALSBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1205627112-maquina-de-barbear-kemei-km-1102-_JM,33,11,3,2,1,#1205627112,Kemei,NA,KM-1102,NA,NA,NA,NA,NA
12, Barbeador Elétrico Á Prova D´água - Relax Multi Groom ,149,NA,"
			
			
				
				170
				vendidos
			
		",(22 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1249
		
		 sem juros
		
	

	
		",49,NA,Frete grátis,NA,NA,4.3,6,https://perfil.mercadolivre.com.br/MNLDISTRIBUIDORA?brandId=1738,https://produto.mercadolivre.com.br/MLB-1223500996-barbeador-eletrico-a-prova-dagua-relax-multi-groom-_JM,4,0,2,0,0,#1223500996,Relaxmedic,Relax Beauty,RB-AM0249A,NA,Elétrica,Removíveis,NA,NA
13, Barbeador E Aparador Philips Mg1100/16 2em1 À Prova D'água ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				534
				vendidos
			
		",(188 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1233
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,NA,NA,4.5,32,https://perfil.mercadolivre.com.br/EDUELETRO+OFICIAL,https://produto.mercadolivre.com.br/MLB-822191599-barbeador-e-aparador-philips-mg110016-2em1-prova-dagua-_JM,22,7,1,1,1,#822191599,Philips,Series 1000,Mg1100/16,MG1100/16,NA,NA,NA,128 g
14, Maquina De Barbear Aparadora Original Panasonic 389k ,179,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1711
		
		 sem juros
		
	

	
		",11,NA,Frete grátis,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/POCKETSTOREBRASIL,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=IHFmsAnsqnxI7B%2B1sYS6G6UBXzbQ5M3hutZ3PfDFAvzZ4BAyXSj%2FHR1Ku%2Fe6TC%2BpJWqJDbaK43eRQzbPESPU2Vc4qZlOeSQUfSbQWiSXXtOp2wmMX%2FoJkp5%2FubjqqJJO%2B8gNBv1IlYsi2db4r7RmoORu%2FQEBn3CgK9q4jhuupsvCtWVRncWAqTp3eSelno6yvO%2BYmTLTuoe0se9cn3P4hnAw8%2FJ6rZ2Rfb41rayuaX8vslhqC86xsgXEGxyrrlZZk%2FgyVxI2lB9AD0L%2F%2BjDWb3lBU89U9iu%2Ba8hNwUs7l4Cg0O3pG2STJCuijJp4q2PpG%2BvLhOJ2AOxovs9P4Mv4j%2F0MFNvPyrjuM3pnouLhpbiV1E%2B02GqiBNNFWAzF9nPbpyEObpV%2Byd9ANRn4DFgfhFtmbSehhJZGeQcFwPqr2xSJNMy5MZ5G%2BxrNPWgnP2M8Bh56NGrX1TOwiPEFIo%2BNqQ3bN7p%2FhlcqWKccI%2B6BYIUCm60%2F2SGFxSWsZGyxLKJDaAbZ129hdowMJ%2FzSpn%2BwTv12SWe0nBtmCqiIuxHbB7C2iE4Sn%2FeSFD2C%2FWMNFUuxbUPUH3%2BNeUzfmgzmjLJMdYNuZ4WLZU1bH01UW4ASLAYcuwCLxHjytsAxMpv8mcE8%2FW%2BEQH54PZeAWZ4E%2FgHd3btfp%2BY2QUYqEM0ehmOxP%2BbO22dmN3P1Ce461u6KrgqrLZ7N8cpeijfV9M6D9Z7j6VdGJ7%2Fv8VarZCRVoZ1%2BU1CXd%2B3OpRvBiXfV0BxA%2FL0l3TxDEuubsxks6bSJ149YBqBN138qhvjZEvOgwwWW1f2vqIorlD9cAK5ZWnErpmEH%2FmDzPd0jkigoXb9DrFqjOvPcdThnVdzcQGaijYyt1U%2FPKg6g%2BC4bfwXERxLZSkkqWocTmfm4G8SEmm5wiFzeba2MMhPbDQ2PINguFGveS6a8ogDzausISJxgsS2dh6KHjMg%2By8PEtfggvCHLZKA2fsp1RG6NEBwQSSLiyf5RxjTN6fViO7AUuCce3%2Bv1GI4lqvpvz4JRADc7ljdhdSLOix8ansv5Iy9yvCtVOdQ4QHZNTjyuckOyypkCZ%2F1qvlWKjgyzKxwG28QY43CyyuynLroRpdWyOsejwNROmcjN32S5a65Mq4UyHJTEws8qO%2FA5ueW7umlVL9ycvQdz1ytuGwLyG5CCAHCLJizporT2cPdHVZ6U7klJS0ffdJtFpdNiDz1QC5eEBYvBVfFyfDwhwrA6RgNQaPLdrflfFl2TEAyHIOI4oH2iF5iXxScniULMlz8pOX6yRrOTB81gL1pQ7pTNcrR4dUwUiJ5EdKnGFLENARiX3LBHGY6QJtDs7d1djd6TVx4nGiirJw4t5%2FjqV4ztxE%2BvzqqpMUjwCqROcSxp%2FmmxdUneCcv764X3MOcyMrrGoTI2NbOZo%2FosslaRKWGTcRBeMcqNUlQF7izZntOZ%2BWNAZUaHV3pFoowPDPRivtEW9HaIkvRajqMrBqkPT4YgZBhmKGtx3%2BpZewGeNvtKG4%2BMtwFMzkW3UsJazO08bT4inD%2FvWlx6NneK6KYKWNsOv9snzcpPAJUtZSWDX%2BXf8cfCLNYXS5ratiuPQy8RJzwWv%2BkigCoOrMgnFrl2jEM67EGZQUaZarJyA5xgMWm1G1wPXkC6S2UdvHWcTGkH%2FNgQhGoVqdQU5kAri2XTnjDUWdew34Q2O%2Fq607PIJF4wpSaCD9xoWH%2FxYhmqsOL0wf5E34%2Bx9b8%3D,NA,NA,NA,NA,NA,#1294752482,Panasonic,Barbear,ER389K Intertech Original,NA,Tomada 110V,Removíveis,NA,350 g
15, Máquina De Barbear Aparador Barbeador Elétrico Barba Philips ,104,NA,"
			
				Novo
			
			
				
					 - 
				
				1054
				vendidos
			
		",(296 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 995
		
		 sem juros
		
	

	
		",95,NA,Envio para todo o país,NA,NA,4.6,41,https://perfil.mercadolivre.com.br/REDE_BH_ELETRO,https://produto.mercadolivre.com.br/MLB-957545068-maquina-de-barbear-aparador-barbeador-eletrico-barba-philips-_JM,29,7,4,1,0,#957545068,Philips,Multigroom,MG3711/15,MG3711/15,Recarregável,NA,Até 60 minutos,0.63 kg
16, Aparador Barbeador Elétrico Kemei 8 Em 1 Multigroom Kit ,89,NA,"
			
				Novo
			
			
				
					 - 
				
				511
				vendidos
			
		",(489 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 859
		
		 sem juros
		
	

	
		",59,NA,Envio para todo o país,NA,NA,4.6,43,https://perfil.mercadolivre.com.br/FGK+VENDAS,https://produto.mercadolivre.com.br/MLB-1115632925-aparador-barbeador-eletrico-kemei-8-em-1-multigroom-kit-_JM,33,7,0,1,2,#1115632925,Kemei,Multigroom,KM500,NA,Elétrica,Planos,8 horas,NA
17, Barbeador Elétrico Maquina De Barbear Recarregável Promoção ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				525
				vendidos
			
		",(475 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 648
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,NA,NA,4.4,1535,https://perfil.mercadolivre.com.br/FGK+VENDAS,https://produto.mercadolivre.com.br/MLB-1120276544-barbeador-eletrico-maquina-de-barbear-recarregavel-promoco-_JM,1054,269,102,41,69,#1120276544,Philips,3 cabeças,QP2510/10,QP2510/10,Recarregável,Removíveis,NA,NA
18, Kit Barbeador Aparador De Pelos Philco Multi Groom 7 Em 1 ,128,NA,"
			
				Novo
			
			
				
					 - 
				
				146
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1074
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,NA,NA,5.0,1,https://perfil.mercadolivre.com.br/ELETRONEW.,https://produto.mercadolivre.com.br/MLB-1010637821-kit-barbeador-aparador-de-pelos-philco-multi-groom-7-em-1-_JM,NA,NA,NA,NA,NA,#1010637821,Philco,NA,Multi Groom 7 em 1,NA,NA,NA,NA,NA
19, Barbeador Elétrico Philips Aparador Recarregavél At756/16 ,279,NA,"
			
				Novo
			
			
				
					 - 
				
				663
				vendidos
			
		",(19 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,NA,NA,4.6,427,https://perfil.mercadolivre.com.br/EDUELETRO+OFICIAL,https://produto.mercadolivre.com.br/MLB-791555820-barbeador-eletrico-philips-aparador-recarregavel-at75616-_JM,328,60,22,7,9,#791555820,Philips,3000,AT756/16,AT756/16,Recarregável,NA,60,NA
20, Máquina Barbear Shaver Kemei 3 Em 1 Nariz Barba Pelos Corpo ,42,NA,"
			
				Novo
			
			
				
					 - 
				
				71
				vendidos
			
		",(73 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 777
		
		 sem juros
		
	

	
		",77,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/POCKETSTOREBRASIL,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=S4MYJqICavpp8OiyUmsZBBexk0w%2F6zVak2QAUw%2FhbD8qJGiBRGCGASAQuzq83etnDYjp49u0hK030H7Dcuut6XMOgGHTKrRxOLk3miy%2BGTjTAnC%2B4eSgQlEn0akZUY%2BB%2B%2B%2B5ea4jaiEpcbCHhV0GnhDynm7gmpg1FFIDEf58SRS4jnYJrrU3Koau%2BZPhcddzdPs8%2FweE5wCj6Pt5pL5j%2FsJaSVP57D4ad4qCEKlfo2EGiREC6Fk7ZH59MK0pe9bchf72NPd2PYwOOL%2BDDBrNa0apI0eLXpHpf5QQ%2FqelTvabEPoEvb%2FMJSlmLIKdIJY%2B4Zn6QcCWBlcNV4zjjWAdb0kmPkWSOpG4tdZM641eLWmEuhOwsp6tZogwwvXuMW6RWd94I5QoKbd2a0z1qAsDAUU2fSa%2BLIHMFsIrzg0lDPHo7fragviXfy6AR0ZiN8l%2BpzF7COFRiyT3PcVdkU834tomrZjz7YQXjGIqMxNu%2Fkir5SXeGeo6j%2BAFTx8mykkgaUz763E7pEsl8BUNzrLCg8bGHcfe112u6AGKthXcGyV7MvMQpGxrNV4yFt%2FBYW84NvYbQ8SuOqh8LL3kdpoPRccVGD3OpFJXwGKF6XyxIcSrPa0040z50EmUs4GVch%2FQYZw2rYsIbVwQdlB8u1CytaRRHBow%2FXXs%2FMyYU5KhP47MvpZQsDgPTZmDA7B6ZbmLwUqaFHJ%2BqUH420ybwk0HPmF3Womp6HnXTfzqn%2BS7%2BbCAOI%2FB0dNtUCXEJ4JnKfNpXU%2FH9Sx0psZ9C7z16ZkofJXcx4pS8MJWXWbX6U%2BldjBIHvXB6Z9YNQBkbVlu1UQ5LW%2FZJekjmtuRgkCvH3Hc93vl74c2pcmVPo1lafyO4S16ckLSeCrAh%2FP1LiICKgHTpGy0CSOFJ%2BcYTRSLNiZ07oFBB4ggRR5J7E9egCUNTVbcuABQxgR3zON0NigWUIfiJJG1%2Fsedw8sRaOZim%2BKLpa8pHkNlM3GNsXduxg3BwFWw%2BGWFzA86Uwzf%2FEfy4NJXKbCve%2FDZVSfFNK1hblOWSKmnljZ2%2Fu%2FncCQPhXu0o3jtuXifBghy2JfdZa7bfEAC32sk5DzyOKoGfmpKVsW0YFR1JEUI5ukmDTmzevNYSnMN4hIuDMdsJ5vcxfgWr9%2F%2F7a2BLylal0tiR4W7ZyHf0OZFixJXLfNKrB1xZDeCSIDyp8zGP0%2FFATkYofiIRjmU86c4sUV689d9NG8D0jkizGidn5W2%2FHJp8zQw%2BthNo09YZaVhMT4XPOe0BNiMyC%2BsizdmXkfCKaBWYaBPk9LYLxe%2BESs5VUimKAQJNkEGm%2FH3f4Nvm53KI6s%2F4QQLCD6URYzJTD5PkqFnajhh7C3VK4sB7fqA9LNGoBltR2Vz6vq6d8w88j2yzBm3ojOQsoSXf0OVzLstHpU3TRApwGxfadlThgoRwqofnEvTYCiDdbdOh0NjfnH0oGbO2PRD%2BTjFQ%2BKmDYVDbIexK7e0hsUFqWUxfO%2BjC%2FQW%2FuWxgEWTqHL8FgsEIoIgqdpddw3v%2FIYOzY6vEDDtUz3JKJ6M%2FM3kzsCMr2KlvLfRDj%2FV2pDJ2ckvwGsCU%2B%2F%2BOM2OXA1MLq4GkrwmtQAk5Z66pwzjzuYhm6kIivIav%2FlwUnedH3z0GXzWZINI5dscXS4tp2gLaoQB8xbGZZ3U6CRI3r44tErWKphLwkwzqAUq75K1gN37eyuvLxbHqE4wlZJNWWu96O2RqDATH0TKyrm0mpA4G9J3,NA,NA,NA,NA,NA,#1264864770,Kemei,Barbeador Elétrico,KM-6776,NA,110/220V,Removíveis,NA,NA
21, Aparador Barbeador Elétrico Nova Nhc Bivolt Barba Perna ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				659
				vendidos
			
		",(1149 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 570
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,NA,NA,3.8,26,https://perfil.mercadolivre.com.br/NBW+NOTEBOOKS,https://produto.mercadolivre.com.br/MLB-873226808-aparador-barbeador-eletrico-nova-nhc-bivolt-barba-perna-_JM,11,8,2,1,4,#873226808,Nova,NHC,NHC,NA,Recarregável,Planos,1 hora,NA
22, Maquina De Barbear Aparador Elétrico 3 Em 1 Kemei 6558 ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				343
				vendidos
			
		",(22 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 595
		
		 sem juros
		
	

	
		",95,NA,Envio para todo o país,NA,NA,4.1,26,https://perfil.mercadolivre.com.br/SPRITS2STORE,https://produto.mercadolivre.com.br/MLB-1175859017-maquina-de-barbear-aparador-eletrico-3-em-1-kemei-6558-_JM,14,5,2,2,2,#1175859017,Kemei,Barbeador/Aparador/Cortador,KM-6558,NA,Elétrica,Removíveis,60 min,NA
23, Barbeador Elétrico Philips Seco E Molhado Maquina De Barbear ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				2233
				vendidos
			
		",(157 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1077
		
		 sem juros
		
	

	
		",77,NA,Frete grátis,NA,NA,4.7,193,https://perfil.mercadolivre.com.br/FRATELLI+BH,https://produto.mercadolivre.com.br/MLB-703220356-barbeador-eletrico-philips-seco-e-molhado-maquina-de-barbear-_JM,152,34,4,1,2,#703220356,Philips,NA,3711,MG3711/15,Elétrica,NA,60 min,0.63 kg
24, Aparador Philips One Blade Qp2510/10 ,105,NA,"
			
				Novo
			
			
				
					 - 
				
				442
				vendidos
			
		",(1558 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 875
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,NA,NA,4.4,1535,https://perfil.mercadolivre.com.br/JOVAL+INFORMATICA3,https://produto.mercadolivre.com.br/MLB-1219885400-aparador-philips-one-blade-qp251010-_JM,1054,269,102,41,69,#1219885400,Philips,Portatil,QP2510/10,NA,Recarregável,Removíveis,NA,NA
25, Maquina Barbeador Kemei Shaver Km-2024 Bivolt Oferta ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				369
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 631
		
		 sem juros
		
	

	
		",31,NA,Envio para todo o país,NA,NA,4.3,21,https://perfil.mercadolivre.com.br/HAIBRASIL,https://produto.mercadolivre.com.br/MLB-1240923587-maquina-barbeador-kemei-shaver-km-2024-bivolt-oferta-_JM,12,4,2,1,1,#1240923587,Kemei,maq barbear,KM-2024,NA,NA,Flexíveis,NA,NA
26, Barbeador Elétrico Philips Seco Ou Molhado A Prova D'água ,164,NA,"
			
				Novo
			
			
				
					 - 
				
				867
				vendidos
			
		",(144 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1576
		
		 sem juros
		
	

	
		",76,NA,Frete grátis,NA,NA,4.4,354,https://perfil.mercadolivre.com.br/SHOPL%C3%82NDIA,https://produto.mercadolivre.com.br/MLB-803751007-barbeador-eletrico-philips-seco-ou-molhado-a-prova-dagua-_JM,245,55,29,10,14,#803751007,Philips,AquaTouch,S1030,HQ6976/16,Elétrica,Flexíveis,45 m,NA
27, Barbeador Elétrico Philips One Blade 2521 Original !!! ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				195
				vendidos
			
		",(29 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1416
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,NA,NA,4.7,421,https://perfil.mercadolivre.com.br/LILI+OFICIAL,https://produto.mercadolivre.com.br/MLB-1054101808-barbeador-eletrico-philips-one-blade-2521-original--_JM,341,55,16,4,4,#1054101808,Philips,OneBlade,QP2521/10,NA,Recarregável,NA,45 m,NA
28, Barbeador Aparador Oneblade Philips 2 Qp2510/10 Original ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				472
				vendidos
			
		",(15428 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1075
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,NA,NA,4.4,1535,https://perfil.mercadolivre.com.br/JOVAL+INFORMATICA1,https://produto.mercadolivre.com.br/MLB-1091892272-barbeador-aparador-oneblade-philips-2-qp251010-original-_JM,1054,269,102,41,69,#1091892272,Philips,OneBlade,QP2521/10,NA,Recarregável,Removíveis,30 m,NA
