country,seller_name,link,time_operating,units_of_time_operating,amt_sold,leader_status,top_descriptor1,top_descriptor2,num_reviews,num_neg_reviews,num_neutral_reviews,num_pos_reviews,location,timeframe_of_amt_sold,units_timeframe_of_amt_sold
CHI,Maxell Tienda oficial,https://perfil.mercadolibre.cl/MAXELL+CHILE?brandId=219,2,1,699,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,155,0,2,153,"Santiago, RM (Metropolitana).",4,2
CHI,MobileHUT Tienda oficial,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,2,1,3907,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,988,24,18,946,"Santiago, RM (Metropolitana).",4,2
CHI,MAMI HOUSE,https://perfil.mercadolibre.cl/MAMI+HOUSE,6,2,2082,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,297,29,15,253,"Maipú, RM (Metropolitana).",4,2
CHI,AFRICCA STORE,https://perfil.mercadolibre.cl/AFRICCA+STORE,4,1,826,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,148,2,5,141,"Valdivia, Los Ríos.",4,2
CHI,WSTECHNOLOGY.,https://perfil.mercadolibre.cl/WSTECHNOLOGY.,2,1,220,MercadoLíder¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,90,1,2,87,"Santiago, RM (Metropolitana).",4,2
CHI,PROPHONELTDA,https://perfil.mercadolibre.cl/PROPHONELTDA,6,1,3008,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,525,17,14,494,"Santiago, RM (Metropolitana).",4,2
CHI,ONLINECLUB,https://perfil.mercadolibre.cl/ONLINECLUB,6,1,19134,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,2708,220,274,2214,"La Florida, RM (Metropolitana).",4,2
CHI,LAOCASIONSTORE,https://perfil.mercadolibre.cl/LAOCASIONSTORE,4,1,968,MercadoLíder¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,139,6,9,124,"San Ramón, RM (Metropolitana).",4,2
CHI,WIRELESS MUNDO,https://perfil.mercadolibre.cl/WIRELESS+MUNDO,1,1,247,MercadoLíder Gold¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,58,1,2,55,"Conchalí, RM (Metropolitana).",4,2
CHI,ELECTRONICA_ROCA,https://perfil.mercadolibre.cl/ELECTRONICA_ROCA,11,1,2547,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,305,25,18,262,"Santiago, RM (Metropolitana).",4,2
CHI,CUPOCLICKCHILE,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,4,1,6224,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,901,66,86,749,"Santiago, RM (Metropolitana).",4,2
CHI,FERNAPET,https://perfil.mercadolibre.cl/FERNAPET,13,1,12229,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,2366,112,177,2077,"Santiago, RM (Metropolitana).",4,2
CHI,Anker Tienda oficial,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,7,1,1302,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,210,7,3,200,"Las Condes, RM (Metropolitana).",4,2
CHI,OUTLETNET-LTDA,https://perfil.mercadolibre.cl/OUTLETNET-LTDA,5,1,1964,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,402,11,9,382,"Santiago, RM (Metropolitana).",4,2
CHI,MARE8077404,https://perfil.mercadolibre.cl/MARE8077404,2,1,1687,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,254,2,10,242,"Estacion Central, RM (Metropolitana).",4,2
CHI,MUNDOMAGIAÑUÑOA,https://perfil.mercadolibre.cl/MUNDOMAGIA%C3%91U%C3%91OA,2,1,8749,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,1463,32,40,1391,"Ñuñoa, RM (Metropolitana).",4,2
CHI,VENTASMACUL2014,https://perfil.mercadolibre.cl/VENTASMACUL2014,5,1,2846,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,429,21,20,388,"Santiago, RM (Metropolitana).",4,2
CHI,MALLCONNECTION.CL,https://perfil.mercadolibre.cl/MALLCONNECTION.CL,2,1,87,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,12,1,0,11,"Las Condes, RM (Metropolitana).",4,2
CHI,OFERTABKNCL,https://perfil.mercadolibre.cl/OFERTABKNCL,3,1,10736,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,1893,52,160,1681,"Santiago, RM (Metropolitana).",4,2
CHI,CASALIVING,https://perfil.mercadolibre.cl/CASALIVING,11,1,4923,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,923,27,42,854,"Recoleta, RM (Metropolitana).",4,2
CHI,Sony Tienda oficial,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,4,1,1966,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Entrega sus productos a tiempo,390,14,17,359,"Pudahuel, RM (Metropolitana).",4,2
