search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso
915, Capacete Infantil Off Road Moto Cros Trilha Tam 54 - Fosco ,165,NA,15,8,12x,13.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1124817391-capacete-infantil-off-road-moto-cros-trilha-tam-54-fosco-_JM?searchVariation=29220868702,NA,NA,NA,NA,NA,#1124817391,Laranja,54,Pro Tork,Capacete,Factory Edition Neon Infantil,Cross,NA,Não se aplica,ABS,Crianças,Unissex,NA
916, Capacete De Moto Mixs Fokker Paint Modelos ,119,NA,40,136,12x,11.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,7,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-878641693-capacete-de-moto-mixs-fokker-paint-modelos-_JM,2,3,2,0,0,#878641693,"Butterfly 56,Butterfly 58,Butterfly 60,Butterfly 62,Jokker 62,Paint prata 56,Paint prata 58,Paint prata 60,Paint prata 62,Paint vermelho 56,Paint vermelho 58,Paint vermelho 62,Preto brilhante 56,Preto brilhante 58,Preto fosco 56,Preto fosco 58,Preto fosco 60,RPM 56,RPM 58,RPM 60,RPM 62,Selecione a cor e tamanho do capacete entre as opções e informe a cor da viseira espelhada nas perguntas ou por mensagens",NA,Mixs,Capacete,Fokker,Integral,NA,NA,ABS,NA,NA,NA
917, Capacete Moto Fechado R8 Viseira Dourada Pro Tork Amarelo ,120,NA,10,1796,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1061060326-capacete-moto-fechado-r8-viseira-dourada-pro-tork-amarelo-_JM?searchVariation=25253826038,0,1,0,0,0,#1061060326,"Amarelo,Amarelo,Azul,Azul-claro,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,ABS,NA,NA,NA
918, Capacete Moto Mixs Mx Cross Frontier Air Trilha Varias Cores ,239,NA,9,50,12x,22.93,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-840634532-capacete-moto-mixs-mx-cross-frontier-air-trilha-varias-cores-_JM,NA,NA,NA,NA,NA,#840634532,Preto com Verde,"56,58,60,62",Mixs,Capacete,Mixs Frontier Cross,Cross,NA,NA,NA,NA,NA,1.6 kg
919, Capacete Moto Pro Tork Fechado 788 G6 Pro Series Cinza ,117,NA,5,1798,12x,11.18,NA,Envio para todo o país,NA,NA,4.6,84,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1085002790-capacete-moto-pro-tork-fechado-788-g6-pro-series-cinza-_JM?searchVariation=26541312842,59,17,7,0,1,#1085002790,"2307,2307,Amarelo,Azul,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,evolution,G6 Pro Series,Fechado,NA,NA,NA,NA,NA,NA
920, Capacete Moto Escamoteavel Robocop - Tam 56 58 60 62 Protork ,374,NA,16,187,12x,31.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,345,https://perfil.mercadolivre.com.br/CRMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1026729542-capacete-moto-escamoteavel-robocop-tam-56-58-60-62-protork-_JM?searchVariation=23629117934,226,71,29,14,5,#1026729542,Preto,"56,58,60,62",Pro Tork,Capacete,Attack,Aberto,Duplo,NA,ABS,Adultos,Unissex,1600 g
921, Capacete De Moto Mixs Fokker Paint Várias Cores ,119,NA,84,10,12x,11.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,44,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-877187974-capacete-de-moto-mixs-fokker-paint-varias-cores-_JM?searchVariation=32067630022,23,16,3,1,1,#877187974,"Preto-fosco,Butterfly,Jokker,Negro Brillante,Paint Prata,Paint Vermelho,Preto-fosco,RPM,Selecione a cor entre as opções","56,58,60,62",Mixs,Capacete,Fechado,Integral,NA,NA,ABS,NA,NA,NA
922, Capacete Moto Mixs Fokker Paint Prata ,119,NA,13,11,12x,11.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1012313228-capacete-moto-mixs-fokker-paint-prata-_JM?searchVariation=22915802333,NA,NA,NA,NA,NA,#1012313228,"56,58,60,62",,Mixs,Capacete,Mixs Fokker Paint Prata,Cross,NA,NA,ABS,NA,NA,1.6 kg
923, Capacete Moto Protork G6 788 Pro Neon Cores ,119,NA,4,20999,12x,9.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETRONOVO.COM.BR,https://produto.mercadolivre.com.br/MLB-1263019985-capacete-moto-protork-g6-788-pro-neon-cores-_JM?searchVariation=39546074383,NA,NA,NA,NA,NA,#1263019985,Vermelho/Cinza,"56,58,60",Pro Tork,NA,Pro Neon,Integral,Simple,EPS,ABS,NA,Unissex,NA
924, Capacete Nexx Sx100 Core Preto Viseira Sol + Pinlock -agv K3 ,890,NA,2,40,12x,74.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,144,https://perfil.mercadolivre.com.br/LOJA+TOLEMAN,https://produto.mercadolivre.com.br/MLB-978102204-capacete-nexx-sx100-core-preto-viseira-sol-pinlock-agv-k3-_JM?searchVariation=25190965714,112,17,6,2,7,#978102204,"56 - P,58 - M,60 - L,61/62 - XL",NA,AGV,"Nexx SX100 para Motos Street, Naked, Scooters",Capacete Nexx SX100 Core Edition Black (Brilhante) C/ Viseira Solar,Fechado,NA,NA,ABS,NA,NA,1550 kg
925, Capacete Motos Ebf Modelo Spark Black Edition Tam 56/58/60 ,119,NA,57,4,12x,9.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,91,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-790658643-capacete-motos-ebf-modelo-spark-black-edition-tam-565860-_JM?searchVariation=24848905068,65,17,6,1,2,#790658643,"PRATA / 56,PRATA / 56,PRATA / 58,PRATA / 60,PRATA / 61,Rosa / 56,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Verde / 61",NA,EBF Capacetes,NEW SPARK,New Spark Black Edition,Integral,Simple,NA,ABS,Adultos,Unissex,NA
926, Capacete Moto Fechado Protork R8 + Viseira Fume+ Touca 2018 ,113,NA,5,293,12x,10.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1241592009-capacete-moto-fechado-protork-r8-viseira-fume-touca-2018-_JM?searchVariation=38038966257,NA,NA,NA,NA,NA,#1241592009,"Vermelho,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,Simple,Forro Anti-Alérgico,Abs Injetado,Adultos,Unissex,NA
927, Kit 2 Capacetes Moto Aberto Protork New Liberty Three 3 Novo ,179,NA,44,2975,12x,17.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1562,https://perfil.mercadolivre.com.br/ON+MOTOPARTS,https://produto.mercadolivre.com.br/MLB-1139999851-kit-2-capacetes-moto-aberto-protork-new-liberty-three-3-novo-_JM?searchVariation=30241925942,1154,275,100,15,18,#1139999851,"Fosco,Amarelo,Azul,Branco,Fosco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,CAPACETE,New Liberty 3,Aberto,Simple,EPS,ABS,Adultos,Unissex,NA
928, Capacete Automático Tipo San Marino Super Vermelho Pro Tork ,91,NA,11,49,12x,8.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,43,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1019225987-capacete-automatico-tipo-san-marino-super-vermelho-pro-tork-_JM?searchVariation=25141313050,29,5,6,1,2,#1019225987,Vermelho - Branco,"56,58,60,ABS",Pro Tork,Super Sport Moto 788,Super Sport Moto 788,Integral,NA,NA,NA,NA,NA,NA
929, Capacete Moto Pro Tork R8 Fechado New Liberty R8 Vis Dourado ,98,NA,5,2377,12x,9.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1033,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1183061844-capacete-moto-pro-tork-r8-fechado-new-liberty-r8-vis-dourado-_JM?searchVariation=33281116186,744,196,63,12,18,#1183061844,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul Claro / 56,Azul Claro / 58,Azul Claro / 60,Azul Escuro / 56,Azul Escuro / 58,Azul Escuro / 60,Laranja / 56,Laranja / 58,Laranja / 60,Prata / 56,Prata / 58,Prata / 60,Rosa / 56,Rosa / 58,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,NA,R8,Integral,Simple,Forro Anti-Alérgico,NA,NA,NA,NA
930, Capacete Moto Articulado V-pro Jet 3 Escamoteável Robocop ,204,NA,73,99,12x,17.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1685,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-928510292-capacete-moto-articulado-v-pro-jet-3-escamoteavel-robocop-_JM?searchVariation=18228056257,1213,328,93,23,28,#928510292,Vermelho,"58,60,62",Pro Tork,Capacete,V-Pro Jet 3 Protork,Integral,Simple,NA,ABS,Adultos,Unissex,NA
931, Capacete Moto X11 Revo Com Óculos Interno 2019 À Vista ,426,NA,5,798,12x,40.77,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,60,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1095458781-capacete-moto-x11-revo-com-oculos-interno-2019-vista-_JM?searchVariation=27110318652,42,12,5,1,0,#1095458781,Branco/Vermelho,"56,58,60,62,64",X11,Fechado,Revo,Cross,NA,NA,NA,NA,NA,NA
932, Capacete Moto Fechado R8 Viseira Dourada Pro Tork ,140,NA,12,2,12x,11.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PFSOLUCOESEIRELI?brandId=2047,https://produto.mercadolivre.com.br/MLB-1206542761-capacete-moto-fechado-r8-viseira-dourada-pro-tork-_JM?searchVariation=34928095497,NA,NA,NA,NA,NA,#1206542761,"Amarelo,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA
933, Capacete Moto Clássico Cromado Com Aba ,510,NA,7,3,12x,48.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FRANCO+RACER,https://produto.mercadolivre.com.br/MLB-1093136974-capacete-moto-classico-cromado-com-aba-_JM,NA,NA,NA,NA,NA,#1093136974,Cromado,"59/60 L,61/62",Torc,Old School,Silver Chrome,Aberto,NA,NA,NA,NA,Unissex,NA
934, Capacete F21 Moto Peels Clássico Fosco Viseiras Dupla ,228,NA,67,4,12x,19.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,109,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-758470016-capacete-f21-moto-peels-classico-fosco-viseiras-dupla-_JM?searchVariation=17493995768,71,21,15,1,1,#758470016,"56,58",NA,Peels,F-21,F-21 Classic,Integral,Duplo,Resina termoplástica,ABS,Adultos,Unissex,NA
935, Capacete Moto Feminino Taurus Zarref V4 Femme Branco Tam 56 ,225,NA,14,7,12x,18.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MISTERAUTOBRASIL?brandId=1125,https://produto.mercadolivre.com.br/MLB-1057298783-capacete-moto-feminino-taurus-zarref-v4-femme-branco-tam-56-_JM?searchVariation=40159012242,1,0,0,0,0,#1057298783,Branco,56,Taurus,Zarref,V4 Femme,Escamoteável,NA,NA,NA,NA,NA,NA
936, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Verde ,93,NA,12,1791,12x,8.97,NA,Envio para todo o país,NA,NA,4,1,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108213526-capacete-moto-fechado-r8-viseira-fum-pro-tork-verde-_JM?searchVariation=27938941708,0,1,0,0,0,#1108213526,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA
937, Capacete Mixs Rpm Articulado + Balaclava Moto Motoqueiro ,178,NA,98,13,12x,14.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,10,https://perfil.mercadolivre.com.br/YESSMOTO,https://produto.mercadolivre.com.br/MLB-918359527-capacete-mixs-rpm-articulado-balaclava-moto-motoqueiro-_JM?searchVariation=17788508647,8,1,1,0,0,#918359527,Branco,"56,58,60,62",Mixs,NA,RPM,Modular,NA,NA,ABS,NA,NA,NA
938, Capacete De Moto Pro Tork New Atomic Solid Preto Fosco ,184,NA,87,2618,12x,15.33,NA,Envio para todo o país,NA,NA,4.4,174,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836834614-capacete-de-moto-pro-tork-new-atomic-solid-preto-fosco-_JM?searchVariation=24722928795,110,43,15,1,5,#836834614,Preto,"Tamanho 56,Tamanho 58,Tamanho 60",Pro Tork,Capacetes,New Atomic Solid,Aberto,NA,NA,ABS,NA,NA,NA
939, Capacete Pro Tork Feminino Sport Moto Butterfly Fechado ,94,NA,5,2698,12x,8.98,NA,Envio para todo o país,NA,NA,4.4,1547,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1116040466-capacete-pro-tork-feminino-sport-moto-butterfly-fechado-_JM?searchVariation=28514637140,960,334,148,56,49,#1116040466,Branco,"56,58,60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940, Capacete Trilha Moto Cross Th1 Jett Evolution Neon Off Road ,289,NA,12,144,12x,27.71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1115000941-capacete-trilha-moto-cross-th1-jett-evolution-neon-off-road-_JM?searchVariation=28453461543,NA,NA,NA,NA,NA,#1115000941,Laranja,"56,58,60",Pro Tork,Capacete,Th1 Evolution,Cross,NA,Não se aplica,ABS,Adultos,Unissex,1.9 kg
941, Capacete Masculino Moto Mixs Fokker Storm ,159,209,21,1185,12x,13.25,NA,Envio para todo o país,NA,NA,4.6,145,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=1034,https://produto.mercadolivre.com.br/MLB-1124985156-capacete-masculino-moto-mixs-fokker-storm-_JM?searchVariation=29282721798,110,19,11,3,2,#1124985156,"Grafito,Amarelo,Azul,Grafito,Laranja,Rosa,Verde,Vermelho,Vermelho/Azul","56,58,60,62",Mixs,Storm,Fokker,Integral,NA,NA,NA,NA,NA,NA
942, Capacete Moto Peels Icon Sonic Fosco E Grafite Hornet 600cc ,337,NA,12,8,12x,32.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,116,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-894192591-capacete-moto-peels-icon-sonic-fosco-e-grafite-hornet-600cc-_JM?searchVariation=30635456798,93,18,3,0,2,#894192591,"56,58,60,62",NA,Peels,Icon,Icon Sonic,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA
943, Capacete Moto Escamoteável Peels Urban Ultron Preto Fosco ,388,NA,7,3,12x,32.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,173,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1172592920-capacete-moto-escamoteavel-peels-urban-ultron-preto-fosco-_JM?searchVariation=32468318538,124,38,5,3,3,#1172592920,Vermelho,60,Peels,NA,Urban Ultron,Modular,NA,NA,NA,NA,NA,1.747 g
944, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,129,NA,219,166,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1572,https://perfil.mercadolivre.com.br/JN.MOTOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=XPwxlntTyn%2F8t0tapYb9gGfXAzmdSDbc6aq9iZp43SctqsAyG%2BPmKKaF9m%2FgirDsdjUSR1VN5I6M5Qvyaug20%2FUB%2BfoRqul0inABbN15ycCzhVMbxM116T9agK6q6VBWHp9nbei7CEM7Apil%2BX1brcE4S2soczCpuqaCgoZXSnhqg1NeB7zbV0hioQpxKWUAABi5ZZoxVdOm11Fql2MjLEx8qhpuUBA68J%2BxICs%2FtltsO4l7Pi542RgclBSN6XAzcXWaNG5Oms1MeONN6V2JVsOVRSMzHXcKwYd55vMsDGmEfUTvG%2BN5gqA5y18t6gd%2Bn%2FyBx0c9K8XaMYtezU0yeq7ZrnvB3fclaBuBR7W2yfTyYPZc%2BFNcrZh5jRjpiFSrZ6NTLEGYnG%2Fvo%2BMnGb2oy6kIL%2BQjpdt00gawOagZg2NcNN7Og0i0AU41iO3trH807z022d71ZkO0dVjurItrW%2FcPH9n50JdaPb5%2BxIln5bwdcS7lNUUAaTimLAAgwfK%2F9kg01A3QaSBkK0e9MyVLsj8CaXatX4SYL0%2FQPPLA9ZkFaPI60Cw8NqdsJhkb2%2BovJkWflNvoKozJTYkGR3VrWQtLgB1V3ls7HQKgn69Ecg86Ns2GJ3EYy8hgExhQtQGzsWmUnleczhcVs5NttCpAet8sAijFpdwn805Hxd9mSEW1EDsZakPfqgLQLM0FPKA4JePB5kS%2FJSVZc6Zxm6lj%2Fr8Ls3cY%2BrsAawa%2BjavvQm1huDYulz3ozbafO8MfJPQJRkhpGhP4uJHaYEGGNHZ%2BnSKhY0nT3kLompEBadzQRwCHr%2FcKVuAmBjlinD8uqr69XF0lfupRblJCLmu3RB4hMfJAegSDMgh33XRzbCaeQTa4feItXZ%2BO263Um1bVWfaCbbu9gW3H%2FIGe4UvcoJplLqJQ7HqRdhoICXfGenlIX3pTyLFmgNGQxlQijumV1TbDmGv4JrUthLJNG%2BqYXHh%2B7wHL%2F6d0Ow740iJ9PRrIc4jZWQL%2Fk295vk1LYbXUWIV97Sd05emuxLt5rQf39uBH1j%2BlLOZHQXLp%2BkEbkSexlv3t55CvWwjAdapsslzBULze0TLfKsw7mFAFdnycFae07xbVRWP1Snma4HuePbwNHjph7KIQuXFJTaMoKvRX6eEg%2FN5XnAqhEGNNNAZ9uZPqrEsM%2BKihJQtRVWPg2eKZ3g9UkmMz6VBlPHy4cbWJJWCsTc7mHqQSY%2BQkI%2B2vCNduTgqkcor8FBrQLO2gMAlPXW71GjYftRTpUxXhBtHObTcnUsOJPjx3BPxipXjhwunxiTs%2B7%2BAAe%2FF60n4omkcoDWZ0JOu8s6WIh8xbMJ5h6j3i60FsYgy6SyoqCSEmyokAc9U0LjRyIIu3EQrMZPsoqVfiKMb%2FCqan3gQszTs3NBq5wiBOeemnPQygjTe6HSz9Msb77LrC8AUtZXNsCLwYbAVsd5sL02c2UwmA%2BSP7SpLSXo0E%2FhE%2BkyxZS66uAmCQdZRhK8sPZ0ZIZlviUQpZcpLbSQwsKzaciDwZhv%2Baf%2Fjlmmp0o%2B8GDBNG642Usq8JfIZUYVJNbKt4YYZ%2FB3wyJ9KqnPn5uYBPqpDlU8%2FxRvdFxpAIz2dafhfgSuiGFF8VGFXIsQdxKqdf%2BHbqGgieByefinQmfyWZFDWEZ5JKeYgmG%2BKgG2XfaNyfNkxB7BuXs7qfw62aWapwAgx7iBsM5wP36oQ%3D,1039,335,143,32,23,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA
945, Capacete Moto Axxis By Mt Eagle Preto Fosco ,399,NA,5,2,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1193801625-capacete-moto-axxis-by-mt-eagle-preto-fosco-_JM?searchVariation=34022068149,NA,NA,NA,NA,NA,#1193801625,Preto,"56,62",MT,NA,Axxis,Integral,Simple,NA,ABS,Adultos,Unissex,NA
946, Capacete Moto Peels Mirage Storm C/ Viseira Aviador Mt Cb300 ,284,NA,16,13,12x,27.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,586,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-901558305-capacete-moto-peels-mirage-storm-c-viseira-aviador-mt-cb300-_JM?searchVariation=38540692707,454,90,32,5,5,#901558305,"56,58,60,61",NA,Peels,Mirage,Mirage Storm,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA
947, Capacete Moto Mixs Articulado Captiva Street Rider Azul ,330,NA,12,5,12x,27.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,102,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1021351763-capacete-moto-mixs-articulado-captiva-street-rider-azul-_JM?searchVariation=23367670957,64,19,12,4,3,#1021351763,"56,62",,Pro Tork,Captiva,Mixs Captiva Street Rider,Aberto,NA,NA,ABS,NA,NA,NA
948, Capacete Fechado Branco Moto Shutt One Todas As Cores ,89,NA,198,38,12x,7.49,NA,Envio para todo o país,NA,NA,4.4,221,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-863260918-capacete-fechado-branco-moto-shutt-one-todas-as-cores-_JM,145,45,17,6,8,#863260918,Branco e Cinza,"Tamanho 56,Tamanho 58,Tamanho 60",EBF,Integral,Shutt One,Modular,NA,NA,NA,NA,NA,NA
949, Capacete Moto Aberto Mulher New Liberty 3 Pro Tork Rosa ,69,NA,10,57,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1562,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-932302382-capacete-moto-aberto-mulher-new-liberty-3-pro-tork-rosa-_JM?searchVariation=18383669706,1154,275,100,15,18,#932302382,Rosa,"56,58,60",Pro Tork,New Three,New Liberty 3,Aberto,Simple,EPS,ABS,Adultos,Unissex,1100 g
950, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,114,NA,175,178,12x,9.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1572,https://perfil.mercadolivre.com.br/JN.MOTOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=1%2FknLjLazWU5EQ%2BjjxxvJK%2BmesNIKBSrzM4bbqi5kFAwRJYgrGzzJTRMixv4xR9gENphcK%2BNomvT0pEIHbuGowtUXpERncF%2FzH17t9F%2FLNxXgUHCYdegSaKt4AqpScFsGtAaRqaP8sVdvqLiWDdCxwJvAHyXz5qQM7BPwIvtuU5yHlkfiOszoBc3K30BtzC2H2kiDwGdOwb5VK711UaUpxyrFLxaotp1I7DI58gsszqPc8ptBpzLB%2FrN9kxmCsUU6jMBDpjXVyAMab8sF73GMEk6Y6AkLK7cclnmiIV%2F%2B7Niw8RpPn7LLIZXTFWruwhWH134nMoLuJNXj2erYSV%2F5S9bYFOhwuKCZ1HkKpZRONXnx4Xo2GeqGyNPuar1cvGdNjGWusw%2FCHfKu87T7Dh%2Bb6hhNRdsx9IyJCA1TpHhn%2BmnKqLQbztBqsQyG4dGKxFG9nSBDwwiJ8gO8stSM%2BJzzHf7EAvmhKP0B7bMgRCmU4RQ%2BPp09aU8G091MUnfp6HCZFaxOwHgoxW9UwUe%2B5JLqWHath%2BxcoJH4nYCJmA89%2B6nHjXoaCF1rJOhZ51JRvyoTABcNJhpJxiqPlCon60ARyJR9hSvVwVOK0mB6fPuQBbYbZQ673czKsGe1xRpdnnAKplf2xK6O02gNi2R91IXqbotaBSURVhGFsps0WnPAoFyRKCpadZ88inrg3rUzK5G5ZOiD0hHNEsi4rLvxWx9pKh44F579CHfXPidAWOQOnHI49K7%2FVXuJjvic1RLJSVWXXiyzGTlZVbnHJOwz%2F%2BURnPvsgSatxZyHlVIAEZ%2BzffVF45ONrB8J6brD6Nve56fBOo7cwINboYg08rSJka3dwp%2F1XDKnQHLNQTV0mmsMF%2FUTBcdE%2BFeKLdKi4Zmt3X4Y3ZI9jnpTRugqqmsC6zKDjx8%2BAUXavgSMrx96W%2FbLU0L%2FSqhMM3%2FQmwOdijCF1AkYIwisRLNhl3GzPFhh2IoTE2l9bORMmoAffOj5VxGYTO2torUSrLNylclqTvJq10vfmXaR2cikz6aNKUhQaSbAKfx7FKn2QfER8V0XXRwYLxA7B02hqIR3BJZKmLcXQ4j8bEi%2Fx7MhP%2B6SaskcOhbktjEJtqhtxJN43npM3RC7fI%2BXuDfx44mn1FbDGvm7O80d%2B9bAcXn6o%2BX7wnJZYKBnLrMp1QUumlOLSM6ZWSN1f5ZVckcad%2FovqyfReCDSwV8waV4M%2BAxnPrjB2QjpQEN4ASxuBsTZ5md5Li4wW%2FHfdJwCZMEy9LGBUgOJ%2FzgY6VLYKeuKd6ScBKubVLs5%2B%2FyQ24D7YrT6FJcBfaZa7paVEREO9q8lOxbemYXU2VAV7I9OREXmG5INicFeQKmmZx4zR9eNfMGMx5y3q1leySj19X9U%2BKGam9YzwvFY6ZwU6kL3OCfzMYt7CcNIMHp5BSEyUZsqwz7fIylaVAPNx2zVBTEBt61vKhFpGFdMWEKrTuCySSIPo4e3qm%2BO%2FdWPdw0ciTXwkHheppHVS%2FxyqtIC45anZ2mI7UfjeZchyHJiCWnzITJwyRxLBb52nBRwiDeigKQYkEtLf5sIjb52wSmMk3MuyokOYMd8fMbgeK2SaaTvbwibPD2n4xpoNfwE1H%2BZHUv7y6SOgRb7pXgL6%2BU5HKcDb1SbH%2FxwDZG%2BRANcY6SW0KBbsWf97qF8QjWdMT%2FQLpR3IyXAjQj86Rt84yMBpmuFxiu,1039,335,143,32,23,#1122939289,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,Simple,Berço Antialérgico,ABS,Adultos,Unissex,NA
