search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga,Modelo alfanumérico
528, Rasuradora Multifuncional Recargable Barba Cabello Nariz ,159,NA,2,30,18 meses,8.83,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SHOPEAME,https://articulo.mercadolibre.com.mx/MLM-646540074-rasuradora-multifuncional-recargable-barba-cabello-nariz-_JM,NA,NA,NA,NA,NA,#646540074,NHC,NA,NHC-2012,Removibles,1,Lift&Cut,Batería,45 MINUTOS,12 h,NA
529, Panasonic Cortador Bello Nariz Y Oídos Lavable Hipoalergenic ,430,NA,5,8,12 meses,42.48,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-565899296-panasonic-cortador-bello-nariz-y-oidos-lavable-hipoalergenic-_JM,NA,NA,NA,NA,NA,#565899296,Panasonic,Personal,ER 415,Giratorios,1,Rotativo,NA,FUNCIONA CON PILAS AA,0 m,NA
530, Afeitadora Con Carga Rápida De 5 Min Panasonic Es-rt47-s551 ,639,NA,1,9,18 meses,35.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VENTASMILENIUM,https://articulo.mercadolibre.com.mx/MLM-690175341-afeitadora-con-carga-rapida-de-5-min-panasonic-es-rt47-s551-_JM,NA,NA,NA,NA,NA,#690175341,Panasonic,Rasuradoras,ES-RT47-S551,Giratorios,NA,NA,NA,NA,NA,NA
531, Wahl Terminador Inalámbrico Con Perfilador Para Oídos Y Nari ,419,NA,15,3,18 meses,23.28,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-563205929-wahl-terminador-inalambrico-con-perfilador-para-oidos-y-nari-_JM,1,1,0,0,0,#563205929,Wahl,Personal,TRIMMER,Plano,1,Lift&Cut,NA,FUNCIONA CON PILAS AA,0 h,NA
532," Rasuradora Remington Para Dama, Ready Shavego , Wsf-4810 ",350,NA,1,2,18 meses,19.44,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/JOCARHERAY,https://articulo.mercadolibre.com.mx/MLM-667044071-rasuradora-remington-para-dama-ready-shavego-wsf-4810-_JM,NA,NA,NA,NA,NA,#667044071,Remington,Belleza,Ready ShaveTo!,Giratorios,NA,NA,Eléctrica,5 años,NA,NA
533, Philips Norelco Multigroom Pro Trimmer Serie 7500 Con La Bol ,"2,313",NA,1,39,12 meses,228.54,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-590968847-philips-norelco-multigroom-pro-trimmer-serie-7500-con-la-bol-_JM,NA,NA,NA,NA,NA,#590968847,Philips,Norelco,Multigroom,NA,NA,NA,NA,NA,NA,NA
534, Recortadora Eléctrica Para Vellos De Nariz Y Oído ,290,NA,17,11,18 meses,16.11,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SHERPASTIENDA,https://articulo.mercadolibre.com.mx/MLM-655489493-recortadora-electrica-para-vellos-de-nariz-y-oido-_JM,NA,NA,NA,NA,NA,#655489493,NA,NA,2018,Removibles,1,Lift&Cut,Recargable,Pilas,NA,NA
535, Rasuradora Vellos Nariz Pelo Patilla Barba Oídos Cejas Timco ,339,NA,21,2,18 meses,18.83,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TUTIENDADISCRETA,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=pXzw9r0Iv4013R1OlKGj9y8MFpWCaTZ70gcNim6OlgiwduepiXCPApZXzPCNbAe3Fa07fi6%2BSVLc3OQm%2FGAJGeeAgHKX7pIzNaVYYexTwK1qr%2BNEPT%2BMtUUA1cizuYpy88fGv18pwLOPk8uGPrfk0Ab%2BDuolYlTvxYVq42lTu7WRVYyLPxIPWwGiK%2BwJNPPp6CeOarHKf5gXYyBErDItK4wqtvayZzrvMPglkCcZ3mbWabWli7wdhb%2FX0qsl5eykPURDmB00XWVP9Gi4sUbLNiRbR5riKKKjqtR4ILgeOjeEu5EWvIPy%2BtVMFTXVeKB%2BtUTscZxkj5ghG3BiD9L803o2QsdaA9oeT10VOUIDTV05QBpWZjrTKJcIPKEegbEwMBybkfWLt6cHzGFnJ5%2B7xvvIKxcd1go6unuoo5VWVo08LS3JKQkvCMvphvqSEk5Bc7dmEn0XjyWQ4299jPviKyAx%2Bz%2B7qcWKC9B0cfXDhKM2IT7DJHIoA%2BaL6AWtBPa9YtTW6hLCiXc9S%2FDQeoW7IxhczYNk0zyt19bOvtO6cV1y5ki9ubACG8HIHMYuiQN0gdZItsMKe53mLadMLykeLc8J2nk7mlm3z0jq1h2gSchmfJU7CfMa%2BBRHOiggfN%2FrY43aXENhCCwpwq7Kx8G0bgsk4HeYj9SGvMs6C3XwqwuZneX0bjtUADQs%2FR5uaMJfe0RT9Sfm5kKFv%2BZ9Oz%2Fc9VQATGHwqZE%2BBTC0oNw8yIQlL%2F0MqgUNnpUmkdKN1ADJAdGKU0Bl1YafctRElusowlsLYfJitI%2Fo2jDkpUOFKBUnx1MfGEE%2FrAIWm%2BvBfPywc2mzgTtpot1oFeGQe38ESAuI%2Fo6uOL7BArto%2BZhfTTmaFVsgpkO5FYsP%2FUb0qtg3vz5xXEYN%2FGBmnxp5%2BgRZIIaG1QcCyKkv4uCiE5nDvvqWaKWccQpyWbEWS9gVUwvNgOMLKyBm7M0fHRIAz41lhCCFMBEphhIkV5ug%2BOYPXTxggAfgchZTrxGsI8maWXBsCvJOz7jgy0suwxvW60A2A5CiIYWqOn2%2BgwJmk1kijjj9IvJwogN%2Ft3UBqbt5vOgrmJMhebUk%2BLzQRT9EY8Q1N1X6NfclPue4d23LAxAY0BO%2FZ1noddCXatUoHJBWqpN66gL7lWxSGGbIqS%2BUg%2BsbXnNiUzBpFbhJ83GmzgK86Reu%2BrccxIv8Wp%2FZjLNz8kjvqGz7kizSHTxxhlStl5VfCBod42e9gcOtL7uvp7G5h0xMTg20iQ8cVeY91MeWuj%2FYZ0hcftVclHO9BKssCeB0wwCaDDABkH2SgCLbeYDfH%2BYNJ3nOvq5uOAraFeIUnfZmKT%2BWnk8orsYCPJ2I5LFC%2FY8XCo5San5pHwI74czhlkuDLT1hgSDu0Jwh77qzGyWnstCWD347fyIEvREbIbz9260yl%2B%2FxZAItweDuVGVaAC1MhAFsr1tmyUSddRy3YTtXwh0ftg4zLP4P31RfpjnejCLbHFcEwMNTyHxd%2BPZmcKWaT6BQ3Ong2Wbm0sAucTTsg2RMCu5cNqdL64tVEdC6k5531RV29A6nCQo%2BieLCfZvTCnzuMA%2FelA3snqrhazN3GFg%2Bsmmms%2F1j4VFdzBPC6rKCJ6%2BnPLnn8DHHnRBUXwS9vPMXgIvAm3muLjhSYrq4oocJN44tR2b3tIgw14IB4atiUwtQQgu%2BUkg0JONOXAEVs9YWLtfkFTBw0q8TnhJLbtw6aQKCeo5ErHDG0mQsu6AcROXi4k22MMZZP15iZFzGlRGPQMrgUGbJBUuAIsMTvyn9hCWnYNSywgV9D9Hw8dHx24hvgkzNc%2F8xDVwAcFocg2KZ%2F%2BOGBSvvhIiQaDhDaS0giM0LO7aGxRBN4%2Fb2xPT8Bw%3D%3D,NA,NA,NA,NA,NA,#613830376,Timco,bellos,X47,Plano,3,Lift&Cut,Eléctrica,Baterías,1 s,NA
536, Andis Shaver Rasuradora Pro Foil Lithium Titanio Recargable ,"1,499",NA,29,7,12 meses,148.09,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-560256753-andis-shaver-rasuradora-pro-foil-lithium-titanio-recargable-_JM,2,0,0,0,0,#560256753,Andis,pROFESIONAL,Shaver 1,Ergónomico,1,Láminas,Recargable,60 MINUTOS,8 h,TS-1
537, Wahl Terminador De Nariz-ceja-oidos Metalico Tipo Pluma Delg ,299,NA,16,7,18 meses,16.61,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-565643634-wahl-terminador-de-nariz-ceja-oidos-metalico-tipo-pluma-delg-_JM,1,0,0,0,0,#565643634,Wahl,Personal,NOSE,Pivotantes,2,Lift&Cut,NA,funciona con pila AAA,0 h,NA
538, Recortadora Manual Vello Nariz/oido Groom Mate Envio Inc. ,560,NA,27,1,12 meses,55.32,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/XMOSKOVITAX,https://articulo.mercadolibre.com.mx/MLM-553797124-recortadora-manual-vello-narizoido-groom-mate-envio-inc-_JM,1,0,0,0,0,#553797124,Groom mate,recortadora,trimmer,NA,NA,Rotativo,NA,indefinido,NA,NA
539, Philips Norelco Oneblade Reemplazo Blade 3-pack Qp230/80 Msi ,"1,531",NA,1,4,18 meses,85.09,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DEMARKAZONE,https://articulo.mercadolibre.com.mx/MLM-679730183-philips-norelco-oneblade-reemplazo-blade-3-pack-qp23080-msi-_JM,NA,NA,NA,NA,NA,#679730183,Philips,Norelco,34285,NA,NA,NA,NA,NA,NA,NA
540, Afeitadora Eléctrica Húmedo/seco Brl170/00 Satin Sha Philips ,"1,299",NA,0,1,18 meses,72.17,NA,Envío gratis a todo el país,NA,NA,4.6,14,https://perfil.mercadolibre.com.mx/DSTALEXANDRA,https://articulo.mercadolibre.com.mx/MLM-656645376-afeitadora-electrica-humedoseco-brl17000-satin-sha-philips-_JM,11,2,0,0,1,#656645376,Philips,SatinShave Prestige,BRL170/00,cabeza flotante,1,Lift&Cut,Recargable,seco y humedo,90 m,NA
541," Recortador Recargable De Barba, Perfila Y Afeita Philips ","1,299",NA,0,1,18 meses,72.17,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/D-SHOP+CUERNAVACA,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=VGaSaOxQWqu06%2F%2BLPEv%2FRz6yrpmz78PGowho1qKjV%2BLyepoiJsjM1AlB2Il2HTQ7ke31rJY9QDacmj%2B969I0a3O3BJhJnItcuuR4uk2EDTdDjp65crFHU655VX6tPC8HLLzp7YZP0PO3jW0q4szhpJvnYC%2B8Qd1UFL9%2B3QiDQCeZq367d1sYy01viK3JHWTWdkFGp5mYQWHseFz9BZ3rJC1l3VqWP%2FEEbKYHErACTQExA99kdLfx%2BXkrQ3x6Tyoc7WhvGb3n%2Fn%2BiylozIqZshuwyQ1MLj81JRd1fYS3rEVHOzqjl7LzyuIIkqCM3DCAwzUYkSPjZAeRVGKnie0nPF4%2BszCKdY1V1nwUeVl5gF3H3kLkmlAI2PnX4pOKzHFIsiP5V4QjmSAMNFoLeGnYmg3Z5yBNVN05ZPmY1BswtmAFDt%2FpQr90XYTgeXPAvplVoWmxXscrEo2mB1hD0gtiVODsYm7ysRKT8bAzg8edBZsA7FkSFwmbpijiHsypVtXJ2Sq2hZ%2F8Yo24Up2l036jxWTKf9UUJnA%2B1N8cGVTZRfqy0K8xkA%2BHOT7EIG7L71taAl7SzEKO40R4383xSf93KdO5pCS9AdyHVHG7lyHC7%2Fwshx4Ym0YoO2lxPkqb933DzFAUsjXGSSGGKOpI1ML%2FgeYPV%2FSF8aNvb3JYDW0q5htgwFhbU8Rr84jOPSJ5cXTJPPYGbDkVADZj3HwGC%2BU0fgkOdUbgL14R2wV9NO8hqeY5FnefEQQJR5cw%2FC%2BBJpC%2FOP%2B%2BE82c4p8GxWvS6jFBGD5h%2BhB3OGjDb6KA9LzzGHai7I5mHaX6849xsFc9DjVurUaWEXm6xQZ9EL3fT5vFMCLZSNmk6jp2cOp70J7pLwD9vjp1aWMok0TC8gObtfY4fEoVZ%2BuUlCB9tEDV%2F0xvdtNgsrNimnPPgjysPbdy9s7iXCqYur6lItOE3FBVNE8XZV1eDN45vR3U3mTGC2pJ9rDFz9y9OEKmipG8qbL%2FdMODVlLQyOLj0B%2FpeKyACHASamPO455SOenrAq1SrZK8sumSutkWA%2BRR%2BsYOIN5rhU%2FOOoArj2%2BQPbxa3qla5cH7FLOhzyuIKA6U6ReVzXKMvGnFgCwN2pP999VP0hFkVD%2B%2F6JIFJDD%2FaA%2FjVatloaCHTdvby382CHEJr96s2tvUjDqjNb3RzpY9oScgkVDamGTKlvp1vX4aFxuOnVQg%2BUeajzdzFFUJ823HsQuTYXEDND1EZMNicKJMrEf4gnTP2NUzc79RWzGFzmMDO2VrsfrQ3b5x9CJXXOLBj18eY9q%2Fh8fckumQY%2BEwgY9lPBRkdeiY%2BN1UVs5Ei2vUC%2Fvd%2B4fZ6c84faVu2x3pfEJnJqE2t4fDecrchssTvh%2F8wMu7ksdOcUDljbNMTS6vbVcCmDtr4mzn4yT%2FDlaaFAIVGsSoKWd%2B%2Bc8KnErDnmX3y9keeaSGKeJZST%2BHPDpil2Nvx7SdcOOPpe9pbHjt34T3YV3W%2FTZlW5jAXgigqk7IrTvwQYvnZf278hYZ6RTOBogDrgZR81%2BJjNuG9Bnq1xnDwWoO2o3TShAjajTeDjsjJQ%2FAqmZP7oE7i13pPO38hmVOAXkNPgdf0d97yOTc3YdwKZfrJj%2FrWwqlpDuWaBpZNC1AbxwRi5Gaft5K8vhcn5uAVWK%2FPZ%2Bs6TzC6Emk3mLaeyRGLSAKIa57OGsy1DQ5T5P04asOqDTy%2BUZ3iYxfRkh1C3nK75x2tcsEZP68MSGjXYCrG33Yrv0c28Io7duER9qTwOJr%2F44fOtt4fzdj0qeP3mzh5SSPinTaNiJYHz%2FXzjMBHs7zWj8wK5JrUiczKlx03f5n7yolZkeMYc9BtKuEZimw8CokamiTAF59KRQP7TzCL,NA,NA,NA,NA,NA,#684946933,Philips,OneBlade,QP2530,Removibles,NA,NA,Recargable,NA,NA,NA
542, Rasuradora Wahl T-pro Trimmer #9307-300 Envío Gratis ,832,NA,3,8,12 meses,82.19,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SELLANDSERVICESADECV,https://articulo.mercadolibre.com.mx/MLM-628696184-rasuradora-wahl-t-pro-trimmer-9307-300-envio-gratis-_JM,NA,NA,NA,NA,NA,#628696184,Wahl,T-Pro Trimmer,9307-300,Planos,1,Láminas,Eléctrica,60,NA,NA
543, Xiaomi Mi Rasuradora Shaver | Portatil | Recargable | Viaje ,999,NA,5,1,18 meses,55.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SERVENETPRO,https://articulo.mercadolibre.com.mx/MLM-629185926-xiaomi-mi-rasuradora-shaver-portatil-recargable-viaje-_JM,NA,NA,NA,NA,NA,#629185926,Xiaomi,Shaver,Shaver,Ergónomicos,NA,NA,Recargable,1 recarga = 30 dias de uso,NA,NA
544, Xiaomi Afeitadora Eléctrica Portátil Recargable Mihome Barba ,702,NA,1,999,18 meses,39.00,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BEIJIAYUEMX,https://articulo.mercadolibre.com.mx/MLM-679532927-xiaomi-afeitadora-electrica-portatil-recargable-mihome-barba-_JM,NA,NA,NA,NA,NA,#679532927,Xiaomi,NA,Mi Home,NA,NA,NA,NA,NA,NA,NA
545, Philips Afeitadora Mujer Piernas Axilas Inalambrica Seco Agu ,699,NA,1,9,12 meses,69.06,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COMPRAR_ES_DIVERTIDO,https://articulo.mercadolibre.com.mx/MLM-638417282-philips-afeitadora-mujer-piernas-axilas-inalambrica-seco-agu-_JM,NA,NA,NA,NA,NA,#638417282,Philips,feminina,hp6303,Ergónomicos,1,Láminas,Eléctrica,1,NA,NA
546, Gillette Fusion Proglide Rasuradora Eléctrica Styler Navidad ,867,NA,113,3,12 meses,85.65,NA,Envío gratis a todo el país,NA,NA,4.9,92,https://perfil.mercadolibre.com.mx/ORGANIZACI%C3%93N+ESCANVER,https://articulo.mercadolibre.com.mx/MLM-569899563-gillette-fusion-proglide-rasuradora-electrica-styler-navidad-_JM,81,11,0,0,0,#569899563,Gillette,ProGlide Power Styler,ProGlide Styler,Flexibles,4,Láminas,NA,NA,NA,B00WQSEMIA
547, Rasuradora Recargable Wahl 14pzs Reconstruida De Fabrica ,239,NA,1,49,18 meses,13.33,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHCL4767838,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=Fl2u%2Fgqmssoxh%2BAcLNT%2BhcndnayPlw8fUZn7%2FYbH8uufJtWRxvlykbcKd43umgYm%2BBrpYv%2FN6kRA8B5Yp2axDN4mXB%2FR%2B9mOHyC%2FfvRKJOwgBAPC3rKCeAFDjWs6RpnUyARvqo6S7TsQbLFC1nlNut%2FDofuHW5pcxlYo4Ze1m35ZbRyVLMQa8br8cAf7IGA38nE0TKSFFj8qn53KzIXxSYe%2FZJ3fKnIgT9HIjKLRg42l7M3HvEyRnKGCkS9Nr2s9GDQTq%2BAn%2F6LAcZH8vv5mvYaXjrAbNYTioAXQeJCxddMPXGo65L6uDYleuD1oscyPW7AL2TUiPDc%2BgBxsF4h2gj7qKcvfnQ2hC5aCkoklNSIMZMSQ6NJS90XNQ5Qm0DywpTvMJvplZylVIpm3%2F482e%2F3qj4SOGzwJMwKPDKydmIRApi91bCsMVTVeAdoEg7JSgql6fvA0i1ChzcPRqwPGcFHmSyfK9UmHbDvh1AZSZXdU9aJ9p2k2rDSZyFmfsXU%2BBwzJWQY2ZRWUf1qnsDFZ2BxnTjN9aH12zlG2v96AvDLyGWMztSi0Bwzhl3vGFbsIp4YsLgusnQHFrznCPlHCWeuOVI0nmA8Gsqc7nqS0iSf3ySIHWhjUDOZ37ixJRMg%2B4%2FU6%2FjcUrWimJLiwkeDHSlS26FOllnTiSu68wSoj9NSWIpgxTnYEsglkHH6aw%2BR0PdH%2B%2BztGSh%2BUm1N3TWr12bbkYrdI3AYOrByc1eX9DCIrzZEWZ%2FYcGKqg33Hazz92Ee1nm%2FO0gR4jTEi6iOeskL1AjOOAYFhaQvH32WVgJL0mvwn4oopsCLCE3hLm56o39aNNXnhDD%2BjryJOphbp%2Boj%2F0PKiISJVadY5Q5CEb9xpqVH0LLPk%2BIC5Y%2F4eX4cy0Q4hKVajKuk6FG8utMIPK5TOjKzQ4LX6fZMz3%2BwteznOzZI%2FK%2Bm2xGnU5nIXzEWPL7ao2C4J%2FDJZhskCqLNio3Gy0t1hppSb7S9ffaidbDdKkxrFENWNvVURKbFmtTRu%2FJ4lujjywR%2BjL98%2BRcQiq6%2FVlLr9X9ihE3eTmQkvPGohPRZo22yWBroZ94Mp1IzeHzfvOzjIOSeAu3sL%2BRRZQO0BExNDflk5fBmhGMNxD09gVVZ%2Fe8scE0JNEI83IM90Rfdp%2BCXO2MVS2stL4SfGLlraJj8hM5c%2FbjY4gQeehxCgyc2T3oYYCLLEi7wsRGvL43AVJEM%2Fl3nS9RjHi%2B%2FFX5imrVaIsNSF6KZlxO5EBzDohcDdQZDBSKKZCuyAW6lwDJYWtWfN3C8vdTWeUAe8GA3dGxiiypBkKqQz3S2tHE3FTxbdnORyn5APmatPt2C3362yFOkSNuNQGL1YR3zNgV7dJ52wgA2FKhSMGCW5J0bwgW8QWXE73qMBQQ9ddoHz8jhizXZoX683bgtNYgYtWBSsvalCukrCao8SiS%2FrROKvsnSg6RJWyDlec4UVzJP3M5hxnXG%2FoEIAqbrot42DAQWOQfcVQ3lYcKcdqflSInIbdXUEBN%2B%2FiCDBf6P%2Frd7Cvdbc4m6ZKHzwBCv8fxGscOtQ90QEkIEBCzhzeJmQf3SWx6w%2FEtDam3LEeltWKR3LpPtdAwIeodmzShOHzCvsTEX6d1ZjiRcVt%2BgnNbrwYrf9GOac3O4ax4F13DQ82vnVk2SkoBfvZzJATAOe%2F%2BN06LFLMj0Am9ljbCB%2BGdTEcIjCVRDNFYhtXx5WdIZgV6GspkDzF5PKXCupRUJiToUJwM0A%2FolbL24GLj6Q7PfSxUPk9qtWe3DpNAJAVVNLuNdOwh44%2B%2Bm9P0l2KoTbjINrJ7m3EF%2BJ%2F4nCbhdubAFPocRjFdwx0Xea7XD7OUboHcJ%2BjbN1uss%2BbnCLwFmODmCJ3SQ%3D%3D,NA,NA,NA,NA,NA,#703654366,Wahl,Rasuradora Eléctrica,All-In-One,Removibles,NA,NA,Recargable,NA,NA,NA
548, Set Navaja Parker Srx Acero Mas 100 Media Navaja Shark ,730,NA,44,NA,12 meses,72.12,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.com.mx/XMOSKOVITAX,https://articulo.mercadolibre.com.mx/MLM-567403770-set-navaja-parker-srx-acero-mas-100-media-navaja-shark-_JM,3,0,0,0,0,#567403770,Parker,afeitado,SRX,NA,1,Láminas,NA,sin tiempo,NA,NA
549, Rasuradora Cortadora Barba Bigote Remington Maquina ,549,NA,5,10,18 meses,30.50,NA,Envío gratis a todo el país,NA,NA,4.7,87,https://perfil.mercadolibre.com.mx/ROMBOSESHOP,https://articulo.mercadolibre.com.mx/MLM-676797366-rasuradora-cortadora-barba-bigote-remington-maquina-_JM,65,17,4,1,0,#676797366,Remington,Remington,PG6025 (110) F,Giratorios,NA,NA,Eléctrica,NA,NA,NA
550, Braun Kombipack 52s Replacement Shear And Blade Blade In Sil ,"1,426",NA,2,200,18 meses,79.22,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-620839008-braun-kombipack-52s-replacement-shear-and-blade-blade-in-sil-_JM,NA,NA,NA,NA,NA,#620839008,Braun,NA,NA,NA,NA,NA,NA,NA,NA,NA
551, Gillete Rasuradora Electrica Para Barba Y Bigote ,350,NA,1,4,18 meses,19.44,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/LRA3234932,https://articulo.mercadolibre.com.mx/MLM-690150185-gillete-rasuradora-electrica-para-barba-y-bigote-_JM,NA,NA,NA,NA,NA,#690150185,Gillette,NA,NA,Ergónomicos,NA,NA,Batería,NA,NA,NA
552, Braun 10b Cabezal De Repuesto ,"1,414",NA,3,37,12 meses,139.74,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-590881066-braun-10b-cabezal-de-repuesto-_JM,NA,NA,NA,NA,NA,#590881066,Braun,NA,NA,NA,NA,NA,NA,NA,NA,NA
553, Afeitadora De Presicion Wahl A Prueba De Agua Recargable ,"1,206",NA,1,100,18 meses,67.05,NA,NA,NA,NA,5,1,https://perfil.mercadolibre.com.mx/CLUBENVIOSMX,https://articulo.mercadolibre.com.mx/MLM-667607199-afeitadora-de-presicion-wahl-a-prueba-de-agua-recargable-_JM,1,0,0,0,0,#667607199,Wahl,NA,7061-100,NA,NA,NA,NA,NA,NA,NA
553, Afeitadora De Presicion Wahl A Prueba De Agua Recargable ,"1,206",NA,1,100,18 meses,67.05,NA,NA,NA,NA,5,1,https://perfil.mercadolibre.com.mx/CLUBENVIOSMX,https://articulo.mercadolibre.com.mx/MLM-667607199-afeitadora-de-presicion-wahl-a-prueba-de-agua-recargable-_JM,1,0,0,0,0,#667607199,Wahl,NA,7061-100,NA,NA,NA,NA,NA,NA,NA
554, Usb Recargable De Seguridad Eléctrico Adulto Nariz De Afeit ,182,NA,1,199,18 meses,10.14,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COMPRALEGREMX,https://articulo.mercadolibre.com.mx/MLM-699875589-usb-recargable-de-seguridad-electrico-adulto-nariz-de-afeit-_JM,NA,NA,NA,NA,NA,#699875589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555, Mini Rasuradora Eléctrica Rc-pm18 Color Negro Rca ,221,NA,1,NA,18 meses,12.28,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BEAUTY-PARLOR+DEPOT,https://articulo.mercadolibre.com.mx/MLM-649595357-mini-rasuradora-electrica-rc-pm18-color-negro-rca-_JM,NA,NA,NA,NA,NA,#649595357,RCA,Only be You,RC-PM18,NA,1,Rotativo,Eléctrica,4 hrs,NA,NA
556, Rechargeable Electric Trimmer Shaver Razor Beard Hair Clippe ,"1,422",NA,1,199,18 meses,79.00,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-609243663-rechargeable-electric-trimmer-shaver-razor-beard-hair-clippe-_JM,NA,NA,NA,NA,NA,#609243663,Saige,NA,NA,NA,NA,NA,NA,NA,NA,NA
557, Rasuradora Norelco Pt724 Para Barba ,"1,569",NA,4,5,18 meses,87.17,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/POMA+BEAUTY,https://articulo.mercadolibre.com.mx/MLM-589414587-rasuradora-norelco-pt724-para-barba-_JM,NA,NA,NA,NA,NA,#589414587,Philips,Norelco,PT-729,Flexibles,3,NA,Recargable,40 MINUTOS,8 h,NA
558, Afeitadora Profoil Plus Andis Lithium Titanium Shaver ,"1,690",NA,1,396,18 meses,93.89,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VADOSADEV,https://articulo.mercadolibre.com.mx/MLM-674540201-afeitadora-profoil-plus-andis-lithium-titanium-shaver-_JM,NA,NA,NA,NA,NA,#674540201,Andis,pROFESIONAL,Profoil Plus,Planos,NA,NA,Recargable,80 m,NA,NA
559, Rasuradora Barba Bigote Inalámbrica Recargable Wahl Beard ,549,NA,1,49,18 meses,30.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RAFERGUT,https://articulo.mercadolibre.com.mx/MLM-680281323-rasuradora-barba-bigote-inalambrica-recargable-wahl-beard-_JM,NA,NA,NA,NA,NA,#680281323,Wahl,NA,5595,NA,NA,NA,NA,NA,NA,NA
560, Depiladora Cortador Nasal Y Oido Patillera Andis Easytrim ,399,NA,2,48,18 meses,22.17,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RAFERGUT,https://articulo.mercadolibre.com.mx/MLM-680311448-depiladora-cortador-nasal-y-oido-patillera-andis-easytrim-_JM,NA,NA,NA,NA,NA,#680311448,Andis,NA,Easytrim,NA,NA,NA,NA,NA,NA,NA
561, Axis Trimmer (axis Trimmer With Travel Case) ,"1,998",NA,1,200,18 meses,111.00,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SPORTAMEXIGANGA,https://articulo.mercadolibre.com.mx/MLM-627078912-axis-trimmer-axis-trimmer-with-travel-case-_JM,NA,NA,NA,NA,NA,#627078912,Brio Product Group,NA,NA,NA,NA,NA,NA,NA,NA,NA
