search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Formato
1, Motorola G6 Plus 64 GB Índigo oscuro ,NA,NA,NA,NA,NA,NA.NA,NA,NA,NA,NA,NA,NA,NA,https://www.mercadolibre.com.mx/p/MLM9452523?searchVariation=MLM9452523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2, Redlemon Audífonos Bluetooth Manos Libres Sonido Hd Portátil ,310,388,4567,222,18 meses,17.22,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.9,126,https://perfil.mercadolibre.com.mx/RED.LEMON?brandId=1198,https://articulo.mercadolibre.com.mx/MLM-626523199-redlemon-audifonos-bluetooth-manos-libres-sonido-hd-portatil-_JM?searchVariation=23891594869,63,23,18,6,16,#626523199,REDlemon,Audio Bluetooth,I7,RL,In-ear
3, Redlemon Audífonos Bluetooth 5.0 Tws Base Carga Contra Agua ,710,NA,1691,101,18 meses,39.44,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,64,https://perfil.mercadolibre.com.mx/RED.LEMON?brandId=1198,https://articulo.mercadolibre.com.mx/MLM-659989626-redlemon-audifonos-bluetooth-50-tws-base-carga-contra-agua-_JM?searchVariation=31744770824,53,8,2,0,1,#659989626,REDlemon,Audio Bluetooth,TWS 5.0,RL,Ear-Buds
4, Audifonos Inalambricos Bluetooth I7s Android Y Ios Estuche ,179,NA,5908,955,12 meses,17.68,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,63,https://perfil.mercadolibre.com.mx/MR.UPSALES,https://articulo.mercadolibre.com.mx/MLM-659404535-audifonos-inalambricos-bluetooth-i7s-android-y-ios-estuche-_JM?searchVariation=31624203147,34,14,6,3,6,#659404535,Universal,Wear,i7s,i7S,In-ear
5, Audifonos Bluetooth Inalambrios Magneticos Manos Libres ,89,NA,7153,295,12 meses,8.79,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,82,https://perfil.mercadolibre.com.mx/MR.UPSALES,https://articulo.mercadolibre.com.mx/MLM-655705883-audifonos-bluetooth-inalambrios-magneticos-manos-libres-_JM?searchVariation=30738135836,48,21,7,3,3,#655705883,OEM,NA,XT111,NA,In-ear
6, Audifonos Bluetooth Resistentes Al Agua Manos Libre Luz Roja ,923,"1,087",3334,318,18 meses,51.33,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,138,https://perfil.mercadolibre.com.mx/AXLOIEFFCN,https://articulo.mercadolibre.com.mx/MLM-659636323-audifonos-bluetooth-resistentes-al-agua-manos-libre-luz-roja-_JM,103,22,10,2,1,#659636323,Arbily,Audio Bluetooth,TWS-T8,AR,Ear-Buds
7, Audifonos Bluetooth 5.0 I7s Mini/i999-sd Tws Tipo AirPods ,139,NA,6968,736,18 meses,7.72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,84,https://perfil.mercadolibre.com.mx/ZIPING0071988,https://articulo.mercadolibre.com.mx/MLM-625711291-audifonos-bluetooth-50-i7s-minii999-sd-tws-tipo-airpods-_JM?searchVariation=40275224829,58,15,3,5,3,#625711291,Universal,TWS,i7s Mini,NA,In-ear
8, Audifono Diadema Bluetooth Aux Sd Manos Libres ,319,NA,675,13,18 meses,17.72,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,21,https://perfil.mercadolibre.com.mx/MALU8988452,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=Q8XC2%2BJyfbcTluvARm1i69qba%2BLCAfqDPrPbwe2wFa7HJsqeEE4Pifc%2FoeGKr3L6bL6NvlQIckqr3OvV96hM9AbyUWv84Ls1JKh6sb5OqPO4%2FtB6JmFr3ZRzYxSMFyRVWzXqESCQcqO7P5f4SvXzsfLc%2BtH6BmXERKMhAXOtqsqd5vh6smku65Q3FwzI0AVJijJ0HGksK31PJe20ZClSVmH7O5GBYMFPSiUUKGZjh1QLGqtxTNYIeD1KeZPrcs%2FF%2B8ruyiUm0690aUaUOamOn%2FAK24nHlKBO6cGo0EWk%2Bd4UtZET3po4W5OutInMhq9rpzL3lArzDQ%2FXib4Ro9gn7mhLLO5fVqdnTbmVMo2hU%2FnfGfFyRGN68PWdPHVGYYekHOwT3qW4lkEJnDDq0uSl40TUFCO%2FjbBSx45ASrEj%2Fi9Q%2Bvum3me44fTG6CY4M0BsX5SSkKFRfFKYsqe%2FGsTXueD0SR8l%2FNGXroprgOaTkyiVeWy40QoXAJCRIb9gS045DuyZ0GYcRrsIoJ8fRspR8HY0EGnBhfPqMrLSZqnn%2BEdOjc24y%2BCPmMIPypRILjIaHD6ph%2BPuXLjOXAAkUbhTpe9hYKrpRdi9iwZWSIin6oHae1DN82NvhlVhCoqahXTTX5wVnaHSx2TuNq6DNiyJ72kdn7lAX3UOo%2Bp2kg7WDO05sUT7V1YmpUYhSm9rx5NqAsw83jYJBFDn1vnCl0a9aLowZJjJ67E3T3rGeLbs%2BJZuPZpclnL9Ik1wYd3V5m4Xn3rDvSVUsWm3fguWd20vfzZFsol%2FZALwD3Nf%2BXVwBdGdl%2B2eZBrm7wYYemsBJ8VwiUFB4jt%2FLeM7yyPWr2MDKAPk%2FvMFfhnx1E6pWasB5aylFSGYgzJSwv%2BMiaUT3IBP4CL3cf4v5D3I6fwAzyFMm6JM75q4KBvyzpN%2BjpeqiZ9Eb1FkMMrW9qa1qPBkFnH89%2BWZzfpfsdOz%2FtKGPdK2cktZxVfO3JeuXbHjzq8DgPan%2BUdi7OtkijJDgsMNQ4zsngbYNbAoPNvpUzHmeL9OlAFPO9JwRAvX7754bOlGw53ne1uRfAUDbyjT847fg%2BOrOvFdY2hkPQSN8rLIOOC3AJqVGsY8rFamPaK5yYQOMOhdyHuVt1SZ7wLFcw6gZydIwY6DcEpPeodegTxGf25mwK%2FXSTTECWCkOKBbWPJUbq%2FQzqhrrSSG076CkB5a01hCTKiO8zoeXjyFJnHwnTGCB%2BKtD2Sb11xcNJkybvsftniq%2Byy5t5HLCI8r9RcGqVdQV3TGlm6TwTJW0nDhUEI0JDdR1NFvjtnWoNkgRqjp1HfvJzvyvguHOD%2FYUYfi0LKgY1zyeXpYC4Aak1NVfQb2%2BoGkBZaGueDEOD5HiF9B0AzK3sEI9%2FDvhEiFEF8A2CfR71iM4S6XDrcdebo9hV9kOlnl1TMiBT9RwL3MzO99%2BguAMKgTeauQHox8oVeG8H8h9dLps0jb9Ye3qc8I8sH%2BVqrrurJ07%2Fteq8rUs7o83CBHtRZmoUMGZVeSGTo6r6HRfYxctlsxNW3ZvfGvvapf2Sk%2F0Ui1G3Kb1QL0fVo4C0xiZLYYjXy%2BRexfTMyyefr2dPNraj3osL64p0sa3A6nONQCSPAfvS6uRfxNoYmYKRfmYe9%2F9Nf1J7g%2BcBUh7CugJJmDolwN7YUJpwXnkcjUc%2BQml4H4dXGeujJekTSDZpqwAyl1pvOKCl568g%3D%3D,15,2,0,3,1,#646934892,Ridgeway,BLUETOOTH,P.47,p47,Headset
9, Audifonos Manos Libres Bluetooth 5.0 Touch Con Base Carga ,499,NA,308,220,12 meses,49.30,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4,8,https://perfil.mercadolibre.com.mx/2GOGEEK,https://articulo.mercadolibre.com.mx/MLM-677395088-audifonos-manos-libres-bluetooth-50-touch-con-base-carga-_JM?searchVariation=35503719211,5,0,2,0,1,#677395088,Universal,2GOGEEKS,TWS Touch 5.0,2GG6,In-ear
10, Audífonos Bluetooth Inalámbricos Estereo AirPods + Estuche ,329,NA,3925,24,18 meses,18.28,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4,58,https://perfil.mercadolibre.com.mx/MONOKO+MEXICO,https://articulo.mercadolibre.com.mx/MLM-658345966-audifonos-bluetooth-inalambricos-estereo-airpods-estuche-_JM?searchVariation=31363992355,31,11,6,5,5,#658345966,TWS,NA,i7s,i7s,In-ear
