search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Color,Tipos de parlante,Peso,Conectores de entrada,Línea,Tipos de filtros del parlante
345, Parlante Ewtto Inalambrico Bluetooth Et-p1216g ,38,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTOUCH+EASY,https://articulo.mercadolibre.com.pe/MPE-435832166-parlante-ewtto-inalambrico-bluetooth-et-p1216g-_JM#position=28&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#435832166,ewtto,NA,NA,NA,NA,NA,NA,NA,NA
346, Parlante Ruedas Maxtron Merkury 15 Microfono Inalambrico ,480,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434682670-parlante-ruedas-maxtron-merkury-15-microfono-inalambrico-_JM#position=29&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#434682670,NA,NA,NA,NA,NA,NA,NA,NA,NA
347, Parlante Marshall Acton Bluethoot Negro Estilo Vintage ,649,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AARONWAKA,https://articulo.mercadolibre.com.pe/MPE-434845394-parlante-marshall-acton-bluethoot-negro-estilo-vintage-_JM#position=30&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#434845394,Marshall,NA,NA,NA,NA,NA,NA,NA,NA
348, Parlante Bluetooth Cafini Cn-s1947fm-bt Color:negro ,149,NA,0,55,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIROXELECTRONIC,https://articulo.mercadolibre.com.pe/MPE-428433224-parlante-bluetooth-cafini-cn-s1947fm-bt-colornegro-_JM#position=31&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#428433224,NA,NA,NA,NA,NA,NA,USB,NA,NA
349, Receptor Bluetooth Adaptador 3.0 Para Autos Parlante ,29,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOSE+GOGOME,https://articulo.mercadolibre.com.pe/MPE-436394209-receptor-bluetooth-adaptador-30-para-autos-parlante-_JM#position=32&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436394209,NA,NA,NA,NA,NA,NA,NA,NA,NA
350, Bose Parlante Soundlink Micro Bluetooth Sellado Nuevo ,479,527,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-436443869-bose-parlante-soundlink-micro-bluetooth-sellado-nuevo-_JM#position=33&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436443869,Bose,Micro,NA,NA,NA,NA,NA,SoundLink,Activo
351, Parlantes Jbl Go 2 Bluetooth Portatil Inalambrico 3w Altavoz ,119,NA,1,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/GJLEATHER,https://articulo.mercadolibre.com.pe/MPE-432417258-parlantes-jbl-go-2-bluetooth-portatil-inalambrico-3w-altavoz-_JM#position=34&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,13,1,1,0,0,#432417258,JBL,GO 2,3 W,NA,NA,NA,NA,GO,Activo
352, Parlante Bluetooth Vivitar Get Loud ,29,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAVEN2015,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=V1i%2FeuWjFWY2mzaj1TYht6roqS4%2BcGpMFZz601pv90dz5XB0qaFRrC8qqAvBm6pPq6uIwbgQ6W3qP2ILUueQJvDrpLd%2FtzLlI43DY9Dz6%2FXgd8Dzqqk03FxH3gAgVzf%2FyS8rmmNwN3US7Tg1sm5AsR8Q6ZnyjuiqLcW8c%2BA5iFJzm5QJ%2FxtU6SNzDCe7RW9Pc6q3BU4V2yDxB9ZyoKi1Cy23Ga4PBkmAoaiOHRf34xHX%2BbWhUnsagfal3SGk0TAYN7ImLOzDs05abEtL90h1KNU0Ym02Qs7WzuYRri3MJoDikSSQZ9TwwOOB4Q8xVHcNBc9LtsHdIHucTKlU6%2Ftcz8DJWGk2TegeCieVdz4BRqFXM%2Bcg4dYCBDPo4lRu%2FU20WeqbDJMQgEH93GWkvTNLBakb0RiKZCX6JidIEHtrN1rVM31A5kGZymIatsJSq%2Bcu328mJwtLc2u18nmD5idmnY9jMv9PlKpVXEG71z1R1Hi4WzbYwkOMLXECrEpd3GGBEICmBjw5vOGKZQW%2F1XOCmjI1bR9RU5c0%2Bu5yxiHhSvRtOo0FtMMDd2Xk7ANlnlsmVDty%2FKSUvA7C25vg4m%2FWRDltiFLRjAQzhE6IgnSuhnnw4i%2FhTFPNKHQbC1IjLc0%2Bj%2Baxatfb1FVpz0G6cRoRaE2RXJeEISV3aTk40HxXxDZoMySSxoeXGCa2yeeakKhn13HzbtJF5Ze49KwZFXxhBvABPLzCfnDgQmEXpkARYX9S6vnVBzSjbtwsUx0asTJvR39dvJ2r97sU7DsV3HUBbvxjThgqFi14AFC0sgDrX4bycr90ht3Tp505iIP9%2Fqj8LDSeST9AqBUSaUEXtzZ4Vro%2BuT%2FTRpiHQkdbxf0ZV4MHN2yhjkIknlUmJeNZXDSMQbwtxqoy4UT%2FckpZBy0gj7YWmVQa1ZbugQdAeG4FSthYos9%2Bv88I8tDN4Tt4RvBu5V7LjS1KNHP1Oq754jKxeCpQYBsx4EhJ8lGFhvthalXorh81bGDnIDRwk3gtGfKZFQyk8vGooGcO9DgOkGxlHH2II8ucELE4%2FLqGqQIffCQkq32fldsaXtU3jiTiuSaDEGdwkIP7c41WalHEZoomRVZdXgBcFOK38vS%2Fau5RocKl0dF4m3Mb1LWTRSb1rjqJuhAzx5KqR0UUF3f5LnlgWL7TAhPmdBMFjca3ofrh1kaQaPAvrc%2FPyc9wv5S8Qexx3jehJErFvW9lpbVrMH5cbCDu9Qmopo4dNxan2bBAeUWujdBFV8gtQauK3BgZd%2BE1TKLbI1Hw7MtbwugnQrzbHs6fzBgef4KTwzsRxWXvaAEgXXV7S2ONulinaO4hqYPCDeat%2BbpTvimR0dqrrwo8ilmaVBE5hXM0nxtNxPbykjyh44urNgwB7tIDiuAdYkISiz8QrpHUc7YQQ9gKcgYx%2BUfQaNZySVouJ6Xx8WWNvZhFzPBuX0x%2BgNvRcZfpZCl7ghp8NWxXVByVHo%2Bj2WHS0DoUcRZWRpwL2KpXLj0GaomLE%2BuwCi3MOYCelZlf4PHmk2SSJc%2Fj03TsFeaa9RnLQoLnt90RXuIYdnJ5uMFVGd%2BHVSaa4M0NV01%2FXPjSQ0Gxtbdj3GAhIZH4wMI8OP1uZRc2TWRnKSVy%2BnsPc4bEE1Ucz8%2FOQF01ZwT%2B84Rs8vNhGLclpTzQ4SdGTHr5QY8JxY97fyQFn932hQ%2FbNnqCrE6ARprsVSfphIlzoQ%3D%3D,NA,NA,NA,NA,NA,#436380148,Vivitar,VM60033BT-BLK-STP,NA,NA,BLUETOOTH,NA,NA,NA,NA
353, Parlante Bose Soundtouch 10 Serie Iii Bluetooth Wifi ,888,977,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-436694211-parlante-bose-soundtouch-10-serie-iii-bluetooth-wifi-_JM#position=36&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436694211,Bose,III,NA,NA,NA,NA,NA,SoundTouch,NA
354, Parlante Bose Soundlink Color Ll Bluetooth Sellado Nuevo ,529,582,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-436451024-parlante-bose-soundlink-color-ll-bluetooth-sellado-nuevo-_JM#position=37&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436451024,Bose,Color,NA,NA,NA,NA,NA,SoundLink,Activo
355, Parlante Portatil Maxtron Urban 8 Bluetooth Karaoke Fm Usb ,120,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INHOUSESHOP+PERU,https://articulo.mercadolibre.com.pe/MPE-437171490-parlante-portatil-maxtron-urban-8-bluetooth-karaoke-fm-usb-_JM#position=38&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#437171490,NA,NA,NA,NA,NA,NA,NA,NA,NA
356, Receptor Bluetooth Para Parlantes Autos Equipos De Sonido ,15,NA,1,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PEDROAE24,https://articulo.mercadolibre.com.pe/MPE-436545806-receptor-bluetooth-para-parlantes-autos-equipos-de-sonido-_JM#position=39&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436545806,NA,NA,NA,NA,NA,NA,NA,NA,NA
357, Parlante Bluetooth Ha-s35 Halion Cilindro Negro C/linterna ,49,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243202-parlante-bluetooth-ha-s35-halion-cilindro-negro-clinterna-_JM#position=40&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436243202,NA,NA,NA,NA,NA,NA,USB,NA,NA
358, Parlante Bose Soundlink Iii ,999,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/SANCHEZ_ANTONIO,https://articulo.mercadolibre.com.pe/MPE-437813066-parlante-bose-soundlink-iii-_JM#position=41&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,1,0,0,0,0,#437813066,Bose,III,NA,NA,NA,NA,"Auxiliar, USB",SoundLink,Pasivo
359, Parlante Logitech Bluetooth Ue Roll Blue/red (984-000546) ,335,NA,NA,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435549584-parlante-logitech-bluetooth-ue-roll-bluered-984-000546-_JM#position=42&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#435549584,Logitech,NA,NA,NA,NA,NA,NA,NA,NA
360, Equipo Parlante Bluetooth Moderno + Subwoofer Innova Leds ,139,NA,0,168,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-423895195-equipo-parlante-bluetooth-moderno-subwoofer-innova-leds-_JM#position=43&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#423895195,Cafini,NA,70 W,NA,parlante multimedia,NA,NA,NA,directo a corriente
361, Parlante+altavoz Portatil Microfono Vincha Maxtron Bluetooth ,78,NA,1,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REGALITOSPERU,https://articulo.mercadolibre.com.pe/MPE-436408683-parlantealtavoz-portatil-microfono-vincha-maxtron-bluetooth-_JM#position=44&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436408683,NA,NA,NA,NA,NA,NA,NA,NA,NA
362, Parlante Jbl Boombox Altavoz Portátil Bluetooth Resistente ,1990,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436088081-parlante-jbl-boombox-altavoz-portatil-bluetooth-resistente-_JM#position=45&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436088081,JBL,Boombox,NA,Negro,NA,5.25 kg,NA,NA,Activo
363," Parlante Bluetooth Jbl Flip 4, 100% Original Y Nuevo.tienda! ",369,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/EZYSTEM,https://articulo.mercadolibre.com.pe/MPE-429637237-parlante-bluetooth-jbl-flip-4-100-original-y-nuevotienda-_JM#position=46&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,7,2,0,0,0,#429637237,JBL,Flip 4,16 W,NA,NA,515 g,NA,Flip,Activo
364, Parlantes Beats Pill Xl By Dr. Dre 2017 Nuevos Originales ,850,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALKA+CORP,https://articulo.mercadolibre.com.pe/MPE-428955169-parlantes-beats-pill-xl-by-dr-dre-2017-nuevos-originales-_JM#position=47&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#428955169,Beats,NA,NA,NA,NA,NA,NA,NA,NA
365, Parlante Kolke Boxy Rojo Kpp-227 Bluetooth Larga Duración ,49,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PORMAYOR.PE+S.A.,https://articulo.mercadolibre.com.pe/MPE-436923540-parlante-kolke-boxy-rojo-kpp-227-bluetooth-larga-duracion-_JM#position=48&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436923540,Kolke,KPP-227,NA,NA,NA,NA,NA,NA,NA
366, Xiaomi Mi Bluetooth Speaker Parlante Bluetooth Portátil ,140,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SAMAFPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437278728-xiaomi-mi-bluetooth-speaker-parlante-bluetooth-portatil-_JM#position=49&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#437278728,Xiaomi,Bluetooth Portátil,6 W,NA,BLUETOOTH,270 g,"Plug, Lector SD",Mi,Activo
367, Foco Parlante Led Bluetooth Musica Luces ,29,NA,1,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-425987369-foco-parlante-led-bluetooth-musica-luces-_JM#position=50&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#425987369,NA,NA,NA,NA,NA,NA,NA,NA,NA
368, Mini Parlante Led Bluetooth X Mayor(consultar X Menor) ,14,NA,5,95,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+RINCONDELCOCO,https://articulo.mercadolibre.com.pe/MPE-427221806-mini-parlante-led-bluetooth-x-mayorconsultar-x-menor-_JM#position=51&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#427221806,NA,NA,NA,NA,NA,NA,NA,NA,NA
369, Equipo Parlante Multimedia Bluetooth + Subwoofer Digital 2.1 ,188,NA,0,59,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-425776968-equipo-parlante-multimedia-bluetooth-subwoofer-digital-21-_JM#position=52&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#425776968,NA,NA,NA,NA,NA,NA,NA,NA,NA
370," Parlante Bluetooth Tronsmart T6, Bt4.1, 25w Dsp,+estuche ",205,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FLOYDTEC.,https://articulo.mercadolibre.com.pe/MPE-436755807-parlante-bluetooth-tronsmart-t6-bt41-25w-dspestuche-_JM#position=53&type=item&tracking_id=849d5fea-1da5-4552-ae23-aa75cfbf668b,NA,NA,NA,NA,NA,#436755807,Tronsmart,T6,25 W,NA,Bluetooth,546.2 g,NA,NA,N/A
371, Parlante Bluetooth Tronsmart Element Force 40w Ipx7 Sellados ,294,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANBERROCALL,https://articulo.mercadolibre.com.pe/MPE-436613441-parlante-bluetooth-tronsmart-element-force-40w-ipx7-sellados-_JM#position=1&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,NA,NA,NA,NA,NA,#436613441,NA,NA,40 W,NA,NA,NA,Auxiliar,NA,NA
372, Receptor Bluetooth Usb Auto Microfono Manos Libres Parlantes ,25,NA,1,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVATRONIC+SAC,https://articulo.mercadolibre.com.pe/MPE-435582946-receptor-bluetooth-usb-auto-microfono-manos-libres-parlantes-_JM#position=2&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,NA,NA,NA,NA,NA,#435582946,NA,NA,NA,NA,NA,NA,NA,NA,NA
373, Panasonic - Parlante Inalámbrico 1700 Watts Bluetooth Sc-ua7 ,849,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-427282814-panasonic-parlante-inalambrico-1700-watts-bluetooth-sc-ua7-_JM#position=3&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,NA,NA,NA,NA,NA,#427282814,Panasonic,SC-UA7,1700 W,NA,NA,NA,USB,Urban Audio,Activo
374, Bose Soundlink Revolve Bluetooth Parlante Alta Fidelidad ,999,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/ALTAPATAGONIAEXIM,https://articulo.mercadolibre.com.pe/MPE-429015375-bose-soundlink-revolve-bluetooth-parlante-alta-fidelidad-_JM#position=4&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,1,0,0,0,0,#429015375,Bose,Revolve,NA,NA,NA,NA,NA,SoundLink,Activo
375, Parlante Portatil Cafini Bluetooth-bass Bazooka Karaoke ,99,NA,0,25,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIROXELECTRONIC,https://articulo.mercadolibre.com.pe/MPE-430904847-parlante-portatil-cafini-bluetooth-bass-bazooka-karaoke-_JM#position=5&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,NA,NA,NA,NA,NA,#430904847,NA,NA,NA,NA,NA,NA,NA,NA,NA
376, Bose Soundlink 3 Bolso De Viaje Protector Smatree ,120,NA,2,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/VENTA_ONLINE_PERU,https://articulo.mercadolibre.com.pe/MPE-432646784-bose-soundlink-3-bolso-de-viaje-protector-smatree-_JM#position=6&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,1,0,0,0,0,#432646784,Bose,III,NA,NA,NA,NA,"Auxiliar, USB",SoundLink,Pasivo
377, Potent Parlante Bluetooth Bluedio Bs3 Portátil Productostech ,140,NA,0,87,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PRODUCTOSTECH,https://articulo.mercadolibre.com.pe/MPE-432177336-potent-parlante-bluetooth-bluedio-bs3-portatil-productostech-_JM#position=7&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,NA,NA,NA,NA,NA,#432177336,Bluedio,BS-3,NA,NA,NA,NA,NA,NA,NA
378, Parlante Portatil Bluetooth Recargable 8 Pulgadas + Tripode ,289,NA,13,194,NA,NA,NA,Envío gratis a todo el país,NA,NA,4.7,3,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-423374989-parlante-portatil-bluetooth-recargable-8-pulgadas-tripode-_JM#position=8&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,2,1,0,0,0,#423374989,NA,NA,NA,NA,NA,NA,NA,NA,NA
379, Altavoz Jbl Clip 3 Parlante ,260,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LUXEBRANDS4U,https://articulo.mercadolibre.com.pe/MPE-435716020-altavoz-jbl-clip-3-parlante-_JM#position=9&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,NA,NA,NA,NA,NA,#435716020,JBL,Clip 3,NA,NA,NA,NA,NA,NA,Activo
380, Parlantes Bluetooth Speaker Shower Waterproof Envio Nacional ,15,NA,0,976,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOBESIMPORT,https://articulo.mercadolibre.com.pe/MPE-434670890-parlantes-bluetooth-speaker-shower-waterproof-envio-nacional-_JM#position=10&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,NA,NA,NA,NA,NA,#434670890,NA,NA,NA,NA,NA,NA,NA,NA,NA
381, Parlante Micronics Maxxes Pc Laptop Karaoke Bass ,159,NA,3,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSWALDO+VALVERDE,https://articulo.mercadolibre.com.pe/MPE-428331864-parlante-micronics-maxxes-pc-laptop-karaoke-bass-_JM#position=11&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,NA,NA,NA,NA,NA,#428331864,MICRONICS,MAXXES,60 W,NA,PARLANTE CON CONTROLADOR DE BASS,NA,"USB, MICROSD, LECTORSD",NA,NA
382, Gratis!!! Parlante Bluetooth Philips Sb300 Shoqbox Stereo ,179,NA,0,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435095172-gratis-parlante-bluetooth-philips-sb300-shoqbox-stereo-_JM#position=12&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,1,0,0,0,0,#435095172,Philips,SB300,4 W,Fiesta,NA,0.23 kg,NA,ShoqBox,Activo
383, Adaptador Bluetooth Usb Pc Laptop Parlantes ,18,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANLI8135046,https://articulo.mercadolibre.com.pe/MPE-429821003-adaptador-bluetooth-usb-pc-laptop-parlantes-_JM#position=13&type=item&tracking_id=a8b58fd9-7cd5-486a-9e37-b1ec181f1e54,NA,NA,NA,NA,NA,#429821003,NA,NA,NA,NA,NA,NA,NA,NA,NA
