search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso
1345, Capacete Moto Axxis Eagle Dreams ,399,NA,2,1598,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1213647433-capacete-moto-axxis-eagle-dreams-_JM?searchVariation=35476453949,NA,NA,NA,NA,NA,#1213647433,Preto/Azul,"56 - P,58 - M,60 - G,62 - GG",Axxis,Eagle,Eagle,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA
1346, Capacete Moto Fechado Evolution G6 Red Nose Tam 56 58 60 ,205,NA,11,145,12x,19.68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1196532517-capacete-moto-fechado-evolution-g6-red-nose-tam-56-58-60-_JM?searchVariation=34211734792,NA,NA,NA,NA,NA,#1196532517,"Vermelho,Amarelo,Azul,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,Evolution G6 Red Nose,Integral,NA,NA,ABS,Adultos,Unissex,1400 g
1347, Capacete Moto Pro Tork Automatico Mod Sport Sm Tam 56/58/60 ,59,NA,32,2,10x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-780989032-capacete-moto-pro-tork-automatico-mod-sport-sm-tam-565860-_JM,1,0,0,0,0,#780989032,NA,NA,Pro Tork,PRO TORK SM,PRO TORK AUTOMATICO SM,Integral,Simple,NA,ABS,Adultos,Unissex,NA
1348, Capacete Infantil Moto Aberto Texx Kids Skateboy Masculino ,114,NA,10,20,12x,9.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,4,https://perfil.mercadolivre.com.br/TUNINGPARTS+OFICIAL?brandId=212,https://produto.mercadolivre.com.br/MLB-915078725-capacete-infantil-moto-aberto-texx-kids-skateboy-masculino-_JM?searchVariation=41573600424,3,0,1,0,0,#915078725,"Amarelo,Azul,Verde,Verde-claro","Amarelo Fosco L-52,Azul Fosco L-52,Azul Fosco M-50,Verde Fosco L-52,Verde Fosco M-50,50,52",TEXX,Infantil,Kids Skate Boy,Aberto,Simple,NA,ABS,Crianças,Unissex,1206 g
1349, Capacete Moto Pro Tork 788 G5 Carbon Evo ,129,NA,5,2700,12x,10.75,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1173958956-capacete-moto-pro-tork-788-g5-carbon-evo-_JM?searchVariation=32585030019,NA,NA,NA,NA,NA,#1173958956,Amarelo,"56,58,60",Pro Tork,NA,G5 Carbon Evo,Integral,NA,NA,NA,NA,NA,NA
1350, Capacete Moto Robocop Escamoteável Pro Tork V-pro Jet 3 ,209,NA,3,1498,12x,17.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1711,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147317284-capacete-moto-robocop-escamoteavel-pro-tork-v-pro-jet-3-_JM?searchVariation=30661945378,1234,332,92,23,29,#1147317284,"Amarelo,Azul,Azul-claro,Azul-escuro,Laranja,Prateado,Verde,Vermelho","58,60,62",Pro Tork,Capacetes,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA
1351, Capacete Sport Moto For Girls Pro Tork ,62,NA,53,2712,12x,5.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,45,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-970358140-capacete-sport-moto-for-girls-pro-tork-_JM?searchVariation=20164411411,26,16,1,1,1,#970358140,Rosa,"56,58,60",Pro Tork,Capacetes,Sport Moto,Integral,NA,NA,ABS,NA,NA,1.07 kg
1352, Capacete Moto Pro Tork R8 Vermelho + Viseira Fume # Touca ,119,NA,11,290,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3,2,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-911001542-capacete-moto-pro-tork-r8-vermelho-viseira-fume-touca-_JM?searchVariation=21516481677,0,0,2,0,0,#911001542,Vermelho,"56,58,60",Pro Tork,Capacetes,R8,Aberto,NA,NA,ABS,NA,NA,1200 g
1353, Capacete Moto Infantil Pro Tork New Liberty ,119,NA,20,900,12x,11.37,NA,Envio para todo o país,NA,NA,4.9,16,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-839032661-capacete-moto-infantil-pro-tork-new-liberty-_JM?searchVariation=20327006688,14,2,0,0,0,#839032661,Amarelo,54,Pro Tork,Capacetes,New Liberty For Kids,Integral,NA,NA,ABS,NA,NA,NA
1354, Capacete Pro Tork De Moto Evolution 4g Nos Ns5 ,127,NA,25,2775,12x,12.14,NA,Envio para todo o país,NA,NA,4,2,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-838688601-capacete-pro-tork-de-moto-evolution-4g-nos-ns5-_JM,0,2,0,0,0,#838688601,Dourado (City),"56,58,60",Pro Tork,Capacetes,NOS Evolution,Integral,NA,NA,ABS,NA,NA,NA
1355, Capacete Automático Pro Tork Feminino Sport Moto For Girls ,74,NA,4,1497,12x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,45,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1147328522-capacete-automatico-pro-tork-feminino-sport-moto-for-girls-_JM?searchVariation=30662468721,26,16,1,1,1,#1147328522,"Branco,Preto,Rosa","56,58,60",Pro Tork,Capacetes,Sport Moto For Girls,Integral,NA,NA,NA,NA,NA,NA
1356, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Laranja ,98,NA,3,1798,12x,8.24,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108199655-capacete-moto-fechado-r8-viseira-fum-pro-tork-laranja-_JM?searchVariation=27938143808,NA,NA,NA,NA,NA,#1108199655,"Laranja,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA
1357, Capacete Moto Captiva Street Rider Transfer Cores Mixs ,330,NA,3,2,12x,27.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,104,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1021355407-capacete-moto-captiva-street-rider-transfer-cores-mixs-_JM?searchVariation=23367782475,65,20,12,4,3,#1021355407,"Azul,Branco,Selecione a cor correspondente, entre as opções disponíveis.,Vermelho","56,58,60,62,Selecione o tamanho desejado, entre as opções disponíveis.",Mixs,Captiva,MIXS CAPTIVA STREET RIDER,Cross,Duplo,NA,ABS,Adultos,Unissex,NA
1358, Capaceteprotork R8 Moto Fechado Azul Escuro+viseira Camaleão ,99,NA,8,22,12x,9.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1157029000-capaceteprotork-r8-moto-fechado-azul-escuroviseira-camaleo-_JM?searchVariation=31299832556,NA,NA,NA,NA,NA,#1157029000,Azul-escuro,"56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,1200 g
1359, Capacete Moto Zeus 380h Matt Metálico Azul ,349,NA,2,4,12x,29.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,7,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-996497465-capacete-moto-zeus-380h-matt-metalico-azul-_JM?searchVariation=27161424263,6,0,0,0,1,#996497465,Azul,59-60,Zeus,380h,380H,Aberto,Simple,ABS,ABS,Adultos,Unissex,NA
1360, Capacete Moto X11 Volt Branco E Viseira Espelhada Original ,348,NA,2,3998,12x,29.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1218025025-capacete-moto-x11-volt-branco-e-viseira-espelhada-original-_JM,NA,NA,NA,NA,NA,#1218025025,"58,60,62,64",,X11,NA,Volt,Integral,NA,NA,NA,NA,NA,NA
1361, Capacete Sam Marino Taurus Original Promoção Automático. ,150,NA,470,86,12x,14.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,25,https://perfil.mercadolivre.com.br/MARIANO+MOTOS.FORQUILHINHA.SC,https://produto.mercadolivre.com.br/MLB-959081001-capacete-sam-marino-taurus-original-promoco-automatico-_JM?searchVariation=19450217785,20,3,1,1,0,#959081001,"Preto,Azul,BRANCO FEMININO,Branco,LILAS FEMININO,PRETO FEMININO,Plata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60,62",Taurus,Moto,San Marino,Integral,NA,NA,NA,NA,NA,NA
1362, Capacete Moto Pro Tork Evolution G7 788 ,169,NA,5,2698,12x,16.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1234618095-capacete-moto-pro-tork-evolution-g7-788-_JM?searchVariation=37479292842,NA,NA,NA,NA,NA,#1234618095,"Preto/Cinza,Azul - Cinza,Azul - Rosa,Azul ? Azul Claro,Azul/Amarelo,Azul/Laranja,Azul/Vermelho,Preto/Amarelo,Preto/Azul,Preto/Branco,Preto/Cinza,Preto/Laranja,Preto/Rosa,Preto/Verde,Preto/Vermelho","56,58,60",Pro Tork,NA,Evolution G7,Integral,Simple,Forro Tech,ABS,Adultos,Unissex,NA
1363, Capacete Moto Rovcan Rvc 370 Cross Com Viseira Promoção ,269,NA,7,1,12x,22.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PLUS+MOTOCENTER,https://produto.mercadolivre.com.br/MLB-1091839999-capacete-moto-rovcan-rvc-370-cross-com-viseira-promoco-_JM?searchVariation=33068217656,NA,NA,NA,NA,NA,#1091839999,Branco/Vermelho,"N 56,N 62",Rovcan,RVC-370,LHG / CAT,Cross,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA
1364, Capacete Infantil Moto Criança Pro Tork Liberty Kit 02 ,179,NA,11,5,12x,14.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1060,https://perfil.mercadolivre.com.br/CASTELAOMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1036994025-capacete-infantil-moto-crianca-pro-tork-liberty-kit-02-_JM?searchVariation=24087887959,761,203,65,12,19,#1036994025,ROSA E PRETO,54,Pro Tork,LIBERTY KIDS,Kids,Integral,NA,NA,ABS,NA,NA,NA
1365, Capacete Motosky Nimbus Preto Fosco Com Cinza Tamanho 62 ,105,NA,3,2,12x,10.12,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BRING.IT?brandId=1867,https://produto.mercadolivre.com.br/MLB-1240630489-capacete-motosky-nimbus-preto-fosco-com-cinza-tamanho-62-_JM,NA,NA,NA,NA,NA,#1240630489,NA,NA,Motosky,Moto,Nimbus,NA,NA,NA,NA,NA,NA,NA
1366, Capacete Moto Time Clube São Paulo Fechado Viseira Pro Tork ,101,NA,3,2,12x,8.47,NA,Envio para todo o país,NA,NA,4.6,1060,https://perfil.mercadolivre.com.br/ESTRELA10_?brandId=1582,https://produto.mercadolivre.com.br/MLB-1228401544-capacete-moto-time-clube-so-paulo-fechado-viseira-pro-tork-_JM?searchVariation=36809132450,761,203,65,12,19,#1228401544,Preto - Vermelho e Branco,NA,Pro Tork,NA,Liberty Evolution 3G,Fechado,NA,NA,ABS,NA,NA,1.7 kg
1367, Capacete Moto F-17 Preto Peels Fly Aberto Urbano Custom ,119,NA,24,5,12x,11.37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-818973397-capacete-moto-f-17-preto-peels-fly-aberto-urbano-custom-_JM,2,1,0,0,0,#818973397,"58,60,61",NA,Fly,F-17,F-17,Aberto,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA
1368, Capacete Moto Fechado Pro Tork Liberty Evolution 3g Inter ,98,NA,4,1,12x,9.45,NA,Envio para todo o país,NA,NA,4.6,1060,https://perfil.mercadolivre.com.br/ESTRELA10_?brandId=1582,https://produto.mercadolivre.com.br/MLB-1227037799-capacete-moto-fechado-pro-tork-liberty-evolution-3g-inter-_JM?searchVariation=38602086717,761,203,65,12,19,#1227037799,NA,56,Pro Tork,NA,Liberty,Fechado,NA,NA,ABS,NA,NA,1.6 kg
1369," Adesivo Refletivo P/ Capacete, Moto, Avg, Harley, Monster ",29,NA,79,198,5x,5.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,3,https://perfil.mercadolivre.com.br/ADESIVOS_FAMA,https://produto.mercadolivre.com.br/MLB-696298885-adesivo-refletivo-p-capacete-moto-avg-harley-monster-_JM,1,2,0,0,0,#696298885,Refletivo,Variado,3M,Refletivo,Refletivo,Refletivo,NA,NA,Adesivo,NA,NA,NA
1370, Capacete Moto Aberto Pro Tork Atomic Preto Fosco ,99,NA,5,1798,12x,8.25,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-905146617-capacete-moto-aberto-pro-tork-atomic-preto-fosco-_JM?searchVariation=22011615885,NA,NA,NA,NA,NA,#905146617,"Preto-fosco,Amarelo,Azul,Branco,Prateado,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,Atomic,Aberto,NA,NA,ABS,NA,NA,NA
1371, Capacete De Moto Pro Tork V-pro Jet 2 Carbon Robocop ,179,NA,71,127,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,722,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-705702089-capacete-de-moto-pro-tork-v-pro-jet-2-carbon-robocop-_JM,533,125,40,12,12,#705702089,NA,NA,Pro Tork,V-Pro,Jet 2 Carbon,Integral,NA,NA,ABS,NA,NA,NA
1372, Capacete Sport Moto Feminino Sm Mulher For Girls Protork ,107,NA,1389,1460,12x,10.31,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1562,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-695946084-capacete-sport-moto-feminino-sm-mulher-for-girls-protork-_JM?searchVariation=15703976448,969,338,149,57,49,#695946084,Preto,"56,58,60",Pro Tork,Feminino,Sm For Girls,Integral,NA,NA,ABS,NA,NA,1.04 g
1373, Capacete Moto Infantil Fechado Fly Fun Power Vermelho ,119,NA,21,3,12x,11.46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-948282845-capacete-moto-infantil-fechado-fly-fun-power-vermelho-_JM,3,0,0,0,0,#948282845,"52,56",NA,Fly,Fun,Fun Power,Integral,Simple,Resina termoplástica,ABS,Crianças,Unissex,NA
1374, Capacete Moto Peels Mirage Techride Vermelho C/ Óculos Solar ,284,NA,5,5,12x,27.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,297,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-1142366698-capacete-moto-peels-mirage-techride-vermelho-c-oculos-solar-_JM?searchVariation=30376482252,202,52,30,8,5,#1142366698,Vermelho fosco - Preto,"56,58,60,61",Peels,Mirage,Mirage Techride,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA
1375, Capacete De Moto Infantil Pro Tork Liberty Four Girls Rosa ,79,NA,4,1,12x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,455,https://perfil.mercadolivre.com.br/MOTOPECASCONFIANCA,https://produto.mercadolivre.com.br/MLB-1014069594-capacete-de-moto-infantil-pro-tork-liberty-four-girls-rosa-_JM?searchVariation=23016276639,335,77,32,6,4,#1014069594,Preto,54,Pro Tork,Capacete,Liberty Four For Kids,Integral,NA,NA,ABS,NA,NA,1400 g
1376, Capacete Moto Pro Tork Internacional Liberty Evolution ,104,NA,3,1,12x,8.74,NA,Envio para todo o país,NA,NA,4.6,1060,https://perfil.mercadolivre.com.br/ESTRELA10_?brandId=1582,https://produto.mercadolivre.com.br/MLB-1227028222-capacete-moto-pro-tork-internacional-liberty-evolution-_JM?searchVariation=36673857515,761,203,65,12,19,#1227028222,Vermelho - Branco,56,Pro Tork,NA,Internacional,Integral,NA,NA,ABS,NA,NA,NA
1377, Capacete Moto Pro Tork Feminino Preto Rosa Neon ,142,NA,14,36,12x,13.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1013096560-capacete-moto-pro-tork-feminino-preto-rosa-neon-_JM?searchVariation=22964963695,1,0,0,0,0,#1013096560,Preto/Rosa,58,Pro Tork,Evolution G6,Evolution 6G,Integral,Simple,NA,ABS,Adultos,NA,NA
1378, Capacete Moto Fechado R8 Viseira Iridium Pro Tork Prata ,93,NA,5,1804,12x,8.97,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108274089-capacete-moto-fechado-r8-viseira-iridium-pro-tork-prata-_JM?searchVariation=27944171485,NA,NA,NA,NA,NA,#1108274089,"Amarelo,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA
1379, Capacete Moto Sport Moto 788 Verde Modelo San Marino ,69,NA,30,35,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-998278523-capacete-moto-sport-moto-788-verde-modelo-san-marino-_JM,1,0,0,0,0,#998278523,"56,60",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380, Capacete Moto Oculos Interno Sol Shiro Sh 600 Elite Orange ,649,NA,NA,14,12x,54.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SKULLRACING,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Jsj7xfn7d3%2BZYJS52pg82b1A7QRlG8fFXqiDWFpYNLGE7shhOn5Km9msPKx8at6kmmUGDfrhcqnMAfg0g7wG11D6RCamUCBX%2BCOyzOXWi%2BF9sX9Zxh7orwCGNnrYGCc1XxJMEwo9o4kYOk7ZMRGDnpJne3O8oq%2Bfc24Iyy%2FFuxB0FIXJfmcgvztlXxUUEVXZUnqN5FHEfURuXE39yEXoPzzLLA5Td513v2QnIMZVCb8fKN7VFpvjnRO5AHh5nG4lf3Eg7WEJz7MCR%2FP5VSnjVnYG2SDHZ0q51nT6PKblQ4m0qVS9CLvRDJxzl%2FVVGl1EgKVh1QbyIZroEzEM1rMfmzmoQzVCq9cOSJexXJWa0Cxo5OXsN0cBZCcoqGeJiIZSAw8vdZeJIL9D%2FC0SDzUFdBDv5cF%2BmUUV0rmELibWgUITGmQOIaswR3JzZ2GZ49EHjRukmmurRQjPoiml2ByheTVbAvQNDO2L6ayz67mQapJcsNP8EH32reAYWNGxMcqzs2sazru98aRFANaPnKrlmAr3WdM6l9Zp%2B1b991AtoPS3vIvdLv5kevQ1kkqZEe%2BFemsqcIm46tU8gxodIvvTK5MCLq1R6StTkemJKD3lruYgHm9kr0o6wsLxnkkg9dDBfNQ38fVPLnf%2Fjs91nitlfjTfLv%2F1J6fDJnUlOtD%2BRuJB3jcAkVCIQhKpDLgayBvynBRQumjeAxzZT5hukjME7oGySgw1XoLbuS35mk1vqZr0D5auF5Tq3hz7Jci0RBAavn8T3oEQRPXH%2B9WMBrYPitLGCDC2I02EmTpGFfiyHMJtVtcZkXO%2Ff3GaTm7zLsGChVwcn%2BG7TX7pkOKJZF7EQlgYCp85IFFVTFHhanJ9yWcy5nxp60aUnYZzJ5zXPYr4aPr4relng2IfE7i6rf17RYMWNUgaP6dmEe4fRKvo%2BUNxwUSvFtJwewg4lQSwAiGlFG%2F0m2uWzEWRC%2B033hACFDR%2FuNbfWohfaMYqnUdGrDwxYag8d13d5Zv43D%2B24XJWgz9pPUzyFi%2FEjNde8zve4LUPK4%2FHvyOfBhCYBafQ%2F9%2FLIbO3xasAGUVVWL8ToPIWScCCwwodsCMublVeBvP8gMlKSxrFHiTN4UxjH1qlDpz%2FpYVxNdPojZWMnNJsgPZ%2Bv9OPx9o%2ByQ%2B9SiY07Bm6dgsXzWWMEJpwv3iVq6T16QTSI%2FcE91RYXYxEzPrb%2Fps65RLT%2FgstZS0CArVpOWZ4QyNj4txWe2%2BZg4xKmgrwAI5RG4fzhKCJi034X8BiMSMH1rRfR3gdAmE8MhQj2cihEh7q5OST%2BjrgJNBgumnY01DKfErxBviSv%2BmLvGya%2Fi2lCC4EUMEX62t9Yrkf4KNNmYcB2HjC1V%2F0JFbb8lE5wTJY2X%2FNF7Nw2brltKBhsQITB1Rw9%2FYsTVczPB99wM9h%2B0Z3sO0IcDZ8ZXTM53BMTF3n73md1hWemhw1VxvFD5YgXebEfuD98347%2FysJWwKO0eLhjg4LujDMdWZqo%2FLvhYOhpPLHRcw2Fbw97qe9R0lzdKauCkSNsKz0fHNMbLHQpL9XxoJNGnvlA4Y1k8xb0nLG2jbKtD4Rm9qGOhs0eBi9kE6BPzqupdZKoYOr%2FfvuD2sesrGmVQzXlXGeH92fvwqtIRm60S8iAB7Z5t5wvUU1qCPFKzLn2fZpqai1DUBWGCx2qq21HJI0B9An1HPgUvmKBP2PqYbsJBMPN1mMsqtlokHLpxadbdNeDF1%2BXXZkE%2F3xSFm56oCDhhz9jrrbKVxpu85uH%2BRDx6ky9Zl%2BHYncRc%2Fu4ygmzLd5TYTWcu%2Bi7iJhPnhIwRDf0dAd5GrPSqrGlLQsR3tpub1EoaKQANZnj9i%2FLwFmcBlh0fWnAk1ioYYMDr%2Bb%2BZ6SQH8AyoH8Dxcrq2Y7p3tnENpSb0ovqVgyHkYUYxYDk%2F6oQ3KElHPlhIzysJg%3D,NA,NA,NA,NA,NA,#1280684341,Black / Orange Fluor,"S / 56,M / 58,L / 60,XL / 62,XXL / 64",Shiro,NA,SH-600,Integral,Duplo,EPS,ABS - HP,Adultos,Unissex,NA
1381, Capacete De Moto Viseira Camaleão Fechado Barato R8 Pro Tork ,103,NA,26,234,12x,9.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3,2,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1122710472-capacete-de-moto-viseira-camaleo-fechado-barato-r8-pro-tork-_JM?searchVariation=29014541667,0,0,2,0,0,#1122710472,Azul-claro,"56,58,60",Pro Tork,R8,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA
1382, Capacete Moto Feminino Bieffe 3 Sport Fortress Preto Rosa ,432,NA,2,99,12x,36.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-1201214737-capacete-moto-feminino-bieffe-3-sport-fortress-preto-rosa-_JM?searchVariation=34522208741,NA,NA,NA,NA,NA,#1201214737,"Branco Brilhante - Vermelho,Preto brilhante/Vermelho,Preto fosco/Rosa,Preto-fosco/Cinza","56,58",Bieffe,3 Sport,Fortress,Integral,Simple,Revestimento interno em tecido antialérgico removível e lavável,ABS,Adultos,Unissex,NA
1383, 12 Adesivos Refletivos Capacete Moto Frete Gratis ,40,NA,38,96,6x,6.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/NHONHO_TB,https://produto.mercadolivre.com.br/MLB-817850553-12-adesivos-refletivos-capacete-moto-frete-gratis-_JM?searchVariation=28086643429,1,0,0,0,0,#817850553,Branco,"9,00x2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384, Capacete Moto Street R8 Viseira Camaleão Pro Tork ,117,NA,4,2334,12x,9.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ADSTORE+2018,https://produto.mercadolivre.com.br/MLB-1163142883-capacete-moto-street-r8-viseira-camaleo-pro-tork-_JM,NA,NA,NA,NA,NA,#1163142883,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul Claro / 56,Azul Claro / 58,Azul Claro / 60,Azul Escuro / 56,Azul Escuro / 58,Azul Escuro / 60,Laranja / 56,Laranja / 58,Laranja / 60,Prata / 56,Prata / 58,Prata / 60,Rosa / 56,Rosa / 58,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,G6,R8,Integral,NA,NA,NA,NA,NA,NA
1385, Capacete Moto Peels Escamoteável Urban Rush Preto Vermelho ,329,NA,2,4,12x,27.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,4,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1227604843-capacete-moto-peels-escamoteavel-urban-rush-preto-vermelho-_JM?searchVariation=36729174087,3,0,1,0,0,#1227604843,Preto-brilhante - Vermelho,"58,60",Peels,Urban,Urban Rush,Modular,NA,NA,NA,NA,NA,1.7 kg
