search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso
1, Capacete Moto Robocop Escamoteável Pro Tork V-pro Jet 3 ,149,189,"
			
			
				
				3736
				vendidos
			
		",(701 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1249
		
		 sem juros
		
	

	
		",49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1716,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172406260-capacete-moto-robocop-escamoteavel-pro-tork-v-pro-jet-3-_JM?searchVariation=32456491659,1237,333,95,23,28,#1172406260,"Azul,Amarelo,Azul,Azul-claro,Gris,Laranja,Rosa,Verde,Vermelho","58,60,62",Pro Tork,Capacete,V-Pro Jet 3,Integral,Simple,Nylon Pluma,"ABS, Policarbonato",Adultos,Unissex,NA
2, Capacete Moto Aberto Pro Tork New Liberty 3 Three ,59,NA,"
			
			
				
				3703
				vendidos
			
		",(1757 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 590
		
		 sem juros
		
	

	
		",90,NA,Envio para todo o país,NA,NA,4.6,1580,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-808714522-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=19635871969,1169,277,100,15,19,#808714522,"Preto,Amarelo,Azul,Branco,Prateado,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Integral,NA,NA,ABS,NA,NA,NA
3, Capacete Moto Mixs Fokker Storm Fundo Preto Fosco Lançamento ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				1925
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,71,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1133429702-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-lancamento-_JM?searchVariation=29861517002,41,12,13,1,4,#1133429702,Laranja,58,Mixs,Capacetes,MX2,Fechado,NA,NA,NA,NA,Unissex,NA
4, Capacete Moto Protork Evolution 3g Noscity Preto Dourado Loi ,134,161,"
			
				Novo
			
			
				
					 - 
				
				810
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1290
		
		 sem juros
		
	

	
		",90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,79,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-960763001-capacete-moto-protork-evolution-3g-noscity-preto-dourado-loi-_JM?searchVariation=25688881227,51,18,6,3,1,#960763001,Preto,"56,58",Pro Tork,Capacetes,NOS Evolution,Integral,NA,camurça com alto nível de conforto e absorção;,Injetado em Polímero ABS de alto impacto virgem,Adultos,Unissex,1400 g
5, Capacete Para Moto Protork R8 Fechado Resistente Oferta Loi ,120,144,"
			
				Novo
			
			
				
					 - 
				
				2189
				vendidos
			
		",(40 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2115,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1071430308-capacete-para-moto-protork-r8-fechado-resistente-oferta-loi-_JM?searchVariation=25824453651,1403,397,183,62,69,#1071430308,,"56,58,60",Pro Tork,Sportiva,R8,Integral,NA,Antialérgica,Injetado em Polímero ABS de alto impacto virgem,Adultos,Unissex,1.27 kg
6, Capacete Moto Feminino Fechado Ebf Varias Cores E Tamanho ,379,449,"
			
				Novo
			
			
				
					 - 
				
				40
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3166
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,328,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=7GC9WGbiMJgF%2FE6XHZulumyReJaYG8A3CRnsYxAahcCMn6OGflL8s6yJ%2Bj7YVDOOehjZXMqxinBsXsgb0WWlyByJop%2FHErY0guKDRtC8s5TK93x0ZDKV7RsFpyYSiJll2HDWiX160GZKbPQk3Zb9GL0ZCnXk3PgfTW0FVzFwkBfeMjmh1pOZgev5k0E45f%2BxfBNPKaEMLYnxJ8Msgfj8BK%2BWTNZOVFvO5pO0up9MQRZc8RHpsels4DFp%2BkHPqd%2BfKJzr51m8b5NjeGjP85qOkxigNBjOMind6PeIu3Ap%2BK84lJQEo2DK%2Bkl4H0fD3hBOz34%2B6IM8TT4fIdUu1%2FIAwsJ6I3vr7ZwIcPxxIcy%2BtoJYJC8WhwvEDhFTgQUVYXMtpqL%2BKQ1optunJdxVogvKS%2Fo5EqPftfVK5aTYpRI5TZA63Jk7Z4DY%2FCrbghksEg9t%2F1tcngmvI45hbwOi2ZeO4IUJlmvxpyICmpwQ7mLWVqil1va%2BLoA9VeYS5NomlHL4GtpVmAGf8Kog7BH2honCOVOMDaVZB4bAg6rDrb6oSiinTVR8vo6gu39pAYJjEbbdhI8oO8%2FwOAHN%2B%2Faltx%2F%2BCqpIp20mo5qgI5kLpb4ZeWJU97kX9W0P4JdZmxYKjYg6%2BlwVXyoDaxnwQ6zVFi1NLZR8KlKFoeqe0MXwmQQAKU6kjIyEdtcWlE%2BQQ8kntybQl5HPQCGr0ZnMk9eZwaDgFaomEnTSi0VJ9FJWbSZfLch6fM4nZ9HRKUdonJwsX%2FVd3jUndRw6Zz90dtPCc2gFkiNubdUVUq3Lqx1jmmsA8oC67vwZKUEYcwJBvOfjiNe6V8KKiBJ0KzHlZlsyAOYBmBePKX7qV2UQFj%2F2VR87oNgT7gTIQLhEanjA1siNh3FjITqmVhVhqgThOaBzrECP9l%2BwoiwmojGUFM7YLGgJkq4ZEXgSNdx222PwmfBqKx5sDbCc6bRnaBtU0zdfs0D04MGmkPuiHr901S4wn%2F1y%2FNYNeo41YB8il%2FiQnSQL1zyeHlm79I%2F5WcpOcfp8ce1Uwyq%2FSgANNTtDdW01Dx5XU5DjOdQusHm5vDc2NGud5AedCGnJZG4cLJSVcnIsyAyhOG9D9YtSUd3Rqg7YWxWiynluFdx0sTZzOH%2FWQgDs0V2Lx2%2BDj1WWZ%2FchwLKU5E%2B9gHtD2CUg1bt0ORVD4wpeO%2FbqZ8MA6ixzdwuD%2BLZ7%2FOI940hsktGClW12NHJWnoZGmpnOlRuecfNxkKs3XuFQWeJXEezBaxL%2BAlQnQxaEpjgQ6NAKpIvFAVod1Fw1NwOn16dQGgf8UFoGLVzydpPrL61vserkOz7xcSAX0LQxMlwspYdLxajBhcihp6NnFtxofYo0JTHYFDaNb1LqpNGB3p%2Fe64v6Xrg%2FsXpeZEBRt7BhIAhiBFpNmRgGPMUoptasCCLqpqZGmcaqIVGDlqtoeO7vfh2IRK6XE0BPTO%2BpxinyHiJ8gduLYUBIkVLSnYMHKIhS%2B37ksZeCq%2Bxsu6WkdRHDDvCmIRTpfmBvt9wwCaUNT%2F6CSBZFmZstjSxFWtZR2%2FbvLPrW9mNLAANt%2Fh5YmmXdwWr5zL8c7XvrUmywYKnh5cvGLU%2FXwmtdcjDhpycFA3E074mBK%2BTwasVyOtrapT5%2BnnrKitrx8uGwUAqC2kQMwjqlcB9B7YxZvlksFrhe5%2FegwfQfofJqeiK22RBicoiEzzhh8xEkg5ZFKeLLBH8o4hYKAWRWBf6G%2B9dCi97h9UZ%2BBhF%2FnvMtTeuLGF0CA3C5UaDP1UUewRwV8qxjroBha1PjXFKh4neDAfnUgXsrQFA1U3q3KgLXa22kReQibnxJkADmSYPQpaGRQXwgOHxf7AXHDkfY1wgbjykZkuf5cA7wdVCJdQ%3D%3D,264,42,18,4,0,#1153520502,Preto - Fosco,"56,60,61",NORISK,FF391,FF391,Integral,Simple,NA,ABS,Adultos,Unissex,NA
7, Capacete Moto Protork New Liberty Four Varias Cores Escolha ,133,NA,"
			
			
				
				889
				vendidos
			
		",(51 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1116
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,209,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-824544027-capacete-moto-feminino-fechado-ebf-varias-cores-e-tamanho-_JM,165,31,7,5,0,#824544027,Branco e rosa,58,EBF,New Spark,New Spark Borboleta,Integral,Simple,NA,ABS,Adultos,Unissex,NA
8, Capacete Norisk Ff391 Preto Fosco Capacete Moto ,57,NA,"
			
				Novo
			
			
				
					 - 
				
				1567
				vendidos
			
		",(590 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 658
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1587,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-871667175-capacete-moto-protork-new-liberty-four-varias-cores-escolha-_JM?searchVariation=27219629615,1049,339,144,32,23,#871667175,,"56,58,60",Pro Tork,New liberty,New Liberty Four,Integral,Simple,NA,ABS,Adultos,Unissex,NA
9, Capacete Para Moto Protork R8 Fechado Viseira Iridium Loi ,120,144,"
			
				Novo
			
			
				
					 - 
				
				640
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2115,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1162746915-capacete-para-moto-protork-r8-fechado-viseira-iridium-loi-_JM?searchVariation=31714122516,1403,397,183,62,69,#1162746915,"Azul,Verde","56,58",Pro Tork,R8,R8,Integral,NA,"espumas de memória para melhor absorção de impacto e conforto, tecidos nylon em pluma anti alérgicos e com alta resistência abrasiva",injetado em polímero abs de alto impacto virgem,Adultos,Unissex,1.27 kg
10, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Prata ,98,NA,"
			
			
				
				737
				vendidos
			
		",(1439 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 824
		
		 sem juros
		
	

	
		",24,NA,Envio para todo o país,NA,NA,4.4,2115,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108201423-capacete-moto-fechado-r8-viseira-fum-pro-tork-prata-_JM?searchVariation=35910915051,1403,397,183,62,69,#1108201423,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA
11, Capacete Sm Moto Automatico Marino Pro Tork Motoboy ,60,NA,"
			
				Novo
			
			
				
					 - 
				
				2824
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1554,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-939522798-capacete-sm-moto-automatico-marino-pro-tork-motoboy-_JM?searchVariation=25199373283,963,336,149,56,49,#939522798,"Preto-fosco,Amarelo,Azul,Branco,Branco Flor,Prata,Preto,Preto-fosco,Preto/Cinza,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,sm 788,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA
12, Capacete Para Moto Protork R8 Fechado Viseira Camaleão Loi ,599,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4992
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,112,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=NfMvQaQd0lJnEpCYPCKnffLtdvQPYC9xGtyzs6EOELcj9PS4SqSV0gG1M6FM9uTWvhaAKTmxfdLYOLsT%2FmD59t0UYky2RI8cq%2B3%2BuDO5xFAZ9EcMWmZh%2B9WzTyb5NU6CjQgXqrXCwQ%2B1Zsk3teYFd7zbgQkWsxCnaiazc0CncLCdvx%2BTNEanjUoM28q40EnS2EocnObh2FxIOQqKS7XBSWW8ynVeDaUgnDJCAXOCMd4ZXW2yK%2B7Lr63RJCgpoL6U8xufkNBmmBgWm7PIPI4IojyJoALgyRNGH86ZIhNzg4zqELj4S7t%2BkVEX0GxHY7%2BRFe7S03x3B9h3wrAhuaZ%2FBWUrlku%2B1vJ%2F8uYVkkC2uXOdc%2FU8yyZPCkx5W7J%2BcX3hw8lGsiOHyhhG0g02Arh8UWNMGQwjATPCKw0p152hU4d40Oj9KpjyqfZsjE0BkX9OGJOv%2B7QSF5r6qV7Zn9L8xmazE6j0bMc1TXtHuCY%2FEMflr8tvcQs71WNxh72w3lHlXWYrv%2BhYdC6lISQ%2FwsfxJmzxzYrJ3iCM5N%2BDVwxQPtGPAE%2B5%2BEnphDw1oIUM6W3BPnS72GA65mE05asvnByZXjpMXgFTncaznQ5SWY3qr%2BWruEx2Oj%2FUJrV41Iu6XAdiFPuKwmsXay5Dn1njUQwYxGqupEk930Sh42QR0JyofBtq0HboZMAhv1UJQLrBw6BUx4cHXjLgydWB3xwGBMbucBMjAdBd6uB9%2FDLfM%2BtI7%2Fzb78e16Vc61Fw1yOcKMyfEn%2F06AjHGSJ1BWvbcBtwXbI4PB2p9XrzTL5cTdzV%2FUdPffDuEOgl5RVwr0odkae2hisdq2r%2BDd3ZOizqTXiPIAWITo1BwlUL5nYgVXtTFmqRCkqboFWCzqC8xQvhv%2FGjSAT4UW%2BwwbL7WVva4ipPftRnUkWi2Va9wSdubud9RsHjhosnyrOBYxb2RXHX74PbrYQLNaR9oV8gMs4GYpTDL3GRAJFbZa8483uFTvyUmTDq5%2FyOWOqKcCnYQ8QSaNi1IRJGV4mZeW%2FeGxvVOjSn7PBYTAU3kT0f2UNd4sYC9Nd6VzTj3s0fpYrV8nz%2FbNWc4pAIGquuSHw8CuQnroe6xG6Y7B2O1pScGm90iP%2F4mTd9h1wYpZVkJB69N%2FGWYqAimo%2FVA%2F82N5Nkyv%2BsyasmlR2oGBcSfFinMpL8GeGNApc6%2FSbi9Wi5HlL2yWVDfvOtpToC%2BrpJ4q2XDyUbpNIssINHNO1zLb%2BSmnUW0bKl2U%2BmqklnygxQNTgI9it81OZVhN8kpUbsLjSrwu3VaFg6BCPHjbdjQoEZP0M60e%2FfSm%2FbYaSdSKTZcNBdCE0yL8zyfsQD%2FDZZj5MLe0bxRuGrLQ9uE8XBxCwHFsRG5M67iE09xDCsDkBfw21HyXL8dQeMJH6GAja3KoU33Ri5yfPVTx1IkHnRgKgUqwntoUNwu8QqRa4oPWp0flBOkIl4P4%2FIREfsIJTQnvFLGySlgH25vhSyzeHuA7OgdxpCJiIV6fnugPrqEsebJ41U68PLz5zkXabgzAbXa6YlNOJXPif29DUpbl3ocAD9sF%2BM4hmBlHSp4RNBr%2FlFyDWts2bpXeFVSupuSkMXWt2cjB2FgZ3gy9ev1quDoKXdRV5aG2KjmEUXg5y10LfBXoA1%2BimNZdABki6jKZuRFc0D6Jpm3QPMGN9Ql2Thwxol8iNZAxDtZJEkYr8k%2BZEFfTzaCxN48okZ4bEBgrXjvG3E8wGpEEZe2U62gcr%2FMqabJHOONLRwtgsAtKx9ZVQ4rC5C5XuBXNQvjto2aVIaP0MgpMpcrBxXMJus6byRImXn39yNmyIwzxIRwMCHXksgPkMUyOCalQ37am%2Fj%2FePLViHo2F5Dj%2B7b9qTagUATLA8zSP06D,82,22,4,2,2,#1204677946,Preto,"56,58,60,61",NORISK,NA,FF302,Integral,Duplo,NA,ABS,Adultos,Unissex,NA
13, Capacete Sport Moto 788 Automatico Pro Tork San Marino ,120,144,"
			
				Novo
			
			
				
					 - 
				
				646
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2115,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1162758324-capacete-para-moto-protork-r8-fechado-viseira-camaleo-loi-_JM?searchVariation=39733343518,1403,397,183,62,69,#1162758324,Verde,"56,58,60",Pro Tork,R8,R8,Integral,NA,"espumas de memória para melhor absorção de impacto e conforto, tecidos nylon em pluma anti alérgicos e com alta resistência abrasiva",injetado em polímero abs de alto impacto virgem,Adultos,Unissex,1.27 kg
14, Capacete Moto Norisk Ff302 Screen Com Viseira Solar ,75,NA,"
			
				Novo
			
			
				
					 - 
				
				1903
				vendidos
			
		",(13 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 717
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,44,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1052195678-capacete-sport-moto-788-automatico-pro-tork-san-marino-_JM?searchVariation=24813044366,30,5,6,1,2,#1052195678,Azul,"56,58,60",Pro Tork,CAPACETE,Sport Moto 788,Integral,NA,NA,ABS,NA,NA,1.04 g
15, Capacete Pro Tork Fechado Automatico Sport Moto 788 ,57,NA,"
			
			
				
				660
				vendidos
			
		",(2560 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 648
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,NA,NA,4.4,802,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836775816-capacete-pro-tork-fechado-automatico-sport-moto-788-_JM?searchVariation=15907429717,481,189,90,22,19,#836775816,"Laranja,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,Sport Moto 788,Integral,NA,NA,ABS,NA,NA,NA
16, Capacete Moto Fechado Protork R8 +viseira Fume+ #balaclava ,132,NA,"
			
				Novo
			
			
				
					 - 
				
				1125
				vendidos
			
		",(1282 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1271
		
		 sem juros
		
	

	
		",71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2115,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1077714424-capacete-moto-fechado-protork-r8-viseira-fume-balaclava-_JM?searchVariation=26160059577,1403,397,183,62,69,#1077714424,"Vermelho,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,NA,NA,NA,1200 g
17, Capacete Moto Pro Tork R8 Fechado ,104,NA,"
			
			
				
				4753
				vendidos
			
		",(1617 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 867
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,NA,NA,4.4,2115,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-781215610-capacete-moto-pro-tork-r8-fechado-_JM?searchVariation=17279219016,1403,397,183,62,69,#781215610,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,ABS,NA,NA,NA
18, Capacete Moto P/ Mulher Fechado Rosa Com Viseira Espelhada ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				176
				vendidos
			
		",(1387 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,9,https://perfil.mercadolivre.com.br/ALECARSHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rGhQVzCeIR0aCyx6oOM5gKB8WU6fNBzMdISxO%2FmYbGHnKMqPq72pBADZvC%2Bx8jA24ftltczaNSe8gm%2FDS1gjQoFv6EDpq4bpkZPl%2BFZXsZOPMkXOtJxn0WHkcg6n3zdjSOsxRsBSvxa4BKHmQ5GZPSz79uRAIi9uTVSPiD9wcdlir9vwAJnXkGIKrzwPHBg0rrBjr7vvrSH2jnu5Yw2oWK5sTwdQdDg%2Ff96KBlmVEp%2B7YavldM2QgQJBwQSi%2FJzIQjI85e8CL7Vzy9EkAiLyMOtuqxU%2BNZzt8LPliFSjh5NH9HgTLma%2FLi%2FVczLP0H44LL7tWdePfq%2FuklvxDLO004fAiJKOkYbcn8gpU62JbOGZguYuWHP%2B5xvP2Zg8KXlwe34x9Lfpk219pWUM%2FTGraVzxXR4lKlIm4a2FDbdeJc%2BwGc9j53eDu5f3r2TksKQY3wOhawgVJ9yNVQt3OuVeYC95EOeh7AkY%2B1Mi1673CGoqVipLG8R1BAg12Bv4xFAtZFgwpscEDK4a21m2s%2FS8Z5dSdI5bxinLH299MrwmHs7dffMutf2ioX0gl9eKdm9c7fs0s3TGKu62%2BY88SH4yqTZV0cthuA3ykZvCGSMWQIOwCEiOzByZhu1UcUZccE7bxBiXvFgrZGz8Y8X6%2F0gL%2BQXzUTQVzPRE7LCZ9KYtodiO3IveWrfsMmOaIAoe2BHxa0czGv4Yfr0rkW5P7UFtJ8MhYDIo4OI84qdXkCCQ%2FDHUwOlkdd90M%2BFueSHyuwg3wIGvtUTKtzsh%2BXEwiy1j66QjujnOJhn6vva9M512DmoCarXmEjzNc7WfFo8Ici%2FacnHFvFdxBu5i5r4TZ2fIqbkeVoL6XKx3E01VM5oT%2FDUDYujZOWNbx6TEN5qido8omHR1cFCiQxrL4LfhkONMVEHx9hrySRHxLCjDb5HWKtAMSUkyQFxast%2BKvQhYrQh%2BnLXF9ZJhK%2B4qkZD4wN9WsuuegkkNlpN7WCIDH1mPpiK9FaayaZmjwo9twZ1ZdUEnq16ny7yuoTBnZYSt8YLoD16dMYxCrSG4KCt44ivnSO9Zni1FY233fAb6z%2Fxf14CM6e4pLg0w24f8lpa20ytBko%2Bi28REmSU%2FMOpFyNQTKbJ9uDPVpLlbRMquULkYunusnlpCz0Q4XzJ8Z8tTrpEd3w5q3HbTC6mwyTL6hHpAhDiwtGExlRV7YH0QPPHcbc0RuG272%2FjwAf8ylbXwXscA5h96WowmkrJLltO86pTSGtU4eQ8nqSvqDSXDLrawcZFq74b1uthL4uxgVXVthlKXVyrAst49hOYHJUmI0u%2BxHhW%2FU5UMlKyEKpnw9AAz%2FMlmwe7t3i2MynTtHGx9YaekqmpDoras92SIafQk8Mh3VvGQxmdFE7DpN631uzwfkiraBH%2BbYUuGoNVlbFFRCeRwt6mYDgG7No7Udqp%2FosR33FjP8wAgM726vV%2BxTFu9YeAOjvB1wfI25OKuqgFjo0lFSXvVbQSXPnrilVdKgETb2DqIyBqh1jPY1Y689fkTTRm71ULVhxS1HwUmRw%2FIlRs2bakNUtI3n90A3B40GWHQtLmeXCQXf25CFYcD0e7%2FaToeoiTG9kT7EShAPjrJuJSuPOv6lheWL2LUVSxMn3gntwR%2FVokQK%2BPKWKgLu7fiIfAa3V13IvNeVAI59JfPfjUP9Nhv%2BO6D3RwkT5OvLkxJ%2BCye2Ts8hASkJzkFCs%2B92brJaE0EjDiGAyAqE%2Fn%2B2upKs%2Bp7RTFm47%2FH98RdpgyANJdTUBJSTEUuSyvp85tWg4oAwPlamkrMIvQZ42jJBPiFPRnLaz3MCbuh2EmfJsD2MWE0ReMD3Qy5rN0Zw0%2BtH5Oa7tGhB6eZb6siyDFfid7VAhfPPK4eASgzd%2FP9M1GP,4,3,2,0,0,#691728613,"Azul,Azul,Brasil,Cinza-claro,Eagle,Femme,Las vegas,Rosa,Vermelho","56,58,60",Pro Tork,Street,Evolution G6,Integral,NA,NA,ABS,NA,NA,NA
19, Capacete Moto Aberto Pro Tork New Liberty 3 Three ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				677
				vendidos
			
		",(174 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1082
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2115,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1119741753-capacete-moto-p-mulher-fechado-rosa-com-viseira-espelhada-_JM,1403,397,183,62,69,#1119741753,Viseira Cromada,"56,58,60",Pro Tork,R8,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA
20, Capacete Moto Pro Tork Evolution G6 Novo + Viseira Iridium ,55,NA,"
			
				Novo
			
			
				
					 - 
				
				589
				vendidos
			
		",(83 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1580,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1190902717-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=37973983683,1169,277,100,15,19,#1190902717,Preto,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto com Viseira,NA,NA,NA,NA,NA,NA
21, Capacete Street Sport Moto For Girls Pro Tork Feminino ,75,NA,"
			
				Novo
			
			
				
					 - 
				
				892
				vendidos
			
		",(30 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 717
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1554,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1051226842-capacete-street-sport-moto-for-girls-pro-tork-feminino-_JM?searchVariation=24768784773,963,336,149,56,49,#1051226842,Preto,"56,58,60",Pro Tork,CAPACETE,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA
22, Capacete Moto Pro Tork Evolution G4 Las Vegas + Viseira Extr ,154,NA,"
			
				Novo
			
			
				
					 - 
				
				730
				vendidos
			
		",(2411 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1292
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,323,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-984292838-capacete-moto-pro-tork-evolution-g4-las-vegas-viseira-extr-_JM?searchVariation=21128485402,251,49,14,2,6,#984292838,Branco,"56,58,60",Pro Tork,Masculino,Evolution las Vegas,Integral,NA,NA,ABS,NA,NA,NA
