search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Género,Línea,Usos recomendados,Modelo alfanumérico,Peso
1978,Casco Abierto Moto Niños H5 Kids Color Negro Rojo Azul,6990,NA,8,7,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/CYCLES+MOTO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=C2WAK4COdR67w60MqFOuVIPVWiIR1BQwuETM%2B3lpgPhazUOegKdUtN2JM6hb9QGXXVIPZ3IPgYb2J6ngijlWJVxuTZfATV53v%2FPi7EL0m6rT6mJBdG2eIQf97c%2BONzRJd91fbN4Wg9ENbg%2FF9l%2BOZ%2BhWuEmyhXZH%2BxmN82kgM7hCy1eT1XH7gKjWwGYDVDjZvyOgTBwBtkGDqCC4lqhkZyd4dUSjCEYRXnKazwhDIQklnnBzX1tambg5mBqwNMBPu3FRVPCEbD9shPVZVSM71S38kga%2F2k9z6%2Bf9JarzQeO109i%2FEI42n17997PEBHJJavpeZSDGSu7aCTcI5dbdSaxc8ZDvuuDf7I3cEbEnhqZ5Me4Wh1UG27Ve9rBWgSCVk5qI31GT75UWvZEZjL7kfers5kexAeeKN64WxokIcBeyU3toKJW6OrVZJCvJwkuorDOWLwLv5fJkfbhmlV3GL5s6JMm34Yn4J4K6UwkBVsuhRjg63QYbak38NcYRlXOcRu1I2%2B5bKbAlYARxdu3MgzYgsMhur5ii7WLr7jIS4E9TEPM4fX5mIbrmTmf%2FtibZMegcNsAjPfojNRGr9icLDz8BQ%2BsqsqxlZFAoWQYClqcDwBPO6scN%2F0XgMYporj%2BXzKR9jqbimNRF9a%2B2eVPwNzSBrO3bK4K84IMvE3XhmWWg0adH%2BwWqTFeEwB0IlnsqwocFd9MYUJvrnkSV9KKdK4HPF23mJ80uv08YF4wduS0cerEGx7leGwZRd0n5EFZQEREYb%2BsZDLKlSMQuLLRUC4QLgt6rvn98%2FtToJc53GGvHr9y8QuYwaN0cyb8ROBttH17gx3csiG7KycqW2gimgVodPWP9PoWOTn6ASBvpkeaVUZoe7EsTXKEG7FF0z6PoAATlZFAcktIvvDgX3QbDV4oxfkBgEOwfPtZ7viui%2Bvh4YYs2DSjD8Fytq5mkb23S98eUBJVpFzrnMZ6y3zzo0vouKEEIU3pmzJkQAnH7LlMHw0q%2BudcGLYo8q490ug2%2BkJ1vRSDsBQu0HxWA2YyJBMmbWTwUyr4B21cwOI4V11N87ty2ECgNuTpRuoKqqkV4xqEqdN66mRBc3JV9%2F0WOjqeOnlF3mkeZHK8rHOyHgvIBN8%2Bkdvx8wJyjoKiMX%2F5uYwEQQUuyvv%2FRrH4Epbd6yhRE%2BUOsY1nUj7W6JNRGLDSc47Fx8zLTmj1h5qQ3htaeI0Ru3CHhnrucHjYCsSmaJtoQSDQhNNfTtCn0ZgcJT9iyw8xJWHcn7MGkOEn93jEWuPgq4YEYW9htZ8l816eQ8SG9l83FVsuDNNAyL0K4wbADCIGl6%2FKVgSt2HfaLidcgO0Sf%2FxTr%2FNhe6lRiZgcbFPfk%2FIgwdUydE29sF4BgW5wyLHXnpibFk%2F%2FdtzKZQK12gDpa1KYkyv3ZCi8tnaRY6UEYFxXGDPyvN0z4aRdNnRYC%2BwGhZOFXmvCY2y9rN6UEW7uArAFWqPow2k9AB8409psaFD9O4Zegy59og3FHxjqTbJHANN7gekW9%2F7YLgKaDqzScXD3UnB8JH0WX70ecNiS2P0xO5ux%2FKa77%2BZ53joeUtIQvJG00%2BMlklWaLW9bo4TEJoMGT9EApzyip%2F%2BDPETtl3kG39a8BPu4CXPyG6I5ryIn3rWjbSbC4msLr6%2B%2Fd%2BchGRjy9rR7a6gelQ05hRvm0gdBRme44olh%2FaJCgzTg1AY4s%2FixBEAstt2DFGyAfmyJnF7%2B4K0J%2FmTxavWyeA%2BLCdmPqCsjYWnSl%2F5X7rTYys%2FtZgPPZlWIZytKNA8GA9gD0lWuGtU6mKcmfAzULhgvQ1jqooXk9PG0E1mWY7S8N4pCD52nrBEpeRe6VAeKAytgtm0qpTgAjSXeCdTAAovlgprdM0UlmBE4oN2rK%2FvyWPha8Yc19L19jgKZXDT4%3D,1,0,0,0,0,#772807561,NA,"S,M,L,XL,XXL",LS2,Evo,Integral,Doble,Poliestireno,HPTT,Adultos,Unisex,NA,NA,NA,NA
1979,Casco Hawk Rs5 Vector Rebatible Doble Visor Brillo Top Racin,3458,NA,2,78,18 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1004,https://perfil.mercadolibre.com.ar/TOP-RACINGA12,https://articulo.mercadolibre.com.ar/MLA-800946438-casco-hawk-rs5-vector-rebatible-doble-visor-brillo-top-racin-_JM?searchVariation=40511836857,612,271,78,27,15,#800946438,Negro,"S,M,L,XL",Hawk,RS5 Vector,Rebatible,Doble,Almohadillas,ABS,Adultos,Unisex,NA,NA,NA,NA
1980,Casco Moto Hawk 721 Abierto Vintage Bobber Cafe Retro,2895,NA,2,7,18 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,225,https://perfil.mercadolibre.com.ar/ZAUTOMOTORESSRL,https://articulo.mercadolibre.com.ar/MLA-801706312-casco-moto-hawk-721-abierto-vintage-bobber-cafe-retro-_JM?searchVariation=40630694181,156,60,7,1,0,#801706312,S,721,Hawk,721,Abierto,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,Casco Hawk Rs5 Doble Visor 2019 Rebatible Jm Motos,3589,NA,7,3,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1004,https://perfil.mercadolibre.com.ar/JM+MOTOSTESEI,https://articulo.mercadolibre.com.ar/MLA-661108837-casco-hawk-rs5-doble-visor-2019-rebatible-jm-motos-_JM?searchVariation=26250055786,612,271,78,27,15,#661108837,Preto Brilhante,"56,62",Hawk,RS5 Vector,Rebatible,NA,NA,ABS,NA,NA,Rebatible Doble Visor,NA,NA,NA
1982,Casco Moto Agv Sv Black Visor Interno Motoscba,8835,NA,30,4,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/MOTOSCBA,https://articulo.mercadolibre.com.ar/MLA-608414892-casco-moto-agv-sv-black-visor-interno-motoscba-_JM?searchVariation=19431262874,2,0,0,0,0,#608414892,Negro,"S,XL",AGV,K3 SV SOLID BLACK MATT,Integral,Doble,POLAMIDA ANTIALERGICA,Termoplástico,Adultos,Unisex,SPORT,Urbana,NA,NA
1983,Casco Moto Fox V1 Race Cross Enduro Atv Original Cuotas ®,9449,NA,4,8,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RIDER-PRO,https://articulo.mercadolibre.com.ar/MLA-740281062-casco-moto-fox-v1-race-cross-enduro-atv-original-cuotas--_JM?searchVariation=29981113204,NA,NA,NA,NA,NA,#740281062,Naranja - negro,"small 55-56cm,medium 57-58cm,large 59-60cm,xlarge 61-62cm,xxlarge 63-64cm",Fox,V1,Cross,NA,NA,Policarbonato,NA,NA,V1 Race,NA,NA,1.45 g
1984,"Casco Shiro Sh821 Con Nuevas Graficas Furacao,motegui, Kevin",3450,NA,9,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MOTOVEGA,https://articulo.mercadolibre.com.ar/MLA-738336318-casco-shiro-sh821-con-nuevas-graficas-furacaomotegui-kevin-_JM,NA,NA,NA,NA,NA,#738336318,DIVERSOS,"M,L,XL",Shiro,SH-821,Integral,NA,NA,NA,NA,NA,Integral,NA,NA,50 g
1985,Casco Integral Mt Stinger Gris/rojo En Brm!!,3524,NA,2,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BRM-ONLINE,https://articulo.mercadolibre.com.ar/MLA-765224789-casco-integral-mt-stinger-grisrojo-en-brm-_JM?searchVariation=37093308302,NA,NA,NA,NA,NA,#765224789,Gris/Rojo,XL,MT,Stinger,Integral,NA,NA,NA,NA,NA,Integral,NA,NA,NA
1986,Casco Niño Kids H5 Halcon Negro Rojo Azul En Moto 46,870,NA,54,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,46,https://perfil.mercadolibre.com.ar/TINCHOFERRARI10,https://articulo.mercadolibre.com.ar/MLA-695071513-casco-nino-kids-h5-halcon-negro-rojo-azul-en-moto-46-_JM?searchVariation=21465033192,36,7,3,0,0,#695071513,Negro/Rojo/Azul,XS 54 CM,Halcon,H5,Integral,NA,NA,NA,NA,NA,kids,NA,NA,200 g
1987,Casco Rebatible Doble Visor Caberg Duke Legend Blanco Negro,9395,NA,10,6,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,3,https://perfil.mercadolibre.com.ar/URQUIZA+MOTOS,https://articulo.mercadolibre.com.ar/MLA-635436769-casco-rebatible-doble-visor-caberg-duke-legend-blanco-negro-_JM?searchVariation=23818846285,1,1,1,0,0,#635436769,Negro,"XS,S,XL",Caberg,Legend,Rebatible,NA,Coolmax desmontable,Termoplástico inyectado,NA,NA,Duke,Carrera,NA,NA
1988,Casco Agv K1 Soleluna 2015 New Line Visor Simple - Fas Motos,13321,18649,33,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,16,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-636010320-casco-agv-k1-soleluna-2015-new-line-visor-simple-fas-motos-_JM?searchVariation=25063688796,11,5,0,0,0,#636010320,Amarillo,NA,AGV,K1 Soleluna 2015,Integral,Simple,NA,NA,Adultos,Masculino,Integral,Race,NA,1.49 g
1989,Casco Moto Rebatible Ls2 325 Strobe Negro Cuotas Devotobikes,10362,NA,1,49993,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-722547862-casco-moto-rebatible-ls2-325-strobe-negro-cuotas-devotobikes-_JM?searchVariation=23410477229,NA,NA,NA,NA,NA,#722547862,Negro,"XXL 64CM,S 56CM,L 60CM,M - 58 cm,XL 62CM",LS2,Ff325 STROBE,Rebatible,NA,NA,Resina HPPT,NA,NA,325,NA,NA,1550 g
1990,Casco Integral Mt Thunder Sv Isle Of Man Doble Visor Fas Ful,4899,5389,3,9,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-801891898-casco-integral-mt-thunder-sv-isle-of-man-doble-visor-fas-ful-_JM?searchVariation=40657852092,NA,NA,NA,NA,NA,#801891898,NA,"S,M,L,XL,XXL",MT,Thunder Sv Isle Of Man,Integral,Doble,Poliestireno,ABS,Adultos,Unisex,NA,NA,NA,NA
1991,Casco Abierto Moto Ls2 Oficial 583 Bobber Fibra De Vidrio,8790,NA,13,12,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,2,https://perfil.mercadolibre.com.ar/LS2-OFICIAL?brandId=157,https://articulo.mercadolibre.com.ar/MLA-648778587-casco-abierto-moto-ls2-oficial-583-bobber-fibra-de-vidrio-_JM?searchVariation=25594434022,0,2,0,0,0,#648778587,Negro,"XS,S,M,L,XL,XXL",LS2,OF583 Bobber Solid,Abierto,NA,Poliestireno,HPFC,Adultos,Masculino,Abierto,NA,NA,NA
1992,Casco Agv K3 Sv Valentino Rossi Liquidacion 2xl,9900,NA,5,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MOTOSDELOESTESRL,https://articulo.mercadolibre.com.ar/MLA-692350215-casco-agv-k3-sv-valentino-rossi-liquidacion-2xl-_JM,NA,NA,NA,NA,NA,#692350215,NA,XXL 63/64,AGV,Elements,Integral,NA,Termoplástico inyectado,HIR-TH,NA,NA,K-3,Carrera,K3-SV,NA
1993,Casco Abierto Hawk 721 Ruta 40 Retro Vintage Bobber Choper,2490,NA,9,227,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,225,https://perfil.mercadolibre.com.ar/AGROBIKES-BEIRO,https://articulo.mercadolibre.com.ar/MLA-716793150-casco-abierto-hawk-721-ruta-40-retro-vintage-bobber-choper-_JM?searchVariation=22667729797,156,60,7,1,0,#716793150,Vainilla,"S,M,L,XL",Hawk,721,Abierto,NA,NA,NA,NA,NA,abierto,NA,NA,NA
1994,Casco Moto Ls2 Abierto 562 Airflow Metropolis Devotobikes,4690,5390,6,59989,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-766557739-casco-moto-ls2-abierto-562-airflow-metropolis-devotobikes-_JM?searchVariation=32857966178,2,0,0,0,0,#766557739,Negro,"XS,S,M,L,XL,XXL",LS2,Airflow Metropolis,Abierto,NA,NA,NA,NA,NA,562,NA,NA,NA
1995,Casco Zeus Gj 806 M Modelo Nuevo C Lentes Alvaro Rodados,4690,NA,3,1,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ALVARO_RODADOS,https://articulo.mercadolibre.com.ar/MLA-658569138-casco-zeus-gj-806-m-modelo-nuevo-c-lentes-alvaro-rodados-_JM?searchVariation=40243963849,NA,NA,NA,NA,NA,#658569138,Negro mate,NA,Zeus,zeus gj811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Casco Integral Ls2 Ff323 Arrow R Comet W-blue-red Sti Motos,8990,13485,2,2,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-686128966-casco-integral-ls2-ff323-arrow-r-comet-w-blue-red-sti-motos-_JM?searchVariation=24452585178,1,0,0,0,0,#686128966,Rojo - Azul/Blanco/Rojo/Azul,"L,XL",LS2,323 Arrow R Comet,Integral,NA,NA,Fibra de vidrio,NA,NA,Integral,NA,323 Arrow R Comet,50 g
1997,Casco Integral Airoh Movement S Negro - Sti Motos,8999,13499,1,18,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-729692107-casco-integral-airoh-movement-s-negro-sti-motos-_JM?searchVariation=27943396784,NA,NA,NA,NA,NA,#729692107,Negro mate,"XS,S,M,L,XL",Airoh,Flat Black,Integral,Doble,Dry Confor,HRT,Adultos,Unisex,Movement S,NA,NA,1420 g
1998,Jm Casco Moto Ls2 Ff 352 Rookie Sprint Blanco Negro Gris,3890,NA,2,8,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/JM-MOTORS,https://articulo.mercadolibre.com.ar/MLA-779891373-jm-casco-moto-ls2-ff-352-rookie-sprint-blanco-negro-gris-_JM?searchVariation=34978855505,NA,NA,NA,NA,NA,#779891373,Blanco/Negro/Gris,CONSULTAR,LS2,FF 352,Integral,NA,NA,NA,NA,NA,NA,NA,NA,1300 g
1999,Casco Moto Rebatible Doble Visor Xr650 Punto Extremo Cuotas,3990,NA,3,30,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,133,https://perfil.mercadolibre.com.ar/PUNTOEXTREMO4?brandId=1704,https://articulo.mercadolibre.com.ar/MLA-774309188-casco-moto-rebatible-doble-visor-xr650-punto-extremo-cuotas-_JM?searchVariation=33770921643,91,36,5,0,1,#774309188,Rojo,"L,M,S,XL,XS",Punto Extremo,XR650,Rebatible,Doble,Poliestireno,Policarbonato,Adultos,Unisex,NA,NA,NA,50 g
2000,Casco Moto Abierto Ls2 562 Airflow Metropolis Negro Amarillo,4690,NA,3,4,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LS2-OFICIAL?brandId=157,https://articulo.mercadolibre.com.ar/MLA-766910541-casco-moto-abierto-ls2-562-airflow-metropolis-negro-amarillo-_JM?searchVariation=32046804820,NA,NA,NA,NA,NA,#766910541,Negro/Amarillo,"XS,S",LS2,562 Airflow Metropolis,Abierto,Simple,Poliestireno,HPTT,Adultos,Unisex,Abierto,NA,NA,NA
2001,Casco Moto Integral Hawk H57,1104,NA,3,22,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,290,https://perfil.mercadolibre.com.ar/MOTOXSERRALANUS,https://articulo.mercadolibre.com.ar/MLA-781799573-casco-moto-integral-hawk-h57-_JM?searchVariation=35437313341,179,66,32,11,2,#781799573,Negro,"L (59-60cm),XL (61-62cm),M (57-58cm),S(55-56cm)",Halcon,H57,Integral,Simple,Poliestireno,Polipropileno,Adultos,Unisex,NA,NA,NA,NA
2002,Casco Acerbis Cross Doble Visor Excelente Calidad Moto Delta,8686,NA,25,17,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,3,https://perfil.mercadolibre.com.ar/MOTO+DELTA,https://articulo.mercadolibre.com.ar/MLA-682824058-casco-acerbis-cross-doble-visor-excelente-calidad-moto-delta-_JM?searchVariation=27705918710,2,1,0,0,0,#682824058,. - .,.,Acerbis,FLIP FS,Cross,NA,NA,Policarbonato,NA,NA,FLIP FS-606,NA,NA,1560 g
2003,Casco Moto Hawk Rs1 Nuevo Modelo Negro Naranja Ktm,2698,NA,2,6,18 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,309,https://perfil.mercadolibre.com.ar/ZAUTOMOTORESSRL,https://articulo.mercadolibre.com.ar/MLA-801705202-casco-moto-hawk-rs1-nuevo-modelo-negro-naranja-ktm-_JM?searchVariation=40630636456,208,64,32,4,1,#801705202,VERDE CAMUFLADO,"XL,Hawk",Hawk,Hawk,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Casco Abierto Custom Chopper (bobber) - Rvm,1050,NA,4,3,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RVM.MOTOS,https://articulo.mercadolibre.com.ar/MLA-776032225-casco-abierto-custom-chopper-bobber-rvm-_JM?searchVariation=34067499456,NA,NA,NA,NA,NA,#776032225,Negro,L,ruta 40,Bobber,Abierto,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Casco Agv K3 Dreamtime Original - Sti Motos,10816,16224,88,2,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,131,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-636085515-casco-agv-k3-dreamtime-original-sti-motos-_JM?searchVariation=25262225979,106,20,4,0,1,#636085515,Varios - Varios,"L,XL",AGV,K3 Dreamtime,Integral,NA,Termoplástico inyectado,ABS,NA,NA,Integral,Carrera,K3 Dreamtime,NA
2006,Casco Moto Hawk Rs1 Nuevo Modelo Verde Camuflado Y Mas,2686,NA,2,2,18 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,309,https://perfil.mercadolibre.com.ar/ZAUTOMOTORESSRL,https://articulo.mercadolibre.com.ar/MLA-801705922-casco-moto-hawk-rs1-nuevo-modelo-verde-camuflado-y-mas-_JM?searchVariation=40630616333,208,64,32,4,1,#801705922,SOPHIE BLANCO,"L,Hawk",Hawk,Hawk,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Casco Fox V1 2018 Motocross Camuflado Enduro Atv Rider Pro,7998,NA,53,14,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,5,https://perfil.mercadolibre.com.ar/RIDER-PRO,https://articulo.mercadolibre.com.ar/MLA-606781417-casco-fox-v1-2018-motocross-camuflado-enduro-atv-rider-pro-_JM,4,0,1,0,0,#606781417,Blanco/Verde/Negro - Blanco/Verde/Negro,CONSULTAR,Fox,V1,Cross,NA,NA,Policarbonato,NA,NA,Fox,NA,NA,NA
2008,Casco Cross Ls2 Mx436 Trigger Pioneer Doble Visor Cuotas,11148,NA,2,94,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/MOTO+DELTA,https://articulo.mercadolibre.com.ar/MLA-752480095-casco-cross-ls2-mx436-trigger-pioneer-doble-visor-cuotas-_JM,1,0,0,0,0,#752480095,. - .,.,LS2,MX 436,Cross,NA,NA,kpa,NA,NA,MX436,NA,NA,NA
2009,Casco Integral Hawk Rs11 Revo Blanco Mate Motos Miguel,2885,NA,4,5,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,442,https://perfil.mercadolibre.com.ar/MM+REPUESTOS,https://articulo.mercadolibre.com.ar/MLA-637823131-casco-integral-hawk-rs11-revo-blanco-mate-motos-miguel-_JM?searchVariation=39463026642,284,116,34,3,5,#637823131,Negro,NA,Hawk,RS11,Integral,Doble,NA,Policarbonato,Adultos,Unisex,Integral,Urbano,NA,NA
2010,Casco Moto Mx Ls2 470 Subverter Nimble Blanco Azul Amarillo,10990,NA,1,3,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-780860626-casco-moto-mx-ls2-470-subverter-nimble-blanco-azul-amarillo-_JM?searchVariation=35221673513,NA,NA,NA,NA,NA,#780860626,"S,L,XXL",NA,LS2,MX470 Subverter Nimble,Cross,NA,NA,NA,NA,NA,470,NA,NA,NA
2011,Casco Integral Ls2 Ff352 Rookie Touring Yellow Fas Motos,4490,6286,8,1,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-695104431-casco-integral-ls2-ff352-rookie-touring-yellow-fas-motos-_JM?searchVariation=19700232737,NA,NA,NA,NA,NA,#695104431,Amarillo,XXL,LS2,352 Rookie Touring,Integral,NA,Resina termoplástica,Policarbonato,NA,NA,Integral,Road,FF352,1450 g
2012,Casco Agv K-3 Solid Black Talle L + Pinlock Cordasco,13185,NA,2,1,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CORDASCO+CYCLE,https://articulo.mercadolibre.com.ar/MLA-772176618-casco-agv-k-3-solid-black-talle-l-pinlock-cordasco-_JM?searchVariation=33283205888,NA,NA,NA,NA,NA,#772176618,Negro,L,AGV,AGV K-3 SV SOLID BLACK,Integral,Doble,Poliestireno,Policarbonato,Adultos,Unisex,K-3,Urbano,2010115,NA
2013,Casco Moto Integral Ls2 352 Fire Negro Blanco Gris,3890,NA,2,8,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MOTOXSERRALANUS,https://articulo.mercadolibre.com.ar/MLA-792676277-casco-moto-integral-ls2-352-fire-negro-blanco-gris-_JM?searchVariation=38842791508,NA,NA,NA,NA,NA,#792676277,Negro/Blanco,"S (55-56cm),M (57-58cm),L (59-60cm),XL (61-62cm),XXL (63-64cm)",LS2,352 Fire,Integral,Simple,Poliestireno,ABS,Adultos,Unisex,NA,NA,NA,NA
2014,Casco Motocross Fox V1 Fiendse Enduro Atv Original Rider ®,9449,NA,1,4,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RIDER-PRO,https://articulo.mercadolibre.com.ar/MLA-730298730-casco-motocross-fox-v1-fiendse-enduro-atv-original-rider--_JM?searchVariation=30009702978,NA,NA,NA,NA,NA,#730298730,Azul - Rojo / Blanco,2XLARGE 63-64cm,Fox,V1 Fiend,Cross,NA,NA,Policarbonato,NA,NA,CROSS,NA,NA,1.45 g
2015,Kit Reparacion Visor Casco Halcon H5 Jm Motos,179,NA,7,NA,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,252,https://perfil.mercadolibre.com.ar/JM+MOTOSTESEI,https://articulo.mercadolibre.com.ar/MLA-635368686-kit-reparacion-visor-casco-halcon-h5-jm-motos-_JM,162,57,29,3,1,#635368686,NA,NA,Halcon,H5,Rebatible,NA,Resina termoplástica,Policarbonato,NA,NA,Visor,Carrera,NA,NA
2016,Casco Moto Rebatible Nolan Doble Visor N90-2 Special N-com,15120,NA,17,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,7,NA,https://articulo.mercadolibre.com.ar/MLA-755366190-casco-moto-rebatible-nolan-doble-visor-n90-2-special-n-com-_JM?searchVariation=34335803703,7,0,0,0,0,#755366190,Negro mate - Grafito,"XS,L",Nolan,N90-2,Rebatible,NA,NA,NA,NA,NA,N90-2,NA,NA,1080 g
2017,Casco Abierto Vertigo Vintage History + Mascara +guantes Cuo,2781,3198,2,886,18 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,30,https://perfil.mercadolibre.com.ar/STIAHORA12,https://articulo.mercadolibre.com.ar/MLA-801883586-casco-abierto-vertigo-vintage-history-mascara-guantes-cuo-_JM?searchVariation=40656508426,22,5,3,0,0,#801883586,Negro mate,"XS,S,M,L",Vértigo,Vintage History 2,Abierto,Simple,Set Poliester,Termoplástico,Adultos,Unisex,NA,NA,NA,NA
2018,Casco Vintage Abierto Cafe Racer St Win Custom Para Moto,1199,NA,8,10,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/999+MOTOS,https://articulo.mercadolibre.com.ar/MLA-785136090-casco-vintage-abierto-cafe-racer-st-win-custom-para-moto-_JM,1,0,0,0,0,#785136090,.,"1,ROJO Talle S,NEGRO Talle S,NEGRO Talle M,NEGRO Talle L,ROJO Talle M,ROJO Talle XL,VERDE Talle XL",St win,Abierto,Abierto,Simple,NA,alta densidad,Adultos,Unisex,NA,NA,NA,NA
