search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de filtros del parlante,Conectores de entrada,Peso,Potencia de salida (RMS),Color
462, Mini Parlante Bluetooth Portable Usb Aux Fm Micro Sd Luz Led ,29.9,NA,2,NA,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AS+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-503171324-parlante-bluetooth-stereo-fm-usb-tf-_JM,NA,NA,NA,NA,NA,#503171324,NA,NA,NA,NA,NA,NA,NA,NA
463, Speaker Parlante Bluetooth Con Radio Fm Sd Modelo Y3 ,34.9,NA,2,4,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SHINA+GROUP,https://articulo.mercadolibre.com.co/MCO-483398338-parlante-speaker-bluetooth-radio-fm-diseno-exclusivo-_JM,NA,NA,NA,NA,NA,#483398338,NA,NA,NA,NA,NA,NA,NA,NA
464, Teatro En Casa Bleytec 2.1 Bluetooth / Fm / Usb / Sd ,112.9,NA,9,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,108,https://perfil.mercadolibre.com.co/TECNOOPTIMA.COM,https://articulo.mercadolibre.com.co/MCO-488066777-parlante-portatil-jbl-go-2-go2-bluetooth-a-prueba-agua-naval-_JM,101,5,0,2,0,#488066777,JBL,NA,GO 2,Activo,Auxiliar,184 g,3 W,NA
465, Parlante Portable Bluetooth Fshang E2 Mini Dorado ,18.5,NA,6,3,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ADISCOLIMPORTADORES,https://articulo.mercadolibre.com.co/MCO-497330306-mini-parlante-bluetooth-portable-usb-aux-fm-micro-sd-luz-led-_JM,NA,NA,NA,NA,NA,#497330306,NA,NA,NA,NA,NA,NA,NA,Negro
466, Cabina Sonivox Ss88 Parlante Reproductor Bluetooth ,22.9,NA,8,8,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SMARTKET.CO,https://articulo.mercadolibre.com.co/MCO-498308938-speaker-parlante-bluetooth-con-radio-fm-sd-modelo-y3-_JM,NA,NA,NA,NA,NA,#498308938,NA,NA,NA,NA,NA,NA,NA,NA
467, Estuche Para Parlante Jbl Xtreme ,199.99,NA,18,25,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COLMETECNO,https://articulo.mercadolibre.com.co/MCO-493142758-teatro-en-casa-bleytec-21-bluetooth-fm-usb-sd-_JM,NA,NA,NA,NA,NA,#493142758,NA,NA,NA,NA,NA,NA,NA,NA
468, Amplificador De Voz Con Microfono 18 W Altavoz Portatil Mega ,34.9,NA,4,21,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SMARTFONE+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-493226530-parlante-portable-bluetooth-fshang-e2-mini-dorado-_JM,NA,NA,NA,NA,NA,#493226530,NA,NA,NA,NA,NA,NA,NA,NA
469, Combo Parlantes Pc Logitech Z906 Sonido Adaptador Bluetooth ,169.9,NA,1,14,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VSHOP-INTERNATIONAL,https://articulo.mercadolibre.com.co/MCO-496281523-cabina-sonivox-ss88-parlante-reproductor-bluetooth-_JM,NA,NA,NA,NA,NA,#496281523,NA,NA,NA,NA,NA,1.2 kg,NA,NA
470, Parlante Bluetooth Manos Libres Celular Resistente Al Agua ,89.9,NA,6,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.4,8,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-479350499-estuche-para-parlante-jbl-xtreme-_JM,2,3,0,2,1,#479350499,JBL,NA,Xtreme,Pasivo,NA,NA,40 W,NA
471, Parlante Para Perifoneo Recargable Fm/sd/usb ,462.99,NA,1,12,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FELIPE+TOBON,https://articulo.mercadolibre.com.co/MCO-501354740-amplificador-de-voz-con-microfono-18-w-altavoz-portatil-mega-_JM,NA,NA,NA,NA,NA,#501354740,EnHong Technology,NA,M800GN-W,NA,NA,NA,18 W,NA
472, Parlante Portátil Sony Extra Bass Con Bluetooth -srs-xb31 ,1059.9,1430.999,0,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DECME+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-467858575-combo-parlantes-pc-logitech-z906-sonido-adaptador-bluetooth-_JM,NA,NA,NA,NA,NA,#467858575,Logitech,NA,NA,NA,RCA,NA,NA,NA
473, Parlante Altavoz Soporte Celular V8 Aux Sd Bluetooth Potente ,12.99,NA,25,2,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMPORTACIONES+SHOFI,https://articulo.mercadolibre.com.co/MCO-525416070-parlante-bluetooth-manos-libres-celular-resistente-al-agua-_JM,NA,NA,NA,NA,NA,#525416070,NA,NA,NA,NA,NA,NA,NA,NA
474, Parlante Bluetooth Micro Sd Usb ,34.9,NA,1,998,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IDALIOSORIOGUERRERO,https://articulo.mercadolibre.com.co/MCO-505725013-parlante-para-perifoneo-recargable-fmsdusb-_JM,NA,NA,NA,NA,NA,#505725013,nanotec,NA,NA,NA,USB,NA,NA,NA
475, Parlante Portable Jbl Go2 Bluetooth Negro ,129,NA,72,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,108,https://perfil.mercadolibre.com.co/HARMAN+COLOMBIA?brandId=81,https://articulo.mercadolibre.com.co/MCO-452117146-parlante-portable-jbl-go2-bluetooth-negro-_JM,101,5,0,2,0,#452117146,JBL,NA,GO2 BLK,Activo,NA,184 g,3.1 W,NA
476, Mini Parlante Bluetooth Fm Sd Usb Aux. ,25,NA,5,3,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LICHOCARO,https://articulo.mercadolibre.com.co/MCO-500500746-mini-parlante-bluetooth-fm-sd-usb-aux-_JM,NA,NA,NA,NA,NA,#500500746,NA,NA,NA,NA,NA,NA,NA,NA
477, Mini Parlante Bluetooth Con Iluminación Led ,13,NA,59,8,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4,1,https://perfil.mercadolibre.com.co/WWW.ALSOLNEGSAS.COM,https://articulo.mercadolibre.com.co/MCO-481047014-mini-parlante-bluetooth-con-iluminacion-led-_JM,0,1,0,0,0,#481047014,NA,NA,NA,NA,NA,230 g,NA,NA
478, Micrófono Karaoke Inalambrico - Bluetooth Parlante Portatil ,59.9,NA,38,6,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/DLOKY_MEDELLIN,https://articulo.mercadolibre.com.co/MCO-488869227-microfono-karaoke-inalambrico-bluetooth-parlante-portatil-_JM,1,0,0,0,0,#488869227,NA,NA,NA,NA,NA,NA,NA,NA
479, Parlantes Bluetooth Audifonos Bluetooth Parlante Bluetooth ,55.99,NA,2,99997,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ZUNA2049900,https://articulo.mercadolibre.com.co/MCO-528703279-parlantes-bluetooth-audifonos-bluetooth-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#528703279,DOG BULLDOG,NA,4.1,NA,Lector SD,NA,15 W,NA
480, Nuevo Parlante Jbl Clip 3 Sumergible Bluetooth 10 Horas ,239,299,3,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,5,https://perfil.mercadolibre.com.co/HARMAN+COLOMBIA?brandId=81,https://articulo.mercadolibre.com.co/MCO-502944533-nuevo-parlante-jbl-clip-3-sumergible-bluetooth-10-horas-_JM,3,2,0,0,0,#502944533,JBL,NA,Clip 3,Activo,NA,NA,3 W,NA
481, Parlante De Ducha Bluetooth ,24.9,NA,7,6,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,2,1,https://perfil.mercadolibre.com.co/TELEPRODUCTOS+BOGOTA,https://articulo.mercadolibre.com.co/MCO-491980849-parlante-de-ducha-bluetooth-_JM,0,0,0,1,0,#491980849,NA,NA,NA,NA,NA,NA,NA,NA
482," Parlante Bluetooth Reloj, Usb, Fm V06 ",94.9,NA,2,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CUCA3569032,https://articulo.mercadolibre.com.co/MCO-494643984-parlante-bluetooth-reloj-usb-fm-v06-_JM,NA,NA,NA,NA,NA,#494643984,NA,NA,NA,NA,NA,632 g,NA,NA
483, Parlantes 2.0 Bluetooth Logitech Z207 Para Pc Celular Tablet ,119.9,159.9,5,32,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JD+MARKET,https://articulo.mercadolibre.com.co/MCO-471049256-parlantes-20-bluetooth-logitech-z207-para-pc-celular-tablet-_JM,NA,NA,NA,NA,NA,#471049256,Logitech,NA,NA,NA,NA,NA,NA,NA
484, Bafle Parlante Cabina De Musica Usb Bluetooth Portatil Envio ,99,NA,46,27,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/VENTASBOGOTAOFICIAL,https://articulo.mercadolibre.com.co/MCO-461479650-bafle-parlante-cabina-de-musica-usb-bluetooth-portatil-envio-_JM,3,0,0,0,0,#461479650,NA,NA,NA,NA,NA,NA,NA,NA
485, Parlante Portable Bose Soundlink Color Ii Bluetooth Blanco ,499,NA,9,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/PREMANU,https://articulo.mercadolibre.com.co/MCO-448282917-parlante-portable-bose-soundlink-color-ii-bluetooth-blanco-_JM,6,1,0,0,0,#448282917,Bose,SoundLink,Color II,Activo,Auxiliar,NA,NA,NA
486," Parlante Radio Vintage Retro Bluetouth Usb Aux Fm Am, Pila ",98,NA,33,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.3,6,https://perfil.mercadolibre.com.co/MAFOOLAFO,https://articulo.mercadolibre.com.co/MCO-458592269-parlante-radio-vintage-retro-bluetouth-usb-aux-fm-am-pila-_JM,5,0,0,0,1,#458592269,universal royal,NA,Topsonic vintage,NA,NA,NA,NA,NA
487, Parlante Para Ducha ,17.9,NA,2,NA,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SHOP+JIREH,https://articulo.mercadolibre.com.co/MCO-477183344-parlante-para-ducha-_JM,NA,NA,NA,NA,NA,#477183344,NA,NA,NA,NA,NA,NA,NA,NA
488, Parlante Bluetooth Xoopar Boy Mini / Selfie Control Remoto ,99.9,NA,0,50,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/K2JUAN,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=WEW9PLSP%2FQnv82XVEVzeg%2B7e1RdGciWvoCM77gVszrNC28K5xP%2FDn1wY0V40HvY78OZ7RMK6fTIYJEliXvgAL5UMIO88683sh0xKESuUC1etX6F2OsxiY%2BpLr6qHc7p9WjTX%2BFpodFGXKQEaOqNNDiw7qpZLafF2Sd1BFOtDt6cLr%2Fs%2FmKtjOQ0sDoy9VLqGrffAQLhEZm7pNzMvGYqf22Hn2iZkNY4CKQj%2FRkhV%2BmHbSwKzmGzu5f3nWRqJT%2F50dTBwsJspc%2FJst7aib0yXbddl5ajEH0dMHTM2ttFWcD4HILGrg8SmoKAmE5Tbn%2F%2Fg1y25VeLLXuGWL%2B85dhvio1fniGBP9yV9DMtOjNdj%2FoXSK8zypiMW1IejPnzMAnBoKyDw4LFe0h53nltX4cgRqGkDKPUD%2FByQb6K78ALGJ9XRZawUDlk8OaskK%2FmnqkWN%2FMsRCSt30t14HrifXLyNOtG1zUz%2F10dOhiZduW6prSS%2BVZYvoUD5sLGw9vJR%2FgmXnaV4KTUSMIqqCS%2BRlSdhVk7npXcppracZED4DmJ0D0PANyTUWvCgMz%2B0zG0f%2B8PzUBulQtBsokoyHhG21TqSnYY0Oc2XwaZhAkLTSBmazUm3WDy3hbVw510RihADVXRE6HQW%2FCSzT2K9lyE8k6K1d9Y%2Fmn6GTEPJaFreHZYYAg2ZdY0i%2FyMldzy3QaLAYCGlGaeDtxU7ubHT%2FpBmARwTPivawOkzC9OCeEEsA5EmqkiK%2BkL5RNm5QkP8R4AiODSUzsqE5axoCSlcrfnmUIscPgAeiVDi30y5%2BGaGkhoaZnI2%2FKCK%2Ba8uf%2Bs02d7JXQteEpXWghz%2BV5n%2BbVKqKstJNEARXqMWSrs8qglyPdaoMGQ2ZclIyFqd%2BGo90Z41dIoNojy81SpJTnwCTepWniJZwtmhXsj2olExD6GaVDkHk9pxQEYP5fZhCUJ4eujGx%2BPHGtVy8xsDQSLcqkc2Rt0qReaWhOKqqVMTWE3jXNvvL1fbjVqRPDq2qxsr4qHWxK1YrVlj36%2BsMHHqfeXqXJEXZLP7zT7AdjDNiDIZX86jFq19rpHbHmLib1LH98dM%2Bfk2LC0mlrebwIIGpldyk5aZgVYfvIzdcOqHYrz%2BnO04cMwG7iddMy8PpRCunJ49vfUzE8Ee%2FILUfXjXvRivqsfhfl%2FAtKRXFNbT1oafNUvG673ADTS6%2Fifiqti%2B7okfWwkosFciMk7YYQ5SKB3O8qBB693ICG%2FSnLQ92Vgik0l5YT37eQltmTbVgVbjjgdWyVFZ3zromu6orHAlFGDjBhv43xkdaibXl9Mz3bT2PmvJT0bnYupwPGXdzIxgdOF7d70VgTUNkoMLWveX2YJced%2FhrpAHfFMpxtQwCB9rbTscYPg3qtTxbZo5W78%2F6uf47o0u%2BPisj2bY9%2Bk%2BrJW0we7vOvOC9VnNp5vZYodohoqLFovfwDDdbZQOte4mL4q7%2Bcd2RrD98GTZiSsOta9U5cNTvUZvMVQ%2BSFY9BV2BYsV7NrZdCHSzObPNTxV%2BktJyW57mSSBppABRn8laWmF%2BCU6SdS9yBb3FBGam9caOObyHRFl9dCWbVDU%2FMC%2B77E9TyQcG9hMqlpCr2MNKI9tjdYl25um9bUDUF9kFrVAq4qXmBmAC4cdk8%2BTepB13IDVfBcLRq3fxwOpbsjilkTnxiw%3D%3D,NA,NA,NA,NA,NA,#527080300,Xoopar,NA,Xboy mini,"bluetooth, portable, wireless",NA,NA,3 W,NA
489, Parlante Jbl Charge 4 Bluetooth Sumergible 100% Original Ro ,470.3,NA,18,99,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,80,https://perfil.mercadolibre.com.co/AEY+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-492584002-parlante-jbl-charge-4-bluetooth-sumergible-100-original-ro-_JM,72,6,2,0,0,#492584002,JBL,NA,Charge 4,Activo,NA,NA,30 W,NA
490, Cabina De Sonido Parlante Bluetooth Recargable Profesional ,199.9,NA,1,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NYJTRADING,https://articulo.mercadolibre.com.co/MCO-500245466-cabina-de-sonido-parlante-bluetooth-recargable-profesional-_JM,NA,NA,NA,NA,NA,#500245466,NA,NA,NA,NA,NA,NA,NA,Roja
491, Parlante Con Bluetooth Usb Radio Fm Marca Ram ,145,NA,1,11,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ELECTROCOMPRASONLINE,https://articulo.mercadolibre.com.co/MCO-507052957-parlante-con-bluetooth-usb-radio-fm-marca-ram-_JM,NA,NA,NA,NA,NA,#507052957,NA,NA,NA,NA,Auxiliar,NA,NA,NA
492, Parlante Bluetooth Xtreme Jbl ,79.9,NA,0,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.4,8,https://perfil.mercadolibre.com.co/MAJH7829479,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=Hknao2%2BM8OQo%2B8NBlR%2F3dcoz6SGnaz2IaltQgU4rixN%2FK9kYe2B8YW8bhP0Wx%2FVzLGftKbQ4BLcxQb4QmaMLLkobj3Fx3gCCybhREbQ%2B2bFhPPzz6vBi2ktASExppcE9VPS%2F5YYhzPzAisd21Kgc0HZvB8cz12m071HLCsBGiEMZ1BC2yH%2B9BC12opKFqlf74AgNSMkeIbOhmxNJxAf6Orn5EiEfBHKSuj%2BDUgce%2Fxpg8VY6LwUBq6JJUbLU7Y%2FKOQDMpNmlgKUpVKpM8rDgS1VlylM0zl8NmqZsXfv7OJ8Xgi3MaJIYIJ24me1FUj2ZGEQrOEE7TFeC5xdhYW6drgt%2FybR7kAzYGU2l4jow0DA0McHCGIMfOQmQN74uQUxhfprdYqwMGVeCDci7r28zr%2FoFkqTFOOC7UB0J8OJ7Mhwlv1tMk8qmZ%2FZG%2FouVvx8kIimDbpS779t9YhXVEpQ23Y5eTUnGM95kHKD4Jf8y5t%2BYU0Q%2FMK7r8nKnwrnnDGtdEK3O6G5Byt9i2bpeGP92bUVjGVzNmQnAUhraXqj%2Bu2%2FM%2BudkXfX5razKMsXpSGNbg4AkGQipNL7oRD2%2Fn7sAscY%2B2jXWcxmc9raR2nUmgWtNYrr5lYdzyFL0eeTGVwAt%2FqdTI5LnbZUZAMKv4HlGQHw6voF0%2F4UIvWhIJPC0d0AUqa5bIb%2BrxSKg9yh%2Be76gj0MFjUfzgs%2FAwVeDF711JsGXmRBFAeN%2B85wVKv%2B3lzVOHMpc2jROhVb3yz29I09DCJXoHIjHFEB2gzLTMPEi9rtCfOQx3uVvhrrp26zU%2FxK%2FA1a%2FBSAM3yJq4P39XlPGFdB5cbAcAiOy3r45H0oS3pPmXI10G1hImccSSiGhECIHY9rdLFloamLAZmzN4v10eOxHJaoN9qrVZeCZNf2QKWHUFIcKlBDv2Ju52ek7R7CXYsV5NKjBUKmV8aAiAVtS%2FJH%2Bjg0GEHptdINrfB2EEZCqGV1ZsxPPSRx8IZyIlV24ev0UTCN5JXRKQiFi2zNLSK5t7Ra016x%2BrRwsVG2aZw%2FgUQByGkt10y890uK9%2B4VifkJhehx36MBbLltRPl8WF3hNQJnDtPMrdM9TYXC43wKidcWctA7FRaJ6bSbe4FKmHnlVxcAr%2BbshR3wrC8GBC4%2BzlQGneO%2FutjoFQsqOnk0vku7TvfnhHUyh3gc5UfKR2VZlFvw7E1oD%2Ff57h2oQGkPsfHsJR6D%2BM0HduMAnN778%2FxNQkm60SNkgWqp8Zgn%2BZCsEFXdsxeszuVanhnpFgTfHYJKK9A4xGrYx5MumIrZLmi3GsGjxwSpVDXaULdU%2B0FZ6BR3B9Gtx3PYz78LtFiCjHMVNGYYb6QCiVWbLiwvVhP8HtGfWhI9XXkjbjRR6EO9h2pzn1ESyGSi95wjoGJR6tvMJc%2F95HdOseenKkS3dJGnhR%2BNSONX7bNbwMJM%2FV9kzpLEZ1n5GrUn0Du5ilX4hdO3kUNyxikLRzGfQBVDk2FhpELOqvp5nLoVcLeyzziBe4CtSdaYp6XBtcWOCVaGUogHBIoSpSSZBJtVlc0%2FAofy1Df5j%2BWxmFoFuBn3M0xf%2BEy2%2FnMJg6hxcqCxcFwvl1QCLdKKbSqr4UtVdv9exQiBd3755gYqWFTjUoPhoBQ%3D%3D,2,3,0,2,1,#519010964,JBL,NA,Charge 4,Activo,USB,NA,30 W,NA
493, Mouse Logitech Bluetooth M535 ,76,NA,14,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EXPOCOLSUMINISTROSSAS,https://articulo.mercadolibre.com.co/MCO-447330919-mouse-logitech-bluetooth-m535-_JM,NA,NA,NA,NA,NA,#447330919,Logitech,NA,NA,NA,NA,2.89 oz,NA,NA
494, Parlante Speaker Ms Bluetooth Con Radio Fm+control;azul ,72,NA,59,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.2,5,https://perfil.mercadolibre.com.co/TECNOHOUSE+BOGOTA,https://articulo.mercadolibre.com.co/MCO-460716409-parlante-speaker-ms-bluetooth-con-radio-fmcontrolazul-_JM,4,0,0,0,1,#460716409,NA,NA,NA,NA,NA,NA,NA,NA
495, Parlante Con Bluetooth Con Carga Portatil ,152,NA,1,9,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EXONICA+SAS.,https://articulo.mercadolibre.com.co/MCO-482444050-parlante-con-bluetooth-con-carga-portatil-_JM,NA,NA,NA,NA,NA,#482444050,NA,NA,NA,NA,NA,0.9 lb,NA,NA
496, Parlante Bluetooth Jbl Charge 4 Sumergible Azul 100% Origin ,656,NA,3,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,80,https://perfil.mercadolibre.com.co/AUDIOVISUALESDECOLOMBIA,https://articulo.mercadolibre.com.co/MCO-510452653-parlante-bluetooth-jbl-charge-4-sumergible-azul-100-origin-_JM,72,6,2,0,0,#510452653,JBL,NA,Charge 4,NA,USB,NA,NA,NA
497, Parlante Bluetooth Klip Xtreme Bravo Ii Kws-613 ,139.9,NA,1,9,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GM+COMUNICACIONESYELECTRONICA,https://articulo.mercadolibre.com.co/MCO-462372074-parlante-bluetooth-klip-xtreme-bravo-ii-kws-613-_JM,NA,NA,NA,NA,NA,#462372074,NA,NA,NA,NA,USB,386.2 g,NA,NA
498, Parlante Portatil Bose Soundlink Micro Sumergible Gtia 1 Año ,399.9,NA,11,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,15,https://perfil.mercadolibre.com.co/TECNOOPTIMA.COM,https://articulo.mercadolibre.com.co/MCO-458390001-parlante-portatil-bose-soundlink-micro-sumergible-gtia-1-ano-_JM,11,4,0,0,0,#458390001,Bose,SoundLink,Micro,Activo,NA,NA,NA,NA
499, Bafle Bluetooth Portátil Con Luces Niatec Nt-p870 ,70,NA,2,98,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/OUTLET+DIGITAL,https://articulo.mercadolibre.com.co/MCO-498139970-bafle-bluetooth-portatil-con-luces-niatec-nt-p870-_JM,NA,NA,NA,NA,NA,#498139970,NA,NA,NA,NA,NA,NA,NA,Sutil
500," Parlante Speaker Ms Bluetooth,fm, Usb, Portátil Luminoso ",39.9,NA,34,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TECNOHOUSE+BOGOTA,https://articulo.mercadolibre.com.co/MCO-469881683-parlante-speaker-ms-bluetoothfm-usb-portatil-luminoso-_JM,NA,NA,NA,NA,NA,#469881683,NA,NA,NA,NA,NA,NA,NA,Roja
501, Barra De Sonido Sony De 2.1 Canales Dolby Atmos- Ht-x9000f ,1198.929,1599,8,6,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SONY+COLOMBIA?brandId=11,https://articulo.mercadolibre.com.co/MCO-476935984-barra-de-sonido-sony-de-21-canales-dolby-atmos-ht-x9000f-_JM,NA,NA,NA,NA,NA,#476935984,Sony,NA,NA,NA,USB,2.5 kg,NA,NA
502, Bocina Anker Soundcore Mini Bluetooth Portatil Inalambrica ,93.599,NA,4,6,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DUTYFREE+USA2CO,https://articulo.mercadolibre.com.co/MCO-499153294-bocina-anker-soundcore-mini-bluetooth-portatil-inalambrica-_JM,NA,NA,NA,NA,NA,#499153294,Anker,SoundCore,NA,NA,NA,NA,NA,NA
503, Parlante Bluetooth Sp900rd 808 ,129.9,NA,1,9,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CENTURYPRODUCTSSAS,https://articulo.mercadolibre.com.co/MCO-503795575-parlante-bluetooth-sp900rd-808-_JM,NA,NA,NA,NA,NA,#503795575,NA,NA,NA,NA,NA,NA,NA,NA
504, Parlante Jbl Charge 4 Bluetooth Sumergible 100% Original Cam ,469.9,NA,1,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,80,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-515423887-parlante-jbl-charge-4-bluetooth-sumergible-100-original-cam-_JM,72,6,2,0,0,#515423887,JBL,NA,Charge 4,Activo,NA,2.13 lb,30 W,NA
505, Parlante Altavoz Portatil Hy-01 Pantalla Led Y Bluetooth ,99.9,NA,3,2,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TITAN+ELECTRONIC,https://articulo.mercadolibre.com.co/MCO-464682526-parlante-altavoz-portatil-hy-01-pantalla-led-y-bluetooth-_JM,NA,NA,NA,NA,NA,#464682526,parlante,NA,NA,NA,NA,2500 g,10 W,NA
506, Xiaomi Altavoz Mi Mini Speaker Bluetooth Portátil ,49.9,89.9,4,20,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77,https://articulo.mercadolibre.com.co/MCO-513072322-xiaomi-altavoz-mi-mini-speaker-bluetooth-portatil-_JM,NA,NA,NA,NA,NA,#513072322,Xiaomi,Mi,Bluetooth Speaker Mini,Activo,NA,NA,2 W,NA
507, Parlante Bluetooth Perro Bulldog Portátil Usb Sd Radio Fm ,54.5,NA,3,10,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AUNCLICKTIENDAVIRTUAL,https://articulo.mercadolibre.com.co/MCO-517371497-parlante-bluetooth-perro-bulldog-portatil-usb-sd-radio-fm-_JM,NA,NA,NA,NA,NA,#517371497,NA,NA,NA,NA,NA,190 g,NA,Roja
508, Voz Bluetooth Amplificador Altavoz Impermeable Microfono Amp ,463.99,NA,1,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SKYJOB,https://articulo.mercadolibre.com.co/MCO-509517660-voz-bluetooth-amplificador-altavoz-impermeable-microfono-amp-_JM,NA,NA,NA,NA,NA,#509517660,ResponseBridge,NA,NA,NA,NA,1 lb,NA,NA
