search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Conectores de entrada,Color
625, Parlantes Reproductor Portatil Xion Xi-sd70 - Fama ,33,35,1,999,18 cuotas,66.55,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-454519143-parlantes-reproductor-portatil-xion-xi-sd70-fama-_JM,NA,NA,NA,NA,NA,#454519143,NA,Xion,NA,NA,NA,Entrada para Micrófono,NA
626, Parlante Bluetooth Genius Sp-906bt Negro Micro Usb 10mts ,888,NA,2,999,18 cuotas,49.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+TIENDAS?brandId=384,https://articulo.mercadolibre.com.uy/MLU-459089030-parlante-bluetooth-genius-sp-906bt-negro-micro-usb-10mts-_JM,NA,NA,NA,NA,NA,#459089030,NA,Genius,NA,NA,NA,NA,NA
627, Parlante Portátil Sony Srs-xb20 Bluetooth Rojo Zonatecno ,109,NA,NA,3,18 cuotas,219.82,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-452512451-parlante-portatil-sony-srs-xb20-bluetooth-rojo-zonatecno-_JM,NA,NA,NA,NA,NA,#452512451,NA,Sony,SRS-XB20,Activo,NA,NA,NA
628, Parlante Jbl Charge 4 Bluetooth Antiagua Easybuy Tienda ,310,NA,1,10,18 cuotas,625.17,NA,Envío a todo el país,NA,NA,4.8,45,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-454651143-parlante-jbl-charge-4-bluetooth-antiagua-easybuy-tienda-_JM,37,7,0,0,1,#454651143,30 W,JBL,Charge 4,Activo,960 g,NA,NA
629, Mini Parlante En Aluminio Bluetooth Aux 3.5mm Micro-sd V2 ® ,255,NA,64,3992,18 cuotas,14.17,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440326014-mini-parlante-en-aluminio-bluetooth-aux-35mm-micro-sd-v2--_JM,1,1,0,0,0,#440326014,NA,NA,NA,NA,NA,NA,NA
630, Parlante Charge 2+ Splashproof Usb Bluetooth ,981,1090,0,30,18 cuotas,54.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MI+-COMPRA,https://articulo.mercadolibre.com.uy/MLU-454744742-parlante-charge-2-splashproof-usb-bluetooth-_JM,NA,NA,NA,NA,NA,#454744742,NA,NA,NA,NA,NA,USB,NA
631, The House Of Marley Parlante Portátil Get Together Mini Bla ,209,NA,NA,4,18 cuotas,421.48,NA,Retiro gratis en tienda de Mosca,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOSCAHNOSSAMOSCAHNOSSA?brandId=330,https://articulo.mercadolibre.com.uy/MLU-463453525-the-house-of-marley-parlante-portatil-get-together-mini-bla-_JM,NA,NA,NA,NA,NA,#463453525,NA,NA,NA,NA,NA,NA,NA
632, Nuevo Parlante Torre Xion Xi-tower1 Luces Led Bluetooth ,77,NA,0,10,18 cuotas,157.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/IMPOBARATO,https://articulo.mercadolibre.com.uy/MLU-459895052-nuevo-parlante-torre-xion-xi-tower1-luces-led-bluetooth-_JM,NA,NA,NA,NA,NA,#459895052,NA,Xion,NA,NA,NA,NA,NA
633, Ff Parlante Activo Xion 25000w Led Usb Fm Bluetooth Xi-xt155 ,499,NA,1,99998,18 cuotas,1.006.32,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-444991717-ff-parlante-activo-xion-25000w-led-usb-fm-bluetooth-xi-xt155-_JM,NA,NA,NA,NA,NA,#444991717,NA,Xion,NA,NA,40 kg,Entrada para Micrófono,NA
634, Parlante Portátil Jbl Flip 4 Bluetooth 12hs Gtía Oficial Amv ,135,NA,0,10,18 cuotas,272.25,NA,Envío a todo el país,NA,NA,4.8,216,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-463014819-parlante-portatil-jbl-flip-4-bluetooth-12hs-gtia-oficial-amv-_JM,182,28,4,1,1,#463014819,16 W,JBL,Flip 4,Activo,NA,NA,NA
635, Lg One Body Parlante Activo Portatil Fh2 50w Ma ,255,NA,0,99999,18 cuotas,514.25,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+MACRO,https://articulo.mercadolibre.com.uy/MLU-459768986-lg-one-body-parlante-activo-portatil-fh2-50w-ma-_JM,NA,NA,NA,NA,NA,#459768986,NA,LG,NA,NA,NA,NA,NA
636, Parlante Marshall Bluetooth Woburn ,646,NA,1,998,18 cuotas,1.302.77,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-449127514-parlante-marshall-bluetooth-woburn-_JM,NA,NA,NA,NA,NA,#449127514,90 W,Marshall,Woburn,Activo,NA,NA,NA
637, Parlante Marshall Bluetooth Woburn ,24,NA,0,99999,18 cuotas,48.40,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+MACRO,https://articulo.mercadolibre.com.uy/MLU-461813972-parlante-portatil-bluetooth-xion-ma-_JM,NA,NA,NA,NA,NA,#461813972,NA,Xion,NA,NA,NA,NA,NA
638, Parlante Activo Nordmende 8 380w (pmpo)-12w (rms) ,75,NA,0,10,18 cuotas,151.25,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/IMPOBARATO,https://articulo.mercadolibre.com.uy/MLU-459341975-parlante-activo-nordmende-8-380w-pmpo-12w-rms-_JM,NA,NA,NA,NA,NA,#459341975,NA,NA,NA,NA,NA,NA,NA
639, Parlante Portátil Bluetooth Xion Ma ,167,NA,3,2,18 cuotas,336.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETPC+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-452824772-parlante-inalambrico-con-bluetooth-sony-xb20-netpc-_JM,NA,NA,NA,NA,NA,#452824772,NA,Sony,NA,NA,NA,NA,NA
640, Parlante Jbl Xtreme 2 Inalambrico Verde Bluetooth Nnet ,407,NA,0,999,18 cuotas,820.78,NA,Envío a todo el país,NA,NA,4,10,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463273726-parlante-jbl-xtreme-2-inalambrico-verde-bluetooth-nnet-_JM,5,3,0,1,1,#463273726,40 W,JBL,Xtreme,Pasivo,2.393 kg,NA,NA
641, Parlante Inalámbrico Con Bluetooth Sony Xb20 - Netpc ,49,NA,0,99999,18 cuotas,98.82,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-456715150-parlante-portatil-xion-bluetooth-usb-sd-sd95bt-_JM,NA,NA,NA,NA,NA,#456715150,NA,Xion,NA,NA,NA,NA,NA
642, Parlante Portatil Bluetooth/ Usb /sd Card/ Karaoke - El Rega ,924,973,9,10,18 cuotas,51.35,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELREGALON.COM.UY,https://articulo.mercadolibre.com.uy/MLU-453902300-parlante-portatil-bluetooth-usb-sd-card-karaoke-el-rega-_JM,NA,NA,NA,NA,NA,#453902300,NA,NA,NA,NA,NA,NA,NA
643, Parlante Portatil Xion Bluetooth Usb Sd Sd95bt ,164,NA,0,10000,18 cuotas,330.73,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-450889429-parlante-bose-soundlink-micro-bluetooth-envios-gratis-_JM,NA,NA,NA,NA,NA,#450889429,NA,Bose,Micro,Activo,NA,NA,NA
644, Parlante Bose Soundlink Micro Bluetooth + Envios Gratis ,29,NA,NA,6,18 cuotas,60.30,NA,Retiro gratis en tienda de Geant,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ODALERSAODALERSA?brandId=522,https://articulo.mercadolibre.com.uy/MLU-455479477-parlante-bluetooth-5-en-1-kolke-mod-kpo-016-geant-_JM,NA,NA,NA,NA,NA,#455479477,NA,Kolke,NA,NA,NA,NA,NA
645, Home Theater 2.1 Sub Parlantes Para Pc Tv Usb Bluetooth G-22 ,35,NA,7,12,18 cuotas,70.58,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SISTEMA+UFO,https://articulo.mercadolibre.com.uy/MLU-457424433-home-theater-21-sub-parlantes-para-pc-tv-usb-bluetooth-g-22-_JM,NA,NA,NA,NA,NA,#457424433,NA,NA,NA,NA,NA,NA,NA
646, Parlante Bluetooth 5 En 1 Kolke Mod. Kpo-016 Geant ,27,29,NA,2,18 cuotas,54.45,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-451708092-parlante-portatil-energy-sistem-music-box-b2-bluet-zonatecno-_JM,NA,NA,NA,NA,NA,#451708092,NA,Energy Sistem,NA,NA,NA,NA,NA
647, Parlante Portatil Jbl Clip 2 Bluetooth Wireless Calidad ,99,NA,10,490,18 cuotas,199.65,NA,Envío a todo el país,NA,NA,3,1,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-444702159-parlante-portatil-jbl-clip-2-bluetooth-wireless-calidad-_JM,0,0,1,0,0,#444702159,3 W,JBL,Clip 2,Activo,NA,NA,NA
648, Parlante Kolke Kpg 001 Pro 350 Fm Usb Sd Bluetooth Luz Led ,6779,NA,0,99,18 cuotas,376.61,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIRIOURU,https://articulo.mercadolibre.com.uy/MLU-464801537-parlante-kolke-kpg-001-pro-350-fm-usb-sd-bluetooth-luz-led-_JM,NA,NA,NA,NA,NA,#464801537,NA,Kolke,NA,NA,NA,NA,NA
649, Parlante Portátil Energy Sistem Music Box B2 Bluet Zonatecno ,359,NA,0,NA,18 cuotas,723.98,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALIRICOURDANETA,https://articulo.mercadolibre.com.uy/MLU-458132317-aiwa-parlante-bluetooth-aw-pov2-_JM,NA,NA,NA,NA,NA,#458132317,NA,Aiwa,NA,NA,NA,Auxiliar,NA
650, Parlante Torre Lg One Body Oj98 Xboom 1800w Rms Bt ,715,NA,0,10,18 cuotas,1.441.92,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=iub9gH53aKMpcT%2Bl6emVH6wgXJSknLa8%2FXYJLh7DTW0BVD5uXWAdb7yakwp3ZKCj5GiuF74bSRHC57uU%2BduJ%2Fsejx7Q5ynm3M4RKwL1yNzukTux8iFjmOe9r7bBwu%2BzASVky5Dte9BNaSbpJgWsyYUsm5xowgjCZ9IJY%2BdIcy3QxNC4ppaAIIfkZJCy8ZmxKZusu%2B6AH0f6Zxg2aBfEIXT%2BvGnac953UoGgnGcvxATcyYSLZQaKxOkQQ5tHItcXXUN6rv2vqfk2p6Dqsth5x1A9RcnZ7xRymwNtAi3NuSGqv%2B9GvOfOTfm8dOS8cznxAbD9ZOTbsSq%2BKgKoDZGCuaabx7mymDzIM5iFgXT6a2c9UfXi1UQ3FlrLAZaD1YsYNQTBWUa%2B0TAWblw3scwEWBX3%2Fs4wdga%2Fo%2F6TAvCd1Z9ETg7llLSxOcP7EpTh27X%2B2wm795l4SqA%2B7%2F3Jtslo7cCDHEN9PD1jZN6vkU90PQKTS2ScxHdpSBiPDHbedW1zhQcqli2OAk1eSjb8OG2pGKjywRQtDIxyyPzGfe4iMoEfAMdmv6TrkuMPtnGMZmM18E6Vgh%2B6DTwUzd4AL3t74kwzPfsfDQL9orCvZ4X46ftPazXsX%2BiQT2ivYsiW7%2F0DV5NpRZNVOL833Tcku3ejOQtdIcAwSZpb8DYm9CiDU2sviDHKxY8D%2FC8%2F2CN8K7%2BMEZCQD%2FUv7fL7qyN7oM%2FeNR2B6PLFhgRilt9rkFfPkyvUIq9Xj0Eyp9WAM1KPZwtorTwOB84M%2Fmvyo8Hu0lHbeuOprBqNyHi4hrFSt8VaPk0KI38vTyYGwuj2NCxrS%2BW4uNGvxoL%2FLy6b74gZVsa3kg2Cbgzym5t1Y%2BtOMpxT3xY0oTt%2FZ631t75ohBh0Wqjjqc63YpzLtEI1Y4seDzPEnD8OQ%2F73JiSEgjRIHJN861gbEshChbPFMhCv6it2CR9RIC7e5ci2KiCsbtgTVeerrlaqkpYR%2BhShaN0tdm3dtXH1PWJq%2BKsBW9%2FjdhEqXNprnGr9GilnUTXWcjCjkrzwhzShuvjY75RoXX0CtY%2F0ztZgjNVPxZQrJRc0oOs1tkRjhQMW5t5kFrNY6IKK7bN3aIovsKuFkznb28fFuKZtmsMj1HXSpaLePComBwKRWGrjV%2BCg8ReQABYZ06X04bRQUsLldFN%2B3OmWtfTRzxFiZyrityfljYOt2w0D51d6fNmKLKAZap%2Fw1Ueg9%2F3dlZJIRFmxjeSYq53svivAjWARmRTyFf8ep%2F0Xn8jqg4xob1sCIJKOBVSYVYeb6TrffrctIUJD3WFPKkhfpn4VlWiHWWDd7f3JNnwyGFhFJV1W6vYFJw9SKAXHoJL0deyyarejTWxykLsd%2F9Y%2Fh3x%2FjAO2e5C0vpvKlk7pZGUwgL0v84iYlgO3UPblMsdWXdGd16nr%2FV5w2wi2lCm5uxcbSl1%2FWJXkvfkRBfgfZJl3T%2BbFRs%2BiNaCmMZ%2Fe9cqX6e2IRFeghm%2FpRC%2FmDLcda3cLgfL2vfWZ6A9cWYFp4aUmmWzM%2FrfS8x3SC8rukBQVUqgZOszAaY1Vg8cInDq77PK3Vng3AwdnpJJJ5Xji%2F2M56Y5sWlRDwGUkiEmS2iYKHBdfHEPECQ22kHvcfuLmRLEs7PGY34JWVBK2dvzuozzCBbZB1xufk9oKRUrGfphKEy7%2FLJTAqYmEvb3t%2B%2FvlJKaChHao%3D,NA,NA,NA,NA,NA,#456733897,NA,LG,NA,NA,NA,NA,NA
651, Aiwa Parlante Bluetooth Aw-pov2 ,390,NA,0,9999,18 cuotas,21.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INSUMAXX,https://articulo.mercadolibre.com.uy/MLU-458709225-maceta-parlante-bluetooth-tactil-luces-led-insumax-_JM,NA,NA,NA,NA,NA,#458709225,NA,NA,NA,NA,NA,NA,NA
652, Minisitema Equipo Home Parlante Sony M40 Bluetooth Futuro21 ,489,NA,0,10,18 cuotas,986.15,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-447336757-minisitema-equipo-home-parlante-sony-m40-bluetooth-futuro21-_JM,NA,NA,NA,NA,NA,#447336757,NA,Xion,NA,NA,NA,NA,NA
653," Maceta Parlante Bluetooth , Tactil , Luces Led - Insumax ",1275,NA,20,99996,18 cuotas,70.83,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449241970-parlante-jam-hangup-bluetooth-portatil-potencia-calidad-febo-_JM,1,0,0,0,0,#449241970,NA,NA,NA,NA,NA,NA,NA
654, Funda Neopreno Para Parlante Portátil Bluetooth Frei ,13,19,NA,50,18 cuotas,26.22,NA,Envío gratis a todo el país,NA,NA,4.6,45,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=W9F6jbxN%2BiyHaSLuC3NrgB3ve1wpgCU4v8LugLgyQ5CAWkQYkNU96yI1G5xaT%2BoKSzaz5kwNXOGCcXFqDwvp5sh8ztnvFM3RAqOySD2PrwwYcoTX7fgVrT4RTocG8TgXhkfAYtfE5M4DgRZQjukoRVrcRo7LQo8sd4k6aWHftxs8x9Xoiepg19q2w9dlHEYAZo8LOxYosRQ3o85dPr4%2Btw80qceewHb4nDsTQT%2BcBvhcqvFpJ9a1lxkrkFfIA12ka5aBS86JWIOfCtGCcKnwsgYNooYjP8QlMV7lvLg9dW8qB1yfX7JfLqTe8wXFp5%2Fve2Z%2FOHIqwfFU4ZSBMR%2FPF69VqErcvhwzKovK9shEjP0TRF%2BptAqXjnUDn%2FR9F0%2FcwZZx1TcEGIygq1oCJMbfJgV%2FgdcnwIOOY2Oz5Z8HHEf2snXh1Kpi%2BAKXv1eksWJ%2BNv9E94vLrcs%2BGN7glyqURjowTK%2FqzkMYDTPWBv%2BdhPAUxKHIY8N3DvVo3d2n30UmyW%2Flosd8u54TuY849fsBLMDhGYNWYD2fBkzsVAxkMov%2B609G3wyp8mxQgDB8rQ0oMSuwyG5nx8D25gpjQieWxSJ946MKIq2hsJ8M5KKSmbVXNgOJnx6QLxG8Zgfzqay7SggVwmTcQK1GBACOXUse1902QVXfULUFAGLOjyLF0Qa7TIC%2B%2F98g49YgQ7hbfi1R%2F%2BPT41XhQCRymf%2FTGc9zXiCithsEthIc7bSIAuyvS8KFUrt0zOZFJMyGQeTvMvRW6gf%2Bqu%2F%2BXwLk0P9yYB6mwGSNwDyPYiCr2WwsWEez3%2FdRAw8c%2FEGWPZjc4PBhOqiN5I0l4WRXNuzOh%2FxArGDTW%2BFeVwZFIrhMxG7vk8wfodHD%2Fmc0bSIgMLujWqJ86NkAZF%2FGFzd0iAd4AESM4ig%2F7p5vv5orYOEGIHaSv%2F%2BPwRmtProZFZAz%2B4jC6WzA4A0PHdFMPKPEvlWsk%2FdP5Bh2LTEx%2BuPzPd%2B%2BDo9ZLTugYxYRaY8iUY28zrL6L8rQQqhIXLoxAYP7vNQGzbAb1N3HWflg3dg9eOCMj2%2FjCaj5YFpUYWOn3i%2BYVR7%2FK%2FjRfGK%2F9RmS7QUfNMktVWMJph0j4ThdY1J0NPCGurywRCgfskEhJdQNdD5gfVKkkMAGrEPpG%2FJACtkDDqCwHdv4ndtv75VrXGzgqyxDSlZGwrf2kp7bPnzkJND6VQLRmg6F0hirNS6%2BKmNMlefMnx%2B0DoqtaGZ4Ih%2FG7qwBXSx4JOVU7gR6i8vN5O4VOUKJXxSgfFoZN%2F9HTbm66w%2BWsM3VXsLvsfDRDl5mlw8D%2BdaxYJeqlSKPWlowW9VMK4ELRp%2FhkAe8LB50MIzyZDgFVXbdBaQVgDf5boipxx8HkTIjkxpAUY6BVRDwhBY6F5Zk7%2BGsMSFPJE7l8aLa4fxfwzAt1l%2BN%2FWyCMs6YbFP%2BLH%2BUSmGD6AgojfPxMczwG1S6Ek9zDe%2BpgIZ83knFlwtp7SirjQP1oeNUVIYI7aKBFOdsDU6pqbRKSy2koDduV7BZM%2FgDqwEDkWergqO%2FDWZRMnwG5whuNz8Gm3u5htUopBhNMeR%2FqW6tbFd3e0gmPDGjEu6pUE5jjDa2KdMmdIcwLgIsu3P2i1mHypa8V7eXapk6DbpAdaTA%2FVltE%2B7z0QJN%2FW6W0Z0uxxmFVG5PyiE7%2B%2BmRiiUlrtWB5tZLKtSN%2BCRl2NLNqA%3D%3D,27,18,0,0,0,#463284669,16 W,Thonet & Vander,Frei,Activo,NA,NA,NA
655, Parlante Jbl Go 2 Bluetooth Anti Agua Tienda Easybuy ,45,NA,0,100,18 cuotas,90.75,NA,Envío a todo el país,NA,NA,4.8,222,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-456881312-parlante-jbl-go-2-bluetooth-anti-agua-tienda-easybuy-_JM,188,30,2,2,0,#456881312,3 W,JBL,GO 2,Activo,NA,NA,NA
656, Parlantes Edifier 2.0 R1700bt Bluetooth Negro Mf Shop ,6200,NA,0,5,18 cuotas,344.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-460115665-parlantes-edifier-20-r1700bt-bluetooth-negro-mf-shop-_JM,NA,NA,NA,NA,NA,#460115665,NA,Edifier,R1700BT,NA,NA,NA,NA
657, Parlante Jam Hangup Bluetooth Portátil Potencia Calidad Febo ,50,NA,NA,1,18 cuotas,100.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DISTRICOMP+S.A.?brandId=11,https://articulo.mercadolibre.com.uy/MLU-464328388-parlante-portatil-inalambrico-kolke-kpm-191-city-negro-_JM,NA,NA,NA,NA,NA,#464328388,30 W,Kolke,KPM-191 City,NA,NA,NA,NA
658, Parlante Portátil Inalámbrico Kolke Kpm-191 City Negro ,690,NA,0,11,18 cuotas,38.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LASUPEROFERTAUY,https://articulo.mercadolibre.com.uy/MLU-461753150-parlante-bluetooth-tg-nuevo-la-super-oferta-_JM,NA,NA,NA,NA,NA,#461753150,NA,NA,NA,NA,NA,NA,NA
659," Parlante Bluetooth T&g, Nuevo! La Super Oferta ",73,NA,3,NA,18 cuotas,148.63,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-451042498-parlante-inalambrico-bluetooth-sony-nfc-extra-bass-16hr-nnet-_JM,NA,NA,NA,NA,NA,#451042498,NA,Sony,NA,NA,30 kg,NA,NA
660, Parlante Party Panavox + Microfono De Regalo Karaoke ,4990,NA,0,150,18 cuotas,277.22,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PUNTOVENTAS0NLINE,https://articulo.mercadolibre.com.uy/MLU-463896833-parlante-party-panavox-microfono-de-regalo-karaoke-_JM,NA,NA,NA,NA,NA,#463896833,NA,NA,NA,NA,NA,NA,NA
661, Parlante Jbl Charge 4 Inalambrico Bluetooth Azul Nnet ,207,NA,0,999,18 cuotas,417.45,NA,Envío a todo el país,NA,NA,4.8,45,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463247997-parlante-jbl-charge-4-inalambrico-bluetooth-azul-nnet-_JM,37,7,0,0,1,#463247997,30 W,JBL,Charge 4,Activo,NA,NA,NA
662, Parlante Inalambrico Bluetooth Sony Nfc Extra Bass 16hr Nnet ,39,NA,3,10,18 cuotas,78.65,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-453882368-parlante-portatil-vivitar-madera-elegante-bluetooth-amv-_JM,NA,NA,NA,NA,NA,#453882368,NA,NA,NA,NA,NA,NA,Rosa dorado
663, Lámpara Led Con Parlante Bluetooth Colores Rgb ,399,NA,25,130,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,4.3,3,http://perfil.mercadolibre.com.uy/MDEOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-447904023-lampara-led-con-parlante-bluetooth-colores-rgb-_JM,2,0,1,0,0,#447904023,NA,NA,NA,NA,NA,NA,NA
664, Parlante Portátil Vivitar Madera Elegante Bluetooth Amv ,49,NA,1,10,18 cuotas,98.82,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-456781115-parlante-portatil-mi-xiaomi-bluetooth-basic-2-amv-_JM,NA,NA,NA,NA,NA,#456781115,NA,Xiaomi,NA,NA,237 g,NA,Blanco
665, Parlante Portátil Mi Xiaomi Bluetooth Basic 2 Amv ,17,NA,111,888,18 cuotas,35.29,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/LSTURUGUAY,https://articulo.mercadolibre.com.uy/MLU-447011102-parlante-portatil-sport-j-007-bluetooth-usb-memoria-tf-_JM,1,1,0,0,0,#447011102,NA,Genius,NA,NA,NA,NA,Roja
666, Parlante Inalambrico Sony 20w Blutooth C/nfc Srs Xb20 ,149,NA,1,99998,18 cuotas,300.48,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+PASO,https://articulo.mercadolibre.com.uy/MLU-447642019-parlante-inalambrico-sony-20w-blutooth-cnfc-srs-xb20-_JM,NA,NA,NA,NA,NA,#447642019,NA,Sony,SRS-XB20,NA,NA,NA,NA
667, Parlante Jbl Go2 Portatil Recargable Bluetooth Coral Nnet ,1739,NA,0,999,18 cuotas,96.61,NA,Envío a todo el país,NA,NA,4.8,222,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-461461238-parlante-jbl-go2-portatil-recargable-bluetooth-coral-nnet-_JM,188,30,2,2,0,#461461238,3 W,JBL,GO 2,Activo,184 g,NA,Naranja
668, Parlante Portatil Sport J-007 Bluetooth Usb Memoria Tf ,1099,1590,0,54,18 cuotas,61.06,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-463447700-parlante-portable-bluetooth-xion-sd42bt-recargable-futuro21-_JM,NA,NA,NA,NA,NA,#463447700,NA,Xion,NA,NA,NA,Auxiliar,NA
669, Parlante Thonet And Vander Vertrag 2.0 32w Bt Blanco ,6650,NA,0,4,18 cuotas,369.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TU-OFERTA,https://articulo.mercadolibre.com.uy/MLU-460637859-parlante-thonet-and-vander-vertrag-20-32w-bt-blanco-_JM,NA,NA,NA,NA,NA,#460637859,NA,Thonet & Vander,Vertrag,NA,NA,NA,NA
670, Parlante Portable Bluetooth Xion Sd42bt Recargable Futuro21 ,30,NA,0,6,18 cuotas,62.48,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PDISEGO,https://articulo.mercadolibre.com.uy/MLU-458650086-mini-parlante-altavoz-xiaomi-mi-portable-bluetooth-40-_JM,NA,NA,NA,NA,NA,#458650086,NA,Xiaomi,NA,NA,58 g,NA,NA
