country,seller_name,link,time_operating,units_of_time_operating,amt_sold,leader_status,top_descriptor1,top_descriptor2,num_reviews,num_neg_reviews,num_neutral_reviews,num_pos_reviews,location,timeframe_of_amt_sold,units_timeframe_of_amt_sold
ARG,Las Margaritas Tienda oficial,https://perfil.mercadolibre.com.ar/-LASMARGARITAS-?brandId=100,6,1,52135,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,9104,163,431,8510,"Capital Federal, Capital Federal.",4,3
ARG,Philips Tienda oficial,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,4,1,13191,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,3160,24,41,3095,"Saavedra, Capital Federal.",4,3
ARG,TANGOHOGAR,https://perfil.mercadolibre.com.ar/TANGOHOGAR,1,2,7491,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1661,9,15,1637,"Saavedra, Capital Federal.",4,3
ARG,DARIO HOGAR,https://perfil.mercadolibre.com.ar/DARIO+HOGAR,10,1,5532,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1454,7,3,1444,"Almagro, Capital Federal.",4,3
ARG,TECNOFAST_,https://perfil.mercadolibre.com.ar/TECNOFAST_,6,1,27571,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,7173,163,172,6838,"Devoto, Capital Federal.",4,3
ARG,FARMA365,https://perfil.mercadolibre.com.ar/FARMA365,2,1,8103,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,3179,29,45,3105,"Villa Urquiza, Capital Federal.",4,3
ARG,FARMA YA,https://perfil.mercadolibre.com.ar/FARMA+YA,1,2,3157,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,961,20,11,930,"Ramos Mejía, Buenos Aires.",4,3
ARG,COSMETIC SOLUTIONS,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,16,1,2620,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,552,3,8,541,"Capital Federal, Capital Federal.",4,3
ARG,TIENDADEPELUQUERIA,https://perfil.mercadolibre.com.ar/TIENDADEPELUQUERIA,7,1,9041,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1659,13,11,1635,"Villa Devoto, Capital Federal.",4,3
ARG,SANTA-ANA FARMA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,2,3,54,NA,Brinda buena atención,Despacha sus productos con demora,38,0,0,38,"Florida, Buenos Aires.",2,3
ARG,FULL_PROF,https://perfil.mercadolibre.com.ar/FULL_PROF,12,1,4235,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,846,5,15,826,"Floresta, Capital Federal.",4,3
ARG,DISTRIBELLEZA.COM,https://perfil.mercadolibre.com.ar/DISTRIBELLEZA.COM,9,1,2161,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,355,2,4,349,"Moreno, Buenos Aires.",4,3
ARG,RADARLP,https://perfil.mercadolibre.com.ar/RADARLP,18,1,1500,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,303,2,1,300,"Laguna Paiva, Santa Fe.",4,3
ARG,Tomassa Tienda oficial,https://perfil.mercadolibre.com.ar/TOMASSA+ONLINE?brandId=1449,4,1,4203,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1149,27,36,1086,"Almagro, Capital Federal.",4,3
ARG,Braun Tienda oficial,https://perfil.mercadolibre.com.ar/NEW-VENTURES?brandId=642,2,1,9236,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,3365,126,105,3134,"Saavedra, Capital Federal.",4,3
ARG,PHOTOSTORE,https://perfil.mercadolibre.com.ar/PHOTOSTORE,18,1,19674,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,5517,125,149,5243,"Capital Federal, Capital Federal.",4,3
ARG,PPSTOREPEPPERSRL,https://perfil.mercadolibre.com.ar/PPSTOREPEPPERSRL,1,2,165,MercadoLíder¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,66,0,0,66,"Belgrano, Capital Federal.",4,3
ARG,ELECTRO GO,https://perfil.mercadolibre.com.ar/ELECTRO+GO,12,1,254,MercadoLíder¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,80,0,0,80,"Ciudad Autónoma de Buenos Aire, Capital Federal.",4,3
ARG,E-SHOP PELUQ,https://perfil.mercadolibre.com.ar/E-SHOP+PELUQ,5,1,587,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,74,2,1,71,"Daireaux, Buenos Aires.",4,3
ARG,TECH_SOURCE,https://perfil.mercadolibre.com.ar/TECH_SOURCE,12,1,5480,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1454,0,8,1446,"Buenos Aires, Capital Federal.",4,3
ARG,GAONA NEXT,https://perfil.mercadolibre.com.ar/GAONA+NEXT,6,1,2299,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,826,3,11,812,"Villa del Parque, Capital Federal.",4,3
ARG,Frávega Tienda oficial,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,5,1,23277,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,10623,160,354,10109,"Balvanera, Capital Federal.",4,3
ARG,NETFULL OK,https://perfil.mercadolibre.com.ar/NETFULL+OK,6,1,930,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,282,1,0,281,"Villa Crespo, Capital Federal.",4,3
ARG,Casa del audio Tienda oficial,https://perfil.mercadolibre.com.ar/CASA-DEL-AUDIO?brandId=47,5,1,9193,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,2255,45,61,2149,"SAN ANTONIO DE PADUA, Buenos Aires.",4,3
ARG,GRUPO S.M,https://perfil.mercadolibre.com.ar/GRUPO+S.M,3,1,1142,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,404,7,15,382,"Villa del Parque, Capital Federal.",4,3
ARG,TECNOLIFE ARG,https://perfil.mercadolibre.com.ar/TECNOLIFE+ARG,12,1,6124,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1507,0,0,1507,"Capital Federal, Capital Federal.",4,3
ARG,AGENTWALKERSAR,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,2,3,2158,NA,Brinda buena atención,Despacha sus productos a tiempo,44,3,8,33,China.,2,3
ARG,Remington Tienda oficial,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,4,1,2675,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,629,3,5,621,"Palermo, Capital Federal.",4,3
ARG,BH HOGAR,https://perfil.mercadolibre.com.ar/BH+HOGAR,4,1,653,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,206,4,5,197,"Moreno, Buenos Aires.",4,3
ARG,Walmart Argentina Tienda oficial,https://perfil.mercadolibre.com.ar/WALMART+ARGENTINA?brandId=176,4,1,17340,NA,Brinda buena atención,Despacha sus productos a tiempo,4190,193,205,3792,"Sarandí, Buenos Aires.",4,3
ARG,FLADIMAR,https://perfil.mercadolibre.com.ar/FLADIMAR,1,2,6503,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1311,39,46,1226,"San Fernando, Buenos Aires.",4,3
ARG,CONFORTDACARSRL,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,5,1,500,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,158,1,6,151,"Pilar, Buenos Aires.",4,3
ARG,PORUNOOPORMAS3,https://perfil.mercadolibre.com.ar/PORUNOOPORMAS3,2,3,1000,NA,Brinda buena atención,Despacha sus productos a tiempo,333,3,4,326,"Almagro, Capital Federal.",2,3
ARG,LANLINGXINAR,https://perfil.mercadolibre.com.ar/LANLINGXINAR,3,3,306,NA,Brinda buena atención,Despacha sus productos a tiempo,4,0,2,2,China.,3,3
ARG,BEAUTYWANNAAR,https://perfil.mercadolibre.com.ar/BEAUTYWANNAAR,2,3,32,NA,Brinda buena atención,Despacha sus productos a tiempo,0,0,0,0,China.,2,3
ARG,CORDONAT TECHNOLOGY,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,11,1,3346,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,994,0,2,992,"Flores, Capital Federal.",4,3
