search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Línea,Tipo de visor,Materiales del exterior,Edad,Materiales del interior,Género,Modelo alfanumérico,Peso
11," Casco Depredador, Envío Gratis!!! ",899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				674
				vendidos
			
		",(378 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 4994
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,53,https://perfil.mercadolibre.com.mx/JK+MOTORS,https://articulo.mercadolibre.com.mx/MLM-568733170-casco-depredador-envio-gratis-_JM?searchVariation=23088464886,27,14,6,2,4,#568733170,Negro,"negro,MEDIANO,CHICO,EXTRA GRANDE,GRANDE",JK,Negro,Integral,DEPREDADOR,Simple,Fibra de vidrio,Adultos,Esponja,Masculino,EDN,NA
12, Casco Roda Revenge Abatible Gafa Interna Certificado Dot ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1043
				vendidos
			
		",(338 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 6906
		
		 sin intereses
		
	

	
		",06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,36,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=Y3Svlcwv0sxJ0fuMgsXhebMVN%2BiTe%2Bc04LfHAzzYegttCbFk2zj%2Bh2fRNY146Y9fKSKGMJ6jouSpvrDePKrXfB1MsNxZIgqnfid6j0DjzcXs458ZGFOcBxYUaUxulZrl%2BnHMOkHFc3E0wg2vnuiUdCo7fiwtVQ1KVAfoiOYg7YP%2Fbprvk6zhesjGiFYDdedECX1lN5rlqlk6wKdNSYt8b%2Fbbm6a4NUQIGYUWKaXirBnopzWTegEZ%2B8NdDAYgF5hDoPueZEf10hshp4xcUSKgE76cHmlUTsoKa%2BoadzOIKV7CFtqya1IxWHODvJPgEWDxBy9Lldeis%2Bm89AaqZE2u5fpP9Nn0zSth7Mf6sh2aKk9fkhuWkkmsnupWvBe1j9DTz9ySKgVfhHez7%2FAVFwuvlmCbnmD5bok73YEQAp8hStzT3fce9DLCivhXINoKSBxA0HpBAuZZdst%2FC%2B1BmKMT5o%2FjqvSmgMxfp8DpucyCjmem%2BkX%2BHY%2Fsg4DNC0BYtIZX49lN9%2BlCRGR%2By%2BTG6WwP1Nshe7wz6jnNPK3Zlv58mWXLfwDGTYVjf%2F%2FALonrPByUQugFZ3XEg1Oo%2BJaF%2ByZyliMU46n5IlC5UQUYRYGbkoL2K%2B2PfSH93XtGKMJwTND1E9O6PCxT2jDDxGsfxkzPg96YaJEiYHGWUNTxI6tdGnzSw7%2FP1eiQoQMvwyS%2BTr3LDI9zBj6jIoQyKy13VQubqHgjJZ2OW7sx2Yap9J2IBsBhaS5iG5zRLRT7PTy%2BSxwdhBauBdDHbF3HfVdPbR%2BQaQk5W7ohWjoHos76ZXEaqUiM0NVkQ6bbKYIEmGH0jmyijRX7zZlFinJCugypWZTJOGk8FzZZQG2289JBXAleN525POAfXVHcluDaw35EeYgW9dVLuYG3%2FBZX8In%2BHAS4cvTjD2sy0E%2Be%2FqrAFLRDsQlcRccN05uakSLlb3lzLmJ4Ce2JwkAeiSqKuXPJDnase0zRAv1votLwZ%2BzAQNosOLKpd7%2FucQCbfmxiyQhfBNbqA9D2zDOh0N%2FKOkmUH%2Fu1fHxkl7FQ6EGsuLUTXT%2FayWD01kmjU%2FUXNoITTMR2pn3b0QZGlB%2BA5sK95ac7ceYR8Vw52zRW%2FfWHiwCfU9VvCnJz3LsWOpkDXWN%2FmRv5FDXILk3KWEpkxLz3TY9Yi%2FODy44B8iV2SCuFsooYGEdaxjBL5M%2FCV1Sow%2B2WvKtdWsGcGYKdx%2BY3gg5F3Xni9pxomhY5MRyDRvpG4CZfsvyyA8H2y%2BrbQ%2BPKVLJEeNBhkO2n%2BUabUvWQ0%2BEn1H9534GcqtFod5cGdy3iMNiBjS7W62zovRM7iEw4QxVuMPcdFARbLiWIW9O8ojA37sRfmSCPpS3MFvcEVDzAEFvmYv%2F4wQljgiAQoic0uYoDrEndHJwsXL7dVQuaX2xwRjEYYL0KOhpfwCLK1e%2BOhKLqJx%2F4eeLfuD3RTsYE%2F5OyEArMJVryCYQsCeL53hNP4mgGFgElM5SEwYXhFH7x35BFdSnGD4TpVxG4iADU5zcsUDjh4LEuoaBh4vSvuhJ%2FZTn%2B%2B3GDul10M5U8YCl5v%2Bahk2FK1vXe6%2FC%2BJuy1ammCa%2BW2YAN4%2BIrhNnqSi4IzwVv6O%2Fngv6eP2pgHWZpRSv5EtxEKzNq%2FuhJDto5N3nT6ESGhj5Rz58rTMmZ7y0iJOSyCJcq9SdyzfVyGI8XEDFWbpKX%2FsgSzYpgjKLVta00g1aAY5XwviCVOhBvrsuRQuQENbKVv2uXBd4NJWBwVaHjhVEAer1wW6tqSXc3hEujqsZ6fyZ9EN5obxxNqyxLXzSkE,31,3,2,0,0,#583170040,NA,"S,M,L,XL",Alessia,TIPO CROSS,Cross,NA,NA,NA,NA,NA,NA,NA,NA
13, Casco Tipo Cross Negro Mate Certificacion Dot Tallas ,"1,149",NA,"
			
				Nuevo
			
			
				
					 - 
				
				631
				vendidos
			
		",(17 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 6383
		
		 sin intereses
		
	

	
		",83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,128,https://perfil.mercadolibre.com.mx/SHOP+IGARTUA,https://articulo.mercadolibre.com.mx/MLM-610191804-casco-roda-revenge-abatible-gafa-interna-certificado-dot-_JM?searchVariation=22702583678,98,20,5,1,3,#610191804,"Negro/Plata,Blanco,Negro Matte,Negro brillo,Negro/Morado,Negro/Naranja,Negro/Plata,Negro/Rojo,Rojo brillo","L y XL,S,M,L,XL",RODA,2019,Rebatible,Revenge,Simple,ABS Alto Impacto,Adultos,Resina termoplástica,Unisex,NA,NA
14," Casco Tipo Cross Moto Negro Mate Dot Tallas S, M, L Y Xl ",949,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1721
				vendidos
			
		",(127 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 9375
		
		 sin intereses
		
	

	
		",75,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,75,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-582660373-casco-tipo-cross-negro-mate-certificacion-dot-tallas-_JM?searchVariation=23194309270,63,11,1,0,0,#582660373,NA,"negro,S,M,L,XL",Alessia,NEGRO MATE,Cross,CAS-CRO-15,Simple,ABS,Adultos,Poliestireno,NA,NA,NA
15, Casco Ls2 Valiant Abatible Moto Visor Interno Negro 2019 ,"5,864",NA,"
			
				Nuevo
			
			
				
					 - 
				
				101
				vendidos
			
		",(13 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 32578
		
		 sin intereses
		
	

	
		",78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5.0,41,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-636555558-casco-ls2-valiant-abatible-moto-visor-interno-negro-2019-_JM?searchVariation=35500798462,39,2,0,0,0,#636555558,Negro mate,"Negro mate,M,L,XL.,S,M,L,XL,XXL,XXXL",LS2,Valiant,Rebatible,FF399,Doble,Policarbonato,Adultos,EPS,Unisex,FF399,NA
16, Casco Nuevo Shaft Aztec Evo Mate Sh-571 Rider One ,"1,799",NA,"
			
				Nuevo
			
			
				
					 - 
				
				348
				vendidos
			
		",(121 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 9994
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,25,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-577998441-casco-nuevo-shaft-aztec-evo-mate-sh-571-rider-one-_JM?searchVariation=39433695939,23,0,0,1,0,#577998441,NA,"S,M,L,XL",Shaft,Aztec,Integral,SH-571_Evo,Simple,Policarbonato,Adultos,Poliestireno,Unisex,NA,1500 g
17, Casco Abatible Deportivo Modular Cafe Racer Fassed Trooper ,"1,459",NA,"
			
				Nuevo
			
			
				
					 - 
				
				114
				vendidos
			
		",(16 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 8106
		
		 sin intereses
		
	

	
		",06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,9,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-689955419-casco-abatible-deportivo-modular-cafe-racer-fassed-trooper-_JM?searchVariation=38914188699,7,0,1,1,0,#689955419,NA,"M,L,XL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18," Casco Tipo Cross Moto Negro Mate Dot Tallas S, M, L Y Xl ","1,799",NA,"
			
				Nuevo
			
			
				
					 - 
				
				348
				vendidos
			
		",(121 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 9994
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,25,https://perfil.mercadolibre.com.mx/RIDERONE1,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=ZI%2F4LnuwRyk3q25NeC%2BY1pczyVh0HZldOsRtCKNRD185Umm2pfksdrqyTP8CIFiS5dIt0vGEl1LdKbgt6SfTAnxwa8V98liM%2FiBgLZgmVwvMRdDpUVqTsXIHHhML5kzkaHsbWiZj47BCRfhAvSX5dPM6bbQxorW4mb9vLjDBOVGw08OSSVG2G%2F%2F5SbBEDsoqFYF7MGRHL%2FIUQMvNJgOoHWf6hkWg0u0p998Nx7ivvBUMeLJxtXbaZ35fUea8KLgGFZ%2B%2BOjF5fc5pOoLRuGoOPqKoajMxFenke%2FIlCZxowrEkvNP1XDcP0TE68Fi2lzfYQfbmvk%2FBhf7NEzs5MucUDmgKWi2DKgJq5pj7i%2FDBMgS28sK2d2SZK45QYF2%2FgD%2BBN%2BDUhxbn2II49I%2BvOczX9rKDG7ec%2FmjlGnYpNjKN%2Fuieaw4gY93rfeVwiNQlZELyVNbT7yGBvVRok%2BFHtoGHP3U7naiGcSSDUDVR2muKAM8r%2BITmVpr0pDJXce%2F2HSHNwuwYTbjn4dLARbi1dblD6tcSxhzVFdFajwl1DFriXkFs22FRx1yfQwEqi6PzlrQjF7ilS%2FyhRtikXCdzuaq0%2F4hRXxuEk4exBkI3M0IL59DEjoHJbtp3IcgeblFtKhcz%2BoLO3mXME61MXk5Ix4RuUxWC%2BVP%2FNULjTO3V1k65K0DmC5TOOrqpK3G00%2FLGKrWQOSTh62x6qv2c7pAgevzRSiEZFyWHp3m3yl%2Fcl9o9i5S%2F2lLUySsMykVG%2BsFyOMNR8CNGqT%2BXd3eWMoYGHIGTvKYNMD3HSH5YYF6hRquHOTZstJNew%2F76%2BZEze%2F2yBd53x%2F95JP9PFN0fe%2F6tTyfszpP9sgs7g1iAu9rVyP531V6JHWWepnH3HWr9d35cBPILnd9cRFxa7el64s6w%2B8t2EdI1iNdJmsJCf1RrVSiq%2FnJnX%2FTFKrlEk17OC8Ec9pQytLHyq468H9uG3ujg3VGuWxoEdPBY1AtHd5JB4rtCmFvoTK9aEXRh1FHdmOYvKKKNjBgVI0wRreU5s8KGuIXUGcZ3nubW5gjnsXUkevSHokPZC6H2s025jmg954Fg0wmLp%2ByiumJzKpbKBI3KzGrJ%2F4bPzJ2yDRfhnf8ZD87gpSh0x5%2FHaYI2e5WkPKQ%2BwNVn9QxHsMoJH8wvq2sysASNs8x%2Bl249k37ermMpM4KLhEp64yxPJNg24dWWQUBAiZrbYJo9OuHGIzv4WGz%2Fcbx8lcxpCTM3fAToFV7ivAaRiCpZqDedJ%2Bwiwyb25JRppY1tPVrtVP6KoWKFCWaKyJvC%2FT7Pl6PPvuD3atC%2BOpHH0efeBK7l35SglvsmWVLJR%2FGjjYewrBBQfI%2BSrL42npz58tGISxs4Khw41wCwQcDLHdh2ZM0Bj3fCkrPndVtAvDGESMkzPedvlZPku45blZagcAWMglRAehycLU8Lny%2BlIF2Eak3C19yo9S6Spu3GK5f8T1m6hRzNWYMgHV1Rd0bEJAgDu%2BQa8YO6bSRv%2B%2Ff0UEA5K9QhIKC7i9mvKXri%2BCnv%2BM28wHqZzRYixBlqWNQZTxhZl777qBhPV2BVK4pqxkGXO%2FPYZGhy3UDDXE8%2B7NoOfQdr0p07mWakVfj9j79Su812WbQXzAimr1SsjNN0q%2Bblj%2BVyja%2FPin4ttI3s7htLgQPZR3mCs2cRWb1f9lvHBrSilaCay4IPEXLiBJ6vIw4bHCvR2OjdLs6wnuPnSkW6uvW5b%2B5O%2ByVBGfT2kzeylp8DBwj9qFtCImkE2KMAlh3%2B2m1z4Q0fgHbVkgjrQyaBAV%2F7Pjz1Yw%3D%3D,23,0,0,1,0,#577998441,NA,"S,M,L,XL",Shaft,Aztec,Integral,SH-571_Evo,Simple,Policarbonato,Adultos,Poliestireno,Unisex,NA,1500 g
19, Casco Abatible Risky Samurai Negro Naranja Dot Y Ece2205 ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1043
				vendidos
			
		",(338 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 6906
		
		 sin intereses
		
	

	
		",06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,36,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-583170040-casco-tipo-cross-moto-negro-mate-dot-tallas-s-m-l-y-xl-_JM?searchVariation=32245623358,31,3,2,0,0,#583170040,NA,"S,M,L,XL",Alessia,TIPO CROSS,Cross,NA,NA,NA,NA,NA,NA,NA,NA
20, Casco Nuevo Shaft Aztec Evo Mate Sh-571 Rider One ,"1,499",NA,"
			
				Nuevo
			
			
				
					 - 
				
				76
				vendidos
			
		",(39 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 8328
		
		 sin intereses
		
	

	
		",28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5.0,6,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-660197893-casco-abatible-risky-samurai-negro-naranja-dot-y-ece2205-_JM?searchVariation=31791606682,6,0,0,0,0,#660197893,NA,"S,M,L",Risky,CAS-VA-32,Rebatible,ABATIBLE / MODULAR,Doble,Plastico ABS,Adultos,Resina termoplástica,Unisex,NA,NA
21, Casco Integral Roda Asteroid Pro Con Certificacion Dot ,849,NA,"
			
				Nuevo
			
			
				
					 - 
				
				70
				vendidos
			
		",(22 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 8387
		
		 sin intereses
		
	

	
		",87,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,8,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660783834-casco-integral-roda-asteroid-pro-con-certificacion-dot-_JM?searchVariation=31940579169,7,1,0,0,0,#660783834,NA,"L,XL",RODA,Asteroid PRO,Integral,CERRADO,NA,NA,NA,NA,NA,NA,NA
22, Casco Híbrido Crossover Moto Faseed Trooper Certificado Ece ,"1,449",NA,"
			
				Nuevo
			
			
				
					 - 
				
				124
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 8050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,8,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-686224257-casco-hibrido-crossover-moto-faseed-trooper-certificado-ece-_JM?searchVariation=40049216142,7,1,0,0,0,#686224257,NA,"L 59-60cm,S 55-56cm,M 57-58cm,XL 61-62cm",Faseed,Fs-726X,Multi-Modular,NA,Simple,ABS,Adultos,Poliestireno,Unisex,NA,NA
