search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Peso,Línea,Tipo
14, Casco Shox Certificado Stinger Creepy Tipo Mt No Shaft ,199.5,NA,7,17,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/IMCOVALLE+SAS,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=eTwCV2By7O0mw5Bkw9han1u0ggLQnK9hGId8cG9w9wI9pVYbxwrVV9sD34GQ9w8Tqar0crPJanmz0kf4j2Ba5mPat4jUEy4O%2B7wRrDAYG9n5dyk3mBCeiQQduwPKUbJwFg0Y3yjJnYM05eLkEEsMA9MA4xCVHBGqkNyN9vGr6JVrRoxM%2FE%2B4rlmHtTfK5pHJ6AKkIjKj71%2FpT3Gi%2BZBweR%2BpR%2FHn%2FGqIEaquHZzQHwCeHTwH5DnGl9cHMVnA1PtosKrknwdUS0WxggKcgx%2BUYfWjfOWqyV3B6JjLedbv0eU2Xt1H9lYZhVBArRNxStsGBpG9cGjtRyQMKzsHyxEzkmSxq5ptJeuBpvEUOFbT3N92pjDYNMoU9tmNga8qabR36u8xyZSyMWlIJjOuADQL7xPgn3ur%2Bp%2Fidwn%2Bt98%2FLPfCixqFPhJX4pv8uXfykA2rPN2dgjtb5Kr%2B2a4TXo%2FjN1cgneJm0mtHetCf%2Ftvu0hKE%2FK3psliPT6Q92ZJE6FpH7DBmS1NcAlkXczszvz7coFEpZtbbx30LCGbcAUmGYQStarQbu1XPa7I7X1X3NCqs6upJPvpObFBdj%2Fr3mp2b1W%2BYyNPgxjiKgn26nlTubL6S6kplNxFkvEdrQ85bzB7m727hXU8ArGF97%2FMsMICDaKelxS4zrd4%2FWrXShayzd83mj9liirYThA8uvb4XHNq76lcI9TDnQ9t4HVHrEKNlry1gCR5ct1isiiT6Jq2r1MzVgmIzpl%2BsRAZxN1XxCRFPv9y9%2FsZfuI2urDNkrLd1MTpplWxl724o0WyyajeIi2fysE6hPMnvHvMd%2FYplkBtosd05cfIXpxl2jOAjg63nyaFs%2FwfA%2FHn%2FC2jj4tf6mo38gbzUfXfjp8Nbngji8HxyZvDHArXrr01gvK8ArWyy5ziCdloi3yr%2BEb9PHhHdnGRHZCmNKGi1qL%2FVYD7HyOBFkpKEWzbjeZOG1drqrTqNjOc7FxjobvWsX8ycdKfrjr%2BuonT%2BXWaI9G1hBYRoAkWYpmLafCAsyspvr%2FcKlp2GaVGNjg4wWtQIucoWmm%2BVMr8I%2FxmP418h8Xs%2FHmEmS1OLid7G19HysDtCRGppoU5wD%2FASW94XwQTUz8FGipsIZsOEcSEYlRKJ32jVSl8gB7SgLHbWcu06mySC13UP%2Bb%2FF1%2F6XRI%2BntAmDpXKtlP4D9g6r4lmlqXejiD3VecOzihTbm0IVEwEh2nYbbATQEdejZpZ9F4LNK1lEHZ8nYikSlvGaJ6Si3JrC%2FjkQn%2BdjIJldkVAXlLDgPtoeO3OWgJJsRvMyG89Si%2BS3sA4yp9%2BJ%2Bu5wfeWBXcxfCKwMMaWTZ2aifWjALL5%2BhEb6cO%2B12v5CcQVnGx1OZBWwspLrShiPlXg6%2Bya%2FzOeKTBTFIMhw19T%2FT0kY%2Bu7qubvZ177xHOkEQMdoXvIA%2FYAxLZO%2FQVjrF39dRMjJ3Szu%2BBRzhUOQvSvDU7TLZU9NKn2Nk1AS4Fl3PuisBem7vwQYv51FS0LuCaSWaw8RB%2FCWtEPaZ0AjM3j7OQEkVZb4ELdqvK6kqcimLMmN7i%2FEyN%2FN9XUQtGYJlD%2FSp4rBNrIgpQmSG348avFyeqJNV%2BUzGXGdNoE67LWaoaQKFHPn8eD%2B239zMKt4bciMvm7qlB1w6AhqKY%2FrOnF8Vs2gUAMXObGznENL%2FydZmSgBDfYyajr9jRbOaC0wFqzUmtFLyprpDb9%2BT4Ay6U%2BNnXtnOxWHPSLvCdxEYIIL0m72X51e%2Fo3JJuo%2Bq6pKj%2F3MycySNI2LJA%3D%3D,1,0,0,0,0,#513415783,Negro/Blanco,"TALLA L,M",Shox,STINGER CREEPY,Integral,NA,NA,NA
15, Casco Moto Integral Kontrol Certificado Dot + Obsequio - As ,109.99,140,24,16,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-501927986-casco-moto-integral-kontrol-certificado-dot-obsequio-as-_JM,1,0,0,0,0,#501927986,Mate / Brillo,NA,KONTROL,KNT-858,Integral,NA,NA,NA
16, Casco Moto Abatible Doble Visor Certificado Ich Mas Placas ,114.9,169.9,409,391,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,48,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-449639667-casco-moto-abatible-doble-visor-certificado-ich-mas-placas-_JM?searchVariation=21093543550,34,10,2,1,1,#449639667,Negro,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
17, Casco Moto Integral Mt Revenge Certificado Europeo - As ,379.99,NA,24,2,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-460325258-casco-moto-integral-mt-revenge-certificado-europeo-as-_JM?searchVariation=36574696971,3,0,0,0,0,#460325258,Amarillo flúor,NA,MT,Revenge,Integral,NA,Speeding,NA
18, Casco Moto Shoei Rf-1000 Talla S ,590,NA,1,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ICT-4-YOU,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=XCuKTzsoynAs7ZyWhVyJFTQcZU71FqST1TvoYFO%2FFfVurZS98Kk%2BQmLEqGFi32IMhnpnBW1DIhDiG%2BxdJ8NPtiQJmS6jd95VgbUeneC%2FVnUxi4%2BIEojEgjVfnTHSxZoPGZ8H9O1LHqKKDVTn8P8bS4abuZPOCKnwnxjptzNcGAeihh%2FOvp4GVfhMfzm%2F3GYIl1apWm26QLVj1RNHljRuDhVh8mHAmPDf90Q3c3EGDdbggSB4v7QiA121CT5MKUeAqsPUk2rpEsezIj42tZTR%2FpxmmMkCTOgGbK%2BuPeBD1H5clI3tcyNVqnm1vzFOUTOCiwGQbAoZuppToSP7VeAHxm6LLQdZSJBYRFncp11aYoMB%2FonTV7Ki0%2B2G1N08n%2BP9iLYyerLnQ26SU5%2B8pJg0aef2yk%2F6wMajCzeOatEZXQ%2B1KRo4eDepDumzl3CnruhbFd9ctQs6GoEuJAnw8r2GyiA6X3bXoAVrr%2FABgbJ4NLlldGxVRWmmEtXMSl4WHxaKLUy2eixHwFgHMvVOiPkvWq0nOXdTc1V2gue4SSrDioDkqKc9rZU7VY0EAMbXxOsFm7mqyGIlXlGHLFPyIjebg2pVikb3Q53DoRPVG9TpdPmaGW%2FRdM05kDylYdC23DQ21NFOdMqxC8u1LHX6WjT8e7NsLOVwspN8RPmcoigyR2Pmka0JL4NT8CXJ3Kc4OGNvWIrk0wpWtEFYjnnW%2FtkJRoI0iJtECAr2aOJLX%2BVibNZKYrB2Fi9zeO6NCBHEoji4eRDC1hXneYzXas2wYnfHLQ6JrWpX3KkwlU8FVmIpc6EaAAxxJCF4fafgeeQeZZbwbfkPPp%2BVfVJn7tqcRK5gGwEM1uJVJlkWez69OGyUvGvp4Zf0rBMOXeveNGNqfU4An3i2A7%2B%2FAMaMlsNAbIRz7unmLi0zzIAZxQQGwFhWqID640CdNLmvuRLIwqQFg0S0Vbl5q8KYTowDUlOb2VMbdWSCSgBbo57TsEobn3ACfAsK53%2BrjusqMzVqjSHVcRkMDLmd%2BsN%2B9xvg3uN6csSsLdrXx23Yk4Z8UTgNMFWZwJtWWmi%2BGnSKnm3GKRB4aIhzkGahqd0tMkb6OXO%2FNP4tqRxieyaw5DqnGd9eXPrWCzOo7ZNlbGRnnYRJIz28YRUv29Vz7hBV0BfmEOh4g0XdVsI7NUNFN41hANhUzdvFcBhnE1BQ5YvOFPpsyBRNiV%2FhHiSRYA%2FfNbr3WCT6gEOjVFx4zcsI2KvqCgGvb%2BuFYC%2FlFlqdCBG0tefT%2Fh2GGs1titP%2BkNAibl0434yzti5fnMXRKN77jSRvOcyFbYkTq5Ow5tE30RO34fmlbaKg8rp%2BvvQUWfZZG3a3Jnuea%2FtyqXWFWTxBOqq6IdBcxkydsUETxs2ti%2BwSoNqJnFvwnymPR0L1SeK4UXC9DerrDEGPBXlL%2FQZdxNW6fknig5MiXm8zcSkx1jWhbmKOliX7u07mJUbLTL4ztAHLbQsHF1Irq13V5ufOUIEA1Gdd7kqackd5HBJQ8fdbJ3bN5oqKONfW89w0h35TsCno%2ByzLXADeVUqX6JtPOToyjTDBS5W3cIocZxIXKMgSGPvtc0RIx67KLPsTfVXOI1j8h6IpkBUYSL1nG%2B6PYJ7koOP%2FK%2FJuo89H5Ofeg4Q5wjG2112kyo9mEyq3nqYE%2FjfJEidFE7vzar3pX9DPv7VOUuYFaZkwtX590fjPPe4gDkH9lJm63LW2ZC%2Fm2Jnf7%2BsVbuhY9bHLKTWr,NA,NA,NA,NA,NA,#513097909,Plateado,S,Shoei,RF-1000,Integral,NA,NA,NA
19, 2 Cascos Abatibles Doble Visor Dot + Pasamontañas - As ,199.99,240,89,20,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,9,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-456597030-2-cascos-abatibles-doble-visor-dot-pasamontanas-as-_JM?searchVariation=17680791576,7,1,1,0,0,#456597030,Negro,M/L/XL,ICH,ICH-3110,Rebatible,NA,NA,NA
20, Pinlock Casco Lamina Antiempañante ,59.9,NA,59,5,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.3,6,https://perfil.mercadolibre.com.co/COJE1458660,https://articulo.mercadolibre.com.co/MCO-477622802-pinlock-casco-lamina-antiempanante-_JM,5,0,0,0,1,#477622802,Transparente,NA,TRIMON,NA,Integral,NA,NA,NA
21, Casco Moto Abatible Ich Certificado Dot Oferta ,109.9,NA,49,400,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/LUJOACCESORIOS.,https://articulo.mercadolibre.com.co/MCO-452707556-casco-moto-abatible-ich-certificado-dot-oferta-_JM?searchVariation=17157074010,2,1,0,0,0,#452707556,Verde,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
22, Cascos Moto Certificado Ich 3110 + Eco Regalo ,115.9,NA,43,117,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-456336444-cascos-moto-certificado-ich-3110-eco-regalo-_JM,1,0,0,0,0,#456336444,"S,M,L,XL",,ICH,3110,Rebatible,1300 g,NA,NA
23, Casco Abatible Doble Visor Ich Certificado Dot Oferta ,99.9,149.9,38,395,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-451519145-casco-abatible-doble-visor-ich-certificado-dot-oferta-_JM?searchVariation=19434542345,2,0,0,0,0,#451519145,Negro,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
24, Cascos Moto Cross Certificado Hro Mx330 Integral +obsequio ,159.9,NA,20,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-504577586-cascos-moto-cross-certificado-hro-mx330-integral-obsequio-_JM,1,0,0,0,0,#504577586,"L,XL",,HRO,MX330,Integral,NA,MX330,NA
25, Cascos Moto Ich Abatible Certificados Doble Visor ,109.9,159.9,20,109,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-472297009-cascos-moto-ich-abatible-certificados-doble-visor-_JM?searchVariation=24243151273,1,0,0,0,0,#472297009,"Azul,Amarillo neón,Azul,Fucsia,Gris,Naranja oscuro,Negro,Rojo,Verde","S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
26, Casco Certificado Icon Airflite Battlescar Integral Dot Ece ,869,NA,5,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MYTECHCO,https://articulo.mercadolibre.com.co/MCO-510032063-casco-certificado-icon-airflite-battlescar-integral-dot-ece-_JM?searchVariation=37246860015,NA,NA,NA,NA,NA,#510032063,Verde,"M,L",NA,NA,NA,NA,NA,NA
27, Casco Cross Para Adultos + Gafas + Obsequio ,63.7,NA,28,142,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4,1,https://perfil.mercadolibre.com.co/OSSA3358167,https://articulo.mercadolibre.com.co/MCO-503610375-casco-cross-para-adultos-gafas-obsequio-_JM,0,1,0,0,0,#503610375,NA,NA,NA,NA,NA,NA,NA,Cross
28, Casco Shox Certificado Stinger Creepy Tipo Mt No Shaft ,199.5,NA,7,17,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/IMCOVALLE+SAS,https://articulo.mercadolibre.com.co/MCO-513415783-casco-shox-certificado-stinger-creepy-tipo-mt-no-shaft-_JM?searchVariation=37200429749,1,0,0,0,0,#513415783,Negro/Blanco,"TALLA L,M",Shox,STINGER CREEPY,Integral,NA,NA,NA
29, Pinlock Casco / Antiempañante Para Casco Motociclista ,59.9,NA,25,4,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/COJE1458660,https://articulo.mercadolibre.com.co/MCO-489078318-pinlock-casco-antiempanante-para-casco-motociclista-_JM,2,0,0,0,0,#489078318,Transparente,NA,NA,NA,Integral,NA,NA,NA
30, Casco Abatible Ich Certificado Verde Policía Oferta ,99.9,149.9,40,38,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-454482599-casco-abatible-ich-certificado-verde-policia-oferta-_JM?searchVariation=17287461092,3,0,0,0,0,#454482599,Verde,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
31, Casco Moto Cross Niñas Y Niños + Gafas + Obsequio ,61,NA,29,141,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/OSSA3358167,https://articulo.mercadolibre.com.co/MCO-503612005-casco-moto-cross-ninas-y-ninos-gafas-obsequio-_JM,1,0,0,0,0,#503612005,NA,NA,NA,NA,NA,NA,NA,Cross
32, Casco Ich Dot + Llavero + Placas ,95,NA,33,3,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/POSA4722849,https://articulo.mercadolibre.com.co/MCO-493753358-casco-ich-dot-llavero-placas-_JM,1,0,0,0,0,#493753358,NA,NA,NA,NA,NA,1000 g,NA,Rebatible
33, Casco Ich Abatible Doble Visor Certificado Dot Gratis+placas ,109.9,159.9,83,118,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.4,9,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-451663775-casco-ich-abatible-doble-visor-certificado-dot-gratisplacas-_JM?searchVariation=21233702252,5,3,1,0,0,#451663775,"Rojo,Amarillo neón,Azul,Fucsia,Gris,Naranja,Negro,Rojo,Verde","S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
34, Casco Icon Alliance Dark + Visor Oscuro- Omi ,499.59,NA,45,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,11,https://perfil.mercadolibre.com.co/OUTLETMOTERO.COM.CO,https://articulo.mercadolibre.com.co/MCO-455276293-casco-icon-alliance-dark-visor-oscuro-omi-_JM?searchVariation=17288117369,9,1,1,0,0,#455276293,Negro,L,Icon,ALLIANCE DARK,Integral,NA,Alliance,NA
35, Casco De Moto Calle Para Adultos Arai Cosair-x ,4650.599,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMPPERA,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=hWcBXFbeOkEJ8WcO2v65r3IC7HL3zCkPROj3DX5v2Nmpz8U2a%2FIVtNi5D07TVKIBEckX0tyIFaUjySWRCHQMJyfFefXlhvEdA0z8%2FNGdJB2JEGWlg1RrGcXI9SFOOM4bNnEnW4akKxLTX32ae3T830%2FWFJLlu%2BnuJoFUpWCU9cBHDlSxKUJqlmIY%2FKJLhxfnj4onnCS5l9BwtQPzZWJ9GgbiQch8%2Bn1JY4ZjaB0%2FGurNkyITgfDKOCeDGjsbgGuIOvOfM4tj%2F8gEnEoQmpdLhw%2B4ayfL0DRQhSMP%2B1mhUtUsISKITtilvM7d7%2FKLZaDNlpoxpGj9OtCBl4txbVEqE%2BwPEkzQjXtNTksJDcqj5rVoRteegiIfDdL%2BxoaYH%2FZ91ACrGVXIeK7FG%2BrMyQty6X18AJbwvSj18E9dtPFLPFmMqvjtEKkqP%2B1cipntoJyytRcVQ4TEx8yrD7WNpIZvMx6sXf7lzvP3v4PK%2F6rwp41UwSOh1Q2R5i57eObUVE2KbGyh2IDO0UVAvTKn%2Fwx24hNM1KKDi5YLmGTmQUld9k8Zxg898mxThORhB7kPfecjZ6SpihhgQ4RDFdJKUfgcSd78lvdvbo3UMN0qFlMszXZaZ4vm0TaPSgeFqDyAXFl3mMTodtdll%2B0Mo7bGzIHT7%2Fho7MBuNU788uE3UeyOh0k2BFJ%2F%2BViLQYABHyaXPY4zcYPYHXtaqWGElHdOZZUmonB2NUdaRDJWBfHyUFXzeHYSXekaLbWev%2BI0DHKQnxIqKJ1NTt26dKEbDXyBu9zM6teD6eLSMhghGQzAdScmk7CLEBqoxHtd32cdCz1vqtEYwFIxc%2BQgWYRGSAfSaymuylO7BOOyODk4IzvtwzUTesnVAFRejs9upYArvUQvEe5TJrljlgpRYigjGDIWuYc4r6Orr3nK0thzQDuw2MkMmjqxZ2Wx3eFb7nvst5%2Bd0b%2Bu6%2FKJPUO6ckYQRnjK%2BZ2TCVTZAxe34llBggg4mqjEiHyxJdoMaA2GAvbySIT%2FsfshV6HT%2Byb%2B2DLiECllYgMF18aISSkEpT7iYgnmhJDGU4NbUA2ZEdgZXsl0d2OwQ661llP8mB7Yy1B5GO9fx6K1XQ7Kj6FEV%2FN1RM01N1qvLjvRHIuu46BJODxNHY3NeIi0otms5YdrKCMNI58f6eCp7HtZCEFE8M%2FtAjd4%2FTVecBi66elUxbr%2FI1e%2FDyaUgnTC7e7S%2FhfuxMVY5qSDXmCjgV8Z9ISFmjG%2BsXkW4%2BT2otUJJG7807xj2KcGNrFW8zOcTIqYV4HrCyOxgCZSOE5uW%2BhsbGWAJMrJ1p3XbDHd5rxZ%2BGqrSl6dNKLcx1XyN0gAC8d%2BH%2FbrO4FLUGL3YeZHx44eMGysS2FwA6D3mSXsnBAHYrJ%2FIos7O%2BhOG7yeSuWfN8kDPdtGO%2BXeabOeSUX8InYRyXIyPbknHt8lQw1uGXmnyznNp2bOV4ATxZfR5GxP0Do3z8sqtf8NWmfBCaULsS%2B3lvVMhro3wxVEA3BEI3k0PYDPTHYw1sAb9MYNsdaE6v0xRXlfV33VsYKblRgJ3803%2FhDUTd3UVQf1zaTzF1XKWBkgCOdD6%2F%2BRS2PD9VKeUxnHDTtNh30KSjP7UJ6AIcz5NUXDxut636cB%2BT91J1H6Iw6OmtjenAwkIaD%2Bg0poWiof84XB5GsBRPVYkqShVK8wYpeSh3rbEkPnJt%2FnwcLsfizD0iAexGcvxW7g9qXY7erSnaLTStgzuRn0UvL%2FmPGZbJcTVskOF6S32u00tJM%3D,NA,NA,NA,NA,NA,#505909648,ONE COLOR,NA,Arai,Imppera,Integral,NA,NA,NA
36, Casco Abatible Ich Doble Visor Certificado Dot Gratis Placas ,109.9,NA,12,28,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/LUJOACCESORIOS.,https://articulo.mercadolibre.com.co/MCO-449657535-casco-abatible-ich-doble-visor-certificado-dot-gratis-placas-_JM?searchVariation=26130104907,1,0,0,0,0,#449657535,Rojo,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
