search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso,Tiempo de carga
921, Afeitadora Electrica Cara Cortadora Barba Multifuncion Gama - Gran Potencia - Piel Suave - Rasuradora - Garantia Oficial ,2463,NA,135,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,97,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=cuIijwgm%2BGSeRj3jgAYMOPFVnvdhDr8ccumPgzuryFCQ5vp9LuRbzDYYi%2BkCqR9pkGeT7NGH07vK%2Bg7Up318vnR1%2Bto3lIbiQGROlm%2F%2BE21MXYTu2iZrbuCd%2BpQWfzL2hLccH62CPxQqCRhSsGsb9%2BoN7t2R7X0kVVT%2BJSGaoF6cNyWMnUtFu7l3Hq7mTy3bMQjEX6NHtOHyDnA0bbSEqWMcM76wjuK4T4pu4zZc6Zt9eJ2KG9OAYhBxenLPsFMWE8iFoXlyd51egDEne3WeRlr4p8zA%2FW512ZYuicm38bYmos6BsiD3C3nWt3FiI0HhYYNh78a9pz9OizVXrQ3Eo0wl9h3%2F4FnvQZEAu1%2B2P7VA12n9tdtOraqD%2BQt8bZ3M5oosML%2FW8lb5SAWlbt9s3xInEH4j4pMZdgwNqp4rfBvwVC6mmaZxXKf4OW3y5%2BITymOe68ZhnwzQ1e4UuGJ%2Ft0jj9pt3J6STTP5aQvy%2FcB%2BivWVg8VbkXiWnzivySiXbETmV2hyMCB0%2FuLcYUfl%2Bzs8%2FM0n8jO964gP4N97qUMObR1n4tZNHoIzvKmFIjGAjj25RcGaQkv2Vfz48R9pVuCz1CkFh4fVhPZd72xyTarqlQZi73hCBggvPtDncE48Itqx%2FW8poQXUfDRSTxx15B9DJ4uDZXmxoS2qstXVyB%2B0GoAFLXFa2cYfbzt2pVCd%2BaxOguBOvywRJgH9JxUPpyFw%2FTKdcwIGuNou099VP%2B5ah%2BBfVOtFAeUAcQxO48N8BRAscafMVobhqHluPKHE%2BPy28MI9H3qGneTVP%2F4rBwIraet%2BMC2PwcoqIjhNAyuemuKbstSBWpBoKBtm1Q3%2BOpsR8zJOFDPjtqk4dVG4YJivwbqneRiJLjKyYeo2cXPLMy9Ol%2FZ%2FEE7vf2%2BsOaysB2UY2ftcx0HFFjwgBBfdW99v7NMl%2BFZx9cR%2FICDUlbLvhgCa%2F3%2Fc%2FMahDE6x9Xz9bXDaTvrPkqoiJ%2BEqnbOUahxA4AFMGyAfpsgCmeoFd%2F2zyUbdC2ygE1yTf67ocJVR8iq7HTgqMnAB5CtYCy02koGlq79Uhz2Kk0hzpiI4dHvMBmqG4%2BFEMIwxBD0MBYR%2FNnlUaAsUW0im4yD4aC5rZ6tyZbp1EmbS5Cnnv9arS5M9dvAkUEZ6mqGEbjiL3iz2e6VihCWw5MR%2F3I43qz%2FuU51a4CRMgOgPB6xSL5OmsOdV75C7mmgKZ%2Fo%2FTzAJYmBoORvqSty%2BVy5CPBy13P5PaWo%2FMqyzYRHpfv1JxwSNfb4PvqfpUDp4CCkItJNpGoI2JLdvfYSTze5bRYxG2gPddbIMsL5mKF9tGvd9BPwUQpFtVlNHRd8ZurdwaR8nAPk3bTnLb5lDgOsJINKufphiiL5zluFTVNbDWMbgQwm3ND9XJvJN2VVrEix78GkNWFxryDcnTYbrL9szcFgrsHeJ5EdfOELZ%2BpYaaV2ljuoJr2UgjFCLV5x%2Bg%2BO4KEg1L3AWlri1Xgam1i91MkhzTb4FvwKdt0tyq%2FKKiDMU3iDqpEGEr%2BAkeYnAAOheAzBLzuJpj1rOjGz1DJ%2FqP6rTIL5tcaM%2FB7tx1CbpHuaxLheE6UoSd0IocZ93sBSDhU4xyiiHxzJJmnoJeHMo1aFyMyvUXoLI87MyNiMy%2BWuv4t4zGzS3Y117JbSETGWRxW9C9nJgX5zJFjvaZdtM%2FErD6qTMgO3Y98vObt8IunNQv2wCuFF5EbKTKqiUJklxPmMCoILq4huoPZOqB%2FkfDOaNVSDxwn2Zu7nOfhzpUK69ju4hZE7SVKamhkDHkJW4JGQieUBE2NO01FavbAppC3BDacqgPfFmohKFKoVEb1M%2F0BeDrWJ7Kr6he3bCyRYZUDk8160a7D6bkVBZJHw46X2a45w535fDaxTOw9g%3D%3D,64,28,2,2,1,#598101851,GA.MA,Multifuncion,Multi,GSH,1,Corriente directa,Ergónomicos,NA,NA
922, Cargador Afeitadora Philips Powertouch Aquatouch Sensotouch ,990,NA,14,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FUENTESTODAS,https://articulo.mercadolibre.com.ar/MLA-666194072-cargador-afeitadora-philips-powertouch-aquatouch-sensotouch-_JM,1,0,0,0,0,#666194072,Philips,BLACK,Philips,NA,4,NA,NA,NA,NA
923, Respuesto Cuchilla Afeitadora One Blade Philips Ml ,1112,NA,2,7,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULLONEFULLONESA,https://articulo.mercadolibre.com.ar/MLA-792339126-respuesto-cuchilla-afeitadora-one-blade-philips-ml-_JM,NA,NA,NA,NA,NA,#792339126,Philips,OneBlade,qp210-50,qp220-50,NA,NA,NA,NA,NA
924, Winco Afeitadora Electrica Recargable Corta Patillas Gtia ,1519,NA,89,20,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,24,https://perfil.mercadolibre.com.ar/VENTAS_TECNOCENTER,https://articulo.mercadolibre.com.ar/MLA-623644911-winco-afeitadora-electrica-recargable-corta-patillas-gtia-_JM,14,5,3,0,2,#623644911,Winco,Hombre,W-812,NA,Electrico,Batería,Universal,NA,NA
925, Afeitadora Philips S5420/02 Aquatec ,4500,NA,1,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,63,https://perfil.mercadolibre.com.ar/NATASADANTE,https://articulo.mercadolibre.com.ar/MLA-766989626-afeitadora-philips-s542002-aquatec-_JM,44,13,2,2,2,#766989626,Philips,AquaTouch,S5420/02,S5420,45 min,voltaje universal,Flexibles,NA,NA
926, Afeitadora Eléctrica Braun Series 1 130 Ml ,3290,NA,1,41,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULLONEFULLONESA,https://articulo.mercadolibre.com.ar/MLA-767431840-afeitadora-electrica-braun-series-1-130-ml-_JM,NA,NA,NA,NA,NA,#767431840,Braun,Series 1,S1130,S1130,NA,Corriente directa,NA,NA,NA
927, Cargador Afeitadora Philips At 898/14 Envio A Interior ,990,NA,3,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3,1,https://perfil.mercadolibre.com.ar/FUENTESTODAS,https://articulo.mercadolibre.com.ar/MLA-757853315-cargador-afeitadora-philips-at-89814-envio-a-interior-_JM,0,0,1,0,0,#757853315,Philips,BLACK,AT898/14,AT898/14,120,220v,NA,500 g,1 m
928, Shaver Gemei Nuevas En Caba Cerrada ,1500,NA,0,100,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/NIQOLASMOSQUERA,https://articulo.mercadolibre.com.ar/MLA-783649894-shaver-gemei-nuevas-en-caba-cerrada-_JM,NA,NA,NA,NA,NA,#783649894,Gemei,Rechargeable shaver,GM-6100,NA,NA,corriente directa y batería,Removibles,NA,NA
929, Afeitadora Philips Qc5130/15 11 Posiciones Uso Con/sin Cable ,1998,NA,3,30,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LAFRANCO+PERFUMERIA,https://articulo.mercadolibre.com.ar/MLA-728148768-afeitadora-philips-qc513015-11-posiciones-uso-consin-cable-_JM,NA,NA,NA,NA,NA,#728148768,Philips,Qc5130/15,QC5130/15,NA,NA,NA,Removibles,NA,NA
930, Kit Aseo Para Viajes Nasal Y Mini Trimmer Travel Gear Wahl ,760,NA,1,99,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CO+NLINE,https://articulo.mercadolibre.com.ar/MLA-777105724-kit-aseo-para-viajes-nasal-y-mini-trimmer-travel-gear-wahl-_JM,NA,NA,NA,NA,NA,#777105724,Wahl,HOME,KIT VIAJE,NA,NA,Pila,Removibles,NA,NA
931, Magic Clip Gold Edición Limitada ,8900,NA,0,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DANIELA2135,https://articulo.mercadolibre.com.ar/MLA-808037655-magic-clip-gold-edicion-limitada-_JM,NA,NA,NA,NA,NA,#808037655,Wahl,NA,NA,NA,NA,NA,NA,NA,NA
932," Cortabarba Philips Qt4019/15 9 Posiciones, Acero Inox ",1499,NA,71,13,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,16,https://perfil.mercadolibre.com.ar/HOGARSTORE,https://articulo.mercadolibre.com.ar/MLA-654390188-cortabarba-philips-qt401915-9-posiciones-acero-inox-_JM,12,4,0,0,0,#654390188,Philips,Series 4000,QT4019/15,QT4019/15,35 min,NA,NA,NA,NA
933, Philips Shaver 3000 Closecut ,1300,NA,1,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/EQUILP2,https://articulo.mercadolibre.com.ar/MLA-791804546-philips-shaver-3000-closecut-_JM,NA,NA,NA,NA,NA,#791804546,Philips,Shaver 3000,Shaver 3000,NA,NA,Batería,Flexibles,NA,NA
934, Combo Remington Afeitadora R0050 + Corta Mb4130 + Kit Corte ,4149,NA,1,24,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,13,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-788611452-combo-remington-afeitadora-r0050-corta-mb4130-kit-corte-_JM,9,3,1,0,1,#788611452,Remington,Flexible,R0050,NA,NA,220,Flexibles,NA,NA
935, Máquina De Afeitar Eléctrica De Uso Recíproco Con Cuchillas ,1024,NA,1,10,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/LANLINGXINAR,https://articulo.mercadolibre.com.ar/MLA-788056186-maquina-de-afeitar-electrica-de-uso-reciproco-con-cuchillas-_JM,NA,NA,NA,NA,NA,#788056186,NA,NA,NA,NA,NA,NA,NA,NA,NA
936, Afeitadora Eléctrica Recargable Braun Series 3 310 Ml ,5390,NA,1,21,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULLONEFULLONESA,https://articulo.mercadolibre.com.ar/MLA-767431839-afeitadora-electrica-recargable-braun-series-3-310-ml-_JM,NA,NA,NA,NA,NA,#767431839,Braun,Series 3,S3310,S3310,NA,Batería,NA,NA,NA
937, Afeitadora Recargable 4d Shaver 3 Cabezas Pritech ,1200,NA,2,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ELECISCO,https://articulo.mercadolibre.com.ar/MLA-680425523-afeitadora-recargable-4d-shaver-3-cabezas-pritech-_JM,NA,NA,NA,NA,NA,#680425523,Pritech,NA,RSM-1363,NA,NA,NA,NA,NA,NA
938, Maquina Para Cortar Cabello Afeitadora De Barba Eléctrica ,1065,NA,0,NA,6 cuotas sin interés,NA,NA,NA,NA,NA,4.4,5,https://perfil.mercadolibre.com.ar/BEIJIAYUEAR,https://articulo.mercadolibre.com.ar/MLA-797998248-maquina-para-cortar-cabello-afeitadora-de-barba-electrica-_JM,3,1,1,0,0,#797998248,Kemei,NA,KM-666,NA,NA,NA,NA,NA,NA
939, Wahl Magic Clip Cordless ,8225.000,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FRUIZ9729,https://articulo.mercadolibre.com.ar/MLA-785376110-wahl-magic-clip-cordless-_JM,NA,NA,NA,NA,NA,#785376110,Wahl,Magic clip,2019,NA,NA,Batería,Planos,NA,NA
940, Afeitadora Rotativa Remington R0050 Doble Hoja De Corte ,1399,NA,3,24,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,13,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-721770317-afeitadora-rotativa-remington-r0050-doble-hoja-de-corte-_JM,9,3,1,0,1,#721770317,Remington,Hyperseries,P0050,NA,1,220,Pivote,NA,NA
941, Combo Remington Afeitadora R0050 + Kit Corte 5 En 1 Pg181 ,2349,NA,1,24,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-790894675-combo-remington-afeitadora-r0050-kit-corte-5-en-1-pg181-_JM,NA,NA,NA,NA,NA,#790894675,Remington,Flexible,R0050,NA,NA,220,Flexibles,NA,NA
942, Maquina Body Gama Grommer Gr 500 ,2550,NA,1,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,36,https://perfil.mercadolibre.com.ar/DAPASHOGAR,https://articulo.mercadolibre.com.ar/MLA-643154980-maquina-body-gama-grommer-gr-500-_JM,20,10,4,1,1,#643154980,GA.MA Italy,NA,GR 500,NA,NA,NA,NA,NA,NA
943, Philips Oneblade Pro Qp6510/20 Recortá Modelá Y Afeitá ,1899,NA,3,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,251,https://perfil.mercadolibre.com.ar/365+STORE,https://articulo.mercadolibre.com.ar/MLA-760437510-philips-oneblade-pro-qp651020-recorta-modela-y-afeita-_JM,161,66,18,3,3,#760437510,Philips,OneBlade Pro,QP6510/20,QP6510/20,60 Minutos,NA,Planos,NA,NA
944, Cargador Afeitadora Philips 4.3v Original ,392,NA,1,46,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/XTR.ML,https://articulo.mercadolibre.com.ar/MLA-804955849-cargador-afeitadora-philips-43v-original-_JM,NA,NA,NA,NA,NA,#804955849,Philips,afeitadora,NA,NA,NA,4.3a,NA,NA,NA
945, Cortabarba Braun 5010 A Pilas 5 & 8 Mm (f) ,1390,NA,1,4,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SIGLOXXCOMAR,https://articulo.mercadolibre.com.ar/MLA-737858807-cortabarba-braun-5010-a-pilas-5-8-mm-f-_JM,NA,NA,NA,NA,NA,#737858807,Braun,NA,5010,NA,NA,NA,NA,NA,NA
946, Combo Remington Afeitadora Xr1400 + Corta Barba Mb4130 ,3899,NA,1,24,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,5,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-790902778-combo-remington-afeitadora-xr1400-corta-barba-mb4130-_JM,4,1,0,0,0,#790902778,Remington,Verso,XR1400,XR1400,NA,220,Flexibles,NA,NA
947, Nuevo Afeitadora Eléctrico Para Mujeres - Damas Afeitar Eléc ,1195,NA,1,9,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/3CELECTRONICSSTOREAR,https://articulo.mercadolibre.com.ar/MLA-797863349-nuevo-afeitadora-electrico-para-mujeres-damas-afeitar-elec-_JM,NA,NA,NA,NA,NA,#797863349,NA,NA,NA,NA,NA,NA,NA,NA,NA
948, Afeitadora Philips Aquatouch At760 Recargable Humedo Y Seco ,3799,NA,0,2,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SHOPPINGNETARG,https://articulo.mercadolibre.com.ar/MLA-761927398-afeitadora-philips-aquatouch-at760-recargable-humedo-y-seco-_JM,NA,NA,NA,NA,NA,#761927398,Philips,Afeitadora,AT760,NA,40 min,NA,NA,NA,NA
949, Combo Cortador De Pelo Hc4250 + Kit 5 En 1 Pg181 Remington ,3757,NA,1,9,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/VENTAS+ONLINECBA,https://articulo.mercadolibre.com.ar/MLA-802080784-combo-cortador-de-pelo-hc4250-kit-5-en-1-pg181-remington-_JM,1,1,0,0,0,#802080784,Remington,CUIDADO PERSONAL,HC4250+PG181,NA,NA,Eléctrica,LAVABLES,NA,NA
950, Maquina De Afeitar Corta Barba Pelo Regulable Recargable ,1950,NA,35,49,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MOJOJOJO-TIENDA,https://articulo.mercadolibre.com.ar/MLA-618204321-maquina-de-afeitar-corta-barba-pelo-regulable-recargable-_JM,NA,NA,NA,NA,NA,#618204321,Surker,Corta Pelo/Barba,AFEITADORA,NA,NA,Recargable,"Plano, Regulable",NA,NA
951, Afeitadora Philips S1310/02 Uso En Seco ,2999,NA,3,20,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,62,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-784313280-afeitadora-philips-s131002-uso-en-seco-_JM,37,17,6,2,0,#784313280,Philips,Shaver Series 1000,S1310/02,NA,NA,NA,NA,NA,NA
952, Afeitadora Philips Eléctrica S5070/02 ,3939,NA,1,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,212,https://perfil.mercadolibre.com.ar/MASTRONARDIHOGAR,https://articulo.mercadolibre.com.ar/MLA-749248117-afeitadora-philips-electrica-s507002-_JM,141,55,13,0,3,#749248117,Philips,AquaTouch,S5070/02,NA,40,Batería,NA,NA,NA
953, Afeitadora Electrica Philips S1310/02 ,3110,NA,1,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,62,https://perfil.mercadolibre.com.ar/MASTRONARDIHOGAR,https://articulo.mercadolibre.com.ar/MLA-738118343-afeitadora-electrica-philips-s131002-_JM,37,17,6,2,0,#738118343,Philips,philips,S1310/02,NA,NA,Corriente directa,NA,NA,NA
954, Afeitadora Cortabarba Philips One Blade Pro Qp6510 Cortadora ,2999,NA,5,999,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,251,https://perfil.mercadolibre.com.ar/BAZA+10,https://articulo.mercadolibre.com.ar/MLA-742796650-afeitadora-cortabarba-philips-one-blade-pro-qp6510-cortadora-_JM,161,66,18,3,3,#742796650,Philips,OneBlade Pro,One Blade Pro,QP6510/20,Cortabarba,Corriente directa,Giratorios,NA,NA
955, Philips Qp6510 Oneblade Pro Afeitadora Modeladora Delineador ,3499,NA,20,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-721199583-philips-qp6510-oneblade-pro-afeitadora-modeladora-delineador-_JM,1,0,0,0,0,#721199583,Philips,OneBlade,QP6510,QP2520/20,60 minutos,Batería,Flexibles,NA,NA
956, Afeitadora Remington Titanium Msc-140 ,829,NA,2,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,6,https://perfil.mercadolibre.com.ar/CASA-DEL-SONIDO,https://articulo.mercadolibre.com.ar/MLA-679314269-afeitadora-remington-titanium-msc-140-_JM,2,2,1,1,0,#679314269,Remington,Titanium,MSC-140,NA,continuo,Batería,NA,NA,NA
957, Maquina De De Afeitar Usb Recargable Yoko 3 In 1 ,1138,NA,0,100,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/AMSTERDAM_IMPORTADOR_DIRECTO,https://articulo.mercadolibre.com.ar/MLA-771376058-maquina-de-de-afeitar-usb-recargable-yoko-3-in-1-_JM,NA,NA,NA,NA,NA,#771376058,Yoko,NA,YK-6558,NA,60min,Batería,NA,NA,NA
958, Combo Afeitadora Pr1235 Remington + Kit Corte 5 En 1 Pg181 ,1998,NA,15,88,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,3,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-667563774-combo-afeitadora-pr1235-remington-kit-corte-5-en-1-pg181-_JM,1,1,1,0,0,#667563774,Remington,Kit,PR1235 + PG181,NA,Utiliza la afeitadora inalámbrica por 40 minutos,Batería,Giratorios,NA,NA
959, Philips Norelco Con Cable Eléctrico Máquina De Afeitar De 11 ,2839,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798924137-philips-norelco-con-cable-electrico-maquina-de-afeitar-de-11-_JM,NA,NA,NA,NA,NA,#798924137,Philips Norelco,NA,S1150/81,NA,NA,NA,NA,NA,NA
960, Afeitadora Portatil Rca R6r002 Con Carga Usb ,1010,NA,5,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DESPENSADIGITAL,https://articulo.mercadolibre.com.ar/MLA-628151257-afeitadora-portatil-rca-r6r002-con-carga-usb-_JM,NA,NA,NA,NA,NA,#628151257,RCA,Afeitadora,R6r002,NA,Afeitadora,NA,NA,NA,NA
961, Máquina Afeitadora Profesional Foil Fx02 Babyliss Pro ,6290,NA,2,45,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,3,https://perfil.mercadolibre.com.ar/DISTRIBUIDOR_GLG,https://articulo.mercadolibre.com.ar/MLA-755850847-maquina-afeitadora-profesional-foil-fx02-babyliss-pro-_JM,2,0,0,0,0,#755850847,BaByliss,Pró,FOILFX02,NA,3hs,220 v,NA,NA,NA
962, Bateria Panasonic 1611 Original Japon (con Envio) ,1799,NA,16,40,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,561,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=5IB5d5bcLGtespuO7rTw7c%2BCMD2C9r0fAyNeRtwzU6XS1Sa3zvlA0dtzl%2BlJWI3NI6nfKPRQV5qkDiH%2BUoTXUSlmTpBJ7eyfewrZEOApHbLkek70WR1OJcBoMzitE3Nbwipw9WnKp5%2F%2FO3xpiAZ3%2BJAcUZfI30TPOn9cFOpyus21P3wrWEAq378t7K0GM6Jr6bXoGcrQHTXZN61%2F3g7zd3Ii47cudBOnb7BwLOSxgmdVZDKwp1u65KWmXOQ80Pv6CKg84%2BQZhZ09TG30fl%2F1hGesMv0qyi4piOloBlIjNl%2B5B6FMUSR2YRkgZEVtJmRi3Mb0SOOiTjG8lH506UTAVKCQZPSBehsrvHnhq6rxrDUpe0m8JQrWZs4jLE7zhdr%2BZw5QLFx8tI6ckFmI%2FQRllx8Dps7GLfdRwc3nQA55dzeWQEOIFZ0eTurODMPAJBjsW92Gk2rlEyb1xKWfSAw7rOANgqGRpy9b5mcUlq0Il0NGlbp%2BuEUqdCBUbGu2xbclfvrAUrjMaBbzno%2BaAmy3tubQEvMXr36Q9kAX7KV3qCfq3%2BKBGUixs%2BSiynWh89Kv53THje7ESfASFW1Zv0zay%2FGry3iIvAfMk7HoOeEYgUOy7RtgSVLfzJgfhtAANX5JFRQwQ%2BW89uUQ9bgDI4Lmyz6Cc8S3WHsdpUw6jbFukIcfPhCYwCQHI2bnmk6wbFMLHpfX0xykvXLxFTP7Cc1tJmqQsEoDsQdoiJsdLtLtO8i89O%2F5LIa5y57bf5aydXsndPfqPeEh7Z%2BDZfgshZG0U1bvY7oDxRtAlSAo%2F2PKJEz4wWSJnlDvtA40CJNff5IPAt6s2TLVXhCyr87j3c8OUIWPSlt4Fi82LCzky0hnewdD%2BOcjKfXU%2F9xBsUSB55d%2FkR98ns9UG2wVwaqYg9hgyvUm%2Bed8JX4BH5bSctof2dzOPtcEatnOqstwveJJcp5FD9qXmmc%2FrpWzCPgkOoqTMgfYzIsPyFIoegQ1tCYtSY70tw%2BQZR9ugQ3AjIcKtwua0PQyUSVMMCg%2FGJoJlzH%2BJDBBqPt3%2BzNyPyzyRoGNbmimIsSV1gOrtwBr31m86sVIMs7OZn4A1oxOmj9oGhrxAYyDlPze0eQlAvOnmV17njtrfiZbpnYzbyOFX1Z%2F%2FFSTQFyGl4QAtkdC94BXVX2qAfZIMGP3uPgA1zt1TBO7nL1vjeC4Rcie9IQDroaISx5UrldxK6W0%2B5S7BtbaBE3%2BCh4XVbkfdb6b8vq3fvOQqX3G25e8hRL3g9vE3wYZ%2FuMxJPKKlLd5%2FDiCgM64IiNLiZv7ht7NeNyCgT%2FQKmQOyTcER1aHreUJNrj8%2BT%2FkFL5ejuI0yZWiifb3SRHljXyaFMbsem1Bj1rnS4QyegdZrg%2FX02Y6lVQslNFNxtoJjTZ9fqPfUdPGoqM5b0ENKHniwBBIkM9%2BsUZzF53AtWdfJpXmur1VeSZv%2Fgn8GBjKj4I0acni4rnDni0%2Bom3ytL37ywUFS6UuY5j2vCrMoMzBx8DWJPnf1I8CzD2HvoBYIhySrRyfTvjzzem3%2BJ1dsXBMAH9izoycLZeNSr6nEHifD7YKVZfUVnbIhNUr3i6aFvWaRLtaioq7kjZyfFQNEvR53cX1nbmiBYfE9OuufzD%2B%2BbCDQF8fB4T9OkFvERSqqoSsxmdNgifnyKYRg4t%2Fto9%2Fz6Fgz4qjsDIXXj1IpKhWpXdZ0IExI1jD7KNWJp4csm4BK3kVwGFEjShwuOHYPakw6qsyrq1GU4yygqavdge7qWZlD00R6OfNlKAH8WMO7vgdWIUBXzgkS6%2B5qUH1xhe6qkPiNYakiWtK7uAfqfXjkQ%3D%3D,378,123,38,13,9,#780635766,Philips,AquaTouch,AquaTouch,NA,NA,Batería regarcable a 220v,Ergónomicos,NA,NA
