search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo
1, Afeitadora Eléctrica Philips Aquatouch S5050/04 Uso Humedo ,46.990,51.990,"
			
			
				
				187
				vendidos
			
		",(28 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 7.832
			
		
		 sin interés
		
	

	
		","
				$ 7.832
			",NA,Envío gratis a todo el país,NA,NA,4.6,14,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437626159-afeitadora-electrica-philips-aquatouch-s505004-uso-humedo-_JM#position=1&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,9,5,0,0,0,#437626159,NA,NA
2, Afeitadora Eléctrica Philips Shaver 9000 S9161/42 Uso Humedo ,125.990,179.990,"
			
			
				
				12
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 20.998
			
		
		 sin interés
		
	

	
		","
				$ 20.998
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437627489-afeitadora-electrica-philips-shaver-9000-s916142-uso-humedo-_JM#position=2&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,NA,NA,NA,NA,NA,#437627489,NA,NA
3, Afeitadora Eléctrica Philips S1070/04 Humedo Seco Recargable ,26.990,31.990,"
			
			
				
				118
				vendidos
			
		",(17 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.498
			
		
		 sin interés
		
	

	
		","
				$ 4.498
			",NA,Envío gratis a todo el país,NA,NA,4.8,5,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-461031377-afeitadora-electrica-philips-s107004-humedo-seco-recargable-_JM#position=3&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,4,1,0,0,0,#461031377,Philips,S1070/04
4, Afeitadora Eléctrica Philips Pt860/14 Uso En Seco C/s Cable ,41.990,NA,"
			
			
				
				91
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 6.998
			
		
		 sin interés
		
	

	
		","
				$ 6.998
			",NA,Envío gratis a todo el país,NA,NA,5.0,4,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437624808-afeitadora-electrica-philips-pt86014-uso-en-seco-cs-cable-_JM#position=4&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,4,0,0,0,0,#437624808,NA,NA
5, Maquina De Afeitar Electrica Depiladora Corta Vello ,7.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(99990 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 666
			
		
		 sin interés
		
	

	
		","
				$ 666
			",NA,Envío a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/MULTISHOPVIRTUAL23,https://articulo.mercadolibre.cl/MLC-479673735-maquina-de-afeitar-electrica-depiladora-corta-vello-_JM#position=5&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,NA,NA,NA,NA,NA,#479673735,NA,NA
6, Afeitadora Eléctrica Philips Aquatouch S5070/04 Uso Humedo ,39.990,54.990,"
			
			
				
				27
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 6.665
			
		
		 sin interés
		
	

	
		","
				$ 6.665
			",NA,Envío gratis a todo el país,NA,NA,3.0,1,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437626489-afeitadora-electrica-philips-aquatouch-s507004-uso-humedo-_JM#position=6&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,NA,NA,NA,NA,NA,#437626489,NA,NA
7, Afeitadora Eléctrica Philips S1030/04 Humedo Seco Recargable ,26.990,NA,"
			
			
				
				27
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.498
			
		
		 sin interés
		
	

	
		","
				$ 4.498
			",NA,Envío gratis a todo el país,NA,NA,5.0,3,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-484825685-afeitadora-electrica-philips-s103004-humedo-seco-recargable-_JM#position=7&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,3,0,0,0,0,#484825685,Philips,S1030/04
8, Afeitadora Eléctrica Philips Shaver 7000 S7310/12 Uso Humedo ,112.990,NA,"
			
			
				
				39
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 18.832
			
		
		 sin interés
		
	

	
		","
				$ 18.832
			",NA,Envío gratis a todo el país,NA,NA,5.0,5,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437626987-afeitadora-electrica-philips-shaver-7000-s731012-uso-humedo-_JM#position=8&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,5,0,0,0,0,#437626987,NA,NA
9, Maquina De Afeitar Eléctrica ,12.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				50
				vendidos
			
		",(150 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.165
			
		
		 sin interés
		
	

	
		","
				$ 2.165
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MISNOVEDADES2,https://articulo.mercadolibre.cl/MLC-475494849-maquina-de-afeitar-electrica-_JM#position=9&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,NA,NA,NA,NA,NA,#475494849,NA,NA
10, Afeitadora Eléctrica Philips S6640/44 Uso En Seco Y Humedo ,79.990,99.990,"
			
			
				
				4
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 13.332
			
		
		 sin interés
		
	

	
		","
				$ 13.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-494219805-afeitadora-electrica-philips-s664044-uso-en-seco-y-humedo-_JM#position=10&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,NA,NA,NA,NA,NA,#494219805,NA,NA
11, Afeitadora Eléctrica Nikai Trimmer Cortadora De Pelo / Soul ,8.590,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(99987 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.432
			
		
		 sin interés
		
	

	
		","
				$ 1.432
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECHNO+SOULESS,https://articulo.mercadolibre.cl/MLC-462723995-afeitadora-electrica-nikai-trimmer-cortadora-de-pelo-soul-_JM#position=11&type=item&tracking_id=ecf9de87-8338-412f-9b0b-118b01d3e738,NA,NA,NA,NA,NA,#462723995,NA,NA
