search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Tipo de alimentação,Tipos de cabeças,Tempo de funcionamento,Peso
1, Barbeador Elétrico Philips One Blade Oneblade Qp2510/10 ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				4889
				vendidos
			
		",(2109 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1242
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,NA,NA,4.6,469,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-1048809617-barbeador-eletrico-philips-one-blade-oneblade-qp251010-_JM#position=1&type=item&tracking_id=073b0642-ab92-4bb2-91a6-eed429c501b1,359,67,24,8,10,#1048809617,Philips,OneBlade,QP2510/10,QP2510/10,Recarregável,Flexíveis,30 m,NA
2, Barbeador Elétrico Á Prova D´água - Relax Multi Groom ,149,NA,"
			
			
				
				186
				vendidos
			
		",(86 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1249
		
		 sem juros
		
	

	
		",49,NA,Frete grátis,NA,NA,4.3,6,https://perfil.mercadolivre.com.br/MNLDISTRIBUIDORA?brandId=1738,https://produto.mercadolivre.com.br/MLB-1223500996-barbeador-eletrico-a-prova-dagua-relax-multi-groom-_JM#position=2&type=item&tracking_id=073b0642-ab92-4bb2-91a6-eed429c501b1,4,0,2,0,0,#1223500996,NA,NA,NA,NA,NA,NA,NA,NA
3, Barbeador Elétrico Maquina De Barbear Aparelho Barba Promo ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				1535
				vendidos
			
		",(9465 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 624
		
		 sem juros
		
	

	
		",24,NA,Envio para todo o país,NA,NA,4.4,1567,https://perfil.mercadolivre.com.br/FGK+VENDAS,https://produto.mercadolivre.com.br/MLB-1120282284-barbeador-eletrico-maquina-de-barbear-aparelho-barba-promo-_JM#position=3&type=item&tracking_id=073b0642-ab92-4bb2-91a6-eed429c501b1,1074,275,104,44,69,#1120282284,Philips,3 cabeças,QP2510/10,QP2510/10,Recarregável,Removíveis,NA,NA
4, Barbeador Elétrico Philips Seco Molhado Aquatouch S1030/04 ,175,NA,"
			
				Novo
			
			
				
					 - 
				
				370
				vendidos
			
		",(13 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1458
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,NA,NA,4.4,365,https://perfil.mercadolivre.com.br/ELETROPRINTER,https://produto.mercadolivre.com.br/MLB-1229388641-barbeador-eletrico-philips-seco-molhado-aquatouch-s103004-_JM#position=4&type=item&tracking_id=073b0642-ab92-4bb2-91a6-eed429c501b1,253,57,30,10,14,#1229388641,NA,NA,NA,NA,NA,NA,NA,NA
5, Barbeador Eletrico Maquina Philips 6 Em1 Multigroom Nacional ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				1727
				vendidos
			
		",(80 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1433
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,NA,NA,4.7,85,https://perfil.mercadolivre.com.br/SWA+MOBILE,https://produto.mercadolivre.com.br/MLB-1045425793-barbeador-eletrico-maquina-philips-6-em1-multigroom-nacional-_JM#position=5&type=item&tracking_id=073b0642-ab92-4bb2-91a6-eed429c501b1,68,10,5,1,1,#1045425793,Philips,Multigroom,MG3711,NA,Recarregável,Removíveis,60min,NA
6, Máquina De Barbear Aparador Barbeador Elétrico Barba Philips ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				1544
				vendidos
			
		",(154 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1521
		
		 sem juros
		
	

	
		",21,NA,Frete grátis,NA,NA,4.6,84,https://perfil.mercadolivre.com.br/REDE_BH_ELETRO,https://produto.mercadolivre.com.br/MLB-695062089-maquina-de-barbear-aparador-barbeador-eletrico-barba-philips-_JM#position=6&type=item&tracking_id=073b0642-ab92-4bb2-91a6-eed429c501b1,61,13,8,1,1,#695062089,Philips,NA,S1030/04,NA,Recarregável,Giratórios,45 min,0.29 kg
7, Maquina De Barbear Kemei Km-1102 ,82,99,"
			
			
				
				471
				vendidos
			
		",(697 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 687
		
		 sem juros
		
	

	
		",87,NA,NA,NA,NA,4.4,65,https://perfil.mercadolivre.com.br/TOPDEALSBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1205627112-maquina-de-barbear-kemei-km-1102-_JM#position=7&type=item&tracking_id=073b0642-ab92-4bb2-91a6-eed429c501b1,45,12,3,2,3,#1205627112,Kemei,NA,KM-1102,NA,NA,NA,NA,NA
8, Barbeador Elétrico Máquina Shaver Kemei Rscw-5500 Bivolt Top ,30,NA,"
			
				Novo
			
			
				
					 - 
				
				153
				vendidos
			
		",(12 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,NA,NA,5.0,4,https://perfil.mercadolivre.com.br/BBS+MAGAZINE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=UPpmSK9gpnm1%2B1MfD0W6M%2Fgw8tZs1YmDJMCt3b%2BbEq5XcY%2BP10x7QPBW2m8PbLrnuUCZmZQ7i84M1yfXG%2FL3xz41Y%2FzFnkz9XW5ydICXj4e62ihnWEIsVNoUJdIU1byDRrq1rDBRuevmZ79oTFX4PKG4RSzEYJY5xw2Pb6SRybCcIu%2Frej7sPTgkkSFTRhsDCMUhmOvo3rtyJffmfqQ2Ae5ID5p%2BmRRlE%2FipvyyY0tImHuLNMemYQDanB2tr51APR3PBsMTSVizy1S%2FQBsEQ5JQ0a6xXOKEalpxWaLVIvEnWGR2z4Pe%2BNpX3VUJ9UZqyXSTsNrUM9aplIZl2nseIFe0nJeqKLwiUROCaBEVXV2pF721Xi4lAatoAII475MaGIxJEYBykJNIbWWoyb55SW%2FjYFk7kv%2B1oumhkxipMh%2BDUd4Fbw7daCe7EekdwQaVsnOfN8V6MTE93Ue1g1Xd21hPiXccmjjOi8myzp2YlKMWLTjt%2FcuF1I8YDCGfdbNezzbkZhG6Bm4CNdRuLfV6CoE9T6Gdu8jBFFzALqsSWbX2Sljh5dcNUGw4B3J4U%2Bt9iyubPWQJJy3gIAgB8XthadQDlNAtjxTEAMIGCUJI1Ek6w1seZ2lIpG5Ksyze2adef4OY%2BrHr%2FxeCLZAS7OG2bF5qBHB1a586b0QWq4zQ86VLWOY5SshvYuYRTGw%2BxeJqSVjF%2FyHsQZt3JrV3bOH1OSTh21k4XQdZrgE1y%2Bf7PShc8m%2Fu7mUpVR05g87qRguVcdUaad7ZRuflsqOrmCkgmMpEwxD46mj7PcfhPekp9I9oPw45Z0qtUiKzrGNHy8IjcBgWVV0hKCDRXY29Pf9xg2v2GjObzRqW5RhP%2FaHk77cywEEeZwUClpmxz1lQA%2FyKxg9%2F0QsnshWIZ%2BNc5IVbG6d0oMfDf0Nzyu4ZFInLIF5VTMQWRw8UDdbRxj7%2FftPzO3%2BDXZZqv%2FZj%2FTVE52m84aCnB8R2j8v75AmooJA25Ng42n4AQT83Bp2poaaqoosvvMe%2BRfz6FiPRaSZR%2FbdTYRGof94hNk%2F%2F0NPYnv3%2BknsCahhB7MOkLQLKWkMsuI86WiV%2Bi%2BCmPSD32SLzjIcOVJV1lcKI6JDROAljYIF%2BH47U0z4e6ri36PHLEZdh1KOQvmCrzIV%2BnLGbb78NUJteAxzA6pg10SiGEjW5z%2BPTpWpSV91zmCFElUD0yYvGvmjUuwDc86HZWJeac2aUEK%2BYTXu70ByDQaQUbgNOxgdxynbyPgiIQAGTiLH5HJEJM7jVqumrCTP9AvOAvugLKF0ItjG8qVnFF2IvTzUAmNpM5jSpGQyDtgJKkUibH8EUL%2BTjK%2BTNPkHLeruLfa4P9lMwYNeT%2FK13HFPLGPe9HuxghmD%2BG37OyNxf3vEidVIP5mQ3hqca%2FTCrVG0%2BL16xVLd7QSq6m9H1hEZbsY0qRnmLZIIwojviU5wRJb81oAumyh1uJ71xqmyVfvR5Ysu86JLs30LE7aMtTyLTqNC2DRTE8F3YWTmSMuCuGgupExXZE50FgfIQ7e%2Bt6Okpe8KoggPFB%2FGxN39yu0iWGI70Tz7NBfgFuWmlgKENdoG9lnLHMEmHiSxt%2BqURypPp4vPOysEeBg168%2FdvdjyFsfswEBSCW5WU%2Fnect57FAf8uWW1f4EwAwv7ZDs1q%2FKFbO5T%2FnxIguk5kTk9DBkVYFY3mzxS2ds2mvyiEYfiQCY7W0SlvMpsH07poY8fUFcW4s9zTZ0Urp1GQl2pqRjtlz7Z27CSthGcziP%2FsyU3F7AKUi3dNBfojl1PozYTQ1VbOllVk0bn0TxUX2kRlJjz1%2BnisSbiga1cSNGfWSAgZPsRzzNCAThUmM,4,0,0,0,0,#1217844292,Kemei,NA,RSCW 5500,NA,Elétrica,NA,30,124 g
9, Barbeador Aparador Oneblade Philips 2 Qp2510/10 Original ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				986
				vendidos
			
		",(14896 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1075
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,NA,NA,4.7,36,https://perfil.mercadolivre.com.br/JOVAL+INFORMATICA1,https://produto.mercadolivre.com.br/MLB-1135899020-barbeador-aparador-oneblade-philips-2-qp251010-original-_JM#position=9&type=item&tracking_id=073b0642-ab92-4bb2-91a6-eed429c501b1,29,5,0,1,1,#1135899020,Philips,OneBlade,QP2521/10,NA,Recarregável,Removíveis,30 m,NA
10, Barbeador Aparador Elétrico Recarregável Goncon Prova D'água ,44,NA,"
			
				Novo
			
			
				
					 - 
				
				858
				vendidos
			
		",(50 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 750
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,3.9,171,https://perfil.mercadolivre.com.br/CLASSIC+VENDAS,https://produto.mercadolivre.com.br/MLB-957075883-barbeador-aparador-eletrico-recarregavel-goncon-prova-dagua-_JM#position=10&type=item&tracking_id=073b0642-ab92-4bb2-91a6-eed429c501b1,80,40,24,14,13,#957075883,Goncon,Shaver,RSCW-2088,NA,Recarregável,Giratórios,30 min,240 g
