search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato,Color
14, Audífonos Bluetooth Deportivos U8 Anti Sudor Original Nuevo ,49.9,NA,1104,373,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.5,60,https://perfil.mercadolibre.com.co/BLUEKATOOM,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=0BKlhYeOp%2B%2BFvbbzw1ZnR5gaDLlFsetX2jhC88B1KjYgM7tqwhTOTrDvpgzChWD3WyBb85QLY%2BI6r8UBGyi0W4O6S9BNraoLw8mltdKy%2FFNisyCZAGoh6wYCsYkntzzuwbmPEb0%2BfN2XoM%2Fokf7PqFkrcK85iwwHLsJ7izR7Ub%2F4gr6qE19uUEURjBFQNuZ52Cr89Whdi5Bf6QEdgHWhhMeoYBJgcdu3RqQJtf6EPWMme3muL%2FWyXbbb6Zq4jm%2F95bZBNU67LZsBT5ezNAXBNTqFW%2FH3BB9dmbLdXT4b48Nw%2Bldt9AKtSALgsPJ73es4O0ImXT317MysMicRxohvN1zmLVgR%2BSU8r4hFYgBQWpnM5JwqWD4CYY2Uiv9hBGn0zv7GTO0b9%2BcwO37wx0%2B2VsPWphU%2F1xUUl5GgnMLJ5Fdh1IIHVmznWc5tmQwBh9H1tP30whAbZe4U%2F30yLqC%2F7O6aCU8vyi%2FxYDSNyl7BpJ%2FMf15XJ4myW48ef9%2BcfiLFkA8oExhsqLxsqLKfvyWB1U7sK%2BLUcEaHKh8VuKsGveewNlhJhzFthN93xxX%2Ftl5toglYtS1VhmgV4kQnhHUGldmwH2lexALpMGamU1XXpAPXERYjpaMkMBINdit0neRhOoQhmZWC3FNHOCxrJaG7JRykkeSdcUQIXJHiapynZvbkm1FcXQTJZRstTz4LXhDPq89tss87Lg8OP%2FIrG%2BNSwgaMAwmpYFadE8l4bV40CdErkASAAKwqZe2BBXtTHBDwyYTWdSoqBbTWCQkOQdrzCo%2FP%2BwC8Cmd311sgShO8E8th9I%2FoRY3DFinKMDzZLBtQ%2FhkFyeKSUFV4PzFOYMsp2hEo0JTSkyttNWygQDwQ%2FOhgRWtyLIJrMsf%2FuVkNIBtbQ7jW5AVLiuJqU%2BT8Y2ChB6YsoQBw2FBFQhdMZkBTlK0u4bTHfBs6Z3GvOMIaiyPFDAS0qNWSCJ8OYjPOugumWL%2FJ3aKP0qi1f%2F7Xd8tL5A3CPPG8Dmac3pT8erPukZn3GD95xd9voqjtNhZLIuTLPtZZC71rjaU83c5sVk5D5pFcDhZPO5yZIE7EC3kFiJn%2BYAsYzNw1ZHfFOiisl7%2FPZa%2Bx%2BD0z8zr4CHlvcMT%2FCkXrozFb%2Ft1VZ468VM2ADK3mbv5K%2B9p5M7nSdB%2FOZeeu8392oiG82y8X3HtYaku6%2FdygMibYQ4XnBmu2j0hsv5Ix1eO06qCMTY%2FRrhfq3kffgtSvKC5DG9I4wxNIHGzrN%2FzMAYH0soD9y%2Bm6y5EuAVvQ5PLjFUv6a1JAIAQD2RmYC48aEqjEuNH%2Fmhgsp2ijetJL93AKs1iI6U%2BD92Kj%2FKCVge341PTd18smsBpojEB%2FyGqbxRDUtj6knmsZ9OsJ5tp53YWIriTtZYgJ2BuAXYTPzdFYLp5OYH%2FW3LcaHyxy0kO2EW%2Bb5WoI4ETnutKzUF7V43OO0UQWV6VKTXAkunucUf3o7pZH9Ejj%2BRAepTHP50wxJVXHpiqGq%2BHItgQGOwgorqVGRem4t0cwsnN7i4iokSVqPOFLuFsHiYy3r%2BH5Yo9RVdcOCBVYF6gm7vO%2FTKZBl4DNBKPINRtwHUFaPeMO7mtZ2dUW7vK4OVIlIxFyX08hJwjbKjQkorVn30%2FUFbkdz5SDIZCNWqyydoPTUJDKYfIfiGVpMYdzXPAgJ8FnUz9uMtgBe7fZ0n4AZwF9xIkzT3oqAn%2BL,38,20,0,0,2,#468795741,BlueKatoom,NA,U8,Clip-ear,NA
15, Audifono Bluetooth I7 Tws Mini + Base De Carga ,49.9,NA,559,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.4,16,https://perfil.mercadolibre.com.co/MARIACLAUDIAGUEVARAPICO,https://articulo.mercadolibre.com.co/MCO-479550378-audifono-bluetooth-i7-tws-mini-base-de-carga-_JM#position=15&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,7,1,3,2,3,#479550378,NA,NA,NA,NA,NA
16, Audífonos Bluetooth Inalámbricos ,45,NA,428,183,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.3,20,https://perfil.mercadolibre.com.co/BELLAYVITAL,https://articulo.mercadolibre.com.co/MCO-488555518-audifonos-bluetooth-inalambricos-_JM#position=16&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,8,3,2,1,6,#488555518,NA,NA,NA,NA,NA
17, Manos Libres S530 iPhone Android Mini Audífono Bluetooth 4.1 ,9.4,NA,156,60,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/GIMO5155648,https://articulo.mercadolibre.com.co/MCO-515223772-manos-libres-s530-iphone-android-mini-audifono-bluetooth-41-_JM#position=17&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,1,0,0,0,0,#515223772,NA,NA,NA,NA,NA
18, Audífonos Hbq I7 Bluetooth Inalámbr 2 Auriculares-blanc ,29.9,NA,244,93,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3.3,7,https://perfil.mercadolibre.com.co/VENTAS+CRT,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=xc33oSNaaObBY9SNKWCP%2FsKEBUytNIQmUfjU%2BNr5J5eadQkkZ9YbZT2Gf0cD4v%2BlORAhntYP%2FWti7YfDMhKqkSijAs9ypwuJPtsBYq%2B1HJP%2FXkS7FtstbsiKp8yaJYl1xqpqUEGyZ8Fhtkd7sRc52Hnn64%2BMwHYF0dj9ey01RCB5sXTqkZlB596viPYBbdNWS931m4n%2BzlPsLjllLh%2FRFs3JmsJqjMa6LFe4LiJWopidU4gLyUdqG66J1WtLbqXhOR96a6oycs9zJxGXu5BJhKMJOaaVrvGJgKnaZgwSHVGsSthRKJ4382QnWBMoGu3NkEUelXJUmWih0QASasajvP2NVeV8pZ3X13aFwrkDqyuIJz5rfVFA82%2FEbFg%2B6an7w7ArMzq3tjVTWsGCMWsH9qf%2BbaKlOk3HgNu4T9M5DqGr04eeQjUIS6n573ilfwx8Gr2Y39YIIj56YnKsVcdjQuo5v5xALoQEAlKEkdVOS2mepEK1rxwQaYfgB7spNbuGM%2F5ngYUCbOxqMv2cG%2Bs%2BF5R2k2kaQbXILfdIjp4qg0rgAuCl0P6AA6Y4Obn50oLK0mPYPw6USk8uo3pYBb1Oq5%2B%2Fk2nUa738Pm8iVLW0XdQzFlLT1f4zNLcJ7cXJ8WelvQOLzBnDQvJ9TS2gj1htRGU4UEeHL8JIwU47Fjk2ODmId722uffd%2F0Gyi%2F1tHwrU6z%2BxeWCczcFbuWMLQs7GMLHNkoLpMwSsyQuRAXb%2F4PnL5h%2FDLZVwwjWr6w5saM57VlM%2FdPXVjelyLsbqjvEsHEpq4Z6rZFiWAFQ4IhbgqKJNLBEtUKz9k064U%2FMBomOITLrEall3AMFnpl%2BSQcSoYXNugCYJafTUzvixNreGQzLmO19PwDQc%2BDPFY07NZlYTnj4he668La887%2FsC40gZH%2FVeLzWFAcF6OIQth%2Bq3KCfv90dAYDDEFZfLlBslyDhQ%2F3s8uovMby%2BV%2FUb8%2F22R36mypG9jmxhETTSWyqo4%2BfkLEbePkPoISsW7GRr0mnq2%2FfWyNZ%2B2G523NRLqlQThW%2FtU38tDxw7XuFkTGuH2m0CSXJNHl%2ByV%2BvhUrBZbGsXNbU5VpHOUSEWRcR2KC6Jahz6PQ1ytxy66fXGgtFn4kFYHssW7t6RLRGBmKYlk8iL%2BvzIiSjIYGuVQ4NZP3anMJEPxvLVwTXGCt0HzocZTjBsLLkuIaFTwrv16d6oAyLZlD%2Bv%2FTlDVoF2sVd9384O%2FcYCtRPFif%2B6WL1f3iDmGAwZMkdvgIbxj%2FHwHO7JbQdgDLybzizS%2BPTtQVH%2FWftwIgmrZCvvPvECMDl3xCn2KzrJNbX911fUE9dY8gqe5RKOBFk%2BAprGYhD85vWfekR6EjzjrRj5N3aaJcjyKgHn%2BCVmwjl6QD3wXfT5sDz9M1E86%2FFI6v29MPDvRdwmLJuEEar8trfNdc%2F7pyQF1gOM6uVnl6TaS1ekVC2lP0FdyuXxr31uChBWzoKtOtiv7pVKi9JWOZOwfg5tFDQhK%2FAH6IB5KmP2Uc7FRLprxSqBR5GqAE8G4t2IC3SiA1Cx8rbulZMjXmykwrjFFqG9oN5%2Fs%2BdRxRtlFHgnhuDdWi2AsR0%2FntBVnPzZjRMUNzK958RnpWdCXyOv5EhlWI%2Fsj%2BLydJx7aYEIztnNEAg6pN0CWzhZYgwC2Fw9IGByO07%2FPtmhcqVt0LImxapJoscv96EfSOczNisk%3D,3,1,0,1,2,#513544770,NA,NA,NA,NA,NA
19, Audífonos Sony Noise Cancelling Bluetooth - Wh-1000xm3 ,1199.9,1699.9,35,22,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,13,https://perfil.mercadolibre.com.co/SONY+COLOMBIA?brandId=11,https://articulo.mercadolibre.com.co/MCO-508155527-audifonos-sony-noise-cancelling-bluetooth-wh-1000xm3-_JM#position=19&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,13,0,0,0,0,#508155527,Sony,NA,WH-1000XM3,NA,NA
20, Audifono Bluetooth Manos Libre S530 Auricular Telefonos ,9.4,NA,296,362,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4,10,https://perfil.mercadolibre.com.co/GIMO5155648,https://articulo.mercadolibre.com.co/MCO-513681846-audifono-bluetooth-manos-libre-s530-auricular-telefonos-_JM#position=20&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,4,3,2,1,0,#513681846,NA,NA,NA,NA,NA
21, Audifonos Bluetooth Inalambricos Manos Libres + Power Bank ,95,NA,127,8,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,8,https://perfil.mercadolibre.com.co/GANGAD1G1TAL,https://articulo.mercadolibre.com.co/MCO-517130602-audifonos-bluetooth-inalambricos-manos-libres-power-bank-_JM#position=21&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,6,2,0,0,0,#517130602,X8,TWS,X8-TWS,In-ear,NA
22, Audífonos Manos Libres Bluetooth Deportes Varios Colores ,49.99,79.9,988,85,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,113,https://perfil.mercadolibre.com.co/DIMEGATEC,https://articulo.mercadolibre.com.co/MCO-447759538-audifonos-manos-libres-bluetooth-deportes-varios-colores-_JM#position=22&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,88,16,6,1,2,#447759538,Genérico,In Ear,S7,In-ear,NA
23, Audífonos Sony Inalámbricos On-ear - Wh-ch400 ,129.915,199.9,93,12,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.6,18,https://perfil.mercadolibre.com.co/SONY+COLOMBIA?brandId=11,https://articulo.mercadolibre.com.co/MCO-473241027-audifonos-sony-inalambricos-on-ear-wh-ch400-_JM#position=23&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,13,4,0,1,0,#473241027,Sony,CH400,WH-CH400,Over-ear,NA
24, Audífonos Bluetooth Huawei Sport Con Bateria De 11 Horas ,159.9,199.9,286,96,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,21,https://perfil.mercadolibre.com.co/DELLTHUS,https://articulo.mercadolibre.com.co/MCO-491679616-audifonos-bluetooth-huawei-sport-con-bateria-de-11-horas-_JM#position=24&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,19,2,0,0,0,#491679616,Huawei,NA,NA,NA,NA
25, Hbq I7 Mini Wireless Auriculares Bluetooth Stereo ,33.5,NA,251,117,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3.6,15,https://perfil.mercadolibre.com.co/BAGL6561050,https://articulo.mercadolibre.com.co/MCO-494549932-hbq-i7-mini-wireless-auriculares-bluetooth-stereo-_JM#position=25&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,7,2,2,1,3,#494549932,HBQ,NA,NA,NA,NA
26, Auriculares Inalambricos I11 Tws Touch Bluetooth 5.0 Estéreo ,70,NA,118,19,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.6,5,https://perfil.mercadolibre.com.co/MARIAARACELLYSALAZARDUQUE,https://articulo.mercadolibre.com.co/MCO-520551151-auriculares-inalambricos-i11-tws-touch-bluetooth-50-estereo-_JM#position=26&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,2,1,1,0,1,#520551151,TWS,touch,I11,NA,NA
27, Audifonos Bluetooth Original I9s Tws + Obsequio ,44.9,NA,212,32,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.9,8,https://perfil.mercadolibre.com.co/COMPRASCONCALIDAD,https://articulo.mercadolibre.com.co/MCO-508958708-audifonos-bluetooth-original-i9s-tws-obsequio-_JM#position=27&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,7,1,0,0,0,#508958708,NA,NA,NA,NA,NA
28," Audífonos Bluetooth I7s Tws, Base De Carga, Tipo AirPods ",44.9,NA,275,8,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.9,8,https://perfil.mercadolibre.com.co/CILIANUNLOCK,https://articulo.mercadolibre.com.co/MCO-509867812-audifonos-bluetooth-i7s-tws-base-de-carga-tipo-airpods-_JM#position=28&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,3,2,2,1,0,#509867812,NA,NA,NA,NA,NA
29," Diadema Inalambrica Bluetooth Nia X3 Radio En,cable Aux Mp3 ",29.45,NA,160,50,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.8,8,https://perfil.mercadolibre.com.co/VENTASBOGOTAOFICIAL,https://articulo.mercadolibre.com.co/MCO-463392219-diadema-inalambrica-bluetooth-nia-x3-radio-encable-aux-mp3-_JM#position=29&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,7,0,1,0,0,#463392219,NA,NA,NA,Over-ear,NA
30, Manos Libres Auricular Bluetooth Micrófono De Voz ,69.9,NA,496,21,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.4,49,https://perfil.mercadolibre.com.co/GONZALEZ74,https://articulo.mercadolibre.com.co/MCO-457575396-manos-libres-auricular-bluetooth-microfono-de-voz-_JM#position=30&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,32,11,3,1,2,#457575396,NA,NA,NA,NA,NA
31, Audifonos Inalambricos Bluetooth I7 Tws + Obsequio ,32,NA,298,7,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/COMUNICACIONESID,https://articulo.mercadolibre.com.co/MCO-500315292-audifonos-inalambricos-bluetooth-i7-tws-obsequio-_JM#position=31&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,6,1,0,0,0,#500315292,NA,NA,NA,NA,Negro
32, S530 Mini Auricular Inalámbrico Bluetooth Manos Libres Teléf ,12.8,NA,185,NA,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3.3,3,https://perfil.mercadolibre.com.co/COMERCIALIZADORA_A_Y_G,https://articulo.mercadolibre.com.co/MCO-500208927-s530-mini-auricular-inalambrico-bluetooth-manos-libres-telef-_JM#position=32&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,1,1,0,0,1,#500208927,NA,NA,NA,NA,Negro
33, Auriculares Bluetooth Inalambrico I7s iPhone Android Airpod ,47.9,NA,303,18,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3.7,6,https://perfil.mercadolibre.com.co/COOLFACES+MEDELLIN,https://articulo.mercadolibre.com.co/MCO-504823494-auriculares-bluetooth-inalambrico-i7s-iphone-android-airpod-_JM#position=33&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,3,0,2,0,1,#504823494,NA,NA,NA,NA,NA
34, Audifonos Dobles Inalámbricos Bluetooth iPhone Tipo AirPods ,59.999,99.999,606,43,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.8,19,https://perfil.mercadolibre.com.co/SIJ+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-470273419-audifonos-dobles-inalambricos-bluetooth-iphone-tipo-airpods-_JM#position=34&type=item&tracking_id=8bc4d9ec-9120-4da1-9948-29740fba635f,9,4,2,2,2,#470273419,NA,NA,NA,NA,Negro
35," Audifonos Inalambricos N65s Micro Sd, Fm, Bluetooth Lcd 1.5 ",28.999,NA,685,2,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.6,23,https://perfil.mercadolibre.com.co/OFERTA+USA,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=v2dvS6leq50jKgnUTclU%2FQoaoNj7B4tkc22%2F5K%2FA2O%2Fnml%2FxQVzppnUurxH1ZycZzjK9%2FL29tEPicyeDBDebW1g0%2BfcteaVeveUujrF%2Ff27IC9SGn31q93iI1OBKXFBL%2BwuSQY4y4NUVEhZqWVjNUuDhI92JlaQU2AKjwO5i5Xp1bzWm9qi%2B%2BqJaL5Cvz%2FI2Ku0DUHsuGAF6MqwPaES2GhxjR6rnt2mpzTnG1epHPgLEo89hsxU37xsCzONKMJfMxYCiqz2Ev6ru1hFHiVTwrtDyM4GHc0kUNI%2Bf4ch1cTi7FzS4TMECHBvTUkMefg1wcf5%2FEzrvt%2BcM%2BfnYVvXhUXAPOmv4wlp87J5Fv7bz2dgv%2FRE%2B%2FKYZV%2B5H4jHCmkQn%2FIkN3HadeFwYnIOgvz3S5dkNY5BqfhF3%2BxFjxs1jeQVyjv6Gab54KHT%2B2qJ%2FgyVH0P%2FIJinUksYDzS2BO8olWHte%2F8q3QyHWOk6tT5a%2FBW7CTA93yf1VkiSmA%2BJ7BpL6eenDN%2BnmkAPjV%2BCeNYml1WUkfmAe%2BnXEnAqdfUb%2BNKt2dCdePe%2BIH9JTv3Cy3hA%2FVGAUHIieeTifCE%2B3I3dcwPBc2zOVGNAgWaAkdeTk44V3HjHa5UJPIOSfEuAkl4LqSqsv8sm9veFDT3TRLh8MYxbEaweOTwRke88NEEMCe%2BuA9FVt2S6ReTS7LyCAZH%2BMRGDHx8ILBwAM%2B9DsNLk4J%2Fv1ek0Jb1zfUpnZj%2Fn2ExpSlpG%2B%2BQmlK5%2BdqCeZv5f5GXguPU6D72cvHvpZqQ2piQahQRlCF4scoxcO62iY0UVsLxz5tIk33EAZQs15i4Iy9Myt%2Fx1%2BcfFajIPSn2ZkKyzajFwoTa4cV3rnB0Zdpd5hkU9qBKnQLQL9pgOeqzpi5PBPvGvd3tUbGI9mpc7P0KE2Ws2f9BxjflftoL6Un3KBVWkjKJZFvECr5yF79GV73RvIvMVKn7dStDGChPFMqre5qLeAeAocmza%2BhN6xQQ5o%2BHEmP1thm36hpqd4s%2Bz%2Bx2NAc5B9oqI7MGudgtbiP%2FLgyYZ6JopafmgM%2FEZ5GZIRi%2Fos21a95driHBo9Npsrz%2B8iOikVwI%2F0DPUsjBn1TY5WedQdEhekyqup32pnobbWPZFuaKv6F7U6gBqFHLSoAogrlnDs8zvBJjT4sTwNBEO5nU8Q8luLmCt8U9PxuU51N9K%2BNhRsAJg0JKnpWZRm2mtxfzgfWaN4AfTxzb1X3exCAjNnutct4xMZBlmHESSJqGSYWz2sKih1QY0z9hNxOSnijZ%2F9IoVAxxURUpankjh8qnok0CW%2BKT9q2lbw8fbjkZRrIFjGBsMjmKPj5OPNnsLZmq1Wf4a5Xh%2F9%2FEz3mYAQ5%2FbZMU5cfFd6rjc%2FN3elh5LdzEshUbfI7ZMOc6kVv1BdSZtXJBo2cR6IL0i3EgTcRquvvUNKp2QOuguuZd8c3bCHgTNJhGdcVzS9bkg7TAqA0cwXSOid0mTn1%2FI5XfprF%2FpTlCQpx94TzKgs%2Fj0Z28%2F2AGZ9zucx609Dc5gBC%2FivRPb%2BY4PqJpMf%2F%2Fw3D0xykflAyXYJ9310HYbpwH2by0peh2NbjWJc1V1NFAShrpRER3O8TBvvVB9%2FAjwQir9SKkt3kM5Om0AX3h0m4sY6SjDFQ%2B8bSKGhZu7GLyZnld1rHPJDfQV6vHxr1IPrO7vNfXVE1%2F%2F6pwnxKXByc%2B90EKOO,17,5,0,0,1,#453313132,NA,NA,NA,Over-ear,NA
