search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Formato,Marca,Color
152, Auriculares Deportivos Bose Soundsport Free Diginet ,315,NA,3,9997,18 cuotas,647.67,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-458920855-auriculares-deportivos-bose-soundsport-free-diginet-_JM#position=46&type=item&tracking_id=22dc0e10-b817-482b-b728-0581a08fc8df,NA,NA,NA,NA,NA,#458920855,NA,NA,Bose,NA
153, Auriculares Bluetooth Simil AirPods iPhone +caja Qi Lk-te9 ® ,2590,NA,1,5000,18 cuotas,143.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-462391453-auriculares-bluetooth-simil-airpods-iphone-caja-qi-lk-te9--_JM#position=47&type=item&tracking_id=22dc0e10-b817-482b-b728-0581a08fc8df,NA,NA,NA,NA,NA,#462391453,lk-te9,Airpods,Genérico,NA
154, Vincha Auricular Infantil Niña Unicornio Con Orejitas Bt Fm ,1490,NA,7,43,18 cuotas,82.78,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECH_HOUSE-ML,https://articulo.mercadolibre.com.uy/MLU-464852290-vincha-auricular-infantil-nina-unicornio-con-orejitas-bt-fm-_JM#position=48&type=item&tracking_id=22dc0e10-b817-482b-b728-0581a08fc8df,NA,NA,NA,NA,NA,#464852290,NA,Con Vincha,NA,NA
155, Auriculares Jbl Bluetooth Manos Libres 205bt Diginet ,59,NA,5,9995,18 cuotas,121.31,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-460448654-auriculares-jbl-bluetooth-manos-libres-205bt-diginet-_JM#position=49&type=item&tracking_id=22dc0e10-b817-482b-b728-0581a08fc8df,NA,NA,NA,NA,NA,#460448654,NA,In-ear,JBL,NA
156, Auriculares Inalambricos Bluetooth Manos Libres Stereo Hd ,450,NA,2,3,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROUGHDIAMOND,https://articulo.mercadolibre.com.uy/MLU-464571085-auriculares-inalambricos-bluetooth-manos-libres-stereo-hd-_JM#position=50&type=item&tracking_id=22dc0e10-b817-482b-b728-0581a08fc8df,NA,NA,NA,NA,NA,#464571085,NA,NA,NA,NA
157, Auriculares Bluetooth Apple AirPods Original | New | iPhone ,259,NA,0,8,18 cuotas,532.53,NA,Envío gratis a todo el país,NA,NA,4,51,http://perfil.mercadolibre.com.uy/TECNOSMARTUY,https://articulo.mercadolibre.com.uy/MLU-465784368-auriculares-bluetooth-apple-airpods-original-new-iphone-_JM#position=51&type=item&tracking_id=22dc0e10-b817-482b-b728-0581a08fc8df,21,17,9,1,3,#465784368,AirPods,In-ear,Apple,NA
158, Auriculares Energy Sistem Headphones 1 Bluetooth 8 Horas ,35,NA,5,5,18 cuotas,71.96,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-455332024-auriculares-energy-sistem-headphones-1-bluetooth-8-horas-_JM#position=52&type=item&tracking_id=22dc0e10-b817-482b-b728-0581a08fc8df,NA,NA,NA,NA,NA,#455332024,NA,Con Vincha,Energy Sistem,NA
159, Auriculares Honor - Inalámbricos Bluetooth Blancos ,149,185,1,6,18 cuotas,306.36,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HONOR_UY?brandId=610,https://articulo.mercadolibre.com.uy/MLU-461779024-auriculares-honor-inalambricos-bluetooth-blancos-_JM#position=53&type=item&tracking_id=22dc0e10-b817-482b-b728-0581a08fc8df,NA,NA,NA,NA,NA,#461779024,AM h1cl/cr,NA,Honor,NA
160, Auricular Bluetooth Q8 C49-1 Circuit ,1482,NA,1,100,18 cuotas,82.33,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-465646877-auricular-bluetooth-q8-c49-1-circuit-_JM#position=1&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#465646877,NA,NA,NA,NA
161, Auriculares Jbl Bluetooth Manos Libres E25bt iPhone - Otec ,2389,NA,8,8,18 cuotas,132.72,NA,Entrega a acordar con el vendedor,NA,NA,4.8,22,http://perfil.mercadolibre.com.uy/O+TEC,https://articulo.mercadolibre.com.uy/MLU-460366369-auriculares-jbl-bluetooth-manos-libres-e25bt-iphone-otec-_JM#position=2&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,17,5,0,0,0,#460366369,E25BT,In-ear,JBL,NA
162, Auricularbluetooth Apps Import ,990,NA,1,25,18 cuotas,55.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/IZMA1385013,https://articulo.mercadolibre.com.uy/MLU-453120067-auricularbluetooth-apps-import-_JM#position=3&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#453120067,NA,NA,Apple,NA
163, Auriculares Inalámbrico Bluetooth Microsd Fm P47 Febo ,539,NA,34,49991,18 cuotas,29.94,NA,Envío a todo el país,NA,NA,3,2,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-454533236-auriculares-inalambrico-bluetooth-microsd-fm-p47-febo-_JM#position=4&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,0,0,2,0,0,#454533236,NA,Con Vincha,NA,NA
164, Auricular Manos Libres Cargador Usb Bluetooth Auto 12v Tzumi ,9,39,1,98,18 cuotas,18.50,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TS.UY,https://articulo.mercadolibre.com.uy/MLU-456734723-auricular-manos-libres-cargador-usb-bluetooth-auto-12v-tzumi-_JM#position=5&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#456734723,NA,NA,NA,NA
165," Celular Xiaomi Redmi Note 7 6,4` 3gb/32gb + Auriculares Amv ",239,279,54,10,18 cuotas,491.41,NA,Envío a todo el país,NA,NA,4.6,690,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-461459211-celular-xiaomi-redmi-note-7-64-3gb32gb-auriculares-amv-_JM#position=6&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,512,132,30,7,8,#461459211,Note 7,NA,Xiaomi,NA
166, Auriculares Bluetooth Manos Libres Ios Android Inalambricos ,540,NA,1,99,18 cuotas,30.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ML+IMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-465345911-auriculares-bluetooth-manos-libres-ios-android-inalambricos-_JM#position=7&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#465345911,i7s,Inalambricos,Genérico,NA
167, Auriculares Bluetooth Deportivos Trust Senfus + Envio Gratis ,25,NA,1,9999,18 cuotas,51.40,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-459152640-auriculares-bluetooth-deportivos-trust-senfus-envio-gratis-_JM#position=8&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#459152640,NA,NA,Trust,NA
168, Auricular Philips Bluetooth Shb4000 Recargable Con Microfono ,55,NA,15,984,18 cuotas,113.09,NA,Entrega a acordar con el vendedor,NA,NA,5,7,http://perfil.mercadolibre.com.uy/FOTOCOPIASYVENTAS,https://articulo.mercadolibre.com.uy/MLU-458722949-auricular-philips-bluetooth-shb4000-recargable-con-microfono-_JM#position=9&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,7,0,0,0,0,#458722949,SHB4000,Con Vincha,Philips,NA
169, Auricular Apple Lightning A1748b ,1572,NA,0,99,18 cuotas,87.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIRIOURU,https://articulo.mercadolibre.com.uy/MLU-462822110-auricular-apple-lightning-a1748b-_JM#position=10&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#462822110,NA,NA,Apple,NA
170, Auriculares Bluetooth Inalambricos I7s iPhone Android - Otec ,399,NA,7,243,18 cuotas,22.17,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/O+TEC,https://articulo.mercadolibre.com.uy/MLU-465789892-auriculares-bluetooth-inalambricos-i7s-iphone-android-otec-_JM#position=11&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#465789892,NA,In-ear,NA,NA
171, Auriculares Bluetooth Sin Cable Sim AirPods + Charging Case® ,689,NA,4,46,18 cuotas,38.28,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-456547619-auriculares-bluetooth-sin-cable-sim-airpods-charging-case-_JM#position=12&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#456547619,NA,NA,NA,NA
172," Celular Xiaomi Redmi 7a 5,5 Ips 32gb/2gb + Auriculares Amv ",149,185,333,10,18 cuotas,306.36,NA,Envío a todo el país,NA,NA,4.7,57,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-446149634-celular-xiaomi-redmi-7a-55-ips-32gb2gb-auriculares-amv-_JM#position=13&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,42,15,0,0,0,#446149634,6A,NA,Xiaomi,Dorado
173, Auricular Bluetooth Y Cable Vincha ,799,NA,0,NA,18 cuotas,44.39,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONALIDER,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=osZ2pNdYYuG0alAH%2BrB0Kvn2zN2O1qPULp9fCFTaA8vJQPgbUmG57JEdnqHmE5xBWUaaZC0AEMtS6cxAXERNvUqcfwZnR1P%2FUy1XcPoVltj8L61qEHqH4SdmqZi2emF32UWP4w7903oHSmTrYJ2KjNg1Oyj5TaQ64L3yfJhO8dO%2FCqfmrHw705%2BkwQBJzxcXgrxr5aoVUw%2Fm0unw6HzxKa4MDtgjyVoKM3lbchvxb%2B0GFsDSCNNZ%2FBclj1zOJ5OGaXimELIM3vezSJ9duOkRSM%2B%2FqMXlmdAgG2a46p%2BsjOgXnGR1yng4D9hDxknxw232aQrMRJvL1Cn5NoCgCSSdAe%2FIYRDTWeZxIc4irPDb%2FjiJ9J9pneI9TGJ5WBHpehdodJ9kTzpiH9as%2FRUhHI6aWrnFsSl11Al4UoykZKnbJgPSOnacQlKWNkQIPdbTQUMVZsL8xzBPXrAlg6U%2BwNPs3GIhvIblDjTuc9GLuA%2F9%2BcAB3uoDcGqFPihLIZRjWjsANxTSrRcNEqKedGrBDYWrxNsKh2vIAlQRjqnCA0nEeZW%2F8qA6v1a2qMRK5uiFQb6v83u05UbkUuWeKXA6TOeA2TChf01eW6jVMD3yF5BUjOgEFlFF2vQcKKmN6RiPYvGVALffguUGULr4Hs7ZOXx0HtSBJY%2B%2FJpg97HNQu4xARcsfSFKxj%2BkfLPMwHa88ObnkEcO4brOOtA3r3I%2Bq6HCnF%2FFaCUu2wS%2FwSex9yr7fQURIgE4IKisFgZfGwfCPsQY6TGTu7VmymRZNDYc3m%2FmY2mtkTEGC375bzHRzDABARUNXyQnsUTYUbU%2BG4VKk22jkfwH5C8eLUOOVJ4hkVX8STWQYkDsNHXgqkjcmjqd341gQWq1u%2BhQ%2BJbWIZ5tyamkaHi%2FZ%2FKMwpfkvEsoSOTFicFnum8PHQv4XzIzLF5%2BAgP3hic%2B5OwgqqDLcpKL1S%2FB%2Fslc826OCeyHeLanbDZuTA%2Bbq8r%2B3xavHpA%2B%2Fk73MWk%2Fk0%2BY7dabUx4U5m1WGqnG8caIfKjp7sWY5iGEkDRnHj%2FdEXPHGbEM9T5iQhMiM2mxpDX0zHAXFZA4pkOrrMTDoQFPohqsE0r15GJpNlTzdtpIjy%2FHge0Y2xiIK8eBVjZruxSqxwmbTXeE14%2B%2FCTO7dUDYJpgEv13LTuqkFAYOj0Ok0l%2BsatfMny6YW0J9LuZzSbJzVzhvbNpGjyujTw2%2BXAC431UxUl5bUXTyfmWlXNqmmXU%2BiWCfMMW%2BmK5i09ygtqmFxMwoI7lpRALAPHlm6fkbrz5N2tfvn2io2jzrb%2B711KNQEqcUNldEhHKrmseC1Ev1sh903fpsPRCof6LKoLv1BW49QIBK37%2BJbDqypFSRxLnNX3flGNjS7Awyo24aHY53blsKkmKM8V%2B%2FcDoNXQaagTLLxZ8TrxmonVKVGNJUZTGqPstf%2BVsVcTlL296qoix1gsYtzJ3D0BwQVCUaMcaIsxrFAyCMgLVZWfFcfqgB%2BQoflc6B%2BRwnUqFHq0PuDGkLOLehJW1ugwDTiaNjjeP0eKMinbiQAWoYvO8VkBcGXlmQmGIQQdRGp0sgan6NG7ZVrbuLI4F45dV%2FRjq4FLaOx%2B%2BhymIywTV6Sz4IpZC6WkUwc7%2BMkJi%2Ft%2FGexUem83wHDTBBO7cc4twJ8NGwz7l%2BW0syko%2FdRoFVnwGrbHENdGeuNvtvcJ6G7oUKoehBC1ymroPunBgTXFXo4yS5EpMm1dl%2Fih9UX00Nbf6TMFigjt8NGXTdOCHzclwk3onlSjFzDjO6yTML6SOmfbhAj8SQFM6plNA%3D%3D,NA,NA,NA,NA,NA,#464756753,NA,Con Vincha,NA,NA
174, Auriculares Bluetooth P47 Inalámbri. Microsd Colores Circuit ,494,NA,3,49,18 cuotas,27.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-454430399-auriculares-bluetooth-p47-inalambri-microsd-colores-circuit-_JM#position=15&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#454430399,NA,NA,NA,NA
175, Auricular Aiwa Bluetooth Inalambrico Para Celulares ,1450,NA,6,44,18 cuotas,80.56,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECH_HOUSE-ML,https://articulo.mercadolibre.com.uy/MLU-464341137-auricular-aiwa-bluetooth-inalambrico-para-celulares-_JM#position=16&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#464341137,aw pro 2,Headset,Aiwa,NA
176, Auriculares Apple 2 Carga Inalámbrica - Garantía Apple! ,350,NA,0,50,18 cuotas,719.64,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NEPOLLUCH,https://articulo.mercadolibre.com.uy/MLU-465644716-auriculares-apple-2-carga-inalambrica-garantia-apple-_JM#position=17&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#465644716,NA,NA,Apple,NA
177, Auriculares Estéreo Inalámbrico Bluetooth Manos Libres ,489,NA,5,45,18 cuotas,27.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DESTROSTORE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=4BZy%2BF1qw60dnDYF7h7Mxx9y%2FWrc6j9AVQtyGhWvs7%2BrEuVWC9fqXuwdYCImBStu3RhapwX1%2BSQ5LVfNbZP5bS77NPmwv6QovhpzL9jHpb7hvPw4xOsiT9YqBaGC5uJHMhQoxwtHnr77kNRn3E656%2BFfI0R4mVYl%2B6Mbk4zGNeX3tzQxWaRs%2FcjwL5TETZ7fxVJKKuUgPidQ%2Bfm2zzeB7VDNafageJKabC81vh2HCgEB4tvid%2Bp7la7gh8av1Oqan%2BneEirE8g%2BlBxNOlAHF4sGFS%2FPe4K%2BQR1Kz82bi%2B%2B%2B7yNNQoAUR9D8hwYXiKs7eH%2F9anHIKNw%2B4Pz%2B8ZpBSqpkJL2Z1lizC5zcdcM9CmRvj%2F%2BwjSHdlJhgxxQJuWVzoW1kUsJkRjwm%2B1rvWQ0Uj98kOqeYzdJet2wCdNDfks8bwIeYBiTkaFo%2B%2BGl3gouwJ5epiDkB24onLnoFItNMRiJsCEdpbVhLGJyyAya4fciqLsK%2F2u2fdY%2FbsS8w7Zqf6YpxXKRX3tHOERqG7qmfKLc%2FPvQYhiOoUSs9KOc%2F6JlVtttPiHmM31SlRcH60dKFhS3LynFQT57qm3ief1Qd8pHmFNG2TxI%2BSqDlqRLPwnMYjmJNEC0%2BV%2FlnoLkQvEmx5ZEfzpmMkBHLe3IrgDNaaDNSxNkjNQRemgX5yzP2OR%2Bio%2B6nZNCCeBYZHzlTgYaMIohM87Cq68FypJP2BPMEkoSxF5B8QrIT6khKKZ%2Fmtk9s3LZQV3BBoYJVPKjYWPcsS%2FHjtud3Lc4%2BEdri6ImkO80YXlDFHRFVQv8tZ9FDVfU9btPRvfeKbUDfo8ylDfdxbhkhBglNSmuP9bjCWaUHp0Y5Gk6wjRrZ8JQfIkYEak0lAP2Fa3Dxdy0sW%2BZV7oOxHwjEK0YG6gzIKoEvDBVEkzNNdjwCoINa9QWspuevpyQylau%2BMkZpAXOuZYpDorgvgGGUfnpigVYwqya8HPLk2bVpyUVwfsIclFNfdgXCyfZvHiZcIeHTn1%2BpjbakM6zZ0%2FUacapmcbQIt0UrDudKWCc4EcAG2wEy0ond%2B84rGYm71A8nH6f7uCdCPOfafvwbFkcWHCIjdnrrVV6pa%2Faxd2UOs4ZM1gx0HUGBiKVlvR0BZQIQhelJBwGhpUSj7d34wKcYtPlHrkpN8L5Qhlqndem%2Bc2gxfzLY%2BBNarFjxBOhd2c3O9uDCxTIcg8WX7uz2mKDgKJokoB%2F1FfOp9mn5r1SP0mSfg5rMcPwZqJC%2F13kOURb9LW55c9cTn6ZlvbocTeTBu%2BSqvoNhFpSkRQBXo2JfAd%2BXyLrGsBsgfkxTpmGiD%2BJwUpISUp18zAN8ZMhs4%2FxS7%2FHiE2OrCdt%2BRDRYyYaRj%2F4Y9gUHwmdmbapMwsJg%2BQ0f0%2BRZew8ooDp38G4PSaia3ycHPQi%2BZjsTCvO8KVOth2HfI3U%2F8JwEgaaUAK8ysU%2FMSRt1PsiayEObz1m%2Bp%2BAk8KwNIuR4q99id7FtNTCtWsri3JXrR3TVyE%2B5puuVdsi7LJI6NQkktLfFgl2tLBHWiHmQ0JaMeLKeGt8o2eaElJzvj1SWNih5vFsg7PDiPqAGiqvDD0rXBt%2BBH8371saUCHZLtReLDsT1byyEf8Hl1EyQlbjLFkWN9Ri%2FG1O3rn7r%2BJ1TRRqzRF2c6MPbLJx6MC8l4lAzYlbU7Qp8nMR2pwHO6O8cFgDFDxol0CDsZyK7W%2BFoyGILHeEQMnuUiIgk7MQWTaw15W5X9SR8UwfMfrmOGfqOtpcMkbD4KI96x4lFn5czYFbsbUYaoC8XJ9KUe1c4iBNt3irT8wT1RHr0hYZP6592AfO8K,NA,NA,NA,NA,NA,#464203142,NA,Sin Vincha,NA,NA
178, Auriculares Manos Libres Bt Inkax Bl-07 Zonatecno ,19,NA,1,10,18 cuotas,39.07,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-462790172-auriculares-manos-libres-bt-inkax-bl-07-zonatecno-_JM#position=19&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#462790172,NA,NA,NA,NA
179, I9 Tws Auriculares Inalámbricos Bluetooth Tipo AirPods ,1190,NA,86,45,18 cuotas,66.11,NA,Envío gratis a todo el país,NA,NA,3.9,11,http://perfil.mercadolibre.com.uy/PLAZATECHURUGUAY,https://articulo.mercadolibre.com.uy/MLU-458976029-i9-tws-auriculares-inalambricos-bluetooth-tipo-airpods-_JM#position=20&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,5,2,3,0,1,#458976029,NW-M9X-TWS,In-ear,NA,NA
180, Auriculares Bluetooth Inalambricos I11 Tws iPhone Android ,1290,NA,1,9,18 cuotas,71.67,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DESTROSTORE,https://articulo.mercadolibre.com.uy/MLU-458952794-auriculares-bluetooth-inalambricos-i11-tws-iphone-android-_JM#position=21&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#458952794,NA,NA,NA,NA
181, Auriculares Jbl Manos Libres E65btnc Bluetooth Inalámbricos ,10200,NA,1,4999,18 cuotas,566.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-459162391-auriculares-jbl-manos-libres-e65btnc-bluetooth-inalambricos-_JM#position=22&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#459162391,E65BTNC,Con Vincha,JBL,NA
182, Auriculares Inalámbricos Originales Apple - En Stock! ,300,NA,1,15,18 cuotas,616.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MERCADO-WEB-UY,https://articulo.mercadolibre.com.uy/MLU-453078446-auriculares-inalambricos-originales-apple-en-stock-_JM#position=23&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#453078446,NA,NA,Apple,NA
183, Auriculares Inalambricos Bluetooth Manos Libres Stereo Bass ,450,NA,1,2,18 cuotas,25.00,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROUGHDIAMOND,https://articulo.mercadolibre.com.uy/MLU-464550241-auriculares-inalambricos-bluetooth-manos-libres-stereo-bass-_JM#position=24&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#464550241,NA,NA,NA,NA
184, Auricular Bose Citron Sound Sport Inalambrico Bluetooth Nfc ,200,NA,3,999,18 cuotas,411.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-453780681-auricular-bose-citron-sound-sport-inalambrico-bluetooth-nfc-_JM#position=25&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#453780681,NA,Sin Vincha,Bose,NA
185, Auriculares Earpods Manos Libres iPhone Lightning Bluetooth ,320,NA,0,99999,18 cuotas,17.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-464000427-auriculares-earpods-manos-libres-iphone-lightning-bluetooth-_JM#position=26&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#464000427,NA,NA,NA,NA
186, Auriculares Extra Bass Con Micrófono Cable Colores Clicshop ,299,NA,73,46,18 cuotas,16.61,NA,Entrega a acordar con el vendedor,NA,NA,4,7,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-453404473-auriculares-extra-bass-con-microfono-cable-colores-clicshop-_JM#position=27&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,4,1,1,0,1,#453404473,NA,Con Vincha,NA,NA
187, Auricular Manos Libres Motorola Cobra // Pocitos ,790,NA,11,30,18 cuotas,43.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MUNDODIGITAL880,https://articulo.mercadolibre.com.uy/MLU-444594738-auricular-manos-libres-motorola-cobra-pocitos-_JM#position=28&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#444594738,NA,NA,Motorola,NA
188, Auriculares Bluetooth Compatibles iPhone-android - Tecnológi ,650,NA,45,10,18 cuotas,36.11,NA,Envío a todo el país,NA,NA,3.3,6,http://perfil.mercadolibre.com.uy/TECNOLOGICO.UY,https://articulo.mercadolibre.com.uy/MLU-455155253-auriculares-bluetooth-compatibles-iphone-android-tecnologi-_JM#position=29&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,2,1,0,3,0,#455155253,NA,NA,Apple,NA
189, Auriculares Bluetooth Manos Libres Jam Correr Deportes Febo ,1170,NA,46,99977,18 cuotas,65.00,NA,Lo retiro en el domicilio del vendedor,NA,NA,4.6,10,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-444833536-auriculares-bluetooth-manos-libres-jam-correr-deportes-febo-_JM#position=30&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,7,2,1,0,0,#444833536,NA,NA,NA,NA
190, Audifono Jbl T450 Bluetooth Azul Manos Libre Dcshop ,2505,NA,1,98,18 cuotas,139.20,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-466102626-audifono-jbl-t450-bluetooth-azul-manos-libre-dcshop-_JM#position=31&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#466102626,T450,Over-ear,JBL,Azul
191, Auriculares Jbl T450bt Negro Bluetooth Con Microfo Zonatecno ,89,NA,14,3,18 cuotas,182.99,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-455164020-auriculares-jbl-t450bt-negro-bluetooth-con-microfo-zonatecno-_JM#position=32&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,1,0,0,0,0,#455164020,T450BT,Headset,JBL,Negro
192, Auriculares Bluetooth Simil AirPods iPhone + Caja De Carga ® ,499,NA,1,79,18 cuotas,27.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MADEINCHINAUY0,https://articulo.mercadolibre.com.uy/MLU-465515080-auriculares-bluetooth-simil-airpods-iphone-caja-de-carga--_JM#position=33&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#465515080,NA,NA,NA,Blanco
193, Huawei Y9 Prime 2019 128gb Oficial + Auriculares Bt Loi ,297,529,20,9979,18 cuotas,610.66,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-465645836-huawei-y9-prime-2019-128gb-oficial-auriculares-bt-loi-_JM#position=34&type=item&tracking_id=91f8bb53-bdf3-4262-b43c-3a1173c158c8,NA,NA,NA,NA,NA,#465645836,NA,NA,Huawei,NA
