search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Formato,Marca,Color
683, Auricular Bluetooth Energy Sistem Sport 1 - Gris Grafito ,27,NA,2,98,18 cuotas,56.52,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/BACKUP.UY,https://articulo.mercadolibre.com.uy/MLU-453854228-auricular-bluetooth-energy-sistem-sport-1-gris-grafito-_JM#position=50&type=item&tracking_id=c8af8798-0d3f-444b-b6ab-1a6033ecfd7e,1,0,0,0,0,#453854228,Sport Bluetooth,Headset,Energy Sistem,Gris
684, Gorro De Lana Xenex Con Auriculares Bluetooth Para Celular ,34,NA,3,6,18 cuotas,71.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CELSHOPMERCADOLIBRE,https://articulo.mercadolibre.com.uy/MLU-444576431-gorro-de-lana-xenex-con-auriculares-bluetooth-para-celular-_JM#position=51&type=item&tracking_id=c8af8798-0d3f-444b-b6ab-1a6033ecfd7e,NA,NA,NA,NA,NA,#444576431,NA,NA,NA,Esperanza
685, Auriculares Inalámbricos Bluetooth Xg-12 Tws!!! ,925,NA,1,2,18 cuotas,51.39,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MAGALALO28,https://articulo.mercadolibre.com.uy/MLU-465940079-auriculares-inalambricos-bluetooth-xg-12-tws-_JM#position=52&type=item&tracking_id=c8af8798-0d3f-444b-b6ab-1a6033ecfd7e,NA,NA,NA,NA,NA,#465940079,NA,In-ear,NA,NA
686, Auricular De Tubo Acústico Motorola Dtr550/dtr650/dtr410 ,1719,NA,NA,100,18 cuotas,95.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456539447-auricular-de-tubo-acustico-motorola-dtr550dtr650dtr410-_JM#position=53&type=item&tracking_id=c8af8798-0d3f-444b-b6ab-1a6033ecfd7e,NA,NA,NA,NA,NA,#456539447,NA,NA,Motorola,NA
687," Auricular Bluetooth Inalambrico Havit U2 Negro, Macrotec ",95,NA,1,6,18 cuotas,195.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MACROTEC_TIENDA,https://articulo.mercadolibre.com.uy/MLU-462322856-auricular-bluetooth-inalambrico-havit-u2-negro-macrotec-_JM#position=1&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#462322856,NA,NA,NA,NA
688, Auriculares Inalámbricos Aiwa Aw4 Turbo Bluetooth Amv ,63,NA,0,10,18 cuotas,129.53,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-459602123-auriculares-inalambricos-aiwa-aw4-turbo-bluetooth-amv-_JM#position=2&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#459602123,NA,Headset,NA,Negro
689, Auriculares Envolventes Bluetooth P47 Micro Sd Gtia 6 Meses ,13,NA,4,995,18 cuotas,26.73,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SOLUCIONESMOVILESCPC,https://articulo.mercadolibre.com.uy/MLU-453618236-auriculares-envolventes-bluetooth-p47-micro-sd-gtia-6-meses-_JM#position=3&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#453618236,NA,NA,NA,NA
690, Auricular Deportivo Jbl Endurance Jump Bluetooth Black ,96,NA,1,1,18 cuotas,197.39,NA,Entrega a acordar con el vendedor,NA,NA,2,1,http://perfil.mercadolibre.com.uy/TECNOWEB+POCITOS,https://articulo.mercadolibre.com.uy/MLU-464596503-auricular-deportivo-jbl-endurance-jump-bluetooth-black-_JM#position=4&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,0,0,0,1,0,#464596503,JUMP,Clip-ear,JBL,NA
691," 2 X Rápido 3,5 Mm Auricular Recibir Motorola Rln4941a Ht750 ",2103,NA,NA,100,18 cuotas,116.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456540389-2-x-rapido-35-mm-auricular-recibir-motorola-rln4941a-ht750-_JM#position=5&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#456540389,NA,NA,Motorola,NA
692, Auriculares Inalambricos Bluetooth Magneticos. Intraurales ,480,NA,6,5,18 cuotas,26.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/KANKOCATS,https://articulo.mercadolibre.com.uy/MLU-455547202-auriculares-inalambricos-bluetooth-magneticos-intraurales-_JM#position=6&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#455547202,NA,NA,NA,NA
693, Auriculares Deportivos Bluetooth Energy Sistem Envios Gratis ,55,NA,0,10000,18 cuotas,113.09,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-458890331-auriculares-deportivos-bluetooth-energy-sistem-envios-gratis-_JM#position=7&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#458890331,NA,Headset,Energy Sistem,NA
694," 2 X Motorola Radio 3,5 Mm Jack Recibir Auricular Apx4000 Apx ",2106,NA,NA,100,18 cuotas,117.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456540395-2-x-motorola-radio-35-mm-jack-recibir-auricular-apx4000-apx-_JM#position=8&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#456540395,NA,NA,Motorola,NA
695," Auricular Bluetooth, Manos Libres,deportes Tutiendaonline.uy ",590,NA,3,NA,18 cuotas,32.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TUTIENDAONLINEUY,https://articulo.mercadolibre.com.uy/MLU-453358617-auricular-bluetooth-manos-libresdeportes-tutiendaonlineuy-_JM#position=9&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#453358617,NA,Sin Vincha,NA,NA
696, Auriculares Inalámbricos Bluetooth Manos Libres Envio Gratis ,590,NA,2,40,18 cuotas,32.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LILIPRES,https://articulo.mercadolibre.com.uy/MLU-461404288-auriculares-inalambricos-bluetooth-manos-libres-envio-gratis-_JM#position=10&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#461404288,NA,NA,NA,NA
697, Auriculares Parlante Bluetooth Kolke Twist Con Mic En Loi ,977,1090,248,989,18 cuotas,54.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-453030072-auriculares-parlante-bluetooth-kolke-twist-con-mic-en-loi-_JM#position=11&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#453030072,NA,NA,Kolke,NA
698, Auriculares Bluetooth Para Deportes ,430,NA,1,NA,18 cuotas,23.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GERMANMOLINA31,https://articulo.mercadolibre.com.uy/MLU-444754725-auriculares-bluetooth-para-deportes-_JM#position=12&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#444754725,NA,NA,NA,NA
699, Auriculares Inalámbricos Auriculares Bluetooth Ipx7 Impermea ,3685,NA,0,100,18 cuotas,204.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457858981-auriculares-inalambricos-auriculares-bluetooth-ipx7-impermea-_JM#position=13&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#457858981,WIRELESS_ACCESSORY,Con Vincha,iKanzi,NA
700, Huawei Y9 Prime 128gb + Auricualres + Love Handle - Pro ,348,NA,0,10,18 cuotas,715.53,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRO-ACCESORIOS-Y-CELULARES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=4I8VtJY3c78f0D6LCS7k1WxmiYNnM8ykdrPu5S6%2BjSlz1kivpqIcVF4JGeXDEFWveenfHuD27xR4c46ISalVB9x8t3PRnmBFyfHgQShbs%2FY9%2FlQC4fMC81NNVnXgt9dtILEHB7mL0bTfZ8Y3P8PQty%2BW%2FRGAObKGbqt95i4QOVoHM1huy%2FQBo%2F8QdykmYe3redqzH%2F9DtOwhKteJbIkQIB0vcmRRAdCO4tC76xODFKe%2Fnn43ScQFEIxxX6%2BaxEI3m8sZ3NBs35vtMqgryoePLXrdMw3WS7EY7UgpV%2FJRJx6u7Mar%2BaDsjnVVoPqjLSUieNVZUEux3lYLbpGDu8KMxfQpbvLF%2BBrWuqDXCHG0eiLQaB7ORCjADPDJOJOErTmsDQAydv6FY5wFJBeRCYcHi6J7VuJmBKXf88gBAQxFJvcebtTh3s%2B0JvtUqex1fNaiLFRwGsLw0CFHtLMefGLNZ7GILuhixj0HSfIi7hF1a9PoVxnwrnj%2BFhqOTj%2BNn33yZWAteO9fXxbgX6bwKCsvHflnXoWEqG2fc8uget%2BTk83C5btGVx%2F5Fm8%2FamzksJwmG4iU0ZTD9yDzIe6%2FtWl%2BXNIalXTmdubpRjIATF1SB%2FTSHtvIpVi9TRUM%2F0F4e0AECzh%2BZaaypufX9n9s71YK54Dt2DtIE5f2Dd9v0%2FHMHRXTjVt18kvrFtPMEpdFjArOBLQkxiyvRx2%2FQ2DYudW%2BcbCN84PFEEEgX%2BFE3q2E9oWgpA0ZAAd8MIk7r1JuZkEucx5r%2BS%2BWWmraIJFLY%2FzvsjyDe%2FBCZ4uIMjD%2F7BvkUo29Xc9xikVJprb94xWuDAKhVp9u9r2kZFn%2FKJQmP4DSmYfX2gti1OVh9JAp2da%2FNRxE30TBkOldMoRkVP%2Bz7KRfksBLN4UAwfpeWgQpaynPOZrXFe%2F8z53%2FsxOCh6fLPRrQzk%2FscngnHvJDfmYjRg6b3R60zsMyRhVmOAtFg2dnWpnquYSdyE0u62W5l6gMITyx5YvRqipWQ6AaqFYBxrhmn09P7U0wvQDfIfrqNVQ0F0E7QpIZxUS9feoskIFEJ8zlwZJtnWooZKlh47FYpqorlCfTGBLVx5ZBZibOGwZaOXVjRBr%2FxIVLyWuz6HjWBB6s6Zf2VIwDaD8kqyjdvg%2BQcSCOptu6G1xDdxTdud0wG6R0t5Y%2Bbr61V%2FDG5PZFP4yZqr7lRC0%2F2l%2F0MHQiOx52Zm%2FE3t1Q8xjzfOhPxxSlp%2F5EHszkGwsNcDTh4UvH56gxEXF3j3OGKvIBGzhh9AX%2FPoCD8PtfPpp1r70u9XjXMfrtLqu6ttxexvr60Z83kJoA%2Fp0cXD5DvRASDIqlCvjfsX6xfrN2s%2BSz8uOAEpRoZOtcTdt92YuolUhrcIRYhdrVnWyhsKDWz50cku%2B6eONY9smvsg0QWrztGIJn95SJo9dCtRIsFlo025FwZFCwPO9W79XXyVk9nu6VmdCLPCLQWFwGCZxEjvQhoWibWCxJ0yRhIVmJ5sVYbp05KBsELmSy7gjL8HRWowamF%2BBFLOpTTSDaYQfX3hzjLpwYeacfPdfconYY9NcBDNNhZO0nf6pN1uV%2BOHQfziFZ9pQ0tQsxUugZKJxJijjW79C7zqBlddwql6sbFW%2BbL0hxk%2FPonAOnR5x7HVynSX0Rg%2BZQx5r6AIyvG4SZt2Qxy95b9GD6trb%2Ba86NCihbkVW2BUuOr1eH%2FYNjgRGU1lakAbMcTRH1wRRspCasLAzuECC5utGsZ5rPJgPLHPJP1aI7NLsoCZ%2BNk%2Bu0xVGkdN8qQisNgOFcSPKJINzRc6qpErmFg674QvoYeJDJmA%3D%3D,NA,NA,NA,NA,NA,#465065348,Y9 PRIME,NA,Huawei,NA
701, Auriculares Bluetooth I9s Tipo AirPods Con Base De Carga ,28,NA,1,998,18 cuotas,57.57,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SOLUCIONESMOVILESCPC,https://articulo.mercadolibre.com.uy/MLU-465973895-auriculares-bluetooth-i9s-tipo-airpods-con-base-de-carga-_JM#position=15&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#465973895,i9s,In-ear,generica,NA
702, Motorola Radiothroat Mic Auricular Ajustable P110 P1225 P122 ,3024,NA,NA,100,18 cuotas,168.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456540399-motorola-radiothroat-mic-auricular-ajustable-p110-p1225-p122-_JM#position=16&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#456540399,NA,NA,Motorola,NA
703, Auriculares Inalámbricos Xiaomi Redmi Airdots Oferta Amv ,89,NA,0,10,18 cuotas,182.99,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-465046846-auriculares-inalambricos-xiaomi-redmi-airdots-oferta-amv-_JM#position=17&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,1,0,0,0,0,#465046846,AirDots,Sin Vincha,Xiaomi,NA
704, Auriculares In Ear Bluetooth Up Beat Philips Shb3595bk/10 ,55,109,NA,1,18 cuotas,113.09,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PHILIPS_TIENDAOFICIAL?brandId=173,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=qiFPKbHpe%2FW681lZK%2FortRiyl8Pky5%2FS7kREBWBS%2F%2Btxvre%2FuJwRg9E2kxgm2oT7skGLl%2BVwslVVyrczom1P4MQ7rspGgLvmOjCjHMpQO9kbaQFLJGKn9OkGt%2Bil0pW0Day%2BXWictEfE81uXuIA4slVQemREkzVqDqnePKx8bz%2FZ253r%2FrqcnGRWoQK3Ae9%2FURDc1mXiN%2BybCyM9NKd8fa0S0dv3cewo%2F9xoeSRLfde9twS93Vjs4a%2BFn%2BG2NcnIfvz1qRiEDLZi7DmdXd76a8JBq9tnsv%2BYbxDQhPEdAzb99PvHhy5YhsaeC1zuofpyQ3iVPMYcf8EoE2pYY1RuZ1NbuRXW1BDd96AGV9zehGDR4pT%2FOt%2FYvEd3lzYZZl3Yq6HpVo55bJMJJpgFAhDYs8nlKLGttmNU5Tt3h9NquQIwYW9dqyMeuzKVPBXrNQp3eJ0PVDkUDwfkw549DNeffpUSj73j9HzbBw2zzK%2B8UtcDrQPsN0Cets7ujQeiq4%2Buu89CBF56tpPzcHzjzrAUg69e7oBGJ8mwv6gOablDTH3O968ijFYwMJyZ3MY768f912iCzNLRPWAJhSdqnQB7auRpPPtIuVdgyNptqIVLsU%2FXJw43RUwx0HhhbmXa9HaJx7py%2Fa55jrP0%2F71psQe%2Baa%2BLa8HTiBnwwzAaBWuS5EI8Iy6o2tn2%2FYfuCIAAhksPo6zk%2BDJQ0%2FwC7bAH%2FGuFqtw6gvNwoWOnvLcEHfBh3qH03mFjhSrQ9JaAD8Cnoqbuw1f4XsK1lLl2dJkV3b%2Bh%2BGMdcYmlQ2AtlZJPQxqIIetPz0qMPU9IBBs2KWwxI%2FkpYkLfCm7sSR1jNhw2AjDmF4%2B5sI4IIuHQf1ttRJu2%2BYEZLT9WK7CgzDeS57SWQ5OgZn0Kq7XIXTOARcrOhZm%2BLxBBiGPblt05AJgoJRtvh7NYBOrUk6OECl9oZnNjcyqJ3uYvPJ63d4EqsvjA5ta%2Bs4xlf08e8L2oy880izlrzRlZDvtnrDro%2BstwZsGxUjxYyq7hZYHTA1bULpunK%2BMx%2F56LBpqcaFUBLv%2F85wenFZazWStHE3C63WHJzzIIip4%2Fjg9sV1Fm4jKds27FGCB4YxRfvCNknLSH6bQLFIKejGzEStxcVdevkMJKZbvp5xUif8H9UpBpoLZhCqwcbPWNa0sE%2Bq23Kaa2spB9PldcKDYR%2FuAQO22xAbduqiWuuOPo2%2F7Y%2FTs0TxMx0AJXBTQkH5x3QZAl%2Fbb55kGEAxwSIJsJJ4NP2bWW4ZchO2exkbstSu5o5%2B6vZJTYxhVXZeevsBQRqNz9a3Z2He6OZ%2FGWosEWqe4kLjHJr%2FVpqfJnam8PCOz%2FDo9hOmBBffgkdhR1vmydnfWwiJ7KztYXsMKH%2FQIFWc%2F1vaWpkuC2JuP3fXKX3F9PvEe2JbzzqKn8czewKLACM7UjPfFez%2FcxJmc0Io2eVTqxxTFmDrDQPCI5KffYqGKQ1orD6e4%2F7G49TE1bqxfqcSkaiUmKG3GJV4juBYwkF8rUcKh8Zb0aZdMs96POOQtZ2NzOLYYz7w9XxU9nGcQjPgR6y00CVJ9eARkhHjuhVzUWaMv3aiXWivhvwgKqSX25je5EUdn38aSVOrPI5%2FAP9e5l%2FwxVI4mKKSJaxcY689KdLxXr2CsaZvjOt9UWRpIxd0w%2FWIXNELU5BBwagcaXcO86T7Vzjsj3wQd%2BlgqZzoLNjdO4fOBbJ%2BRqLs7pFZ1%2BxmS7zvB3hi1fd%2FEJjyKwWAJQWdnkzNbZIzGBGjMF%2BCohxtp6S3FTI6qOIE6cAhJZ06E4YPOBpfi4bHxZBerhvqBWdk9YXpFSoaw%3D,NA,NA,NA,NA,NA,#465621960,SHB3595BK/10,Sin Vincha,Philips,NA
705, Auriculares Bluetooth Xiaomi Airdots Circuit ,2546,NA,0,50,18 cuotas,141.44,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-465486439-auriculares-bluetooth-xiaomi-airdots-circuit-_JM#position=19&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,1,0,0,0,0,#465486439,AirDots,In-ear,Xiaomi,NA
706, Auriculares Bluetooth Vincha Energy Sistem 1 + Envio Gratis ,37,NA,2,9999,18 cuotas,76.08,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-451864053-auriculares-bluetooth-vincha-energy-sistem-1-envio-gratis-_JM#position=20&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#451864053,NA,Con Vincha,Energy Sistem,NA
707, Motorola Radiothroat Mic Auricular Banda Ajustable Tamaño Ax ,3024,NA,NA,100,18 cuotas,168.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456540408-motorola-radiothroat-mic-auricular-banda-ajustable-tamano-ax-_JM#position=21&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#456540408,NA,NA,Motorola,NA
708, Auriculares Inalámbricos Bluetooth Deportivo Gariantia ,999,NA,1,99,18 cuotas,55.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NICOLASDARSON,https://articulo.mercadolibre.com.uy/MLU-457181402-auriculares-inalambricos-bluetooth-deportivo-gariantia-_JM#position=22&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#457181402,NA,Sin Vincha,NA,Negro
709, Auricular Manos Libres Bluetooth Inalambrico I7 ,10,NA,0,24,18 cuotas,20.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CONDORINFORMTICA,https://articulo.mercadolibre.com.uy/MLU-464401465-auricular-manos-libres-bluetooth-inalambrico-i7-_JM#position=23&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#464401465,NA,NA,NA,NA
710, Motorola Radiothroat Mic Auricular Ajustable Fd-460a Fd460a ,3024,NA,NA,100,18 cuotas,168.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456540416-motorola-radiothroat-mic-auricular-ajustable-fd-460a-fd460a-_JM#position=24&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#456540416,NA,NA,Motorola,NA
711, Skullcandy Auriculares Inalámbricos Bluetooth Micrófono ,6270,NA,0,100,18 cuotas,348.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-460000756-skullcandy-auriculares-inalambricos-bluetooth-microfono-_JM#position=25&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#460000756,SCS6CRW-K591,Con Vincha,Skullcandy,NA
712, Mini Wireless Bluetooth V4.1 auriculares Earphone Auricul ,50,NA,0,NA,18 cuotas,102.81,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-461635250-mini-wireless-bluetooth-v41auriculares-earphone-auricul-_JM#position=26&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#461635250,NA,NA,LingYe,NA
713, Auriculares Bluetooth P/ Deportes Correr Klip Xtreme Khs-634 ,1390,NA,70,99929,18 cuotas,77.22,NA,Lo retiro en el domicilio del vendedor,NA,NA,4.8,16,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-445195979-auriculares-bluetooth-p-deportes-correr-klip-xtreme-khs-634-_JM#position=27&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,12,4,0,0,0,#445195979,NA,NA,NA,NA
714, Skullcandy Hesh 2 Auriculares Inalámbricos Bluetooth Con ,104,NA,0,NA,18 cuotas,213.84,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-457349501-skullcandy-hesh-2-auriculares-inalambricos-bluetooth-con-_JM#position=28&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#457349501,Hesh 2,NA,Skullcandy,NA
715," Auriculares Inalámbricos, Auriculares Bluetooth 5.0 Mejorado ",2555,NA,0,100,18 cuotas,141.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-459999475-auriculares-inalambricos-auriculares-bluetooth-50-mejorado-_JM#position=29&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#459999475,Black-nb8,Con Vincha,YIYI US,NA
716," Mini Auricular Bluetooth Invisible, V4.1 Estéreo Inalámbr ",47,NA,0,NA,18 cuotas,96.64,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464191578-mini-auricular-bluetooth-invisible-v41-estereo-inalambr-_JM#position=30&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#464191578,NA,NA,ESSOY,NA
717, Tubo De Aire Auriculares/auricular Para Motorola Mth600/mth6 ,1471,NA,NA,100,18 cuotas,81.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456560608-tubo-de-aire-auricularesauricular-para-motorola-mth600mth6-_JM#position=31&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#456560608,NA,NA,Motorola,NA
718, Auriculares Bluetooth Sin Cable Inalambricos Ergonomicos® Ty ,417,NA,7,3,18 cuotas,23.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-453667392-auriculares-bluetooth-sin-cable-inalambricos-ergonomicos-ty-_JM#position=32&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#453667392,NA,Sin Vincha,NA,NA
719, Auricular Bluetooth Jbl T205bt Circuit ,2166,NA,0,10,18 cuotas,120.33,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-461779404-auricular-bluetooth-jbl-t205bt-circuit-_JM#position=33&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#461779404,NA,NA,JBL,NA
720, Auricular Inalambrico Microfono Bluetooth Ps3 Oido Derecho ,499,NA,3,3,18 cuotas,27.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-463003551-auricular-inalambrico-microfono-bluetooth-ps3-oido-derecho-_JM#position=34&type=item&tracking_id=f5d20ddf-e05e-47b3-9614-8c96e3f83db3,NA,NA,NA,NA,NA,#463003551,NA,NA,NA,NA
