search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Linha,Voltagem,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Quantidade de alto-falantes,Resposta máxima em frequência,Resposta mínima em frequência
2041, Caixa De Som Bulldog 8w Tf Usb Bluetooth - D-q11 ,89,NA,17,22,12x,8.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MIRAO+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1167733345-caixa-de-som-bulldog-8w-tf-usb-bluetooth-d-q11-_JM,NA,NA,NA,NA,NA,#1167733345,Grasep,D-Q11,NA,8 W,Caixa,"USB,Leitor SD",75 dB,NA,NA,NA,NA,NA,NA,Subwoofer,Ativo/Passivo,Portátil,2.1,NA,NA,NA
2042, Rádio Relógio Despertador Com Usb Bluetooth ,65,NA,6,9,12x,6.27,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PANTHER+SOM,https://produto.mercadolivre.com.br/MLB-1257069103-radio-relogio-despertador-com-usb-bluetooth-_JM,NA,NA,NA,NA,NA,#1257069103,AEC,BT-506,NA,12 W,Caixa,Auxiliar,NA,NA,NA,NA,NA,NA,NA,coaxial,Woofer,Mesa,6,NA,NA,NA
2043, Caixa De Som Bluetooth Entrada Guitarra Violão Microfone Aux ,277,NA,15,3,12x,23.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,126,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-923324235-caixa-de-som-bluetooth-entrada-guitarra-violo-microfone-aux-_JM,78,27,9,4,8,#923324235,Mondial,Thunder XII / MCO-07,NA,80 W,Caixa,USB,NA,NA,NA,NA,2.5 kg,Multi Connect,NA,NA,Woofer,NA,2.1,NA,NA,NA
2044, Mini System Lenoxx 280w Rms Bivolt ,429,NA,2,6,12x,35.75,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1093122361-mini-system-lenoxx-280w-rms-bivolt-_JM,NA,NA,NA,NA,NA,#1093122361,Lenoxx,NA,NA,280 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2045, Caixa Caixinha Som Portatil Bluetooth Mp3 Usb Cartao Fm E13 ,75,NA,12,313,12x,6.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-883486021-caixa-caixinha-som-portatil-bluetooth-mp3-usb-cartao-fm-e13-_JM,2,0,0,0,0,#883486021,Yes,MS-230BT,NA,8 W,NA,USB,NA,NA,NA,NA,NA,Mobile Speaker,NA,NA,NA,NA,NA,1,NA,NA
2046, Caixa De Som Bluetooth 100w Gravador Microfone Fm P2 Aux Usb ,314,NA,2,1,12x,26.21,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1214538619-caixa-de-som-bluetooth-100w-gravador-microfone-fm-p2-aux-usb-_JM,NA,NA,NA,NA,NA,#1214538619,Multilaser,SP-251,Preto,100 W,Caixa,USB,85 dB,42.5 cm,13.5 cm,30 cm,3.6 g,Portátil,110V/220V (Bivolt),Woofer,Ativo/Passivo,Mesa,2.1,2,20000 Hz,100 Hz
2047, Kit Receptor Adaptador P2 Bluetooth P/ Caixa Som Amplificada ,45,NA,24,976,6x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CROPSHOP,https://produto.mercadolivre.com.br/MLB-971160574-kit-receptor-adaptador-p2-bluetooth-p-caixa-som-amplificada-_JM,NA,NA,NA,NA,NA,#971160574,Peba,BT-163,NA,NA,Caixa,USB,NA,NA,NA,NA,13 g,NA,NA,Subwoofer,NA,"Mesa, Estante, Rack",NA,NA,NA,NA
2048, Caixa Som Portatil Amplificada Bluetooth Recarregavel E13 ,82,NA,4,7,12x,7.90,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-905762705-caixa-som-portatil-amplificada-bluetooth-recarregavel-e13-_JM,NA,NA,NA,NA,NA,#905762705,Yes,MS-188BT,NA,15 W,NA,Auxiliar,NA,NA,NA,NA,300 g,Caixa De Som Bluetooth Amplificada,BI-VOLT 110/220,NA,NA,NA,NA,1,NA,NA
2049, Mini Speaker Marshall Kilburn Cream ,1314,NA,1,3,12x,109.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,9,https://perfil.mercadolivre.com.br/VB.TECH,https://produto.mercadolivre.com.br/MLB-1208138382-mini-speaker-marshall-kilburn-cream-_JM,9,0,0,0,0,#1208138382,Marshall,Kilburn,NA,30 W,NA,NA,NA,NA,NA,NA,3 kg,NA,NA,NA,Ativo,NA,NA,NA,NA,NA
2050, Tampa Botão Liga Caixa Som Jbl Xtreme - Original - Preto ,35,NA,3,4,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1229629110-tampa-boto-liga-caixa-som-jbl-xtreme-original-preto-_JM,NA,NA,NA,NA,NA,#1229629110,JBL,Xtreme,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA,PASSIVO,Passivo,CAIXA DE SOM,NA,1,20 kHz,70 Hz
2051, Caixa De Som Bluetooth Speaker Fm Sd Usb Portátil D-bh 2030 ,83,NA,19,30,12x,6.92,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3,2,https://perfil.mercadolivre.com.br/ORIONOFICIAL?brandId=1259,https://produto.mercadolivre.com.br/MLB-1088935579-caixa-de-som-bluetooth-speaker-fm-sd-usb-portatil-d-bh-2030-_JM,0,0,2,0,0,#1088935579,Grasep,D-BH 2030,Preto,15 W,Caixa,Auxiliar,NA,14 cm,13.5 cm,22.3 cm,820 g,NA,NA,NA,Subwoofer,NA,NA,NA,NA,NA
2052, Carregador De Celular Charge 3.1 Led Com 3 Porta Usb Cabo 1m ,19,NA,8,3,3x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPSTYLUS,https://produto.mercadolivre.com.br/MLB-1126893306-carregador-de-celular-charge-31-led-com-3-porta-usb-cabo-1m-_JM,NA,NA,NA,NA,NA,#1126893306,JBL,charge 3.1,NA,6 W,Caixa,USB,80 dB,NA,NA,NA,NA,NA,NA,NA,redondo,na parede,5.1,2,20 kHz,65 Hz
2053, Torre Som Expandido Panasonic Bluetooth 1400w Sc-ua7lb-k ,1951,NA,39,94,12x,162.59,NA,Envio para todo o país,NA,NA,4,3,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-919118086-torre-som-expandido-panasonic-bluetooth-1400w-sc-ua7lb-k-_JM,2,0,0,1,0,#919118086,Panasonic,SC-UA7LB-K,Black,NA,Torre,Entrada para Microfone,NA,744 mm,295 mm,260 mm,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA
2054, Caixa Som Amplificada 20w Recarregavel Usb Mp3 Bluetooth 799 ,119,NA,9,1,12x,11.46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/B3+FULL,https://produto.mercadolivre.com.br/MLB-1157470679-caixa-som-amplificada-20w-recarregavel-usb-mp3-bluetooth-799-_JM,1,0,0,0,0,#1157470679,Altomex,A-7099,NA,20 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,400 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
2055, Caixa De Som Amplificada Titan Sm- Cap15t 600w Rms Sumay ,1129,NA,15,2,12x,94.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,9,https://perfil.mercadolivre.com.br/MULTIFORCE,https://produto.mercadolivre.com.br/MLB-980639330-caixa-de-som-amplificada-titan-sm-cap15t-600w-rms-sumay-_JM,6,3,0,0,0,#980639330,Sumay,cap15t,NA,600 W,conico,USB,NA,NA,NA,NA,16 kg,NA,NA,"portatil, Woofer",portatil,"interno, externo",fm,NA,NA,NA
2056, Caixa De Som Bluetooth Portátil Smartphone Tv Musica Usb Sd ,139,NA,7,9999,12x,11.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RELU+MAGAZINE,https://produto.mercadolivre.com.br/MLB-990052203-caixa-de-som-bluetooth-portatil-smartphone-tv-musica-usb-sd-_JM,NA,NA,NA,NA,NA,#990052203,H'maston,B28S,NA,10 W,NA,USB,NA,NA,NA,NA,800 g,CAIXA DE SOM HMASTON,USB / BIVOLT,NA,NA,NA,NA,4,NA,NA
2057, Caixinha De Som Bluetooth Jbl Go 2 Flip Original Nota Fiscal ,180,NA,21,25,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,226,https://perfil.mercadolivre.com.br/BACHIMPORTADOSORIGINAIS,https://produto.mercadolivre.com.br/MLB-1191760651-caixinha-de-som-bluetooth-jbl-go-2-flip-original-nota-fiscal-_JM,193,27,4,2,0,#1191760651,JBL,GO 2,NA,3 W,Quadrado,NA,80 dB,NA,NA,NA,NA,Flip Series,NA,Watts RMS,Watts RMS,Mesa,4.1,1,20 kHz,20 Hz
2058, Jbl Flip 4 Camuflada Bluetooth Speaker ,471,NA,33,7,12x,39.28,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2934,https://perfil.mercadolivre.com.br/NOTA10_IMPORTADOS,https://produto.mercadolivre.com.br/MLB-1030677604-jbl-flip-4-camuflada-bluetooth-speaker-_JM,2666,189,38,11,30,#1030677604,JBL,Flip 4,NA,16 W,NA,NA,NA,NA,NA,NA,NA,Flip,NA,NA,Passivo,NA,NA,NA,NA,NA
2059, Caixa Som Bluetooth 1000w Rms Ativa Passiva Mp3 Fm Usb Led ,1195,NA,1,1,12x,114.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LHCOMERCIO,https://produto.mercadolivre.com.br/MLB-1188291908-caixa-som-bluetooth-1000w-rms-ativa-passiva-mp3-fm-usb-led-_JM,NA,NA,NA,NA,NA,#1188291908,Amvox,ACA 1010 TWIN PRETO BIVOL,Preto,1000 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,27.5 kg,NA,110/220V (Bivolt),Subwoofer e Tweeter,Ativo/Passivo,"De piso, De mesa",2.1,NA,NA,NA
2060, Caixa De Som Portátil Bluetooth Charge 2 Carrega Celular ,68,NA,50,998,12x,6.59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/CONNECT+PLANET,https://produto.mercadolivre.com.br/MLB-873977983-caixa-de-som-portatil-bluetooth-charge-2-carrega-celular-_JM,3,0,0,0,0,#873977983,Importado,Caixa De Som Portatil Bluetooth,NA,40 W,Caixa,USB,NA,NA,NA,NA,419 g,NA,NA,Subwoofer,Ativo,Portatil,7.1,NA,NA,NA
2061, Capa Case Caixa Proteção Jbl Flip 4 + Mosquetão ,59,NA,6,1,10x,6.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,524,https://perfil.mercadolivre.com.br/BKSHOPPING,https://produto.mercadolivre.com.br/MLB-1210229668-capa-case-caixa-proteco-jbl-flip-4-mosqueto-_JM,471,38,7,3,4,#1210229668,JBL,Flip 4,NA,NA,Case,NA,NA,NA,NA,NA,NA,Flip Series,NA,NA,Ativo,Case,NA,NA,NA,NA
2062, Caixa De Som Port Bluetooth Amplificada Usb Mp3 Microfone ,89,NA,37,38,12x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/ENERGIGA,https://produto.mercadolivre.com.br/MLB-1095604528-caixa-de-som-port-bluetooth-amplificada-usb-mp3-microfone-_JM,1,1,0,0,0,#1095604528,BT SPEAKER,SY-M1649BT,NA,10 W,Torre,USB,NA,NA,NA,NA,1300 g,NA,NA,"Subwoofer, Twitter",Tweeter,"Festas, Eventos, Sala, TV, Notebook, PC, Computador, Celular",3.0,NA,NA,NA
2063, Caixa De Som Bluetooth Wind Jbl Bicicletas E Motos ,167,NA,3,2,12x,15.96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,922,https://perfil.mercadolivre.com.br/BFACIL,https://produto.mercadolivre.com.br/MLB-1163664265-caixa-de-som-bluetooth-wind-jbl-bicicletas-e-motos-_JM,745,120,39,6,12,#1163664265,JBL,Wind,NA,3 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ativo,GUIDAO,NA,NA,20 kHz,20 Hz
2064, Caixa De Som Bluetooth Jbl Go 2 Portátil Original ,159,NA,3,97,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1587,https://perfil.mercadolivre.com.br/SARA6422154,https://produto.mercadolivre.com.br/MLB-1208388958-caixa-de-som-bluetooth-jbl-go-2-portatil-original-_JM,1456,101,19,5,6,#1208388958,JBL,GO 2,NA,3 W,NA,NA,80 dB,NA,NA,NA,NA,NA,NA,40mm,40mm,NA,NA,NA,NA,NA
2065, Caixa De Som Amplificada 8 Polegadas Com Usb Para Piano ,449,NA,2,292,12x,37.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,501,https://perfil.mercadolivre.com.br/ESPECIALISTAEMOFERTAS,https://produto.mercadolivre.com.br/MLB-957838916-caixa-de-som-amplificada-8-polegadas-com-usb-para-piano-_JM,329,103,52,7,10,#957838916,Datrel,DMU-8.50,NA,50 W,Caixa,RCA,NA,NA,NA,NA,NA,NA,NA,Profissional,Ativo,Som Ambiente,Não,1,NA,NA
2066, Caixa Som 1000w Rms Led Bluetooth Ativa Passiva + Microfone ,1208,NA,1,1,12x,115.48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LHCOMERCIO,https://produto.mercadolivre.com.br/MLB-1236686249-caixa-som-1000w-rms-led-bluetooth-ativa-passiva-microfone-_JM,NA,NA,NA,NA,NA,#1236686249,Amvox/Knup,ACA1010TWIN/KP-M0001 PRETO,Preto,1000 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,27.77 kg,NA,110/220V (Bivolt),Subwoofer e Tweeter,Ativo/Passivo,"De piso, De mesa",2.1,NA,NA,NA
2067, Caixa Som Amplificada Profissional 600w Rms Titan Sm-cap15t ,1239,NA,1,96,12x,118.51,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,9,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1070226974-caixa-som-amplificada-profissional-600w-rms-titan-sm-cap15t-_JM,6,3,0,0,0,#1070226974,Sumay,Titan 600W,NA,600 W,Caixa,"USB, cartão de memória TF, Rádio FM, AUX, Microfone/guitarra P10, Áudio 1xRCA",NA,NA,NA,NA,14.5 kg,NA,NA,Subwoofer,Ativo,De piso,NA,NA,NA,NA
2068, Conector Jbl Pulse 1 Bluetooth 05 Pecas ,25,NA,7,13,5x,5.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EDUBHTE1,https://produto.mercadolivre.com.br/MLB-1191580791-conector-jbl-pulse-1-bluetooth-05-pecas-_JM,NA,NA,NA,NA,NA,#1191580791,Conector de carga JBL,Pulse 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2069, Caixa De Som Bluetooth Mifa A10 ,199,NA,11,2,12x,16.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/LEONARDO.ENQ,https://produto.mercadolivre.com.br/MLB-1040559047-caixa-de-som-bluetooth-mifa-a10-_JM,2,0,0,0,0,#1040559047,MIFA,A10,NA,10 W,Caixa,"Cabo Auxiliar, Cartão Micro SD, Leitor SD, P2, Mini USB",NA,NA,NA,NA,341 g,NA,NA,Mini Alto Falante,40mm Magnético interno,"Casa, campo, praia",2.1 Dual Channel + Bass,NA,NA,NA
2070, Caixa Som Amplificada 480w Trc Portátil Bluetooth Usb Fm ,899,NA,8,2,12x,74.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PILARESNET,https://produto.mercadolivre.com.br/MLB-986437300-caixa-som-amplificada-480w-trc-portatil-bluetooth-usb-fm-_JM,NA,NA,NA,NA,NA,#986437300,TRC,536,NA,480 W,Caixa,"Entrada para microfone Entrada USB Entrada para guitarra Entrada Auxiliar Leitor de Cartão Radio FM, entrada para microfone, usb, entrada para guitarra .",NA,33 cm,37 cm,60 cm,8.2 kg,trc amplificada,NA,Woofer,woofer,indeterminado,5.1,NA,NA,NA
2071, Caixa Som Pcx5500 Effects Bluetooth 200w Rms Potente Philco ,659,NA,2,5,12x,63.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,18,https://perfil.mercadolivre.com.br/SANBOX-SHOP,https://produto.mercadolivre.com.br/MLB-1189235750-caixa-som-pcx5500-effects-bluetooth-200w-rms-potente-philco-_JM,17,1,0,0,0,#1189235750,Philco,PCX5500 Effects,NA,200 W,Torre,NA,NA,NA,NA,NA,7.24 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
2072, Caixa De Som Portátil Pulse 3 Jbl Bluetooth Com Led Cores ,1002,NA,8,2,12x,83.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,175,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1017991534-caixa-de-som-portatil-pulse-3-jbl-bluetooth-com-led-cores-_JM,132,25,6,3,9,#1017991534,JBL,Pulse 3,NA,NA,NA,NA,80 dB,NA,NA,NA,0.96 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
2073, Jbl Go 2 ,199,NA,4,1,12x,16.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1587,https://perfil.mercadolivre.com.br/JMACESSORIOSELETRONICOS,https://produto.mercadolivre.com.br/MLB-1100765466-jbl-go-2-_JM,1456,101,19,5,6,#1100765466,JBL,GO,NA,3 W,Caixa,NA,80 dB,NA,NA,NA,0.18 kg,NA,NA,Woofer,Passivo,NA,2.1,NA,20 kHz,180 Hz
2074, Caixa De Som Bluetooth Amplificada 65 Rms Microfone Mp3 Usb ,169,NA,1,20,12x,14.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,101,https://perfil.mercadolivre.com.br/MERCADO.ELETRONICOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=D%2Brs9BKOdD2qJItpsAS7RGe77ce5ymR1KD7l0dHbQAz6qtzNOLTGUdyejrxPnZ7oPIi4N0La0ksPkgPBdDxcv4%2BMV2iUsn9H4%2BnuQc5K5abWgQCMCOUDvf4xcib%2Bh%2Bi2U%2FY%2BdUwc6BpdoInLwWeDqfZLx%2BkfV8%2FnpBv3%2BFUw5EnAPPN2glusz4t9%2FsKQhocC64tcr%2BNlXVn1OJhtyqGvLx7peb1I3dE7tC%2B6V%2BTKUKDdm31Pt8x7D9TEiro8e0OeRr4J1CvFQoMxxMxEDYBipDvnW0UvbgoZAFboVjEvuSom8HmsgKMnnuCXb1yVIZFhPVEy3r%2F2c00IT1EYbmoGnY%2FpDiKhfWcxRIHJjAQ%2BDK4ufiUfZBAIX9XKI1c%2FU9M6%2FVyNf2Xp1ZEE7ukDXGcoQ7F6g3WTridyV3DxErT49zDbw2p95tGS1k%2Ba7SDZ17sPSoC48MMdjAY5Wgs2gXeJhH9RnGeqjHM0FTI3IRF8KgUEDrlXgQeuKC%2BfWi7hrwN6%2BWI76STccv4te0dIyj3nXELjPTINT4yfHdR%2Bl2iD3WaCW7P%2F%2BA1oEuC4FBW7gtvsyswbm0oyPsqaR4pQvyVA0h8u5EtS8jK%2F4UKrriUiNrOVthqLQOdlQJ2FZqQ7KFai5Dw3UmvusnUBVL5AdYFP1AEpRysXJCjTj2iHBm6VLms54g4CvZ9A%2B6MlvXlMiGV3VwQ2%2B5Cbg7cZErG8ec0wwvPsUi4JIBI0Bht2A3SQCt7sZXrGRVjPUi8mDllt2maPx9eqFS58ckTeF0gcFqqxL52rdN4FHuIfuuGZSR2CwfXTBPj1LapyG3JD%2BD1ISTldRf6vpkBweGiD56m3kFi3W%2BhHaCxL7O1BYKwDXWtUI0zGrlqNx3nzwGyV%2FzKivs6a9aYSlJVyFbf7aksqEKY8g3K3Ps7Dksizyw50b%2BXWRVX6KS%2BF2%2FKZVlLngX2xVILmXGt8dKOnOgr4DkTSbKkUayLe1esgkVdpydEn8Hs7SrNjmK7Z0mfWAJFkEFIww8Todj%2F0pZxNWdnBk2tNjCIXjXDj25S60pPP9gmvbM2z3qrEkTNJXQLkn0ady2%2BLtZlACfh%2BPoVJC2hAg0Vk8CTAFjnD1yJj5sgV4HlqcMwP0lg7sowgWrwlPvB900JvX5WPDuD5y3K7flY3onspryCNVQrDWk7CnTlsGezXZH9HRvABmbGJpsjXKRFtjeZwg%2Bh55DJqC1j78z2IgQKgaLcXyAoi1qZ0vU5zPFBshZSYZ01S3heQ8DNchikNYCmsEssOl%2FKBbvErD5knSIWpaKPvZo%2ByDwHDn1G4KWLLjeGxYwpwlA%2BGboIKXZse7RLw1fonOb%2B6qzsLt%2BEFVvOtWGOXV%2BlSvq9q%2FckURfqSIT2bE6r8ceabxFZVV7vnPtFxpk7mSo850WnEP%2FSX5xl%2FcE1VlExR7B6X3tcsSUr7nq03i5TsCi5gX6v%2BtuymIm3otSTPOUACDz%2BDmOzAXjveWF16gM5Mj0SuCdize0Bv6HrsD3acdDByC%2BGQoIQPypqXrdWDXz6tXdD7IdrBzsq1f%2FHb7R4kivIsOkKgq6MXj4mdm2w7O6qPQB2RNAUM4YxCuTAbla%2Fc2mv8qfcEClJaPbxnI3uNLkItGRcaENFgNcKUq%2BZggxd9tQUyK1QWxwRQevgGNE3rcs13YZkfjc8l%2F09HdFdEDFXhUY6eSKqPB7xqX08Uly6lYzKnX27jPkLVH0fSalbtMVDDfV0UY%2BdhlC4fi6WUQ9%2B3uQNHoSxoz4F%2BWk7BAf0YMOhTMk1HGvEtwRK7s7Fr%2BSHdli0Ycx%2B0ypXsRbHVe1KTFt65ar2hm2FV00OvJaHDrKsjev9Sfv%2FdCj7NTDTSb%2F5PVcCNRqWBuC6MBMSEl5eNae39oVI%2Bk1TJhDEHUE2jPlr3Q%2B9633jLSy6Euh4%3D,68,20,4,3,6,#1255941199,Briwax,FBX-105,NA,65 W,ATIVO,"Bluetooth, P2, Aux, USB, Micro SD",85 dB,30 cm,15 cm,NA,800 g,PORTÁTIL,NA,Super tweeter,Passivo,"BAR, CASA, LOJAS",5.1,NA,80 Hz,18 Hz
2075, Caixa De Som Amplificada Bluetooth 150w Rms Multilaser Sp219 ,599,NA,212,4,12x,49.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,85,https://perfil.mercadolivre.com.br/AJPACESSORIOS,https://produto.mercadolivre.com.br/MLB-842873902-caixa-de-som-amplificada-bluetooth-150w-rms-multilaser-sp219-_JM,62,17,3,2,1,#842873902,Multilaser,SP219,NA,150 W,Caixa,Auxiliar,85 dB,33 cm,29 cm,51 cm,7 kg,ELETRONICO,NA,Ativo/Passivo,Ativo/Passivo,Chão,NA,NA,NA,NA
2076, Conector Placa Usb Caixa Som Jbl Charge 3 (gg) Vermelho Orig ,50,NA,3,7,10x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2387,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1190258425-conector-placa-usb-caixa-som-jbl-charge-3-gg-vermelho-orig-_JM,1769,339,136,52,91,#1190258425,JBL,Charge 3,NA,20 W,NA,USB,80 dB,NA,NA,NA,NA,NA,NA,NA,Passivo,NA,NA,2,20 kHz,65 Hz
2077, Caixa De Som Portátil Anker Bluetooth Soundcore 2.0 Original ,280,NA,4,4,12x,26.76,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MIOCO_STORE,https://produto.mercadolivre.com.br/MLB-1040280317-caixa-de-som-portatil-anker-bluetooth-soundcore-20-original-_JM,NA,NA,NA,NA,NA,#1040280317,Anker,Soundcore 2.0,NA,12 W,Caixa,NA,NA,NA,NA,NA,NA,SoundCore,NA,NA,Subwoofer,NA,NA,NA,NA,NA
2078, Caixa De Som Karaokê Mp3 Sd Usb Radio Fm Cmik 7272 Azul ,29,NA,9,8,5x,6.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGA+MAG,https://produto.mercadolivre.com.br/MLB-846390472-caixa-de-som-karaok-mp3-sd-usb-radio-fm-cmik-7272-azul-_JM,NA,NA,NA,NA,NA,#846390472,CMiK,7272A,NA,5 W,Caixa,NA,NA,NA,NA,NA,NA,Som portatil,NA,frontal,Não Possui,casa,2,NA,NA,NA
2079, Caixa De Som Rs-750cx 3 Alto Falante 4'' 10w Rms Roadstar. ,299,NA,NA,8,12x,25.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RW-CAR,https://produto.mercadolivre.com.br/MLB-1096079920-caixa-de-som-rs-750cx-3-alto-falante-4-10w-rms-roadstar-_JM,NA,NA,NA,NA,NA,#1096079920,Roadstone,RS750,Vermelha,10 W,NA,USB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
