search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Marca,Modelo,Material
48, Funda Sobre Tirador iPhone 8 Plus Protector Carcasa Cuero ,39,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546646-funda-sobre-tirador-iphone-8-plus-protector-carcasa-cuero-_JM#position=48&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#433546646,Apple,NA,NA,NA,Cuero
49, Funda Silicone iPhone 5/5s 6/6plus 7/7plus 8/8plus/x + Mica ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(94 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MALUPHONE,https://articulo.mercadolibre.com.pe/MPE-430828279-funda-silicone-iphone-55s-66plus-77plus-88plusx-mica-_JM#position=49&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#430828279,Apple,NA,NA,NA,NA
50," Case Funda Silicona iPhone 6, 7, 8, X, Plus ",15,NA,"
			
				Nuevo
			
			
				
					 - 
				
				54
				vendidos
			
		",(48 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,2.0,1,http://perfil.mercadolibre.com.pe/MAOMATACASTILLO,https://articulo.mercadolibre.com.pe/MPE-433067982-case-funda-silicona-iphone-6-7-8-x-plus-_JM#position=50&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#433067982,Apple,NA,NA,NA,NA
51, Protector Bumper Funda Case iPhone 6 / 6s 7 / 8plus Aluminio ,75,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(13 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426950928-protector-bumper-funda-case-iphone-6-6s-7-8plus-aluminio-_JM#position=1&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#426950928,Apple,NA,NA,NA,NA
52," Case Funda iPhone 6, 6s, 7/8, 7/ 8 Plus, X, Xs, Xr ",55,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-436663632-case-funda-iphone-6-6s-78-7-8-plus-x-xs-xr-_JM#position=2&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#436663632,Apple,NA,NA,NA,NA
53, Case Premium iPhone 7 8 Plus Xr Protector Funda Anti-shock ,49,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(29 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SABO520433,https://articulo.mercadolibre.com.pe/MPE-434229773-case-premium-iphone-7-8-plus-xr-protector-funda-anti-shock-_JM#position=3&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#434229773,Apple,NA,NA,NA,NA
54," Case Funda iPhone 7/8, 7/8 Plus Y Xr ",55,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-436695536-case-funda-iphone-78-78-plus-y-xr-_JM#position=4&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#436695536,Apple,NA,NA,NA,NA
55, Case Ring Grip iPhone 6s Plus 7 8 X Funda Con Soporte Aro ,20,NA,"
			
				Nuevo
			
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/921489126,https://articulo.mercadolibre.com.pe/MPE-437414354-case-ring-grip-iphone-6s-plus-7-8-x-funda-con-soporte-aro-_JM?searchVariation=41430370988#position=5&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#437414354,iPhone,NA,IPhone,Iphone,IPhone
56, iPhone 8 Plus Funda Iface Ring Holder Cover Forro Case ,59,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435716148-iphone-8-plus-funda-iface-ring-holder-cover-forro-case-_JM#position=6&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#435716148,Apple,NA,NA,NA,NA
57, Case Bumpers Fundas iPhone 8 Y 8 Plus ,19,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(13 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JARRIETAA,https://articulo.mercadolibre.com.pe/MPE-426642181-case-bumpers-fundas-iphone-8-y-8-plus-_JM#position=7&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#426642181,Apple,NA,NA,NA,NA
58, iPhone 8 Plus Funda Antishock De Silicona Tpu Transparente ,49,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436220069-iphone-8-plus-funda-antishock-de-silicona-tpu-transparente-_JM#position=8&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#436220069,Apple,NA,NA,NA,Silicona
59, Case iPhone Funda 6/6plus 7/8 7/8plus X/xs Max /xr / Xs /6s ,29,NA,"
			
				Nuevo
			
			
		",(24 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAROLD25X,https://articulo.mercadolibre.com.pe/MPE-436847777-case-iphone-funda-66plus-78-78plus-xxs-max-xr-xs-6s-_JM#position=9&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#436847777,Apple,NA,NA,NA,NA
60, Case Funda Elegante De Cristal Con Marca Logo iPhone 8 Plus ,58,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-436889203-case-funda-elegante-de-cristal-con-marca-logo-iphone-8-plus-_JM#position=10&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#436889203,Apple,NA,NA,NA,NA
61, Funda iPhone 8/8plus/7/7plus Rob Case Carcasa Protector ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(4 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430710624-funda-iphone-88plus77plus-rob-case-carcasa-protector-_JM#position=11&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#430710624,Apple,Rojo,NA,NA,NA
62, Case Funda iPhone 7 / 8 Plus Transparente Anti Caidas Mobo ,40,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-435333468-case-funda-iphone-7-8-plus-transparente-anti-caidas-mobo-_JM#position=12&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#435333468,Apple,NA,NA,NA,NA
63," Funda Case Protector Original iPhone 7, 8 Plus Textura Cuero ",45,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706723-funda-case-protector-original-iphone-7-8-plus-textura-cuero-_JM#position=13&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#429706723,Apple,NA,Nillkin,Cuero,NA
64, Case Funda Protector iPhone 7/8 Y 7/8 Plus - Con Diseño ,25,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-435256080-case-funda-protector-iphone-78-y-78-plus-con-diseno-_JM#position=14&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#435256080,Apple,NA,NA,NA,NA
65, Funda Tpu Transparente iPhone 8 Plus Cover Case Carcasa ,39,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546797-funda-tpu-transparente-iphone-8-plus-cover-case-carcasa-_JM#position=15&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#433546797,Apple,NA,NA,NA,NA
66, Funda Silicona Antigolpes Para iPhone 6 / 6plus / 7 / 8 Plus ,22,NA,"
			
				Nuevo
			
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+TALLER.DE.CHARLY,https://articulo.mercadolibre.com.pe/MPE-437431538-funda-silicona-antigolpes-para-iphone-6-6plus-7-8-plus-_JM#position=16&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#437431538,NA,NA,NA,NA,TPU
67, Case Funda Pantera Negra iPhone 6 Plus/6s Plus/7 Plus/8 Plus ,39,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CRUIZ145,https://articulo.mercadolibre.com.pe/MPE-432069484-case-funda-pantera-negra-iphone-6-plus6s-plus7-plus8-plus-_JM#position=17&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#432069484,Apple,NA,NA,NA,NA
68, Case Mate Brilliance iPhone 6 6s 7 8 Y Plus Funda + Glass 3d ,109,NA,"
			
				Nuevo
			
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436283275-case-mate-brilliance-iphone-6-6s-7-8-y-plus-funda-glass-3d-_JM#position=18&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#436283275,Apple,NA,NA,NA,Silicona
69, Funda Case Personalizados iPhone 4 4s 5s Se 6 7 8 Plus ,49,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(96 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPERUCASE,https://articulo.mercadolibre.com.pe/MPE-424193764-funda-case-personalizados-iphone-4-4s-5s-se-6-7-8-plus-_JM#position=19&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#424193764,Apple,NA,NA,NA,NA
70, Vidrio Templado 6d + Funda Case iPhone 7 8 Plus iPhone Xs Ma ,33,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+TALLER.DE.CHARLY,https://articulo.mercadolibre.com.pe/MPE-437447814-vidrio-templado-6d-funda-case-iphone-7-8-plus-iphone-xs-ma-_JM#position=20&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#437447814,NA,NA,NA,NA,NA
71, Funda Case iPhone 8 Plus ,15,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAOMATACASTILLO,https://articulo.mercadolibre.com.pe/MPE-432512993-funda-case-iphone-8-plus-_JM#position=21&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#432512993,Apple,Brillante,NA,NA,NA
72, Funda iPhone 6/6plus/7/7plus/8/8plus Puma Case Protector ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				26
				vendidos
			
		",(44 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430531110-funda-iphone-66plus77plus88plus-puma-case-protector-_JM#position=22&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#430531110,Apple,Dorada,NA,NA,NA
73, Lensun Nano Estuche Funda Case Para iPhone 7plus /8plus ,65,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOCELENSUNPERU,https://articulo.mercadolibre.com.pe/MPE-435178903-lensun-nano-estuche-funda-case-para-iphone-7plus-8plus-_JM#position=23&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#435178903,Apple,Negro,NA,NA,Silicona
74," Case Funda iPhone 7, 7 Plus, 8, 8 Plus ",19,NA,"
			
				Nuevo
			
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JARRIETAA,https://articulo.mercadolibre.com.pe/MPE-423994090-case-funda-iphone-7-7-plus-8-8-plus-_JM#position=24&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#423994090,Apple,NA,NA,NA,NA
75, Funda iPhone 5s/6/6plus/7/7plus8/8plus Princesa Case Carcasa ,49,NA,"
			
				Nuevo
			
			
				
					 - 
				
				37
				vendidos
			
		",(32 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430507604-funda-iphone-5s66plus77plus88plus-princesa-case-carcasa-_JM#position=25&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#430507604,Apple,NA,NA,NA,NA
76, Rock Case Funda Protector Moc Series iPhone 7 / 8plus ,50,NA,"
			
				Nuevo
			
			
		",(30 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434404743-rock-case-funda-protector-moc-series-iphone-7-8plus-_JM#position=26&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#434404743,NA,NA,NA,NA,NA
77, Case Protector Funda Silicona iPhone 7 / 8 & 7 / 8plus Apple ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(14 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-430700033-case-protector-funda-silicona-iphone-7-8-7-8plus-apple-_JM#position=27&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#430700033,Apple,NA,Apple,NA,NA
78, Case Funda Gel Con Pie iPhone 7 8 Plus Nillkin Transparente ,40,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-433664774-case-funda-gel-con-pie-iphone-7-8-plus-nillkin-transparente-_JM#position=28&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#433664774,Apple,NA,Nillkin,NA,NA
79, Funda iPhone 5s/se/6/6plus/7/7plus/8/8plus King Case Carcasa ,45,NA,"
			
				Nuevo
			
			
				
					 - 
				
				28
				vendidos
			
		",(47 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430662838-funda-iphone-5sse66plus77plus88plus-king-case-carcasa-_JM#position=29&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#430662838,Apple,NA,NA,NA,NA
80, Funda Sobre Tirador iPhone 8 Plus Estuche Cover Case Forro ,39,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546641-funda-sobre-tirador-iphone-8-plus-estuche-cover-case-forro-_JM#position=30&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#433546641,Apple,NA,NA,NA,Cuero
81, Funda Case Transparente Contra Caidas Otterbox iPhone 8 Plus ,50,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-435465724-funda-case-transparente-contra-caidas-otterbox-iphone-8-plus-_JM#position=31&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#435465724,Apple,NA,OtterBox,NA,NA
82," Funda Case Flipcover iPhone 7, 8 Plus Rock Tapa Transparente ",79,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706288-funda-case-flipcover-iphone-7-8-plus-rock-tapa-transparente-_JM#position=32&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#429706288,Apple,NA,Rock,NA,NA
83, Funda Case iPhone 6 7 8 Plus Rock Royce Quickstand Genuino ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-421474548-funda-case-iphone-6-7-8-plus-rock-royce-quickstand-genuino-_JM#position=33&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#421474548,Apple,NA,NA,NA,NA
84, Funda iPhone X/8/8plus/7/7plus/6/6s/6plus/6splus Case ,35,NA,"
			
				Nuevo
			
			
				
					 - 
				
				29
				vendidos
			
		",(7 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430538328-funda-iphone-x88plus77plus66s6plus6splus-case-_JM#position=34&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#430538328,Apple,Roja,NA,NA,NA
85, Funda Mercury iPhone 8 Plus Protector Carcasa Forro Goospery ,59,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546967-funda-mercury-iphone-8-plus-protector-carcasa-forro-goospery-_JM#position=35&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#433546967,Apple,NA,NA,NA,Silicona
86, Case Funda Protector Caseology iPhone 8 7 Plus Original Usa ,115,NA,"
			
				Nuevo
			
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990636-case-funda-protector-caseology-iphone-8-7-plus-original-usa-_JM#position=36&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#435990636,Apple,NA,NA,NA,NA
87, Funda Case Silicona iPhone 7 / 8 Plus En Caja Colores Tienda ,29,NA,"
			
				Nuevo
			
			
		",(40 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434143425-funda-case-silicona-iphone-7-8-plus-en-caja-colores-tienda-_JM#position=37&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#434143425,Apple,NA,NA,NA,NA
88, Funda Case Original Ringke Prism iPhone 7 8 Plus De Usa ,69,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706754-funda-case-original-ringke-prism-iphone-7-8-plus-de-usa-_JM#position=38&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#429706754,Apple,NA,Ringke,Prism,NA
89, Funda iPhone X/8/8plus/7/7plus Gom Case Carcasa Protector ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(7 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430710607-funda-iphone-x88plus77plus-gom-case-carcasa-protector-_JM#position=39&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#430710607,Apple,Roja,NA,NA,NA
90, Apple iPhone 7 iPhone 8 Plus Case Funda Cover Ligero Liviano ,10,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432665981-apple-iphone-7-iphone-8-plus-case-funda-cover-ligero-liviano-_JM#position=40&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#432665981,Apple,NA,Apple,NA,NA
91, A1 Protector Funda Estuche Tetris Puzzle iPhone 6 7 8 Plus X ,33,NA,"
			
				Nuevo
			
			
		",(999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ENERGYZONE_MIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-432120110-a1-protector-funda-estuche-tetris-puzzle-iphone-6-7-8-plus-x-_JM#position=41&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#432120110,NA,NA,NA,NA,NA
92, iPhone 8 Plus Apple Funda Robot Armor Case Cover Holster ,69,NA,"
			
				Nuevo
			
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546901-iphone-8-plus-apple-funda-robot-armor-case-cover-holster-_JM#position=42&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#433546901,Apple,NA,Apple,NA,NA
93, Case Funda Protector Acuático Iphone 7 / 8 Plus Luphie ,170,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434915505-case-funda-protector-acuatico-iphone-7-8-plus-luphie-_JM#position=43&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#434915505,NA,NA,NA,NA,NA
94, Case Protector Funda Harley Queen iPhone X 7 Y 8 Plus ,39,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SABO520433,https://articulo.mercadolibre.com.pe/MPE-433342636-case-protector-funda-harley-queen-iphone-x-7-y-8-plus-_JM#position=44&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#433342636,Apple,NA,NA,NA,NA
95, Case Funda Conejo Felpa Peludo Lujo Moda iPhone 7 / 8 Plus ,55,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-436605606-case-funda-conejo-felpa-peludo-lujo-moda-iphone-7-8-plus-_JM#position=45&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#436605606,Apple,NA,NA,NA,NA
96, Funda Tpu Transparente iPhone 8 Plus Estuche Silicona Forro ,39,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546806-funda-tpu-transparente-iphone-8-plus-estuche-silicona-forro-_JM#position=46&type=item&tracking_id=61d4b80f-6ce4-4e9d-a7ee-4e871a580182,NA,NA,NA,NA,NA,#433546806,Apple,NA,NA,NA,NA
