search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Línea,Tipo
301, Casco Integral Ich 520 Doble Visor Negro Mate ,129,NA,2,8,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PUNTOMOTERO,https://articulo.mercadolibre.com.co/MCO-453389294-casco-integral-ich-520-doble-visor-negro-mate-_JM?searchVariation=17303379553#position=36&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#453389294,Negro,"S,M,L,XL",ICH,520DV,Integral,NA,NA
302," Cuerda Elastica Sujetadora De Casco O Equipaje, Pulpo Moto ",18.5,NA,12,5,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CHAQUETAMOTOSEGURA.COM,https://articulo.mercadolibre.com.co/MCO-469438309-cuerda-elastica-sujetadora-de-casco-o-equipaje-pulpo-moto-_JM?searchVariation=23228918257#position=37&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#469438309,Negro,NA,NA,NA,NA,NA,NA
303, Casco Moto Negro Mate Rojoshaft 564 Gratis Liq Antiempañant ,217.9,NA,0,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PUNTOMOTERO,https://articulo.mercadolibre.com.co/MCO-515230313-casco-moto-negro-mate-rojoshaft-564-gratis-liq-antiempanant-_JM#position=38&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#515230313,Rojo Negro mate,XL,Shaft,564,Integral,NA,NA
304, Casco Proteccion Integral Moto Hjc Cs15 Solid Negro Mate ,360,NA,0,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-477153623-casco-proteccion-integral-moto-hjc-cs15-solid-negro-mate-_JM?searchVariation=25474732816#position=39&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#477153623,Negro mate,"S,M,L,XL",HJC,CS1.5,Integral,CS-15,NA
305, Cascos Para Moto Certificado Shaft 581 Integral +obsequio ,229.9,NA,1,39,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-477320786-cascos-para-moto-certificado-shaft-581-integral-obsequio-_JM#position=40&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#477320786,"S,M,L,XL",,Shaft,581,Integral,NA,NA
306, Casco Integral Para Moto Alamo Evo Kontrol Certificación Dot ,179,NA,0,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PUNTOMOTERO,https://articulo.mercadolibre.com.co/MCO-506260178-casco-integral-para-moto-alamo-evo-kontrol-certificacion-dot-_JM#position=41&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#506260178,NEgro Mate Visor negro,"S,XL",Kontrol,Alamo Evo,Integral,NA,NA
307, Casco Integral Certificado Shaft 564 Twosides Moto Cascoloco ,206.5,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CASCOLOCO.COM,https://articulo.mercadolibre.com.co/MCO-518426575-casco-integral-certificado-shaft-564-twosides-moto-cascoloco-_JM?searchVariation=39020264756#position=42&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#518426575,Blanco,"L,XL",Shaft,564 Twosides,Integral,NA,NA
308, Casco Para Moto Certificado Spark 500 Gt Reptile + Obsequio ,114.9,NA,1,146,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-517730697-casco-para-moto-certificado-spark-500-gt-reptile-obsequio-_JM#position=43&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#517730697,"S,M,L,XL",,Spark,500 GT,Integral,NA,NA
309, Casco Integral Protección Moto Ls2 352 Stroke Certificado ,290,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-523287614-casco-integral-proteccion-moto-ls2-352-stroke-certificado-_JM?searchVariation=40220260615#position=44&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#523287614,Negro,"L,XL",LS2,NA,Integral,NA,NA
310, Bolsas Cascos Ktm Negro Y Naranja Duke Super Microfibra Top ,25,NA,3,8,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CARLOSRUIZ185,https://articulo.mercadolibre.com.co/MCO-481428227-bolsas-cascos-ktm-negro-y-naranja-duke-super-microfibra-top-_JM?searchVariation=26599434629#position=45&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#481428227,Negro,unica,KTM,NA,NA,NA,NA
311, Mascara Careta Modular Casco Open Face -cafe Racer-harley ,80,NA,1,3,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EDINSONCARDENAS,https://articulo.mercadolibre.com.co/MCO-489478906-mascara-careta-modular-casco-open-face-cafe-racer-harley-_JM#position=46&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#489478906,Transparente,NA,NA,NA,NA,NA,NA
312, X12 Balaclavas Capucha Pasamontañas Moto Sol Uso Bajo Casco ,90.999,NA,6,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ANDOORESU,https://articulo.mercadolibre.com.co/MCO-466672629-x12-balaclavas-capucha-pasamontanas-moto-sol-uso-bajo-casco-_JM?searchVariation=39055645671#position=47&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#466672629,Negro,S,Balaclava,Negra,Balaclava,NA,NA
313, Careta Mascara Modular Cafe Racer Cascos Clásicos Open Face ,79,NA,17,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4,5,https://perfil.mercadolibre.com.co/MR+BEANIE,https://articulo.mercadolibre.com.co/MCO-452267941-careta-mascara-modular-cafe-racer-cascos-clasicos-open-face-_JM?searchVariation=17260920083#position=48&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,3,1,0,0,1,#452267941,Amarillo,NA,NA,NA,NA,NA,NA
314, Casco Moto Integral Mt Thunder 3 Matt Certificado - As ,299.99,340,1,6,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-455737252-casco-moto-integral-mt-thunder-3-matt-certificado-as-_JM?searchVariation=21582899355#position=49&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#455737252,Negro,NA,MT,Thunder 3,NA,Thunder 3,Integral
315, Casco Proteccion Integral Moto Hjc Is17 Tridents Verde ,739,NA,0,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-477154870-casco-proteccion-integral-moto-hjc-is17-tridents-verde-_JM?searchVariation=25475488513#position=50&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#477154870,Verde,"L,XL,XXL",HJC,Is 17,Integral,IS-17,NA
316, Casco Proteccion Integral Moto Hjc Is17 Lank Amarillo Neon ,739.9,NA,0,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-477155632-casco-proteccion-integral-moto-hjc-is17-lank-amarillo-neon-_JM?searchVariation=25475925951#position=51&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#477155632,"Amarillo neón,Fucsia","S,M,L,XL,XXL",HJC,Is 17,Integral,IS-17,NA
317, Casco Bell Vortex D.o.t Certificado Motocicleta Moto ,349,NA,0,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LACLETERIAPUNTOCOM,https://articulo.mercadolibre.com.co/MCO-496918413-casco-bell-vortex-dot-certificado-motocicleta-moto-_JM?searchVariation=39442445291#position=52&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#496918413,Negro/Amarillo,"S,L",Bell,Vortex,Integral,NA,NA
318, Casco Moto Integral Certificado Shaft Pro 579 Path Cascoloco ,262.5,NA,1,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CASCOLOCO.COM,https://articulo.mercadolibre.com.co/MCO-518482242-casco-moto-integral-certificado-shaft-pro-579-path-cascoloco-_JM?searchVariation=39030438918#position=53&type=item&tracking_id=e3def902-c6c4-41c1-bacf-dd33e44be40f,NA,NA,NA,NA,NA,#518482242,Verde,M,Shaft Pro,579DV,Integral,NA,NA
319, Casco Proteccion Integral Moto Hjc Is17 Tridents Gris ,739.9,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-477154262-casco-proteccion-integral-moto-hjc-is17-tridents-gris-_JM?searchVariation=25475025472#position=1&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#477154262,Gris,"XL,XXL",HJC,Is 17,Integral,IS-17,NA
320, Casco Proteccion Integral Moto Hjc Cs15 Solid Negro Brillo ,359.9,NA,0,15,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-477153660-casco-proteccion-integral-moto-hjc-cs15-solid-negro-brillo-_JM?searchVariation=25474739212#position=2&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#477153660,Negro brillo,"S,M,L,XL",HJC,CS1.5,Integral,CS-15,NA
321, Casco Integral Certificado Moto N60 5 Sport Negro Mate ,630,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-473271437-casco-integral-certificado-moto-n60-5-sport-negro-mate-_JM?searchVariation=24514421697#position=3&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#473271437,Negro,M,Nolan,N60-5,Integral,N60-5,NA
322, Casco Para Moto Certificado Shaft 564 Iom + Obsequio ,215.9,NA,1,146,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-517723494-casco-para-moto-certificado-shaft-564-iom-obsequio-_JM#position=4&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#517723494,"S,M,L,XL",,Shaft,564,Integral,NA,NA
323, Casco Proteccion Integral Moto Hjc Cs15 Treague Rojo ,360,NA,0,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-477153073-casco-proteccion-integral-moto-hjc-cs15-treague-rojo-_JM?searchVariation=25474404436#position=5&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#477153073,Rojo,"L,XL",HJC,CS 15,Integral,CS-R3,NA
324, Casco Moto Nolan N40.5 Gt Classic ,860,NA,0,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-470911117-casco-moto-nolan-n405-gt-classic-_JM?searchVariation=23787919673#position=6&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#470911117,Blanco,"L , M , S",Nolan,N40-5 GT,Integral,N40-5 Gt,NA
325, Casco Certificado X One Integral Proteccion Motociclismo Dot ,150.024,NA,0,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CASCOLOCO.COM,https://articulo.mercadolibre.com.co/MCO-475598758-casco-certificado-x-one-integral-proteccion-motociclismo-dot-_JM?searchVariation=25123988712#position=7&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#475598758,Azul,"M,L,XL",X-ONE,Speedster,Rebatible,NA,NA
326, Casco Proteccion Integral Moto Hjc Cs15 Sebka Azul Certific ,360,NA,3,18,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-501990820-casco-proteccion-integral-moto-hjc-cs15-sebka-azul-certific-_JM?searchVariation=32355848645#position=8&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,3,0,0,0,0,#501990820,Azul,"S,XL,XXL",HJC,CS 15,Integral,CS-15,NA
327, Casco Tipo Cross Para Niño Económico Con Guantes ,80,NA,2,22,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LINAMOR1,https://articulo.mercadolibre.com.co/MCO-473216155-casco-tipo-cross-para-nino-economico-con-guantes-_JM?searchVariation=24492007091#position=9&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#473216155,Negro,unica,Moto Sports,Cross,Cross,NA,NA
328, Casco Integral Certificado Moto Agv K3 Rossi Misano Azúl ,880,NA,0,24,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-526659416-casco-integral-certificado-moto-agv-k3-rossi-misano-azul-_JM?searchVariation=41036382392#position=10&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#526659416,Azul,"XS,S,L,XL,ML,MS",AGV,K3 Rossi Misano,Integral,K-3,NA
329, Casco Integral Moto Certificado Ls2 320 Stream Ixel ,330,NA,0,23,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-525779621-casco-integral-moto-certificado-ls2-320-stream-ixel-_JM#position=11&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#525779621,"L,XL",,LS2,NA,Integral,NA,NA
330, Casco Integral Protección Moto Ls2 352 Tribal Certificado ,290,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-523282282-casco-integral-proteccion-moto-ls2-352-tribal-certificado-_JM?searchVariation=40219624312#position=12&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#523282282,Naranja,"XL,XXL",LS2,Tribal,Integral,NA,NA
331, Mascara Careta Modular Cafe Racer Harley Casco Open Face ,80,NA,2,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EDINSONCARDENAS,https://articulo.mercadolibre.com.co/MCO-483346905-mascara-careta-modular-cafe-racer-harley-casco-open-face-_JM#position=13&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#483346905,NA,NA,NA,NA,NA,NA,NA
332, Soporte Para Casco De Moto O Bici ,70,NA,1,6,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FADA492667,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=5cQ8v4dHMtQ%2F0HDE1Ko5R6ya14oFZ%2FDJe1U4CnaQfutohxEL%2FfBLsCZNkev%2BRkHctFwsVepHKRZzBGaFEl4HcQ66ngGNeVRc%2F%2BuInwrK5XzpZ7xAkbjkZjbFY6y8lLdO6PjAeKweJnVzYBClQLZRkitskJwo7kRVo2V1xCJ8%2FlUm5JpyPtEIVBVUuUUHiB0bT61dBzVtBe%2FNNxZMueWLkksn0O7GQ56ddQkrD3Ij1Qft2zy95p4OpvaqinoehvRjM0ys0nenYZxvsKrJN3fPUMpf3NBdaqUEWKP1mcsYs4VDkS2z0hN%2B7zDnKrhKc7e6JNBRydYy2%2BFaJH3zTFxp7nJnFSdmn1XIJKKG28lmXrf7Tdmq3HkafTsLVyLaOnOolBKfdjugCV81CsKj5w4deVHv4Ep0BUwxl8QitJbr4HKhtpDSCITSVAsbedDHCTsSahJTd2ijPdf8IAJnbg0o5BpL%2BPXviH5ph1t4I1hr0ciNOei1uiwAYmaGJF455coifH2m38%2FyCGhpydJM35i5Obd0AkzHR%2BT8ZaEIjLsfuZITcVjYMlKaaAYZ0N35A7zknGbPAGCkcUHMa0fZKpZWOK%2BXY3Y5vLeuVs8rtrL%2Bw9vlYzmZmBSUPZQwjScc%2BWLWcAriusrdmFnZ2vgKeqmcs0X5PunWC%2BiADmYOfAwTw2wDtost%2Fogcet1D5%2BcgOwZyY30pVmxKVK6eJsR3nZhyTnpI4Pca5ITyj0%2FN8MwIznoJaAtYmAGIGJYXxSwW2qQ%2Fz2XADYMGYRSFwVNPpz7S%2F2MkhM0Alz9608h8U%2Fqx7DYMDfpeUhHaIBT2%2F9PbPHAEz0qVQDPKImdN3jHaz6NcyIZV%2FT7xhUBdFNX5g18P%2FN2H%2FHqw7gw0uRSO2d9pOmmv%2FfPCTBa8WJbu%2Fawr0tJguzUs2IfFO62PVInGrn3hlu%2FgL9ogPkCR5hyWvWiPObLO7Oal9YlddaGAsVQI4YTsofXq1DXLDRIBZp2cuDIdH6sQi9ZGC5V9EWjNp9%2FJntNGnY4r2o7SNvh8yeF0a4UTodFTDuwoTsOx%2FA6vc3nLRlRV1LKNeCI%2FWYnwBYoj2H2cM8wx4tF%2FwAWhhnXaJVqiGMjl%2B7%2Fi5JMElhTVX4p4anqm1FursEp2xJQYsrgp%2FME59nNeKccWy5ew%2F99t68FfpL2m3x0ERrWMzgkT30eAx4ZL0IJROazH1BSUnImdR3Wfz5n3DLafF3ScOjo%2BQqdW4yDlqsxnPYOaR9lI7bg1PE5AToRFdBCErnNQA93XOo0ClhV2CQhIkgfuoCPuBXDDVlvwkYkccd6MJoqJgNMLTIoYJdNYEXIPRoeMWYz70TfDX5NbX9phAlkIW3Dg%2B9gPivxNYKUPYZAYV07U%2Fvm2GwvJ7k4nMNYeQQCNwK8rcJuPd8aMvOavY3dxq5XrP7ba1%2BEmCZfO%2F%2FJ1wgp6Vn%2BMS%2FjJ%2BJH7EdipmXVcsDXUjM9bqqvL8XLPfNmisCPth2k8fvxZmMDj2Q52ecwLD2K3OjSWzn%2FHVRhmAaqx%2F91cKIb6fp62CIH9zxSAPSTeh8itiA9fA1j4rNp18YVk1EMw48q%2BgvFpnSwdf%2FrO56EaLYz3%2B3O%2B4KGcU7OYesGY5draYNsMRNm7vIiJYoxrxXuCjPPuLkNE71WZ%2FQFWCoFCMeNuCm2QqHlXiuVvaTH6piAj2Pitm2v%2BzfDV3nLmZWWFV%2B7Ygbnp1%2FXTgOqXaApiG4FFpTjtDrk5BWCZ6yHKlyLEDPJVBhXiWnbCGiFcYo%2BOl3daJgRuvNTwb77guclMG9y4EGKazSNsxcbKNWja6WROsII5WSkjUwu0Aw%2BBN3R34EhGPBT8GLwoK5ZLXpCWO8cLUip%2BXOmoS37cStqv9mu3Hnsq%2BuxvDzO1OBJv%2Fqm5oAf74f0x%2BjdPmw%3D%3D,NA,NA,NA,NA,NA,#509412490,Gris oscuro,Two Wheels Designs,Two Wheels Designs,2019,Integral,NA,NA
333, Mascara Careta Transp Modular Casco Retro Harley Caferacer ,80,NA,1,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EDINSONCARDENAS,https://articulo.mercadolibre.com.co/MCO-511762618-mascara-careta-transp-modular-casco-retro-harley-caferacer-_JM#position=15&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#511762618,Tranparente,NA,NA,NA,NA,NA,NA
334," Casco Custom Open Face Para Moto Cafe Racer, Vespa, Harley ",299.999,NA,0,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/XBIKES+CO,https://articulo.mercadolibre.com.co/MCO-483497908-casco-custom-open-face-para-moto-cafe-racer-vespa-harley-_JM?searchVariation=27142863790#position=16&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#483497908,Negro,NA,Vespa,NA,NA,NA,NA
335, Cinta Termica Blanca Exostos Mofle Moto Carro (5cm X 5mt) ,59.99,NA,2,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EDINSONCARDENAS,https://articulo.mercadolibre.com.co/MCO-468532220-cinta-termica-blanca-exostos-mofle-moto-carro-5cm-x-5mt-_JM#position=17&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#468532220,Blanca,NA,NA,NA,NA,NA,NA
336, Soporte Para Casco De Moto ,25,NA,4,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FADA492667,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=s%2Fwv4uzEDHTE9NK1DfqQz1zvkCwAPqc5SPsT%2Fm3R%2FsO35oK5UiYa7vXxTWT0ZI66JISNpS7MyqbmfQBjus2A8prkynoF%2B9cWdSbwU3O%2F7uY2673FjSRbtCWYbxRg9mnKIPRPZe1m4zSt%2F2Ki%2BSCJIdpMI54DUzYffNV%2BGWohmL9DMCZbDI4sPIrwLNnCyKtcgDaIstMaIvpcZwyWpUvzWbdqVMlyp%2F0Q5a2RJkh0aX4r9NJ3rCVasMzG3%2BoXqvetm7XJraQSFyOb4kXvEe6WVIoeqL%2FDlQPlxMlcRX6ta0dqKwrkNWKSWi1N50B5kJBMfFD0ZFafW%2B%2B%2FQsGI139FxhEnTdpe%2BZtlXCQhtXYrU9KBtFsUM0HLvMMDH5oh9C725JihhOGfhmXRv3HRSFjVOfq2dw6sKPgv96tMACIfHtqc1dlobRlYXO92%2Fk5583EFrRO%2FP%2FEjdaE1uAJEIfZ8hgDZ5XSWifOKpXu4rxPtch1FInt7Zfq14DfhGewp0dvaQHTQfE1F3n5NyTj4BqiO91Jv5ps6UsGJkhF3PlQo0Bk2QZmyXBZ%2B6%2Fi7MWoAPDMqnYHku0iCEUC1VpjK4bOn5C5me6c8m8xTYBXmAnqWMr66RgoITvBbOE08E2e0rih0RRgbHQxAZN0OtE7Lm0KWdItrjG5Gm%2FCgfg3FJbQ5n3YDobp8Cfb60R%2FWA6ZkbqUkWSvz6RN4KEsALVmGSZliw0Dp3VxN1bT5TjLZsQ9nYhMGRLyF2zFeYJLWuaVN6PykB0kWrdqUUSRg%2BOoy86MiAdOgLr8I7RepRi1hn0N%2B8GcZxMm8FiPHeY8ewk78kItCApgVkyq6viQraxjSdXBliej%2FJsDpWrJz%2FYmkrI3NOz0lMO%2F2xA%2FYp04a9bT1aDNCSO7PYpaBETRjBtUq4j%2BZEkfGI%2FzruXEezJqUwVTsN8%2FgJiTZUmnI7Q%2Brmga8AidU3YZT8sz1l8JPR4ag345OjxiUiBDhRZHUFtkCFXsJpkRTBYl%2Bt7WHdPzd1gFeH58GWy%2Fqb%2FjEsv9mLIuVsbSI47o%2BhDGxYqr86yb0BtqTK0KmeR%2BF16V1FUNJwmZndNwgtB0NT9xj4qHOSsNRgE8sGnSNDP6wrVKLGs58oWUS5NxdbYrXh8qEJ67nB0qzyI2SsPF6Ib68SjMISmwCP7c7V3g9ljCEuc2peL%2BIqOur8JWwnY0Jof2kjjKlDMaytvl0BTMIgnYng3P56Lf9spWjhNbXNcwoXeamQ8T%2B7WO8Ztl9gzTJCZrtswhDJrY4iGX%2BwpFzVuAvGP0HqjNOJPIX5P18Zl36H6ECOQbE53FvHSOygDuk%2FGqxp1dSZF%2BMrdjyXaHQr5xZ1a31F4smzhsxOS7kU3wIjwZA2XfDi1I61ENjHhKUU8jiV6FJAiOalsewuWXBJToH4n0qAdDzKKDP8mrJ6sSsR3haz%2B1h%2FsYeDJq5PgMh8sUSAh0VFsZNX8yJad6t2omOMvNujQ9bgw4gprQc0vfL8mSyE53sio0eQGqLnIwFrTg6GCv0yuZ5vIzxvgTktsiilgzyFBD3YTFen38ETSrtlqQ9u1BTWYpsLVw%2BN3WX0hhzo4rzx9OUeq0cCQCV90%2FzwSJCG%2BSFaG%2BAqWJVQI4cfVCwkJ111HmH9g%2FU6y4naqmqe%2B0DKgDjHJPY0KrDiFyft0HWZxJEiY9z8fpFp%2F0FdjJPZh6Ig1%2B6bWn%2Bk7lQ9PM%2FbmXZc%2BmbGJd37JxNrnhoafoUNDxZiRHUCi6SfSjyJdNkv2xoRZNHlvTa5x3nwpzVYaE6ro9zlGINQYN7%2B7ORyy4EzGO8zE%2Fnhb3ml1If%2BiBCujMyhiK%2B1ZFlhCldRFegI%2ByRHqwKyEJIgSH7SVHLJmMe0%2F1yHwFVSg8DSuaiFhq1%2FJFLZ7hDOhPY,NA,NA,NA,NA,NA,#509412648,Gris oscuro,Two Wheels Designs,Two Wheels Designs,2019,NA,NA,NA
337, Visera Original Casco Moto Msr Xpedition O Fly ,70,NA,0,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-466184481-visera-original-casco-moto-msr-xpedition-o-fly-_JM?searchVariation=21474551694#position=19&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#466184481,Gris,TODAS,MSR,XPEDTION,Cross,NA,NA
338, Mascara Careta Modular Naranja Casco Harley Cafe Racer Retro ,80,NA,1,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EDINSONCARDENAS,https://articulo.mercadolibre.com.co/MCO-511997226-mascara-careta-modular-naranja-casco-harley-cafe-racer-retro-_JM#position=20&type=item&tracking_id=7feca92b-2335-4f10-adfb-baa4e3fae825,NA,NA,NA,NA,NA,#511997226,Naranja tornasol,NA,NA,NA,NA,NA,NA
