search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Línea,Tipo
1, 2 Cascos Moto Certificados Abatible Ich Gratis Placas Dot ,189.9,249.9,1234,865,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,108,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-451628815-2-cascos-moto-certificados-abatible-ich-gratis-placas-dot-_JM?searchVariation=37527543135#position=1&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,82,19,6,0,1,#451628815,Negro mate,"S-S,L-L,XL-XL,M-M,S-M,S-L,S-XL,M-XL,L-XL,ML",ICH,3110,Rebatible,NA,NA
2, Casco Ich Abatible 3110 Certificado Norma Dot Gratis Placas ,109.9,159.9,490,29,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,50,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-451861202-casco-ich-abatible-3110-certificado-norma-dot-gratis-placas-_JM?searchVariation=17025050687#position=2&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,37,10,3,0,0,#451861202,"Rojo,Amarillo neón,Azul,Fucsia,Gris,Naranja,Negro,Rojo,Verde,verde policia","S,M,L,XL",ICH,3110,Rebatible,NA,NA
3, Casco Moto Abatible Certificado Ich Dot Gratis Placas ,99.9,149.9,620,331,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,65,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-452034081-casco-moto-abatible-certificado-ich-dot-gratis-placas-_JM?searchVariation=39382201338#position=3&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,47,12,4,1,1,#452034081,Negro mate,"S,M,L,XL",ICH,3110,Rebatible,NA,NA
4, Casco Ich Integral 503 Certificado Gratis Placas Dot ,109.9,159.9,505,69,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,23,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-461184205-casco-ich-integral-503-certificado-gratis-placas-dot-_JM?searchVariation=40977991096#position=4&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,20,1,0,0,2,#461184205,Negro,"S,M,L,XL",ICH,503,Integral,NA,NA
5, 2 Cascos Moto Ich Certificados Integral Dot Gratis Placas ,199.9,279.9,172,83,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,16,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-446507047-2-cascos-moto-ich-certificados-integral-dot-gratis-placas-_JM?searchVariation=40421912606#position=5&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,14,2,0,0,0,#446507047,Negro mate,"L-L,L-M,L-XL,M-XL,XL-XL,M-M,S-M,S-L,S-XL,S-S",ich,503,Integral,NA,NA
6, Casco Ich Abatible Doble Visor Certificado Placas ,99.9,149.9,166,375,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,16,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-452437042-casco-ich-abatible-doble-visor-certificado-placas-_JM?searchVariation=23233326269#position=6&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,11,4,0,1,0,#452437042,Negro,"S,M,L,XL",NA,NA,NA,NA,NA
7, Casco Ich Abatible 3110 Certificado Dot Eliminador De Olor ,114.9,169.9,111,55,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-446506027-casco-ich-abatible-3110-certificado-dot-eliminador-de-olor-_JM?searchVariation=25698736423#position=7&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,3,0,0,0,0,#446506027,Azul,"S,M,L,XL",ICH,3110,Integral,NA,NA
8, Casco Kontrol Certificado Alamo Tipo Mt Icon Shaft Agv Ich ,139.5,NA,44,74,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/IMCOVALLE+SAS,https://articulo.mercadolibre.com.co/MCO-509802204-casco-kontrol-certificado-alamo-tipo-mt-icon-shaft-agv-ich-_JM?searchVariation=35428045017#position=8&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,2,1,0,0,0,#509802204,Negro mate,"TALLA L,M",KONTROL,Álamo,Integral,NA,NA
9, 2 Cascos Abatibles Doble Visor Dot + Pasamontañas - As ,199.99,NA,30,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4,2,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-508809203-2-cascos-abatibles-doble-visor-dot-pasamontanas-as-_JM?searchVariation=34939691274#position=9&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,0,2,0,0,0,#508809203,Negro,M/L/XL,ICH,ICH-3110,Rebatible,NA,NA
10, Casco Moto Integral Kontrol Certificado Dot + Obsequio - As ,109.99,140,32,8,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-501927986-casco-moto-integral-kontrol-certificado-dot-obsequio-as-_JM#position=10&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,2,0,0,0,0,#501927986,Mate / Brillo,NA,KONTROL,KNT-858,Integral,NA,NA
11, Casco Moto Abatible Doble Visor Ich + Pasamontañas - As ,99.999,340.99,41,31,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,6,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-455522017-casco-moto-abatible-doble-visor-ich-pasamontanas-as-_JM?searchVariation=37520131339#position=11&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,6,0,0,0,0,#455522017,Negro mate,NA,ICH,ICH - 3110,Integral,NA,NA
12, Casco Moto Ich Certificado Dot Guantes Chaleco Gratis ,139.9,179.9,151,102,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,10,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-451860693-casco-moto-ich-certificado-dot-guantes-chaleco-gratis-_JM?searchVariation=21096322764#position=12&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,8,1,1,0,0,#451860693,Negro,"S,M,L,XL",ICH,3110,Rebatible,NA,NA
13, Casco Moto Integral Mt Revenge Certificado Europeo - As ,379.99,NA,26,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-460325258-casco-moto-integral-mt-revenge-certificado-europeo-as-_JM?searchVariation=36574696971#position=13&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,3,0,0,0,0,#460325258,Amarillo flúor,NA,MT,Revenge,Integral,Speeding,NA
14, Casco Shox Atom Color Negro Mate ,319.9,NA,1,36,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LEAF+MEMOSHOP,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=l5R%2BDmvfA8Zqm1nLm%2F5cssnGMH7vEyE3TnX1TfjDQ3aUe4KMXcPC0d9v%2Bq%2FoJt8iP1TxLi9OJEqyL5J7iNvFA832VLiDKWsZ140n%2BZ8Zen%2FLeSeod9NInLduehkR8vN%2B%2FMmN086XgksTK2cGWw7h0UJ2opI3l%2BdUKaSJGPMtH4KD%2BHxFgw8VxuvDZwl7wjOld273O3WNpS0hHvAij73bjPtsp6hNL78IOCAfO%2Fmo4UOtXw%2BDa2U2ITjO5faPMGA2QRdHIANPGEKyGTlM8S%2F5thTvEP9QNhtH18yAuvRwTVmvm%2B6rJVPvfmsEZ5hrJTnBDooOGkjBpIqub9eiGmGG8zXnRKmo%2FLvwzUwDP6E%2BNlpF87W9JlwqU7pFW1r7PrMEi6ZaJ%2FXFB8Ylq%2B7D3g3ri7px0M4zA9umgLW94ZRdBQ7vtK%2BLyFpqS%2BcEIj4sw4feVz5z6onKMnS8MwvDxyxAVBYUVcFCsB3anBMHJiey7m7e9%2BEfM0DaFSkRCSGhYc8n5gPOWLhsTdfV5yEkCnh%2BANlqmnBgXdXoILL5REokhP5iNy7rSu5tnYwRdB%2FMrRw%2FsgaPZHpMnr7xJEIn5W%2Fec038s8YK0JBi0LRIIBI5StO79VqxokaxjY6Wt5RdKcL0GU6v%2FUzS6UNMqr7Tir7gaILKL%2FB8COeqe%2B%2F3nqLlyraoSPNeiAoQcIun%2Ba9XImaWn1fjfhZD1pWiLjFi0qtf33n2ejQ8X0JEAc5nbKT3SbNzQIikDTWt8iNz72cJOZ21HczfxFpc90GhEZ0iiNUoFJMxWAO56Hva3VPSJ13Hska0xyWDP%2F%2BiBfyJK0Wu%2BLYIs9Xac8vjqcK%2BZPF5o2KGci85gXCx5bumyfN8BLUKLM%2Fv1IVWyi9hH2%2FX7Z0%2FVqtYtQ7aIVQTlAKatPclslHOGspJSqQHL6GTYHdQJdfOkmRt1Nwb16LOEA%2BpuxPdUrwccNcUowYlHezU4gHsvIsUR9VOKnBTEcajWCE3kFgcy1D1Y%2FUou0Z8Aa83LyY09UsAeEWMDLiqmF8jWR6cs9epTF6mMM9m317eyTLPeDFiFpCTtaeam5pqOw9QZ%2FHsEhW%2BmYa0njwMDuvurEUtM0o6a%2BCW0yOdkBM0ArwSFASuhLp1GgH3x3aIosoObxKX3x45MV2Pt%2FHSrrabJNxbfBBgcOXGDvoDROIxTp8DISS8vbS87Vph6jmfIpuGBlAoGcYI7selEXt4D34s%2F7lQebUa1%2F3nlKONtalzomSirbBpe1Ie8XukXTdRtG5MnmYkCmlv6qTfAQa7%2F0pl7jw1P46ZHu9PEZk6BzfF%2Fu0xR6FxfvutAdZm6ZRywy80qxx46jX2Fow0aa2pU7tCLBbXDJ5dFpLlhHgLYzgsMk58JparmKlB9JqkiGZEKV8gp8cUvuKLzOjzRAmmXSPtl8rZk%2F4b6Irrv%2Bl%2BiUx7SC94XRuogVHOo2Z8G4ILpO1Q09qalVUkML1kYcSu%2FlcmgA%2Fk9zU4QCrpmL4OxI%2BczEnpTR6B%2FEBMBgR69p9jJqlptf8ukf2Z2ueBRswF4cTvcsx7f8xO6qpOtgi3rUHcRwJfy%2Bzz1MF7CRsMlIocN%2F%2BT2UQYyPqIjkHqO4%2FnX%2F6ND1AjaSycYIM91E%2BQnkKg5fgj6E6x2mkskbjK1L1wLUn8rBaTzSl4sIB76euP2nOwl7ciN1xKfJ8%2FhOvTOQ0nSeIUhbsskTkRmT3yFkAnavsp8f%2FDrp%2FAtQ3E6RejFO5NWU173JZom30FubL2iDq%2BQZ2W9nW5xl%2Bu1oBc1A98u0v%2B%2B1P5lnrPTvfVXfZJxE67fK6vgWhcLuqeNQR6Np8LA0nS3m7o67CsNnTdVrFxOb2IFmUIH3xQ3booD1SybCFI,NA,NA,NA,NA,NA,#518339572,Negro,"S,M,L,XL,2XL",Shox,Atom,Rebatible,NA,NA
15, Casco Moto Abatible Certificado Ich 3110 Dot Placas Gratis ,99.9,149.9,128,390,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,10,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-445921735-casco-moto-abatible-certificado-ich-3110-dot-placas-gratis-_JM?searchVariation=18010980802#position=15&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,8,2,0,0,0,#445921735,Negro,"S,M,L,XL",ICH,3110,Rebatible,NA,NA
16, Cascos Moto Ich Abatible Certificados Doble Visor ,109.9,159.9,27,106,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-472297009-cascos-moto-ich-abatible-certificados-doble-visor-_JM?searchVariation=24243151273#position=16&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,1,0,0,0,0,#472297009,"Azul,Amarillo neón,Azul,Fucsia,Gris,Naranja oscuro,Negro,Rojo,Verde","S,M,L,XL",ICH,3110,Rebatible,NA,NA
17, Casco Moto Abatible Ich Certificado Gratis Visor ,114.9,169.9,415,385,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,49,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-449639667-casco-moto-abatible-ich-certificado-gratis-visor-_JM?searchVariation=21093543550#position=17&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,35,10,2,1,1,#449639667,Negro,"S,M,L,XL",ICH,3110,Rebatible,NA,NA
18, Soporte Para Casco De Motociclista ,50,NA,6,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FADA492667,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=%2FbQuNiIma1abM5opObWFQYH4K%2FMiiBqoS6GPedoYmTHRX0c8PeAK%2FCJiL2AHWD2A4h7vR53oqUKvfwKBrcog%2Fb2uz7sHpEXbO6NnLp2CvSomXGG9inPM5ExiXwBdVb2fOfcoUc17vWs0vustZppLRNAMt0X08akcoU3MAMO%2F%2FhFajtS2xKSO1BJ9MiA9wMq5H0CZCQfhs5zhdHCEkJ90pAxQLP9K0Zjk%2B10nwVTQNEpmCK0cdWXY%2FPWwrRPnLxuC3I%2BmV723HUzbMr12ej2V85JhkidecxfCmHiKXlvLTYfbAsUs8uINyKkBo9b96yj9AS%2FX8Z1N8TPu4G4d%2B3ez049hdWypbS%2FoUiKk1bAj5ncF9MVHRYItQuVzPQFTLc16LcsnQ87Ig80yeKLqcMUN8L9QpqfFsU9D9TWbKdSUMwB9TlweCH6pZmzurqPjfWjuMylka2Qc3ghTde3vPNsfFp4tfr6w%2FiwqSnO4cSIKYTIlJQ8GlsnRoishScilQ5BUjsnYGmUsRpLohugsOLwC3JR%2FUOL%2FILc7DzH8I2XUOeUkEtm1ywm%2FyMYX577M3crwOHleorZyl9yMY9BFZf%2B%2Fqah3opJQjS5tsKt0aNOBobYodG0aLkoplEVIXh05z%2FLIhRdLXDyf%2FUg34%2FYNP%2B8YFcj5cuszf5Q%2FQpkZrq8yoXHxUpw7vV6LBgGQ5Y8Wu395yx1qeWi92pGyr4Bz3iGPLLAEQCEs%2FRXWEieWOA4uJR9dK4TiXG4TfKJeTQjNQATCo9PF6fAkFuHeVMchnl6aDsSBMWXNnoud%2FA3IGypKMwy7nhE3LbmlVl%2Fjtgvc1m4Q4RuU72tofGWamDzIGVSyH6lxfMTXnJyYpthgbjrG4gB89BDjSXR%2BE5kQjNc5EsDBDe%2F84evhmyc5AV%2BoJaIqn370aSqQJ0VC26Q%2BU%2BMnN29uztDipcjllAadln4Te20A1Z70jlJAaAcCELI%2FMHK%2BhJ%2BOznO3C7yaP2Yr2DSoFuoC4TfgeZmuu36MICSQyXMVf54135H4RRfkUd2R%2FSBYzh14YjeEVh6oy5eiLGoOI84AFbOyvkiIawO7XjpDc31Dtua0YdHQlF89aQ%2F%2BqY%2BRTM%2BHNIpAmSjbk9HZr5eWxjD5%2BbDlk3ojsGaMgFTcupmgpWtIR91fzAK%2Bfr2rodL1y5ReMZ0HG1QI12ru3tkFKJZCsTe3goO%2FqZT6H7DqsNPjracAL%2BuYsEU4C2Tvxb4o812tcO6CtW87g0JFeZkCAkBMSVASNl4aAb0ykm5kobf%2BNGA9salALDV816f%2BhNYNe%2BLrw%2BwL00QhRAqKruJvcm8uw2WgoIm2JDmMVPTXKN83E23UnkDbesdl2YEbYQU3MefFgYKxmZuIU71t%2F5%2F734ZqvUcTp9TjHAL1930T6UdHwICk%2FuzTglW7p08LBnMVtwiYtYSKg030uULZdg6ZCaf08WjHInkTWGtYXnM2HhNDGqprLrrVg%2BIz%2BfQU5M7OZy8iD0AWS39Kfdlmjf2fddvVujMV75y%2BeN7tj%2BQSFuLpT1o%2BZwv8nPphTtwx%2B%2Fr0cuPBnYGDg6AprXy3emXhMWWUJdJlavOv7ETyawnEU3AyeAny6o8ujxD0Haxo8i%2F5smYIRdNMfBaGtQNPIl4ATifrRqFRpfv80fo7XY6g8wH7nxjrJNLl%2BQFnHx8w80bZKO266aVq4IpcO%2FTebQlfMAfmTqrTk7DDvJC5tUo69dRk69IwgzH%2BaReC3kbd78HSkYRMNT3y%2ByginF2AcHFPigN1jvIKUOUJvqaebl81G9d9o6sX1GQnOR6bdMkukfw8nc5k0n51E7SeLbnT3KQxP79FGSBvYt0BjGTV40W3wtCK3yVBW4kddL6gK3E%3D,NA,NA,NA,NA,NA,#509410852,Gris oscuro,Two Wheels Designs SAS,Two Wheels Designs,2019,NA,NA,NA
19, Casco Certificado Icon Airflite Battlescar Integral Dot Ece ,879,NA,8,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,0,1,https://perfil.mercadolibre.com.co/RADICAL+HELMETS,https://articulo.mercadolibre.com.co/MCO-510032063-casco-certificado-icon-airflite-battlescar-integral-dot-ece-_JM?searchVariation=37246860015#position=19&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,0,0,0,0,0,#510032063,Verde,"M,L",Icon,Battlescar 2,Integral,Airflite,NA
20, Casco Certificado Icon Airflite Envio Inmediato Gratis ,719,NA,8,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/RADICAL+HELMETS,https://articulo.mercadolibre.com.co/MCO-511239207-casco-certificado-icon-airflite-envio-inmediato-gratis-_JM?searchVariation=39030178064#position=20&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,NA,NA,NA,NA,NA,#511239207,Negro,"M,L,XL",Icon,Airflite Rubatone,Integral,Airflite,NA
21, Casco Moto Abatible Ich Certificado Dot Oferta ,109.9,NA,51,400,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/LUJOACCESORIOS.,https://articulo.mercadolibre.com.co/MCO-452707556-casco-moto-abatible-ich-certificado-dot-oferta-_JM?searchVariation=17157074010#position=21&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,2,1,0,0,0,#452707556,Verde,"S,M,L,XL",ICH,3110,Rebatible,NA,NA
22, Casco Cross Para Adultos + Gafas + Obsequio ,63.7,NA,32,138,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4,1,https://perfil.mercadolibre.com.co/OSSA3358167,https://articulo.mercadolibre.com.co/MCO-503610375-casco-cross-para-adultos-gafas-obsequio-_JM#position=22&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,0,1,0,0,0,#503610375,NA,NA,NA,NA,NA,NA,Cross
23, Cascos Moto Certificado Ich 3110 + Eco Regalo ,115.9,NA,44,116,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-456336444-cascos-moto-certificado-ich-3110-eco-regalo-_JM#position=23&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,1,0,0,0,0,#456336444,"S,M,L,XL",,ICH,3110,Rebatible,NA,NA
24, Casco Certificado Ich 500 Cumple La Norma Técnica Colombiana ,69.99,NA,41,3,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/CARLOS+SANCHEZ036,https://articulo.mercadolibre.com.co/MCO-505100162-casco-certificado-ich-500-cumple-la-norma-tecnica-colombiana-_JM?searchVariation=41935407337#position=24&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,2,0,0,0,0,#505100162,Azul,XL,ICH,500R,Integral,NA,NA
25, Pinlock Casco / Antiempañante Para Casco Motociclista ,59.9,NA,29,6,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/COJE1458660,https://articulo.mercadolibre.com.co/MCO-489078318-pinlock-casco-antiempanante-para-casco-motociclista-_JM#position=25&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,2,0,0,0,0,#489078318,Transparente,NA,NA,NA,Integral,NA,NA
26, Casco Moto Cross Niñas Y Niños + Gafas + Obsequio ,61,NA,37,133,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4,3,https://perfil.mercadolibre.com.co/OSSA3358167,https://articulo.mercadolibre.com.co/MCO-503612005-casco-moto-cross-ninas-y-ninos-gafas-obsequio-_JM#position=26&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,1,1,1,0,0,#503612005,NA,NA,NA,NA,NA,NA,Cross
27, Casco Abatible Doble Visor Ich Certificado Dot Oferta ,99.9,149.9,38,395,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-451519145-casco-abatible-doble-visor-ich-certificado-dot-oferta-_JM?searchVariation=19434542345#position=27&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,2,0,0,0,0,#451519145,Negro,"S,M,L,XL",ICH,3110,Rebatible,NA,NA
28, Casco Abatible Ich Doble Visor Certificado Dot Gratis Placas ,109.9,NA,17,23,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/LUJOACCESORIOS.,https://articulo.mercadolibre.com.co/MCO-449657535-casco-abatible-ich-doble-visor-certificado-dot-gratis-placas-_JM?searchVariation=26130104907#position=28&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,1,0,0,0,0,#449657535,Rojo,"S,M,L,XL",ICH,3110,Rebatible,NA,NA
29, Cascos Moto Cross Certificado Hro Mx330 Integral +obsequio ,167.9,NA,20,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-504577586-cascos-moto-cross-certificado-hro-mx330-integral-obsequio-_JM#position=29&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,1,0,0,0,0,#504577586,"L,XL",,HRO,MX330,Integral,MX330,NA
30, Casco Chopper Xtrong ,150,NA,34,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.7,3,https://perfil.mercadolibre.com.co/BOUTIQUE+MOTOS,https://articulo.mercadolibre.com.co/MCO-466274114-casco-chopper-xtrong-_JM?searchVariation=31560279029#position=30&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,2,0,0,0,1,#466274114,Negro mate,S-M-L-XL,XTRONG,XTR-629,chopper,NA,NA
31," Casco Integral Niñas, Niños + Impermeble, Princesa, Heroes ",53.9,NA,28,142,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/OSSA3358167,https://articulo.mercadolibre.com.co/MCO-503648015-casco-integral-ninas-ninos-impermeble-princesa-heroes-_JM#position=31&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,1,0,0,0,0,#503648015,NEGRO - FUCSIA - ROJO - VERDE - AZUL - AMARILLO - MORADO,2 A 6 Y 7 A 11 AÑOS,NA,NA,Integral,NA,NA
32, Pinlock Casco Lamina Antiempañante ,59.9,NA,62,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.3,6,https://perfil.mercadolibre.com.co/COJE1458660,https://articulo.mercadolibre.com.co/MCO-477622802-pinlock-casco-lamina-antiempanante-_JM#position=32&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,5,0,0,0,1,#477622802,Transparente,NA,TRIMON,NA,Integral,NA,NA
33, Casco Ich 3110+ Llavero + Placa ,100,NA,19,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/POSA4722849,https://articulo.mercadolibre.com.co/MCO-509093843-casco-ich-3110-llavero-placa-_JM#position=33&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,1,0,0,0,0,#509093843,NA,NA,NA,NA,NA,NA,Rebatible
34, Casco Ich Dot + Llavero + Placas ,95,NA,36,5,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/POSA4722849,https://articulo.mercadolibre.com.co/MCO-493753358-casco-ich-dot-llavero-placas-_JM#position=34&type=item&tracking_id=81a17a18-e0ed-4900-b4ba-ae82ab96a756,2,0,0,0,0,#493753358,NA,NA,NA,NA,NA,NA,Rebatible
