search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Tipo de casco,Tipo de visor,Edad,Modelo,Línea,Materiales del exterior,Tipo
277, Cascos Motos Hjc Cs-15 Integral Liso Negro Brillo ,3990,NA,1,NA,18 cuotas,221.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460422561-cascos-motos-hjc-cs-15-integral-liso-negro-brillo-_JM#position=12&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#460422561,NA,NA,HJC,NA,NA,NA,NA,CS-15,NA,Integral
278, Cascos Para Motos + Equipo Lluvia/ Mt Stinger Integral/ Dama ,85,NA,0,NA,18 cuotas,176.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/EVO+RACE,https://articulo.mercadolibre.com.uy/MLU-464833099-cascos-para-motos-equipo-lluvia-mt-stinger-integral-dama-_JM?searchVariation=40416648163#position=13&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#464833099,Rosa,S a XL,MT,Integral,Simple,NA,Stinger,NA,NA,NA
279, Casco T5 Moto Cross Evs Works ,195,NA,0,NA,18 cuotas,401.05,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=D1w8kWxPpGytp2ZGU8ons9hVsNMnpWlHVSvwVt9g9mhbsrsekzkJjKfVGdM8JCklSDMSnpyiaAtJrFgyYlsDLhT3jPXQ8CKZW8TufeHwkMy2Yma94z4thsRhA%2ByJpxNim2OAXJX1MT1j4B3HBvaUwFe1A%2FXBjvsE2DzcYDfHP%2Bkr3P7nucpMAndsfSpGNKBMNgRv2oCuIlZWK5tWNw88HHizUv%2BckOohqrFej%2Fl%2F2wUh6xNIzwnwBgt1K4MyYr7sVtyC8WF76OCOk1lKMKv172zBnojgd4E8vykfhMRzC%2BjIDYi0Kc03Gg%2FeKTnPeNqetwz24mXtE4A7jSNHSzV8LVZj6gs4KHyB%2Fa2iAYuxKCjjHFURg7I1hToIIUzjFdb%2BoQA52MNB1QeakYjR90yxOjY1RI1gwZWvDS8ItwDyxu6DQVXoKH5XlL263xc4x2Bc4%2FKw%2FZ34fdDKYeQ9WA3R%2B8jOtGmpOzeRN%2F98AulQ1bUXZsoZorZ%2FSsDmzC8QbcfaJHcO7DYuIBqQGM0xzkDl1%2Fe789s%2FukxH%2BVYd5qOLYuypcDDTMIhEPOHoI%2F%2F54EbqQBpuuVP9d1AaUpe28As2X9VaxYKAphwPF8aRBu%2BMvA5f%2B2x3%2BTkCUk%2FMeJYPhJOXiBUK7zQdlwx9Pxr1tjB7ne6bSl4ZV02wDtDHkDNKXDlDksRvKGT9omtTXXlwTpHsv3LW3rUnJnWFKT19GOXjo1iinjkDF%2B9355np%2BgvuGPWCfcJgrYAOSEVeWHrXqfQySNN5SttC%2F17WiHlcTdCgg2Y6WeQQRGbTaYZmDD%2Ffabl51K0NAZTpbpB8LG33uR8sKzcpFGNTmBeSFzAB2KGUypSHPvb6tW46GqahY6voGFVteACMW6h6Xt531%2Fcucl%2FofteG8ns0pjAxjuvzbf%2FQPvAAhkq6Lf7n0HUgOp33YLgVvHmPNB%2FdGFko6EzvhBA8agE7%2BOfyte%2BdME735EMG2JxQKcxSRGfm9sf57pUozWzaVkNUFUduOtKHQp0cVkmTJnQaM1VkxOT2DU%2FVTb9MRydn1AublAcvvouJoetWajf9QgeDPilPFyEGpBV%2BnxiCgfkcY7ABuD7aG8mF8R08K55cIc9QBGNuWIX8wTzyKblt1KOW9IZ8t0b0CDqOpZDlzHs7hrKc0HUGChMphNAeXnC%2BShloMTZhMXx29PI69K8bMdibu6J2gpzOarrX6fXt73eNeVht20ksAXkZ7YGGE%2FaIEkwAikayhMO9wTQMkR1%2BiV66nxfsez1k9h1J5NEVVhCx4RsPTuqRy9kn4LrAzh3rG16WmMXKJmYjnJD%2BDUipWLMF8gtXqNllgmfRFnyp47CClgON6rLxHWFrQkDnA7PjcE8SWPypdw04538HzwUqMOZz0wnL%2F6Xoqmd7sMAWxXtHvKO4Wbpml4uN6xy%2BeslIhOzpVbklK2ZXQhSveP%2BW0lQDRaBDMbfBiZcw5L%2F1TFScqua%2BDUF2gfySCt5J%2BPfeVOX8KbrD1OceFccZlxrev1L7hRyDT0cTBTEpyz6iNB%2BggxXd9BP5rhv7nmUsDWOg47FshS8IMldnfiwMD7uMe%2FkXuvvLveLCS9cqGQ3nENhLqUoa2yFjuZTm2LgT%2BPV08KOhfP3KdoDZ%2BmMwKK4QC07GsBpFjVmF4LigwfggL67ZIZzT1OG4ZTHCpkwR5aR8ae9YMt2jY2IYdK7a9RjHYfCjM1EIy2%2Bc8xqj2YcHIgpA8VUoP5lihQTERKTUQId2MJX%2FmSwswszE%2F26rmtIGzDX84%2BbBO6BgCZ6bfozvJYFXQtXFHYTdz4xLesB99%2FF6kM6QvqiWK5mrFtI%2B65%2FyGj5sj%2Fbub7yPvVteNXc%2FrexexQ0rH3Aaoj3w8LC1PEF%2FRTDE27FeybD6583DL4zinSGFcHKBJo3HNGpvsMkm%2FVbSwTfANSfywoZtTuRPZsqGfrYpIMC84eZtL7FuU%2FpiHoV4Dq1lV9Iw%2Bx4%3D,NA,NA,NA,NA,NA,#450229738,Amarillo,"XS,S,M,L",EVS,Cross,Simple,Adultos,T5 WORKS,NA,Policarbonato ligero,NA
280, Casco Mt Para Moto / Mt Helmets Blade Con Gafa De Sol /check ,145,NA,0,NA,18 cuotas,298.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-464573263-casco-mt-para-moto-mt-helmets-blade-con-gafa-de-sol-check-_JM?searchVariation=39813226828#position=15&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#464573263,Rojo,"S,M,L,XL",MT Helmets,Integral,Doble,Adultos,Blade 2 sv,Blade,Resina,NA
281, Cascos Motos Rebatible Hjc Is-max Black Metal Lentes Incl. ,249,NA,0,NA,18 cuotas,512.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454978788-cascos-motos-rebatible-hjc-is-max-black-metal-lentes-incl-_JM#position=16&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#454978788,NA,NA,HJC,NA,NA,NA,Metal,IS-Max II,NA,Rebatible
282, Casco Moto Integral Hjc Cs-15 Treague Mc-5 ,3990,NA,0,NA,18 cuotas,221.67,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454979081-casco-moto-integral-hjc-cs-15-treague-mc-5-_JM#position=17&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,4,0,0,0,0,#454979081,NA,NA,HJC,NA,NA,NA,Treague,CS-15,NA,Integral
283, Casco Moto Hjc Cs-15 Treague Mc-2sf Mate ,109,NA,5,NA,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=dVF4NzXOI%2B6c6cZuOscBofyv%2BdHmG7FoXGz%2F5drxuPhSh%2FZtJYk25esmkpLTNHC10trVODbKYSXt7XGS0Fh65GSNX0nL3F7gNjv42lBFCPEhtByjauQNLuxl1x28urIDJ7si0YkihrKTKoF5lEwI2gI7jFNHKqKrwPV91VlCCk%2FMsRybE5e5tfG5PaqFk2vJztV%2Flf8Hpxjyb4XJecbFN1cb%2B%2FicX9%2Fi5n6tTZS%2FTKjUcjm7L%2BldajSRm0B1lbA9SvDRL%2BJPDl0BCjGsjDnz%2BDd3QUa9Sz%2F62H5Xx89dosKzdWXq7vHiPxrUEQEBdExxPxZg%2FoafSZhYq%2BZO4hF%2BjebZxcMfVVFY%2Bm5pehjUGMD1ZgxrhVVc3kgSHKTBBLluW1VGOG976GFDLVKBNydqhV531lgRaOBndAHAv843aiX633pjOm59T8%2FaK90xMQLT9FsaGqQ7DNlLy7jQF9%2FZLfpNnqzisHwpLxfDbcWHurEAPB5GpyLyfyfusYjsYMn5L%2BDIj2%2BeUPjPlIi7boVitv71AidlfTGxSKxEoTlEOr5u9My0DnXgkUWX5ID8%2BdjKwQVeuRfMjtxY%2FzfiUCZxehkwUQpqmosfeWZD%2BHAeJnyImqRxQUbWu5T0JGrfReUvhoB3m23lj2EZU3CdJV85pwwHbzersPefR7Pp2Mfmwlm9G90Aj1%2FmHnn5Y4TgcZhOmqzO1%2FyDAloBQgLwelgo2JsCoDvcd5HH%2Fwk9GSN2LSnH%2Bq3P14Q6i2DkMzmXkY20VEp45S8ggH3zstGyzh5ZSqVJuWVoGrSVrmboypd%2FXP%2Fbv58yK8UOCed5%2B1D18k4yXicAOi4ucLqMmKHgLvEu2KsknVYPQTHT2lCCmg7WGVURjTOfM7MX64KAnzkENLVRcVIvGgTmwSAJviztuepO8zmMNL2E1TB7iOQmw0%2BhcUrq8jkB0U4Qlyp5yKSBrSx0CzOCIapVh1rWMSj3d7xglIbZmpwDgTHSkFv%2BWT3cGK8jrAHTy0fguhW88jhVu8B5IsbVeuF%2BFHwlfoNB3rKpMU9r71fQrVro6pLKjoaCnz4OUCWS4PzaBkBpUqlIgQO1qGvDxZQ9MvJsmrPBucDig0lvVQ0muNS4DEGj9Ec7BeXaNi5kGKMCfHu%2BieTYu8gBkm%2B7O7n8VLrv%2BTJCJ7mQRh7DbsqnUu7tt8Ky8FHP5HOg3SbDhWhAC%2B%2BuJtFSbnGuU9JxRcAOeBxp2ImWL2LRZ8f2ekKZk%2BcqhKkbNeM%2BzSjZ3baNXMSEIOL70Bv484FCgZaxkb5OmV85RI0t2i2bBICQLgS3casRgnTcIHxASQcXH64Sj%2BeOsAkARrhOfwn2%2FNSpwxFlAY%2BlFjuJfH9%2B9yqJCcU1U20rvcEIlSjoFOe4ZN%2BPL9ySk3mVo6zAuHziDaOJlw2wgtF%2Fj9mBaucTbtWhKqdUa6%2Frglt9kQR7IOmS4mJ7eVfk6U%2BwI7lLFboyphm%2FLYM4Qc30TEH4UML%2FJ9NrU9YJ4yAnElopDWS4NopRSYsR57WbfZKSCkSd50XoIh0MsKTMa1c2CJs407k%2BKfNbrhZLDBFXXmNUK3mxGAzwPdKae37gdOXaM%2BFWpTXMm3MbE9UZrpWGijKv%2Fry9V0U%2BBSmQ8NQREc2kKVQx12e%2BH6S8DsxcfkIulcV5pVG2ZcfMkg2OvZVy5IBSPGzJMxb8dJkLEAiMQvuC5tk%2FbOChwL9vXufKpjPXnAn62TB2N0T9%2BmhVSJdO8yNKMGsRPl46XPYAo82BG%2FWEfLLfMHip2l%2FHaYcH47jMFF80WnQi1m%2Bpmm0QPiPnh5fXq%2FSYlQveNrjVHv4CSHWQ5hnkWI69Q%2F4FZwzL%2BOiG5afyxxYB3Dyn8x31qVO3tRPdakoKCOBPvCAlEva86eG0JcIiKPnX%2Bp5Vc5AeIss7B%2BxyHi2UhzOjnVMz3bCeiq3xMClnulGUqavXNQea6OPgUNO5reenmvloTxYjxzB4SRSpla3Xm1%2BrHQH%2FSw%3D%3D,4,0,0,0,0,#444549205,NA,NA,HJC,Integral,NA,NA,Treague,CS-15,NA,NA
284, Casco Moto Aprobado ,790,NA,0,NA,18 cuotas,43.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TUOFERTA8,https://articulo.mercadolibre.com.uy/MLU-463199076-casco-moto-aprobado-_JM#position=19&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#463199076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285, Casco Halcon Kids - Nany Motos ,890,NA,0,NA,18 cuotas,49.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NANY+MOTOS,https://articulo.mercadolibre.com.uy/MLU-460165789-casco-halcon-kids-nany-motos-_JM?searchVariation=39434326839#position=20&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#460165789,Negro,NA,Halcon,Integral,Doble,Adultos,NA,NA,"Fibra de vidrio, Plastico",NA
286, Casco T5 Moto Cross Evs Works ,195,NA,0,NA,18 cuotas,401.05,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-450229738-casco-t5-moto-cross-evs-works-_JM?searchVariation=41621323151#position=21&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#450229738,Amarillo,"XS,S,M,L",EVS,Cross,Simple,Adultos,T5 WORKS,NA,Policarbonato ligero,NA
287, Cascos Integral Para Motos Rush Verde Cr2nvl Talle L - Fama ,49,NA,0,NA,18 cuotas,100.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-453537485-cascos-integral-para-motos-rush-verde-cr2nvl-talle-l-fama-_JM#position=22&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#453537485,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
288, Casco Moto Hjc Integral Redline Mc-10 Oferta ,99,NA,4,NA,18 cuotas,203.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444505746-casco-moto-hjc-integral-redline-mc-10-oferta-_JM?searchVariation=16665628941#position=23&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#444505746,"L,XL",NA,HJC,Integral,Simple,Adultos,Redline,CL-17,Policarbonato,NA
289, Casco Mt Para Moto / Mt Helmets Blade Con Gafa De Sol /trick ,145,NA,0,NA,18 cuotas,298.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-464571713-casco-mt-para-moto-mt-helmets-blade-con-gafa-de-sol-trick-_JM?searchVariation=39809743632#position=24&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#464571713,Rojo,"S,M,L,XL",MT Helmets,Integral,Doble,Adultos,Blade 2 sv,Blade,Resina,NA
290, Cascos Motos Givi Carbono 40.5 X-carbono Con Lentes ,559,NA,0,NA,18 cuotas,1.149.68,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-453443843-cascos-motos-givi-carbono-405-x-carbono-con-lentes-_JM#position=25&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#453443843,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
291, Cierre Cara Casco Moto Motos Auricular Yaesu/vertex Radio Vx ,2773,NA,NA,NA,18 cuotas,154.06,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-452458380-cierre-cara-casco-moto-motos-auricular-yaesuvertex-radio-vx-_JM#position=26&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#452458380,NA,NA,Motorola,NA,NA,NA,NA,NA,NA,NA
292, Cubrenariz Original Casco Moto Hjc Universal ,18,NA,0,NA,18 cuotas,37.02,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449771266-cubrenariz-original-casco-moto-hjc-universal-_JM#position=27&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#449771266,NA,NA,HJC,NA,NA,NA,NA,NA,NA,Integral
293, Cascos Para Moto Shiro Monza Negro Rojo Talle M - Fama ,61,NA,0,NA,18 cuotas,125.46,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-453512380-cascos-para-moto-shiro-monza-negro-rojo-talle-m-fama-_JM#position=28&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#453512380,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
294, Casco Mt Para Moto 5 Estrellas / Revenge Skull&roses ,125,NA,0,NA,18 cuotas,257.08,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-464557709-casco-mt-para-moto-5-estrellas-revenge-skullroses-_JM?searchVariation=39759362326#position=29&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#464557709,Gris,"S,M,L,XL",MT Helmets,Integral,Simple,Adultos,Revenge,Revenge,Resina,NA
295, Casco Moto Cross Hjc Cs-mx Edge Mc-1 ,119,NA,2,NA,18 cuotas,244.74,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449739368-casco-moto-cross-hjc-cs-mx-edge-mc-1-_JM#position=30&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#449739368,NA,NA,HJC,NA,NA,NA,NA,NA,NA,Cross
296, Cascos Motos Givi X16 Voyager Antracita C/lentes ,219,NA,0,NA,18 cuotas,450.41,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-457204504-cascos-motos-givi-x16-voyager-antracita-clentes-_JM#position=31&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,3,0,0,0,0,#457204504,NA,NA,GIVI,NA,NA,NA,X.16,NA,NA,Rebatible
297, Casco Moto Hjc Cs-15 Treague Mc-2sf Mate ,109,NA,5,NA,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444549205-casco-moto-hjc-cs-15-treague-mc-2sf-mate-_JM#position=32&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,4,0,0,0,0,#444549205,NA,NA,HJC,Integral,NA,NA,Treague,CS-15,NA,NA
298, Casco Moto Hjc Redline Mc5 Oferta Talle L ,99,NA,0,NA,18 cuotas,203.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444505374-casco-moto-hjc-redline-mc5-oferta-talle-l-_JM?searchVariation=16665977695#position=33&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#444505374,NA,NA,HJC,Integral,NA,NA,Redline,CL-17,NA,NA
299, Casco Mt Para Moto / Mt Helmets Blade Con Gafa De Sol /negro ,145,NA,0,NA,18 cuotas,298.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-464571388-casco-mt-para-moto-mt-helmets-blade-con-gafa-de-sol-negro-_JM?searchVariation=39809137519#position=34&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#464571388,Negro,"S,M,L,XL",MT Helmets,Integral,Doble,Adultos,Blade 2 sv,Blade,Resina,NA
300, Casco Moto Cross Evs T5 Vector ,195,NA,0,NA,18 cuotas,401.05,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=q%2BSo3hXFO%2F9uVmKoLvZ%2Bdrz3qU936Y1%2FfrXH%2B3BGUbW0TrxMeZTHBv0frqYnT1hyo0vSb20Ihc8McbH22X3SJPQBn66K1GaXtcfHH2l0K3XITCcBIDtdwpyyghMw8CoevKzqubLACf83DGJx2YPkF1LjIPaeW3cR1C%2BsMI3N8abpGB1c8P2jWmuWA1Cm6rSQK1UIC2Nv%2BaV02I9GTQHLVa3F%2B5A5DGH2Iv7SQUzWSyvHRoCi%2Bdatu%2B%2FDGXOPlmF%2FYcvTJ6wCZJtG68lnvKWy0J1fpLDo7OOQjYf6agg%2BFtvm4Vw5xlEaJamNRJM%2BxINWjmecOn4BIXWgjVd46lxVdf%2BydN68FCgsfLgt5qdudwVfR4uU0B7SSgckXA5Fbu7TdwZDb6Cfo9MEXUpFMpFSz2KHLXXPp1BSSIJNcKFLG92ibDPeKzcDlI%2F9svGS1aOGA%2BE7cK1DiAr5fr3CkXwqGbDfmZkl3uRbx4OTL9SYCtO3gXtwjtfLwyKDxxvZHYBYaNNmrJWykmmD%2FoEmptko4G%2B54IHe2eQuu2zWhVg%2Fui2UslSQDYX97S%2Fad%2BZ6XujFhW6Th%2FXrPL5vLr66omgHWmvzd37TOufyZmUTFEycDLk%2BilE7%2BeHATcQBrMD040smQE4j67AEKQ2hBlaWcPJRDOW7PNWh4bdIjvc4wBXvXinChy98L7F3Z2wQn%2FNoGZyoIF2N2Vnr%2FWLSri50qnjRmWVvLrQ5TBELRWM%2FdCHkCEccKPMidc0uLTv9n1Cuq%2Fseo%2F33AfkZlOL9I1ASTqsLrIakjyT6e7a2ufRLoWEU9ybQdiYc0lIO85OHXrEWR5BtxMPwklcMLDwKG%2BrEnTa9k8a%2FUJd59j9CTEck9%2F2zuxHSnY3K2iwtSboCyNKckdDk%2BUKzuBY5H%2FLjF7KvHQQajsjV2lqYd%2BlWEi9aT9%2Fp5ruu4JiqtqCejunoXzCPISQHpMspLaDlgeC4zdhLujHQvxLnF%2Bjzgn1VBvTX503ZVgjHsBRAG2hCIaa9RbCN7oMtP7q2TAptsKu9IXVENtbRzrpaipmEF%2BhMkadG1vN6yjmLTGBsxxS1ftSRlUS1qUwMr%2FVp6ULQXWjsiBxS73C4cZJ8txqgDQEPxG9LVKGv3tvifV5Us5%2FLhjhWpT9bFsWv6JeYx1EUKUsIv2K%2Br7A%2BAj250uO50Oy3ttMrNt1kI4fpJj5A1EpEySmgIDgZOR%2BBCWJyrjJXXg5c8IMQi9KlBsw924AEvN0c0YRTr8q8huySh%2BE66i4uNXgZ25neP44tAt8yYLomQFWvdnQhz7QwCwF2PKssbEVYkf5lVAqaJ2p0NoqpBP%2BicWWPyTW6F01y8AAhjlBn1Phoq2X%2FBcYHFajiPykWaBnTuCLJlKfgdSJXbVwUJLgddqegCpBZeG07vs5j42B1GqkGUMgGrNeTcozQptSOe5XwUs7t2oSEEhd7BlM1uixqeoRnZ1AAOHwIc5lBzAgK2TZgrK8adhQTBFI1aQglqVL0JXBkkrukV3SrDCePaI3o8A755o6%2BYEAvh2rJQZrEl%2BC5bl477xzY3db3NEtkevWiRFFtBEvm73vprUbfyZgDqI%2FfqEODf76L9oOZRoI%2BT0aVGIOaRm4Xf5TwFUYmdci4H4vlM%2FvSAlqu1pvbzfpaucWftKtxAqsfiYbFy3zxBzk8uDP%2F1Ye5%2FIllfTZjYbbMCE8V7YjBHCelaQY3wV75KUILvnwoDPGjclNJUE8B0OHoXx9FbOlWD5aXtn7JqUgjHnIl6GJA3kLnXyLH2oKmIehOJSWL2zKco9JX29MKHN0MYou3WWscdgba5rd1To%2B0reZ4Il2x4PpZK4OEK1P%2F7IwlLWCec2oJ3DZFXyaJgdRzSx2UAcefeFvXuSWmHtaWq6oVRRi5jP%2BTTZsuOReEH%2BYJCyvEJLTTZIX0PzzmSpyv35L6nxM95sWDNStQlD%2BqJzhmzTklETR5liekjw9KGDpvwrOg,NA,NA,NA,NA,NA,#450229854,,"XS,S,M,L",EVS,Cross,Simple,Adultos,T5 VECTOR,NA,Policarbonato ligero,NA
301, Cascos Moto Integrales Bell Policarbonato - Abs | Alta Gama ,199,218,0,NA,18 cuotas,409.28,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-463106593-cascos-moto-integrales-bell-policarbonato-abs-alta-gama-_JM#position=36&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#463106593,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
302, Para Radio Kenwood Abrir Casco Moto Casco/auricular Tk3160 T ,2771,NA,NA,NA,18 cuotas,153.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456539360-para-radio-kenwood-abrir-casco-moto-cascoauricular-tk3160-t-_JM#position=37&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#456539360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303, Casco Integral Para Moto Multi Color Fluoresente ,2068,NA,NA,NA,18 cuotas,114.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461280570-casco-integral-para-moto-multi-color-fluoresente-_JM#position=38&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#461280570,NA,NA,RITSUKA,Integral,NA,NA,NA,NA,NA,NA
304, Casco Moto Hjc Cs-15 Space Mc5 Mate ,109,NA,0,NA,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454978566-casco-moto-hjc-cs-15-space-mc5-mate-_JM#position=39&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#454978566,NA,NA,HJC,NA,NA,NA,Space,CS-15,NA,Integral
305, Casco Integral Para Moto Negro Mate C/dibujos Verdes ,1901,NA,NA,NA,18 cuotas,105.61,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461280586-casco-integral-para-moto-negro-mate-cdibujos-verdes-_JM#position=40&type=item&tracking_id=af5cdcdf-7bb6-4e2d-943f-d1c0e2fc7099,NA,NA,NA,NA,NA,#461280586,NA,NA,RITSUKA,Integral,NA,NA,NA,NA,NA,NA
