search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Línea,Tipo de visor,Materiales del exterior,Edad,Materiales del interior,Género,Modelo alfanumérico,Peso
11, Par De Luces Led Para Casco Moto Motocicleta Seguridad Noche ,279,349,287,4,18 meses,15.51,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,5,https://perfil.mercadolibre.com.mx/MEXMART_ML,https://articulo.mercadolibre.com.mx/MLM-657032837-par-de-luces-led-para-casco-moto-motocicleta-seguridad-noche-_JM?searchVariation=31056556406,3,1,1,0,0,#657032837,NA,Unitalla,OEM,Recto,Integral,LUCES,NA,NA,Adultos,NA,Unisex,NA,NA
12, Casco Mask Moto Deportivo Iron Man Abatible Halo Rojo Fassed ,"1,599",NA,136,8,18 meses,88.83,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-650438989-casco-mask-moto-deportivo-iron-man-abatible-halo-rojo-fassed-_JM?searchVariation=29633306833,2,0,0,0,0,#650438989,NA,"L,XL",Faseed,Graficos,Rebatible,Mask,Simple,ABS,Adultos,Resina termoplástica,Unisex,NA,NA
13, Casco Tipo Cross Negro Mate Certificacion Dot Tallas ,949,NA,1734,119,12 meses,93.75,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,75,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-582660373-casco-tipo-cross-negro-mate-certificacion-dot-tallas-_JM?searchVariation=23194309270,63,11,1,0,0,#582660373,NA,"negro,S,M,L,XL",Alessia,NEGRO MATE,Cross,CAS-CRO-15,Simple,ABS,Adultos,Poliestireno,NA,NA,NA
14," Casco Tipo Cross Moto Negro Mate Dot Tallas S, M, L Y Xl ",699,NA,1062,400,12 meses,69.06,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,37,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=kyla6Ryj7DfMC%2BASc96jFYgn0eGY%2FO%2F78aXVs7JT%2B96%2B3o%2FA4Te7ejUL3jmCed%2B7pjnNgxBwBGgxjoXsfL3Eiik5CMGiiA9AVdTukb2wfi0ZG2y%2FT7uC%2FGb5d3YZWvA%2F4ZvrWMKEcROq%2BjkHMjr6WifdEkkmpYEnVVMTtIp0CQY8jSs%2BHUHMY3I86LRaRnEvytu6ZtS3grv0yfFIWiwI8z2HYCCFcMBGHv9bP6gfPqVHORgXn6lzmU6ElPg7qHZSZDj8TZQvyz8PHvt70axkEbB8RGSBsfadi686BNpiiOzLm%2Bkp1NvkVUQjMlzfao%2BUR3SfosHYTgb8xl6A8apL2thsAehN6mlBAS%2FOe1NIrY5skxmGz%2BRDgf1UMSFAhWt0YiSi5IEes0eSBYqob2KV3%2BWPKtk3mizT%2BEU7Ra3CLfMe1jc6OThwm3ZYti12IFV9xEizGFk6joUhUy4w9pv7OtUYoS8lFQ%2B6n6G1GhgvYMZVuvYbvqJFS9Rdo36EQnZPna62uiCwuV7v0nna8dysZfLo1WssmiJ9bFhAhNMfyR88oK%2FeuLQHduvrNUYtJcSgyLGdtMG18F9KO5iOaq2HYXBKNRhzNAGNK9aaMLmcfFKkST51BEJh5XiVRzDBV4z6BW%2FWoDcrKhgD4Yk24cucqo1GMP0sfH4EQpeHQj7ZQSvFNVq0YrL2cfVibrFayfwoPtLgcpSFo1PZs9dXcEAPLfM%2FYVQCzc%2B19hqihf3YKKnacHaDooQ4BXnkbK6bJhQqHroDV0XYC%2BbWeHp3iRGEKv%2FjwL86j1UvD%2FlQL5ncR9xitWqmNvkixic17TIYiQdhEeHGUBSAP2f1077QoGQqAx6%2FxzjZ21EViJA3NwkZsdY9vG2PEa3eWij0RloxNJgoA9UyvELIw9FXY39MZOmcAt6gy0px3uk8xjetJoVxO4mfUjixdna2Xyer755Q6j%2BvU%2BNPsV0ZAaFhyafNgBnkIzG%2FpaBsy3PDCYwCBJyesY37JUHZEI7N7F9ha6fGgOneGt6NjWZ%2F6DlAnEy3hbXPBEvw9Gklzuk8HAg4QJGpKybEY4tBFVcpD1QhKNqqnZNeu14bshdSUn447EDVTxeOqQBhl6ZzCVZtXj5SdnH5itKfDK1gUvO8tGIqFkf88yvlZED5x0itGTBPVwqhSUdcoH%2B0M4%2FB3ioBgSLrCF0WPkW%2FadmGFhmx%2BlQhJ25mZ4lnARcxAQDCiQtwRmKf370qC4qf0IMZIlKLcIL9YELgJ8y6a1ODenMcuSVQnXy88ZFNOArGpu6Tg3QinLjCZ8f7oJ1BSM4lnoWVDefeG%2Bmdq%2F%2FV7lUyHybkBQ26CvdVIMeQh8Q8njzYYdfkJQH8bDYgKsvvn7qYIFYG5kzDx4hk4JiwB5cHgUpvSRtudUPqeQ%2FGNtnrAaLg3bDXR61DX4Kw0jrwMFJW5iQOKYse4XkTYYxUturqfKnW6ON%2BwA27YTNmV2cOoQFjet56fjqnPSIS0v0uQB14O%2FSeaWRJIZDOnRFVdOJG6KK%2FPa6kGvI54LO4%2B4qBQ10b0bWJQ7ZJiKfT%2BWiXs3quyjTdsVpG8HpsOMv3FrVLXWKDB%2BSPmRm9OGkE0ivi65T0EjNbR3PhTx6Vt%2FwFLf4oSnz6FZJIMpnEM1SXd7vJK%2FhNSVMu7iDTO8PBo9IYZ133hciuxw8q8dtVurtfIpENkeyjq1d8C8Ztv5VaeK2K9NDrjhIB12W4tNrIEoEB4gr%2BfNRGwTD4GcHYlqHxohdsqxGPda5NmBRee5EqSEdftdgahqcWA8Oj97WnPckY%2F%2FnbrjHSs%2BA%3D,32,3,2,0,0,#583170040,NA,"S,M,L,XL",Alessia,TIPO CROSS,Cross,NA,NA,NA,NA,NA,NA,NA,NA
15, Casco Ls2 Valiant Abatible Moto Visor Interno Negro 2019 ,"5,864",NA,101,13,18 meses,325.78,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,5,41,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-636555558-casco-ls2-valiant-abatible-moto-visor-interno-negro-2019-_JM?searchVariation=35500798462,39,2,0,0,0,#636555558,Negro mate,"Negro mate,M,L,XL.,S,M,L,XL,XXL,XXXL",LS2,Valiant,Rebatible,FF399,Doble,Policarbonato,Adultos,EPS,Unisex,FF399,NA
16, Casco Cerrado Colección Nueva Shaft Aztec Rider One ,"1,799",NA,351,118,18 meses,99.94,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,26,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-577998441-casco-cerrado-coleccion-nueva-shaft-aztec-rider-one-_JM?searchVariation=39433695939,24,0,0,1,0,#577998441,NA,"S,M,L,XL",Shaft,Aztec,Integral,SH-571_Evo,Simple,Policarbonato,Adultos,Poliestireno,Unisex,NA,1500 g
17, Casco Abatible Deportivo Modular Cafe Racer Fassed Trooper ,"1,459",NA,122,68,18 meses,81.06,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,10,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-689955419-casco-abatible-deportivo-modular-cafe-racer-fassed-trooper-_JM?searchVariation=38914188679,8,0,1,1,0,#689955419,NA,"M,L,XL",Faseed,Trooper,Multi-Modular,NA,Simple,ABS,Adultos,Poliestireno,Unisex,NA,NA
18," Casco Tipo Cross Moto Negro Mate Dot Tallas S, M, L Y Xl ",699,NA,1062,400,12 meses,69.06,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,37,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-583170040-casco-tipo-cross-moto-negro-mate-dot-tallas-s-m-l-y-xl-_JM?searchVariation=32245623358,32,3,2,0,0,#583170040,NA,"S,M,L,XL",Alessia,TIPO CROSS,Cross,NA,NA,NA,NA,NA,NA,NA,NA
19, Casco Híbrido Crossover Moto Faseed Trooper Certificado Ece ,"1,449",NA,136,7,18 meses,80.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,10,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-686224257-casco-hibrido-crossover-moto-faseed-trooper-certificado-ece-_JM?searchVariation=40049216157,9,1,0,0,0,#686224257,NA,"S 55-56cm,M 57-58cm,XL 61-62cm,L 59-60cm",Faseed,Fs-726X,Multi-Modular,NA,Simple,ABS,Adultos,Poliestireno,Unisex,NA,NA
20, Casco Cerrado Colección Nueva Shaft Aztec Rider One ,"1,799",NA,351,118,18 meses,99.94,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,26,https://perfil.mercadolibre.com.mx/RIDERONE1,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=CdOU3sV%2Fuga9db797SEyW0ZlLsRNBVuBzLYt1pJF88c8jb1jTpPAvjc4QkUcKW0QMQsLe4wPWvXF1RGinh5r2ANvf93zHHD6C%2BnccQPruyf24ZPc58kQ7tnHqUF4gblgDB6i3JAl75LRFSW4ApFxb1BG0aPM74DukpMCKm9wvJdZrqxt74nyttTq0mpiSexLB6uUO9OMR3e3LSmVn1m100ysWwRsuxLYutzKXBV8I%2BDFUsyX9%2B2QzNTs1HtnCgev0yPN1TgMfzi5yJA94W0mt5I7CTQj%2BNt9GQuFJIM1%2FEsdYyA1%2BZtggxJCozPiVWNjaz7ko1T2Vd1ys7X2w9h%2BmdDl0U56%2FtNWep3TUKbaU%2Bk0pT49wJxbc04j%2F%2F0yHofguV0kt5T9Hd7I6SPDQYbNEyBAcidxSzsgLfihNoF4xi%2B35LUrVGdbF%2B1ScfBHSPimnfJz4KkqZ9JvR6Nx5s1FQMn%2BcdaaHJXtHmmAfF6QN7J1OZU9Hm1QKjdmRnhCc%2B2sKUqdyalq6eIpfRShp%2FwbMV%2FEzX4RBW6VMOHLfcQQVBy%2B64PAtaGT8Xv7txYaLPYAAGVXkKyevMlFCCLz8EFOYgHJwUnNoOK3TnrsusnINI2W9jZlcbO0Q3RV%2FGhUm%2BikKdpp%2Blt9zeYCIPbk%2FnrD%2BRsOQdtuF9k%2BSLQBu7kYuY22nRFvpvHvIA5Kpce87GqMZ4cNoMxMypIiGWy62SBLZtD390QHt22hVxB4eWDRj4PcWrkPIbSsbOZgr7r7nQVprRxPciKib9esS0InU3JBKpHlfHIq5yOjDuuHQmT%2FZwbR9PNUkfV5I2C5wNhjkNcbYV2L9WwkU%2FDXXGUeEazj9yECr5zwFYHZcJTBWJ8ktdrjzIleh52qgL2OREI1ubj9ShcPcZA%2FVkSRjuLihULyu5NYEN8K2iJmdm%2FaBiYU4YOHNZBnuy5UCu%2FgJf0V1e9LbDQNjN7a0uwwmdrGohq8H6PiYAtmzavsdVoRc8%2FCrYJGyP%2BWs65K60d3Cc%2Bdu03%2Bg6JDWLLcJVTCqX%2FF7QhdyijdPFhg6K6HzOPUOhipCsDLy0k0ltB7dtwX5LJ2S1WBzsTmBYqUR7ZmS3kwO5T94Q%2BDEu7fhxxcRLh6Zk3K9%2BpfsrlJhORmwbPO5i9xdLxe9cTzLmUj7WxJ1BoUNcI4K%2FleF2IwWQIZFF1pKuC%2FiLx%2FyNBCSWhQW%2BOPN3Xi9eyCHush9eMzRzyMJoblKEoGNbPE3QVNUIH8ZcmMPUv5X%2BBn1yH0rMm2W5hfH37B5Jtd1d%2FocE9iA4Sc2A4WPRicDL7YHfrTGeaKw8CWG4omzPbnjI1PSgjI6NDJcdDHF5LeOFjDwqK16jxFW3Gl8x96SuUkVRUImfeML9qMeICaNknqbAy92ZR97AhlFstEpNcYNCnrTCg6lj6bnqDBqObw5fnaWTwWM46Et6Hk7QChw8ur%2FwvRQhPTAXNw98o3fTM6UmlrSgJ%2BInWt9B92iTYw4iTErnR6WjK1%2FqutRpU0GoInhsgQNrR4244Re0JAe7%2B3bi6oPfcRNSOvdr%2BRkcr6JXdjaGeXwRXZen621t5SzTrMQFK8W69I0tva3mrspdAVp30z6O9JT54vSsSSsHgXnH6EKSQv%2BC3XYea3w0IOgyPacVE8gzH2XhmKRDkqrVKPgc7OwgiGibLnEaHNzitMI07QaxRmJv1IaRT3dtjx6c5uKC0tyh7vRIAjux%2Fkux52jwAQiTQsbAkNsvJYIW%2BLEPspQCeI2iO%2BYtM7W913U5tBk5GFV3T9IM%2FqZBfEb4k0Vn251SHSwFI%3D,24,0,0,1,0,#577998441,NA,"S,M,L,XL",Shaft,Aztec,Integral,SH-571_Evo,Simple,Policarbonato,Adultos,Poliestireno,Unisex,NA,1500 g
21, Casco Abatible R7 168 Lente Interno Cerificado Dot Ngo/mate ,"1,149",NA,265,17,18 meses,63.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.9,12,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-623560080-casco-abatible-r7-168-lente-interno-cerificado-dot-ngomate-_JM?searchVariation=25336287924,5,4,1,1,1,#623560080,NA,"M,L,XL,XXL",R7,168,Abatible,Racing,Doble,CASCASA TERMOPLASTICA,Adultos,NA,Unisex,NA,NA
22, Casco Abierto Ls2 Airflow Solid Of562 Negro/mate 2019 ,"1,301",NA,160,18,18 meses,72.28,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,27,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-599846131-casco-abierto-ls2-airflow-solid-of562-negromate-2019-_JM?searchVariation=32169910434,20,6,0,0,0,#599846131,Negro,"Mate,S,M,L,XL,XXL",LS2,OF562,Abierto,CHOPPER,Simple,Policarbonato,Adultos,EPS,Unisex,OF562,NA
23, Casco Integral Ls2 Rapid Para Moto Negro Mate Seguridad Euro ,"1,749",NA,122,8,18 meses,97.17,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,61,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-640623530-casco-integral-ls2-rapid-para-moto-negro-mate-seguridad-euro-_JM?searchVariation=27207815085,56,5,0,0,0,#640623530,NA,"Mate,M,L,XL,M,L,XL,XXL",LS2,Rapid,Integral,TOURING,Simple,Policarbonato,Adultos,EPS,Unisex,NA,1250 g
24, Casco Abatible Caberg Duke 2 Smart Negro 100% Italiano 2019 ,"3,699",NA,357,11,18 meses,205.50,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,40,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-549258203-casco-abatible-caberg-duke-2-smart-negro-100-italiano-2019-_JM?searchVariation=26388914704,33,6,0,0,0,#549258203,Negro,"Brillante,L,M,S,XL,S,M,L,XL",Caberg,Duke,Rebatible,SMART II,Doble,Policarbonato,Adultos,EPS,Unisex,NA,NA
25," Casco Moto Vintage Negro Mate Roda, 3/4 Dot Gogles Gratis! ",999,NA,70,37,18 meses,55.50,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,5,3,https://perfil.mercadolibre.com.mx/SELLATODO,https://articulo.mercadolibre.com.mx/MLM-664359717-casco-moto-vintage-negro-mate-roda-34-dot-gogles-gratis-_JM?searchVariation=32919947420,3,0,0,0,0,#664359717,NA,"XL - extra grande,L - grande,M- mediano",Roda,Vintage,Abierto,NA,NA,NA,NA,tela,Unisex,NA,NA
26, Casco Abatible Risky Samurai Negro Naranja Dot Y Ece2205 ,"1,499",NA,78,36,18 meses,83.28,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,5,6,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-660197893-casco-abatible-risky-samurai-negro-naranja-dot-y-ece2205-_JM?searchVariation=31791606682,6,0,0,0,0,#660197893,NA,"S,M,L",Risky,CAS-VA-32,Rebatible,ABATIBLE / MODULAR,Doble,Plastico ABS,Adultos,Resina termoplástica,Unisex,NA,NA
27, Casco Abatible Dama Risky Pink Ultra Negro Rosa Dot Ece2205 ,"1,499",NA,143,17,18 meses,83.28,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,12,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-660198062-casco-abatible-dama-risky-pink-ultra-negro-rosa-dot-ece2205-_JM?searchVariation=31791591046,10,2,0,0,0,#660198062,NA,"S,M",Risky,CAS-VA-31,Rebatible,ABATIBLE / MODULAR,NA,NA,NA,NA,NA,NA,NA
28, Casco Faseed Fs-901 Abatible Certificado Ece 2205 ,"1,600",NA,219,5,18 meses,88.89,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,20,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-556194048-casco-faseed-fs-901-abatible-certificado-ece-2205-_JM?searchVariation=37330862849,16,4,0,0,0,#556194048,NA,"M (57 - 58 cm),L (59 - 60 cm),XXL (62 cm),XL (61 cm)",Faseed,FS-901,Rebatible,Faseed,NA,Termoplástico,NA,NA,NA,FS-901,1.65 kg
