search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Línea,Tipo de visor,Materiales del exterior,Edad,Materiales del interior,Género,Modelo alfanumérico,Peso
1, Casco Negro Motocicleta Kov Stealth Mate Abatible Mica Inter ,"1,299",NA,162,44,18 meses,72.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,64,https://perfil.mercadolibre.com.mx/LOWEN+GRUPO,https://articulo.mercadolibre.com.mx/MLM-669501641-casco-negro-motocicleta-kov-stealth-mate-abatible-mica-inter-_JM?searchVariation=33988574797,43,12,6,0,2,#669501641,NA,"XL,XXL",KOV,Stealth,Rebatible,NA,NA,NA,NA,NA,NA,NA,NA
2, Casco Moto Accesorio Kukulk Kov Dot Abatible Varios Colores ,"1,249",NA,243,5,18 meses,69.39,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,81,https://perfil.mercadolibre.com.mx/LOWEN+GRUPO,https://articulo.mercadolibre.com.mx/MLM-564429987-casco-moto-accesorio-kukulk-kov-dot-abatible-varios-colores-_JM?searchVariation=29067988018,62,14,2,1,1,#564429987,NA,"EGG,EG",Kov Parts,Kukulk,Rebatible,Legacy,Doble,ABS,Adultos,NA,NA,NA,NA
3, Casco Harley Davidson Scorpion Exo Covert Negro Mate Chopper ,"4,839",NA,122,26,18 meses,268.83,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,5,17,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-654427065-casco-harley-davidson-scorpion-exo-covert-negro-mate-chopper-_JM?searchVariation=32213498483,17,0,0,0,0,#654427065,"S,M,L,XL,XXL",,Scorpion Exo,Covert,MODULAR,Covert,Simple,Policarbonato,Adultos,EPS,Unisex,NA,NA
4, Casco Abatible Para Motocicleta Certificacion Dot ,949,NA,1424,2857,18 meses,52.72,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,100,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://articulo.mercadolibre.com.mx/MLM-552218947-casco-abatible-para-motocicleta-certificacion-dot-_JM?searchVariation=36753042218,68,22,4,2,4,#552218947,NA,"M,L,XL",INNOVANDO,CAS-ABA-83,Rebatible,NA,NA,NA,Adultos,NA,Unisex,NA,NA
5, Casco Faseed Fs-726x Abierto 3/4 Trooper Certificado Ece2205 ,"1,550",NA,87,7,18 meses,86.11,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,8,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-687886875-casco-faseed-fs-726x-abierto-34-trooper-certificado-ece2205-_JM?searchVariation=38435578802,7,0,0,1,0,#687886875,NA,"L (59 - 60 cm),XL (61 - 62 cm),S (55 - 56 cm),M (57 - 58 cm)",Faseed,FS-726X,Modular,NA,Simple,NA,Adultos,NA,Unisex,NA,NA
6," Casco Integral Negro Mate, Negro , Rojo, Azul Y Plata ",550,NA,701,3,18 meses,30.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,95,https://perfil.mercadolibre.com.mx/GUERREROBIKER,https://articulo.mercadolibre.com.mx/MLM-610879940-casco-integral-negro-mate-negro-rojo-azul-y-plata-_JM?searchVariation=31678827987,63,18,11,0,2,#610879940,"Negro,Azul,Negro,Negro mate,Plata,Rojo,Tribal,motogp","S,M,L,XL",Promoto,A107,Integral,CERRADO,Simple,ABS,Adultos,Poliestireno,Unisex,basic,NA
7, Casco Integral Roda Asteroid Pro Con Certificacion Dot ,849,NA,74,18,12 meses,83.87,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,8,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660783834-casco-integral-roda-asteroid-pro-con-certificacion-dot-_JM?searchVariation=31940579169,7,1,0,0,0,#660783834,NA,"L,XL",RODA,Asteroid PRO,Integral,CERRADO,NA,ABS,Adultos,NA,Unisex,NA,NA
8, Casco Tipo Cross Negro Mate Certificacion Dot Tallas ,949,NA,1734,119,12 meses,93.75,NA,Llega gratis el viernes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,75,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=XdQXJ81Sl%2FZdnqCir%2FY%2FoleezsdNGM3%2B1Nm14AMKywzwGSdm%2BKZugy7TyHC%2BKgRjlWORCUNPbRcgSBMN1Df0ILq%2FmoVvS8ZKsHSju4BH2svfiSXF6M7WuxaE5OI9ljkDH5GHNDXTSZBBSAhv3r%2BWiJBQFKXNdx1iKt4lAqWKA%2Brs4kiFVYevCMLjyfzMthgoSEeRUpyefb9RWof8zCkxSQxIAJ1j8mmyumMAvPjcya9GkfRsxe73%2BAsV4qthH1iZ68ggnh6FqUYKS5tDLNO1wdVpXLM%2FWKHdBN7kuiMwPlhmqirzSpZ%2BZjv7g23Yeh3xuq9Kl6Cs%2BSqM7qVPiWyTar5yMmnYYRG1pH1hj73QYOJ367g92q1s%2BOi4ZQaGEyjE3EroBma6vLS8fEf74Y46OtuCjuS1k3WjP6j0W5yfYeb5zYdSSNMs0LVSyk%2BvIz5momI2egWE4KyvndMLTT6fQSV3cfXg%2BUNU8ZvSaslIMd9fLRU9nalKnnikOHacRK%2Fk7rYDKKyL0vpP67YngfCyCI7K2OqaoU8lSsqfDQvfVDOY7FJF96wLAeYa3ZQWC%2FXgn%2BLlVi7MYXclNyohDTsSaQA%2FXFYJPsZyrrdHKbsxbsT7mP728ZkjMaEivVDkI%2F8j9sDC81VjO2du%2FUmXmZht%2Bvi13N1Lodky3foxExj7vAvqdM8FLQCqzngbSX4c%2BlJJe5x2YRGcxpiyWcGR0mzlelyZD7I4%2FfNFgxvvChX9P1nM5VeeowERdczse2uNsdstFit1zoXnhst5uIoHrvk99ouNaam5CBS6kPTKODcb%2BiB1%2BCj%2B1sSgfMRC5IvDs%2FQavPppUgbhn%2FIznZvU%2FSDNkoeaXXF%2FyeSKhh2qAscLkcAskr8JKlf6JBM64D1vJ82O6qsrt9a118%2FS8tcIHnMnK07XEPEYD54LZSIMgCin8JG%2FXDIokY7%2FxJocbyDQfzqrFD0Ql2yw6oUK6Of2v47vLwZ0DqwhU0GSV7I1qKLnPrzggKn2EoVWs5HbFIXatn7nRlgRY0F%2Bm8uw8PRFA%2BY6MgQnUQBbtT3oTlfmvjpXuD9MeUCafe2Avt8Uh0bI%2BG8tmCTg0I8zqPxrGlELJM6CFXqZssa40mq91mgf7o4eSBJolphgFpzleWaLSNUAHpeTUt47iVX8kQhngjmCCc5KySFzqhaekDdSsxOKjpNn6tQBYVau7rQHj2TPptQ7KqaN7A1cIv%2BKnVqTVJIxlxitSB1fk%2FWzmI3T68gVWHQAAlj6eXib3t51TQnjbhGmcgwM1H1NX4eJPTiu%2B6i1scuDF%2BGAwDdr7cXDONjj4s18C4PfF%2F%2BAMtf98jFveOcEZUqWOPe1c2iBscJH6MVwqQFX9q8xKQIbn6d9zRMGPPip5dWxOOGC839QOq33CF%2FUvKarv8Pxh%2BRd5XufVzezvDAcvtYNDQMUYw8IxOY4iUuKyIU%2B1IXOSXaClp2e%2Bw2VHkVIQJPo0t30bcy%2Fjkd4zOhoMzGVQgS%2BfDCElqcmZoBwjf40IwVZb9kBDPDMWCy7F%2BnjJUf6SigrtDJO1yRrkEFhfwHgtRNLWRXQhdJOhoaVgSRppVTtNJpOVFWfkkYvutGTO%2F6XLf7oHJFXc5YRFpoBZ%2BHD%2BerAQLRyN7qv4gYrht%2FedlGU5W7jI0tsbeeyZoikm%2FqLrhmmzCf4ctHF203BcnBLSKfx8qCIdI%2FGrA38zgVBwUX0HDgczqDd%2BhAencXmLthg4m4Jua9CbH9J9BQuFkcuGviFtlWxtKzEibFqe3dAjObTTJ88LXPnohE8gRaZ19EYmvZ4BSs%3D,63,11,1,0,0,#582660373,NA,"negro,S,M,L,XL",Alessia,NEGRO MATE,Cross,CAS-CRO-15,Simple,ABS,Adultos,Poliestireno,NA,NA,NA
9, Casco Abatible Moto Hro Certificado Lente Solar Envio Gratis ,"1,349",NA,174,3,18 meses,74.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,8,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-606561406-casco-abatible-moto-hro-certificado-lente-solar-envio-gratis-_JM?searchVariation=36972691433,7,0,1,0,0,#606561406,"Gris/Naranja,Fucsia,Gris oscuro,Gris/Naranja,NEGRO BRILLANTE LISO,NEGRO MATTE LISO,NEGRO/ NARANJA CAMOUFLAGE,NEGRO/AMARILLO CAMOUFLAGE,NEGRO/GRIS/AZUL","TALLA L 59-60 CM,TALLA M 57-58 CM,TALLA XL 61-62 CM",HRO,3400 DV,Rebatible,Abatible,Doble,ABS,Adultos,Poliestireno,Unisex,NA,NA
10," Casco Depredador, Envío Gratis!!! ",899,NA,679,373,18 meses,49.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,53,https://perfil.mercadolibre.com.mx/JK+MOTORS,https://articulo.mercadolibre.com.mx/MLM-568733170-casco-depredador-envio-gratis-_JM?searchVariation=23088464886,27,14,6,2,4,#568733170,Negro,"negro,MEDIANO,CHICO,EXTRA GRANDE,GRANDE",JK,Negro,Integral,DEPREDADOR,Simple,Fibra de vidrio,Adultos,Esponja,Masculino,EDN,NA
