search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Modelo detalhado,Potência de saída (RMS),Tipos de filtros do alto-falante,Quantidade de alto-falantes,Sensibilidade de entrada,Largura,Altura,Formato do alto-falante,Linha,Tipos de alto-falante,Lugares de colocação,Configuração de canais,Conectores de entrada,Distorção,Peso,Modelo alfanumérico,Voltagem,Ambientes,Resposta máxima em frequência,Resposta mínima em frequência
194, Caixa Som Ambiente Jbl Selenium C521 Par Branco C521b 80w ,347,NA,"
			
				Novo
			
			
				
					 - 
				
				76
				vendidos
			
		",(923 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2899
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AUDIOB+SHOP,https://produto.mercadolivre.com.br/MLB-980670782-caixa-som-ambiente-jbl-selenium-c521-par-branco-c521b-80w-_JM,NA,NA,NA,NA,NA,#980670782,JBL,C521,C521B,40 W,Passivo,NA,NA,22 cm,15 cm,Caixa,Ambientare,NA,De parede,NA,NA,NA,NA,NA,NA,NA,NA,NA
195, Radio Charge 3 Portable Wireles Bluetooth Camuflado Top ,99,NA,"
			
				Novo
			
			
				
					 - 
				
				128
				vendidos
			
		",(94 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 825
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,2288,https://perfil.mercadolivre.com.br/CAROLINAVENTURINELLI,https://produto.mercadolivre.com.br/MLB-1178319024-radio-charge-3-portable-wireles-bluetooth-camuflado-top-_JM,1717,318,131,50,72,#1178319024,JBL,similar,NA,25 W,20w,2,80 dB,NA,NA,bazuca,NA,20w,portatil,5.1,NA,NA,NA,NA,NA,NA,20 kHz,65 Hz
196, Speaker Jbl Go 2 Bluetooth Resistente Água Original C/ Nf ,142,NA,"
			
				Novo
			
			
				
					 - 
				
				91
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1366
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1439,https://perfil.mercadolivre.com.br/SHOP-MAIS-IMPORTS,https://produto.mercadolivre.com.br/MLB-1207956595-speaker-jbl-go-2-bluetooth-resistente-agua-original-c-nf-_JM,1319,95,18,4,3,#1207956595,JBL,GO 2,NA,3.1 W,Passivo,NA,NA,NA,NA,Caixa,NA,Subwoofer,De piso,NA,USB,NA,184 g,NA,NA,NA,NA,NA
197, Caixa De Som Amplificada Bluetooth 25w Portátil Karaokê Fm ,194,NA,"
			
				Novo
			
			
				
					 - 
				
				137
				vendidos
			
		",(28 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1863
		
		 sem juros
		
	

	
		",63,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,181,https://perfil.mercadolivre.com.br/SHOPPING-HERE,https://produto.mercadolivre.com.br/MLB-946867454-caixa-de-som-amplificada-bluetooth-25w-portatil-karaok-fm-_JM,129,28,15,6,3,#946867454,Briwax,FBX-103,NA,25 W,Woofer,NA,NA,NA,NA,Caixa,Amplificada,Subwoofer,Portátil,NA,USB,NA,2.4 kg,NA,NA,NA,NA,NA
198, Jbl Go 2 Original A Prova De Água 3 Wats Apenas Preta ,139,NA,"
			
				Novo
			
			
				
					 - 
				
				56
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1338
		
		 sem juros
		
	

	
		",38,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,15,https://perfil.mercadolivre.com.br/CLGARCIAGARCIA,https://produto.mercadolivre.com.br/MLB-1218294568-jbl-go-2-original-a-prova-de-agua-3-wats-apenas-preta-_JM,14,1,0,0,0,#1218294568,JBL,GO 2,NA,3 W,s,1,80 dB,NA,NA,Caixa,NA,Subwoofer,De piso,NA,NA,NA,184 g,NA,NA,NA,NA,NA
199, Caixa Casa Bluetooth Usb Laser Bar Comercio 1570 Rms Taramps ,889,NA,"
			
				Novo
			
			
				
					 - 
				
				32
				vendidos
			
		",(9967 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7408
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.0,2,https://perfil.mercadolivre.com.br/OESTESOM,https://produto.mercadolivre.com.br/MLB-1080505428-caixa-casa-bluetooth-usb-laser-bar-comercio-1570-rms-taramps-_JM,NA,NA,NA,NA,NA,#1080505428,OESTESOM,CAIXA BLUETOOTH,NA,1570 W,12,NA,96 dB,NA,NA,12,NA,NA,NA,NA,NA,0.03 %,NA,NA,NA,NA,NA,NA
200, Caixa De Som Speak Google Home Mini Lacrada Wi-fi Portugues ,188,NA,"
			
				Novo
			
			
				
					 - 
				
				73
				vendidos
			
		",(894 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1806
		
		 sem juros
		
	

	
		",06,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/RODOLFOSANTOSMOTTA,https://produto.mercadolivre.com.br/MLB-1211680853-caixa-de-som-speak-google-home-mini-lacrada-wi-fi-portugues-_JM,3,0,0,0,0,#1211680853,Google,Home Mini,NA,3 W,Passivo,1,NA,"3.86 ""","3.86 """,Caixa,NA,fixo,multiplos,mono,USB,NA,350 g,NA,NA,NA,NA,NA
201, Caixa Som Bluetooth Amplificada Fm Usb Bivolt 80w Bateria ,361,NA,"
			
				Novo
			
			
				
					 - 
				
				227
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3015
		
		 sem juros
		
	

	
		",15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,30,https://perfil.mercadolivre.com.br/LOJA1DITUDOTEM,https://produto.mercadolivre.com.br/MLB-1064311035-caixa-som-bluetooth-amplificada-fm-usb-bivolt-80w-bateria-_JM,18,9,1,2,0,#1064311035,Vicini,VC-7080,NA,80 W,Ativo,NA,NA,NA,NA,Caixa,NA,Tweeter,NA,NA,USB,NA,4.1 kg,VC-7080,Bivolt,NA,NA,NA
202, Caixa Bluetooth Jbl Go2 Preta Com Potência De 3 W - Jbl ,151,229,"
			
			
				
				98
				vendidos
			
		",(1017 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1446
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,NA,NA,4.9,15,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1132009368-caixa-bluetooth-jbl-go2-preta-com-potncia-de-3-w-jbl-_JM,14,1,0,0,0,#1132009368,JBL,III,CREATURE3BLKU,25 W,NA,NA,80 dB,71 mm,86 mm,NA,Creature,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
203, Mini Caixinha Som Bluetooth Prova Água Para Banheiro Ventosa ,23,NA,"
			
			
				
				155
				vendidos
			
		",(223 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 600
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,NA,NA,3.0,3,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1196711478-mini-caixinha-som-bluetooth-prova-agua-para-banheiro-ventosa-_JM,1,0,1,0,1,#1196711478,Universal,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,De parede,NA,NA,NA,NA,NA,NA,NA,NA,NA
204, Caixa Sistema Som Home 1000w Bluetooth 2.1 Mp3 Fm Tv Usb P2 ,229,NA,"
			
				Novo
			
			
				
					 - 
				
				115
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1917
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,5,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1065957649-caixa-sistema-som-home-1000w-bluetooth-21-mp3-fm-tv-usb-p2-_JM,4,0,0,0,1,#1065957649,Knup,KP-6023BH,NA,14 W,Subwoofer,3,85 dB,NA,NA,Caixa,Sistema De Som Bluetooth,NA,NA,2.1,Auxilar P2. RCA. Bluetooth. FM. Micro SD. USB,NA,2900 kg,NA,NA,Interno,NA,NA
205, Caixa Som Bluetooth Xtreme Mini Potente 40w Rms Radio Fm ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				118
				vendidos
			
		",(498 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1690,https://perfil.mercadolivre.com.br/LACORTE+IMPORTS,https://produto.mercadolivre.com.br/MLB-1252136643-caixa-som-bluetooth-xtreme-mini-potente-40w-rms-radio-fm-_JM,1094,283,157,63,93,#1252136643,JBL,Com LED,NA,40 W,Subwoofer,1,80 dB,NA,NA,Caixa,NA,Subwoofer,Portatil,5.1,USB,NA,780 g,NA,NA,NA,20 kHz,70 Hz
206, Caixa Som Retrô Bluetooth Radio Am Fm Sw Usb Sd Original F8 ,71,NA,"
			
				Novo
			
			
				
					 - 
				
				26
				vendidos
			
		",(74 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 600
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/BEATRIZ.ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1177138726-caixa-som-retr-bluetooth-radio-am-fm-sw-usb-sd-original-f8-_JM,NA,NA,NA,NA,NA,#1177138726,Grasep,D-F8,NA,10 W,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207, Caixa Som Bluetooth Bx-668 Portátil Mp3 Usb Fm Sd Microfone ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				74
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2294
		
		 sem juros
		
	

	
		",94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/SATURNO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1173852733-caixa-som-bluetooth-bx-668-portatil-mp3-usb-fm-sd-microfone-_JM,NA,NA,NA,NA,NA,#1173852733,Briwax,BX-668,NA,20 W,Passivo,2,80 dB,NA,NA,Torre,NA,Subwoofer,De piso,5.1,Entrada para Microfone,NA,NA,NA,NA,Interno,NA,NA
208, Caixa Som Portátil Bluetooth Fbx108 40w Recarregável Usb Fm ,224,NA,"
			
				Novo
			
			
				
					 - 
				
				59
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1875
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/SATURNO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1164610186-caixa-som-portatil-bluetooth-fbx108-40w-recarregavel-usb-fm-_JM,3,1,0,0,0,#1164610186,Briwax,FBX-108,NA,40 W,Subwoofer,2,NA,NA,NA,Torre,NA,Woofer,De piso,2.1,Entrada para Microfone,1 %,2.75 kg,NA,NA,Interno,80 kHz,18 kHz
209, Jbl Wind Mini Caixa De Som Bluetooth Bike Moto Potatil Ios ,160,NA,"
			
				Novo
			
			
				
					 - 
				
				613
				vendidos
			
		",(102 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1529
		
		 sem juros
		
	

	
		",29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,777,https://perfil.mercadolivre.com.br/SHOP+PRATICO,https://produto.mercadolivre.com.br/MLB-882846124-jbl-wind-mini-caixa-de-som-bluetooth-bike-moto-potatil-ios-_JM,635,101,27,6,8,#882846124,JBL,Wind,NA,3 W,Ativo,NA,NA,NA,NA,circular,NA,NA,"Motocicletas, Bike, Patinete",NA,NA,NA,NA,NA,NA,NA,NA,NA
210, Caixa De Som Bluetooth Jbl Go 2 Portátil Original - Preto ,157,NA,"
			
				Novo
			
			
				
					 - 
				
				281
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1510
		
		 sem juros
		
	

	
		",10,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1439,https://perfil.mercadolivre.com.br/THIAGOFRANCISBRASIL,https://produto.mercadolivre.com.br/MLB-1086031227-caixa-de-som-bluetooth-jbl-go-2-portatil-original-preto-_JM,1319,95,18,4,3,#1086031227,JBL,GO 2,JBL GO 2,3 W,Passivo,1,80 dB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 kHz,180 Hz
211, Mini Caixa Som Bluetooth Prova Água Ventosa 5 Cores Promoção ,19,NA,"
			
				Novo
			
			
				
					 - 
				
				47
				vendidos
			
		",(191 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 665
		
		 sem juros
		
	

	
		",65,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+HZ,https://produto.mercadolivre.com.br/MLB-1218100781-mini-caixa-som-bluetooth-prova-agua-ventosa-5-cores-promoco-_JM,NA,NA,NA,NA,NA,#1218100781,Importado,BTS-06,NA,3 W,NA,1,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212, Caixa De Som Amplificada 80w Rms Bluetooth Microfone Sd Fm ,282,NA,"
			
				Novo
			
			
				
					 - 
				
				558
				vendidos
			
		",(73 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2352
		
		 sem juros
		
	

	
		",52,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,1263,https://perfil.mercadolivre.com.br/HW11MX,https://produto.mercadolivre.com.br/MLB-1020222697-caixa-de-som-amplificada-80w-rms-bluetooth-microfone-sd-fm-_JM,952,243,40,7,21,#1020222697,Multilaser,SP217,NA,80 W,Woofer,NA,NA,NA,NA,Caixa,NA,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Digital,Auxiliar,NA,NA,NA,NA,NA,NA,NA
213, Caixa De Som Speaker Google Home Mini - Novo Sem Embalagem ,164,NA,"
			
				Novo
			
			
				
					 - 
				
				46
				vendidos
			
		",(304 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1577
		
		 sem juros
		
	

	
		",77,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,3,https://perfil.mercadolivre.com.br/RODOLFOSANTOSMOTTA,https://produto.mercadolivre.com.br/MLB-1244348795-caixa-de-som-speaker-google-home-mini-novo-sem-embalagem-_JM,2,0,0,0,1,#1244348795,Google,Home Mini,NA,3 W, ,1,NA,"3.86 ""","3.86 """, ,NA,NA, ,mono, ,NA,350 g,NA,NA,NA,NA,NA
214," Caixinha De Som Speaker Super Bass Tf, Fm, Bluetooth ",68,NA,"
			
				Novo
			
			
				
					 - 
				
				432
				vendidos
			
		",(775 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 659
		
		 sem juros
		
	

	
		",59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,43,https://perfil.mercadolivre.com.br/GEOVANERODRIGUES1536,https://produto.mercadolivre.com.br/MLB-902855148-caixinha-de-som-speaker-super-bass-tf-fm-bluetooth-_JM,33,6,3,1,0,#902855148,GSM,S207,NA,30 W,Ativo,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215, Speaker Apple Homepod Original Wi-fi Bluetooth Siri Bivolt ,1999,NA,"
			
				Novo
			
			
				
					 - 
				
				110
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 19105
		
		 sem juros
		
	

	
		",05,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,30,https://perfil.mercadolivre.com.br/INFINITY+STORE,https://produto.mercadolivre.com.br/MLB-989719776-speaker-apple-homepod-original-wi-fi-bluetooth-siri-bivolt-_JM,24,4,1,1,0,#989719776,Apple,MQHW2LL/A A1639,NA,60 W,sim,NA,NA,NA,NA,NA,Homepod,NA,NA,NA,NA,NA,NA,A1639,NA,NA,NA,NA
216, Jbl Go2 Nova Go 2 Original Aprova Da Água ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				64
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1528
		
		 sem juros
		
	

	
		",28,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1439,https://perfil.mercadolivre.com.br/RODOLFOSANTOSMOTTA,https://produto.mercadolivre.com.br/MLB-1217163561-jbl-go2-nova-go-2-original-aprova-da-agua-_JM,1319,95,18,4,3,#1217163561,JBL,GO 2,JBLGO2BLK,3 W,Ativo,1,80 dB,71 mm,86 mm,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
217, Mini Caixa Caixinha Som Portatil 240bt Mp3 Fm Sd Usb ,61,NA,"
			
				Novo
			
			
				
					 - 
				
				92
				vendidos
			
		",(19 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 589
		
		 sem juros
		
	

	
		",89,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,9,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-925228124-mini-caixa-caixinha-som-portatil-240bt-mp3-fm-sd-usb-_JM,4,1,2,1,1,#925228124,Yes,MS-144BT,Caixa De Som Portátil Bluetooth Amplificada,15 W,Redondo,1,NA,NA,NA,NA,Reader Speaker,NA,De parede,NA,USB,0.5 %,NA,Caixa De Som Portátil Bluetooth Amplificada,Bivolt,Interno,80 kHz,18 kHz
218, Caixa Acústica Philco Pcx11000 Com Conexão Bluetooth Bivolt ,1299,1580,"
			
			
				
				19
				vendidos
			
		",(55 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10832
		
		 sem juros
		
	

	
		",32,NA,Envio para todo o país,NA,NA,3.0,1,https://perfil.mercadolivre.com.br/BRITANIAELETRONICOSSA15E?brandId=199,https://produto.mercadolivre.com.br/MLB-1089287632-caixa-acustica-philco-pcx11000-com-conexo-bluetooth-bivolt-_JM,NA,NA,NA,NA,NA,#1089287632,Philco,Pcx11000,NA,1200 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219, Caixa Ativa 10 Master Voice Bluetooth Usb Bateria - Kadu Som ,419,NA,"
			
				Novo
			
			
				
					 - 
				
				47
				vendidos
			
		",(53 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETROMUSICLTDA,https://produto.mercadolivre.com.br/MLB-1187364640-caixa-ativa-10-master-voice-bluetooth-usb-bateria-kadu-som-_JM,NA,NA,NA,NA,NA,#1187364640,Master Voice,mv310,NA,200 W,NA,NA,NA,NA,NA,NA,NA,Woofer,NA,NA,Auxiliar,NA,6.34 kg,NA,NA,NA,NA,NA
220, Caixa Som Bluetooth Canhão Portátil Bass Mp3 Usb Fm Led 500w ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				487
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1529
		
		 sem juros
		
	

	
		",29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,311,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-969585719-caixa-som-bluetooth-canho-portatil-bass-mp3-usb-fm-led-500w-_JM,265,27,12,5,2,#969585719,Grasep,D-P2,NA,24 W,Ativo,2,80 dB,NA,NA,Caixa,Caixa bluetooth,NA,NA,NA,Auxiliar P2. Microfone. USB. Micro SD. Bluetooth. FM. P10,5 %,2400 g,NA,NA,Interno e Externo,NA,NA
