search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Lugares de colocación,Formato del parlante,Configuración de canales,Conectores de entrada,Peso,Tipos de parlante,Voltaje,Altura
1, Parlante Portatil Bluetoooth Thonet Vander Frei Potenciado ,2998,NA,518,98,6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,308,https://perfil.mercadolibre.com.ar/THONETANDVANDER?brandId=370,https://articulo.mercadolibre.com.ar/MLA-745802501-parlante-portatil-bluetoooth-thonet-vander-frei-potenciado-_JM,190,83,25,6,4,#745802501,Thonet & Vander,Portatil,Frei BT,16 W,Woofer,Living,Caja,1.0,"USB, bluetooth, 3.5"" stereo",600 g,NA,NA,NA
2, Parlante Portatil Gadnic Karaoke Recargable Microfono Fiesta ,2299,4050,1237,119,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,146,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,https://articulo.mercadolibre.com.ar/MLA-749811314-parlante-portatil-gadnic-karaoke-recargable-microfono-fiesta-_JM,118,22,4,0,2,#749811314,Gadnic,NA,XBS10,2400 W,"Karaoke, Bluetooth, Fiesta, Luces","Departamento, Cumpleaños, eventos, comidas, reuniones",Trolley,NA,Entrada para Micrófono,NA,Karaoke,NA,NA
3, Parlante Bluetooth Portátil Luces Radio Usb + Envío Gratis ,1490,2190,3499,27,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,396,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-665013349-parlante-bluetooth-portatil-luces-radio-usb-envio-gratis-_JM,239,87,44,7,19,#665013349,Otras Marcas,MS,MS-105BT,NA,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono.",1.5 kg,Woofer,usb,NA
4, Parlante Bluetooth Portátil 4500 W Trípode + Mic Inalámbrico ,3990,4790,5943,135,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,683,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-679025125-parlante-bluetooth-portatil-4500-w-tripode-mic-inalambrico-_JM,448,151,58,10,16,#679025125,Otras Marcas,PBX,PBX-811SM,4500 W,Activo,De piso,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono.",NA,Woofer,220V,NA
5, Parlante Xiaomi Portatil Bluetooth Inalambrico Mi Speaker ,2681,2979,385,9,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,29,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-767432359-parlante-xiaomi-portatil-bluetooth-inalambrico-mi-speaker-_JM,24,5,0,0,0,#767432359,Xiaomi,Bluetooth,Mi Speaker,6 W,Portátil,Universal,Bluetooth,NA,Auxiliar,NA,Portatil,1500mAh 3.8V,NA
6, Parlante Portatil Karaoke 8'' Bluetooth Fm Usb Bateria Luces ,2849,2999,356,61,6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,34,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://articulo.mercadolibre.com.ar/MLA-762427109-parlante-portatil-karaoke-8-bluetooth-fm-usb-bateria-luces-_JM,22,7,3,0,2,#762427109,Otras Marcas,PBX-8,PBX-8,NA,Woofer,NA,Caja,NA,NA,NA,Tweeter,9V,NA
7, Parlante Portatil Karaoke 8'' Bluetooth Fm Usb Bateria Luces ,2890,3790,2401,865,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,325,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-739077353-parlante-karaoke-bluetooth-torre-fm-usb-mic-lampara-disco-_JM,213,84,18,4,6,#739077353,Otras Marcas,KPB,KPB-221,1500 W,Activo,NA,Torre Portátil,NA,"Bluetooth, USB, microSD y Aux 3.5 mm.",NA,Woofer,220V,NA
8, Parlante Karaoke Bluetooth Torre Fm Usb+ Mic + Lámpara Disco ,1899,2849,336,24,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,761,https://perfil.mercadolibre.com.ar/ELECTRO-SHOWS,https://articulo.mercadolibre.com.ar/MLA-779932908-parlante-jbl-go-2-bluetooth-portatil-nuevo-modelo-original-_JM,633,118,9,0,1,#779932908,JBL,NA,GO 2,3 W,Super tweeter,De piso,Caja,Estereo,NA,NA,Super tweeter,NA,NA
9, Parlante Jbl Go 2 Bluetooth Portatil Nuevo Modelo Original ,2279,2399,335,61,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,62,https://perfil.mercadolibre.com.ar/AJAXGOLD,https://articulo.mercadolibre.com.ar/MLA-735697832-parlante-bluetooth-bomb-40w-luces-led-potenciado-usb-radio-_JM,48,7,2,4,1,#735697832,Kolke,NA,KPM222 BOMB,40 W,Activo,NA,NA,NA,Entrada para Micrófono,NA,NA,NA,NA
10, Parlante Bluetooth Bomb 40w Luces Led Potenciado Usb Radio ,1449,NA,294,48,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,30,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-674207418-parlante-karaoke-mp3-sd-usb-bluetooth-luces-efecto-full-_JM,22,7,0,0,1,#674207418,TECHNOLOGY LINE,NA,Bronx,10 W,Woofer,No aplica,Caja,NA,Entrada para Micrófono,NA,NA,NA,NA
11, Parlante Karaoke Mp3 Sd Usb Bluetooth Luces Efecto Full! ,2890,3590,1305,972,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,123,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-720520187-parlante-portatil-bluetooth-karaoke-fm-led-usb-mp3-aux-mic-_JM,88,18,10,4,3,#720520187,Otras Marcas,MW,MW CARRY MUSIC,30 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, MicroSD, AUX, Micrófono",NA,Woofer,220V,NA
12, Parlante Karaoke Bluetooth Torre Fm Usb+ Mic + Lámpara Disco ,228,NA,870,689,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,12,https://perfil.mercadolibre.com.ar/MONA-FELISA+OPORTUNIDADESVIP,https://articulo.mercadolibre.com.ar/MLA-634321330-altavoz-parlante-portatil-music-mini-craquelado-recargable-_JM,8,3,1,0,0,#634321330,Genérico,NA,Music Animal,3 W,Portátil,De mesa,Tambor,5.1,NA,NA,NA,5V,NA
13, Parlante Portátil Bluetooth Karaoke Fm Led Usb Mp3 Aux + Mic ,3199,NA,1645,84,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,315,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-614542424-sony-xb10-parlante-playero-resistente-salpicaduras-y-arena-_JM,253,47,12,1,2,#614542424,Sony,XB,SRS-X11,10 W,Portátil,PORTATIL,Caja,si,USB,NA,portatil,USB,NA
14, Altavoz Parlante Portatil Music Mini Craquelado Recargable ,208,NA,224,1,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3,2,https://perfil.mercadolibre.com.ar/DIGITAL+APPS,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=NC7GeTJWkMtAtulcnjmbPEpoKRAZLKlCI8fo3WHjnWLygcXuq%2Bzg2HwrcFyTE33WslYEN2vkdFOGv3GxavOTDTDKmbbULO%2B7KszZ8eO0%2FnwKI4TUq9AWF%2FcceUbOMh75MRED4rqV%2BT%2FLnj20yFvqAQ6FuLwH3unZjVK0q8RqMUKkOOgkRMZ5ysKCSs0xAMRIhkiedY65tuQWq14lGXhPtxU0jDJtpcl4nNYnpEd7g5Yb9fDwsoIBltricE5nOWMkJAHLsv5KKilVKjo8mh0YmezvuCvMKKhw%2BMD%2FEUKngs0dDy86SYINVGsHkFSPfz1IdCEw4SAIG2a5LIXFaox%2Fk4L%2Fy%2FAmpGgkSRa2ncMzPG%2FDanhShv5ooH2TOPE0k4vCLsnOvn3h85OOpDSH%2B6bpMjnHsuUdWQjidZbb6L58JJWnhqO5bYAI7H22RgeNu23fqFabYm7v8gH8vFYEqUDWy9JlEkkDJjmrEBcFlAR79gkr%2BryQq933ByAGr987mLzikSsKAzDZZMLYp7b8QJWRwvF0XTU1uWkrsw18KzszuTsHZQLj1rBZFOSrd0L46prSIcENmjBgQOqcDcAtcaSN1VVOeQKxG9iAP69yis7uWgwBQ9UZksvt037muIl5X7PzzHSy6zxrfCdSnRSwXb8Uo133jiGo4DWMCNbupMTW%2BjZF%2FqaSUhziIGELBHbUqrYKVfGW%2BO2m25KGuudBRo%2FIOI%2B%2FuxIWCL%2FY3hS8E4WldXBRgrzCldsV0EU%2FtC0%2Br4xAuN%2BmrKd8mv67GpGEcoKOMzFEw2mMSWHaH%2BgWet3obOja06cVWLQYKH%2FvzCiIFGzAyb6ZVHdJrk5RfKUTUJgkD1qBjStpgUJxjPwPXkg%2BvXMcaH%2B%2BQeaCeJg9J5wmjw0gzUZyFFcvxjDuPmCtULLqjXbkwHlts52R8RbQM5rdV%2BcZTaOVdPzFZKE59pLGDu0LPv6kO4p8KVVa2LX66vaBH3%2FRNszHfVMxrr7ml%2BrfYDKwbwoYveEfkA0DCacNbplP59TDla32zqUwn1PnDRCkBCc%2Flt6XK%2FFXee9uOcpWpgfzg%2B%2FiMNeOxzIfQBJhabd7qGB5rlWj4I07Tbp6XUgtzZYvA9c5WDk%2FXk28Lku3isdYvNRsPdTtoa5JWCQ75fk4dR3%2FPmnKFmzgrKr%2BPA25Q%2BMZ%2FJjl2cw7jVjOiLGInu6kEgcMtzqXN8Qz%2FIq0h0tIaGM%2BigT2dB7iKUZICKhnbPwSoUVEiI%2Bt%2BTeFWJR07upqFNZG2AEkfjjJagjFrh3XYz%2F7R2FQwoebD08xJajRO5eGpy73FUltHGfoJhRb9LZt9nr9hS%2B8a31Tt1yGWoe%2FRg3b9JJlUgG%2Ff6eEQk%2FRmrfCH%2By7nZ%2FBUmmip9h0ZeYsIiVcNMthxyAQ9PEuZ0YXKNvYznC3gYv2FHEHUUZygPvfFJ%2FAQpVGmC28f2bsx9lEUJab5JQeMO7nSdsF%2Fgk5YxYd2KoDBi%2FwA3lBtHyezIimR0CViPkKMtn%2BcRdehhAtA1P5LHYUTuZB7kKFSq0hiOWdo5V9kYJP9eOvlhkDiHlPuiKMjrjtEGaMPL5BSSI%2FyzrYiKs2amfctWlBtX5d1QbPETPwsfktiQIkwKU5Z1OfSaetCTuMZlKMBP4P3ZsEy%2Bu99wgZRikqNgmsip4Z,0,0,2,0,0,#723725229,Global Electronics,NA,Bluetooth,3 W,NA,NA,redondo,NA,NA,NA,Bluetooth Inalambrico,NA,NA
15, Sony Xb10 Parlante Playero Resistente Salpicaduras Y Arena ,4899,7050,559,441,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,49,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,https://articulo.mercadolibre.com.ar/MLA-647302443-parlante-portatil-bluetooth-gadnic-karaoke-luz-2-mic-tripode-_JM,35,6,6,1,1,#647302443,Gadnic,NA,XBS3,3000 W,"Karaoke, Bluetooth, Wireless, MP3","Salones, casas, departamentos",Trolley,NA,USB,NA,Karaoke,12V,30 cm
16, Parlante Portatil Bluetooth Gadnic Karaoke Luz 2 Mic Tripode ,1999,NA,435,966,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,49,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-664087692-parlante-bluetooth-portatil-potente-radio-fm-lampara-mic-_JM,30,12,4,1,2,#664087692,Otras Marcas,MS,MS-107BT,10 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono.",1.5 kg,Woofer,usb,NA
17, Parlante Bluetooth Portátil Potente Radio Fm + Lámpara + Mic ,3190,3790,1600,984,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,270,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-663857293-parlante-portatil-bluetooth-karaoke-usb-fm-luces-2-mics-_JM,184,59,20,3,4,#663857293,Otras Marcas,MW,MW CARRY MUSIC,30 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono.",NA,Woofer,220V,NA
18, Parlante Bluetooth Bomb 40w Luces Led Potenciado Usb Radio ,3699,NA,4,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,15,https://perfil.mercadolibre.com.ar/IGFSTORE,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=4Dd2tZTbS%2BMcejy6NPxmhqANEfwRjI20j8RkIqc72zqk2WmjKDqJ27IUv%2BxxIdAhvOWvWrYWA9r%2F3mZx7FT62Ul8wBlJrC7lN8CWd9ehCeLGjSTUpeKHwT8Obv7%2Fzw4zJmWYi5%2F7yhqwScwAJIDdHMVs%2FFMiKZvCOG5Lcy1v2AsPNQDH7deUrb1q%2FhaJi%2F4NtpqemQktZBlOhN9Ignzzm4O3%2FvjRqrjFxTRtEInsTcF7kx84wDRWQb4ND6RVN%2BzNWy6dZ52pyN3CVd0ubu%2B6cgcAVu4N%2FVx9jVGAA2oDKI%2FVs91Bs3ZHswEMhjuImkTgtH23FSCa0S62jkqS%2BUtgMkJ3AyKfg0L%2BUzx6VQu8yqx%2Fsxec%2FxLlbWZ3UikheJKLdTeWncH7zTSQ8kNaaXN7RvIVB6sxfODjnUXir3E7Mk9iW8Cqh3mi3z%2F5p%2FoX99AtmQVAMBkE1ppWz6gNUzoiNoAwmADWNIxfAwRZaTqycTs%2BPVpGgBqpNGFupoI4fx6zQnNl%2FXqsq0dhbiqEHvxkBfFTBA2pluEg7cqHsW3CVR0Sb9mQlMyESVgYcp5gV1HRmYGrt5dvnM2Za%2B7L%2BNjluEcwHxiNjfUBUIUInaws38PdVdPyS7rwpAZ0RM7RstfFBy%2BYAe%2FcU2IheHaNI9PePxNBFZVXuN5JsWyhY5LeIguUKwz4Y5izkJxlcqc85Yy3RnVdasjbg1qKCQdMD5hbPjmqNEF4FyfgAJ1mxMjVFKw36QrdjA3oh2OMA2Z%2FvZgnz%2FMwdBSbZ8sKIyEkzw1l8uF9fup6%2B%2FHn9UfGBu9OTWqTXZAGneOLicyzSCQwdUMIBx31E9dgfOXPP0WgN%2F4CIUf1Dcpkn%2BPl2Udobns5ZofYu1hFmI1c9vtU1f7prdbpL%2BbPgQsRL6say9vvtgfGorSeJfG74DAltWurVrVanMevRaXTfgteCmP9fCk%2Ftc7WrqL1OdEs%2Fv6DPaCM6O12%2BNYXP8i5BzCFGVI2N1GGOcMqeVyxlsM9fjFvIQxqS1nT5dxTX6js%2BvW%2BivZN3HBI%2Bemc1mX3bq8L2fiKkA%2FRxiGe8pNUXHi%2Bma9fsv5THgFOz%2FIKgtRYTVyz1sF8Yxib7I2f2%2BEfjAKhXBcjq6azfAZcQ8yxxvDdnK291QtlELLBz0TjFkLi0OlzxsRqMncZ%2Fh54Gvv%2FUjcbt8yW8xbJXKYG%2BfulTLFm8u2IiuKQHQhR9JHDBEUxCpfEzlDa3J33MZLt%2Fj3HwCnfq9H9baRsmGLlvogRGpzvFvHHmhMcFL%2FWY4PugPnTBlN2PtCf9zMMNwDC57gQ%2BhhuXbXWo62GCJNkNVhySiRYoqYhOhemNP%2FxRNxdSwKT20bJBMiLO99GgvwfZhZcFFGaTJne5pq1Wzcoe1Bsbqs%2BtANgt22fHb%2FT%2BZCIqwX55bbJQRz0R5RX73V8WP7lS211scV3wHXnTdqbRmv7%2Fv8Aw9j%2BoeRK4%2B5W3FscBSu6T5%2B590hPyCqU%2B%2Fxd51%2FMu7SD1DsK0m9bQ%2Fbp8ekK2O4QSGhqrCJ%2BmiIVeGi%2F67F7egl%2FXBQd%2FvIMqko9nBb0UNz9hY6LsuurlSXSxNXDW1NmOkTrWewnfpimcCSFxP0kRHcgCnQOjVFGVTyQxa7XZvguUQ%3D%3D,14,1,0,0,0,#770531972,JBL,NA,Clip 3,3 W,Mini tweeter,interior y exterior,colgante,NA,NA,338 g,Mini tweeter,NA,NA
19, Parlante Portátil Bluetooth Karaoke Usb Fm Luces + 2 Mics ,1499,NA,940,962,12 cuotas,NA,NA,Retiro gratis en local del vendedor,NA,NA,4.6,82,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-648179703-parlante-karaoke-bluetooth-usb-luz-sd-microfono-_JM,58,17,5,1,1,#648179703,TECHNOLOGY LINE,NA,SBL10-KARAOKE-RED,10 W,Woofer,NA,Caja,NA,NA,NA,NA,NA,NA
20, Parlante Karaoke Bluetooth Usb + Luz + Sd + Microfono ,319,NA,314,7,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,5,5,https://perfil.mercadolibre.com.ar/UNIVERSALSHOPS,https://articulo.mercadolibre.com.ar/MLA-750048172-parlante-portatil-bluetooth-mini-hongo-manos-libre-usb-3w-_JM,5,0,0,0,0,#750048172,UNIVERTSAL,NA,Portatil,12 W,Bluetooth,Cualquier Superficie,Honguito,No aplica,NA,NA,Bluetooth,DC5V23:51,NA
21, Parlante Portatil Bluetooth Mini Hongo Manos Libre Usb 3w ,5999,NA,648,472,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,63,https://perfil.mercadolibre.com.ar/BLUEWAYBLUE,https://articulo.mercadolibre.com.ar/MLA-680688727-parlante-portatil-radio-usb-bluetooth-potencia-4000w-karaoke-_JM,37,20,3,0,3,#680688727,Winco,Bateria Portatil,24/7,80 W,Portátil,Central,Vertical,MP3,NA,NA,Subwoofer,220V,NA
22, Parlante Portatil Radio Usb Bluetooth Potencia 4000w Karaoke ,3999,5990,1708,951,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,541,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-739077845-parlante-grande-12-pulgada-karaoke-bluetooth-led-fiesta-mic-_JM,358,134,30,10,9,#739077845,Otras Marcas,T - 12 Pulgadas,T152,NA,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Mic x2.",NA,Woofer,220,NA
23, Parlante Grande 12 Pulgada Karaoke Bluetooth Led Fiesta +mic ,2149,NA,394,895,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,761,https://perfil.mercadolibre.com.ar/LMS-TIENDAVIRTUAL,https://articulo.mercadolibre.com.ar/MLA-732396927-parlante-jbl-go-2-original-100-nuevo-modelo-garantia-_JM,633,118,9,0,1,#732396927,JBL,NA,GO 2,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA
24, Parlante Jbl Go 2 Original 100% Nuevo Modelo Garantía ,217,NA,334,9665,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,6,https://perfil.mercadolibre.com.ar/SMART-CLICK,https://articulo.mercadolibre.com.ar/MLA-789005543-parlante-bluetooth-recargable-ducha-anti-agua-con-microsd-5w-_JM,5,1,0,0,0,#789005543,MIYOSHI,NA,Modelo C6,5 W,Tweeter,"Ducha, De pared, De techo",Redondo,2.1,NA,152 g,Tweeter,NA,NA
25, Parlante Bluetooth Recargable Ducha Anti Agua Con Microsd 5w ,4084,4299,525,10,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,70,https://perfil.mercadolibre.com.ar/AJAXGOLD,https://articulo.mercadolibre.com.ar/MLA-736517503-parlante-karaoke-12-portatil-bluetooth-microfono-luces-led-_JM,58,10,2,0,0,#736517503,Overtech,Shuffle,12 pulgadas,40 W,Woofer,Espacios Abiertos o Cerrados,Caja,NA,NA,NA,Portatil,220V,NA
26, Parlante Karaoke 12 Portatil Bluetooth Microfono Luces Led ,1420,NA,1584,28,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,141,https://perfil.mercadolibre.com.ar/ELECTROCENTER1,https://articulo.mercadolibre.com.ar/MLA-690848682-parlante-105-usb-sd-mp3-bluetooth-radio-fm-luces-microfono-_JM,90,37,11,2,1,#690848682,MS,NA,265 266 267,10 W,Activo,De piso,Columna,1,"Entrada para Micrófono, Auxiliar",NA,NA,USB 5V,NA
27, Parlante 105 Usb Sd Mp3 Bluetooth Radio Fm Luces + Microfono ,2290,2990,221,952,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,21,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-761476874-parlante-bluetooth-portatil-karaoke-usbcontrol-microfono-_JM,9,8,3,1,0,#761476874,Otras Marcas,SP,SP-KJA16E,500 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono",NA,Woofer,220,NA
28, Parlante Bluetooth Portátil Karaoke Usb control + Micrófono ,2299,3549,264,9917,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,14,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,https://articulo.mercadolibre.com.ar/MLA-660351771-parlante-portatil-bluetooth-gadnic-karaoke-trolley-luces-_JM,10,1,1,1,1,#660351771,Gadnic,NA,XBS10,2200 W,"Karaoke, Bluetooth, Fiesta, Luces","Eventos, Cumpleaños, Casas, Departamentos",Trolley,NA,Entrada para Micrófono,NA,Karaoke,NA,NA
29, Parlante Portatil Bluetooth Gadnic Karaoke Trolley Luces ,1339,NA,129,9,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,5,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-698611319-parlante-bluetooth-usb-mcsd-microfono-ccable-full-_JM,4,1,0,0,0,#698611319,Global Electronics,NA,SBL10,NA,Woofer,NA,NA,NA,NA,NA,NA,NA,NA
30, Parlante Bluetooth Usb Mcsd Microfono C/cable Full! ,1190,1590,1292,953,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,160,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-739078010-parlante-portatil-bluetooth-fm-usb-celu-compu-control-remoto-_JM,105,35,12,5,3,#739078010,Otras Marcas,ALIV,ALIV-07,10 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX",NA,Woofer,usb,NA
31, Parlante Portátil Bluetooth Fm Usb Celu Compu Control Remoto ,3199,5950,178,578,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,15,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,https://articulo.mercadolibre.com.ar/MLA-784926490-parlante-portatil-bluetooth-gadnic-mic-bateria-recargable-_JM,10,4,0,1,0,#784926490,Gadnic,NA,XBS11,2500 W,"Parlante Karaoke, Parlante Bluetooth, Parlante Inalambrico, Parlante Portatil","Evento, Fiesta, Boliche, Casa, departamentos",Trolley,NA,Entrada para Micrófono,NA,Karaokee,NA,NA
32, Parlante Portatil Bluetooth Gadnic + Mic Bateria Recargable ,1999,2399,162,23,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,8,https://perfil.mercadolibre.com.ar/CASA-DEL-SONIDO,https://articulo.mercadolibre.com.ar/MLA-719254899-parlante-bluetooth-proline-pr70-p-550w-mp3-usb-bluetooth-sd-_JM,5,2,1,0,0,#719254899,Proline,Hogar,PR70-P,9 W,NA,interior,Caja,NA,Auxiliar,NA,NA,220,NA
33, Parlante Bluetooth Proline Pr70-p 550w Mp3 Usb Bluetooth Sd ,5650,NA,327,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1875,https://perfil.mercadolibre.com.ar/TECNOPARAVOS,https://articulo.mercadolibre.com.ar/MLA-661330596-parlante-bluetooth-jbl-flip-4-iphone-android-100-original--_JM,1597,238,29,6,5,#661330596,JBL,Flip Series 4,Flip 4,16 W,Portátil,NA,NA,NA,NA,515 g,Portatil,NA,NA
34, Parlante Bluetooth Jbl Flip 4 iPhone Android 100% Original ! ,2698,NA,137,14,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,308,https://perfil.mercadolibre.com.ar/ROITZSA,https://articulo.mercadolibre.com.ar/MLA-751396224-parlantes-bluetooth-thonet-and-vander-frei-ideal-celulares-_JM,190,83,25,6,4,#751396224,Thonet & Vander,NA,Frei,16 W,Portable,Transportable,Caja,1.0,NA,NA,Activo,5V,NA
