search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Tipos de filtros del parlante,Conectores de entrada
44, Parlante Kronne Loudbox Bluetooth Portable (negro) ,69.99,99.990,8,5,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REIFSTORE?brandId=265,https://articulo.mercadolibre.cl/MLC-452999520-parlante-kronne-loudbox-bluetooth-portable-negro-_JM,NA,NA,NA,NA,NA,#452999520,NA,NA,NA,NA,NA,NA
45, Parlante Bulldog Frances Bluetooth - Altavoz Alta Definicion ,12.99,NA,55,8,12,1.082,NA,Envío a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/USA--IMPORTADORA,https://articulo.mercadolibre.cl/MLC-468576844-parlante-bulldog-frances-bluetooth-altavoz-alta-definicion-_JM,3,0,0,0,0,#468576844,NA,NA,NA,0.46 kg,NA,NA
46, Parlante Bluetooth Soundcore 2 Select Anker ,49.99,NA,320,6,6,8.332,NA,Envío gratis a todo el país,NA,NA,4.9,56,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-455898956-parlante-bluetooth-soundcore-2-select-anker-_JM,51,4,1,0,0,#455898956,Anker,NA,NA,360 g,NA,Auxiliar
47, Parlante Bluetooth Charge Mini Ii Excelente Sonido Nuevo ,12.99,NA,50,3,12,1.082,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/KIOSKOFAST.COM,https://articulo.mercadolibre.cl/MLC-467242477-parlante-bluetooth-charge-mini-ii-excelente-sonido-nuevo-_JM,1,0,0,0,0,#467242477,JBL,NA,NA,NA,NA,NA
48, Parlante Karaoke Bluetooth Master G Spb8b ,32.99,39.990,97,8,6,5.498,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472376585-parlante-karaoke-bluetooth-master-g-spb8b-_JM,1,0,0,0,0,#472376585,Master-G,SPB8B,20 W,3 kg,NA,Auxiliar
49, Pack De 10 Parlantes Bluetooth Impermeable Ducha Agua ,29.99,NA,140,705,6,4.998,NA,Envío gratis a todo el país,NA,NA,4.4,5,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-440782353-pack-de-10-parlantes-bluetooth-impermeable-ducha-agua-_JM,4,0,0,1,0,#440782353,NA,NA,NA,NA,NA,NA
50, Sony Cine En Casa De 5.1 Con Barra De Sonido Ht-rt40 ,179.99,199.990,78,2,6,29.998,NA,Envío gratis a todo el país,NA,NA,5,6,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-451946473-sony-cine-en-casa-de-51-con-barra-de-sonido-ht-rt40-_JM,6,0,0,0,0,#451946473,Sony,HT-RT40,NA,NA,NA,NA
51, Parlante Portátil Yamaha Wx-021 Bluetooth ,229.99,NA,1,5,6,38.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=393,https://articulo.mercadolibre.cl/MLC-478663763-parlante-portatil-yamaha-wx-021-bluetooth-_JM,NA,NA,NA,NA,NA,#478663763,Yamaha,WX-021,40 W,3 kg,Activo,NA
52, Logitech Parlante Z607 5.1 Bluetooth Sistema Sonido Sorround ,89.99,109.990,15,1,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=85,https://articulo.mercadolibre.cl/MLC-484762004-logitech-parlante-z607-51-bluetooth-sistema-sonido-sorround-_JM,NA,NA,NA,NA,NA,#484762004,NA,NA,NA,NA,NA,NA
53, Lampara Luna Y Parlante Bluetooth 15cm 2 Colores Recargable ,13.99,24.990,456,54,6,2.332,NA,Envío a todo el país,NA,NA,4.7,35,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-463306191-lampara-luna-y-parlante-bluetooth-15cm-2-colores-recargable-_JM,28,5,0,1,1,#463306191,Importado,Lampara Luna,NA,NA,NA,NA
54, Parlante Bluetooth Portatil Excelente Sonido Usb Mini ,9.99,NA,19,96,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MULTISHOPVIRTUAL23,https://articulo.mercadolibre.cl/MLC-492465137-parlante-bluetooth-portatil-excelente-sonido-usb-mini-_JM,NA,NA,NA,NA,NA,#492465137,charge,mini,3 W,130 g,Activo,NA
55, Parlante Jbl Flip 4 Bluetooth Portail Waterproof Garantia Mc ,59.99,74.990,21,2,6,9.998,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-481529996-parlante-jbl-flip-4-bluetooth-portail-waterproof-garantia-mc-_JM,70,11,2,1,1,#481529996,JBL,Flip 4,16 W,NA,Activo,NA
56, Combo Columnas German Ak. Más Receiver Sherwood Rx-4508 12c ,279.9,NA,1,1,12,23.325,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESPACIOMUSICAL-HF,https://articulo.mercadolibre.cl/MLC-495669870-combo-columnas-german-ak-mas-receiver-sherwood-rx-4508-12c-_JM,NA,NA,NA,NA,NA,#495669870,NA,NA,NA,NA,NA,NA
57," Parlante Inalambrico Kolke Pop De 30w, Conexión Usb, Lector ",21.98,39.990,16,NA,12,1.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-484751051-parlante-inalambrico-kolke-pop-de-30w-conexion-usb-lector-_JM,NA,NA,NA,NA,NA,#484751051,Kolke,"Parlante Inalambrico Kolke Pop De 30W, Conexión Usb, Lector De Tarjetas Sd Y Micrófono.",30 W,NA,NA,NA
58, Parlante Portátil Bluetooth Bose Soundlink Revolve+ ,299.99,NA,13,6,6,49.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472174702-parlante-portatil-bluetooth-bose-soundlink-revolve-_JM,1,0,0,0,0,#472174702,Bose,Revolve+,NA,NA,NA,Auxiliar
59, Pak 5 Parlante Bluetooth Ducha Manos Libres Impermeable ,19.99,NA,10,2,12,1.666,NA,Envío gratis a todo el país,NA,NA,1,1,https://perfil.mercadolibre.cl/MIAMISTORE2014,https://articulo.mercadolibre.cl/MLC-436672266-pak-5-parlante-bluetooth-ducha-manos-libres-impermeable-_JM,0,0,0,0,1,#436672266,NA,NA,NA,NA,NA,NA
60, Parlante Jbl Go 2 Bluetooth Portatil Colores Mrclick ,21.99,28.990,32,10,6,3.665,NA,Envío gratis a todo el país,NA,NA,4.8,45,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-477584772-parlante-jbl-go-2-bluetooth-portatil-colores-mrclick-_JM,38,6,0,1,0,#477584772,JBL,GO 2,3 W,184 g,Activo,NA
61, Amplificador 80w Karaoke Bt Fm Line In Mp3 Sd Fujitel ,33.2,36.990,12,71,6,5.533,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-485443619-amplificador-80w-karaoke-bt-fm-line-in-mp3-sd-fujitel-_JM,NA,NA,NA,NA,NA,#485443619,NA,NA,80 W,NA,NA,NA
62, Pack Parlante Bluetooth Usb Aux + Pendrive 32gb | Maxtech ,29.99,NA,14,4,12,2.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MAXTECHCHILELTDA,https://articulo.mercadolibre.cl/MLC-436376888-pack-parlante-bluetooth-usb-aux-pendrive-32gb-maxtech-_JM,NA,NA,NA,NA,NA,#436376888,NA,NA,NA,NA,NA,NA
63, Parlante Bluetooth Soundbar Living Room / Mundo Electro ,69.99,NA,9,1,12,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-471703723-parlante-bluetooth-soundbar-living-room-mundo-electro-_JM,NA,NA,NA,NA,NA,#471703723,Microlab,Soundbar Living,80 W,NA,NA,"RCA, AUX entrada audio 3.5mm"
64, Ampolleta Led Con Parlante Bluetooth Rgb Colores ,3.79,NA,104,427,12,316,NA,Envío a todo el país,NA,NA,3.3,3,https://perfil.mercadolibre.cl/KING.STORE.CHILE,https://articulo.mercadolibre.cl/MLC-478598257-ampolleta-led-con-parlante-bluetooth-rgb-colores-_JM,1,1,0,0,1,#478598257,NA,NA,NA,NA,NA,NA
65, Pack 10 Ampolleta Led Con Parlante Bluetooth Rgb Colores ,35.99,NA,28,66,12,2.999,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/KING.STORE.CHILE,https://articulo.mercadolibre.cl/MLC-478598433-pack-10-ampolleta-led-con-parlante-bluetooth-rgb-colores-_JM,1,0,0,0,0,#478598433,NA,NA,NA,NA,NA,NA
66, Parlante Skybeat Karaoke Bluetooth Portatil + Microfono ,17.99,NA,35,8,12,1.499,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/GAMETOTALIMPACT,https://articulo.mercadolibre.cl/MLC-471317973-parlante-skybeat-karaoke-bluetooth-portatil-microfono-_JM,2,0,0,0,0,#471317973,NA,NA,NA,2.2 kg,NA,NA
67," Oferta Parlante Jbl Mod Eon 615, Garantia / Abregoaudio ",339,NA,7,6,6,56.500,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/ABREGOAUDIOSPA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=5B8UwG0%2B%2FOxmg873W%2BBY7MYqpRAEjD8FO%2B0JKI0r5ArphxtXQUFDO6GG69m6y1b4xp55gngxYHeEZc%2FZNGf768O1g156Zq8nh1CctlXcJDOavc1diJ2xRj48rUJbccvCbltogIc9C0veQu%2B9lF9jh5e68wr9cpIF%2BTvSd1a9xay4WIdGsOpIFn6aYpw%2BoJ2u0N5MSC7ntiB8s7L%2FmYOh1MJp7VeFGV%2BMVvNrXBLWrxyUXCNrNE8p5UEDMLWOJSbCl1shr0KQtpHXJUe0PLtTfthdnuyFQkn%2BUMZxd6xQldFXLxAwE316XqK5HS8CzSnL%2FHQsB%2FUuC1%2FMD%2FPlcFSPgmqrK%2FwAVWoHiTzw0jfU6NNNKZavvzVtYAEKPGzq0kqCUHToLNqkEGwpw67FP4oKuG%2F4BaL6HZGe5heEYIePe66HJf9qV8P4W%2FkOlll%2BGUSX8chB7nVx%2BhZqcmxVqDhyYlr2KoKHhNEtm4xRrpW3F2Qn0zXCWwaUYEbfsOuFxt3QOsXrp4Npz0CajwqbHvOhFhbQL7el2gmP0oXBVeKUi4NV2yY70dSgxqv%2BghJsEgxYRYG%2BDr0SuF5QvLSpBsACcZApTPQuIUxKTwDiStp0iy%2Fq3ysY1iBbMbaPU31UWRKLLPA36X6y2l%2FfGLq1HW%2B83L7R5feGi%2BB%2BdWLAmvTmPspeKT7BDxd5qSQxSjEN58ZesZoR6tOAmGTsiaywNUFZEgaPxz5vgccd6My8RdzLY6QnihAnTTIbS1qHQvB0K8USB76Aw%2BIi2iMh8CIfXo%2BtEcvFbQ%2BydD0%2FPSEh2tUqaxPcXRC1i52c8rtZMmzhZiKlDspA5cKj%2BiWApqKLPLdfjyj7gCqbcZXVr8kdtFSJ3QwdfeIIEig%2BlYfzP8biUino5HqxLIA%2BNfBQDgZU3D2sE%2BdWudga6OIMIUIe6dRenc5olrjOx3pqVmz%2FC31yCjaQwFYK8jIKo5qryZy0hTNTz8MNNFKeyKcSEjqzsewvH%2F7CjwMwqQ%2FCzeKfPlFiZzqV91q8pxpfR%2B189mdLCOjoXo7Ujbb9hjSUyT2cKiUbhj3io754wL1P7jhowBCcqT0r0QgamqnunKQKsZPF5Rmo1qEyjX2GMax0Cbc65sz1JxZocbjcn48104D1h0tpmsZSBgcib7Bk%2F3fVXgQ1F0zx729NK6BbIwbsjq3Bf6BTwg3LHJUZu5fLbFu3qNCfjUJ81hKFyqptjh4Au0sYk6LViHGWU%2B3ZHXpqgs9vYLXIxosXEgnWEirtNmWTYPRY%2B8Pin%2FllqUsUtw9HCw9nvNlGcYo7xRwI5Cd3tfrkSRjDln8AZV8bGUdc7URD0TUQIhOkxmaso4n6WAnj7Sph8mwaRqAJHd8IeDQLQI7NNkbtbVjcfNlQQlOUs7jZZ94ZPl3p1tooFGBAHJXS6ZY7wnMIupNYx%2B3gWOel84FAutKtSKONik0mCCQmT6rOCesYJLx%2FUMOzsEWXPX%2BI%2BTxH3wQzNzEtRKxsEmVyYA1m%2B%2Fu1WwAO4KwpVLxpkntxFor0QvwrpSOZwP2JHqPcmERvT%2FK3NSP4POI%2BM6Jv%2FiXsFsshlxvLmETXKPvcypNrVJ4zj4p2Wc66ZA%3D%3D,3,0,0,0,0,#451406024,JBL,EON615,NA,NA,NA,NA
68, Parlante Lampara Bluetooth Cambia Luz Al Tacto ,9.99,NA,324,88,12,832,NA,Envío a todo el país,NA,NA,4.7,9,https://perfil.mercadolibre.cl/LAOCASIONSTORE,https://articulo.mercadolibre.cl/MLC-445335223-parlante-lampara-bluetooth-cambia-luz-al-tacto-_JM,7,1,1,0,0,#445335223,NA,NA,NA,NA,NA,Auxiliar
69, Sony Parlante Bluetooth Inalámbrico Portatil Xb10 Amarillo ,32.99,NA,122,9,6,5.498,NA,Envío gratis a todo el país,NA,NA,4.7,7,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-448165812-sony-parlante-bluetooth-inalambrico-portatil-xb10-amarillo-_JM,5,2,0,0,0,#448165812,Sony,NA,NA,260 g,NA,NA
70, Parlante Speaker Bluetooth Soundcore Anker ,39.99,NA,573,8,12,3.332,NA,Envío gratis a todo el país,NA,NA,4.9,64,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-444708073-parlante-speaker-bluetooth-soundcore-anker-_JM,58,4,2,0,0,#444708073,Anker,NA,NA,360 g,NA,Auxiliar
71, Parlante Karaoke Bluetooth Fiddler 50w Micrófono Inalámbrico ,59.99,99.900,22,10,6,9.998,NA,Envío gratis a todo el país,NA,NA,4.3,3,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=chjrExkK%2BZEcO6oiVm2HRWpJKhzGTbxZduRBXB2%2FuPwpY70qaGWX1NKT%2BqRPKXD0IkQOHe4zA7Aw%2Fg5DLL1X19sslNRRWVdDkjN8RopfNTw2Chc77GXYTavct8uKerwTw8j1qxMPCz%2BAV2TptQuA35zWAVtKODXZmFKcal116aeHl03%2B1vmpPrE1dvwPuE5G5MAURfeldGi%2ByH6xNUnktFdhrwRldCeD4VMqcceZl0N0xAvDVw%2BczphYtOvRsVvry5z76D%2FNcdvErLd17NN7wLgHXmlSB2ApS1HyItvuxJbP7tPF6HwLZhakY%2FLOeUS8tkXT7v9Kf4BGw1LOkFA4gv%2BUgFaZ0JFUO5fCWSBr1ji2OAY6UCYluHIXt1Or1LGOdBl9rmiVzqnsEDoUVcUNHgbMPgFal%2BkkTFzanUHbQzujGkjv%2FUZlnsYrXVwhuF2TSGZGqiizvN6FekPvpQQDujaaszMgnbroMH3jYqPyohm5ud7%2BLMlHEv9NAUX7k0WxrhAFlNCCQsu4GFJdCGYL3GYwEnEFNjJ7bbinCI0VBSq1zAFdw4elWVn%2FaHhnJdybcgVz826VfA0So5XA0D%2BkZyCjARn7hvKDcobQ4HUhwa7XD2T%2B4VQnYgFLFmbUMe1HuALQ4P61uMUeszyhgyHo3UPKi3bKcE656J0pBqBx0dZhlbVNeGVdwVymiV2K510tDHD2nhigJsuiUAR3lWMxFT%2Fk7KuRNqUwZQXbu9sV9MQApjT5jcYMtMR0th10tw3SHrgGcVvCo5gfQ0RanpSKX34iwYo%2BJiKZO36SZDcE97DEprP6GWyjqIadk0xKuxKfajpiyTHZYyZ%2FYKj5zKoR3Z0Kif0P8iSw0FbQwrVf5PjXgEjM14fj47AMrn%2Bsx9MVK1tEt7%2BydPEjACrFGSv%2FdyrP5rQAOEhsrb5wYtDQI4NCkU7YvrbVIrCAn%2BCu5%2BWx0Gp7s%2FY2S3e0%2Bo0pM1BiwXAOYPj%2B223BUEjuAkf3fnAwJ5M9WRzLu7XGjW3ajFGGscRFhBUZupB5J8%2B78SG0%2Fc0KsbYrGWfxspA%2FGww6KUF%2BwQQ51EZZ6c%2BOExl7bshlF%2FnweGnh6g8CIG7Dnyl%2Fh2hNutu0rbwJ3wavMhgjIrgCDavR2iVk08ggC1Bz3ciG0CC%2BYxbXIKPhdHR6%2BhZRYPRBmM8y1x7uRlC4QgxDPrj4orzeORpT3g%2F6Hdx5fjLLgS7BaLj%2BMkGfBOoOLqeXkxdVYlWVDxR1MGW1NUMegDaX2bB9nb2sDGmuMFnEorGP6Lvg6%2FVXZA24rht2EFLDDIQZNXxW1a%2BNszDxM9m6Zv1fH%2FTEWzDtCDS%2FkeN5HKIricS2p%2Bkoc9fUQ5DUJoVJ3IE%2BDW6YXmVU9XqxkxxUOJoF%2BZOv0UpcbogxClMXiDzgvW6%2BeEOJ0Qy80zXjC3Ynf7FHA7CsgGP6MjbLjo8vfPNPiQACysj9%2FTOMRmbtzejLwWnVj0UlKS6qVKNDnJW3As97t1BRHNA66YrJN%2FgJWWA6G42dusCn9ZOVBXEA81%2B0T63DekV7iV39YvoXxdCpjpt53QDPzvdtav%2Flor%2FixDn3Ozvy7lpQXLJyg%2BlXXvAR9FTlYEk1fqv7tdiR,2,0,1,0,0,#461986067,Fiddler,FD-13805,NA,NA,NA,NA
72, Pack 3 Ampolleta Led Con Parlante Bluetooth Rgb Colores ,10.99,NA,20,87,12,916,NA,Envío a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/KING.STORE.CHILE,https://articulo.mercadolibre.cl/MLC-478598372-pack-3-ampolleta-led-con-parlante-bluetooth-rgb-colores-_JM,1,1,0,0,0,#478598372,NA,NA,NA,NA,NA,NA
73, Parlante Altavoz Bluetooth Logitech X50 Negro Gris Proglobal ,7.99,NA,31,10,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-460157439-parlante-altavoz-bluetooth-logitech-x50-negro-gris-proglobal-_JM,NA,NA,NA,NA,NA,#460157439,Logitech,X50,NA,0.14 kg,NA,NA
74, Caja Activa + Caja Pasiva Powerstage 215 - Probass - 101db ,194.99,229.990,61,3,6,32.498,NA,Envío gratis a todo el país,NA,NA,5,11,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-441044120-caja-activa-caja-pasiva-powerstage-215-probass-101db-_JM,11,0,0,0,0,#441044120,Pro Bass,NA,NA,NA,NA,NA
75, Jbl Flip 4 Gris Parlante Portátil Bluetooth Inalámbrico ,59.99,79.990,11,3,6,9.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-492270992-jbl-flip-4-gris-parlante-portatil-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#492270992,NA,NA,NA,NA,NA,NA
76, Mini Parlante Bluetooth Usb Sd Con Luces Led ,2.99,3.890,86,14,12,249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-455515264-mini-parlante-bluetooth-usb-sd-con-luces-led-_JM,NA,NA,NA,NA,NA,#455515264,NA,NA,NA,NA,NA,NA
77, Pack 5 Parlante Bluetooth Ducha / C & S Market ,18.99,NA,167,28,12,1.582,NA,Envío a todo el país,NA,NA,4.8,13,https://perfil.mercadolibre.cl/MUNDODESCUENTOS,https://articulo.mercadolibre.cl/MLC-452242941-pack-5-parlante-bluetooth-ducha-c-s-market-_JM,11,2,0,0,0,#452242941,NA,NA,NA,NA,NA,NA
78, Sistema De Sonido Soundbar Para Tv Bose Solo 5 + Soporte ,199.99,NA,7,3,6,33.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472272756-sistema-de-sonido-soundbar-para-tv-bose-solo-5-soporte-_JM,NA,NA,NA,NA,NA,#472272756,Bose,SOLO5,NA,NA,Activo,NA
79, Parlante Bluetooth Microlab Mini Zukabass / Mundo Electro ,17.99,NA,130,4,12,1.499,NA,Envío a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-461850474-parlante-bluetooth-microlab-mini-zukabass-mundo-electro-_JM,4,0,0,0,0,#461850474,NA,NA,NA,NA,NA,NA
80, Parlantes Amplificados Portable Proco 210 Bluetooth + Atril ,219.99,NA,53,47,12,18.332,NA,Envío gratis a todo el país,NA,NA,4.8,6,https://perfil.mercadolibre.cl/STADIOCHILE,https://articulo.mercadolibre.cl/MLC-452902179-parlantes-amplificados-portable-proco-210-bluetooth-atril-_JM,5,1,0,0,0,#452902179,NA,NA,NA,NA,NA,NA
81, Parlante Speaker Bluetooth Soundcore Rojo Anker ,23.99,39.990,88,5,6,3.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-475464921-parlante-speaker-bluetooth-soundcore-rojo-anker-_JM,1,0,0,0,0,#475464921,Anker,NA,NA,360 g,NA,Auxiliar
82, Parlante Bluetooth Elon - K / Multielectro ,7.99,NA,3,2,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+MULTIELECTRO,https://articulo.mercadolibre.cl/MLC-466746644-parlante-bluetooth-elon-k-multielectro-_JM,NA,NA,NA,NA,NA,#466746644,NA,NA,NA,NA,NA,NA
83, Parlante Line Array Bluetooth Master G Pro210 ,149.99,169.990,14,8,6,24.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472465571-parlante-line-array-bluetooth-master-g-pro210-_JM,NA,NA,NA,NA,NA,#472465571,Master-G,Pro 210,450 W,31.5 kg,Activo,Auxiliar
84, Parlante Bluetooth Jbl Charge 4 Negro Sumergible ,129.99,189.990,7,3,6,21.665,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL,https://articulo.mercadolibre.cl/MLC-475672245-parlante-bluetooth-jbl-charge-4-negro-sumergible-_JM,2,0,0,0,0,#475672245,JBL,Charge 4,30 W,NA,Activo,NA
85, Parlante Bluetooth Zukabass 4 Microlab / Mundo Electro ,11.99,17.990,68,18,12,999,NA,Envío a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-461820130-parlante-bluetooth-zukabass-4-microlab-mundo-electro-_JM,2,1,0,0,0,#461820130,Microlab,Zukabass 4,NA,NA,NA,Auxiliar
86, Parlante Bluetooth Master G Soundbar ,14.99,NA,3,NA,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472470525-parlante-bluetooth-master-g-soundbar-_JM,NA,NA,NA,NA,NA,#472470525,Master-G,NA,NA,NA,NA,NA
87, Parlante Ue Wonderboom Phantom Bt Waterproof Ultimate Ears ,39.99,59.990,13,4,6,6.665,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=471,https://articulo.mercadolibre.cl/MLC-475435843-parlante-ue-wonderboom-phantom-bt-waterproof-ultimate-ears-_JM,2,0,0,0,0,#475435843,Logitech,UE Wonderboom Phantom,NA,NA,No aplica,NA
