country,seller_name,link,time_operating,units_of_time_operating,amt_sold,leader_status,top_descriptor1,top_descriptor2,num_reviews,num_neg_reviews,num_neutral_reviews,num_pos_reviews,location,timeframe_of_amt_sold,units_timeframe_of_amt_sold
ARG,Gadnic Tienda oficial,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,15,1,27457,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,7887,116,119,7652,"San Nicolás, Microcentro, Capital Federal.",4,2
ARG,TPSHOP_BAIRES,https://perfil.mercadolibre.com.ar/TPSHOP_BAIRES,2,1,6118,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1222,30,29,1163,"Núñez, Capital Federal.",4,2
ARG,READYGOWEB,https://perfil.mercadolibre.com.ar/READYGOWEB,5,1,2860,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,684,13,23,648,"San Isidro, Buenos Aires.",4,2
ARG,SYSIMPORTACIONESS,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,1,1,2639,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,569,3,7,559,"Ramos Mejía, Buenos Aires.",4,2
ARG,TECHTOPERFECTION,https://perfil.mercadolibre.com.ar/TECHTOPERFECTION,3,1,20130,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,4274,45,99,4130,"Belgrano, Capital Federal.",4,2
ARG,QUIEROESO YA,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,1,1,9914,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,2411,64,76,2271,"Recoleta, Capital Federal.",4,2
ARG,01ENLINEA,https://perfil.mercadolibre.com.ar/01ENLINEA,18,1,24491,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,5396,98,145,5153,"Villa Del Parque, Capital Federal.",4,2
ARG,UNIVERSALSHOPS,https://perfil.mercadolibre.com.ar/UNIVERSALSHOPS,1,1,7589,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1580,70,67,1443,"Capital Federal, Capital Federal.",4,2
ARG,JAZAKSHOP.COM,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,2,1,6808,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1466,0,16,1450,"Chacarita, Capital Federal.",4,2
ARG,TIENDASHOPEALOML,https://perfil.mercadolibre.com.ar/TIENDASHOPEALOML,2,1,6655,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,1417,15,23,1379,"Morón, Buenos Aires.",4,2
ARG,MWPRODUCTSARGENTINA,https://perfil.mercadolibre.com.ar/MWPRODUCTSARGENTINA,9,1,1703,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,376,5,14,357,"Once, Capital Federal.",4,2
ARG,DALECLÍCK,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,4,1,37848,MercadoLíder Platinum¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,8853,108,91,8654,"Puerto Madero, Capital Federal.",4,2
ARG,TOPTEK_,https://perfil.mercadolibre.com.ar/TOPTEK_,4,1,880,MercadoLíder Gold¡Es uno de los mejores del sitio!,Brinda buena atención,Despacha sus productos a tiempo,184,7,3,174,"Garin (Tortugas), Buenos Aires.",4,2
