search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Conectores de entrada
1, Parlante Bluetooth A Prueba De Agua 3w Rms Ideal Ducha Loi ,179,249,96,999,18 cuotas,9.94,NA,Envío a todo el país,NA,NA,4.3,8,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463417487-parlante-bluetooth-a-prueba-de-agua-3w-rms-ideal-ducha-loi-_JM,3,4,1,0,0,#463417487,3 W,NA,NA,NA,NA,NA
2, Parlantes 2.1 Tower 5 Energy Sistem Bluetooth Aux Usb Sd Amv ,155,NA,193,10,18 cuotas,302.34,NA,Envío a todo el país,NA,NA,4.8,19,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-452289064-parlantes-21-tower-5-energy-sistem-bluetooth-aux-usb-sd-amv-_JM,15,4,0,0,0,#452289064,NA,Energy Sistem,NA,NA,NA,NA
3, Parlante Bluetooth Jbl Go 2 Portátil Potencia Calidad Febo ,1248,NA,1563,98436,18 cuotas,69.33,NA,Envío a todo el país,NA,NA,4.8,217,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-446600412-parlante-bluetooth-jbl-go-2-portatil-potencia-calidad-febo-_JM,183,29,2,2,0,#446600412,3 W,JBL,GO 2,Activo,184 g,NA
4, Parlante Mini Bluetooth Portatil Craquelado Ahorro Y Compras ,190,NA,52,149,18 cuotas,10.56,NA,Envío a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.uy/JESDEN+SA,https://articulo.mercadolibre.com.uy/MLU-451362894-parlante-mini-bluetooth-portatil-craquelado-ahorro-y-compras-_JM,0,1,0,0,0,#451362894,NA,NA,NA,NA,NA,NA
5, Parlante Jbl Flip 4 Bluetooth Portátil Gtia 1 Año Solo Febo ,3725,4350,975,99024,18 cuotas,206.94,NA,Envío a todo el país,NA,NA,4.8,209,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-446600381-parlante-jbl-flip-4-bluetooth-portatil-gtia-1-ano-solo-febo-_JM,176,26,4,1,1,#446600381,16 W,JBL,Flip 4,Activo,515 g,NA
6, Parlante Bluetooth Jbl Boombox Potencia Calidad Febo ,24950,NA,14,99985,18 cuotas,1.386.11,NA,Envío a todo el país,NA,NA,4.3,3,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-450750864-parlante-bluetooth-jbl-boombox-potencia-calidad-febo-_JM,2,0,1,0,0,#450750864,NA,NA,NA,NA,NA,NA
7, Parlante Portátil Bluetooth 3w Luces Led Usb Microsd Aux Loi ,197,NA,43,999,18 cuotas,10.94,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462659823-parlante-portatil-bluetooth-3w-luces-led-usb-microsd-aux-loi-_JM,2,0,0,0,0,#462659823,3 W,NA,NA,NA,NA,NA
8, Parlante Jbl Flip 4 Bluetooth Potente Colores Oferta Loi ,3790,4999,174,897,18 cuotas,210.56,NA,Envío a todo el país,NA,NA,4.8,209,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-458480865-parlante-jbl-flip-4-bluetooth-potente-colores-oferta-loi-_JM,176,26,4,1,1,#458480865,16 W,JBL,Flip 4,Activo,NA,NA
9, Parlante Bluetooth Portátil Jbl Charge 4 Potencia Calidad ,6550,NA,96,99903,18 cuotas,363.89,NA,Envío a todo el país,NA,NA,4.8,45,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-452532629-parlante-bluetooth-portatil-jbl-charge-4-potencia-calidad-_JM,36,7,0,0,1,#452532629,30 W,JBL,Charge 4,Activo,NA,NA
10, Parlante Portátil Bluetooth Park Led Karaoke Batería Mic Loi ,39,42,65,2978,18 cuotas,76.07,NA,Envío a todo el país,NA,NA,4.6,7,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-456920787-parlante-portatil-bluetooth-park-led-karaoke-bateria-mic-loi-_JM,4,3,0,0,0,#456920787,NA,Kolke,NA,NA,NA,NA
11, Parlante Portable T&g Bluetooth 10w Rms Oferta Loi ,697,NA,41,999,18 cuotas,38.72,NA,Envío a todo el país,NA,NA,4,4,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462663421-parlante-portable-tg-bluetooth-10w-rms-oferta-loi-_JM,1,2,1,0,0,#462663421,10 W,NA,NA,NA,NA,NA
12, Parlante Jbl Charge 4 Bluetooth A Prueba De Agua Oferta Loi ,187,249,18,3988,18 cuotas,364.75,NA,Envío a todo el país,NA,NA,4.8,45,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463032205-parlante-jbl-charge-4-bluetooth-a-prueba-de-agua-oferta-loi-_JM,36,7,0,0,1,#463032205,30 W,JBL,Charge 4,Activo,NA,NA
13, Parlante Portátil Bluetooth Con Radio Fm ,650,NA,108,121,18 cuotas,36.11,NA,Envío a todo el país,NA,NA,4.6,8,http://perfil.mercadolibre.com.uy/MERCADOFULL82,https://articulo.mercadolibre.com.uy/MLU-455532602-parlante-portatil-bluetooth-con-radio-fm-_JM,5,3,0,0,0,#455532602,NA,NA,NA,NA,1 kg,NA
14, Parlante Barra De Sonido Bluetooth Tv Potente Calidad Smart® ,1379,NA,29,1771,18 cuotas,76.61,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=0Rvsy2r6LKFMZ7Ns5PqBb0xSGKyA2OS6hEG8nFcISPHnXZnnwIq%2Fu10j3EXoC%2BTvKdaIWlmSg%2BfqPn94kVSFeoAb6K92kBdpW0NJ7kWBNPGWf4PeqqPvJXA5kynqCTRjpC4KTAD6al2t8Np31o%2FPxpgGKPCCcp6xHq9Tj0DLcBsuuW0orSQBbXfXWuXBR4VhwMdzgcsWGzYLKlmeqQdKpW9s6fAtOufhSgIAqzWZTtH7tX3FD2c25dE7h%2BBhAhlj7fYiWM13DwwddTs1fT1IhY2jLLl5Q2D5OgsEqCvKipX8a5amF%2FZf24r7Wut%2Fnrx8zLyIAjosrYbx1X7bySJV%2Ff19kcdUWiG%2BwnNcwrZiDvvgJjXZFF2lrA6XN5gb6Z6NkIc6sNV2YYgaH4E5sB0EuZJK7ASQ3yz9Wn9w0yu9kiOql%2FpToG0aFHEfh6B8zeJ12hdPoUm%2FDjK7OqyJK7JG%2BjOec7nShFq%2BRE%2FkDQk%2BFqdgmmzgByyOivrvnEO%2BuwRlwsxu%2BbWYTQiFRDjx3u1HIeFwpFlg%2FiixhOId%2Fr2w3EJOo3sUvVjyzcpO3aaCJiqQgUma6TPgTI1pu1liSTY7YY5XhSEGp2aX9MedSsuTNgzEuh0HT4aOOfiSWyUVF%2BJ1LzE9%2BskXTAuCdgA8yaaZ8bWAg028z76DiGjNSDHRIgZTZ%2FnsHrQ4ejJOM6bE%2FTl42%2BsVnPGuh0pIVBtGE%2FgHbNYGOyiEzKTXQ5swncV6O%2BtelV0oGiXSQQygWA7MpHD8KTQs5%2Fg3%2F9Do3AGXypPI4nzOkYN6j1msowxuQZDFsLJ39eCLALFrrpEHsShRqILzbOO43os6mNzkFFQQxpVHA7tlWKoL87%2BgBrmWysJY4yaBh749vsZFFNIY3jCOxCsgZgFI05ctClI1R3t1pUfnEWCjFs%2FMchcp6xXaC0OGUj7CQTqsd2r%2FaJLsZFZK490n5NAnqkwJrMmEZ9Jil%2BpBdjV0aSSuBCkKSoPj7qWXj8wz3tmaDY7OXqXY6gA8OlW%2Bi3gUFJviJ4UlPBCDyNWsHTJ4LKYGAfhu4esYhQlyEFpM1TquvO0gRbOgNYK7NuTg8sPcWXzeBsQNEvOyQcbWv1gYiLhBe1vUpOsL5G8Bf2skix8gMdD8RRPsJEZSjg%2F%2FrjJYeVCuSsA3jL%2BPqUa6il3J3KEvp%2Bkb8onIV2lGl3FdTna01eRVzpcnSsAYPlPOK6aixSuaB1Ulmbp5DBq0G%2Frz7H%2BAR68xG1BgiJvEKj9HhUZRo3D3vv8aNJy5H5jQy3T0TbJ%2Fhy8M8GikYfZDEZgtmnZ1jFNomwoPKdmEQatPg12YqLb0FEwtUJ4vHtKLXQc2JZGPAWRQOIBWPOxTxoRudl2HIG1ZSA4wQp1KD8p8up4MGmdVKno5R2qw38YOoYV4JoUELGPUp3jM5bHfccM24v%2BuxaxJEDFx4X%2FUmkfu2LOpCzgV6H%2Fy5kIcULxpOzsj5yyPlGhug%2FuH9MD3lusFj%2Ftz8HZ435jTwhdGW3PplHaAvueThUF3nfDpfy0vTlxq0MeRowmDx7E5UHqOmup400ADBR1NW9Jlk4dkPUOE%2F%2BwT8ysYwon%2FR9lphoY%2Bunn%2FbeobXXgyk1Y9x62H%2B0DcNmDWHvdFmUSksEk24PoW7fsQSHEVSw6OZNxT4BFhGcO1eGhrgg%3D%3D,3,1,0,0,0,#455224414,NA,NA,NA,NA,NA,NA
15, Parlante Portatil Ledstar 6 Bluetooth Bateria Futuro21 Dimm ,1299,NA,23,97,18 cuotas,72.17,NA,Envío gratis a todo el país,NA,NA,2.3,3,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446606518-parlante-portatil-ledstar-6-bluetooth-bateria-futuro21-dimm-_JM,0,0,1,2,0,#446606518,NA,Bose,NA,NA,NA,NA
16, Parlante 8 Activo Luces Leds Bateria Portatil Dimm ,2299,NA,45,8,18 cuotas,127.72,NA,Envío a todo el país,NA,NA,4.3,8,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-447773265-parlante-8-activo-luces-leds-bateria-portatil-dimm-_JM,5,2,0,0,1,#447773265,NA,Xion,NA,NA,3.4 kg,NA
17, Parlante Bluetooth Jvc Portable 16w Rms Radio Fm En Loi ,57,71,18,2979,18 cuotas,111.18,NA,Envío a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463512740-parlante-bluetooth-jvc-portable-16w-rms-radio-fm-en-loi-_JM,0,1,0,0,0,#463512740,16 W,NA,NA,NA,NA,NA
18, Parlante Tipo Jbl Xtreme Bluetooth Portable Musica Waterpool ,1490,NA,64,936,18 cuotas,82.78,NA,Envío a todo el país,NA,NA,4,10,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=%2BUZGGrD3JoX%2BJxKW3T2tefdcNEks8G2DnkZENRWNSxi9jr3093EJ94vgIfvqAVXIV6OqP43E9QEc8RN5i7IzeOZB5Js0es3ZI8TYRshYXHm%2BZn28j7NgM%2FfvHGwu5qVlYEvT1EuNzot%2FaKItd%2FJoSwjFjKE6oXujuWFdST%2B%2FJtFkAKzzrmNo%2FtX%2FJgYiGUDtbco%2BeqQvWz8OKo1SNCYU490TYlIX%2BkOi0ttFWJdWsmmgZ1uOcRipyqkU3vdOmN6LqBwdTksRj2QEI%2FPDG6dAEPrdudRpOFFzoJwTg0iJDhX%2FuIWD89WEsYf%2B7HeRTPG8i0mxyPvdBukhgRloYyU4%2BLm9yT9qWId6IRL9D5xoQaR77IrpIxZM5vAhWUm4PhzucsyzyxKTRVuH7gP5fnR4%2BzRPhY623cdC8xV1QLgsr%2FldtpuVn0wW3WmTnKTnQ21oOweongI0fDHfUddmh2VqMmzF7Dky9EOfd%2B515dIcqBlI8bCfZm04%2BvUc2mTareaeI1%2BOS4rV%2Fqmb7DH8aLCrHxMEge88MsCSzQeAenRw2TvcR%2Fgf0DOmwkB4bPIXFjP1zd1Yw534enrXxSKMueHGcABavYV%2BVgK%2F3iNd1G3RMvMbRRR6N%2FJiTPGNdFBa0DtTu7tjK9GoJYsr5gk4%2BelwYq8EN9IF4ro4YK39aI%2BidgidxBssYRFPBWmZ3DI3IzkPLTdT1dW3bacHXdGGsy8yiaZ5rNxfx6G4v1McEkS1CX1jSYCi8n4GjzsZo1SAR1nzF%2BrOyUzKCT6ZjtoXSUPGqznt6qUNTiVumtHPXqV0Xmqn9UUuMgwha18VEU7SIidrIyoEEWIxCCyOQuI1qoU%2FG6QeiLafp0gw2thVlRhDyi8lvN%2FhOYwEpHiM51%2B%2FIOs5Q%2FBT%2BCCODcztsvmuZM9OKWnPOnVut90OhsZv6Lm3pqI6uhlrFKvvAian2SHqqpB%2F5dJBdjRKzn3rEltiqJ1flNZblUhbqPj1vV1JiwxcEnqbsoVSdLVo5jZYioIuoOGv9ePGN9jrwgrasB8Wo0NI0o4jxRc7PX15CwpbbC6bZrLFqBzUMzDqJpY2pMWCEwvwmTB9xxDUn08vSFBkQoBZH%2FvAyzKRwwYwm1JdjNP6mtrt5J2gZMDMspU%2B%2FjNnQ9SU7e9485xOiUYirVfyyTL0%2FzdhCe3Ir9N3MmQYAzkgvIGovz7Zax%2F2KKV5IUs8d%2BOeuXCS1%2B5blJxulrAdsmB4j%2B6yaslCs3Vkqy%2FlyLCtVPEioOiBvXqGtlyBavQTzolAZWKphYrW2qErRo21OTN513z7zD5%2BYLnIyjbQ%2BkWomNhi4pr70HtDbSv7v%2BLu0OA4Exi8PhVaH6%2F4tgCS53KDkeWhvw7EA9Izn4A4XL4vbBjnN8PW5Qeq9wvguNjEi%2F1lpssfH4%2FfUFQi1DOFCAEdEPOsIr8agWPZtoHGgRhJhK7wbJhBFc%2BJ7j6AEhxSHCufE4Z5q8%2Bu0AtvnEY%2B6FT3GvcyV%2B9U48id%2Bvsj4yA40LQEtAA8bFnf%2Bscb7RqLgl9IarasD5wYQXuP4nw%2BnsCGXtzPuG9jCddiWp2XaVvMgYyDIuJfqGJVCoKn1WV0NWHlqQ5iwX2GBYYw5Ttv7oCcpAjwyPB3mKR0Ah%2FtERnNUlDQXxf5VCZki4ClTLge%2BtTffWyzGwtHqRE%3D,5,3,0,1,1,#455224472,40 W,Xtreme,Xtreme,Pasivo,NA,NA
19, Parlante Portatil Bateria Kolke Bomb Inalambrico Bluetooth ,1490,NA,21,999,18 cuotas,82.78,NA,Envío a todo el país,NA,NA,4,4,http://perfil.mercadolibre.com.uy/TODOOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-459404638-parlante-portatil-bateria-kolke-bomb-inalambrico-bluetooth-_JM,1,1,1,0,0,#459404638,NA,Kolke,Bomb KPM-222,NA,NA,NA
20, Parlante Kolke Kpb-160 C/microfono Inalambrico Circuit ,3204,NA,92,36,18 cuotas,178.00,NA,Envío a todo el país,NA,NA,4.7,17,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-449889793-parlante-kolke-kpb-160-cmicrofono-inalambrico-circuit-_JM,13,3,1,0,0,#449889793,NA,Kolke,NA,NA,NA,NA
21, Parlante Bluetooth Resistente L Tipo Jbl Flip 4 Colores ,890,NA,45,73,18 cuotas,49.44,NA,Entrega a acordar con el vendedor,NA,NA,4.8,209,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-444859109-parlante-bluetooth-resistente-l-tipo-jbl-flip-4-colores-_JM,176,26,4,1,1,#444859109,16 W,JBL,Flip 4,Activo,NA,NA
22, Micrófono Karaoke Bluetooth Inalámbrico Parlante Usb Oferta ,645,NA,229,78,18 cuotas,35.83,NA,Envío a todo el país,NA,NA,4.1,23,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://articulo.mercadolibre.com.uy/MLU-454535976-microfono-karaoke-bluetooth-inalambrico-parlante-usb-oferta-_JM,13,6,0,1,3,#454535976,NA,NA,NA,NA,NA,NA
23, Parlante Flip4 Portátil Bluetooth Tipo Jbl Envío Gratis!! ,1150,NA,27,23,18 cuotas,63.89,NA,Envío gratis a todo el país,NA,NA,4.8,209,http://perfil.mercadolibre.com.uy/YOVENTAS.COM,https://articulo.mercadolibre.com.uy/MLU-461735121-parlante-flip4-portatil-bluetooth-tipo-jbl-envio-gratis-_JM,176,26,4,1,1,#461735121,16 W,JBL,Flip 4,Activo,515 g,NA
24, Parlante Barra De Sonido Bluetooth Tv Potente Calidad Smart® ,1379,NA,29,1771,18 cuotas,76.61,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-455224414-parlante-barra-de-sonido-bluetooth-tv-potente-calidad-smart-_JM,3,1,0,0,0,#455224414,NA,NA,NA,NA,NA,NA
25, Parlante Bluetooth Kolke Shake A Batería Con Mic Oferta Loi ,37,39,16,986,18 cuotas,72.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-460487947-parlante-bluetooth-kolke-shake-a-bateria-con-mic-oferta-loi-_JM,NA,NA,NA,NA,NA,#460487947,NA,Kolke,NA,NA,NA,NA
26, Parlante Jbl Go 2 Bluetooth Resistente Al Agua Oferta Loi ,1260,1899,22,5992,18 cuotas,70.00,NA,Envío a todo el país,NA,NA,4.8,217,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462202467-parlante-jbl-go-2-bluetooth-resistente-al-agua-oferta-loi-_JM,183,29,2,2,0,#462202467,3 W,JBL,GO 2,Activo,NA,USB
27, Parlante Bluetooth Portatil Excelente Sonido Resistente Agua ,990,NA,60,440,18 cuotas,55.00,NA,Entrega a acordar con el vendedor,NA,NA,4.2,9,http://perfil.mercadolibre.com.uy/ACCESOPC3000,https://articulo.mercadolibre.com.uy/MLU-452263084-parlante-bluetooth-portatil-excelente-sonido-resistente-agua-_JM,6,0,2,1,0,#452263084,NA,NA,NA,NA,NA,NA
28, Parlante Bluetooth Resistente Tipo Jbl Charge Buenos Graves ,1090,NA,235,96,18 cuotas,60.56,NA,Envío a todo el país,NA,NA,4.1,17,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-450615769-parlante-bluetooth-resistente-tipo-jbl-charge-buenos-graves-_JM,8,4,4,1,0,#450615769,NA,JBL,NA,NA,NA,USB
29, Parlante Equipo Audio Sony V81 Alta Potencia Bluetooth Pcm ,859,NA,7,999,18 cuotas,1.675.53,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-458268876-parlante-equipo-audio-sony-v81-alta-potencia-bluetooth-pcm-_JM,1,0,0,0,0,#458268876,NA,Sony,NA,NA,NA,NA
30, Parlante Bluetooth Jbl Charge 4 Directo Del Importador ,6399,NA,14,13,18 cuotas,355.50,NA,Envío a todo el país,NA,NA,4.8,45,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-460591460-parlante-bluetooth-jbl-charge-4-directo-del-importador-_JM,36,7,0,0,1,#460591460,30 W,JBL,Charge 4,Activo,965 g,NA
31, Parlantes Edifier R1280db 42w Rms Bluetooth De Madera ,133,NA,10,NA,18 cuotas,259.42,NA,Envío a todo el país,NA,NA,5,5,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-446564901-parlantes-edifier-r1280db-42w-rms-bluetooth-de-madera-_JM,5,0,0,0,0,#446564901,NA,Edifier,R1280DB,NA,NA,NA
32, Parlante Portátil Bluetooth Aluminio ,350,NA,34,66,18 cuotas,19.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MERCADOFULL82,https://articulo.mercadolibre.com.uy/MLU-455532785-parlante-portatil-bluetooth-aluminio-_JM,NA,NA,NA,NA,NA,#455532785,NA,NA,NA,NA,NA,NA
33, Parlante Jbl Charge 3 Bluetooth Potencia Y Calidad Loi ,6299,7043,110,994,18 cuotas,349.94,NA,Envío a todo el país,NA,NA,4.7,28,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-459217384-parlante-jbl-charge-3-bluetooth-potencia-y-calidad-loi-_JM,21,5,2,0,0,#459217384,20 W,JBL,Charge 3,Pasivo,NA,NA
34, Parlante Bluetooth Jbl Flip 4 Nuevos Garantidos ,4190,NA,118,911,18 cuotas,232.78,NA,Envío gratis a todo el país,NA,NA,4.8,209,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-450357543-parlante-bluetooth-jbl-flip-4-nuevos-garantidos-_JM,176,26,4,1,1,#450357543,16 W,JBL,Flip 4,Activo,515 g,NA
35, Parlante 2.0 Bluetooth Tienda Oficial Thonet & Vander Kürbis ,245,NA,92,13,18 cuotas,477.89,NA,Envío gratis a todo el país,NA,NA,4.7,16,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=UQG0wEk%2BJRreZntlu4%2B2QWSJxhzKkxnbLUdnh3ycK%2B2%2BYNjj6kbKufEEMgTmz8slNgAsz%2FA0d1BgmByr%2Fz2wjY9iRiNey2RT%2FAJvbZb4l9MA5NR6ZHvib6vYWGm7vTpvDQa2CfXw1Xg1i0jxSrd%2Fz5YWdtXQcugPkTiBJaEVWY%2B5Y57y8K4SwXsBZ%2B0N%2FWt4ycTmFZFDhxWEtL9BmP%2BZjGb8FZ%2FqoohVpgA40eQASvCIT%2BDORJsHdawb%2FEcAaE0XT9t5bClqwygTH%2F7H8rEzk2baxbb0gdCHyZc1Nm42KvAVAWUrXH%2By1pJqFkTzBz%2F%2FgmW1R5COdfCSS33eePk4PEk8MAXvS8lBEsQrg%2FkXu8nSJEnpckucpwusP56Ye4a7lWd35ONrc7pQXMHNFngYdcilhmLn0udVYnuAemtiMQGlYtBxKIQN79BJGxBMxM9LeGTJuctoyr6hB3bFNvYBPdMmthn%2BsQskLmlBg59CYhzzi1WP1X0hF0RlUn20fUqKbV0UAWUXyszBvkEWtJCb5FUDofVXVsbKVh%2B3SoZC1z4jXrsXN9Qe9eGIH5KQCPhZEQGVfc6gJc9tvs%2BzlaYEoQvnpd70YRoPUVT4PMLt7HOF2Ku1mWEE0uysdLVPZuGLN%2BpBPqXBmYaWs7DrAZYfKM9gULY0QR30gNdqOjAu9Bhd8zcmUo7GzjtcNTr5ZIGEaM4be%2F1SQNSc2Urcz4%2FSnGg6osyPkOHq77tBKeVmeG2JiVOHAeqYL8kSvXOy0t8E8S9P%2BmybJIGt227sHiF5%2Bm%2FDxwyk4DJtL%2BBhBF%2FwUofTtgHMuFxqw%2BUVxcWvVzFujD9cPpcJgxVO3M73vMqhyzSfYWWov0Gpu%2FIyIcGzVwZ9IEMcriDtB7x4IXjjbxITnO%2FxqDfByoHuCx1DkKjv8HegG7%2FPLPYE3LAPEnJI7FTog3%2FsGybbxShLjQb62KGZ3UKGjtCqO3uUXRWsLuQKhDF%2Bk6tBMQemsRyPMwkQObZBxfkSWk3%2Bsu4Vrf0X63PJEGj5DZurdrdu%2Fn%2BiBCFjuifyG%2FBaCQW8YRXATtBLpuuujA8Nzl1GxbpNx1wxdWIS3o49%2BFmMFVB8ln7Va64f9hvqyRBVHqv%2BeuPSy8jJngUZ%2FN2sHIHGvJPCq0e9VpL2qJH7wRgQrwt6GXlHcvU2p3yYhNZFNqgJCphmL9RBYtjWEqr0WxI3yCxnYCZuhmjx%2FVpj0q1A4TUlmTDHaRbxuF94wUuKmlUyB34myd0xU1XAYQDOMke%2FguoNYcl9SSOMKpyhPm0Zg3aOXneryAS1aODblXrmlFcwhO6LSyJYKCSAe1qkb1DmAW8eTzaEFhIpdCXUIYpDGwcwQ7oI9zOAT2eAQTlSICl2rNJElmuFDe5WJf9QyBY1YEMBGlOctLpyuOOWlDRRcgoH1zLXdqqaYx4iSKF5LGeLVfFp%2BSZT9XpmjiG43jqi2TrsMlSS4RIgZs29BL8OBesufAJ3ycnt6kyMOK7cPtk1hvGIFS6i73OGvOR%2F2JQmC6Oyr0Tt7VGM2i%2F%2FofFm2tpUKSTl%2BmURnEaifx4Zw%2FoH9V%2FWZAaS4NZuGJLItGFT2%2BGkmCnLwTsKEbld3rpBOr2SEhRxr5fShnA7vw8d9ZJSuZvzG%2FzBeaBCMdoe5E4N555G5ylc6UIee4bTQ9k%3D,12,1,2,0,0,#444260918,NA,Thonet & Vander,Kürbis Bluetooth,NA,NA,NA
36, Parlante Boombox Resistente Al Agua Tipo Jbl Bluetooth Radio ,2290,NA,16,21,18 cuotas,127.22,NA,Envío a todo el país,NA,NA,4.3,3,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-450436906-parlante-boombox-resistente-al-agua-tipo-jbl-bluetooth-radio-_JM,2,0,1,0,0,#450436906,NA,JBL,Boombox,Activo,1700 kg,NA
37, Parlante 2.0 Bluetooth Tienda Oficial Thonet & Vander Kürbis ,245,NA,92,13,18 cuotas,477.89,NA,Envío gratis a todo el país,NA,NA,4.7,16,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-444260918-parlante-20-bluetooth-tienda-oficial-thonet-vander-kurbis-_JM,12,1,2,0,0,#444260918,NA,Thonet & Vander,Kürbis Bluetooth,NA,NA,NA
38, Parlante Portatil Bluetooth Jbl Charge 3 Batería Futuro21 ,6249,NA,48,5,18 cuotas,347.17,NA,Envío a todo el país,NA,NA,4.7,28,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-458974093-parlante-portatil-bluetooth-jbl-charge-3-bateria-futuro21-_JM,21,5,2,0,0,#458974093,20 W,JBL,Charge 3,Pasivo,NA,NA
39, Parlante Bluetooth T&g Portátil 10w Resistente Al Agua Loi ,677,713,12,997,18 cuotas,37.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462550224-parlante-bluetooth-tg-portatil-10w-resistente-al-agua-loi-_JM,NA,NA,NA,NA,NA,#462550224,NA,NA,NA,NA,NA,NA
40, Parlante Portatil 15´´ Bluetooth Microfono Con Luces Dimm ,109,NA,10,95,18 cuotas,212.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449928360-parlante-portatil-15-bluetooth-microfono-con-luces-dimm-_JM,NA,NA,NA,NA,NA,#449928360,NA,NA,NA,NA,NA,NA
41, Parlante Portátil Jbl Flip 4 Bluetooth Gtia 1 Año Solo Febo ,3728,4350,107,99274,18 cuotas,207.11,NA,Envío a todo el país,NA,NA,4.8,209,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-453364621-parlante-portatil-jbl-flip-4-bluetooth-gtia-1-ano-solo-febo-_JM,176,26,4,1,1,#453364621,16 W,JBL,Flip 4,Activo,515 g,NA
