search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Peso,Color,Conectores de entrada
1127, Aiwa Parlante Multimedia Aw-sp15m ,249,NA,0,NA,18 cuotas,511.97,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALIRICOURDANETA,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=22fPIGALJ1eoz3ExtILifVfWmDktN3P2%2FjwB6XcvLpjA4hRUSW4no5GPRIY6KIZqQnQZje5jSkWSvqi8y8yXx6c5uZBS7EuQDUTYlJUu9I0PjOLBJ8mSklyPdDdEnvu02pbtwiffKB3go5QY9oY4QfqKd7OEGNzyspLaNRWSkNUCZ9t2%2ByFa3hP%2BMrbuPKvDJP8sigTy2HulR2udGBTLmmypSbP34e%2F72p%2FwN6MTZtsqNaiknNZzIDB8Q7gekIR57XtzJSFlyFXSrfld6TG9y%2BUQPWP6bioF5aLC%2FivZ6dvLlM062VFiX3KtpPKfeCsGWwVZLjln8jMg9wCZ5omgb6deQWtVj90MZStO2g3lrpsB7FeT6gKiI15NqNRNv1Y6Ueop3awwcGTKsVwp05V%2FaQoFOzLoWXuZVIbgPr3QKjTQbhDXQ%2FMe5yqZILuGqoBKx%2FKm7Wo8SPAGteLSDvHGWLCkxjPcLeIlz1oaGDWOridFev6j1YglXiD3yhbSS23Em75FBz2MMIVFnrihQfLmTnUDFvWFgKADU9b%2BgbnqjlKlBesCnyVlb7VNTjfueijO47wGXAdVsxV8FZY7txuM%2BXL8r34eHwSdo%2By2iC8qYKUyKlbsXAGbcOrDEQyrXJsPuwFtdkj9CczPoF%2F0eF%2BDuFZPunjwBf2kgBSmrJm5oX8SvJVoXfmEYRsZJYTtvcQpzsl8Crc37vNkwy830YCk8ZZ4BXJqIhsDSPSk%2FS93MNmFASgNj1fqOyn03Hr%2Bad6dxgHsC47vdLHbv1lmnj1T25JxEkPn5IwV15XFkOdm9PaOUPtZbOjLpw5ygsPKHzi5Wtb4b1%2FnA8dAOPgOMefitIR%2BdE759zOKBL2GgrAgG9bDZQIIDmk9jGlfAtyhmA73ddJ4A9mlo%2F5X2kfLFggiIlU1ENH0xiqhJtMQnwZN4CBOoLpBkQJXbYXQrnbfmAIXeOJKarVxLwtw%2Feemo0exB5VQmcH4kyofQ7UZ4qxTdvc3z7nVoZXLS%2F5mOAbsXm8L3TOCmGExeAK%2F%2Bxox2HCO%2Fd9BYZy5dDlyBYI%2BTpsPcqEgHYn5UReuCbZk4EiC435zNB28h8Xnu83f5kWu34gE0s2kAyIi2%2FC4wZWvc9z29KwheK9Oy3gLZTKZBDKwQfpmku1vP0MhdidSJ2oOwraIEvmOVefpm88Wn%2BuGiUlPqyyvvnNK%2FJV40wmq0z4SAZURaZQU4dL1Dx8BRmL%2Bg5bVACI1etLcV1wMZNWXLo1fdulCvI96lOXNak1LvTYkY38Muh3wPYipmxm4wPksVE80z0fF1z0KZL6CU8BIIJGOEZuEvSXuS%2F%2FwUBA7e9W9JYQgaEJrYucxK%2FJY%2BFfHsFIdL3fOhNIa6Mw68wnUe%2B1A0NWSDdBK17pzWdqYoff9tg964OQ%2F0t0EM9F%2BXMRLGau7B566qXLm3paNIDoC70Pdq1RBRE9%2FT%2FmGvlaHtuvZcyQfPsX8SZsZWGxrp5OF2TrmbCgBY6AEeX5kxhdFv%2FuJJZ5sbmS4C%2BvdvqUvABGdGvycwf52jNO3rpazHLsoUDbZKryx6M0hSQDy4eFO0BR0L7371BsQXfkOWgvUrxZQeuWmhTzg2rjqIxowcU%2BxT73t5LoDCQRnZwDMA9tE%2FYFkf9ANGOKgMH8vwp8b1lzgHpFvyrEnKWRhqfh8MSUv7UVT8rLzX5XdMg54nSKfwJIMdiRQPP32p7m%2FeXK6h3oN5ZODRZeDidrfXdPg07E9mVElhXZWFTQZaCegPnS2WcqPN%2FNEb%2BspGgzEI6yYKDokWFkbRJbcz44g,NA,NA,NA,NA,NA,#458132196,Aiwa,NA,NA,NA,NA,NA,Negro,USB
1128, Parlantes Edifier 2.0 R1700bt Bluetooth Negro Mf Shop ,6200,NA,0,5,18 cuotas,344.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-460115665-parlantes-edifier-20-r1700bt-bluetooth-negro-mf-shop-_JM#position=15&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#460115665,Edifier,NA,R1700BT,NA,NA,NA,NA,NA
1129, Parlante Samsung Level Box Mini ,1810,NA,0,NA,18 cuotas,100.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MARITIKI2009,https://articulo.mercadolibre.com.uy/MLU-461639070-parlante-samsung-level-box-mini-_JM#position=16&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#461639070,Samsung,NA,NA,NA,NA,NA,NA,NA
1130, Parlante Jbl Go2 Bt Red ,57,NA,0,9,18 cuotas,118.84,NA,Envío gratis a todo el país,NA,NA,4.8,235,http://perfil.mercadolibre.com.uy/ALIRICOURDANETA,https://articulo.mercadolibre.com.uy/MLU-464205733-parlante-jbl-go2-bt-red-_JM#position=17&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,198,32,2,2,0,#464205733,JBL,NA,GO 2,3 W,Activo,NA,NA,NA
1131, Aiwa Parlante Bluetooth Aw-po1 ,197,NA,0,NA,18 cuotas,405.05,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALIRICOURDANETA,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=YlFfHZ8y83L%2FjTAHsw6LLSdAWO0II6k%2FfcwYiRtNIMFqPzewUPd6AXJggmNpIG1RV3V07gfFzSpCsAScJz0FrJGY0wLcLFELTuPA4sdI4mzy2axBwuuU2T86aGr%2FhMFbg2OrxhyjXCH9rIKZri53GchOfpQ8ha1Xc1hcJ3Z8r2KVVJmaVZV0OxY5YR87UPYqtNppqjdKjD8xHsb8mUWHGmqyRCHC98Pd8G%2FTbHe6r2Ovu9poomZ6yaZYy9otViVp7HWkVyE19p3Bvkm19xaGbAiuZmYXbHNadFXBfTvqefSmZBfyh0SUxL7sH0zK%2FjP1db575q41pgU%2Fgh%2BR%2Be3k0m9a8cGT%2F8VJjcfvHqGVKflC0rtCvMKdU%2FN%2Bvz6W8E0kchTT88H%2Fhus%2B9w5KOFgntCa%2FVo71Cg%2B66r0hEQy4rxVUEm%2FkeLyzNMi8ilH8005%2BrIoQ8Pk2amgUqohQ4cmj0sAjf6TtqHOo%2B6dFvwFt3jEtogu0Sh%2FwPRdqQF%2FDsnohHsAQDPWv77pC5R6xXzAaZNK0QESyfzYKkeKT6xaDubfuC96AOhvwZUOpzTlPz3JxChHvkqAnnWAbXAOo8H0NMimJl0rhn79aS9maDjFaqG%2FZcsJB%2FqD%2FLrsToaUwDg0p%2BTRoK2F%2Fai2hcGeEqY3rKPgtYH2vLYeKmV10mHWK%2FFBA2UDBymOh4n9MxMtsggBfT6GOghv6Pq2cCGwxrLkG4k%2FfEOPyJ7MOCa5LKLk5leHcs0LtHy6AXuRziSXCQyjcsFCSec2b4Vg%2BDJiDK%2F6mJ4U3MJAULE3aHjNG5V8ZbMherqCEDAzxVxkvIu%2F3lo%2B2LDFzqu%2Fq6%2FdxccTVB8oU3p2qW4Mhvv1GWVNR2dUNaxComssF8qFcIb72N70RWLBZkWJqeKEN%2BXZDWLvSX8Qk3SVCn4vGdVTvHgpurXsJm5QTlUDYem11waDic%2BcZYMl12ogZ36rNunrUcflYBhJ1FINqs526nAq7vgOcGyhQnqhToIMEhgj1N8q%2B6tWnlH53im0nd14SiW4QdSRKg%2Bj%2BWa5H1zBoPQFDF1JSmkqJ3qe3hpY%2Bz5u4xQxrFgIXiTH1%2FEsyStHLjR3yFl71%2Bu1F%2BcZHLLD5dQQahosFfboHmmBe2uF1x6JQltTDUofSnEDltJaYHlZfoZ0qIYNZ0wT6Hes07YwSSpsUH8BhbzRsthNYt0E%2ByK5USb6xnK8TmpSBr%2B1GP95alvy095w2jz7anMusuvSwjerYHURMvaTkvp%2BAAt4RN7RixH9VVTkDJGAm%2FlRGwRcFgswItjg81p7X5Sa4Wl3edfwLeOc6Giy0XMqTyz%2FFfYtrEleqzrE31jhwLHaQwv%2B9KwmKkOQYILRYfw%2B3YZZUscKqFWr%2BNqTKNsXWaamNLjeWk3y40XSAcrvZ6%2BlzPAA5lSPE2kgWo5HxfozZ%2FbAhH4PGBCEVYGFiw8iDkmD32QF8eAsjdObikFhWA9ZYVm2idPx2tjgWPgzOEJkK9XaG5KjH1unZmforil0%2F8DZG0iQPr4T8ylOn5kE7IgN19jCuRoGTFCmWiGCjDdy28qQyw0sSpICWdqpsTE5pxmwX9NSc5fxPFuIjR3FhI75FyoUkYGiWSjt3HVyQXmX2tE%2BfHG4PFt7yjX%2BeAU5dCD6GmvBtD3A7sELtRULvNP%2FKrP7wYWo3dUJFsuquMYlMXTz41TX5DqF9iF4h5wybAvMrt3dbQnbN4OisdXxcML%2BRDgy7wacIdiicRB1N9%2FDVSmwTqfkx3rn%2FcGQ0ULrihBV6qeTQLQ8fkVyLJj7vbWXm,NA,NA,NA,NA,NA,#458132423,Aiwa,NA,NA,NA,NA,NA,NA,NA
1132, Parlante Portátil Kolke Drum Kpp-184 Negro ,438,NA,NA,1,18 cuotas,24.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DISTRICOMP+S.A.?brandId=11,https://articulo.mercadolibre.com.uy/MLU-464328308-parlante-portatil-kolke-drum-kpp-184-negro-_JM#position=19&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#464328308,Kolke,NA,Drum KPP-184,3 W,NA,NA,NA,NA
1133, Parlante Portatil Ultimate Ears Boom 2 Bluetooth 15hsbat Amv ,239,NA,3,10,18 cuotas,491.41,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-448288623-parlante-portatil-ultimate-ears-boom-2-bluetooth-15hsbat-amv-_JM#position=20&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#448288623,Ultimate Ears,NA,NA,NA,NA,548 g,NA,NA
1134, Parlante Sony Mhcv71 Luces Fiesta Karaoke Bluetooth Guitarra ,31535,NA,0,5,18 cuotas,1.751.94,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JAKERS+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463192436-parlante-sony-mhcv71-luces-fiesta-karaoke-bluetooth-guitarra-_JM#position=21&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#463192436,Sony,NA,NA,NA,NA,NA,NA,NA
1135, Parlante Portatil Jbl Charge 3 Bluetooth Azul ,7699,NA,0,6,18 cuotas,427.72,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/COMPRALO_HOY01,https://articulo.mercadolibre.com.uy/MLU-458338495-parlante-portatil-jbl-charge-3-bluetooth-azul-_JM#position=22&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,1,0,0,0,0,#458338495,JBL,NA,Charge 3,20 W,Pasivo,0.8 kg,NA,NA
1136, Parlante Amplificador Nort Tech Bluetooth ,1590,NA,0,99,18 cuotas,88.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SEMPITERNO+THISELL,https://articulo.mercadolibre.com.uy/MLU-450686568-parlante-amplificador-nort-tech-bluetooth-_JM#position=23&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#450686568,NA,NA,NA,NA,NA,NA,NA,NA
1137, Parlante Gaming 2.1 Kolke Kp-501g Sound Experience ,2798,NA,0,5,18 cuotas,155.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALMOSTSMART7,https://articulo.mercadolibre.com.uy/MLU-444526791-parlante-gaming-21-kolke-kp-501g-sound-experience-_JM#position=24&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#444526791,Kolke,NA,NA,NA,NA,NA,NA,NA
1138, Parlante Bose Soundlink Revolve Gris Bluetooth Usb Micro B ,307,NA,0,999,18 cuotas,631.23,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-453780670-parlante-bose-soundlink-revolve-gris-bluetooth-usb-micro-b-_JM#position=25&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#453780670,Bose,NA,NA,NA,NA,NA,NA,NA
1139, Parlante Bluetooth Altec Lansing Life Jacket 2 ,4200,NA,0,81,18 cuotas,233.33,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-450701774-parlante-bluetooth-altec-lansing-life-jacket-2-_JM#position=26&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#450701774,NA,NA,NA,NA,NA,NA,NA,NA
1140, Home Parlantes Klip Xtreme Kws-760 5.1 Bluetooth 150w Sd Usb ,194,NA,1,99,18 cuotas,398.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DEACOSRL,https://articulo.mercadolibre.com.uy/MLU-464620689-home-parlantes-klip-xtreme-kws-760-51-bluetooth-150w-sd-usb-_JM#position=27&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#464620689,NA,NA,NA,NA,NA,NA,NA,NA
1141, Parlante Portatil Jbl Go2 Bluetooth Mfshop ,57,NA,0,10,18 cuotas,117.20,NA,Entrega a acordar con el vendedor,NA,NA,4.8,235,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-461869534-parlante-portatil-jbl-go2-bluetooth-mfshop-_JM#position=28&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,198,32,2,2,0,#461869534,JBL,NA,GO 2,3 W,Activo,184 g,Gris,NA
1142, Parlante 15 Potencia Rms-50w Kendal ,4900,NA,0,100,18 cuotas,272.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOROILUY,https://articulo.mercadolibre.com.uy/MLU-458401313-parlante-15-potencia-rms-50w-kendal-_JM#position=29&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#458401313,NA,NA,NA,NA,NA,NA,NA,NA
1143, Parlante 2.0 Edifier R2730 Estudio Pro Bluetooth Optica 136w ,302,NA,7,3,18 cuotas,620.95,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SHOPPING-UY?brandId=9,https://articulo.mercadolibre.com.uy/MLU-446186045-parlante-20-edifier-r2730-estudio-pro-bluetooth-optica-136w-_JM#position=30&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#446186045,Edifier,NA,NA,NA,NA,NA,NA,NA
1144, Parlante Portatil Bt Mini F Chico Sd Fm ,499,NA,0,1100,18 cuotas,27.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MDEOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-457388519-parlante-portatil-bt-mini-f-chico-sd-fm-_JM#position=31&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#457388519,NA,NA,NA,NA,NA,NA,NA,NA
1145, Parlante Xion Xi-sd10bt ,14,16,NA,6,18 cuotas,29.61,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.uy/MLU-460468947-parlante-xion-xi-sd10bt-_JM#position=32&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#460468947,Xion,NA,NA,NA,NA,NA,NA,NA
1146, Parlante Bazookabeats Bluetooth Argom ,64,NA,0,9999,18 cuotas,131.59,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+PASO,https://articulo.mercadolibre.com.uy/MLU-451036975-parlante-bazookabeats-bluetooth-argom-_JM#position=33&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#451036975,NA,NA,NA,NA,NA,NA,NA,NA
1147, Parlante Inalambrico Charge2+ Plus Bluetooth Microfono ,1090,1190,1,994,18 cuotas,60.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MILENIOMUEBLES,https://articulo.mercadolibre.com.uy/MLU-447990391-parlante-inalambrico-charge2-plus-bluetooth-microfono-_JM#position=34&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#447990391,NA,NA,NA,NA,NA,NA,NA,NA
1148, Parlante Portátil Cafini 3550 Control Remoto - Encontralo ,39,NA,0,10,18 cuotas,80.19,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ENCONTRALO.SHOP,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=MdCL6qbvYNqGAvFNk9Qa4cjkWKQAYGU157rY6faP1jHARZ80DOAnPkgNNlb2NYmUtwlQBzVe2tn8k3G2Zq4didi76tMKIts%2F%2BZeDuAkxworVRa4x18mOdvb6AoJkNGmln%2BW8zACaC2OBn8RYC1pBJNiUhIUUlsF4tfAwAiNBJFdXnwtyNYCKKkm1Itzqt8enRkJVO8AvbG7DrwN2EonsPM001k0UBwtRnw0QubAy7fNvI9RndMZT%2B0izL%2BLSzaifa069WF2%2BFumchWHxx3yJWDt%2Fn4XHRWsJHXUHk%2Bg9MaqdLdqypq7M256%2FDXWUBKdl7ZIkNdb9ONwdmZjnZElcXU5y3qPMcSNFJeP1U2gN2a7zWsv%2BT6BIX0w2JLY0Mg4jxh35x3rxgGdyx2cZlaJaBHQ%2FpnwDgwoBwQom%2BCQr%2BIlQci6r7c0uwSzeVj9tfl6%2BBfPPst2T4HT%2B7XeaSM8mHJ3ENNb2t8HelDrcKQcAgAc%2FKGbEol18bD%2FfPD4qtXS%2B2EHZPybKCj7cEBOlNcN5HpeiHPQ8R1H4OKWfiAaAPZn%2BJBK2J6Ep58cMEvS%2BhZzhG2gLFq2JBQqx7VvJFup4bFY9sO%2FiZSVfs6KhEh%2FPlVJbKS5MWTbUZzNLCqNTEBLyB7mDa2z3FDkJJPPb%2Fv2wc7aHI6FX6KTGDtN%2FTGf7Dy%2BSjq4ib9ycyGQgPJuma7ORUR7ohJhD8iRTWp0Re0PStOXjPF%2BRBjo949zLkU0ZqJoqLAAAWB4xZAxz79ybsDMmEjZC6O52vHczUb0K2mWX4QC0mc%2BcJ6SwKa2hgqV16yjOmZGklAlcHdOQ23aUPiw5d7IkfRDSgRutyEiFYhYtHK%2BuRASVjvC9dK6WetiNSPR0ZuSI82juv%2FLZyw%2BxkYGqwDfyQyLDp68CLueEoqSA8AfbvDuYJsJI7TL1UIKVBTSD2F4jJe6B5uz3UojGXj%2Bow0UecJCxSv5WwedVkZHaHIjX68LxeVjrRUuwj46SwI2P7ezySkCiQ3cK9PRhrKuBqgzt3f43Wl5A%2BifB6AmzKNMnbf4DX7LgoVrM1WbCvUPCMk9Z7l%2Fa8bQ1iuBJtuG6iZdXY5uMEs6ujQCqV4PLF3cAzV8TpVJTLeyXiXHwvOqGo%2Fm3FgYqgR3taSfOpx0vg4izJmFz6RU3rWAusfzOpzIhskvG9jF7W8GgqhfNC71RDZ2YR5YI6qqCVJGYRqJwKdkXeAj0VRRAB%2BBELqTT2sVClJaRqQlOVz95dkbvmIq1ZI%2BEaLTEJtzEDkzAMQ1AkNQNtEitUS4deo0f%2BZP5Q72AncGJo0%2BC%2FWS9FEx%2Fks1GJQTyT0Sv5uYJoWq%2Bct4MI0X%2FTigHn6%2B8IP8YRxOtyxGQ9zvpoO4ZqPZw%2F%2FgQYBvSkkOg%2FqDAEg7f10xSNa3u8Mm93j%2BeWVu0LfKIgFtGf9j%2FIvFKSAX38iqvsIHcVsq%2FJSYbpdlqKLSIGHXECyjcI6W46h4iouck%2FZOcoHgNL14Woks58%2Fd7Mc5R%2FTW5DCd%2BtcfHI7ayT8hZdt4UR6fm20WPE9vMHlEOD3f5d2vzCtK1CIuT4foTniGs63ee42fVbfIBc0sikDb1J%2F4AS00%2Fs5WiGWaK0sEPuSxHxTMPuxppe%2Fi6ztNDw0O%2FDNqScrFCmg5kCJfwSj74yj6AF0HY1jp0CoA950d2U6nhkVpy9HQen0Cu2EAth6cb8kfPY55b2VuBTt3hD2RKC4CAD6XItceX%2FPS7oIiFilRzafpxTQBfWWueL8FViempZpEsmiD5YruMgMFgXKPS6pOtN4syi9eWqW4lTHUYPvJl%2Brg6qrl4cRMwbaHzqawQ4w%3D%3D,NA,NA,NA,NA,NA,#462485878,Cafini,NA,NA,NA,NA,NA,NA,NA
1149, Parlante Portable Jbl Go2 Bluetooth Color Azul Envío Gratis ,1580,NA,0,100,18 cuotas,87.78,NA,Envío gratis a todo el país,NA,NA,4.8,235,http://perfil.mercadolibre.com.uy/DEACOSRL,https://articulo.mercadolibre.com.uy/MLU-461973494-parlante-portable-jbl-go2-bluetooth-color-azul-envio-gratis-_JM#position=36&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,198,32,2,2,0,#461973494,JBL,NA,GO 2,3 W,Activo,184 g,Azul,NA
1150, Parlante Portatil Logitech X50 Bluethoot Colores 5 Horas Usb ,29,NA,4,6,18 cuotas,59.63,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-454194009-parlante-portatil-logitech-x50-bluethoot-colores-5-horas-usb-_JM#position=37&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#454194009,NA,NA,NA,NA,NA,NA,NA,NA
1151, Parlante X2 10 + X2 3 Ailiang Uf-1021-dt (jtail046) ,8864,NA,0,10,18 cuotas,492.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-452577332-parlante-x2-10-x2-3-ailiang-uf-1021-dt-jtail046-_JM#position=38&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#452577332,AiLiang,NA,NA,NA,NA,NA,NA,Entrada para Micrófono
1152, Parlante Activo Punktal Pk-25bat 15+tweeter Bluetooth Albion ,159,NA,0,20,18 cuotas,326.92,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-464522670-parlante-activo-punktal-pk-25bat-15tweeter-bluetooth-albion-_JM#position=39&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#464522670,Punktal,NA,NA,NA,NA,NA,NA,NA
1153, Parlante Logitech 5.1 Bluetooth Sonido Envolvente Z607 Lt-lt ,155,NA,NA,999,18 cuotas,318.70,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+TIENDAS?brandId=280,https://articulo.mercadolibre.com.uy/MLU-462262127-parlante-logitech-51-bluetooth-sonido-envolvente-z607-lt-lt-_JM#position=40&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#462262127,Logitech,NA,NA,NA,NA,NA,NA,RCA
1154, Parlante Portatil Bluetooth Usb Tarjeta De Memoria Sd Fm Mp3 ,399,NA,0,50,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECH_HOUSE-ML,https://articulo.mercadolibre.com.uy/MLU-463394515-parlante-portatil-bluetooth-usb-tarjeta-de-memoria-sd-fm-mp3-_JM#position=41&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#463394515,NA,NA,NA,NA,NA,NA,NA,NA
1155, Parlantes Klip Xtreme Kws-710 2.1 Bluetooth 1600w Usb Sd ,129,NA,0,100,18 cuotas,265.24,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DEACOSRL,https://articulo.mercadolibre.com.uy/MLU-464620706-parlantes-klip-xtreme-kws-710-21-bluetooth-1600w-usb-sd-_JM#position=42&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#464620706,NA,NA,NA,NA,NA,NA,NA,NA
1156, Parlante Portatil Jbl Charge 4 Bluetooth Verde Dcshop ,226,NA,0,99,18 cuotas,465.40,NA,Envío gratis a todo el país,NA,NA,4.6,27,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-463061520-parlante-portatil-jbl-charge-4-bluetooth-verde-dcshop-_JM#position=43&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,20,6,0,0,1,#463061520,JBL,NA,Charge 4,30 W,Activo,0.96 kg,Verde,NA
1157, Parlante Vivitar Vw60013bt Bt Exterior Madera Dorado ,1301,NA,0,99,18 cuotas,72.28,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIRIOURU,https://articulo.mercadolibre.com.uy/MLU-464517908-parlante-vivitar-vw60013bt-bt-exterior-madera-dorado-_JM#position=44&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#464517908,NA,NA,NA,NA,NA,NA,Dorado,NA
1158, Parlantes Sony Mhc V81 Megastore Virtual ,999,NA,0,1,18 cuotas,2.054.05,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGASTORE_VIRTUAL,https://articulo.mercadolibre.com.uy/MLU-465113653-parlantes-sony-mhc-v81-megastore-virtual-_JM#position=45&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#465113653,Sony,NA,NA,NA,NA,NA,NA,NA
1159, Parlante Tipo Torre Nordmende C/bluetooth ,220,NA,0,10,18 cuotas,452.34,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/IMPOBARATO,https://articulo.mercadolibre.com.uy/MLU-459342525-parlante-tipo-torre-nordmende-cbluetooth-_JM#position=46&type=item&tracking_id=6e173496-f10e-4ad3-8509-4d396bcadfaf,NA,NA,NA,NA,NA,#459342525,Nordmende,NA,NA,NA,NA,NA,NA,NA
