search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados,Posição da ventilação
861, Capacete Tutto Moto Racing Itália + Viseira Prata De Brinde ,549,NA,10,1,12x,45.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/NACAR+OFICIAL?brandId=606,https://produto.mercadolivre.com.br/MLB-801483902-capacete-tutto-moto-racing-italia-viseira-prata-de-brinde-_JM?searchVariation=33066618689,1,0,0,0,0,#801483902,Vermelho/Verde/Branco,NA,Pro Tork,Racing,Italia,Fechado,Duplo,"Forração interna anti-alégica anatômica, removível e lavável",ABS,Adultos,Unissex,NA,NA,NA,NA,NA
862, Capacete Tipo Sanmarino Pro Tork Masculino/feminino 56/58/60 ,69,NA,4,10792,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=FQghGaHFVD%2Fuvx%2B39DJ0l2LuEfkyKMOMi5S6sIb1ST2HbiN8ZgXZwKMC0ryS4UEqqR5EOMbNf5FMBEgwL6w0YHNhbtY%2B3De04jxMMOa%2F0RLM7GRsesNCCConZhefWykwHD%2BLXbCpy6H9DZ%2BNjCMCcoQnjMfaAZkJ69zlgjCK5hgabxh%2BDrBirph5%2BwwdArDLJswoTG3nkhvgYuacmr%2Btbtf%2B24pOw6MZ0tMgZrthXe0NFPXM80Oab3UAi8e%2Bpxrenl0g3e%2BV1iWC2j6ivMOX9OMOtv0LGxrmmiCHa%2BPdvxpji%2BrXV4TUe3BDt0YDFi0%2FhqNpauQ7GygwbcEcYGq8eHXvLGiBCHZ%2FhD3g4HVBjWmn8UGzXX970fkxOSGZiR%2BCk1cwPl1ZsxDOusl6fLaA5Vzni8cCMFYSvZ55TksR5XvGAaVSrYy9mJsTZis3p9KqKj6y%2BHDN6Z7%2BjTNu3dCpgyb5jy%2BzbCdFVVSZnFbQ36hkdjKpEHi9Jk8MzdFJb1smZcnqvfxhpd%2B99lSddr%2FPpSbYcplFxlro5CK17a1ykJkL9juw0eHI%2FBTFDurASnceFLVdAbqAEklOyXPS%2FFKKXrgza23RaEOuF7yemA%2BCmyi%2F873f9qpw6ksJx2yXQA%2F90g8GLj3YmeRmTtBN66BKUs1Qp6U%2BGKcwCVAa3Bk3K75WXxsOTOh6%2BZ2Vs23TP1HE7D8V9cCo7carDn%2Fntg2Iw3TYqHzw%2BJbhSUoY%2FeL5obMwrQa2z%2BbBFyefJ1ZGaVQqA%2F0xVlp81vGA%2BLwowgP8Rkq7vuAxQG9R4e6NTBGWkdnaxo1PW7bVZ1AECm%2BKqpHELGjuBc1e%2Br%2BcAMBk98WRMFV93pxRFSlHAg5b1bCDr7uw%2BLjsLSSDF915XmpKLBDdgOtoXWIgmvgs5Sqot2fHgRqlSbBEXL4jWnhKvUduSkYKR%2FHSjsDeOCFrCsNpcgPOl3rB4xuhFpRfQDEh0yNWGfUNLoCmuul0y%2BHs%2FXuzeQFb1au7Vl1FJ9vtz4%2BqO7ObrOE0rW7D2i%2FostRC9N0Rhr0a8acipum7iiCGRdW4hZJxB3jwfWjLqcbIBys38jP4f%2FeI5Ju4MJpAv5ZafX5tnieY%2FNpaA%2F2hjXN2rATHxRPHKiDb25bhTJyUYJlk7PGMtCV%2BShyxGrUwYRUG%2BwUxxLTOkoS5yPoMSdFiWRk7YVHWcUJGj6%2FIGYgRJ9f7g3RSV1Xp86z8VDFfoUeolgtziyImNXkZQcprrMdUuXLrwXuSOjevP9zxxp159bR5ANfhIzgy2Q%2BTj3S8tz7MWVoPwKvjIn5d24W%2F3iPgNuYa9Q%2BSqz4hYJxlLR6Qqb8pXhWsT72UPvXGO99hyHQyVcAYD2uaE%2FJ2gtrnle%2BcbD2tiILiVrggL5pWp8riNqAto34eG6BkbD06CvrhcMxvDWtAwN62%2B3hCFrGAoaOFPmaRPqY4IhIc2S%2BcwVYKwjQqtjiLcfcbcK1TmhKOXipDxO8KXOv8LjeJJZFpcCaewPdRO5qyiSAy1Nrt5ij2mwQ1TFya6naKveplEDLitIULD3zGnoRhCsbc5sCfhISeQis65%2F5pHMTjLLeMi3VbSqisjq0Od5vtBdL4YUPjcDTI8lO6W1lQufWkgMu5niGM0iOCKvT7mN15VoFd47nekuyLFUm8pyQP0kEeVR%2B5ugmG3tRMyPFuSWCgUp8DNhviO2EB%2F%2B7bL6dyk2oYIOdXEbMZm9l4g2%2FTpWBMfzaWzdD3EJfNtGVpkGyGk1ABi7W8xhj9qqd3Tqt3e8jUSW6WWwswrXMKKEKXqnFU6UiQoVeI5h%2BwsrpXcyPyUNvx8FDlcypOZqquBGkwF7%2BSJqIDkwDqXZBp0hjv7xL9vHMHNR3PKsqoKvP%2FwVuEuTQI8YTcNji%2FJjhtRkM0aqG4mW7GcUVj%2FGh6QHt4JRlv8bVFrL9KxbxYyOk%3D,21,5,7,0,2,#1220976272,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,NA,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA
863, Capacete Protork Moto Sm 788 Tamanho 58 Frete Gratis! ,99,NA,8,13,12x,8.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,810,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1058204664-capacete-protork-moto-sm-788-tamanho-58-frete-gratis-_JM?searchVariation=25121975847,487,191,90,22,20,#1058204664,Vermelho,"56,58,60",Pro Tork,Capacetes,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
864, Capacete X11 Turner Articulado Moto Motoqueiro Motociclista ,549,NA,7,510,12x,45.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,72,https://perfil.mercadolivre.com.br/PODIUMCENTROAUTOMOTIVO,https://produto.mercadolivre.com.br/MLB-1093577937-capacete-x11-turner-articulado-moto-motoqueiro-motociclista-_JM?searchVariation=27001529272,57,10,4,0,1,#1093577937,Branco,"56,58,60,62,64",X11,Escamoteável / Articulado,Turner,Aberto,Duplo,"Forração interna removível e lavável, Tecido antialérgico e antibacteriano, Narigueira mais alta e removível, Bavete que evita a entrada de ar e melhora a acústica",Casco em ABS,Adultos,Unissex,NA,NA,NA,NA,NA
865, Capacete Masculino Moto Mixs Fokker Storm ,159,209,22,1200,12x,13.25,NA,Envio para todo o país,NA,NA,5,1,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=1034,https://produto.mercadolivre.com.br/MLB-1124985156-capacete-masculino-moto-mixs-fokker-storm-_JM?searchVariation=29282721671,1,0,0,0,0,#1124985156,"Amarelo,Amarelo,Azul,Grafito,Laranja,Rosa,Verde,Vermelho,Vermelho/Azul","56,58,60,62",Mixs,Storm,Fokker,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866, Capacete Nos City Pro Tork Moto Fechado Evolution ,174,NA,111,2759,12x,14.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-969415048-capacete-nos-city-pro-tork-moto-fechado-evolution-_JM,5,0,0,0,0,#969415048,Dourado (City),"56,58,60",Pro Tork,Capacete,NOS,Integral,Simple,Nylon Pluma,ABS,Adultos,Unissex,1.47 kg,NA,NA,NA,NA
867, Capacete Moto Pro Tork R8 Fechado New Liberty R8 Vis Iridium ,98,NA,6,2385,12x,9.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1183062278-capacete-moto-pro-tork-r8-fechado-new-liberty-r8-vis-iridium-_JM,NA,NA,NA,NA,NA,#1183062278,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul Claro / 56,Azul Claro / 58,Azul Claro / 60,Azul Escuro / 56,Azul Escuro / 58,Azul Escuro / 60,Laranja / 56,Laranja / 58,Laranja / 60,Prata / 56,Prata / 58,Prata / 60,Rosa / 56,Rosa / 58,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,NA,R8,Integral,Simple,Forro Anti-Alérgico,ABS Injetado,NA,NA,NA,NA,NA,NA,NA
868, Capacete Tipo Sanmarino Masculino/feminino 56/58/60 Pro Tork ,65,NA,2,10791,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=sEP5E3R8DtwBad4UDoi75h1ASnAcoU7zb7YAs0yR0u0aAsAjBUVaK2JuCSSjqwzi4zpbW7NdB0usACIk57XqfPoE9noDJqDUiLWluzdRT8LzLyoz%2B9hTfs0cbMFOgnam4HS3OVZ4MqvO%2BZK4Vjw9Meh4%2F3tUZ7uzYYqbWn0F0rdKFoV1KsFXFStfoUcmqDT2JDg%2BUJ89CMxlkEkK6KU6%2BBH92pvRXL8evKnfzhU7ZPlIQoEYOi24xAMSx2FD1i%2B%2FQ%2F%2FDqrM%2BnJNGhAZj5OA7JkZVOOCMcszAm37j2ldVN2TH%2BIdlQvDZmQnXBSKC%2BJoBlxGVN5j7dYEmCopm49%2Fjr5O1Su9EIvXpv7nnc4LfFTBUX59OOh4erPgzSrm10c5vzyx9LWmov%2Bt%2FA5B6Li77aqh1%2BQrfR9xURBrfU3cTT3Ed3BLWEx2Yt3Myqtjd4mMCiE1rEYlU1R50%2FDxBNCqOdP0bvhbZHeJjeMGN1f9Tofqk3O2xvcV0g5F45RkB4imoC84%2BBHU%2BwmqswSsHotXbwzhegXDY%2FPEZBGovFwUYCdDq4Vgr9189bN3SfU9qwRpvRmHkUxVj7FnXRX8I3dAVyinTnHYJIbz8jBGqp89yFUzdpIsApfLdKOIkBC%2BhkwI4%2BylHGEPvFsE3pq7eA8oaDoGTLC49o9bTF4yJhYbbfyUNVwhIadeAQT6Q%2FkcEsNLSOtmjquGKvOq4rZDuhH7gE3Hs5%2FArzUJTH39SpaSmfU%2BmZaEEvapZPg4nR9QWBrcDqgzmjMxcA6hzagyV0Zp0ETnqjwgVle8IRkS8ejSgV8%2BO2PpqxTxtzz77f1HBW%2BIL6a8WMubXoXY2fo%2BVcTf%2FQDTutKqLLU8fkKQt%2F1If3q66HT1%2FVhV%2BvdJ0XqUJr7wiGhACMx%2FGGMCE%2FgO3zOLCY98AO3C74pQ%2FuWo9%2BVqU8EgR%2B0CacU42zeBzI%2BCiju3DxBftHTTgRYvDv4Fi2BiDnEypB78IeuJKleCeRRjqVhN30CUKXQFz3V9304nEkFdjMzhRxHka%2FiiR8i%2BeP2TEaBR3xuBnp5HtzICO3qJL8e8oIDwMl4xW6ywTn6xJEaeHBeBvMXoJ1EUFhy60PmFoJbazcpPOSu7hJd%2B%2FAYGV4dQ2ogFSiTitae6LT%2F%2Fxtxc3SUrPzz384zRjkV6pDnQxVau6HKSK7%2FJoHeUXt3QdXYb2QS4lwsCYJDfE%2FP9E1WeUgECApTJrRKUOYrUXHRV2xkPy5S3fUDUD%2Fyv6n8p8%2F2ioytDXkXgDiwkYQEceGhWehDAmv5DZwDS4k9pGTRj00N5giqmRmSXjHASDFITkEwCveCDGir5zG8bsG12uAVvk3SizYojW2D%2Fj6SRIprtulLQs%2FBHGoEcgIdG4PqXmA54H%2BlKEyAiOyds%2F47iprUep%2BEAO%2BuPopcFiWTzQegq2ZOZuCQZVfjF0diFV3bXNitu1bXZ3XItDDfJlWiQlnf4kJu77u1uRPTAFIPw5jmyHoRmPG8mrfyEy8j7nChO2VhXnfLkW7xQ8oQ7ZHshPmlhCFWsj%2F2KNqGsvOkAo%2BgkoY4FKHpQHXnR0H358S5gAgta6pupbnOy72O7lZSVDCDVdGPCSCqu7%2FE%2FdLB6cdP4w04eD4hx9Lc%2F7tWJPzq5whL3CRb8Iq05KoKK1HpVLxfNvskxMxVgtF0Cillrb31He9BTAjle7huRMJ4rPqvyfSwEkaQ2FTDKgc1v1CZ%2BsdIAngQ%2FAmYY%2F37imkOz5plGq1ggG6OXbz4m5UuinBT2j%2F0rMyyjpoJ9feGRzXN9r0aOnwyxsGtgI851LOMa6I4qnuezV8GX5XW5s9yJumTCFGldnCROPb7yHS95YTQMo4qLMvox1h4POw%2FnpgPdrPfNEH40B%2FMSv7b%2BNsYdj6ix3KwUgygGlMGfo%2B8n%2FOJu39aCNOcL7mH8LQ%2FZolStmM7ApGxY%3D,21,5,7,0,2,#1245212793,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA
869, Capacete Moto Aberto Ebf Shield Com Viseira 56 58 60 Preto ,66,NA,8,24,12x,5.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RE-PE%C3%87ASEACESSORIOSPARAMOTOS,https://produto.mercadolivre.com.br/MLB-1192920826-capacete-moto-aberto-ebf-shield-com-viseira-56-58-60-preto-_JM?searchVariation=33967980018,NA,NA,NA,NA,NA,#1192920826,Preto,"56,58,60",EBF,NA,Shield,Aberto,Duplo,Poliestireno,Polipropileno,Adultos,Unissex,NA,NA,NA,NA,NA
870, Capacete Moto Fechado R8 Viseira Camaleão Pro Tork Azul ,93,NA,9,1801,12x,8.97,NA,Envio para todo o país,NA,NA,4.4,2154,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108333640-capacete-moto-fechado-r8-viseira-camaleo-pro-tork-azul-_JM?searchVariation=27950247459,1430,407,183,63,71,#1108333640,"Azul-claro,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871, Capacete Moto Mt Thunder 3 Cap Preto E Prata Fosco Fechado ,599,NA,9,2,12x,49.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-800034092-capacete-moto-mt-thunder-3-cap-preto-e-prata-fosco-fechado-_JM?searchVariation=33926681655,1,0,0,0,0,#800034092,Cinza/Preto,"60,62",MT,Thunder 3,Cap,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,1550 g,Micrométrico,Inmetro,Urbana,Inferior / Superior
872, Capacete Moto Fechado Protork R8 Lançamento Street Barato ,103,NA,17,1494,12x,9.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2154,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1147333138-capacete-moto-fechado-protork-r8-lancamento-street-barato-_JM?searchVariation=30662350829,1430,407,183,63,71,#1147333138,"Azul-escuro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,Poliestireno,ABS,NA,NA,1200 g,Micrométrico,Inmetro,Urbano,Superior
873, Capacete Moto Pro Tork Liberty Preto ,76,NA,10,1,12x,6.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1210,https://perfil.mercadolivre.com.br/PFSOLUCOESEIRELI?brandId=2047,https://produto.mercadolivre.com.br/MLB-1211734774-capacete-moto-pro-tork-liberty-preto-_JM?searchVariation=35322374349,871,230,76,13,20,#1211734774,Preto,"56,58",Pro Tork,NA,Liberty,Aberto,Simple,EPS,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
874, Capacete Moto Aberto Masculino Preto-compra 2un Frete Grátis ,64,NA,9,198,12x,6.20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1434,https://perfil.mercadolivre.com.br/ATACADISTASMARTSHOP,https://produto.mercadolivre.com.br/MLB-1231839881-capacete-moto-aberto-masculino-preto-compra-2un-frete-gratis-_JM?searchVariation=37178419951,1070,248,86,12,17,#1231839881,Azul,"56,58,60",Pro Tork,NA,Three,Aberto,Simple,Nylon,ABS,NA,NA,1100 g,Micrométrico,Inmetro,Urbano,NA
875, Capacete Moto Feminino Pro Tork 788 G6 Preto Fosco Rosa ,152,NA,247,163,12x,12.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,29,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-910603699-capacete-moto-feminino-pro-tork-788-g6-preto-fosco-rosa-_JM?searchVariation=25408870526,27,2,0,0,0,#910603699,Preto-fosco - rosa,58,Pro Tork,Evolution G6,788,Integral,Simple,"Forração antialérgico, EPS",ABS,Adultos,Unissex,NA,NA,NA,NA,NA
876, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Laranja ,93,NA,7,1794,12x,8.97,NA,Envio para todo o país,NA,NA,4.4,2154,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108202782-capacete-moto-fechado-r8-viseira-fum-pro-tork-laranja-_JM?searchVariation=27938246758,1430,407,183,63,71,#1108202782,"Laranja,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,Poliestireno,ABS,NA,NA,NA,Micrométrico,Inmetro,Urbano,Superior
877, Capacete Moto X11 Modelo Volt Preto Brilhante - Lançamento ,329,NA,21,11,12x,31.44,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-769682394-capacete-moto-x11-modelo-volt-preto-brilhante-lancamento-_JM?searchVariation=27779944260,0,1,0,0,0,#769682394,Preto - Branco,"56,58,60,62,64",X11,X11,Volt,Fechado,Cristal,Resina termoplástica,ABS,Adultos,Unissex,1500 g,Micrométrico,Inmetro,Urbana,Inferior / Superior
878, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Azul Claro ,134,NA,12,1797,12x,12.81,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2154,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1180319855-capacete-moto-fechado-r8-viseira-fum-pro-tork-azul-claro-_JM?searchVariation=33067442857,1430,407,183,63,71,#1180319855,"Azul-claro,Amarelo,Azul,Azul-claro,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,Poliestireno,ABS,NA,NA,NA,Micrométrico,Inmetro,Urbano,Superior
879, Capacete Moto Fechado R8 Viseira Camaleão Pro Tork Prata ,93,NA,10,1802,12x,8.97,NA,Envio para todo o país,NA,NA,4.4,2154,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108328436-capacete-moto-fechado-r8-viseira-camaleo-pro-tork-prata-_JM?searchVariation=27950934013,1430,407,183,63,71,#1108328436,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880, Capacete Moto Motocross Kids Infantil Ck-01 - Pro Tork ,117,NA,95,871,12x,11.28,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,232,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-962240028-capacete-moto-motocross-kids-infantil-ck-01-pro-tork-_JM?searchVariation=26130261790,191,27,9,3,2,#962240028,Rosa,54,Pro Tork,Off-Road,Ck-01 Kids,Cross,Simple,Resina termoplástica,INJETADO EM ABS,Crianças,Unissex,NA,NA,NA,NA,NA
881, Capacete Moto Ls2 Ff353 Rapid Palimnesis Preto E Vermelho ,559,NA,17,4,12x,53.43,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-792980547-capacete-moto-ls2-ff353-rapid-palimnesis-preto-e-vermelho-_JM?searchVariation=28065072181,2,0,0,0,0,#792980547,Preto - Vermelho,"60,62",LS2,Rapid FF353,Palimnesis,Fechado,Cristal,Resina termoplástica,Resina termoplástica,Adultos,Unissex,1400 g,Micrométrico,Inmetro,Urbana,Inferior / Superior
882, Capacete Fechado Moto Protork Evolution 3g Noscity ,119,NA,2,20000,12x,9.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,82,https://perfil.mercadolivre.com.br/ELETRONOVO.COM.BR,https://produto.mercadolivre.com.br/MLB-1232243781-capacete-fechado-moto-protork-evolution-3g-noscity-_JM?searchVariation=37205089019,53,19,6,3,1,#1232243781,Branco - Dourado,"58,60",Pro Tork,NA,NOS,Integral,Simple,EPS,ABS,NA,Unissex,1400 g,NA,NA,NA,NA
883, Capacete Moto X11 Volt Super Oferta Bonus ,299,NA,9,400,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1101053657-capacete-moto-x11-volt-super-oferta-bonus-_JM?searchVariation=27444598938,NA,NA,NA,NA,NA,#1101053657,"Branco/Preto,Branco/Rosa,Cinza,Preto,Preto/Vermelho,Tricolor","56,58,60,62,64",X11,Fechado,Volt,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884, Capacete Moto Robocop Escamoteável Protork New V-pro Jet 3 ,199,NA,28,1490,12x,19.11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1740,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1147337165-capacete-moto-robocop-escamoteavel-protork-new-v-pro-jet-3-_JM?searchVariation=30662544785,1256,338,93,23,29,#1147337165,"Amarelo,Azul,Azul-claro,Azul-escuro,Laranja,Prateado,Verde,Vermelho","58,60,62",Pro Tork,Capacetes,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885, Capacete De Moto G7 Pro Tork Esportivo Evolution Lançamento ,159,NA,6,103,12x,13.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2154,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1211747386-capacete-de-moto-g7-pro-tork-esportivo-evolution-lancamento-_JM?searchVariation=35323401941,1430,407,183,63,71,#1211747386,Amarelo,"56,58,60",Pro Tork,NA,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA,Micrométrico,Inmetro,Urbano,Superior
886, Capacete Moto Cross Trilha Th1 Factory Edition Tam 56 58 60 ,262,NA,15,144,12x,21.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,11,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-837208650-capacete-moto-cross-trilha-th1-factory-edition-tam-56-58-60-_JM?searchVariation=27861556191,8,3,0,0,0,#837208650,"Amarelo - Azul,Amarelo - Azul,Azul - Azul-claro,Laranja - Preto,Preto - /Branco,Rosa - Preto,Verde - Preto,Vermelho - Preto","56,58,60",Pro Tork,Capacete,TH-1 Factory Edition,Cross,NA,Não se aplica,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
887, Capacete Moto Feminino Pro Tork 788 G6 Preto Fosco Rosa ,137,NA,19,413,12x,13.19,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELO+GOLD,https://produto.mercadolivre.com.br/MLB-1115716691-capacete-moto-feminino-pro-tork-788-g6-preto-fosco-rosa-_JM,NA,NA,NA,NA,NA,#1115716691,"Rosa Racing,Rosa com fosco","56,58,60",Pro Tork,Evolution G6,788,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
888, Capacete Motociclista Original Helt Cross Mx Rajado Vermelho ,299,NA,5,14,12x,24.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,68,https://perfil.mercadolivre.com.br/MOTOARTPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1155780323-capacete-motociclista-original-helt-cross-mx-rajado-vermelho-_JM?searchVariation=36169659830,64,2,0,0,2,#1155780323,Vermelho,"Preto,58,60,62",Helt,Moto Cross,631 MX Rajada,Cross,NA,Poliestireno,ABS,Adultos,Unissex,1650 g,Micrométrico,NBR 7471,Corrida. Urbano,Superior
889, Capacete Moto Artic Ebf E08 Robocop Preto N Peels Pro Tork ,169,NA,4,5,12x,14.12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1228371282-capacete-moto-artic-ebf-e08-robocop-preto-n-peels-pro-tork-_JM?searchVariation=36804527938,NA,NA,NA,NA,NA,#1228371282,Preto,"L - 59/60,M - 57/58,XL - 61/62",EBF,NA,E08 Robocop,Escamoteável,Simple,ABS,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
890, Capacete Bieffe 3 Sport Amarelo Mototaxi Moto Taxi Motoboy ,433,NA,31,14,12x,36.12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/MOTOXWEAR,https://produto.mercadolivre.com.br/MLB-704590470-capacete-bieffe-3-sport-amarelo-mototaxi-moto-taxi-motoboy-_JM,2,0,0,0,0,#704590470,"56,58,60,61",,Bieffe,3 Sport,Classic,Cross,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
891, Capacete Moto Pro Tork New Liberty 4 Preto Fosco Inmetro ,60,NA,10,90,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1210,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1134497492-capacete-moto-pro-tork-new-liberty-4-preto-fosco-inmetro-_JM?searchVariation=29926952903,871,230,76,13,20,#1134497492,Preto-fosco,"58,60",Pro Tork,New For,Liberty Four,Aberto,NA,Nylon,ABS,NA,NA,NA,Micrométrico,Inmetro,Urbano,NA
892, Capacete Nolan N64 Réplica Melandri - Ganhe Balaclava (s700) ,890,NA,3,57,12x,74.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,11,https://perfil.mercadolivre.com.br/LOJA+TOLEMAN,https://produto.mercadolivre.com.br/MLB-967342752-capacete-nolan-n64-replica-melandri-ganhe-balaclava-s700-_JM?searchVariation=19942044285,9,2,0,0,0,#967342752,"58 - M,60 - L,61/62 - XL",NA,Nolan,"Nolan N64, Ideal para Motos o Dia a Dia, Motos Street, Naked",Capacete Nolan N64 Réplica Melandri Misano,Integral,Simple,"Forração, Berço em Isopor",Policarbonato Lexan,Adultos,Unissex,1.48 kg,Micrométrico,Inmetro,NA,NA
