search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados,Posição da ventilação
1, Capacete Moto Feminino Fechado Ebf Varias Cores E Tamanho ,165,189,4389,527,12x,13.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1740,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172406260-capacete-moto-robocop-escamoteavel-pro-tork-v-pro-jet-3-_JM?searchVariation=32456491659,1256,338,93,23,29,#1172406260,"Azul,Amarelo,Azul,Azul-claro,Gris,Laranja,Rosa,Verde,Vermelho","58,60,62",Pro Tork,Capacete,V-Pro Jet 3,Integral,Simple,Nylon Pluma,"ABS, Policarbonato",Adultos,Unissex,NA,NA,NA,NA,NA
2, Capacete Moto Ebf Feminino Cross Fechado Varias Cores E Tamx ,59,NA,3988,1633,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1448,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-808714522-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=19635871969,1082,249,88,12,17,#808714522,"Preto,Amarelo,Azul,Branco,Prateado,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
3, Capacete Para Moto Protork R8 Fechado Viseira Iridium Loi ,120,NA,958,96,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2154,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1162746915-capacete-para-moto-protork-r8-fechado-viseira-iridium-loi-_JM?searchVariation=31714122516,1430,407,183,63,71,#1162746915,"Azul,Amarelo,Azul,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,"espumas de memória para melhor absorção de impacto e conforto, tecidos nylon em pluma anti alérgicos e com alta resistência abrasiva",injetado em polímero abs de alto impacto virgem,Adultos,Unissex,1.27 kg,NA,NA,NA,NA
4, Capacete Para Moto Protork R8 Fechado Resistente Oferta Loi ,120,NA,776,23,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2154,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1162758324-capacete-para-moto-protork-r8-fechado-viseira-camaleo-loi-_JM?searchVariation=31714629237,1430,407,183,63,71,#1162758324,Prata,"56,58,60",Pro Tork,R8,R8,Integral,NA,"espumas de memória para melhor absorção de impacto e conforto, tecidos nylon em pluma anti alérgicos e com alta resistência abrasiva",injetado em polímero abs de alto impacto virgem,Adultos,Unissex,1.27 kg,NA,NA,NA,NA
5, Capacete Para Moto Protork R8 Fechado Viseira Camaleão Loi ,120,NA,2225,48,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2154,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1071430308-capacete-para-moto-protork-r8-fechado-resistente-oferta-loi-_JM?searchVariation=25824453651,1430,407,183,63,71,#1071430308,"Amarelo,Azul,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Sportiva,R8,Integral,NA,Antialérgica,Injetado em Polímero ABS de alto impacto virgem,Adultos,Unissex,1.27 kg,NA,NA,NA,NA
6, Capacete Moto Fechado Ebf Feminino Varias Cores E Tamanho ,120,NA,2054,147,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,73,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1133429702-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-lancamento-_JM?searchVariation=29861517017,42,12,13,2,4,#1133429702,"Vermelho,Amarelo,Azul,Azul-escuro,Cinza-claro,Laranja,Rosa,Verde,Vermelho","58,60",Mixs,Capacetes,MX2,Fechado,NA,NA,NA,NA,Unissex,NA,NA,NA,NA,NA
7, Capacete Moto Protork Evolution 3g Noscity Preto Dourado Loi ,98,NA,997,1327,12x,8.24,NA,Envio para todo o país,NA,NA,4.4,2154,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108201423-capacete-moto-fechado-r8-viseira-fum-pro-tork-prata-_JM?searchVariation=35910915051,1430,407,183,63,71,#1108201423,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8, Capacete De Moto P/ Mulher Fechado Rosa Modelo Evolution G7 ,159,NA,13,185,12x,13.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/RACE+ACTION,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=mNgXZoxvLK1o2VsCVzuhTropZgFZ1i9Ctd9Yi2GJnk%2FM7aqWDbTuuwEebgfIwUr9HCLBmHnU7QYEPxUC%2FGB5Qw7fpM1oyFALtG15NVUwBmfh5umtUuBix3HcgBGqxeWIVPjUpHw6pIMMJMBXIgfTnuYbkP7efgnYUaDhzrVwCEyJ4gzR2jkgeyUc3xWBxchQUApN0gBAU7tfYOLTMZ3PChvCJhsHb08og320eEsUupVHkiA9HBZlQRJTYU8bDhBXKNS82K%2FDOM9JENA7BnlBk2cJSytsudd4M9aoc64%2Bgxw9%2BaODdGKTVoAFw2%2FlXKIwmVSMzXikMBkYE1sLsv2usWFV8G25UkP2GDK5yShWT0BuTeMHkrhPujgdFOVuiub%2BwzvGGtgbkwHe3g%2FG%2F65q1%2B4XnXjyJO90tV%2BwumdhA7Cq1ZCrOQcyfdnz1l1oNpL82P%2BUzuEvnlkfMNa1wapgwb51sNruwfWSJgpSwB8F2Tid2jy57%2BDXQFBmicl8vz6M2e5aujY50PJno9aKqAimf1ZN4at4i18W%2BxvUq2TQtIodOcT%2FWJNTLBvoauRlQRcRjbwOb7yOjGUDNEYfkmvGwla30I4PJwoZLl1b7xzVh8fP74aWBi5N8SutgXh4SSF2184HlY%2BkiUMHwS7pGLsba6DQaC7Xe6VRL5iheV8tl%2BSlvbTIzmgBbZYHGMTKZcw%2BLLi6a0GCK9D4i3mGxqTzEXRSlo1ZJwRT%2Fe3EEjHSASN9zcArj%2Fh3Z6C6OIFTyjWFLsHq7oCoQNU8Upvd9s7ww5JHri8L0u%2B94Rzyx%2BQ7rbxWYJENPFm%2FTVoP754Km2zlkRJ%2Boo5%2FLsmKki2Pk5m3KRH%2BxymtQG3lZMOZwWEISdPLiCf%2BEvlJRoqrBaHUO2DHh1%2B9zsntkBzvY0n3ql2jRqt8KZehijtIYRn%2BhaGMKaqBAbQ0XEZUzdZn63sI5g0S7JUs9UVVwD8Sju%2BqcWcegq8Wye%2BjoMegYf%2BUtjMyNe7iRnt7JB7wIGLautliq7mdzvyMCqkUYm%2F2xl3Xstfw7L50llyik%2BmInSLM1R1BMmokWLxbms%2Fghiyf4BzxoGwYMRvaLuh%2Fcj3UCNHJsXKGhOQaPaz%2FDs%2BZ8uhL%2FaLLuDZXVu9Cg8SAmGw%2F59i5I%2B%2BLxAXBUHoNyQGWg2Mq%2BrfVlIuwEzmHHVmNOU7kZtNeAJ%2Ba1OsLGvS%2FKNgafcB6ZhMtcqBZWamnTke%2BX%2Bb2wvw9mGoCaFCPMnXfrr1jygriLo23mbIZGWfxvvXKtniQmT%2B0Vcs6lTeAhIuOe6i7hTeBP2LJCbdiukLc2t6gPUdlkDfUE5ZAfah9e%2BM1nGK%2FRBKOnfZ9Og%2BONpyT9d3D2WfPN4XJ5ifrxZctIcBJcTzyRqO3Tgcna9ns6DP%2FOCcU5HESD7mFF9CmSjDgMOgeu9SC1rvgb7SR7Wl%2BYGrjoYqVe5YTTHemAK7%2BKBEUTk9TKLdZpSSOMS959327k%2FMoeG%2F3Q2H%2BQndbfY9LmjIs8cfCa%2B0c%2B3I5Wbi%2BFeaiNQtTqdyz%2FNoD2pZz8fz3%2BZ%2FquIZWSNOpI0QPYbThhld%2FZTJIq57aHJpt7SrNeHc2IdKR8b%2BdM81PKjidBdcg3V3EXV6qTaMMbIWZfWShta6XDR4aYXcnLBFUIu0lCHyj5VprUqfZg%2BXOQljqO8giZOQKL5sF%2FNDs4J02bKa7h359k4%2BI5lckaiJ9DfodAtezB%2Bd%2Fsi0Abyj4QHUtePlR8L2CEuRFMpJfTBuIQ5CBJpoHPtGC3%2Bemg0FK0iOYKw6vZDZhHYuYUw7B%2FGnJSpmDXM98AP66TWu2qK7d4yY4KVmSChckFXZc0rTAGk7RslgJNIm3owORFzvS7yH4AQ51IJ14dzQbILtSY0WIjaw8DhxBWW5mbtZx,1,0,0,0,0,#1239267389,Rosa,"56,58,60",Pro Tork,NA,Evolution G7,Integral,Simple,EPS,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
9, Capacete Moto Protork Escamoteavel Robocop V-pro Jet 3 Loi ,57,NA,1743,552,10x,6.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1538,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-871667175-capacete-moto-protork-new-liberty-four-varias-cores-escolha-_JM?searchVariation=27219629615,1027,322,138,31,20,#871667175,,"56,58,60",Pro Tork,New liberty,New Liberty Four,Integral,Simple,NA,ABS,Adultos,Unissex,NA,Micrométrico,Inmetro,NA,NA
10, Capacete Moto Ebf Aberto Unissex Varias Cores/tamanho ,133,NA,909,33,12x,11.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,216,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-824544027-capacete-moto-feminino-fechado-ebf-varias-cores-e-tamanho-_JM,172,32,7,5,0,#824544027,"Branco e rosa,Preto e Azul","56,58",EBF,New Spark,New Spark Borboleta,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
11, Capacete Moto Ebf Shield Solid Diversos Tamanhos E Cores ,60,NA,2954,20951,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1572,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-939522798-capacete-sm-moto-automatico-marino-pro-tork-motoboy-_JM?searchVariation=25199373283,973,344,149,57,49,#939522798,"Preto-fosco,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Preto/Cinza,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,SPORT MOTO 788,Sport Moto,Integral,Simple,Poliestireno,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
12, Capacete New Liberty Three Moto Aberto Pro Tork New Liberty ,57,NA,879,2509,10x,6.48,NA,Envio para todo o país,NA,NA,4.4,810,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836775816-capacete-pro-tork-fechado-automatico-sport-moto-788-_JM?searchVariation=15907429717,487,191,90,22,20,#836775816,"Laranja,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,Sport Moto 788,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
13, Capacete Moto Robocop Escamoteável Pro Tork V-pro Jet 3 ,75,NA,1918,38,12x,7.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,47,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1052195678-capacete-sport-moto-788-automatico-pro-tork-san-marino-_JM?searchVariation=24813044366,30,6,8,1,2,#1052195678,Azul,"56,58,60",Pro Tork,CAPACETE,Sport Moto 788,Integral,NA,NA,ABS,NA,NA,1.04 g,NA,NA,NA,NA
14, Capacete Para Moto Mixs Fokker Solid Preto Em Oferta ,159,NA,6,4,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/POLOBRISA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=NmkgM%2FtkywWCUytlUXbjCoBs9%2FibSeTq2aNXSB5h4AcrpOJ%2FMn92Xapeuc8PxBMLqsGuUTX48r%2FLwEmdK%2FDFyqwFBkvT1s5Iy5OSZldshbrzVC4CAZgXYvyTXnmGO%2Fn%2FiPRf7acFj25HmOyGVqGzRu3Cy%2FZL6I3A%2FA7XCHyIuTo5AAj11ZXzmX7f8BLTQ98kN9sU1%2BinicNo0aHDsO%2FfA0UH9lh2bnJzjStdi32t6wTDMx4F6YK9j7CofF6WIgyKqd448mFeadvNkPRm1BALJgw82086FXVMNWaKYFKOdr5b6tfpO3tQCED9%2FPhkS7NZsfJ%2FIsRl4whLVVtsr90GG6oebvKGBYWn7hxbXJw8fmytyHwIS7lTBk555p2lAUOqTVUQRPNC79xFjVb22nw%2F0rDeP76UcqNOjvhrzcpvDZItOSWC%2BUqgT1G7dMS%2FMYxOgn0iD%2Br9mpJXShRYgQaGUHH%2Bx%2FD2a8D0Xr7zJYZpt4xTaog3DgyGecHr3c26h1Efnr8mkXuceSuJUzg0KvuRVyEyLVXrk1Lp7F9ew3bzciJ4T1F5uoPO45LWPzeogo9YIaSi2xPwWp54uzVcRM%2BOu3Xt0Qc%2FgcNTZ7MHTngvBSZa5OmIhEMtYQyONPTKXnozlcQWzgVsFEPJ27YVpKSEgO%2FkDy6ytfTr5g0fTCqr6SQI1ty06DCXqXjaGfyI9uhsemuXr3KYVOmaZpp%2BxfiV7sug7lNdKRzWBM4quJ1R%2FIgJQhFU01HQZnPk95zmn9KcWvwqjJgEMSaYLFvZfoCyOEPWe4q4FCM7DOZdoDklv813y4n9v9lJTz5Ni%2BQWy1XDwxkEGtRoTqXs3iKmQVqUvyKrM5R8Y3qLVxYGs%2BzucKmM7VdBHvdjo6mDHaJXtntj6W4YXNjoPJoIO1EY6jmri0QTkt%2BiVo85iHc6Wkg9Citwh2tcjZWA4u%2F8JpqHiNl5ioaks2xfpljhRPO%2BeTayW%2FLmTKPLwoNdTLvVkJzA31MqpJwnjnzZtkIICMy0h7FiQctbh3gCFznnZ1hbT%2FFbQDNfrTpIE1za9jqS3jxyZMPIq8I7%2Bz15VAo7zLe1p%2FmRl5%2FYYgCnuRaiFZEQqPQ6hdW2Q%2BuvJ5xShczZVY1H9m%2FZWwiUJX21S%2B%2F62XTpNqz2Kg7D7ytGGP0kAWV0%2FD7Xh57eatjnvRs1FE4kzC%2BxbeHD0HiMqYDDV8H%2BQ3uxKMdKPO5vMEIxPQglSbjM%2FGOc6SxFjH8fJS9cGQfC5uCjqnjliK7lRp5y1BXB%2BtVwWO0eIxbZS9VRfNf8xMtipohPoybFMlfQEbfB67dtV3GBoE8D%2B9Jm1%2F3w15VDnf1VWyb0Rge7DoVJF0FPZsvkWxPVN2AwVZFCNHG54vE7IPxgeMHDc3V6piRTp06kZXuXDnN1P%2FYiJ%2Fs3vSqnaekabDcsOCM4GCuLAhVJ%2BufR%2FyUeYdTKNehGfckGI%2Fdd5UPf8pcyzFf6nqt5ovgwH7aQm4HqWlQGLMfmzkN63LF8i4%2BF0HIlJnZ6sCyl4C7uBGvdhBPKFCKCQQOi90bxGWPhVJnsPI2tp0Rtzhml5ldtwtObeyJkDJM16eSx7KZOxlFCHpRFmmPmoVE7Oy%2FQGu9WTw9I30ks%2BDk667mZ9XLtPzMUMhB6sypL08eMfHRQ5ezEstyJMDQldEijR5iUT%2FeS8wAoY2SDgrBSY0SjQ5uicIYEG0I8zLqgyhWXSYZPWU2FN8ae5c1OIMPUYhvxEGGJ8Sq%2FXSI8J2tIPvRlRFJlbBQ%2FpPDQu9T1%2B7G0Ny4DY1BEo1pIWBUMjwhTD8PKzda7Jw7vWp6k12JBQ8Uprj%2Bn%2FLHH3A20w7%2FiaRvgI%2FdYdm3cslJ1hhJlX8oIS8HZwyO2ki0VEf5s557YR2WlwbDg3w%3D%3D,NA,NA,NA,NA,NA,#1181706982,Preto,"58,60",Pro Tork,Fokker,FOKKER SOLID,Integral,Simple,Poliestireno,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
15, Capacete Moto Ebf Articulado/escamoteavel Robocop Varios T/c ,134,NA,834,187,12x,12.90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,82,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-960763001-capacete-moto-protork-evolution-3g-noscity-preto-dourado-loi-_JM?searchVariation=25688881227,53,19,6,3,1,#960763001,Preto,"56,58,60",Pro Tork,Capacetes,NOS Evolution,Integral,NA,camurça com alto nível de conforto e absorção;,Injetado em Polímero ABS de alto impacto virgem,Adultos,Unissex,1400 g,NA,NA,NA,NA
16, Capacete Sport Moto 788 Automatico Pro Tork San Marino ,104,NA,4831,1602,12x,8.67,NA,Envio para todo o país,NA,NA,4.4,2154,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-781215610-capacete-moto-pro-tork-r8-fechado-_JM?searchVariation=17279219016,1430,407,183,63,71,#781215610,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
17, Capacete Moto Protork New Liberty Four Varias Cores Escolha ,55,NA,647,65,10x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1210,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1190902717-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=37973983683,871,230,76,13,20,#1190902717,Preto,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto com Viseira,NA,NA,NA,NA,NA,NA,Micrométrico,Inmetro,Urbano,NA
18, Capacete Aberto New Liberty Three 3 Pro Tork Moto ,132,NA,1158,1270,12x,12.71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2154,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1077714424-capacete-moto-fechado-protork-r8-viseira-fume-balaclava-_JM?searchVariation=26160059577,1430,407,183,63,71,#1077714424,"Vermelho,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,NA,NA,NA,1200 g,NA,NA,NA,NA
19, Capacete Moto Axxis By Mt Skull Caveira Azul Lançamento ,122,NA,2924,7,12x,10.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,198,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-824529959-capacete-moto-fechado-ebf-feminino-varias-cores-e-tamanho-_JM,156,28,8,3,3,#824529959,Branco e rosa,"56,58",EBF,New Spark,New Spark Borboleta,Integral,NA,NA,ABS,NA,Unissex,NA,NA,NA,NA,NA
20, Capacete Moto Tipo Sanmarino Automático Masculino/feminino ,69,NA,16,3581,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=mznrfc1FVLO8T1c6Ahe9dkTi19fjjjVXMN9qfqL95bopOc%2BMAlIwhIUYRrX2kKsPlEmYdCRq%2B2LSWg5uJrW9JPq5lZG64itUuxgLnuHVoBg%2FyXDVbFAgRGpSFpsgn3c0dfsGefDrPYwKZBwdFeda5V9vBSd4cZhd1AMZDlR4A7ZWkb3PESFYtOkqjXBjlOfP4ynjRXNDLqpvQBrDyO7MPMf9AWaGubP7APYb9GuvAPP4jdNdTs4qpVuusVIVai1ebz1eLD2cW93gTSZDkW5Kbqh%2Bht4P3cV4i04X7AgN%2Bf%2B7Z0oI3Lufv7g2D0R1Dt4na521pxGaDbwve81CxhCjOPKV4hAPesj2KdFIMZK4Tau86LJBELH9lNBreiv8oWquqtVPdPOWrQD37JunnhXOjpklSnrtVRpMujvxy70H32m62hw61Wpx3sxS00Oe2MpW66WzAyPkOZYLbq2gO3r4uj9w0%2FPC%2BYRl9ZgUYaYMI6cTLTKJb26Q67acaYbmSCUDxFFIIoRmwN8%2BCSsJwZCPc9z9HEjqgIHPwe3mTO2%2Fw1F7%2FP5sx2XNaFg7Pua2tiGWiiQqG7P9v8qqyhgfejfcdqj7KnEo%2BopIwHtnhOBc9jvi01QdQnB9Kd%2BbMQmfQJYo%2Bit%2FZ8rNynJq22XFsFteunWdgz8Jvhq2QiKBYHeQhms0%2F4BW3gzXXWNEdmDTPs8UoybP%2FrY3AoEj5hJWzQE66LRb3ZUaeQCPNSDoVXuQ429s9sU5MHr2FRX7VlftvXSzroJIEoZn04dgJo1yel3bpd%2Bq8D90ubKBgKzRH68s0EaUVi7ckSQc8EGodlSjfiXdBe4fP%2BiuDliJj0Fnty9959pAU8k4Km1EwPxxE%2BfikcNNqrDg24teDOgayWi355a8jfThRVcEpfi%2FtiA%2Bm5V8Rp7FEdpFiteHoJW8hz85%2FiGs5auR1bR2Wi5oYa3wcgDEaM6RI%2BuwXoVnTYsoY0qNv%2FaEQFcUEF3HQB6RBExgod8k80pp2z2Y4P6QYHAOZQ6jf3p%2Bz9VrAWQ1m8etq8n4J6GCIOp7iK96r5PN%2BFNvvUEAq5h6FS5AvUVq3jFr%2BMdJ2SFWxiQ3I4xPglNE%2Bt%2Fx4g2xmGTfVD8YDKL14rv%2BW6xZGIdVCXxsE%2Fl%2BIeoXW3zyeKrHyK%2FCdhLnBNJtFuInP8fFQXDWgVm1f59mkhxb3lZ8w8zyZIqarD1S4Kb26KLb70feDBpf7fcF9cQtXrnZnt7cX%2F313i6pNGQbgNClEzoeuPTzKzVXLOlVLWe7fR9CPpRsBrVpHAqBYKX7dM4vbNOSRgDlaRBOE4JBoCI5RfAEg5suM9VMmiDB9OsV%2By3RZQQeWGhdoedSmtSRunrOsltqws3lU09RDqUmkR1AcvENj9ulAY9pfVGDKQmSjm5hyFolaTDYPfEtVwnzO4JQolKTG0TdPowT4Tmop5JOrZTc6%2F%2FVxgmFjlAXWyUQt5RnHfhikhlYAc1ONt2%2BJxLNLS68jorbrqnk8cpl8MWjPydT2ypwD%2FkRLBvdZzy2gNTojfv9EZDffwXh7ucR08Evwe8wd24qvYqhpKmU2za1i9W5ADfX1yZ%2BSo2Czross30Q2%2FgDcp7hI%2Blz4yoVneekDYKBGyhlhzYK9mcoFBoJbzoiV3Y7NjwBYosS3B6PPh%2Bu33YQOOcfPZQN%2FmkHCzG3K5fGXF%2B6whlIPKMiyYji9IWN0JcdvNOiTG7Gt0N8TLlF%2FiTKnyVbkRR0V4q3bzcQwzv8XdidHW53JfYrFmboTVhGYcb8FS4e%2FYBeIjnjQdZw2nJMomtSOLMM2bHav1C8ujv25vWWV4BZYm%2Bp9cMnAK26sGU0CAdPeEfVJodAa3xOgTbcgU3iMdde%2BjzKHjSo01SRADOgiiBiSCT5m1VWAF8i,21,5,7,0,2,#1281264225,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
21, Capacete Street Sport Moto For Girls Pro Tork Feminino ,75,NA,911,16,12x,7.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1572,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1051226842-capacete-street-sport-moto-for-girls-pro-tork-feminino-_JM?searchVariation=24768784773,973,344,149,57,49,#1051226842,Preto,"56,58,60",Pro Tork,CAPACETE,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
22, Capacete Moto Fechado Ebf Masculino Varias Cores/tamanhos ,154,NA,782,2386,12x,12.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,330,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-984292838-capacete-moto-pro-tork-evolution-g4-las-vegas-viseira-extr-_JM?searchVariation=21128485402,255,51,14,3,7,#984292838,Branco,"56,58,60",Pro Tork,Masculino,Evolution las Vegas,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
23, Capacete Protork Coquinho Moto Custom Couro Boulevard Harley ,89,NA,930,1,12x,8.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1448,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-1106473935-capacete-new-liberty-three-moto-aberto-pro-tork-new-liberty-_JM?searchVariation=27805145019,1082,249,88,12,17,#1106473935,"Branco,Preto","56,58",Pro Tork,New Liberty,Three,Aberto,Simple,NA,ABS,Adultos,Unissex,1290 g,NA,NA,NA,NA
24, Capacete Sm Moto Automatico Marino Pro Tork Motoboy ,60,NA,636,135,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1210,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1167358616-capacete-aberto-new-liberty-3-moto-motociclista-promoco-_JM?searchVariation=37125151127,871,230,76,13,20,#1167358616,Prreto Brillante,"56,58,60",Pro Tork,New Liberty,New Liberty Three,Aberto,Simple,Poliestireno,ABS,Adultos,Unissex,NA,Micrométrico,Inmetro,Urbano,NA
25, Capacete Pro Tork New Liberty Three 3 Moto Motoqueiro Motobo ,129,NA,726,231,12x,10.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2154,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1119741753-capacete-moto-p-mulher-fechado-rosa-com-viseira-espelhada-_JM?searchVariation=28800127599,1430,407,183,63,71,#1119741753,Viseira Cromada,"56,58,60",Pro Tork,R8,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
26, Capacete Moto Fechado Protork R8 +viseira Fume+ #balaclava ,399,NA,130,4,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,33,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1188744116-capacete-moto-axxis-by-mt-skull-caveira-azul-lancamento-_JM?searchVariation=33693186315,30,2,1,0,0,#1188744116,Azul,"56,62",MT,Eagle,Axxis,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
