search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Formato,Marca,Modelo,Color
174, Auriculares Inalambricos Tipo iPhone Modelo I7s ® Tecnocell ,587,NA,1,9999,18 cuotas,32.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-465637265-auriculares-inalambricos-tipo-iphone-modelo-i7s-tecnocell-_JM,NA,NA,NA,NA,NA,#465637265,NA,NA,NA,NA
175, Auriculares Inalambricos Bluetooth Manos Libres Stereo Bass ,450,NA,1,2,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROUGHDIAMOND,https://articulo.mercadolibre.com.uy/MLU-464550241-auriculares-inalambricos-bluetooth-manos-libres-stereo-bass-_JM,NA,NA,NA,NA,NA,#464550241,NA,NA,NA,NA
176, Auriculares Bluetooth Manos Libres Jbl E25bt iPhone ® Ty ,2697,NA,8,492,18 cuotas,149.83,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457117481-auriculares-bluetooth-manos-libres-jbl-e25bt-iphone-ty-_JM,1,0,0,0,0,#457117481,Sin Vincha,JBL,E25BT,Negro
177, Auricular Bluetooth Bs3 Sport Magnetic ,899,NA,1,9,18 cuotas,49.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MASTERCASE+CO,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=s33feMZ8hRg91wycLywPpls5mkh%2F1FRu%2BmJ4ddTLqqvblW%2FjF2jjvJNjswuhoybMXWO48bRbDT6Ba8Ew1oQCEV%2FzFUCbHV2x9uZKdhCb8SI6vAo7J%2BIIS7j3VWfH7MAvIe7ToQYV9ms6tsr02cX1u33zhzXjq%2FqwTbSxp6WiGPt8n7uv%2FOtqFyAAcOmbJNZwCX4tiAJhgZS8B%2BQ4bl4V6vTO%2FcMhLR%2BDtqC1AhHGsRXWwVstlH3n91j1B8W3nVecqGNh%2FiNNvDd49IN%2B0%2FzwXADBF%2BsTTxn19f1GNqXWDfYQJPyfmo7QrknGsYSMoLu38ZYZDijWyfcGK%2B2A%2BlwtryN9pch2yM3%2BNZRPhtdXDjCdG8TdD0htlEOesiDhwy5mSPp%2BvniN7aLUaH7uPTrBnusZFQTIYpNNMpkq3vEtdRKtPm1eXWCmliiAIZ3oTV7VMT0nNobnk66P60Y6pH3yqIvmXToS03cnrZIVb2xyzyNseV7v5NApU6Dm83pXJpFTehnkvMcrlLLuBmzsdHnHI8LHAzuKP7tk%2FRf3DmvCbOKdi9Lx1QWObl74FB5iE9UADHamH2xcW%2B49SQdPdWH%2FXlWwVmeJjWa04%2FRN5lvvHx1AlIVaHsVvypY33bDI%2BdZNWvChc6ufljTDd0UOvrssK99wJgPtLrUZSoCWm6ZdhK1wjnPBMKsSjmkUvlAGO8NMQMLL78KMye3QezRuVp6FRGul2%2FTXdvzBn%2BiQY3CT0Mek6Lj4BKDImuO2H6pRKMX%2F64DuORPG4Q0Uny%2BuCgDsCU1lqH%2FxOTAGyWBy0k2m3V01JY69A1iZPCoSSqXU5LM2s%2BiyW90XbydiB0fXQ%2BrkYkV2AibC4beQ7L%2FcrihRba2k9YZDBM3OcuwdXidKvSyQ8i%2BQn9i04Fx1hMUwmWIuaabeJNxjjWQvkN9LveVHnn58Sh%2BKo3WVSxoeZV7vNvo53IV6zTKGjC90Hr4OxnY8H1yePpA0NIv921mCs815iQg7pNEtv7wtlYCozPgEkjjskY7zeb6s4eInSGCyoOTSF2jT1Wp1NPDvZTSbHCLpQQvf%2B7GrfNbv32FZ7Fb2O9E5SbBIEz8%2BKwX4Aa3aFNprfdU0HvEth3%2BoJ7vuxZBVTn6foGGl3cLXX9%2Fjl00m9AdnS2CVwbvRXWgU0OZMg5tLk2TANiV6isV0z4k8Xj3TKmJhN96wD5vkUqTkgVxSJhX5l3mafNm6yp1fXupbQNiHzAS9zrhBuLhbhT0ABsAC%2Bsnmq7lmn4%2Bcy2cNyZeF0RNdlHr%2BEx5Ssx7PDGGTWefsNJiX9mgY%2FQ8wIX%2FkOxG%2BNaDECWaW%2FxkbPL5uT5YHqglNCmN9LAeD%2FwRsYocsF6ivIO1gILb6u4rX4twxTY5nhH1EMn7umaYkBRtG5QxTqewJjcdwAKpjR9jpetWfrzYdso39XUVVHluxkejnh2OgTN%2B94jqY8cSuxKrIx1%2FVew4QSmnAUgPlV8QmDfRJnt%2BoxZBQxbgaWXjpup4D0or%2B%2B1josQxa7lZpphHTIKNvfLuCojKoknI3hNs5RkPXZXIwOu6m82E41ZWkZ8%2FWI%2FNrStjH6vrMVNpu7XfwHf3U3CWuAKY%2FUTMe6jVc%2F5nX%2Byc9SIcn9VhCtKppqplvlIlRKeh%2FOADMcyWzgHyvX8sfeRdOAVZPvHEQFYWNgF2bydJ9XhMFzpG8VS0%3D,NA,NA,NA,NA,NA,#462671521,NA,NA,NA,NA
178, Auriculares Earpods Manos Libres iPhone Lightning Bluetooth ,320,NA,0,99999,18 cuotas,17.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-464000427-auriculares-earpods-manos-libres-iphone-lightning-bluetooth-_JM,NA,NA,NA,NA,NA,#464000427,NA,NA,NA,NA
179, Auriculares Jbl Bt Inalambricos Con Microfono Bass ® Ty ,2690,NA,2,498,18 cuotas,149.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457117354-auriculares-jbl-bt-inalambricos-con-microfono-bass-ty-_JM,NA,NA,NA,NA,NA,#457117354,Con Vincha,JBL,BT,Blanco azulado
180, Auriculares Inalámbricos Originales Apple - En Stock! ,300,NA,1,15,18 cuotas,616.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MERCADO-WEB-UY,https://articulo.mercadolibre.com.uy/MLU-453078446-auriculares-inalambricos-originales-apple-en-stock-_JM,NA,NA,NA,NA,NA,#453078446,NA,Apple,NA,NA
181, Auricular Manos Libres Motorola Cobra // Pocitos ,790,NA,11,30,18 cuotas,43.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MUNDODIGITAL880,https://articulo.mercadolibre.com.uy/MLU-444594738-auricular-manos-libres-motorola-cobra-pocitos-_JM,NA,NA,NA,NA,NA,#444594738,NA,Motorola,NA,NA
182, Auriculares Altec Lansing Mzx399 Bluetooth Ip67 Amv ,33,NA,4,10,18 cuotas,67.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-462245608-auriculares-altec-lansing-mzx399-bluetooth-ip67-amv-_JM,NA,NA,NA,NA,NA,#462245608,NA,NA,NA,NA
183, Auricular Bluetooth I7s - Compatible Android iPhone ,1099,NA,1,4,18 cuotas,61.06,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FONOTIENDAUY,https://articulo.mercadolibre.com.uy/MLU-454049934-auricular-bluetooth-i7s-compatible-android-iphone-_JM,NA,NA,NA,NA,NA,#454049934,NA,NA,NA,NA
184, Auriculares Xion Xi-au86bt Azul Bluetooth Con Micr Zonatecno ,19,NA,3,3,18 cuotas,39.01,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-459136430-auriculares-xion-xi-au86bt-azul-bluetooth-con-micr-zonatecno-_JM,NA,NA,NA,NA,NA,#459136430,Con Vincha,NA,NA,NA
185, Auriculares Bluetooth Compatibles iPhone-android - Tecnológi ,650,NA,45,10,18 cuotas,36.11,NA,Envío a todo el país,NA,NA,3.3,6,http://perfil.mercadolibre.com.uy/TECNOLOGICO.UY,https://articulo.mercadolibre.com.uy/MLU-455155253-auriculares-bluetooth-compatibles-iphone-android-tecnologi-_JM,2,1,0,3,0,#455155253,NA,Apple,NA,NA
186, Auriculares Inalambricos Bluetooth I10 Tws ,69,NA,20,8,18 cuotas,141.68,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/INFORAMA10,https://articulo.mercadolibre.com.uy/MLU-459598702-auriculares-inalambricos-bluetooth-i10-tws-_JM,1,0,0,0,0,#459598702,Sin Vincha,NA,NA,NA
187, Auriculares Deportivos Jogger Con Bluetooth Y Manos Libres ,350,NA,37,89,18 cuotas,19.44,NA,Envío a todo el país,NA,NA,1,1,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-446563758-auriculares-deportivos-jogger-con-bluetooth-y-manos-libres-_JM,0,0,0,0,1,#446563758,NA,Jogger,NA,NA
188, Auricular Stereo Gorsun 778 Azul ,590,NA,1,199,18 cuotas,32.78,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROCA+MOBILE,https://articulo.mercadolibre.com.uy/MLU-461747431-auricular-stereo-gorsun-778-azul-_JM,NA,NA,NA,NA,NA,#461747431,NA,Nokia,NA,NA
189, Auriculares Bluetooth Deportivos Energy Sistem Diginet ,29,NA,3,9997,18 cuotas,59.55,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463579220-auriculares-bluetooth-deportivos-energy-sistem-diginet-_JM,NA,NA,NA,NA,NA,#463579220,Con Vincha,Energy Sistem,NA,NA
190, Auriculares Manos Libres Bluetooth Ideal Auto Y Moto ,750,NA,90,NA,18 cuotas,41.67,NA,Envío a todo el país,NA,NA,4,6,http://perfil.mercadolibre.com.uy/URUGUAYKIDS,https://articulo.mercadolibre.com.uy/MLU-443677825-auriculares-manos-libres-bluetooth-ideal-auto-y-moto-_JM,3,0,3,0,0,#443677825,NA,NA,NA,NA
191, Auriculares Jbl E25bt Inalámbricos Bluetooth Negro Nnet ,83,NA,3,999,18 cuotas,170.43,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463550647-auriculares-jbl-e25bt-inalambricos-bluetooth-negro-nnet-_JM,1,0,0,0,0,#463550647,Sin Vincha,JBL,E25BT,Negro
192, AirPods Auriculares Inalámbricos Apple - Garantía 1 Año. ,295,NA,0,15,18 cuotas,605.73,NA,Entrega a acordar con el vendedor,NA,NA,4,51,http://perfil.mercadolibre.com.uy/MERCADO-WEB-UY,https://articulo.mercadolibre.com.uy/MLU-460324897-airpods-auriculares-inalambricos-apple-garantia-1-ano-_JM,21,17,9,1,3,#460324897,NA,Apple,AirPods,NA
193, Samsung S10 8 - 128gb + Funda + 32 Gb + Auricular - Otec ,999,NA,6,8,18 cuotas,2.051.28,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/O+TEC,https://articulo.mercadolibre.com.uy/MLU-460682000-samsung-s10-8-128gb-funda-32-gb-auricular-otec-_JM,NA,NA,NA,NA,NA,#460682000,NA,Samsung,S10,NA
194," Auricular Bluetooth Xo, Divino! ",750,NA,7,8,18 cuotas,41.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MASTERCASE+CO,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=OUn0Fomuvab81cJ6k8GzPuXbMzjuSq8FHDaHvqYdvK6zs7RQSW3%2B08kpVfvo%2FDLPK5hYTh5tYqqFVSKAyh3CIgzwLGjIbG%2BI4huG0mxAv1guptmVmhh%2Fd%2FFuANGpoNzfZGbWkmk4VfN5hleKoebFWDXaBpIB4wcJHsYBEpWNSfSG7QFc%2BakH2F8i6CYAKdkuSBjv%2FCe1r3zHWPsgBa%2F38XUB1eXQ5FoHtIlefVLnfw484rYYOiilHlcEGcLBBLcEiMgBPgXFLFC%2BN1eMikqXzNSITpHq4NIzo%2FFIM2XM8ynwBzE4nJoUpL%2FPC8dCwzb4Gbg0ZMr7Tb50F9jbsazQ%2F0Ep8YQriG676cKCNtx2eXRiidgBqIudqf3elqKawlBQ%2B598NziVlog%2BdZSE7ymSrmXrr16E6DxP8CZQqfTWzU5gZo%2BS0zEJTDh%2BrUUacQGtRToOCY0hQz4B91g%2FW1RsWwCQuFF0DkXB1sCSuhI5JUIFmDOadoAVrvlEA%2BVdrzGUOOecCmUPCd0KG66aI3umeNPhoUVspWqbNnNlipFGJ%2B8KFJixtpzVt8DnMPrQxXPuQn9RjQxXA7OtdfoH6dJAA4QtL%2FfxcI5carwfspnPfAY4%2BHjFqegDz73g5efav%2Fz1gMgbk6%2FwbyrQIc8IN7dv2mKQL21neUma5SLdmj9lOT4cHQGhRUI2n5%2FS7mqU1L5ao3W7JRo6BKsjupdPoqk6T%2FGSUytAbTUEXaDbwaR%2FR%2B77QU%2FM0X%2Bhvb9EVavvYmGCLgJUxYw90cqLzAYazx3QmRGUh3xFXq9goXLqn07PtfnVgu4vzVBE2Huw9cgL0FBooR0XK1IjcyDYwiOj1tGI6wEbWUKQmoDylUSbt828VakHArb7%2Ful4kxJNjWTFZVOP%2BYcR63FulObpyjjSHe%2BZFwSQHqNpAB%2FQVaZIUfNegFa1%2BdUp3Vj4yPQcqm8vIY97OSzWFvPnEAbubVWwgrfVrIc7y3xz4wjjDlhyGUSGh4HlXhqKunz%2BXddJbIzp%2FTP1YTpvYSn0nyHnCWy8jMiJJKin3d3dxTStwfsrtzUXWCP4qFi6%2F6T7mgtJ%2FkYY%2BudMtH8s8EJbie5FpxX6Hyx%2FJ4gqzCMa5%2B8lpIRh0FaBft%2BvXHrogxtdkTdnHujyczOlcfhuwCbatGAdI7hThyb8UPFrEuoprr%2Fl8s5ka4LTHtKaTVFKzbAJmvpW1isfIZdrbxJEL8SRKQgp94Jr8v7OM5G2FOiQ3MnlxlqTiJBUd08E1QXI4MCM5l4FduAtRaNxS0KWC2USY1%2F1sEEx%2FeTQM%2BU9GxwHR3I1LXFyjl%2B%2B6pYUpn7FolHvbUHiusbckaBHXz3lIDYZ%2FONW%2FnJakHXT2HWPKGHOF1fwFIIuldfyZ1RvapI%2BivMP4PqXmI%2BDdSQlBpQDDrVzmV8i6EgddB5Gox4EDrPn%2Bic17%2FEjNwvvOBLF73c%2BI2YObSHBSxvFWPSi1jAyp8rM6JHMmBaXUwCY%2Fg92D1gYzlz7nLdBwksg2WZQFbbVS7dLigHItENeJk2Zj7FzgxitTNHAKu4noCyeD%2BTLGad0UjDho4QDRnOI1gwzVddCY%2Bgh7Qt5KnuqrjjM09VEKEsDC8I4LzAxImI3KGd5BYLfGQdJNNfefzqbBqxUZfy1VIlWEkflUF94nDS%2FA7DNedCynVbSEYOS%2FsQ%3D,NA,NA,NA,NA,NA,#456702481,NA,Apple,NA,Roja
195, Auricular Bluetooth- Nuevos ,600,NA,1,NA,18 cuotas,33.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ARLUCEL,https://articulo.mercadolibre.com.uy/MLU-449877391-auricular-bluetooth-nuevos-_JM,NA,NA,NA,NA,NA,#449877391,NA,Nokia,NA,Negro
196, Auriculares Jbl Free Negro Bluetooth Con Micrófono Zonatecno ,215,NA,1,2,18 cuotas,441.47,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-459151153-auriculares-jbl-free-negro-bluetooth-con-microfono-zonatecno-_JM,NA,NA,NA,NA,NA,#459151153,Con Vincha,JBL,Free,Azul
197," Auriculares Inalámbricos, Soundmoov Truly Bluetooth Auricula ",2535,NA,0,100,18 cuotas,140.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457494607-auriculares-inalambricos-soundmoov-truly-bluetooth-auricula-_JM,NA,NA,NA,NA,NA,#457494607,NA,NA,NA,NA
198, Auriculares Bluetooth Ch I7 Tipo AirPods Con Base De Carga ,17,NA,20,979,18 cuotas,34.91,NA,Entrega a acordar con el vendedor,NA,NA,4,51,http://perfil.mercadolibre.com.uy/SOLUCIONESMOVILESCPC,https://articulo.mercadolibre.com.uy/MLU-456316258-auriculares-bluetooth-ch-i7-tipo-airpods-con-base-de-carga-_JM,21,17,9,1,3,#456316258,In-ear,Apple,AirPods,NA
199, Auriculares Bluetooth Manos Libres Ifrogz Impulse Duo Febo ,1390,NA,37,49997,18 cuotas,77.22,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-444044891-auriculares-bluetooth-manos-libres-ifrogz-impulse-duo-febo-_JM,1,0,0,0,0,#444044891,Sin Vincha,NA,NA,NA
200, Manos Libres Bluetooth I7 Auricular Oferta Mf Shop ,349,NA,2,10,18 cuotas,19.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-461950285-manos-libres-bluetooth-i7-auricular-oferta-mf-shop-_JM,NA,NA,NA,NA,NA,#461950285,NA,NA,NA,NA
201, Auriculares Inalambrico Bluetooth Radio Fm Micro Sd P23 ,749,NA,13,3,18 cuotas,41.61,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/LAMEJOROFERTA_URUGUAY,https://articulo.mercadolibre.com.uy/MLU-444141654-auriculares-inalambrico-bluetooth-radio-fm-micro-sd-p23-_JM,1,0,0,0,0,#444141654,Con Vincha,NA,NA,NA
202, Auriculares Inalámbricos Manos Libres Tipo Earpods ,650,NA,3,9,18 cuotas,36.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ACTIENDAELECTRONICA,https://articulo.mercadolibre.com.uy/MLU-456682575-auriculares-inalambricos-manos-libres-tipo-earpods-_JM,NA,NA,NA,NA,NA,#456682575,NA,NA,NA,NA
203, Auricular Bluetooth Azul -nuevos ,600,NA,2,NA,18 cuotas,33.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ARLUCEL,https://articulo.mercadolibre.com.uy/MLU-449876441-auricular-bluetooth-azul-nuevos-_JM,NA,NA,NA,NA,NA,#449876441,NA,Nokia,NA,NA
204, Adaptador Audio Bluetooth Para Auto Jack 3.5 Con Auxiliar ,175,NA,46,7,18 cuotas,9.72,NA,Envío a todo el país,NA,NA,3.7,7,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-452483802-adaptador-audio-bluetooth-para-auto-jack-35-con-auxiliar-_JM,2,3,1,0,1,#452483802,NA,NA,NA,NA
205, Auriculares Inalámbricos - AirPods Apple En Stock - Garantía ,280,NA,5,NA,18 cuotas,574.93,NA,Entrega a acordar con el vendedor,NA,NA,4,51,http://perfil.mercadolibre.com.uy/QUICKCELL-LLC,https://articulo.mercadolibre.com.uy/MLU-460029941-auriculares-inalambricos-airpods-apple-en-stock-garantia-_JM,21,17,9,1,3,#460029941,NA,Apple,AirPods,NA
206, Auriculares Bluetooth Con Orejitas De Gato ,1790,NA,3,NA,18 cuotas,99.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NORMISUR+S.A?brandId=298,https://articulo.mercadolibre.com.uy/MLU-459390231-auriculares-bluetooth-con-orejitas-de-gato-_JM,NA,NA,NA,NA,NA,#459390231,Con Vincha,NA,NA,NA
207, Auriculares Jam Bluetooth Manos Libres Celular Tipo AirPods ,4220,NA,0,99999,18 cuotas,234.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-462187804-auriculares-jam-bluetooth-manos-libres-celular-tipo-airpods-_JM,NA,NA,NA,NA,NA,#462187804,NA,JAM,NA,NA
208," Auricular Bluetooth Inalambrico Ledstar I7tws, Macrotec ",13,NA,3,8,18 cuotas,26.69,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MACROTEC_TIENDA,https://articulo.mercadolibre.com.uy/MLU-458880938-auricular-bluetooth-inalambrico-ledstar-i7tws-macrotec-_JM,NA,NA,NA,NA,NA,#458880938,Sin Vincha,NA,NA,NA
209, Auricular Bluetooth Estilo iPhone Inalambricos ,499,NA,1,99,18 cuotas,27.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HAPPY_HOUSE_URUGUAY,https://articulo.mercadolibre.com.uy/MLU-462037899-auricular-bluetooth-estilo-iphone-inalambricos-_JM,NA,NA,NA,NA,NA,#462037899,NA,Ledstar,NA,NA
210, Auricular Bluetooth Mini V6 Manos Libres Auto Sport ,599,NA,0,20,18 cuotas,33.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-462254157-auricular-bluetooth-mini-v6-manos-libres-auto-sport-_JM,NA,NA,NA,NA,NA,#462254157,NA,NA,NA,NA
211, Auricular Sony Bluetooth ( New ) ,33,NA,13,6,18 cuotas,67.76,NA,Entrega a acordar con el vendedor,NA,NA,2,1,http://perfil.mercadolibre.com.uy/LAURALOVE04,https://articulo.mercadolibre.com.uy/MLU-446764370-auricular-sony-bluetooth-new--_JM,0,0,0,1,0,#446764370,Con Vincha,Sony,NA,NA
212, Auriculares Xiaomi Mi Bluetooth Headset Basic Manos Libre Pm ,17,NA,0,10,18 cuotas,34.91,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-465109350-auriculares-xiaomi-mi-bluetooth-headset-basic-manos-libre-pm-_JM,NA,NA,NA,NA,NA,#465109350,NA,Xiaomi,NA,NA
213, Auriculares Jbl Bluetooth T600 Inalámbrico 32 Horas - P M ,129,NA,2,18,18 cuotas,264.88,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-464675693-auriculares-jbl-bluetooth-t600-inalambrico-32-horas-p-m-_JM,NA,NA,NA,NA,NA,#464675693,Sin Vincha,JBL,NA,NA
214, Auriculares Manos Libre Bluetooth Energy Sistem Envio Gratis ,30,NA,3,9997,18 cuotas,61.60,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-458755698-auriculares-manos-libre-bluetooth-energy-sistem-envio-gratis-_JM,NA,NA,NA,NA,NA,#458755698,NA,Energy Sistem,NA,NA
215, Samsung Galaxy A20 6.4' 32gb 3gb + Auriculares + Regalos P M ,234,NA,13,92,18 cuotas,480.48,NA,Envío a todo el país,NA,NA,4.8,14,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-462551300-samsung-galaxy-a20-64-32gb-3gb-auriculares-regalos-p-m-_JM,11,3,0,0,0,#462551300,NA,Samsung,A20,NA
216, Auriculares Inalámbricos Huawei Honor Flypods Lite Bluetooth ,167,NA,0,99,18 cuotas,343.38,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-463062578-auriculares-inalambricos-huawei-honor-flypods-lite-bluetooth-_JM,NA,NA,NA,NA,NA,#463062578,NA,Huawei,NA,NA
217, Auriculares Energy Sistem Sport 3 Bluetooth 8hs Musica Amv ,55,NA,4,10,18 cuotas,112.93,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-455871120-auriculares-energy-sistem-sport-3-bluetooth-8hs-musica-amv-_JM,NA,NA,NA,NA,NA,#455871120,Con Vincha,Energy Sistem,NA,NA
218, Auriculares Gorro Manos Libres Bluetooth Integrado Febo ,485,NA,0,99999,18 cuotas,26.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-464000626-auriculares-gorro-manos-libres-bluetooth-integrado-febo-_JM,NA,NA,NA,NA,NA,#464000626,NA,NA,NA,NA
219, Auricular Bluetooth Samsung Headset Original ,1203,NA,0,99,18 cuotas,66.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIRIOURU,https://articulo.mercadolibre.com.uy/MLU-461508290-auricular-bluetooth-samsung-headset-original-_JM,NA,NA,NA,NA,NA,#461508290,NA,Samsung,NA,NA
220, Auriculares Bluetooth Sony C300 A Inalambrico Microfono Pcm ,79,NA,2,999,18 cuotas,162.21,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-463452698-auriculares-bluetooth-sony-c300-a-inalambrico-microfono-pcm-_JM,NA,NA,NA,NA,NA,#463452698,Sin Vincha,NA,NA,NA
221, Auricular Manos Libres Vincha Energy Sistem Dj Futuro21 ,739,NA,18,10,18 cuotas,41.06,NA,Envío a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449377832-auricular-manos-libres-vincha-energy-sistem-dj-futuro21-_JM,4,0,1,0,0,#449377832,NA,Energy Sistem,DJ2,NA
222, Auriculares Inalámbricos Bluetooth Con Mp3 - Impre$ionante ,499,NA,27,103,18 cuotas,27.72,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/IMPRESIONANTE+-KUSA,https://articulo.mercadolibre.com.uy/MLU-457133987-auriculares-inalambricos-bluetooth-con-mp3-impreionante-_JM,2,0,0,0,0,#457133987,Con Vincha,NA,NA,NA
223, Mpow Jaws Gen-4 Auriculares Bluetooth Wireless Neckband Head ,2185,NA,0,100,18 cuotas,121.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457844467-mpow-jaws-gen-4-auriculares-bluetooth-wireless-neckband-head-_JM,NA,NA,NA,NA,NA,#457844467,NA,Mpow,PAMPBH025BB-USAA3-PTX,NA
224, Auriculares Bluetooth Tipo AirPods iPhone C/base De Carga ® ,587,NA,3,47,18 cuotas,32.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-456547609-auriculares-bluetooth-tipo-airpods-iphone-cbase-de-carga--_JM,NA,NA,NA,NA,NA,#456547609,NA,NA,NA,NA
225, Auriculares Bluetooth Inalámbricos + Power Bank Auto Recarga ,1890,NA,2,99997,18 cuotas,105.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-461591502-auriculares-bluetooth-inalambricos-power-bank-auto-recarga-_JM,NA,NA,NA,NA,NA,#461591502,Con Clip,NA,NA,NA
