search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato
1, Audifono Sennheiser Hd 4.40bt Bluetooth + Mx170 Regalo¡ ,299,409,"
			
			
				
				9
				vendidos
			
		",(44 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/TECNOLOGIAYREPRESENTACIONESS?brandId=79,https://articulo.mercadolibre.com.pe/MPE-433159499-audifono-sennheiser-hd-440bt-bluetooth-mx170-regalo-_JM,NA,NA,NA,NA,NA,#433159499,Sennheiser,NA,NA,NA
2, V5 Audifonos Inalámbricos Bluetooth 5.0 Calidad Y Estilo ,120,NA,"
			
				Nuevo
			
			
				
					 - 
				
				73
				vendidos
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,6,http://perfil.mercadolibre.com.pe/CLOUD+BUSINESS,https://articulo.mercadolibre.com.pe/MPE-434419720-v5-audifonos-inalambricos-bluetooth-50-calidad-y-estilo-_JM,4,2,0,0,0,#434419720,NA,NA,NA,NA
3, Audifonos Original Xiaomi Redmi Airdots En Stock + Tienda !! ,84,119,"
			
				Nuevo
			
			
				
					 - 
				
				172
				vendidos
			
		",(428 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,99,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-433005812-audifonos-original-xiaomi-redmi-airdots-en-stock-tienda--_JM,69,25,5,0,0,#433005812,Xiaomi,Mi,AirDots,In-ear
4, Audifonos Jbl Bluetooth Pure Bass Sound T110 Wireles Colores ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				41
				vendidos
			
		",(33 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,6,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435128963-audifonos-jbl-bluetooth-pure-bass-sound-t110-wireles-colores-_JM,5,1,0,0,0,#435128963,JBL,NA,T110,NA
5, Stock Audifonos Original Xiaomi Redmi Airdots Entrega Rapida ,80,NA,"
			
				Nuevo
			
			
				
					 - 
				
				173
				vendidos
			
		",(90 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,99,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-436361713-stock-audifonos-original-xiaomi-redmi-airdots-entrega-rapida-_JM,69,25,5,0,0,#436361713,Xiaomi,Wearables Bluetooh,Redmi Airdots,Headset
6, Audifonos Hands Free Bluetooth V4.1 Micro Magneticos ,17,NA,"
			
				Nuevo
			
			
				
					 - 
				
				36
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/VENTAS+O.,https://articulo.mercadolibre.com.pe/MPE-436216694-audifonos-hands-free-bluetooth-v41-micro-magneticos-_JM,NA,NA,NA,NA,NA,#436216694,NA,NA,NA,NA
7, Samsung Galaxy Buds 2019 Audifonos Inalambricos En Stock!! ,539,NA,"
			
				Nuevo
			
			
				
					 - 
				
				70
				vendidos
			
		",(29 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,6,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436048863-samsung-galaxy-buds-2019-audifonos-inalambricos-en-stock-_JM,6,0,0,0,0,#436048863,Samsung,Galaxy,Buds,In-ear
8, Audifonos Inalambrios Bluetooth Imantados Deportivos 2018 ,30,NA,"
			
				Nuevo
			
			
				
					 - 
				
				421
				vendidos
			
		",(23 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,30,http://perfil.mercadolibre.com.pe/FROG_PEOPLE+_IMPORT,https://articulo.mercadolibre.com.pe/MPE-420579803-audifonos-inalambrios-bluetooth-imantados-deportivos-2018-_JM,16,11,1,0,2,#420579803,NA,NA,NA,NA
9, Motorola Audifonos Bluetooth Pulse Escape Super Combo Pack ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				125
				vendidos
			
		",(27 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,18,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433512029-motorola-audifonos-bluetooth-pulse-escape-super-combo-pack-_JM,15,3,0,0,0,#433512029,Motorola,NA,Pulse Escape,Over-ear
10, Skullcandy Audifonos Bluetooth Method Sport Supreme Sound ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				34
				vendidos
			
		",(28 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,4,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434305464-skullcandy-audifonos-bluetooth-method-sport-supreme-sound-_JM,3,1,0,0,0,#434305464,Skullcandy,NA,Method,NA
