search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
11, Fone De Ouvido Headphone Bluetooth Stereo Usb Radio Fm ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1693
				vendidos
			
		",(32 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 738
		
		 sem juros
		
	

	
		",38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,94,https://perfil.mercadolivre.com.br/DNR+PARTS,https://produto.mercadolivre.com.br/MLB-728555287-fone-de-ouvido-headphone-bluetooth-stereo-usb-radio-fm-_JM,64,23,7,0,0,#728555287,Universal,Fone Bluetooth,Bluetooth,Over-ear,4.1
12, Fone Ouvido Bluetooth Haiz Fm Mp3 Cartão Sd Ultrabass Hz-18 ,42,45,"
			
				Novo
			
			
				
					 - 
				
				1507
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 777
		
		 sem juros
		
	

	
		",77,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,69,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1089729923-fone-ouvido-bluetooth-haiz-fm-mp3-carto-sd-ultrabass-hz-18-_JM,51,12,2,2,2,#1089729923,HAIZ,NA,Bluetooth,Over-ear,HZ018
13, Mini Fone De Ouvido Bluetooth Sem Fio Musica Chamadas Videos ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				14862
				vendidos
			
		",(234 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 576
		
		 sem juros
		
	

	
		",76,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,243,https://perfil.mercadolivre.com.br/NATHCELLDIGITALL,https://produto.mercadolivre.com.br/MLB-920959947-mini-fone-de-ouvido-bluetooth-sem-fio-musica-chamadas-videos-_JM,84,44,46,27,42,#920959947,Universal,Primeira,S530,In-ear,Fone Bluetooth S-530 4.0
14, Fone Ouvido Bluetooth Sem Fio Chamada Micro Sd Fm P2 Mp3 Cel ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				7994
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 647
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,373,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=gHxuSIZix3jVrOloxSI19OPGTWhkaRlVqWBPvHERbKG1w%2FtogCARv28QOw9mJ2Au82UxmwVXa3UMBdEj2erTwytf%2BaNoxoI%2FKzuxkNociLYh00bhpL3q4ZxDivYv5HmXl7NdPObqU9bAajVJbCAkyQcRUiuL7S0adInZnPdwMDB6zceP0yJEkss5smV9OaOncJhjhhubt9GwiDFXHOQIA3V8I%2BLTBgWWpvZc1f%2FDlr8khfpcYRgM6gSXNELPqk9Dntk9tURRuH1yv4jC4W2OoboNPeuoZuRw8%2B7yKQ0gfXiBjySps7JIlXN%2FByu4dGb%2Fy6s2RuRg9KdL7PMGpleErqcLrx5VwJBJHTnKSx0WFweq0BXH%2FOhdGCSyKyFOKF1orTu8oNPDewYGj1NmC5SLDMU76xF3OVPeQ%2FFET5ySSz284oIH0TXCFLlOExagteJ2F9F7nTH6QMA1bs1CjM8pehlgy7l5jNFn9vxLt0lobIHGLRz9karB7hFYYHWWvkjDy%2FFNUTnFsLO%2BTx7TvRbLDOks%2BRIzCAB4jlQa5IY0qlXGTJZJ5De%2F%2B5aLwtNB9Iek4JdJ%2F0PXaXsoz4PFEaETzdNGlJFzhlQX6eJZtdcoUXNEu4ksksYMAUBclvadXejIguqxE0BrmAPx5irZP9x3AQkw%2B%2FXWW8zCdyjG%2FzKnDBxptCEIhGvMuKB2qeWfWFhgedX4xX5Arxzsq%2FOd41Tz5qcq80AE9NNVMMO%2FDiwfoh3%2Fg4QFrgv%2BwWcLHMorh%2ByjmsZbvJj9yVYGo1fOesGoxipoffNzYhilAUXlTO3pUe6Dh%2B%2BjjrJTmL3Mfj%2FbzFaaBgmWg6o58eE7I8UGqNMukYE%2BPBXr2Vt%2FGhbZIlaUJ2eiMcEf6jlvTgdZeyPDjEnH%2F723qG6PNKQg87bU8wFe92AL852PJ9bzRiqS0R4CFU9o%2FYmQjs%2FIPHms4XYAUY4UeuV%2BwEWBHsJMyyKCnqSFINjkzK7BS95JhpPoIkCv02FgI9ZMLYMsXmoMoExHBHz7KJlYYN5D7cxTt4uLNfKJRSPVmwmYn0KxiG0W4Lrlu7HmYKyI%2B1buoXyogqSVyaWZNeH9RoLMTPCIaw%2FHVwrjDFY%2FOJ8gcf1yEsjunDZiNJVtYMKB5E49lgcDDUBSmVG5f8%2BiNAkRjc361MZlUQpUETWlC5xrthWG4qbdqd7AmPSk4Pby4EQpO8fHv1Btq3r1OhQl913OV4QQKtsWPuWVNNV2vnhV6%2F0pR46Ngf%2BwwI4pvHKCCQJphMjIIxCNuyYPJDi%2Bd%2B7yfRtJbScBt4T6q3Rkke4%2F6QtssRr8se%2Fu73PlVvocJLgbiEgdGxGLmB7sMkqx4pXo4B9aSOokRtg9qhaBFStOWL9bZy5t3kgSycovxHDczrADVMk%2F0t%2B9E2%2BIZUmYu48Gn7cjQFpHoGSkdTBoyuBG9WBb7mFex56e0rcwLMLe0cw0sVKIIYA9QecFdKRGKarsTBfTcB0038eXqB4wfCtG3ganSByyBi2jpOmz%2BBadxBgldHeQ6vVGGWZ%2Bm%2FrgFRcazR9mRzPF4bb6brrRxMyUHkMppVRgez14rSnLFNpG2lkZwIffn6uV6gOLuX%2FL5Z0UKvFesvs7FtU%2FgWsuJo5pH%2F2oI2o1upsLI2Q%3D,336,21,10,0,6,#1169578355,B05 Over-Ear,Bluetooth,B05,Over-ear,B05 Over-Ear
15, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1440
				vendidos
			
		",(72 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 738
		
		 sem juros
		
	

	
		",38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,229,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081371623-fone-de-ouvido-sem-fio-bluetooth-universal-stereo-lc-100-_JM,133,40,30,4,22,#1081371623,Universal,Fone Bluetooth,LC-100,Over-ear,4.1
16, Fone Ouvido Bluetooth 4.2 Par I7s Tws Sem Fio Case Base ,28,NA,"
			
			
				
				2468
				vendidos
			
		",(391 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 622
		
		 sem juros
		
	

	
		",22,NA,Envio para todo o país,NA,NA,3.2,41,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1158138352-fone-ouvido-bluetooth-42-par-i7s-tws-sem-fio-case-base-_JM,11,7,9,6,8,#1158138352,Universal,Bluetooth,TWS,NA,NA
17, Fone De Ouvido Bluetooth Xiaomi Redmi Airdots Original ,118,NA,"
			
				Novo
			
			
				
					 - 
				
				1713
				vendidos
			
		",(662 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 985
		
		 sem juros
		
	

	
		",85,NA,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/MILAIBR,https://produto.mercadolivre.com.br/MLB-1294516194-fone-de-ouvido-bluetooth-xiaomi-redmi-airdots-original-_JM,NA,NA,NA,NA,NA,#1294516194,Xiaomi,NA,Redmi AirDots,NA,NA
18, Fone De Ouvido Bluetooth Orelha De Gato Com Led Celular P2 ,62,NA,"
			
				Novo
			
			
				
					 - 
				
				470
				vendidos
			
		",(56 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 601
		
		 sem juros
		
	

	
		",01,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,35,https://perfil.mercadolivre.com.br/REIDOSELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-1114723372-fone-de-ouvido-bluetooth-orelha-de-gato-com-led-celular-p2-_JM,29,2,2,0,2,#1114723372,Exbom,GATINHO,HF-C240BT,Over-ear,HF-C240BT
19, Fone De Ouvido Sem Fio Bluetooth 4.1 Esportivo Stereo Sport ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				4588
				vendidos
			
		",(44 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 658
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,213,https://perfil.mercadolivre.com.br/SUEDVENDAS,https://produto.mercadolivre.com.br/MLB-687286154-fone-de-ouvido-sem-fio-bluetooth-41-esportivo-stereo-sport-_JM,113,54,28,6,12,#687286154,Universal,Fone Bluetooth Sem Fio,BH-503,Over-ear,3.0
20, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1440
				vendidos
			
		",(72 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 738
		
		 sem juros
		
	

	
		",38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,229,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=7RRJQVTSKaBmKCmBMz%2FwNdKdC9i4AJCgyVdmSfNxkBXe69Z%2BRXnOCATaCt1QzLymk4JbNnmP5zFvn7AVsTYqrOqvfSRBeu1V0cMgA5X9fGmpz8WN5mNOyXjwlhOrFDTxkW5pBSlctTpU%2BPSQ%2BYqAk8nQrlDjvx9h55JQPpPqfWFzaXG9oHD55PQJnGIlOghJJOEcQqspYbzbtG2L%2BFIl%2BfIZ4GYOcGELZh1fKYbwWJDmDLtmgNT8hXCU64YEALaNwpYkjHAMpoLSzMf2zhDs9G5JLsaznLIsXCB8HZT%2FWOpEhzGYXyPAWTk%2Fgr6YTqbtz1u%2FMaop38GWcALF6JKrI5%2FZv4pp1ObtyZ71odaSTZ1U3kvEwkauivJowe30da7WWKnY%2B2HUeC%2BXP2y0EaS%2FLvZTjfJ0QNHWZkDT07oLiUSQC9%2F9eYFQVPGnVpqw%2FQAGvVUdUCYZTP2yHPEHTCNz%2FQ%2B1i7tZf8lEtD0AqBrAiNA1PU5dH3f2LTdJofhMhUy15es%2F1SpOfIJ7eDL4DzC5JWD3HHmygGPjioUa%2FchwXq69pfRFkdOpxK5%2F5GYLOEq5I1OCrpN8rbZlzmdpXPTAiyayaMyflycFfy72S8d0MrOub5feuzLEj1ZIs3DUHbpsk0boqqcLS%2FgVXamukyluZqOUHVWtqjjMc7Gre%2BsWHfSGJaKCw2YM0R8MQKPzk4ib3PM8wHEvjc5gxRyuYTGYH3p41X9hgasxpNuKUpqCUni2PLH8HGi%2Bcw2I1G7rw%2B5vfmYkzP2F6RnXy6T7XzPp4K0TtP6Ca7Oe%2B1rIHra%2Fg%2FITbZWZ6PO6y%2FWgHMNcYmW%2FkMaCNerL%2FtPpTFp%2Bf4gDoPpXo%2FdE7b7TeCbzP2sw3lYpoxtqo1Lm4RVsbBehKAxcZfId15sSthTOFF4xvG2gTxw0oDeHhIDpfctpm1UzXaF7QxW8WUFeT8eB0RASRsqIL2iVqxJfYqSl1JPxfmfRRM9yfF1tR7meVsrDoLiDnbcX%2BujmJJ4N3gdiHExS8MyG8JtAtS1YXS84TpL7AC7ED2tG5CA0dGSbBCntsCZxyrlFKVSWVJcgVFoeGi1dk7H85%2BAYqyVGGbBSUN%2BjBOK5r7eC1lccha6139P7xVY2i1%2F2RaX50gryhmJsa5W5%2BXxvKS2uBe1zGEVpDQekQWWu60kquDlYugg2R%2Fl26iwJIMjw3UGwNxMBWVR1Tl4kF2WaaGh4u8pWHyaKi%2FAUCF0gi6sFzWCDHt909f1Wq6KL%2Fibwo%2F7NiOvpic8pVItlV7TKTb7XcYjJMrUXvkTboBr8Tvl7lvKrpO0b%2ByY6z%2Fl8x%2FRE9vUS7KrmMr9sudKmzOQQmSeYDz4kBBFAI%2Fgf91Bs00v1xVV8vhZM6RIVbqNqBQwOApW2UPX9rqPVj4HmdJONYPgVAXcEf4WopHn66oaUqreAyi6VsahQohq71ZRoGf07%2BBcNdA5%2Fkla29eSb1WVKFB7fJ%2BMURQhVt3g0nNSrcoZXIVk8LHWkX2Q%2BGNoWrLc%2BaEdRmJxfsj%2BIEKNj0VMiCzp0oRUpDLVNVmHOey4eO0gWpcpvZa5o0ZKYI7ZLrT1vCqQio7Myyb6VBqxHzH7aCO8qTq9wPn%2FnR9Mv4X6aeTYdOo5S%2BlWbZrhdrw%3D%3D,133,40,30,4,22,#1081371623,Universal,Fone Bluetooth,LC-100,Over-ear,4.1
21, Fone De Ouvido Duplo Sem Fio Bluetooth 5.0 Qcy - Nova Versão ,152,NA,"
			
				Novo
			
			
				
					 - 
				
				1342
				vendidos
			
		",(707 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1462
		
		 sem juros
		
	

	
		",62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,94,https://perfil.mercadolivre.com.br/TECHWEB-STORE,https://produto.mercadolivre.com.br/MLB-1184388935-fone-de-ouvido-duplo-sem-fio-bluetooth-50-qcy-nova-verso-_JM,74,12,4,1,3,#1184388935,QCY XIAOMI,Fone Bluetooth Sem Fio QCY - NOVA VERSÃO LANÇAMENTO,QCY - NOVA VERSÃO LANÇAMENTO,COMPACTO E ANATÔMICO,QCY - NOVA VERSÃO LANÇAMENTO
22, Fone Ouvido Xiaomi Redmi Airdots Com Bluetooth 100% Original ,215,NA,"
			
				Novo
			
			
				
					 - 
				
				448
				vendidos
			
		",(196 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1796
		
		 sem juros
		
	

	
		",96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,412,https://perfil.mercadolivre.com.br/ENCONTREAKI+SHOP,https://produto.mercadolivre.com.br/MLB-1267444151-fone-ouvido-xiaomi-redmi-airdots-com-bluetooth-100-original-_JM,356,43,9,1,3,#1267444151,Xiaomi,AirDots,Redmi Airdots,Ear-Buds,TWSEJ04LS
23, Fone Jbl T500bt Bluetooth T500 Bt Garantia 1 Ano Jbl ,248,NA,"
			
				Novo
			
			
				
					 - 
				
				1043
				vendidos
			
		",(137 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2067
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,183,https://perfil.mercadolivre.com.br/TECHMAISMUSIC,https://produto.mercadolivre.com.br/MLB-875932473-fone-jbl-t500bt-bluetooth-t500-bt-garantia-1-ano-jbl-_JM,159,21,1,0,2,#875932473,JBL,Tune Series,JBL T500BT TUNE 500BT,Over-ear,JBLT500BTBLK
24, Fone De Ouvido Bluetooth 4.1 Bateria Dura 20 Horas De Musica ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				4049
				vendidos
			
		",(86 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,81,https://perfil.mercadolivre.com.br/NATHCELLDIGITALL,https://produto.mercadolivre.com.br/MLB-920966446-fone-de-ouvido-bluetooth-41-bateria-dura-20-horas-de-musica-_JM,58,15,3,2,3,#920966446,Universal,Primeira,Marca JWCOM Modelo H30,In-ear,4.1 + EDR
25, Fone De Ouvido Headphone Sem Fio Micro Sd Usb Fm Bluetooth ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				483
				vendidos
			
		",(99516 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 525
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,7,https://perfil.mercadolivre.com.br/WM.RAIO.ELETRONICO,https://produto.mercadolivre.com.br/MLB-1242799579-fone-de-ouvido-headphone-sem-fio-micro-sd-usb-fm-bluetooth-_JM,5,1,0,0,1,#1242799579,Universal,Importado,B05,In-ear,B-05
26, Fone Ouvido Sem Fio I7s Tws Bluetooth AirPods Ios Android ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				1482
				vendidos
			
		",(934 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 923
		
		 sem juros
		
	

	
		",23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,61,https://perfil.mercadolivre.com.br/MOBILETECHRJ,https://produto.mercadolivre.com.br/MLB-1223803179-fone-ouvido-sem-fio-i7s-tws-bluetooth-airpods-ios-android-_JM,24,13,5,3,16,#1223803179,Universal,Airpod Bluetooth,Airpods i7S TWS,In-ear,i7S TWS
27, Fone Ouvido Xiaomi Redmi Airdots Com Bluetooth 100% Original ,174,NA,"
			
				Novo
			
			
				
					 - 
				
				405
				vendidos
			
		",(239 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1668
		
		 sem juros
		
	

	
		",68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,412,https://perfil.mercadolivre.com.br/DUSHOP+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1270006965-fone-ouvido-xiaomi-redmi-airdots-com-bluetooth-100-original-_JM,356,43,9,1,3,#1270006965,Xiaomi,AirDots,Redmi Airdots,Ear-Buds,TWSEJ04LS
28, Fone De Ouvido T500bt Bluetooth Jbl 500bt Tune 500 Bt ,229,NA,"
			
				Novo
			
			
				
					 - 
				
				608
				vendidos
			
		",(16 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2195
		
		 sem juros
		
	

	
		",95,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,393,https://perfil.mercadolivre.com.br/GEOVANOB,https://produto.mercadolivre.com.br/MLB-1218901871-fone-de-ouvido-t500bt-bluetooth-jbl-500bt-tune-500-bt-_JM,340,46,4,0,3,#1218901871,JBL,FONE,JBL T500BT,Over-ear,TUNE500BT
