search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo
1, Maquina Afeitadora Philips Electrica 13 En1 Barba Nariz Oido ,99.9,NA,1951,195,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,201,https://perfil.mercadolibre.com.co/VIVE+NUEVO,https://articulo.mercadolibre.com.co/MCO-451670605-maquina-afeitadora-philips-electrica-13-en1-barba-nariz-oido-_JM,173,26,0,1,1,#451670605,Philips,MG3750
2, Máquina Afeitadora Eléctrica 3 En 1 ,27.9,NA,265,35,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.6,11,https://perfil.mercadolibre.com.co/SHOPINGLINE+CC,https://articulo.mercadolibre.com.co/MCO-488361395-maquina-afeitadora-electrica-3-en-1-_JM,8,2,1,0,0,#488361395,Gemei,NA
3, Afeitadora Eléctrica Remington Todo En 1 Original Recargable ,79.9,NA,73,71,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.3,3,https://perfil.mercadolibre.com.co/JHORAMIREZPERES,https://articulo.mercadolibre.com.co/MCO-500669204-afeitadora-electrica-remington-todo-en-1-original-recargable-_JM,2,0,1,0,0,#500669204,Remington,NA
4, Afeitadora Electrica Recargable Philips 5050 Seco Y Humedo ,209.9,NA,49,85,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/VIVIANA+MORERAS,https://articulo.mercadolibre.com.co/MCO-478077806-afeitadora-electrica-recargable-philips-5050-seco-y-humedo-_JM,3,0,0,0,0,#478077806,Philips,NA
5, Afeitadora Eléctrica Philips At620 Patillera (seco/humedo) ,159.9,NA,35,97,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/VIVIANA+MORERAS,https://articulo.mercadolibre.com.co/MCO-468072440-afeitadora-electrica-philips-at620-patillera-secohumedo-_JM,1,0,0,0,0,#468072440,NA,NA
6, Afeitadora Eléctrica Perfiladora Recargable Microtouch Solo ,34.9,49.9,436,839,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,2.3,11,https://perfil.mercadolibre.com.co/MERKADOYA,https://articulo.mercadolibre.com.co/MCO-450352886-afeitadora-electrica-perfiladora-recargable-microtouch-solo-_JM,2,0,2,2,5,#450352886,Microtouch,NA
7, Afeitadora Eléctrica Perfiladora Recargable Microtouch Solo ,49.9,69.9,66,940,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.2,6,https://perfil.mercadolibre.com.co/BRANDPORT+SAS,https://articulo.mercadolibre.com.co/MCO-458779364-afeitadora-electrica-perfiladora-recargable-microtouch-solo-_JM,3,0,0,1,2,#458779364,MicroTouch,SOLO
8, Afeitadora Eléctrica Philips At610 Lavable Tres Cabezas ,139.9,NA,106,55,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,8,https://perfil.mercadolibre.com.co/VIVIANA+MORERAS,https://articulo.mercadolibre.com.co/MCO-462650301-afeitadora-electrica-philips-at610-lavable-tres-cabezas-_JM,6,1,1,0,0,#462650301,NA,NA
9, Maquina Afeitadora Eléctrica 3 En 1 Trimmer Recargable 6651 ,24.9,NA,29,71,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRALOENCASA.COM,https://articulo.mercadolibre.com.co/MCO-461208265-maquina-afeitadora-electrica-3-en-1-trimmer-recargable-6651-_JM,NA,NA,NA,NA,NA,#461208265,NA,NA
10, Afeitadora Recargable Kalley Rasuradora Electrica Patillera ,47.9,NA,40,5,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/CANELAHOGAR,https://articulo.mercadolibre.com.co/MCO-485220645-afeitadora-recargable-kalley-rasuradora-electrica-patillera-_JM,1,0,0,0,0,#485220645,Kalley,K-SMF1
11, Maquina Afeitadora Philips Electrica 13en1 Barba Oreja Nariz ,88.9,NA,131,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,10,https://perfil.mercadolibre.com.co/EASY_TRADING,https://articulo.mercadolibre.com.co/MCO-510547453-maquina-afeitadora-philips-electrica-13en1-barba-oreja-nariz-_JM,9,1,0,0,0,#510547453,NA,NA
12, Afeitadora Eléctrica Recargable Barba Nariz Htc 5 En 1 ,56,NA,75,49,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4,4,https://perfil.mercadolibre.com.co/COLMETECNO,https://articulo.mercadolibre.com.co/MCO-484065634-afeitadora-electrica-recargable-barba-nariz-htc-5-en-1-_JM,1,2,1,0,0,#484065634,NA,NA
13, Afeitadora Eléctrica Remington Todo En 1 Original 100% ,86.99,NA,237,58,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,34,https://perfil.mercadolibre.com.co/ALI-BAG,https://articulo.mercadolibre.com.co/MCO-449753695-afeitadora-electrica-remington-todo-en-1-original-100-_JM,25,6,0,3,0,#449753695,NA,NA
