search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Tipo de alimentação,Tipos de cabeças,Tempo de funcionamento,Peso
11, Barbeador Aparador Elétrico Recarregável Goncon Prova D'água ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				354
				vendidos
			
		",(645 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 650
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,4.0,150,https://perfil.mercadolivre.com.br/CABRAL+IMPORT,https://produto.mercadolivre.com.br/MLB-1099540779-barbeador-aparador-eletrico-recarregavel-goncon-prova-dagua-_JM,73,34,22,10,11,#1099540779,Importado,Shaver,RSCW-2088,NA,Recarregável,Removíveis,NA,240 g
12, Barbeador Philips Seco/molhado Aquatouch S1030/04 Bivolt ,164,NA,"
			
			
				
				188
				vendidos
			
		",(16 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1374
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,NA,NA,4.4,319,https://perfil.mercadolivre.com.br/LOJA+MEGASTORE?brandId=1868,https://produto.mercadolivre.com.br/MLB-1197309895-barbeador-philips-secomolhado-aquatouch-s103004-bivolt-_JM,221,48,27,10,13,#1197309895,Philips,AquaTouch,S1030/04,NA,Recarregável,Flexíveis,45 minutos,225 g
13, Barbeador Elétrico Philips Aparador Recarregavél At756/16 ,279,NA,"
			
				Novo
			
			
				
					 - 
				
				642
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,NA,NA,4.7,343,https://perfil.mercadolivre.com.br/EDUELETRO+OFICIAL,https://produto.mercadolivre.com.br/MLB-791555820-barbeador-eletrico-philips-aparador-recarregavel-at75616-_JM,271,45,16,5,5,#791555820,Philips,3000,AT756/16,AT756/16,Recarregável,NA,60,NA
14, Barbeador Maquina Elétrico Bivolt Recarregável Shaver Luxo ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				394
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1806
		
		 sem juros
		
	

	
		",06,NA,Frete grátis,NA,NA,4.7,15,https://perfil.mercadolivre.com.br/LOJA+BAZILIO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=pyIJRAoJ3Q%2BUn2uVhgBhW707Ee6NmS91bTrSfA2XG%2FBMhAGdjnMpA0FZPy88e%2BroL99Jvm1aJ6PuiKPxdCDQYIKki%2BQYXmEwnJFQ2Dvgp%2Fxanda%2BRAwaabX1Id7qoVj9cKWpF1Xc2qMfaKbt1mIyS48DHHYEPe7ZmD1kUVvvxDPF81sWUZtc9s1%2F%2F8z%2B9uILTde7tTRE5%2Bt95c%2FEmcr7hSKHgR3vrTNW7vwDkan9Xe2%2BrqkDgLaSHmJkA8IpxJOblElfiyZ%2B8VTs2t48dvCeWQVSUnYGDY3POLLoJkehzsYQ7wj7XaLoqXlaL92wzE52E7%2Bqr2DK2To%2FCxSUxnN48liFsTdPiEKAGzp%2FqdN9DFGohVeaVrghTd%2BXHl6WtDEeCKSfwfKPgNBFYHI43TNMBttXOqvmcbvy8EENfnNpY964IQe8N2QxmKA2ZCu1T2DyJ4c8Wb30yTEysVk2wW9%2BZdbZATmYA4681LPya9EA3kKBybGqgIOa016w%2FwG203rY26iX6NXJks2v9fsKKpckO5CUYeUTyYcZ3Lk0e%2BFQH%2BQ6t4Ja8oBRPvlK0oz3k3433vDb7I9%2BnNljTaftpheq%2B9%2B5el5rNSedyrscEAsUNl6yCNxOqrwSz61FvGjZNPjN4LPH0zG1N2pComT3pZLJvMFeQtLyu3m%2F4we1oTQxzR5mZFxIeWnqM0gNUN18IPlsVcNMQEvpGK8NQw6GjMC5NmL1e4O5VWNI3h1RVksuWVWIJSsFmoiNBU9U7LDZfsqQLzYzJaPdL3Cjpy6QXanbdsZQVCE4YL6amCUpn%2F5rtWRSxEl9bg1ve86KYgSrNwzPIv1q6PfuiomTfHjVIyF3Yl9gYvH9Tl1EY7AaVNudOhI5QgnNpKsJYsHEZBGgRv%2F7n2sUVuYWYa%2B2aOrzdHvzdUL%2BDi1CSvdxwFFZERy3jhi7TfCvzX75%2BEVbphUyL2z5H1VAdxh6EX4%2B%2F5VHOzjLWyvpj0G3kspzgtHu3M1JHFhihfAxeiIUV7EX4T2oZq4NSY94f6NuEynd3qztyuKCLR5AAztQFmP2VojoaPIB6q3mBa8H62S49VKNxuAnH4HaWgMzEwrh%2FVZvPVh11hBWtV1oz83cYqAU7uQYEwJGmWXrDkkPt8YsnNi%2BQGUEsAyqNmE6rpXvhGBO2v%2B62qfGDKh8P0CLpJTjxfVrvmxW0Iqh6SaDkUqSKG3MnW5ZUvtoVs4cpBDwvqu%2BWWIqGkoHqKx%2B4wri67Jp9A6oln7%2BK7V4U%2BUaobuKjVa6uvNV%2BfDTYoXrs4AVFYvbQCf1bIpB5PGbmBLXXvpbks5qPJJJ3NRSiovaWBDPFgEIlUcD9wdzWK%2FeziRkqPnuUkoPam2zZa05osOhOr9E9Q5HvAIMlRPZmw6AzgHapmQcfxLZdZ0l108Jn9yR39PxkwxV4%2F7tK%2F%2BP7CvHAiRn3UPkNxGTnR6tjNik0w2NxHlklbuWc8oXo1iiQC%2BhW8lochDWZyqLnP51TXSymA3YDpVK88tcMeVMl90Fb7VjJuDuZZj2u%2FY%2FipixY1hjt%2F75Rg4PVAMyRdbvWcFcxDSaU4D7Cuck5NrS1RVCbEKvJApLkHG61jON%2FV%2Bq7jiBZyZ2TuOPKhcKn7hDIP0sdop%2F7jyNW%2FqxjK6oALPHCOX9U3UvKEO9S6zavBWA8%2FwPmUF8HV4DZn%2F0Sma%2BluZPY4QyOIcRTwxEuFAxbsHb9uC%2BsfiUbUl5qCMpsLUR8Vs%3D,11,4,0,0,0,#1009257700,Panasonic,Barbear/Acabamento,389k,NA,Recarregável,Removíveis,45 Min,NA
15, Barbeador Elétrico Maquina De Barbear Recarregável Promoção ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				475
				vendidos
			
		",(525 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 648
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,NA,NA,4.4,1461,https://perfil.mercadolivre.com.br/FGK+VENDAS,https://produto.mercadolivre.com.br/MLB-1120276544-barbeador-eletrico-maquina-de-barbear-recarregavel-promoco-_JM,1002,258,99,37,64,#1120276544,Philips,3 cabeças,QP2510/10,QP2510/10,Recarregável,Removíveis,NA,NA
16, Máquina Barbeador Corporal Aparador Nariz Orelha Recarregave ,30,NA,"
			
				Novo
			
			
				
					 - 
				
				316
				vendidos
			
		",(461 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 555
		
		 sem juros
		
	

	
		",55,NA,Envio para todo o país,NA,NA,4.5,15,https://perfil.mercadolivre.com.br/PEOPLE+CENTER,https://produto.mercadolivre.com.br/MLB-1217509372-maquina-barbeador-corporal-aparador-nariz-orelha-recarregave-_JM,9,4,2,0,0,#1217509372,Kemei,Profissional,KM-6511,NA,Recarregável,Removíveis,NA,NA
17, Aparador Barbeador Elétrico Nova Nhc Bivolt Barba Perna ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				619
				vendidos
			
		",(1189 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 570
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,NA,NA,4.0,23,https://perfil.mercadolivre.com.br/NBW+NOTEBOOKS,https://produto.mercadolivre.com.br/MLB-873226808-aparador-barbeador-eletrico-nova-nhc-bivolt-barba-perna-_JM,11,7,2,1,2,#873226808,Nova,NHC,NHC,NA,Recarregável,Planos,1 hora,NA
18, Aparador Barbeador Elétrico Kemei 8 Em 1 Multigroom Kit ,89,NA,"
			
				Novo
			
			
				
					 - 
				
				450
				vendidos
			
		",(550 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 859
		
		 sem juros
		
	

	
		",59,NA,Envio para todo o país,NA,NA,4.5,39,https://perfil.mercadolivre.com.br/FGK+VENDAS,https://produto.mercadolivre.com.br/MLB-1115632925-aparador-barbeador-eletrico-kemei-8-em-1-multigroom-kit-_JM,29,7,0,1,2,#1115632925,Kemei,Multigroom,KM500,NA,Elétrica,Planos,8 horas,NA
19, Barbeador Aparador Oneblade Philips Qp2510/10 One Blade ,133,NA,"
			
				Novo
			
			
				
					 - 
				
				345
				vendidos
			
		",(41 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1271
		
		 sem juros
		
	

	
		",71,NA,Frete grátis,NA,NA,4.4,1461,https://perfil.mercadolivre.com.br/ZETTABYTE+,https://produto.mercadolivre.com.br/MLB-1101955173-barbeador-aparador-oneblade-philips-qp251010-one-blade-_JM,1002,258,99,37,64,#1101955173,Philips,OneBlade,QP2510/10,NA,Elétrica,Removíveis,30 minutos,NA
20, Barbeador Aparador Máquina Shaver Corte Bivolt Recarregável ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				257
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 592
		
		 sem juros
		
	

	
		",92,NA,Envio para todo o país,NA,NA,4.8,12,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=tGdoWiCMYTu1JKX2IyX0c85cSslCg8EWgJjRHt3RffDqSEYaKtnBKHkX2e8D6ccmkqKaFtMrlNQ6tg%2BF%2BV%2Fc7ylLnsdZBMuY9fO0huJSGkK6Luj02NOCyy%2F6GUGkE4MxlUVql37Ks4grEBv%2Bsp7mAMSuclBd9eoYRGDm092fFCNIT40%2FhBWYRmq2wMOpxkya%2BFBoAwD1Ud89WWtnT%2BMBUdognWzXFww2xLDgdIlh5%2F31aYZea35dp%2F7AkjvC2mclojlvi8J73FDHVsIf0WiPk1hrapa9t3bVRKvXaoJxh2JgPS3y4VszBuHkuAwz1rw%2BNCcmpVr9neoUW60k2XoKyDpox%2BVLKF5xzKxG1%2Bvc1tSoQwB4XJmOkqXI%2BzelVhMPM4GVt1KAWAPbDjF76kvXIUiBH5p%2FuNBzPLB%2FjAWrPUfp2%2FBtrl8MLM%2BYlApNyZBY4BbpGhSub3bT%2BROPCR4kUStq3gKgPKdPD%2F5bee7kUrq0LrVkUchZvXFWkWWi7UqUe8erNQVB3lrTpxt8wA%2BgBdp2wNxLB2VqyMEHLcB%2B1DprCzFO9GJ7J0SF0lPaFoggQN3ttz%2FsQNgOxVXIdh0VVTEpUmoeILRpZ21uKvaBkLztZK7bYDdjEgrJGzim6AhMnScoNP4YgKy3N2t3LOzxtgFAzo7HUHBnAA3gsHl%2FkICh9Yb%2B6ZW6A9skJpraQN4tivTCEJwg%2B5piJjBlDXO6j5hjNw1yOuIYubPDQgQblTdr%2BqJxyAL8v4v2ATSN3WMoJ0RZo6GDn9QgOUgO%2FTV5sKSKYuPwCxz5LfXZ4QcvynH4zd0hKnvqbsWL5YA6O9svXyO5Dv7y0KfRcRM%2BSCY1sSwDhCeEGCoenyzrlsbb2BTXadSgMRKN56HaNp6R%2B5HcyFfhETCLBK2SUxzefTkc0l3s6%2BAt2IYO7VCBvUrzrQGWlJTycV14ygYBafuRIemMukV2UNQReN0dtpxDKmu0EQv62XqKXtIJIgJWKEyN6aidY7KYUYGGBTAOUzZH0bPGwV4x6pj1NSU1alolPPmcn3mH6qKWtxWzHcLx3V6y0cGOVTsoKyDEIaI6Kv3ge7cr6NjGpd6ZQHOZ3ibJzdMBIMexS7Y3z2AGP666Zkc5g%2BCJifhtzL%2Fmh9%2BQ%2FUFW9C2q3yEAtF7FpErq8fM3EWf%2FDv5%2BHJPN4jGpTDs4MXWh3GP9Ut%2FT%2BS5KGQNoVyR800VSw1NUYNXtQSlP%2ByKXRoeLhljJ7WxN8y1G5dMvC6EXaii65q06IS8lCFGQs1H6rg1MRS4BPBclNSJDqrbfC8ri4mdDXc2zDX4AxO80U0ohknQ2h78H%2BVgwTXxPNtF8wi4EHE11Zw17lVmKd0p5BA3Ue4dxifWg791v483cDXaO%2BZIfvS9MpBA4NZEEWepph0R8hwtFCN3o7ZZ4otUjSOyOTJbiyHopbnkAJLRTBOPQA6LKI3sI1WzOtZioRRejCWwD%2F%2B30Twvxh%2FCH8Vg6%2F6mmMKUXGwnTGe7MWARHrDoA7ca9KcqI8IrWJgfgKZrrFQgZaT80qXigGSPA1x7tN%2FpMqDHdYsDEC4sbPJFtFxIzhe%2FJQ6jF6q4Sbe4eOvwhDv8v0cwGDlqs3J9jrNKeEGqikFQvGfeEgtfnNGwUIzx0AM9%2Fafe5cblr63MhRTJBnJO46xcmtNIdcBswzepPf9Nm7261bc90qkxn4xY1u3PJmIQ4rXxDs3U3lUqlm3dSipZGEgFRwY1i6EeEBqw%3D,11,0,1,0,0,#1190615421,Kemei,Shaver,RSCW-5500,NA,Recarregável,Removíveis,30 min,124 g
21, Barbeador Elétrico Philips Seco E Molhado Maquina De Barbear ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				2080
				vendidos
			
		",(310 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1077
		
		 sem juros
		
	

	
		",77,NA,Frete grátis,NA,NA,4.7,190,https://perfil.mercadolivre.com.br/FRATELLI+BH,https://produto.mercadolivre.com.br/MLB-703220356-barbeador-eletrico-philips-seco-e-molhado-maquina-de-barbear-_JM,150,33,4,1,2,#703220356,Philips,NA,3711,MG3711/15,Elétrica,NA,60 min,0.63 kg
22, Kit Barbeador Aparador De Pelos Philco Multi Groom 7 Em 1 ,128,NA,"
			
				Novo
			
			
				
					 - 
				
				121
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1074
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,NA,NA,5.0,1,https://perfil.mercadolivre.com.br/ELETRONEW.,https://produto.mercadolivre.com.br/MLB-1010637821-kit-barbeador-aparador-de-pelos-philco-multi-groom-7-em-1-_JM,NA,NA,NA,NA,NA,#1010637821,Philco,NA,Multi Groom 7 em 1,NA,NA,NA,NA,NA
23, Barbeador Maquina Elétrico Bivolt Recarregável Shaver Luxo ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				257
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 592
		
		 sem juros
		
	

	
		",92,NA,Envio para todo o país,NA,NA,4.8,12,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1190615421-barbeador-maquina-eletrico-bivolt-recarregavel-shaver-luxo-_JM,11,0,1,0,0,#1190615421,Kemei,Shaver,RSCW-5500,NA,Recarregável,Removíveis,30 min,124 g
24, Barbeador Elétrico Philips Aquatouch S1030 A Prova D'água ,164,NA,"
			
				Novo
			
			
				
					 - 
				
				803
				vendidos
			
		",(208 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1576
		
		 sem juros
		
	

	
		",76,NA,Frete grátis,NA,NA,4.4,319,https://perfil.mercadolivre.com.br/SHOPL%C3%82NDIA,https://produto.mercadolivre.com.br/MLB-803751007-barbeador-eletrico-philips-aquatouch-s1030-a-prova-dagua-_JM,221,48,27,10,13,#803751007,Philips,AquaTouch,S1030,HQ6976/16,Elétrica,Flexíveis,45M,NA
25, Barbeador Elétrico Máquina Shaver Kemei Bivolt Recarregável ,40,NA,"
			
				Novo
			
			
				
					 - 
				
				29
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 758
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,NA,NA,5.0,2,https://perfil.mercadolivre.com.br/ARS+NET,https://produto.mercadolivre.com.br/MLB-1179846172-barbeador-eletrico-maquina-shaver-kemei-bivolt-recarregavel-_JM,NA,NA,NA,NA,NA,#1179846172,Kemei,Shaver,RSCW5500,NA,Recarregável,Removíveis,30 MINUTOS,124 g
26, Barbeador Elétrico Philips One Blade Qp2521/10 Original Novo ,139,NA,"
			
				Novo
			
			
				
					 - 
				
				158
				vendidos
			
		",(9842 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1338
		
		 sem juros
		
	

	
		",38,NA,Frete grátis,NA,NA,4.7,230,https://perfil.mercadolivre.com.br/THAGIS+COM%C3%89RCIO,https://produto.mercadolivre.com.br/MLB-1259498029-barbeador-eletrico-philips-one-blade-qp252110-original-novo-_JM,187,29,4,5,4,#1259498029,Philips,OneBlade,QP2521/10,QP2521/10,Recarregável,Removíveis,NA,NA
27, Barbeador Eletrico Braun Serie 7 7893s Prata 30% Off ,693,NA,"
			
				Novo
			
			
				
					 - 
				
				130
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5782
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,NA,NA,4.9,20,https://perfil.mercadolivre.com.br/GH+SHOP,https://produto.mercadolivre.com.br/MLB-1016542882-barbeador-eletrico-braun-serie-7-7893s-prata-30-off-_JM,18,2,0,0,0,#1016542882,Braun,Series 7,7893S,NA,Recarregável,Ergónomicos,Em média 50 usos,NA
28, Maquina Barbeador Kemei Shaver Km-2024 Bivolt Oferta ,67,NA,"
			
				Novo
			
			
				
					 - 
				
				218
				vendidos
			
		",(58 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 650
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,4.7,10,https://perfil.mercadolivre.com.br/HAIBRASIL,https://produto.mercadolivre.com.br/MLB-1240923587-maquina-barbeador-kemei-shaver-km-2024-bivolt-oferta-_JM,8,1,1,0,0,#1240923587,Kemei,maq barbear,KM-2024,NA,NA,Flexíveis,NA,NA
