search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo
1, Afeitadora Eléctrica Philips Aquatouch S5050/04 Uso Humedo ,37.99,51.990,172,NA,6,6.332,NA,Envío gratis a todo el país,NA,NA,4.6,11,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437626159-afeitadora-electrica-philips-aquatouch-s505004-uso-humedo-_JM,7,4,0,0,0,#437626159,NA,NA
2, Afeitadora Eléctrica Philips Pt860/14 Uso En Seco C/s Cable ,30.99,41.990,83,8,6,5.165,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437624808-afeitadora-electrica-philips-pt86014-uso-en-seco-cs-cable-_JM,4,0,0,0,0,#437624808,NA,NA
3, Afeitadora Eléctrica Philips S1070/04 Humedo Seco Recargable ,25.99,31.990,101,10,6,4.332,NA,Envío gratis a todo el país,NA,NA,4.8,5,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-461031377-afeitadora-electrica-philips-s107004-humedo-seco-recargable-_JM,4,1,0,0,0,#461031377,Philips,S1070/04
4, Afeitadora Eléctrica Philips Shaver 7000 S7310/12 Uso Humedo ,79.99,112.990,32,2,6,13.332,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437626987-afeitadora-electrica-philips-shaver-7000-s731012-uso-humedo-_JM,3,0,0,0,0,#437626987,NA,NA
5, Afeitadora Eléctrica Philips Shaver Series 3000 /3gmarket ,21.99,NA,25,5,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GARCIASKARLETH,https://articulo.mercadolibre.cl/MLC-479859322-afeitadora-electrica-philips-shaver-series-3000-3gmarket-_JM,NA,NA,NA,NA,NA,#479859322,NA,NA
6, Afeitadora Eléctrica Philips Shaver 9000 S9161/41 Uso Humedo ,129.99,179.990,5,13,6,21.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437627489-afeitadora-electrica-philips-shaver-9000-s916141-uso-humedo-_JM,NA,NA,NA,NA,NA,#437627489,NA,NA
7, Afeitadora Eléctrica Philips S1030/04 Humedo Seco Recargable ,26.99,NA,25,11,6,4.498,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-484825685-afeitadora-electrica-philips-s103004-humedo-seco-recargable-_JM,2,0,0,0,0,#484825685,Philips,S1030/04
8, Maquina De Afeitar Electrica Depiladora Corta Vello ,7.99,NA,18,182,12,666,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MULTISHOPVIRTUAL23,https://articulo.mercadolibre.cl/MLC-479673735-maquina-de-afeitar-electrica-depiladora-corta-vello-_JM,1,0,0,0,0,#479673735,NA,NA
9, Afeitadora Eléctrica Philips Aquatouch S5070/04 Uso Humedo ,39.99,54.990,19,14,6,6.665,NA,Envío gratis a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437626489-afeitadora-electrica-philips-aquatouch-s507004-uso-humedo-_JM,0,0,1,0,0,#437626489,NA,NA
10, Maquina De Afeitar Portátil Recargable Eléctrica ,14.99,NA,26,9,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COSMETICAVAL,https://articulo.mercadolibre.cl/MLC-466729445-maquina-de-afeitar-portatil-recargable-electrica-_JM,NA,NA,NA,NA,NA,#466729445,NA,NA
11, Afeitadora Eléctrica Nikai Trimmer Cortadora De Pelo / Soul ,10.99,NA,9,99990,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECHNO+SOULESS,https://articulo.mercadolibre.cl/MLC-462723995-afeitadora-electrica-nikai-trimmer-cortadora-de-pelo-soul-_JM,NA,NA,NA,NA,NA,#462723995,NA,NA
12, Maquina De Afeitar Eléctrica Recargable Puntostore G311 ,8.6,NA,14,6,6,1.433,NA,Envío a todo el país,NA,NA,4,1,https://perfil.mercadolibre.cl/PUNTOSTORECHILE,https://articulo.mercadolibre.cl/MLC-483669577-maquina-de-afeitar-electrica-recargable-puntostore-g311-_JM,0,1,0,0,0,#483669577,NA,NA
13, Afeitadora Philips Eléctrica Shaver 3000 Hq6904 ,25.99,NA,15,2,12,2.166,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/AROMATIZANTES+CHILE,https://articulo.mercadolibre.cl/MLC-472989478-afeitadora-philips-electrica-shaver-3000-hq6904-_JM,2,0,0,0,0,#472989478,NA,NA
14, Afeitadora Philips Eléctrica Shaver 3000 Hq6904 ,25.99,NA,15,2,12,2.166,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/AROMATIZANTES+CHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=ngn9EIznfbtgOqE1XdCmCftBCihJ41BGdQ9CQQ3j3WP3BiRuOMNnCen4XJgl5m42WHZqCAhd7q3yoXeYOWauICaWAf5DvEFWRZ%2BHZj4uLjeer3qaB35qUh45nQbz3cMFZGShcHPWkee4EWWC7OG45O78CNVPakhVJJeIDVSMDguzoyoRTjXssEBMnm1GejlRJlTS%2F0Ud7q0KZ3VeeAwJ%2FFa%2FMZwzY7kpOzxg3cSxlzrFDeYRWMBJvOHz84O4Wcq5UpqpaK9tpfePO27lzhCKNY27YRA9qprGs3D8Ao7%2BOIW33igOtiYWiSyrYuBmv23JfGGV6CRZQ4GpVZmjZoEYmSIiG2Srfe3E5N%2BETbNJE4K2HeGRQNYmL%2Brq4dwoxzD3bc3%2BtgFBsJcHeUKwTen35z6x4k13vrCDqhq7c6hh7Gc0RnussNLW82XK2WPuxoouSXhPQr3tf6tH%2BaGM%2F5ReKHwJR83EYoxyaD3gMh0bOtHyjC4pi%2FmuPHg6t7uljp8s%2BkkzzbIlV7sHtLmHzqW3bHZPR3g1KDq9syJpTw1UdAfekvsgjj23lnBicSPo9vljLmmtJjP67pJfPvaMz%2FSZRBLlXz4l%2FXuG1El3WBRk3d4CU3Or8m0zB33GXW0PKEoQZlmbB7l%2F%2Fs0iZJOP0LGsxD83rX8zBdnvmr3HUXGlqtsxJ1D6K3D0xXQiEIUB267MxTa6tLMnvY3t5yd2o1bvfDIH6D31DWx71XbzSmJTuh4y15kD5E%2FiFGc2jcU6VyGZ44dqypScEh3Np6yy9cJ8tXW5Fdf5J2U%2FQX6lnxbWZ8QaoIMZFxAv8gCzSTvfAj4FBqClb8vc1vs6BefTDsUUjgyqBNL6TozKYqoZN5Hw6d9Ye1UEeV%2FGgbO%2F9OtSci%2FbStDFPYecyCPcX8yKbJwMSCwcx%2B3fI%2FeGcW9EouwPAvcHiTRgh%2BwS1uitLpJJMfXtOOrV5lktiOPO3%2B9%2F5gJ9wLtqmSpZtI92%2FUiMgiPXpkSk2USrs%2B3XG4S85UA39fKOrHMTctat%2Fb1bQOkSjJ1SolWGMFCwGI8mfTD%2BicAhQUueMdKblIYSXpp3d2GJLqMsjDQ8q5OCScjo44m%2BEsB9Fn6XQ78M22LDzAX%2BCRBTDgHXbYd%2FrMn6TFmiiF8H3f63YeiuD4AuxIy%2BFoi1hY%2F%2B6uaRqJojJf3A28Iruk8UbfvvUcO%2Fw5wFcVJbX03R5dAjPmwrWsgA9unaM2wjh0OAFpYYrKISz39wCSjvJyJKnCNjsxBe7Ec6UO77oWU%2B2FUHKySNjrVtoYjVZEnui22ApaU2GG7oh%2FSYUDSRQcdJde1aTeVs7N0cnWc3NbVOWQgd%2FEPf1SwCFxoP0hW3kk%2Fp3GOZixHzUuuDcaMMqEPkUggyrAehyUb09vIWXRPLpACbuy%2F3wD4uoiM%2F2OizHoKjvpbeCnFJHmn69h%2FIiTBsfL4IfoMcqbsNDpXO15USXsuWXKcSEUif6uq7p5LlMzPXw%2FNsSEeo4YSWjtiWAmAPkDVN7DBdSLYQblCU1ZtZfxS%2BaXSUB7S9o762TXSBgPxDCsS5BXO4Mfz6ww1Qoi4l7MHuFUIiIlR5lZdQGH0ssf4iToNIo82y6iQryc2zdSMKOYBVeyaXotO%2FQnbZbKg%2F26vNnU57Rg5k1U9zyqJKj1ORupsIQ7%2FT%2Fg%3D%3D,2,0,0,0,0,#472989478,NA,NA
