search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de filtros del parlante,Conectores de entrada,Peso,Color,Potencia de salida (RMS)
1344,Bateria Para Altavoz Bose Soundlink Mini I,262.9,NA,1,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NIKOMAR.NET,https://articulo.mercadolibre.com.co/MCO-501866490-bateria-para-altavoz-bose-soundlink-mini-i-_JM,NA,NA,NA,NA,NA,#501866490,Bose,SoundLink,NA,NA,NA,NA,USA,NA
1345,Miniparlante Usb Recargable Durable Bluetooth,28.9,NA,0,NA,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ACCESORIOSBETEL,https://articulo.mercadolibre.com.co/MCO-487326336-miniparlante-usb-recargable-durable-bluetooth-_JM,NA,NA,NA,NA,NA,#487326336,NA,NA,NA,NA,NA,NA,NA,NA
1346,Co2crea Estuche De Viaje De Transporte Duro Para Jbl Flip 3,70.866,NA,1,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,8,https://perfil.mercadolibre.com.co/DISTRIBUYELO-2,https://articulo.mercadolibre.com.co/MCO-493660651-co2crea-estuche-de-viaje-de-transporte-duro-para-jbl-flip-3-_JM,7,1,0,0,0,#493660651,JBL,NA,NP-KKAV-AROB,Pasivo,NA,NA,Negro,16 W
1347,Parlante Bafle Sonido Recargable Promoción Karaoke Morral,338.9,NA,0,8,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MULTICOMPRASS,https://articulo.mercadolibre.com.co/MCO-511388139-parlante-bafle-sonido-recargable-promocion-karaoke-morral-_JM,NA,NA,NA,NA,NA,#511388139,NA,NA,NA,NA,NA,NA,NA,NA
1348,Samsung Parlante Inalambrico Scoop,70,NA,7,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/WWW.ALSOLNEGSAS.COM,https://articulo.mercadolibre.com.co/MCO-486063282-samsung-parlante-inalambrico-scoop-_JM,1,0,0,0,0,#486063282,Samsung,NA,NA,NA,NA,NA,NA,NA
1349,Parlante Recargable Karaoke Con Microfon,84.5,NA,0,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CAMILOENRIQUEHERNANDEZENCISO,https://articulo.mercadolibre.com.co/MCO-521278891-parlante-recargable-karaoke-con-microfon-_JM,NA,NA,NA,NA,NA,#521278891,X Smart,NA,NA,NA,NA,NA,NA,12 W
1350,Barra De Sonido Lg Parlantes Bluetooth Teatro En Casa Ak,393.124,NA,0,6,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ECOMMERCE+LATINO,https://articulo.mercadolibre.com.co/MCO-489929040-barra-de-sonido-lg-parlantes-bluetooth-teatro-en-casa-ak-_JM,NA,NA,NA,NA,NA,#489929040,LG,NA,NA,NA,NA,NA,NA,40 W
1351,Parlante Bluetooth V4.2 Portatil Qcy Qq1000,79,NA,1,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TABLETHOUSEVIRTUAL,https://articulo.mercadolibre.com.co/MCO-516887726-parlante-bluetooth-v42-portatil-qcy-qq1000-_JM,NA,NA,NA,NA,NA,#516887726,NA,NA,NA,NA,NA,253 g,NA,NA
1352,Parlante Bluetooth Inalámbrico Portátil Charge G2 Altavoz,34.9,NA,1,14,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VIRTUALSTORE.CO,https://articulo.mercadolibre.com.co/MCO-476756396-parlante-bluetooth-inalambrico-portatil-charge-g2-altavoz-_JM,NA,NA,NA,NA,NA,#476756396,NA,NA,NA,NA,NA,NA,NA,NA
1353,Parlante Bluetooth Portatil Jbl Flip 5 Sumergible Ipx7 Azul,351.9,NA,1,49,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,1,1,https://perfil.mercadolibre.com.co/IMPOR.GONZALEZ,https://articulo.mercadolibre.com.co/MCO-524519927-parlante-bluetooth-portatil-jbl-flip-5-sumergible-ipx7-azul-_JM,0,0,0,0,1,#524519927,JBL,Flip Series,Flip 5,Activo,NA,NA,NA,20 W
1354,Cabina De Sonido Parlante Portátil Bluetooth Con Control,140,NA,0,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AMLCOMERCIALIZADORA,https://articulo.mercadolibre.com.co/MCO-482585818-cabina-de-sonido-parlante-portatil-bluetooth-con-control-_JM,NA,NA,NA,NA,NA,#482585818,NA,NA,NA,NA,NA,NA,NA,NA
1355,Parlante Portátil Hoklan Hk-sp2291tw Recargable +potente,50,NA,0,1,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DEREBAJA_COLOMBIA,https://articulo.mercadolibre.com.co/MCO-503044392-parlante-portatil-hoklan-hk-sp2291tw-recargable-potente-_JM,NA,NA,NA,NA,NA,#503044392,NA,NA,NA,NA,USB,NA,NA,NA
1356,Parlante Portátil Sony Extra Bass Con Bluetooth - Srs-xb31,296.9,479.9,2,10,48 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,41,NA,https://articulo.mercadolibre.com.co/MCO-527851705-parlante-portatil-sony-extra-bass-con-bluetooth-srs-xb31-_JM,35,4,1,1,0,#527851705,Sony,EXTRA BASS,SRS-XB31,Activo,USB,890 g,NA,NA
1357,Parlante Nanotec 2195 250w 9v 2mic Usb Micro Sd Bluetoo,114.4,NA,0,90,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BOGALIACOLOMBIA,https://articulo.mercadolibre.com.co/MCO-476595172-parlante-nanotec-2195-250w-9v-2mic-usb-micro-sd-bluetoo-_JM,NA,NA,NA,NA,NA,#476595172,NA,NA,NA,NA,NA,NA,NA,NA
1358,Parlante Xiaomi Original Bluetooth 4.0 Recargable Buen Sonid,64.9,NA,2,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/OMARGONSAN,https://articulo.mercadolibre.com.co/MCO-459729801-parlante-xiaomi-original-bluetooth-40-recargable-buen-sonid-_JM,NA,NA,NA,NA,NA,#459729801,Xiaomi,NA,NA,NA,NA,NA,NA,NA
1359,Parlante Bluetooth Portátil Lg Xboom Go Pk5,405.579,NA,0,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EXPOCOLSUMINISTROSSAS,https://articulo.mercadolibre.com.co/MCO-486182733-parlante-bluetooth-portatil-lg-xboom-go-pk5-_JM,NA,NA,NA,NA,NA,#486182733,LG,XBOOM Go,NA,NA,NA,NA,NA,NA
1360,"Receptor Bluetooth Universal Celular Parlante 3,5mm Audifono",22.2,NA,8,5,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3,1,https://perfil.mercadolibre.com.co/%C3%9CSHOP,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=QB4TIkZm%2BwYBA%2F0HAgGpSDKIeF3ZekU6%2FXGTNIDuEbE6inKCgXHa2d1ViKZnJSB1VWtm%2B%2FqSrmqoyf21OAuWNd1UlJVLXMY6gbE5GrgVIGBiew9iGe4Er%2B7EinLznZqsahTGjkpMiQItePNxbaSydbfM%2BoGCE7VSv7D9xZhPt4x1iNCNxLfmcToHnhygAverF6YABkSmGNodDDf8tRHLhHyzNgrkO36MSEGXBxzEybwWbH5sQ%2Fa%2FveQ6pEm5XxAZhR0fwYx0nZumscF7XGCadMpGQ8mU1YqJC6Qbv400lwExD15Z14464LY6uc8OKurxLBIq%2B90M9Fgt9VzYUcAOFV6BdCimVLyM9%2FH2UujDiO8DuyT%2FGK4rJxy%2Bu0%2FEiSR%2BPH4FxLnTPOWE1avAn0tQzzwAG31vwQV9cPISkD8CbgWbww7JTXeMMhLHBaFc3gidYFSvo%2BUvm7Kmeo%2BVVTC%2F3d6ZCqFIWtuIGQc7jFIUn%2BsLwp0rjT8VaHaU8D0EY25HEjmo%2FDD5bQXJhYmyuthcD8br9RCGmuPPYDSA%2FaE17L3UA4MXIzoUlfPeQiY6q1vmJpyCag6R0GOv47VPixEB7jXAI0PZsANiV40RKoFMJ4zMpimeQZijy9q3OczRg1djVRLF379Qkhvc2JX0zQhYAxGQ3mrP%2BP2O8ddxkW06YyGPO3ioHPZk8RU%2BhRwVyk2uEe0TjOkZiw5krxc0MjWlA6aqdsUTXTru%2FuxeI8aaRt%2FQVtrhaO0uJoYN6VdAGU4F3%2FruuB%2BdOYqCYy1H8VoWPERcPF%2FXVIYJqt4Y8eEz3V1p7YPINifk9cZuyxlvXf%2F4Sy%2F3OYK3dgYGWkShQSdlY9TIdWomwwtUl5TcpXRRvtMHANdi1e45An2VhLexwoSLsDmzamck1Xf7%2B5uc4mbmYrFcrbiyqtMULVsMSxL2%2B5TX8T8EpfZzMc1OQ719k2TxvbDYDAWFMtbg5Dyi6tsg3tgJNbMcaVech8HZmhiv0TXKltBHrJgYDgwKedCQN0g0Qf3M%2FJdKtc4mXF4DjW5mTT8Mbm52DZ%2Fb7%2Fw8rCxoG4MWbff6PdEsKwqyTLWjMdPrITNnhRms1WpajaGAikazCidpyVhoBfCgz%2F5dgEUE9ukT23aGexmlAwmh99GBzJbVrmDTkjWg6JI3ty2JiJbZRmO%2BGHoA6K8Qw1mR%2FDBLTqYiIG%2BUmdu7cCb6r7z1eLal0uHRJsI1RY4XDidDfK%2B%2F21q9ISJVNcnGjsLAy6BHhryYi%2BZ%2BMSLl1uQbxaGl37a%2BsZSHUzyS7U1l%2B85vM79AJS2IjoIa2E7BF0diRzFJLOjAmT70fhjMkJhIvJEljQFVrj%2BcFsRwppG0wyQGqjata8lQ7vDwtpEE9PhP8a9VY1r3ntGYoro9B40CaEEJkaz1VCGxk3av%2Bz4KVu05YFogMmzi91ICDoCGlejmaSQhiFDg0vROkrGqZ%2BQsPohS8sgra5UVNIj5Mq2kZJXcI%2BobSBR3zkW%2FSORevhcZXoyojm618V4c8u9RFPtrPwX93adMeXsSGnLyYetRlxwbU%2Fp%2FAsriXz0ZYpnkltQcEV6i2TDYCswKrNz9YpyM%2FsDFF7pHNDU3ME2Xz3%2FS0STrzFVClJn0a6RNM9X6w63fjvjZSm%2FkgSt21rkJ3ZKt0WTWo6ttWQPS5axMSsqYBta%2Fg0dWvf6zdtM%3D,0,0,1,0,0,#487140767,NA,NA,NA,NA,NA,NA,NA,NA
1361,Parlante Mini Speaker S207 Calidad De Sonido Bluetooth Altav,59.9,NA,0,12,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MUNDONOVEDAD.CO,https://articulo.mercadolibre.com.co/MCO-507381766-parlante-mini-speaker-s207-calidad-de-sonido-bluetooth-altav-_JM,NA,NA,NA,NA,NA,#507381766,NA,NA,NA,NA,NA,NA,NA,NA
1362,Parlante Bluetooh Jbl Go2,105,NA,1,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,106,https://perfil.mercadolibre.com.co/WIFIREDESY,https://articulo.mercadolibre.com.co/MCO-512512869-parlante-bluetooh-jbl-go2-_JM,98,5,0,2,0,#512512869,JBL,NA,GO 2,Activo,NA,NA,NA,3 W
1363,Parlante Micrófono Amplificador Bs-12 Usb Sd Bluetooth,129.9,NA,0,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-513163160-parlante-microfono-amplificador-bs-12-usb-sd-bluetooth-_JM,NA,NA,NA,NA,NA,#513163160,NA,NA,NA,NA,NA,NA,NA,NA
1364,Parlante Bluetooth Aomais Sport Ii Resistente Al Agua 1mt,149,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SALAMANDROSTORE,https://articulo.mercadolibre.com.co/MCO-497284347-parlante-bluetooth-aomais-sport-ii-resistente-al-agua-1mt-_JM,NA,NA,NA,NA,NA,#497284347,NA,NA,NA,NA,Auxiliar,NA,NA,NA
1365,Parlante Portatil Bose T6 Copia Aaa Bluetooth Fm Usb,76.25,NA,1,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MANALRAMOS31,https://articulo.mercadolibre.com.co/MCO-513105989-parlante-portatil-bose-t6-copia-aaa-bluetooth-fm-usb-_JM,NA,NA,NA,NA,NA,#513105989,Bose,NA,NA,NA,NA,NA,NA,NA
1366,Parlante Altavoz Portátil Con Subwoofer Y Bluetooth Sc308,24.5,NA,0,10,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VARIEDADES+SOFI,https://articulo.mercadolibre.com.co/MCO-503304715-parlante-altavoz-portatil-con-subwoofer-y-bluetooth-sc308-_JM,NA,NA,NA,NA,NA,#503304715,NA,NA,NA,NA,NA,NA,NA,NA
1367,Estuche Funda Para Parlante Jbl Flip 4,45.9,NA,1,49,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.9,36,https://perfil.mercadolibre.com.co/IMPOR.GONZALEZ,https://articulo.mercadolibre.com.co/MCO-523696258-estuche-funda-para-parlante-jbl-flip-4-_JM,32,4,0,0,0,#523696258,JBL,Flip Series,Flip 4,Activo,NA,NA,NA,16 W
1368,Bafle Parlante Cabina Gynipot 7701 Recargable Bluetooth Usb,139.9,NA,0,18,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRASCONCALIDAD,https://articulo.mercadolibre.com.co/MCO-505813237-bafle-parlante-cabina-gynipot-7701-recargable-bluetooth-usb-_JM,NA,NA,NA,NA,NA,#505813237,NA,NA,NA,NA,NA,NA,NA,NA
1369,Parlante S2025 Bluetooth Cable Usb Envio Gratis,70,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NEGOCIOS27,https://articulo.mercadolibre.com.co/MCO-512339721-parlante-s2025-bluetooth-cable-usb-envio-gratis-_JM,NA,NA,NA,NA,NA,#512339721,NA,NA,NA,NA,NA,NA,NA,NA
1370,Parlante Portátil Bluetooth Extra Bass Nr-2014,39.9,NA,1,99,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VAKA2327238,https://articulo.mercadolibre.com.co/MCO-515382227-parlante-portatil-bluetooth-extra-bass-nr-2014-_JM,NA,NA,NA,NA,NA,#515382227,Sony,EXTRA BASS,NA,NA,NA,NA,NA,NA
1371,Parlante Kalley K-spk50bled Bt,339.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BUYRURU,https://articulo.mercadolibre.com.co/MCO-516871823-parlante-kalley-k-spk50bled-bt-_JM,NA,NA,NA,NA,NA,#516871823,NA,NA,NA,NA,NA,6000 g,NA,NA
1372,"Bandas De Reemplazo Poy Compatibles Con Fitbit Charge 2, Pul",31.828,NA,16,5,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRASEGURO.COM,https://articulo.mercadolibre.com.co/MCO-494101807-bandas-de-reemplazo-poy-compatibles-con-fitbit-charge-2-pul-_JM,NA,NA,NA,NA,NA,#494101807,JBL,NA,N-Charge2-black-L,Activo,NA,0.02 kg,Negro,15 W
1373,Parlante Bafle Bluetooth Usb Micro Sd Aux Radio Fm Subwoofer,70,NA,0,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SHINA+GROUP,https://articulo.mercadolibre.com.co/MCO-504740483-parlante-bafle-bluetooth-usb-micro-sd-aux-radio-fm-subwoofer-_JM,NA,NA,NA,NA,NA,#504740483,NA,NA,NA,NA,"USB, Auxiliar, Lector SD",NA,NA,NA
1374,Parlante Bluetooth Speaker Usb Led B28s Pantalla Reloj,59.99,NA,0,50,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MERKAPI,https://articulo.mercadolibre.com.co/MCO-512112611-parlante-bluetooth-speaker-usb-led-b28s-pantalla-reloj-_JM,NA,NA,NA,NA,NA,#512112611,NA,NA,NA,NA,USB,NA,NA,NA
1375,Nuevo Parlante Portable Harman Kardon Onyx Studio 5,799,1199,3,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/HARMAN+COLOMBIA?brandId=128,https://articulo.mercadolibre.com.co/MCO-497254786-nuevo-parlante-portable-harman-kardon-onyx-studio-5-_JM,1,0,0,0,0,#497254786,Harman Kardon,NA,Onyx Studio,NA,NA,2980 g,NA,38 W
1376,Parlante Bluetooth Barra Sonido Recargable Pantalla Lcd Radi,79.9,NA,2,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LA+TIENDAENLINEA,https://articulo.mercadolibre.com.co/MCO-454812292-parlante-bluetooth-barra-sonido-recargable-pantalla-lcd-radi-_JM,NA,NA,NA,NA,NA,#454812292,NA,NA,NA,NA,NA,NA,NA,NA
1377,Parlante Bluetooth Motorola Sonic Play 100,59,NA,1,9,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PATILLAINTERNACIONALSAS,https://articulo.mercadolibre.com.co/MCO-522462656-parlante-bluetooth-motorola-sonic-play-100-_JM,NA,NA,NA,NA,NA,#522462656,NA,NA,NA,NA,NA,NA,NA,NA
1378,Lámpara Parlante Bluetooth Mesa De Noche Flexible Táctil,114.9,NA,0,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-508459733-lampara-parlante-bluetooth-mesa-de-noche-flexible-tactil-_JM,NA,NA,NA,NA,NA,#508459733,NA,NA,NA,NA,NA,NA,NA,NA
1379,Parlante Tipo Auto Deportivo Mercedes Con Bluetooth,45.9,NA,0,50,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/YIWU.COM,https://articulo.mercadolibre.com.co/MCO-468459300-parlante-tipo-auto-deportivo-mercedes-con-bluetooth-_JM,NA,NA,NA,NA,NA,#468459300,NA,NA,NA,NA,NA,NA,NA,NA
1380,Torre De Sonido 4 Parlantes Bluetooth 30w Fm Envio Gratis,250,NA,2,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DINDON20110,https://articulo.mercadolibre.com.co/MCO-473637351-torre-de-sonido-4-parlantes-bluetooth-30w-fm-envio-gratis-_JM,NA,NA,NA,NA,NA,#473637351,NA,NA,NA,NA,NA,NA,NA,NA
1381,"Mini Parlante Bluetooth Micro-sd Portátil 3w Usb Aux, Lumino",24,NA,1,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TECNOHOUSE+BOGOTA,https://articulo.mercadolibre.com.co/MCO-463689853-mini-parlante-bluetooth-micro-sd-portatil-3w-usb-aux-lumino-_JM,NA,NA,NA,NA,NA,#463689853,NA,NA,NA,NA,NA,NA,Como,3 W
1382,Parlante C/radio Y Soporte 818907 Musica Torre Qfx Bluetooth,294.99,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MCKTOYS.,https://articulo.mercadolibre.com.co/MCO-454997131-parlante-cradio-y-soporte-818907-musica-torre-qfx-bluetooth-_JM,NA,NA,NA,NA,NA,#454997131,QFX,NA,NA,NA,NA,NA,NA,NA
1383,Parlante Portable Jbl Flip 4 Negro Sumergible Original,299.9,NA,1,49,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,61,https://perfil.mercadolibre.com.co/IMPOR.GONZALEZ,https://articulo.mercadolibre.com.co/MCO-517238183-parlante-portable-jbl-flip-4-negro-sumergible-original-_JM,57,4,0,0,0,#517238183,JBL,Flip Series,Flip 4,Activo,NA,NA,NA,16 W
1384,Parlante Inalambrico Bluetooth Port 2200mah J&r J5157 4267,122.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/STOCKLINK,https://articulo.mercadolibre.com.co/MCO-468318473-parlante-inalambrico-bluetooth-port-2200mah-jr-j5157-4267-_JM,NA,NA,NA,NA,NA,#468318473,NA,NA,NA,NA,NA,NA,NA,NA
1385,Parlante Altavoz Bose Bluetooth® Soundlink Micro,439.9,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,14,https://perfil.mercadolibre.com.co/MEDICOMPUTODELACOSTA,https://articulo.mercadolibre.com.co/MCO-467280398-parlante-altavoz-bose-bluetooth-soundlink-micro-_JM,10,4,0,0,0,#467280398,Bose,SoundLink,Micro,Activo,NA,NA,NA,NA
1386,Parlante Portatil + Microfono Bluetooth /fm/usb/sd Bs11,120,NA,0,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COLMETECNO,https://articulo.mercadolibre.com.co/MCO-487850655-parlante-portatil-microfono-bluetooth-fmusbsd-bs11-_JM,NA,NA,NA,NA,NA,#487850655,NA,NA,NA,NA,NA,NA,NA,NA
1387,Parlante Impermeable Bluetooth Altavoz Ducha Manos Libres X1,19.9,NA,0,100,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRALOENCASATIENDA,https://articulo.mercadolibre.com.co/MCO-501369206-parlante-impermeable-bluetooth-altavoz-ducha-manos-libres-x1-_JM,NA,NA,NA,NA,NA,#501369206,NA,NA,NA,NA,NA,138 g,NA,NA
1388,Parlante Jbl Original.bluetooth Flip 4 Resistente Agua,345,NA,1,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,36,https://perfil.mercadolibre.com.co/TIENDAINNOVACELL,https://articulo.mercadolibre.com.co/MCO-475112140-parlante-jbl-originalbluetooth-flip-4-resistente-agua-_JM,32,4,0,0,0,#475112140,JBL,Flip Series,Flip 4,Activo,NA,515 g,NA,16 W
1389,Parlante Hummer Alta Potencia 420w Luz Led Bluetooth Ep-350,494.85,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MACROOUTLET.,https://articulo.mercadolibre.com.co/MCO-505152447-parlante-hummer-alta-potencia-420w-luz-led-bluetooth-ep-350-_JM,NA,NA,NA,NA,NA,#505152447,NA,NA,NA,NA,NA,NA,NA,NA
1390,Parlantes Bluetooth Nida An-301 Con Micrófono En Diadema,42.999,NA,1,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CAPO0724,https://articulo.mercadolibre.com.co/MCO-473650401-parlantes-bluetooth-nida-an-301-con-microfono-en-diadema-_JM,NA,NA,NA,NA,NA,#473650401,NA,NA,NA,NA,NA,NA,NA,NA
1391,Parlante Skullcandy Bluetooth Air Raid Negro,715,NA,2,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DISANDINA+SA?brandId=180,https://articulo.mercadolibre.com.co/MCO-447463455-parlante-skullcandy-bluetooth-air-raid-negro-_JM,NA,NA,NA,NA,NA,#447463455,NA,NA,NA,NA,NA,NA,NA,NA
