search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo de visor,Materiales del exterior,Edad,Género,Materiales del interior,Modelo alfanumérico,Peso
28, Casco Roda Revenge Abatible Gafa Interna Certificado Dot ,999,NA,389,130,18 meses,55.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,35,https://perfil.mercadolibre.com.mx/REMATESDELCENTROPUNTOCOM,https://articulo.mercadolibre.com.mx/MLM-588323187-casco-negro-mate-integral-cerrado-doble-certificado-dot-ece-_JM?searchVariation=28662643986,30,4,0,0,1,#588323187,NA,"M  MEDIANO 57-58,L GRANDE 59-60,XL EXTRA GRANDE 61-62,M MEDIANO 57-58",WINMEX,CERRADO,DP802,Integral,Simple,Tricomposite,Adultos,Unisex,Poliestireno,802,1.4 kg
29, Casco Faseed Fs-807 Xrt Mate Certificado Ece R2205 ,"3,699",NA,357,11,18 meses,205.50,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,40,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-549258203-casco-abatible-caberg-duke-2-smart-negro-100-italiano-2019-_JM?searchVariation=26388914704,33,6,1,0,0,#549258203,Negro,"Brillante,L,M,S,XL,S,M,L,XL",Caberg,SMART II,Duke,Rebatible,Doble,Policarbonato,Adultos,Unisex,EPS,NA,NA
30, Casco Abierto Abatible Motociclista Negro Rojo Blanco Gafas ,299,NA,66,68,18 meses,16.61,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/SELLATODO,https://articulo.mercadolibre.com.mx/MLM-690541658-mascara-moto-mask-shark-gogles-desmontable-casco-34-oferta-_JM,NA,NA,NA,NA,NA,#690541658,NA,Sellatodomx,Sellatodmx,NA,MaskShark,Motociclista,NA,NA,NA,NA,NA,NA,NA
31, Casco Moto Accesorio Kukulk Kov Dot Abatible Varios Colores ,"1,299",NA,68,29,18 meses,72.17,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660786514-casco-abatible-bkr-deidad-quetzal-svs-con-certificacion-dot-_JM?searchVariation=31940900484,1,0,0,0,0,#660786514,NA,"S,M,G,XG",BKR,MODULAR ABATIBLE,Deidad Quetzal,Rebatible,NA,NA,NA,NA,NA,NA,NA
32, Casco Faseed Fs-701a Top-gun Abierto Certificado Ece ,"1,499",NA,144,16,18 meses,83.28,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,13,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-660198062-casco-abatible-dama-risky-pink-ultra-negro-rosa-dot-ece2205-_JM?searchVariation=31791591046,10,3,0,0,0,#660198062,NA,"S,M",Risky,ABATIBLE / MODULAR,CAS-VA-31,Rebatible,NA,NA,NA,NA,NA,NA,NA
33, Casco Faseed Fs-901 Abatible Certificado Ece 2205 ,"1,290",NA,98,1,18 meses,71.67,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,19,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-569333459-casco-faseed-fs-807-xrt-mate-certificado-ece-r2205-_JM?searchVariation=32469613987,18,1,0,0,0,#569333459,NA,"XL(61 - 62 cm),S(55 - 56 cm)",Faseed,XRT,FS-807,Integral,NA,ABS,NA,NA,NA,NA,1.5 kg
34, Casco Abierto Ls2 Airflow Solid Of562 Negro/mate 2019 ,"2,599",NA,81,6,18 meses,144.39,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/ZAMUDIO8AA,https://articulo.mercadolibre.com.mx/MLM-661020862-casco-joe-rocket-rkt-14-negro-iridio-2-micas-_JM?searchVariation=31987498574,2,0,0,0,0,#661020862,"S,L",,Joe Rocket,Rkt,Rkt-14,Integral,Doble,ABS,Adultos,Unisex,Resina termoplástica,NA,NA
35, Casco Negro Mate Integral Cerrado Doble Certificado Dot Ece ,"1,189",NA,132,13,18 meses,66.06,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,134,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660781205-casco-abatible-roda-revenge-con-certificacion-dot-_JM?searchVariation=31940340060,104,21,5,1,3,#660781205,NA,"L,XL",RODA,MODULAR (ABATIBLE),Revenge,Rebatible,NA,NA,NA,NA,NA,NA,NA
36, Casco Abatible Dama Risky Pink Ultra Negro Rosa Dot Ece2205 ,"1,600",NA,219,5,18 meses,88.89,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,20,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-556194048-casco-faseed-fs-901-abatible-certificado-ece-2205-_JM?searchVariation=37330862849,16,4,0,0,0,#556194048,NA,"M (57 - 58 cm),L (59 - 60 cm),XXL (62 cm),XL (61 cm)",Faseed,Faseed,FS-901,Rebatible,NA,Termoplástico,NA,NA,NA,FS-901,1.65 kg
37, Casco Motociclista Match One Negro Kov ,999,NA,194,371,18 meses,55.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,2.7,7,https://perfil.mercadolibre.com.mx/JK+MOTORS,https://articulo.mercadolibre.com.mx/MLM-621431018-casco-depredador-con-luces-envio-gratis-con-descuento-_JM?searchVariation=23088432417,0,1,4,1,1,#621431018,Negro,"ROJO,grande,chico,extra grande,mediano",JK,DEPREDADOR,DEPREDADOR LUCES,Integral,Simple,Fibra de vidrio,Adultos,Masculino,Esponja,EDL,NA
38, Casco Para Niño De Motociclista Superdeportivo Y Seguro ,"1,247",NA,254,25,18 meses,69.28,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,81,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-623624975-casco-moto-negro-kov-abatible-certificado-dot-lente-_JM?searchVariation=27476315673,62,14,2,1,1,#623624975,NA,"M,L,XL",KOV,Legacy,Kukulk-stealth,Rebatible,Doble,ABS,Adultos,Masculino,Resina termoplástica,NA,NA
39, Casco Moto Negro Kov Abatible Certificado Dot Lente ,950,NA,86,3,12 meses,93.85,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,5,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-647086195-casco-faseed-fs-701a-top-gun-abierto-certificado-ece-_JM?searchVariation=28571396763,5,0,0,0,0,#647086195,NA,"L (59 - 60 cm),XL (61 - 62 cm)",Faseed,Top-Gun,FS-701A,Abierto,Simple,Termoplástico,Adultos,Unisex,Tela,NA,NA
40, Casco Abatible Caberg Duke 2 Smart Negro 100% Italiano 2019 ,969,NA,912,88,18 meses,53.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,46,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://articulo.mercadolibre.com.mx/MLM-552218965-casco-para-motocicleta-cross-enduro-con-mica-gafas-_JM?searchVariation=36754939880,33,8,5,0,0,#552218965,NA,"L,XL",INNOVANDO,NA,MX009000,NA,NA,Policarbonato,Adultos,Unisex,NA,NA,NA
41, Casco Tipo Cross Negro Mate Certificacion Dot Tallas ,739,NA,189,55,12 meses,73.01,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,4,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-623927155-casco-alessia-matte-negro-motocross-enduro-utv-atv-_JM?searchVariation=23386214027,3,1,0,0,0,#623927155,NA,"S,M,L,XL",Alessia,CAS-CRO-15,Colores,Cross,NA,ABS,NA,NA,NA,NA,NA
42, Casco Niño Infantil Motociclista Deportivo Seguro ,"1,289",NA,216,65,18 meses,71.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,14,https://perfil.mercadolibre.com.mx/LOWEN+GRUPO,https://articulo.mercadolibre.com.mx/MLM-564633165-casco-abatible-moto-kov-cancho-zapata-mictlan-kov-part-_JM?searchVariation=26143608236,10,1,3,0,0,#564633165,NA,"CH,M,G,EEG,EG",KOV,KOV,Stealth,Rebatible,NA,ABS,NA,NA,NA,0661787041817,NA
43, Casco Integral Con Luz Led Roda Firefly Certificacion Dot ,"1,749",NA,324,34,18 meses,97.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,61,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-619831621-casco-integral-ls2-ff353-rapid-negro-mate-ece22-05-_JM?searchVariation=23848272608,56,5,0,0,0,#619831621,Negro,"Mate,M,L,XL,XXL",LS2,FF353,Rapid,Integral,Simple,HPTT,Adultos,Unisex,NA,FF353,1250 g
44, Casco Abatible R7 168 Lente Interno Cerificado Dot Ngo/mate ,"1,126",NA,69,12,18 meses,62.56,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,14,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-572886036-casco-cerrado-moto-hro-spartan-mica-transparente-rojo-_JM?searchVariation=27499572314,9,3,1,1,0,#572886036,Rojo,"Amarillo,S,M,L,XL,XXL",HRO México,510,Spartan,Integral,Simple,Policarbonato,Adultos,Unisex,EPS,NA,NA
45, Casco Moto Abatible Blanco Roda Revenge Dot Oferta! ,"1,050",NA,65,3,18 meses,58.33,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,24,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-649431709-casco-faseed-fs-710-chopper-graficos-certificado-ece-r2205-_JM?searchVariation=30624767950,20,3,0,0,0,#649431709,NA,"S (55 - 56 cm),M (57 - 58 cm),XL (61 - 62 cm)",Faseed,Gráficos,FS-710,Abierto,NA,NA,NA,NA,NA,NA,NA
46," Casco Moto Rosa/ Negro Mate Dama, Abatible Certificado Dot ",899,NA,687,144,18 meses,49.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,49,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://articulo.mercadolibre.com.mx/MLM-559694368-casco-abatible-para-motocicleta-con-mica-y-gafas-integradas-_JM?searchVariation=26063210759,26,12,8,1,2,#559694368,Negro mate,"1,L,XL",INNOVANDO,CASCOS,MX006000,Integral,NA,NA,Adultos,Unisex,NA,NA,NA
47," Casco Depredador, Envío Gratis!!! ","1,239",NA,64,16,18 meses,68.83,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,2,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660782909-casco-integral-con-luz-led-roda-firefly-certificacion-dot-_JM?searchVariation=31940490260,1,1,0,0,0,#660782909,NA,"M,L",RODA,C/LED MIDNIGHT,Firefly,Integral,NA,NA,Adultos,NA,NA,NA,NA
48, Casco Cerrado Moto Hro Spartan Mica Transparente Rojo ,299,NA,109,26,12 meses,29.54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,4,https://perfil.mercadolibre.com.mx/XIIRD,https://articulo.mercadolibre.com.mx/MLM-669499124-casco-abierto-abatible-motociclista-negro-rojo-blanco-gafas-_JM?searchVariation=33988025638,1,3,0,0,0,#669499124,NA,Grande,AZT,100,AZT Model-C,Abierto,NA,NA,NA,NA,NA,NA,NA
49, Casco Niños Faseed Fs-815 Certificado Ece R2205 ,"1,350",NA,40,3,18 meses,75.00,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-662103524-casco-ninos-faseed-fs-815-certificado-ece-r2205-_JM,2,0,0,0,0,#662103524,NA,"YXL (53 - 54 cm),YM (49 - 50 cm),YL (51 - 52 cm)",Faseed,Júnior,FS-815,Integral,NA,NA,NA,NA,NA,NA,1.25 kg
50, Casco Abatible Negro Mate Doble Certificado Dot Ece Envio ,350,NA,37,17,12 meses,34.58,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/COMODIDADES,https://articulo.mercadolibre.com.mx/MLM-692548785-casco-integral-rosa-abatible-motocicleta-motociclista-adulto-_JM?searchVariation=39330034997,1,0,0,0,0,#692548785,NA,"S,M,L",TOTAL BIKER,NA,7103-2453,Clásico,Simple,Resistente,Adultos,Femenino,NA,NA,NA
51, Casco Moto Abatible Roda Certificado Dot ,"1,149",NA,84,1,18 meses,63.83,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,64,https://perfil.mercadolibre.com.mx/LOWEN+GRUPO,https://articulo.mercadolibre.com.mx/MLM-639258066-casco-motocicleta-dot-abatible-modular-kov-element-mica-inte-_JM?searchVariation=27785845917,43,18,2,1,0,#639258066,Rojo,EG,KOV,Colors,Element,Rebatible,NA,NA,NA,NA,NA,NA,NA
52, Casco Motociclista Negro Mate Tipo Nazi Envío Gratis!! ,"1,249",NA,34,8,18 meses,69.39,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-668102209-casco-negro-mate-cerrado-integral-mica-humo-deportivo-pulsar-_JM?searchVariation=33761852589,1,0,0,0,0,#668102209,NA,"L,XL",KOV,NA,Negro-Gris,Integral,Doble,ABS,Adultos,Unisex,Poliestireno,NA,NA
53, Casco Abierto 3/4 Ls2 Of599 Spitfire Negro Mate ,"1,299",NA,268,88,18 meses,72.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,23,https://perfil.mercadolibre.com.mx/REMATESDELCENTROPUNTOCOM,https://articulo.mercadolibre.com.mx/MLM-553343875-casco-abatible-negro-mate-doble-certificado-dot-ece-envio-_JM?searchVariation=28662764648,17,5,0,1,0,#553343875,NA,"M MEDIANO 57-58,M L XL,GRANDE L 59-60,M",WINMEX,Abatible,9984DOTECE,Integral,Simple,Tricomposite,Adultos,Unisex,Poliestireno,DOT,1.4 kg
54, Casco Abatible Joe Rocket Rkt 18 ,"2,799",NA,16,9,18 meses,155.50,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,4,https://perfil.mercadolibre.com.mx/ZAMUDIO8AA,https://articulo.mercadolibre.com.mx/MLM-670581665-casco-abatible-joe-rocket-rkt-18-_JM?searchVariation=34219004918,4,0,0,0,0,#670581665,NA,"S,M,L,XL",Joe Rocket,RKT 18 Series,rkt18 alter ego,Rebatible,Doble,ABS,Adultos,Unisex,Resina termoplástica,NA,NA
55, Casco Integral Para Dama Balnco Y Rosa ,550,NA,645,4,18 meses,30.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,95,https://perfil.mercadolibre.com.mx/GUERREROBIKER,https://articulo.mercadolibre.com.mx/MLM-594680433-casco-integral-para-dama-balnco-y-rosa-_JM?searchVariation=23561550888,63,18,11,0,2,#594680433,NA,"M,L,XL",Promoto,NA,A107,Integral,Simple,ABS,Adultos,Unisex,Poliestireno,NA,NA
56, Casco Rosa Mujer Deportivo Abatible Motocicleta Certificado ,"1,249",NA,20,4,18 meses,69.39,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-668101963-casco-rosa-mujer-deportivo-abatible-motocicleta-certificado-_JM?searchVariation=33761746425,2,0,0,0,0,#668101963,NA,"S,M",KOV,NA,Rosa,Abatible,Doble,ABS,Adultos,Femenino,Poliestireno,NA,NA
57, Casco Abierto Joe Rocket Rkt 4 Series Negro Mate ,"1,499",NA,84,7,18 meses,83.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,16,https://perfil.mercadolibre.com.mx/SIGMA,https://articulo.mercadolibre.com.mx/MLM-628178801-casco-abierto-joe-rocket-rkt-4-series-negro-mate-_JM?searchVariation=39296541277,14,1,0,0,0,#628178801,NA,"S,M,L,XXL",Joe Rocket,RKT 4 Series,RKT4,Abierto,Con lentes internos,Aleación termoplástica avanzada A.T.P.A. ?,Adultos,Unisex,Hipoalergénico,RKT4,NA
58, Casco Motociclista Match One Negro Kov ,"1,249",NA,69,10,18 meses,69.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/MOTOMOPED,https://articulo.mercadolibre.com.mx/MLM-666557391-casco-motociclista-match-one-negro-kov-_JM?searchVariation=33472737675,2,0,0,0,0,#666557391,NA,"S,M,XL,XXL",KOV,NA,Veneno Match,Completo,Doble,NA,Adultos,Unisex,NA,NA,NA
59, Casco Dama Faseed Fs-701 Abierto Lips Certificado Ece ,950,NA,56,11,18 meses,52.78,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,3,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-565444786-casco-dama-faseed-fs-701-abierto-lips-certificado-ece-_JM?searchVariation=32468881747,3,0,0,0,0,#565444786,"L (59 - 60 cm),S (55 - 56 cm)",,Faseed,FS-701,FS-701,Abierto,Simple,Termoplástico,Adultos,Femenino,Textil,NA,NA
60, Casco Joe Rocket Rkt 14 Ion Ece22.05 Negro Mate 2 Micas Mh&s ,"2,599",NA,65,19,18 meses,144.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,20,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-661262739-casco-joe-rocket-rkt-14-ion-ece2205-negro-mate-2-micas-mhs-_JM?searchVariation=32180233834,16,3,0,0,0,#661262739,NA,"L,M,S,XL,XXL",Joe Rocket,iON,RKT 14,Integral,Doble,NA,Adultos,Unisex,NA,NA,NA
61, Casco Abatible Roda Revenge Con Certificacion Dot ,"1,189",NA,132,13,18 meses,66.06,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,134,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=x44XroWlPqFWzImO5UoXRoFTPK1ZV%2Bp%2BpKLY9PgWQO2yJLrqYPly1Nl9EU6rxkjfzf%2BC%2FUzjmR2%2FfDkmRV3l3o%2BfNlWyUXNZUtiY%2FbLrOtd5lo92PJtAxvqgzn1QlKulBW76HD896x7ccz2%2FJpA5nBRy11E2mYPrNuV3sjPb35GuQD7fnbtoZxUZzZl7Iw7s1EMQCLYDy20uu86wBKSLTUo7MMENH1ScKjTmKp%2FG7WlcibsROX6pJKQscdW4s4Iem4tA3z9LYEGod71B4iB2qMzRy201F8jN2EcpNwTf6FyL%2FxB6vGqd4gq8duDBmCsCaY8rCJxT4y87uoHyI6gnwaKhOyjZnyAIOwZt%2BHKi6F8AnYyo%2FoTrOvfabwLoJXCKXSTeZqjlWspSvJXqS8atY7%2FpmxU7lI3bQs%2B8ahIsfX41gQLzoTJmziKWI49gwlhajDlQBa8bwEc9KH2dEidGflmoRX3K5CGtn%2Fk%2FuaoQz7jRYlY8fETiAVmEIfJH8%2FmmQFU7TcwEjBeXydTh5BwtucMbDJUliA8HUkC2Sia%2FWkDwuni0RXf3KEh3RsCIMIij%2B6b%2FKzr73mXLF%2Fwjx0PR05YH5f%2FvCqCVuCBtjMrqL8zI9EchYyfjilNT5XBJb78VhvwdblsMgQhnlq%2B3O95p2oYTnccSg%2FlejxRAvZG3GCMTpbEdkrekfzqCl9INjtDWyMLlSungVw93c3Qk%2BAWwFlxQHduVg3t9DWlluaJ%2FnM49ekZoHdk5AgZXGrmczDAqKvG3ItM2WiAj8qzn4fyeRI4DL96YgUcWrOVIuGiRfQzCUf3M5CTkwzysTnKgidqIiHHpJq0mirnwjV3ruKZMLOX%2F1dMLczY1mNr%2F%2Fx4I8TU14KwPkivIkj2hTD3fzecSnPBXiLuZVCXteDShmrT0Wry7Z8ObWw7mKP%2FSNrYI9CbyqK7V87%2FaHojRvewYCU0yLVwENKeF%2BUcAJwq%2Bd%2FCyyfddQuzghRnjlgHAs7ErKt0uWeM%2FmQXjMBJuXVYdcw3BXCeCZ%2Bv0swGeJMpbZZ5vCyHR3ivHY4HQPI6AnrgDeBic7bTxZ0FI4V7DnAadxXx%2BMFetrfdxOl55nKyrFdAMWoYWKgDyQFWf74UhPj8r8i%2BnYKlOjpE1a%2BZwkTpObGWcqdhuM5bdTn1T8gC4QqDkfavsEWjQIvEKuSiTOgpj2zMVwaXl6V9T0jHyWR8xvm7rar7EcG%2BaLHkdw2%2BT1H0bfRjqlfDhOHn0JsaDXTsPZZCpKSKfaGrOhESHF6jlZ56s6d%2F3VSMm%2FPWrtEOV%2BZN72TywHq2WtXomgrOf%2B0CtEtxS5B4Djfs9JSdTkCEE24L9Balz7Yhn%2Fh82zp7lzfckI9jN7R2JZwBY8dEHfnmqPDMCQz9pBoAFM6V8PfovvVp64b2kwNyCP0nmldbJy5hFE3UMIlkamAhD%2Ft9rFlz1coLXI1EBchxQcHgyhl%2FfOjbDAtrt9vNno%2BtxGix7x8lgkdJjRRugSjlWB7QGkPJO3UC24b%2BcPd9uinYoLMuOTe09pT2u3MYs7JAynNvoQ7uhDXz8c8JRjlSDVzi6gsYx%2BQ5RG6k7aE4EvLtH9suvRtg5eVnS20%2FpGserUTz%2BjySaezesaDTFD5HWvVwr5rTYz7xbYY2Cx3FNCFu6DDWosiR7lk%2FKJX%2BZCIzZyQbUwELMjl9Iexu4IDNpXB23x%2F3W%2BsK0ZEqfz7B7mjz7kzPqMkCom0w8TsT2RzCSEGKv0nk8wbtp0JgRK5SluVAAPcP66VL2DDKXQtN7wAwbqQLLizV%2FGtFFBo8QpsmC2Q8zCGIGH4tfK7P0WxrIXDzs8SZozwo%3D,104,21,5,1,3,#660781205,NA,"L,XL",RODA,MODULAR (ABATIBLE),Revenge,Rebatible,NA,NA,NA,NA,NA,NA,NA
62, Casco Abatible Ls2 Con Lentes Humo Rider One ,"3,994",NA,110,60,18 meses,221.89,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,14,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-575930035-casco-abatible-ls2-con-lentes-humo-rider-one-_JM?searchVariation=37637085932,14,0,0,0,0,#575930035,NA,"M,L,XL,XXL",LS2,Easy,Edición Especial Revista 400,Abatible,Doble,Policarbonato,Adultos,Unisex,Resina termoplástica,FF370,NA
63, Casco Dama Fasdeed Fs-701 Flor Certificado Ece ,950,NA,124,3,18 meses,52.78,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,7,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-569349573-casco-dama-fasdeed-fs-701-flor-certificado-ece-_JM?searchVariation=18565368580,6,0,0,0,0,#569349573,NA,NA,Faseed,FS-701,FS-701,Integral,Simple,Termoplástico,Adultos,Femenino,Textil,NA,NA
64, Casco Protector De Cabeza Adaptable A Cualquier Gorra ,365,NA,115,9,18 meses,20.28,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,5,https://perfil.mercadolibre.com.mx/RESIDEN+MILITARIA,https://articulo.mercadolibre.com.mx/MLM-585986270-casco-protector-de-cabeza-adaptable-a-cualquier-gorra-_JM?searchVariation=25667632568,3,2,0,0,0,#585986270,Negro,UNITALLA,Residen Evil,CASCO,Protector,CASCO,Simple,Plástico,Adultos,Unisex,EVA,NA,NA
65, Casco Tipo Cross Negro Mate Cer Dot Tallas Con Mica ,"1,049",NA,182,1,18 meses,58.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,7,https://perfil.mercadolibre.com.mx/MSREFACCIONES,https://articulo.mercadolibre.com.mx/MLM-632407672-casco-tipo-cross-negro-mate-cer-dot-tallas-con-mica-_JM?searchVariation=34210366207,6,1,0,0,0,#632407672,Rojo,M,WYL,Cross,CAS-CRO-118,Cross,NA,ABS,NA,NA,NA,NA,NA
66, Casco Abierto 3/4 Ls2 Of599 Spitfire Negro Mate ,"1,588",NA,79,8,18 meses,88.22,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,46,https://perfil.mercadolibre.com.mx/ESNAKIZAR_GUADALAJARA,https://articulo.mercadolibre.com.mx/MLM-657190106-casco-abierto-34-ls2-of599-spitfire-negro-mate-_JM?searchVariation=32222759254,37,7,2,0,0,#657190106,Negro mate,"Negro,M,L,XL",LS2,599,Spitfire,Abierto,Simple,Policarbonato,Adultos,Masculino,Poliestireno,599,50 g
