search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Género,Peso,Tipo,Color
599, Visor Casco Moto Shoei Cwr-1 Ahumado X-spirit 3 / Rf-1200 ,39.99,NA,2,3,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480745470-visor-casco-moto-shoei-cwr-1-ahumado-x-spirit-3-rf-1200-_JM,NA,NA,NA,NA,NA,#480745470,NA,NA,Shoei,NA,CWR-1,NA,NA,NA,NA,NA
600, 3/4 bobber Motocicleta Casco Abierto De Fibra De Vidrio Por ,169.99,NA,0,3,12,14.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465879437-34bobber-motocicleta-casco-abierto-de-fibra-de-vidrio-por-_JM,NA,NA,NA,NA,NA,#465879437,NA,NA,NA,NA,NA,NA,NA,3.68 lb,Integral,NA
601, Casco Moto Axxis Thunder 3 Torn Yellow/blue Integral Lente ,90,NA,0,7,6,15.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475824900-casco-moto-axxis-thunder-3-torn-yellowblue-integral-lente-_JM,NA,NA,NA,NA,NA,#475824900,NA,NA,Axxis,NA,NA,NA,NA,NA,Rebatible,NA
602," Arai Signet-x El Creneo Rosa Casco De Motocicleta, Lg, Rosad ",1110.99,NA,0,3,12,92.582,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470786975-arai-signet-x-el-creneo-rosa-casco-de-motocicleta-lg-rosad-_JM,NA,NA,NA,NA,NA,#470786975,NA,NA,Arai,NA,NA,NA,NA,6.02 lb,Abierto,NA
603, Casco Motocicleta Bell Qualifier Black Gold ,89.99,NA,0,5,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463458780-casco-motocicleta-bell-qualifier-black-gold-_JM,NA,NA,NA,NA,NA,#463458780,NA,NA,Bell,NA,Qualifier,NA,NA,NA,Integral,NA
604, Casco Moto Integral Hjc Cs-15 Songtang Negro/gris Mate Rosa ,70,NA,0,3,6,11.667,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-460595334-casco-moto-integral-hjc-cs-15-songtang-negrogris-mate-rosa-_JM,NA,NA,NA,NA,NA,#460595334,NA,NA,HJC,CS-15,NA,NA,NA,NA,Rebatible,NA
605, Casco Moto Shiro Sh-821 Le Mans Blanco Mate ,64.99,NA,NA,5,6,10.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-464979076-casco-moto-shiro-sh-821-le-mans-blanco-mate-_JM?searchVariation=26976109135,NA,NA,NA,NA,NA,#464979076,Blanco,"M,M",Shiro,NA,SH-821,Integral,NA,NA,NA,NA
606, Casco Moto Integral M-61 Mandibula Amarillo Rosa Mica Tin ,31.5,NA,2,13,12,2.625,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-479005984-casco-moto-integral-m-61-mandibula-amarillo-rosa-mica-tin-_JM,NA,NA,NA,NA,NA,#479005984,Negro,"XS,S,M",GHB,NA,M6.1,Integral,Unisex,1450 g,NA,NA
607, Casco Completo Motocicleta De La Cara Visor Dual Con El Escu ,33.322,NA,0,200,12,2.777,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/QHXSTOPCL,https://articulo.mercadolibre.cl/MLC-481516910-casco-completo-motocicleta-de-la-cara-visor-dual-con-el-escu-_JM,NA,NA,NA,NA,NA,#481516910,NA,NA,NA,NA,NA,NA,Unisex,1.654 kg,Abierto,NA
608, Casco Moto Telepizza Talla X L Shiro España ,19.99,NA,0,12,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOSHOW+CHILE,https://articulo.mercadolibre.cl/MLC-483025824-casco-moto-telepizza-talla-x-l-shiro-espana-_JM,NA,NA,NA,NA,NA,#483025824,Rojo,XL,Shiro,NA,Telepizza,Integral,NA,NA,NA,NA
609, Casco Moto Abatible Ghb 160 Blanco ,45.99,NA,1,20,12,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-468104886-casco-moto-abatible-ghb-160-blanco-_JM,NA,NA,NA,NA,NA,#468104886,"S,M,L,XL",,GHB,NA,160,Rebatible,Unisex,1400 g,NA,NA
610, Casco Moto Ls2 Mx442 Airforce Rojo ,99.99,NA,1,4,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-468938514-casco-moto-ls2-mx442-airforce-rojo-_JM,NA,NA,NA,NA,NA,#468938514,NA,XL,LS2,NA,MX442 AIRFORCE,MX ENDURO,NA,NA,NA,NA
611, Motocicleta Completo Cara Casco Barbilla Monte Para Gopro Hé ,3.679,NA,0,54,12,307,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492514676-motocicleta-completo-cara-casco-barbilla-monte-para-gopro-he-_JM,NA,NA,NA,NA,NA,#492514676,NA,NA,NA,NA,NA,Integral,NA,NA,NA,Negro
612, Casco Moto Caberg Italiano Abierto ,99,NA,0,8,6,16.500,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/QUILTROPE,https://articulo.mercadolibre.cl/MLC-461229735-casco-moto-caberg-italiano-abierto-_JM,NA,NA,NA,NA,NA,#461229735,NA,NA,Caberg,NA,NA,NA,NA,NA,Rebatible,NA
613," Casco Woljay 3/4 Open Face, Casco Plano De Motocicleta Con B ",109.99,NA,0,3,12,9.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487452190-casco-woljay-34-open-face-casco-plano-de-motocicleta-con-b-_JM,NA,NA,NA,NA,NA,#487452190,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
614, Tapa Béisbol Mitad Casco Moto De Verano Cascos Para Hombres ,4.724,NA,0,200,12,394,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CIMAALEGRIACL,https://articulo.mercadolibre.cl/MLC-474587197-tapa-beisbol-mitad-casco-moto-de-verano-cascos-para-hombres-_JM,NA,NA,NA,NA,NA,#474587197,NA,NA,NA,NA,NA,NA,NA,NA,Integral,NA
615, Casco Moto Abatible Certificado Negro Dot Cert Dot / 862 ,32.99,NA,240,23,6,5.498,NA,Envío gratis a todo el país,NA,NA,4.7,9,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=LjT%2BkSmjXNW75q0s6KVdfAntuSWXfnHpH0LyGEiMOSdTz5L2b3rf%2Fqtj81jqvd6KOdBJOFFgkbMk3e6EXyclcHEkS7MXiB%2BA2CNshdihkuY%2FYG4Ak%2FkKAtRybrm%2FE0IRdpjLlzm61nLmdp8gCI9XgS%2FZ%2FtauBSGvecUvwDP0mZJuvBNcmMZ%2BOA1svmKe27sRv6rhJRu0OhaP%2FViJVtJs42r31KR3k23R6LkVKArOyNQwVKArrmRwAuSWI54U1J7jzMlTqO5PR2ql%2FmVgEavvbTKCwA6BqsbkqPKSBUoiRc7U224xO1QKIwEREC5B7E23oA6zLNSwzqva28H8LfvYUsIemyeG8alK2lYKJjiXiztgScUlZzlZvNupHf6QUWJ%2B0GBI4SjjDmWk4X8sjnzOCl4Iqa7jgs0ljUD9gP1NmLoLcHnz%2BTzz1GrhUmTCn1%2FMYhX8k%2FR1%2FYxZEc4NR5Qur6EoP4ZoVvIDdPtUK8%2Bs2oFB9zUhS2epwrME25l2UqdkQncDXFr7GY%2FRcJCx%2BOhuk%2BPYdEFny%2FFhp1hxpKPAJQ%2FExFJcD9u%2FBH%2FgfY2Ln7Kb%2FZYwRbQ7mX89dI%2F86lSmKiGlpLPrbH7pisn1XJEvBn3atZ0knJn0zECEL6mvV1EiB5Dxd6eLbEsO1%2F9pklMSRpuP4C4GYOBOkwk5sQ1z%2F202RKzbucd4WsxHlFpRvj3AADLdbyLPPhq2uadTZaIHf%2Fw7Xn49g%2BvVt2yc4S%2BHuj5pVNiHTHUK08oug0zjTWhnbiQHTO4DjQMomAR4X%2BD1KhTRn%2B6z5E42nYIwg%2FjpGvENK9UUaZMCY%2FVh4ZZpZr%2FlfQrAKXFkWlY%2B1SuG83330Ab%2FHAxl4%2Fpg1c2Qg3MKZnup85CvbSDB5VvS%2B2hRO87y9mFXFx%2BlIW1HEePPJXUzXrRFPOEuHYFQiD%2B1qbZQF2FaFUTMEcyh2Kd3PjKxV%2FSNxYqrwtKJkHb3yLBBgiceMYZ%2BK64zqzHCqb%2BTaBU9fOUMz1NuqT5pEimGfyYiE1V8yQkDsSJvGk7lwSntd39MYAbVA23bxKDHKhmNPJPyBBOGshVNi9KUiKQ%2B%2By3Tv8XLeikBrZOqyJg9e40ejggbo6quALDyx6rcw7IHtTR9oZOLMVRHv0czgAw5lzBypefOQ4YkWOI5AqHv1ZPrSWTHv5T4z73xYFeH7YAFOpBheQrnyfyuE6MddBYodcC2%2FnTuhhg7PAEsDlIa1HZjikwUyccK%2B0pjxecDyCJ%2FEGzvPou7KolX9wMOAx52dyxCXmtFon0Mj1%2FYqq9d8iuaHwLzz47MV3g8i5L7UW318wLMgPkCbmMkHKCqFJryq21m0j%2B5rhtc%2BqJfhavlklDBN7TSrmetxJaEDo8ZcBJd7HDTSeiGHFrNWLg0eWpQpN3%2FkTqP6viEJ1XX3sI0O0cl9tm7vD9gOMsNbczQYifDoOgE2W5SzwNA0aqpURWVrUBUW%2FwkSHDysiM0w5tmm5gU1LmTQoa9UcnyMnfEPDUghDkjmyvNe3HNyRhNaTXXoG2hbmzeOpFLBtYI8shH1O%2BJphWejGRtZUJ181QmEKkiHJVg0XW%2F9IiLEpE3HOP4Mqc%2BIg7H6MvEIal807Tc%2BAZLJ4XCui9UrKm%2FreGbfgoXra5tV%2BE2ZWbgXAIshWUosrVbQIzxVB%2FAVHA7IMV6IKEwqoq4IFozX4%2FGXU%2FTZIJGSlTr%2BId0OXW7HxPr6HhR9lJ%2FzEyp%2F1oq2%2BnVBr2Y3hmCFpOwv6BRe2jF%2B5cvxUjA3mAQ3%2BISHg0fNC2AX%2BlPKgBMtHoiTTJO1ZVr19g%3D,8,0,0,1,0,#465351553,NA,NA,Helmet FGN,FGN,862,Integral,Masculino,NA,NA,NA
616, Casco Moto V1 Matte Gris Fox ,134.99,149.990,2,130,12,11.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPATRAIL?brandId=287,https://articulo.mercadolibre.cl/MLC-471093240-casco-moto-v1-matte-gris-fox-_JM,NA,NA,NA,NA,NA,#471093240,"L - Gris,M - Gris,S - Gris,XS - Gris",NA,Fox,V1,Casco Moto V1 Matte Gris Fox,NA,NA,NA,NA,NA
617, Casco Moto Airoh Valor Rockstar Matt (talla L) ,131.9,NA,0,NA,6,21.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPACIFICO.CL,https://articulo.mercadolibre.cl/MLC-461201526-casco-moto-airoh-valor-rockstar-matt-talla-l-_JM,NA,NA,NA,NA,NA,#461201526,NA,NA,Airoh,Valor,Rockstar,NA,NA,1400 g,Integral,NA
618, Casco Moto Abatible Ghb 160 Tricky Blanco Gris ,45.99,NA,0,20,12,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-468115077-casco-moto-abatible-ghb-160-tricky-blanco-gris-_JM,NA,NA,NA,NA,NA,#468115077,"L,XL",,GHB,NA,160 TRICKY,Rebatible,Unisex,1400 g,NA,NA
619, Thh T-380 Open Face Cruiser Street Bike Casco De Moto Negro ,63.99,NA,0,3,12,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487461321-thh-t-380-open-face-cruiser-street-bike-casco-de-moto-negro-_JM,NA,NA,NA,NA,NA,#487461321,NA,NA,THH,NA,NA,NA,NA,NA,Abierto,NA
620, Casco Motocicleta Bell Qualifier Dlx Hiviz ,144.99,NA,0,2,6,24.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463458791-casco-motocicleta-bell-qualifier-dlx-hiviz-_JM,NA,NA,NA,NA,NA,#463458791,NA,NA,Bell,NA,Qualifier,NA,NA,NA,Integral,NA
621, Casco Moto Ls2 Ff320 Stream Stinger Negro Verde Fluo ,89.99,NA,1,8,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464581226-casco-moto-ls2-ff320-stream-stinger-negro-verde-fluo-_JM,NA,NA,NA,NA,NA,#464581226,"S,M,L,XL",,LS2,STREAM STIGER,FF 320,Integral,Unisex,NA,NA,NA
622, Casco Moto Integral Hjc Cs-15 Mono Negro Mate ,70,NA,0,3,6,11.667,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-460595283-casco-moto-integral-hjc-cs-15-mono-negro-mate-_JM,NA,NA,NA,NA,NA,#460595283,NA,NA,HJC,CS-15,NA,NA,NA,NA,Rebatible,NA
623, Casco Moto Airoh Twist Iron Azul (talla M) ,158.9,NA,0,NA,6,26.483,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPACIFICO.CL,https://articulo.mercadolibre.cl/MLC-471317463-casco-moto-airoh-twist-iron-azul-talla-m-_JM,NA,NA,NA,NA,NA,#471317463,NA,NA,Airoh,Twist,Iron,NA,NA,NA,Integral,NA
624, Scooter Motocicleta Abs Equitación Mitad Casco Con Visera P ,20.111,NA,0,2,12,1.676,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-468573587-scooter-motocicleta-abs-equitacion-mitad-casco-con-visera-p-_JM,NA,NA,NA,NA,NA,#468573587,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
625, Casco Moto Shiro Sh-821 Converse Rosado ,64.99,NA,1,10,6,10.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-464976333-casco-moto-shiro-sh-821-converse-rosado-_JM?searchVariation=26975542013,NA,NA,NA,NA,NA,#464976333,Rosa,"L,XL,L,XL",Shiro,NA,SH-821,Integral,NA,NA,NA,NA
626, Casco Moto Agv K3 Sv Comic Blanco + Pinlock Integral ,200,NA,0,7,6,33.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475819036-casco-moto-agv-k3-sv-comic-blanco-pinlock-integral-_JM,NA,NA,NA,NA,NA,#475819036,NA,NA,AGV,K-3 SV,K-3 SV,Rebatible,NA,NA,NA,NA
627, Casco Moto Integral M-61 Abs Stars Negro Rosa Matte ,47.99,NA,2,19,12,3.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-464902205-casco-moto-integral-m-61-abs-stars-negro-rosa-matte-_JM,NA,NA,NA,NA,NA,#464902205,"XS,M,L",,GHB,NA,M-61,Integral,Unisex,1450 g,NA,NA
628, Casco Moto Certificado G-mac Scirocco Nuevo Sharp Ece ,59.99,NA,0,NA,6,9.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECN0VENTAS,https://articulo.mercadolibre.cl/MLC-435930264-casco-moto-certificado-g-mac-scirocco-nuevo-sharp-ece-_JM,NA,NA,NA,NA,NA,#435930264,NA,NA,MAC,NA,Scirocco,Integral,Unisex,NA,NA,NA
629, Casco De Doble Cara De La Motocicleta De Doble Cara Casco D ,25.784,NA,0,NA,12,2.149,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNTEKSTORECL,https://articulo.mercadolibre.cl/MLC-486256569-casco-de-doble-cara-de-la-motocicleta-de-doble-cara-casco-d-_JM,NA,NA,NA,NA,NA,#486256569,NA,NA,Unbranded,NA,NA,Abierto,NA,NA,NA,NA
630, Visor Mica Ahumada Para Casco Moto Nzi Abatible Combi Duo ,20,NA,0,10,6,3.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-451881390-visor-mica-ahumada-para-casco-moto-nzi-abatible-combi-duo-_JM,NA,NA,NA,NA,NA,#451881390,NA,NA,NZI,NA,Combi Duo,NA,NA,NA,Rebatible,NA
631, Casco De Motocicleta Para Hombre Hjc Cl-17 Con Diseño De The ,195.99,NA,0,3,12,16.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468644963-casco-de-motocicleta-para-hombre-hjc-cl-17-con-diseno-de-the-_JM,NA,NA,NA,NA,NA,#468644963,NA,NA,HJC,CL-17,NA,NA,NA,NA,Integral,NA
632," Mica Casco Iridium Azul (espejada), Ghb Modelo M-61 ",11.99,NA,3,3,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-470726593-mica-casco-iridium-azul-espejada-ghb-modelo-m-61-_JM,NA,NA,NA,NA,NA,#470726593,NA,NA,GHB,NA,M6.1,NA,NA,NA,NA,NA
633, Visor Casco Moto Shoei Cns-1 Ahumado Neotec / Gt-air ,39.99,NA,3,3,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480743579-visor-casco-moto-shoei-cns-1-ahumado-neotec-gt-air-_JM,NA,NA,NA,NA,NA,#480743579,NA,NA,Shoei,NA,CNS-1,NA,NA,NA,NA,NA
634, Casco De Motocicleta Mano Libre Altavoz De Audio Estéreo De ,8.038,NA,0,3,12,670,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-468485584-casco-de-motocicleta-mano-libre-altavoz-de-audio-estereo-de-_JM,NA,NA,NA,NA,NA,#468485584,NA,NA,NA,NA,NA,NA,NA,NA,Integral,NA
635, Casco Moto Agv Abatible Compact St Seattle Azul Mate ,210,NA,0,2,6,35.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-470862804-casco-moto-agv-abatible-compact-st-seattle-azul-mate-_JM,NA,NA,NA,NA,NA,#470862804,NA,NA,AGV,Compact ST,Compact ST,Rebatible,NA,NA,NA,NA
636," Ls2 helmets Metro Modular Casco De Moto, Xxxl Up Shop ",383.99,NA,0,3,12,31.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470771607-ls2helmets-metro-modular-casco-de-moto-xxxl-up-shop-_JM,NA,NA,NA,NA,NA,#470771607,NA,NA,LS2 Helmets,NA,NA,NA,NA,4 lb,Integral,NA
637, Casco De Doble Cara De La Motocicleta De Doble Cara Casco D ,366.99,NA,0,3,12,30.582,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465883829-troy-lee-designs-galaxy-se3mxcasco-de-moto-azulnaranja-_JM,NA,NA,NA,NA,NA,#465883829,NA,NA,Troy Lee Designs,SE3,Galaxy,NA,NA,16 lb,Abierto,NA
638, Casco Moto Ls2 Ff322 Tyrel Blanco Violeta ,79.99,NA,8,3,12,6.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461028410-casco-moto-ls2-ff322-tyrel-blanco-violeta-_JM,1,0,0,0,0,#461028410,NA,L,LS2,NA,FF322 TYREL,Integral,Femenino,NA,NA,NA
639, Casco Moto Ls2 Ff397 Vector Wake Blanco Negro Rojo ,145.99,NA,NA,15,12,12.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466722125-casco-moto-ls2-ff397-vector-wake-blanco-negro-rojo-_JM,NA,NA,NA,NA,NA,#466722125,"M,L,XL",,LS2,WAKE,FF397 VECTOR,Integral,Unisex,1400 g,NA,NA
640, Cascos De Moto Y Deportes De Motor Rubber Sawblade ,36.59,NA,0,NA,6,6.098,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486323315-cascos-de-moto-y-deportes-de-motor-rubber-sawblade-_JM,NA,NA,NA,NA,NA,#486323315,NA,NA,NA,NA,NA,NA,NA,NA,Rebatible,NA
641," Troy Lee Designs Galaxy Se3 mx  casco De Moto Azul/naranja, ",55.99,NA,0,3,12,4.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468638015-casco-de-medio-huevo-para-motocicleta-discreto-color-negro-_JM,NA,NA,NA,NA,NA,#468638015,NA,NA,NA,NA,NA,NA,NA,1.1 lb,Abierto,NA
642, Motocicleta Completo Cara Casco Visera Para Hjc Hj -09 Cl -1 ,7.479,NA,0,26,12,623,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEGARDENTOYSCL,https://articulo.mercadolibre.cl/MLC-473549621-motocicleta-completo-cara-casco-visera-para-hjc-hj-09-cl-1-_JM,NA,NA,NA,NA,NA,#473549621,NA,NA,NA,NA,NA,NA,NA,NA,Integral,NA
643, Casco Moto Shiro Sh-507 Modular Miler ,89.99,NA,NA,61,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-488002835-casco-moto-shiro-sh-507-modular-miler-_JM?searchVariation=36255409274,NA,NA,NA,NA,NA,#488002835,Negro,"S,M,L",Shiro,NA,SH-507,Rebatible,NA,1.57 g,NA,NA
644, Casco Motocicleta Ls2 Helmets Modelo Valiant Solid ,480.418,NA,0,11,6,80.070,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPREONLINECHILE,https://articulo.mercadolibre.cl/MLC-476968306-casco-motocicleta-ls2-helmets-modelo-valiant-solid-_JM,NA,NA,NA,NA,NA,#476968306,NA,NA,LS2 Helmets,399,Valiant Solid,NA,NA,NA,Integral,NA
645," Casco De Medio Huevo Para Motocicleta, Discreto, Color Negro ",291.99,NA,0,3,12,24.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470767059-hjc-lank-de-los-hombres-is-17sports-bike-casco-de-motocicle-_JM,NA,NA,NA,NA,NA,#470767059,NA,NA,HJC,IS-17,Lank,NA,NA,4.2 lb,Abierto,NA
646, Casco Moto Ls2 Ff353 Rapid Solid Negro Matte ,59.99,NA,5,24,12,4.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464122704-casco-moto-ls2-ff353-rapid-solid-negro-matte-_JM,NA,NA,NA,NA,NA,#464122704,"S,M,L,XL,XXL",,LS2,SOLID,FF353 RAPID,Integral,Unisex,1250 g,NA,NA
