search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados
160, Capacete Moto Fechado Mixs Fokker Gtx Tamanhos Cores ,175,NA,52,1,12x,16.81,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3,1,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-732798886-capacete-moto-ebf-fechado-e0x-spectro-preto-e-chumbo-fosco-_JM?searchVariation=28057589028,0,0,1,0,0,#732798886,Preto - Chumbo,60,EBF,E0X,Spectro,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA
161, Capacete Pro Tork Aberto New Liberty 3 Moto Original Barato ,357,NA,33,8,12x,29.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/HELALMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1074160590-capacete-x11-crossover-x2-n-preto-neon-moto-original-_JM?searchVariation=25956301512,3,0,0,0,0,#1074160590,Preto,58,X11,Capacete,Crossover X2,Cross,NA,ABS,NA,NA,NA,NA,NA,NA,NA
162, Capacete Moto Aberto New Liberty 3 Three Pro Tork Novo Brind ,99,NA,19,5,12x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951201933-capacete-moto-new-summer-56-branco-thunder-open-_JM?searchVariation=25619652833,1,0,0,0,0,#951201933,"Branco,Lilás,Preto,Rosa","56,58,60",EBF,Thunder,THUNDER OPEN NEW SUMMER,Aberto,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
163, Capacete X11 Crossover X2 N Preto Neon Moto Original ,138,NA,82,26,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,80,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1187500083-capacete-moto-taurus-san-marino-classic-_JM?searchVariation=39440299415,69,6,3,1,1,#1187500083,"PRETO FOSCO / 58,PRETO FOSCO / 60,Preto / 56,Preto / 58,Preto / 60",NA,Taurus,NA,Classic,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
164, Capacete Moto Ebf Modelo E0x Spectro Preto E Vermelho Fosco ,310,NA,109,12,12x,25.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,447,https://perfil.mercadolivre.com.br/CRISTINAFATIMARESENDE,https://produto.mercadolivre.com.br/MLB-1157629578-capacete-helt-cross-vision-zig-pretovermelho-original-moto-_JM?searchVariation=36193934371,395,48,1,2,1,#1157629578,Preto - Vermelho,"58,60",Helt,Motocros. Off-Road,Zig,Cross,Simple,ABS,Adultos,Unissex,Poliestireno,1650 g,Micrométrico,NBR 7471,Corrida. Urbano
165, Capacete Helt Cross Vision Zig Preto/vermelho Original Moto ,248,NA,9,17,12x,20.70,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,96,https://perfil.mercadolivre.com.br/CICLO-BETO?brandId=1910,https://produto.mercadolivre.com.br/MLB-1193792660-capacete-peels-spike-veloce-chumbo-e-branco-fosco-moto-c-nf-_JM?searchVariation=34021441183,60,23,7,4,2,#1193792660,Chumbo Fosco / Branco,"56,58,60,62",Peels,NA,Spike,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
166, Capacete Moto Taurus San Marino Classic ,142,NA,214,132,12x,11.85,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,8,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1013098888-capacete-moto-feminino-pro-tork-788-g6-preto-fosco-rosa-_JM,6,1,1,0,0,#1013098888,"Factory Amarelo,Limit Azul,Limit Vermelho,Preto Just,Pro Cinza,Pro Rosa,Pro Vermelho,Racing Amarelo,Racing Laranja,Racing Rosa","56,58,60",Pro Tork,Evolution 788,Evolution 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,Micrométrico,Inmetro,"Urbano, Rural, Rodovia"
167, Capacete Moto San Marino Masculino/feminino Frete Gratis ,120,NA,NA,256,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PN-SHOPPING,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=5Q5%2FwhgxW1JriHsQGeg8NL%2BvKXk03G243JeTzVE9EHl2ulP75dgdBvbeCQHc2yRYrtmNwXxj0CKAv5d8%2Fz%2FQIHUR%2FldHmUUo7wHViGK3FvdAQ527sDkyMS4QKE5p3HA8DArTbH%2FS51Q14%2FAY6ZAp%2FZCoQnSLLSvAxct4cbEbhUSDPz4jGXAL87rDrd9hmk7Lb%2FfajY%2F12Xr9D1O0bxrObxrmko8FFZcPDWi7HWQlT8YQ8MYkoD7ikoqRInj4q0rDuxbGawG2wmhBb2z6QH3%2FtkJf3ReNtWVDouHmPg2WMF4Jj752t%2F4Z4RpnryDQgxxdDXwENNh%2FxN0HFQj%2FU7NshxgoDxNVhM5TPNgmDVq5luBIBYmjz1fI6WNir%2FdHZNHFaOH%2BM8Q4Ja54BpBGWJY0jzQ5CwAQRsRtIK8kFBrZ%2FE1LT7932LlrHj%2Fo2fO7WX10KpeceGY5MW6J%2FR970d2FPHTiQuNZiYnfd9RbGEfaiF6xomsOHRObyFhVC6JA2%2BYE%2BZPdUtjAt%2FsGr5433zYyCSa5hpqCa0zcB4YCrUDKjxl7eoneY9M0px8GnoLuSztHMZ0zcnUYNs0HyM7gdTpDj0CCzRqFdFPsi%2Bnm5prrW5ix36dM%2BPjpuAy5nDL2HtKc3FikfjeVI8a2hnViM2BsUPAWrAJ9pNuLxpGonyKqRY7uReSwAmnT%2B1MbKmo8TpuI12k32Q2Xf2%2F3b9rpofjQD4dt65wEEg4yixgVdGlU6%2BGcTvBC57cwAn2yOTU%2B2kVyYAdwLsMELGUuZhh1FVqYdI6Zk8YeW1yJ86LTPwERF8yeUhopptFvYUQ9t%2B%2FRjeuC5Cwyj4Txaw8jqu69Jd08IH%2BXMB1aiZC%2Bfz0rVSZtIvg8q1N7AR%2FcLupNYPCFlTWb5CzLhksiaRB5wbrR12NKqqVPzY5PJlcl8gr3TzyfLJyBPP8xMeauJkdm1In1wZV51iCiaey1WU%2BkpgeWgZxsWLuWwJfIG3OXVaXLpEHAgQvhaNJiXyVAMR5e%2BFrwCSY5sy4G9on5hsqivAxh4%2FVEnDzGRtAYct9Bz2%2BmLM%2FyW1S4xiawEv8Z6LsoQXRYrNF2n%2FqmBwh%2FIEsAOZ1hbsj9Pg0ZkReVKx3VjbO8tUDMQZaA9UCWEb27kFlvg8UIyOi%2F%2BFAUHdp%2B%2FCv6cJtZc1SXMASLUmPORCsPtQ5wVw1acrXFsMaCpa%2Bf1XDTZAnngVQdIN9LweNJqOvPHRVbtLhHCdlVsza%2BxSs9pV%2Bn7veHtb0LKW%2BvxyD%2FwNUxzXkTm2cpYj6gXRmEWsmLfXZdwiTl%2F7fMTAMbIeG%2FUv%2FB%2FS3O7lMwkfXIAn0O50RgCjopoIjeBBzmz%2BtHqjihOyeyIm%2BAVHP9HqOTdWUf5i7HotfvmuuLnTd1Rs2IOWmS8e5CAwCk%2F%2BppxBN6rgsgBRMNlmAlski%2BfQcZNZrMhbcfBUek9oNdgLo3H%2BwpROJ0m%2BYwJYs%2B4zWpsTrFP72MVWKfbRTOLUz%2BOHeRBtfn6q2m4VTkE9rFlHmclOQpBUqFVnMeG7B24R3vZMjefZA8i%2B4iiaj8VVaVp0PyYNdsc%2F%2BP0bqxpCpyz08XKCtPXvEEkRPtM880ByMGDKcS%2FRBdbjaKVWNjS9JzybD0oUCTtixBWJ%2FmaDviYiMUwVxVrDO3GBleWghMGXwPSwebFSZsMjXby5vnXV2KVUcJPLGbBId4%2B9hynR%2B7UaKGGJtvVqxxMGPEx%2B%2BLMQno8ry%2BtPxVBjaqCByCobzqsoqE5gjTK5lmxXpKk8yMAXACKF8KYjb2oAX4n9cIT3b88AUpXk62wr5vMXfEcw2ZWPTiJy3di%2FH%2Fv3O8x9qyYss5KgAnxnjQyyX95hf6nAcNW2aJBr0JbLAmJdSXnYcnHfXMQfyS8lKirws9Su5m%2BCN0dddcELkUo7oMuiUX9eWvS6pPNmCiiArBNQ%3D%3D,NA,NA,NA,NA,NA,#1282955204,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
168, Capacete Moto Feminino Pro Tork 788 G6 Preto Fosco / Rosa ,139,NA,39,1,12x,11.65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/PFSOLUCOESEIRELI?brandId=2047,https://produto.mercadolivre.com.br/MLB-1203357380-capacete-moto-protork-r8-fechado-viseira-iridium-1crista-_JM?searchVariation=34675660702,1407,403,181,62,70,#1203357380,Amarelo,"56,60",Pro Tork,NA,R8,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,Micrométrico,Inmetro,Urbano
169, Capacete Moto Ebf Thunder Open Classic Cores E Tamanhos ,109,NA,87,1464,12x,10.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147311582-capacete-integral-protork-r8-moto-fechado-viseira-camaleo-_JM?searchVariation=30661881320,1407,403,181,62,70,#1147311582,"Azul-claro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,1200 g,NA,NA,NA
170, Capacete Infantil Moto Criança Pro Tork Liberty Preto ,162,NA,131,4,12x,13.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,29,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-1105341715-capacete-moto-fechado-mixs-fokker-gtx-tamanhos-cores-_JM?searchVariation=27723547393,16,7,4,1,1,#1105341715,"Preto - Amarelo Neon,Preto - Azul Neon,Preto - Laranja-néon,Preto - Laranja/Neon,Preto - Rosa Neon,Preto - Verde Neon,Preto - Vermelho","58,60",Mixs,Fokker,GTX,Integral,Simple,ABS,Adultos,Unissex,NA,1.356 kg,NA,NA,NA
171, Capacete Integral Protork R8 Moto Fechado + Viseira Camaleão ,175,NA,21,1,12x,16.81,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-761014440-capacete-moto-ebf-modelo-e0x-spectro-preto-e-vermelho-fosco-_JM?searchVariation=29735688659,1,0,0,0,0,#761014440,Preto - Vermelho,56,EBF,E0X,Spectro,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA
172, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Rosa ,315,NA,60,8,12x,26.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,447,https://perfil.mercadolivre.com.br/FEPA5204056,https://produto.mercadolivre.com.br/MLB-1167809169-capacete-original-helt-cross-vision-triller-laranja-fosco-_JM?searchVariation=36185971984,395,48,1,2,1,#1167809169,Cinza-claro - Laranja,"58,62",Helt,Moto Criss. Off-Road,Cross Vision Triller Laranja,Cross,Simple,ABS,Adultos,Masculino,Poliestireno,1650 g,Micrométrico,NBR 7471,Urbano
173, Capacete San Marino Masculino Feminino 56/58/60 Pro Tork ,65,NA,3,82,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=SVppgDvqY2BmcOgdLh8tf6hh2A1bVOqPGE80vyM%2BndRfN5ak%2Bh0vDzg6uZkDor4PirXAcg%2FWLT0vjboxr7Mw5nSUHxgHOziFpIvOC4FQCx9cGvEYw9DFoCJOsFXfLURba4kpYkRihUPsmhONZQRLV2zNChRQ0WF4TpbmG5RwgbDw8bcCrk9zs%2B8GQq0Dgu24RRF%2FRFmAn33G0AuEtAWGqeuegrfaK1a%2FW1Pk9tz60TKaz3Oa%2BUy%2B4a1d5peCR7T%2FKhuIDySwrke6bn4QsS66Zw7s7omVbCuHyfEF9%2FaKFxwELFZ1Xt2q9aNNHeK4uMoJYaOaHTGLu0ZtIIqTQFSQZSNqUt824ELMwrTEfzpL1l4cx2KAUI%2FHyHw9YnmET%2FnHHyLVrMelPKAsEb7GTOj3uaAJkaMwG7em8Et9Z0M%2BaMOspX4yobe%2F7DcSkrmxeB6%2BZaXoH5iMtEmYtHzwUa20T4gKMHSpblfM8wnFG9TUQxI7mBGPg9FghDvxS1BUD8j9NboRw5KJZc%2BBJ8RJ4DgYFIJFvVKS1EWacGxgIGI%2Fh7HTAWwPGFUbAV7G9%2Fz2Y3JhIEO0sWZR%2B%2B3uIRSSkNRL%2FvKxVhbNy49Cp1V%2B4Kc4VZCvgJkVnSaWk%2BPzhElW8QG9atyDLLArPvVnOckU4Sp%2BnRfD7SjNZwj7MN3GIGg7D2ud4ns9WKDWUN%2B39Yp7WRZ1fE16I6kie%2FX4mYg9r0mMZ4FdE7wMlMpdIpQ63LYtDJAcXBDigWj1PePyVuY4ua6xXC1f2UXTgo%2BpfB2SJDGD11sadOuCOpPN9QhRGMJb33JoNnxCPSOEuLnTrk9oW1LHmdXeSe0zgeIqy%2F2QGbotchvmMELVb2gemPbhCXzW4Fo5YIK%2Fz7KD2dItPykROJsBk3T7s%2FUAKHVbQUjggRxePbUdUd%2BMinvM0GAXe3TCQTvGorYOsfC3U6Rty4pOilYjmMSmsEBD53wkKu8DqmKDpVv8oDyADUC1pyD74Sf5qHjCHV9R7Uz0leAPa6YCVADK%2BWvsWkeVTWQvvsD6XCA8r%2Fn01q3oTiJ5ocYUcfTcOK88opHuDb3PMhnOKukW7V6UviEIekgGTe0OBI5NYnfWFoOzeNc8UDTpRauokbhRvoaGFnp5zKvMbWbApJyRBsx2gH7kibsJAVxQ9bGjRjC7ZX1XPdtf%2BWMAPB%2FKZFV0DLhptxmlRwMJhwM%2Fu0BibbvrEvNpfCRwSTPcF3e9uOsAvNc2WBGLQ9BFeaYinElsJzOhpaSf8njGJJNDI5a9L1Vsh43AAXngYXX4CPgRW5e%2BEikdhJE1%2FFjyo%2FOVLe%2FyYq2bU5UNw5AqKZWoe0eNQfD1RdB9uVnJZNZT8GmM4ew1D%2Behyhp3EUfNfg5HxEpzOYIkaLCPwrwO8V2FTmWxDKwpS4%2FLmm8UIn%2BPUFu0NiZycP9rSU8deMIPKwoKJ52JiPXCP7VIfMjWQhMoccAKsb539r%2F1AyJCOpcFLIq5ew6VAs1n074q7Ab%2FEY73sbOMGZFmu2sW5%2BPomhF0HsFXqy5qgQ42ch59CTT2%2BLqnLn6yvznOgzlhoWPMaUZVJdHYM8aeYcixSJFmYZDLr7ctLNAPK8cjFqpN9T0bm%2FKypxjxD2kET4paGofn6L4DpPe43mbgwnYZIodhYLyAUqnfPsvTnsxal1nuCLdYV9%2B6k4srrxfpQIX1FAfsBAlG8LeeSxYgvKDqlUi0aQr2AIJRvZ10LAeYIpCxCcGjSdhxcg5TntrCFcTqNaYeglmMbBEXyqWKElhLe19UM%2FdASDTEe96XzUmI0G26%2FerwwTlBBytOFnWt%2FlTcqFCXwVtQraAFLkKNYPDXCTUEFm7MzdQQW2m3Z8%2BDaMAKZScVIuJW7ubrscwTiqf9U86KLopNUtSXVe0wPmp3tGkK3zBDUqlFiKMf0BsoMAuGATyk%2B7ekrw%3D%3D,NA,NA,NA,NA,NA,#1281300205,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA
174, Capacete Moto Ebf New Spark Flash Feminino Preto Rosa Fosco ,99,NA,23,2,12x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951745998-capacete-moto-ebf-thunder-open-classic-cores-e-tamanhos-_JM?searchVariation=31784926058,1,0,0,0,0,#951745998,Preto-brilho - Rosa,"56,58,60",EBF,Thunder Open,Classic,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
175, Capacete Original Helt Cross Vision Triller Laranja Fosco ,129,NA,171,11,12x,12.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,38,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1133437023-capacete-moto-mixs-fokker-carbon-x-fundo-fosco-lancamento-_JM?searchVariation=29861753408,22,7,4,3,2,#1133437023,Rosa,"58,60",Pro Tork,Capacetes,Carbon-X,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
176, Capacete Moto Mixs Fokker Carbon X Fundo Fosco Lançamento ,152,NA,50,4,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,5,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-774165230-capacete-moto-ebf-new-spark-flash-feminino-preto-rosa-fosco-_JM?searchVariation=28060932534,4,0,0,1,0,#774165230,Preto - Rosa,60,EBF,New Spark,Flash,Integral,Cristal,ABS,Adultos,Feminino,Resina termoplástica,1400 g,Engate Rápido,Inmetro,Urbana
177, Capacete Moto Pro Tork Personalizado Flamengo Evolution 4g ,132,NA,121,564,12x,12.70,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,109,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-985240278-capacete-moto-pro-tork-personalizado-flamengo-evolution-4g-_JM?searchVariation=21186146502,79,24,5,1,0,#985240278,NA,60,Pro Tork,Time Pro Tork Evolution G4,Capacete Evolution 788 G4,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
178, Capacete De Moto X11 Volt Promoção ,25,NA,163,104,5x,5.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/RPC+SHOP,https://produto.mercadolivre.com.br/MLB-938262795-fivela-presilha-engate-rapido-capacete-universal-_JM,5,0,0,0,0,#938262795,NA,NA,Riding Tribe,Acessorios motos,engate rapido,Todos o Capacetes,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
179, Capacete San Marino Masculino Feminino 56/58/60 Pro Tork ,65,NA,2,598,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=RMb7pu%2FTHLBXdZ75qvvUw46k1iHANz1ABBZ20NpI8un%2Bp%2FbgVO2qoXCbVXfYpwAPJ0ujrmQNlwruRrznnmhvg26X7cxPtTwPnzkknApiUEoj%2FcaJ0v7WzZjuZX8lKxmF2k5ZfJ1xxKUY2KZU67efqm%2Fo9ZeXxylbdE%2B3ZsonO58o6lEi7wHBbzmNkTg9G34l3mTr4FKFEQf1ROocBZdvHkeXWAWJfIvKLCRYMXq%2BSsko1Eea8dKczTkuamcC6wvN1vm%2Fs%2F28rJGD0trWs%2BOT%2Bnz8y9TQqwf%2B3ObAECFUWD%2FbMiYYSbaTSxohVQCjQD8JgYPt2gx%2F%2FL3jvezyPEs2GPF92RCpn6vIobfG4s2yo%2Bp8yTHqaMLaJUujopWqWi4tiq8ga%2FdQaj123XNPjv8zzpa%2BSzAvGOrj5NdqC6yVsxLsv5VzdwkiwdPoqJuQ0PDk1LamWw%2B1ECY2qvvLMnG4I9dVK%2FF%2BAwvrE2rXSbj6fBa9AAbexf6nSTz7GCZnBnamb%2BT2Nq6ZCbwwh4kYfrdGaRYsZXNv3s0pGos92Ch%2B096le%2Bfx5yekGD7VPsBnarCX9iAwUmGWhpHf1BxEu%2FJUOHULxnXUPEWagSi7bX6Ch59TuIMS3NrnPlu72En9ePGzZZLyWOyqEn0%2Bv0B2xI0MZ6fn%2Bv27FOzS7jsCPPEOS%2Bwk9kDGcaHR2Df2%2BJyhde4GPM7EGvtk612IF1sQQasTlVzN8AAuA0ax%2FsCEpdZ4O2%2B0Y8LXUTXlOLbay9fANAMRuqqP6fuGhIa2Kp0%2Bcc4QIlir4M%2FQ2%2F9AAIsh5ejUCMG5b1ZZzcGIr79wQnwRocDmxsAefw%2Bu1Z4cJoNBNILxhWrZfy5%2F4MCQqVFvKhJV1RBHPrB5xpPYXoRZPaBAhPskpGyh18umMz7Hk%2BpEuYGfOEQE1jxyeU0q5j8E%2BbDbSKKi%2BC3WbUlTqyoWlFvM2tDT%2BOCzBpAlUduHHgXj%2FkDMtoZDgxlBppE3ENLbahq3Ht0NX4IgLtx8%2BbrhmjEiaekAIhSmeCnn%2FLqDYQ%2FXOgXn6JUpb%2FF556ORvkjez2RvqHiw17FDCEySwKW9kR6x71btDlUUXUBeBmq4OX8%2BTnCWbn6RJTbdWvxFhRJKNRXYfwI7eyrfe3KcINfdZ0L%2FnoLEGwwD6fVRy6chjjWCNtcqiwrddulgDa1LOoxnS%2BfxadDPKkD5yEbtszZ1XhQvj7ESimHkxZVrVg6%2FTdJ4qpjljppy0hXM7vXeS2anOlTE6YFuQJ4RDrIsbJEx6Z4RDqhS3NWQ9CVQ%2BetcU7oBE7YL3ccT6UmMQtD0kZnJo3kgjaSO%2FCsOpN8eOUNYG7cozC1nw3ZWHR8JP7pJYzJikNZKysJTkQeqjngT9%2BDVRF1jIoZ9TAaA4Yt%2FxMMCoLmEFat%2FCeph5E3Q4A40hINpuxm5AFXFKEOM4ZnEf5i7XLrQ8QPUMy9%2BjIwECt7LhFca84JW%2F2jfbppir2eoKBZL2QuK%2BpjuDEz4ZpC9%2BJ4Z075HaMJ1Q12LHRz6j8kDeDyQnvBVZoQHDFPV6arPYfyhoUH70ZRFO0TySkHPfIVTZKr%2FfUTBZVk71hKVSz798Wd2IMJygCoNkHwkWkl54GVdgLNKQEUPoXzzXbgIU1VpF8WywWo8bRr0wmsi6oDB%2Fsh5p%2FAn1O1QMBFqctmM%2BUSUryNnb729UsXHX7sQUIla4HR4fArsslECqyU81fzyHgnMhfHAKM%2FAG6hKkDKn7UipcPilBRlQIcWzSI5dha3i8P6QSuyWbdFk%2B2sZPeQxTtKJepxy3wTnKCLXD%2B1GlRtrU3Fe32JWB4%2F0jMAM2rECuwqYSQn11e2vYy1B54boXl%2FFRInC1MylUXgqAlOostoIWbxWWlSMOuj0ZklUgeoBscYJtnkIUUlE8eN1c7oSc7TueOwH0CyIpQVJ6JJTJieTgA%3D%3D,NA,NA,NA,NA,NA,#1245212793,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA
180, Fivela Presilha Engate Rapido Capacete Universal ,299,NA,344,492,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,39,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-998779247-capacete-de-moto-x11-volt-promoco-_JM?searchVariation=25706902297,31,6,2,0,0,#998779247,Cinza,"56,58,60,62,64",X11,Fechado,Volt,Cross,NA,ABS,NA,NA,NA,NA,NA,NA,NA
181, Capacete Moto Tork R8 + Viseira Azul + Cristal + 2 Brinde ,139,NA,155,574,12x,11.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-911282207-capacete-moto-tork-r8-viseira-azul-cristal-2-brinde-_JM?searchVariation=21261150634,1407,403,181,62,70,#911282207,"Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,ABS,NA,NA,NA,1200 g,NA,NA,NA
182, Capacete Moto Infantil Viseira Camaleão New Liberty Marrom ,119,NA,112,519,12x,11.37,NA,Envio para todo o país,NA,NA,4.6,1024,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114701865-capacete-moto-infantil-viseira-camaleo-new-liberty-marrom-_JM?searchVariation=28438210904,744,190,62,11,17,#1114701865,Marrom,54,Pro Tork,New Liberty,New Liberty 4 Kids,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
183, Capacete Moto Pro Tork New Liberty 4 Four Preto Fosco 565860 ,64,NA,809,369,12x,5.42,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1592,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-858922182-capacete-moto-pro-tork-new-liberty-4-four-preto-fosco-565860-_JM?searchVariation=33621679323,1056,338,143,32,22,#858922182,"Azul,Branco,Prata,Preto-brilhante,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,New Liberty,New Liberty four 4,Integral,Simple,Casco injetado em ABS,Adultos,Unissex,NA,NA,NA,NA,NA
184, Capacete De Moto Masculino Feminino Sm Automatico Marino ,64,NA,141,2721,12x,5.35,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1563,https://perfil.mercadolivre.com.br/ATACADISTASMARTSHOP,https://produto.mercadolivre.com.br/MLB-1128500651-capacete-de-moto-masculino-feminino-sm-automatico-marino-_JM?searchVariation=29519671042,970,338,149,57,49,#1128500651,"Preto,Amarelo,Azul,Branco,Preto,Rosa,Verde,Vermelho,rosa c/preto","56,58,60",Pro Tork,Sport Moto,Sport Moto,Integral,Simple,fibra abs,Adultos,Unissex,tecido poliester,NA,NA,NA,NA
185, Capacete Moto New Atomic Bandeira Do Brasil Pro Tork Oferta ,166,NA,52,977,12x,13.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,440,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1181026342-capacete-moto-new-atomic-bandeira-do-brasil-pro-tork-oferta-_JM?searchVariation=33135288600,314,84,26,10,6,#1181026342,Branco,58,Pro Tork,NA,New Atomic,Aberto,Simple,Policarbonato,Adultos,Unissex,Poliestireno,NA,NA,NA,NA
186, Kit 2 Capacetes Moto Aberto Protork New Liberty Three 3 Novo ,169,NA,90,2958,12x,14.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/GIANZINHO+PARTS,https://produto.mercadolivre.com.br/MLB-1171056418-kit-2-capacetes-moto-aberto-protork-new-liberty-three-3-novo-_JM?searchVariation=32324467058,1186,280,102,15,19,#1171056418,"Fosco,Amarelo,Azul,Branco,Fosco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,CAPACETE,New Liberty 3,Aberto,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA
