search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados,Posição da ventilação
1063, Capacete Moto Cross Trilha Infantil Pro Tork Kids Ck 01 Barato ,119,NA,10,495,12x,9.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,233,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-755742632-capacete-moto-cross-trilha-infantil-pro-tork-kids-ck-01-barato-_JM?searchVariation=33766584210,192,27,9,3,2,#755742632,Vermelho,NA,Pro Tork,off road Infantil,CK-01,Cross,NA,"isopor, forro anti-alergico",ABS,Crianças,Unissex,NA,NA,NA,NA,NA
1064, Capacete Moto Norisk Ff345 Pav Articulado Viseira Solar Fumê ,700,NA,4,6,12x,58.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GENERAL+MOTOS-OFICIAL,https://produto.mercadolivre.com.br/MLB-1052211698-capacete-moto-norisk-ff345-pav-articulado-viseira-solar-fum-_JM,NA,NA,NA,NA,NA,#1052211698,"54,56,58,60,61",NA,Norisk,NA,FF345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065, Capacete Moto Texx Gladiator Escamoteavel Robocop Articulado ,589,NA,NA,51,12x,49.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,37,https://perfil.mercadolivre.com.br/GIMOTO+ITALIA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=jJpPhRJAmt5wseHoM2lP0HCSYT0bJpp0V3T9efrb5KpXA5GK7xFcMzH2ukiUP2GhjRNI8UkJilpJ%2FXj7iBOfxJeGPp8w9pBsimCI%2Fl%2FnSC0FgWoAIHtv07cwuWWViuM3rfvacvBnEe6TU8adekmWGaqdbOYLMFGHAJUMyOEYMLED%2BIm5gyWCxaj5iKY8haajYWPC8VlfyZg3WSc7%2BWXXyuyMGWTDvrvLyZl4EHWwPtYG8fElR2I76VzsKs6U%2BwQJsHXAlpYA0YwMmzZEIoqONMtRndsf6UjrFkz%2F4Ur0%2BjL9NdbyJ3ngoszAn3hwDRlfJt809dSysFujOHCUzJoaXYC3yTWUhWH52wVyldHa1O1Muwjjf0ZD5sf82aNBHwqFZSUT%2BxTAB3dbpM%2BlT1VOCX4sScpVmN9qZfdFZtzb3GpiVNin%2FKKhW9SzYfT6jNQxV7GeSNVY4wvA7lbMfttiicN7na3CDOR4pYS8jK08DyIQ2QE1%2F%2Fuke9qpv8HKlkoh35Mv1mBPM5oZuaQcxV9XStE42Ar%2Bnfmnv4P%2BC712NgOUWv0JxplzedPxuvnzPrAPET4RlCWX3bBRHyNPuw%2FVMyRNPbzD6k7yBcP%2B%2BXIub0ztAF8WK4lyt1E9g8Xi6WNoFruzTGYDpx4ycPOYj31muo9RNECEvwDF6xthSkKcSDMevMEQKewA%2FXug5TOZeyGV94MBlbzXbZtTl2P4SItOW0RzTebVTrR%2FZ3CGkP8SeWyBo6H3NwxcEGlFZ3VTQ2fez7eO8Iwxxmi8SQud0%2FdR36MrpX3vAJzvTchSeeogIkMmojLBf6SCT6By1Kb%2BczbmAZKPdSYRXjsLQDYelsi%2Fy%2FdpY4%2FQgzPrez2JMOcwrabtun%2BB0DrfK%2BvFtpDFIbz9uX6b%2BV8aYKGi22nj3g3mkrduAyVTijS8LG7mHFZEIxmiuIm7pJSclpBx9eIZEDGBMg%2BVJQS2zfyRG42cjYwr6TGoTzbC%2FM5RSRd5JLz1z0m2x%2FUhd06drDpoVYTWYesCtCoBvd9hPKNwb7ZoqaqMrHIsI%2BeDEaHVNql75H09XcOc5ejA9l5iEFXZsm7BN9lxTbvvuZl3KlGInSl7B6A0NQlJw7owHvzFE%2Bx6jwkpq%2F50OTnb4I2arQzky%2FOVB2xgJmTIQXaFlhP5Tiw1d963zQAyrC2LtQIx3ON7O4qj3TlrrT%2FWpealyNxgx3DBsudc9JNEUsHzguQW4pIHV2a%2FIrgREp2K86uwZ1GY%2FGHUGwNJJpmD68BLkoRFN4HlCW%2BRAUr6UNEiN3Crx1n0fjCqci0tpya%2Ff89iDQ7rbPCBJ51XxYtkQ18ZEQcN0V8dU3uU4QQOw3HDKA58uCury4uNyLoCJcYqAWN22iGxmYkW7E8ZA8puipelSHlTCIYdLo6jKg927BG8PEggeqMg97NRCSpI%2BX7b4BsFSn2z7FG4ccPw4x2ho1qdI4dpRKKRwDbrwKOW45%2BGmSyAcXZTBhpDmnOhdiXSiBLWnhv5UM0CQYNgu1g2m14%2FdMnphy2a9nAnXr2jh7jn2LT8IqnS%2Fi7R6q3X1wBSeImrYr%2FuE1j4fpkOzxg6rMtF471MUcz8sKCtjOLsGuD5CNgLJ2DB5oFmKUn8XD7KrCHxWmw3fOxYqIkjpRBFhnhfBijPy6pyJokk5LbTXmqhyi%2BDhmvzATGMhRRujKOMcVBjfwNWQuvkuHxi74wTT8bXL4AhljvxI%2BkG3Br2TtDZSRGa6f5hz%2FY3OAtZQDKbQAMWhO5OMP1OHThmkXKDma06Mlr%2BXHk%2BITklT29ymUR63eZEd62pAyaLftFEkwdbblp%2BnmuIPESKv1uwbgIZo77q9izN4V2ESK29cNkFRu6wdAhmwEyYslab6LSxWNwBOL4VrT4dvGsoZqPu2P5r73FdEB9pgKPhojySVA%2BXs7zMrt1%2FWLYG7CsROjDZzop0mnj517E%3D,25,7,4,0,1,#1232670405,"Branco - Brilhante,Preto - Brilhante,Preto - Fosco","60 Brasil,58 Brasil",TEXX,On Road,Gladiator,Escamoteável,Com lentes internos,Espuma,ABS,Adultos,Unissex,2.387 kg,Micrométrico,Inmetro,Urbana,Superior
1066, Capacete Moto Fechado Viseira Cromada Espelhada R8 Pro Tork ,105,NA,47,226,12x,10.04,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2171,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1122691336-capacete-moto-fechado-viseira-cromada-espelhada-r8-pro-tork-_JM?searchVariation=29013469685,1443,409,183,64,72,#1122691336,Cinza/Preto,"56,58,60",Pro Tork,R8,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA,Micrométrico,Inmetro,Urbano,Superior
1067, Capacete Bieffe 3 Sport Fortress Caveira Moto Cross Preto ,429,NA,4,2,12x,35.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JADE+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1216801077-capacete-bieffe-3-sport-fortress-caveira-moto-cross-preto-_JM?searchVariation=35702292046,NA,NA,NA,NA,NA,#1216801077,Preto,"60,61",Bieffe,3 Sport,3 Sport Fortress,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068, Capacete De Time Cruzeiro Moto Pro Tork 788 3g Oficial ,150,NA,16,10,12x,14.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,444,https://perfil.mercadolivre.com.br/SUPERSTAR.IMPORT,https://produto.mercadolivre.com.br/MLB-777134280-capacete-de-time-cruzeiro-moto-pro-tork-788-3g-oficial-_JM?searchVariation=31841615328,337,79,20,7,1,#777134280,Padrão,"58,60",Pro Tork,Evolution G4,788,Integral,NA,NA,Tricomposite,NA,NA,NA,NA,NA,NA,NA
1069, Capacete Moto G6 Red Nose Pro Tork Fosco ,119,NA,5,9,12x,10.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HELMET.HOUSE,https://produto.mercadolivre.com.br/MLB-1225036464-capacete-moto-g6-red-nose-pro-tork-fosco-_JM?searchVariation=38714143567,NA,NA,NA,NA,NA,#1225036464,Rosa,"56,58,60",Pro Tork,NA,RED NOSE,Integral,Simple,EPS,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1070, Capacete Esportivo Moto Mixs Fokker Storm Azul Preto Fosco ,128,NA,8,4,12x,10.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JADE+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1199372821-capacete-esportivo-moto-mixs-fokker-storm-azul-preto-fosco-_JM,NA,NA,NA,NA,NA,#1199372821,"56,60,62",,Mixs,Fokker,Mixs Fokker Storn,Fechado,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1071, Capacete Moto Aberto New Atomic Joaninha Vermelho Oferta ,189,NA,1,998,12x,15.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,64,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=f7weuBMGA382aZNd81NHhlz3tuRezfpCTTQbgcusx0Waexj05RnLRmirolsaNjO5vd5hCdMnbhS1hFguon0B9hGsqyxbYRrN0OjiwP4SWDYCEZfoe17X6Wy4udquydiWNYU9kOJzc1L2xPfT5vAAmkMF0Gf0GK8eUyNFsoO%2BoJudMz%2FTXn4lb1ETcm2Vx2fbPyXnipCiNCYnSM250l7Ud5EAAtg8yWMP6lccKzJcyf7A5aOPftBPuCIk3P9SVk2zqpbOh91JWwIQd2uGAFLUxHf%2ByNdbw%2FXkg8DpCsSwXGfhErakmHqqR5ra6SNCYjmvhQMau3X4F7gAhTNIU%2Bxt3bPhENYc48sdjxmOsjTAXShZMHNs4GZqmzwLJXHwKXUWIMjkB67LKnD8VhoLtkWo7Us%2F2fDXESTi29Vqhs0yktYWlViYtqDg0S6YpKDF1cgbLkfMndjXR%2B%2FO8dkdHuAjmL5pqVpBtE%2BdoQUzhBU8HW4TOB7%2FlMz3ZXCoXx%2ByS8I6pd44tS8sdJQTYDZpAwzVHdbeaW5c8gaS7xnM3cCg3vz624lyx2y6XRhAD0rpThLhzn9hAF%2BVVuv%2BCyto6AMOmkz9I2dtAO8IMWr2xYGDFIcYgYKOA6dwzhkthBs%2BTEwj%2BRIh72Gx9Osdc7nV%2BazxvF5OJF8%2BURloT1d4Aw9uyLIHEFnDOErAogL1RaQIEUMf8YJFXIayBHWtZs6X6eLuduQ%2BHRjKfatGfCUVXBwIWRdoM4sz1DfTS67Cge%2F3J8JIlNgOpk32fn7aZFfPyuGZlmoC2pETOK%2B7uxWxi7TB%2BIaeQjvjyKBD%2BU3T%2B2gBGfEluZaT%2BwO8aCQwoVdXKsAf8OPCRGM8%2FALEu7CcLzPJmEJFkSXssoPLGrcICMiMTc97oXg%2BEFjcuTF0u2pQ%2FIkN6KkbByL6qMO%2F10tqhL6aywDEQlsKl55u9j0o5H2wF7Dhs4KL1B4ShurpGve93%2FZMrNL5B4%2FT8OpTNOWeOiPu35DdOBuIrfbyZPIx93255gvzd%2BDFQKkwmtS2fJ9ITWk9WSDgyIrxTSKcgeAGZNYDRSp5kuwD7v1%2FgLUPZ0S%2Fb3faH15OBHNaGqivcSfny8AuswDkF9CwSh1GL3fWDlbFCyXHMWKnI2%2BeZNu8aAf4z11xzoxN26NkW0XdtvKgyPUupsSNb%2BZ28OWOtC8qan8YjLl7isrhVQddNeJl1PgiXMSQzECC2U4%2F6b8rpjcLNh3mIDMlciszW69Tu2KstOnLf4tPJTxk1OO7JHWhJEc%2FxioX%2FsFTUyIPLqYrk0Q%2FwCTilYYIv%2FF1KDcJDyerZrrLCJ%2FaNP7gLFsU7FfObQsSSaKCekro4ZApdDIxYNK63KNPqp0xJfyxmwZ6BJZP0qXYCid92%2BOIOWLlHP%2BfyFlaEartXkSx0hNqSIUIbEYNHk2Zr3QcfhczEBOnEHH6ATYNfXwJ08ezoyEZjcLKNG6WnLIHmnM5WHReDEpS90VhviuKa%2BCObHJyte1UNy7lbsrnkd4wVvCuauL50etOTVTJnjRTVesYGCTcdTTJaEbdQHmy2L0xYEflHw2txSHlrv3%2BPUrbjIupzUwFt2fvq1XAwWhGKFftpAODXWNmBvjHxeUoVLyr79Vww7rpXfK2VIAdacyI3ulFKtnSmMtfv0KuLkKITw0E5LAXAmPfKW4VvVH09VmGElWq7fG0gy1n1vmvcH5bl7Ii1vpF%2FBKp2qmAfwXNvI7GKyhzZhcGj1q%2FbM5aPuQMNZu9E0E0x5TEGxXh48AE9yNMIerg8qqqsuXWF%2F%2BOL7Z3BDUGKaGlVvdH6wwromTkR7Rv%2Fijybji55cYmmvcVzmdgoTf75HhrGnyy055IKVs1uWvsc%2BRCkYGIVm4SLX99SuE3BbHMtLiQ3t%2BL%2Bv%2F5PpHWJbduw0vdA0lxXbmkM3VVZtTgmG2M1pmq0DTVpQi5KManuuE%3D,59,2,2,0,1,#1247168629,Vermelho,58,Pro Tork,NA,New Atomic,Aberto,Simple,Poliestireno,Policarbonato,Adultos,Unissex,NA,NA,NA,NA,NA
1072, Capacete Moto Cross Infantil Kids Criança Ck-01 +óculos 788 ,165,NA,NA,100,12x,13.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,233,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1267272522-capacete-moto-cross-infantil-kids-crianca-ck-01-oculos-788-_JM?searchVariation=39878548436,192,27,9,3,2,#1267272522,Vermelho,54,Pro Tork,NA,ck-01 kids,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073, Capacete Moto Taurus Targa Fechado Automatico ,149,NA,6,15,12x,12.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1182596397-capacete-moto-taurus-targa-fechado-automatico-_JM,NA,NA,NA,NA,NA,#1182596397,"PRETO FOSCO / 56,PRETO FOSCO / 58",NA,Taurus,NA,Targa,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1074, Capacete Nexx Sx100 Preto Fosco C/ Viseira Sol (k3/ Ls2 S700 ,890,NA,3,23,12x,74.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+TOLEMAN,https://produto.mercadolivre.com.br/MLB-978109088-capacete-nexx-sx100-preto-fosco-c-viseira-sol-k3-ls2-s700-_JM,NA,NA,NA,NA,NA,#978109088,"56 - P,58 - M,60 - G,61/62 - GG",,Nexx,"Nexx SX100 para Motos Street, Naked, Scooters",Capacete Nexx SX100 Core Edition Black Matt (Fosco) C/ Viseira Solar,Fechado,Duplo,"Forro, Isopor",ABS,Adultos,Unissex,1550 kg,Micrométrico,Inmetro,NA,NA
1075, Capacete Nolan N64 Réplica Casey Stoner - Ganhe Balaclava ,890,NA,5,65,12x,74.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,12,https://perfil.mercadolivre.com.br/LOJA+TOLEMAN,https://produto.mercadolivre.com.br/MLB-967344694-capacete-nolan-n64-replica-casey-stoner-ganhe-balaclava-_JM?searchVariation=19941989115,9,2,0,0,0,#967344694,"56 - P,58 - M,60 - L,61/62 - XL,63/64 - 2XL",NA,Nolan,"Nolan N64, Ideal para Motos o Dia a Dia, Motos Street, Naked",Capacete Nolan N64 Réplica Stoner,Integral,Simple,"Forração, Berço em Isopor",Policarbonato Lexan,Adultos,Unissex,1480 g,Micrométrico,Inmetro,NA,NA
1076, Capacete Ebf Moto New Spark Ilusion Preto Vermelho/laranja ,139,NA,10,3,12x,11.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,11,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-995587675-capacete-ebf-moto-new-spark-ilusion-preto-vermelholaranja-_JM,9,2,0,0,0,#995587675,"PRETO FOSCO/LARANJA / 56,PRETO FOSCO/LARANJA / 56,PRETO FOSCO/LARANJA / 58,PRETO FOSCO/LARANJA / 60,PRETO FOSCO/LARANJA / 61,PRETO FOSCO/VERMELHO / 56,PRETO FOSCO/VERMELHO / 58,PRETO FOSCO/VERMELHO / 60,PRETO FOSCO/VERMELHO / 61",NA,EBF,NEW SPARK FLASH ILUSION,Ilusión,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1077, Capacete De Time Cruzeiro Moto Pro Tork 788 3g Oficial ,150,NA,16,10,12x,14.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,444,https://perfil.mercadolivre.com.br/SUPERSTAR.IMPORT,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=LrOGdGNYVDqmWyz6C4ghLgy1kq7piEQpxShJV6gzqVZKC2Ow9EqW%2FnG6WjB63A9wDhX%2BXAQ2VEnULAgW6E8jXkV308%2BzQr7h%2Fj2gCnRfDemTcEaoh8Yefn%2BMouAYjSsAvT1ZhIgYN96APHbcQrr5uCzHdIJo5%2Bn6kYrUBAcIVLJE1pnnI0eW%2FxZ9P88sfpfZJVfIlBziB8NDBnJcanBn8GR3Vx93T3nEahxOFXFSSR%2BryUQZy%2B0g6afAbnwARCEhJREIJKWg8BE9JlIyHw34bZAoGVpGSkmzw3Kuvoq1d5WtGtW1CHuUdSB%2BkybLMyJQckx11vaFONrHqdg52LXsx8mGAT44n2Zf1x1ge4fm4vA%2FG%2BnDJNcYfNe2GKzd8bOYLlht8A5LOLIalXNZde%2FEmR%2F%2FHRu8C8RxI5%2BWvm5RUE%2BvQddQa%2BF4QeKBS8HLjUqb00g1DcTA1Vq6vtOvqlO6MtUcTHs691XJHFURTa0KfUfPIIsjKsn3XqDNm%2BmFYKtySQMDJHUKQpjbObLovGnBcTmntUJTX048LZ088%2B%2FNtGtBX1FN4i%2FKu%2FxjUTof3WTBR9A80grU3vX75BckHUbtm1gIoahLYu1AsCC0RJNbvglxfUiWQ9UiWphS3q2PRKNl6ixz7Gpf1odygLavwrywG%2FkzNOmPFxPOu4jF8uxss8E1jwDViYD6XEiR9glOgXTKR2VX4jjqM0zaCH3IP1SFs%2BUnbr6%2Fzgqo16iocSqcsaaULgIcE3aWSjRSSCAg6SS%2Ft4awOtAZuCo5ZJf9ytm8bPIh24C4YEbaRfRRpTrvq17Ygtz6WaVIFmFnvsX%2FDNAuGn5ws8JhpFu6dot7nsxNqgG5hQl68dkzKDDZqs4o70zVilV0ELFSlwoSlR0rfZbKYslch%2FVNWl%2FZr0ZLDBwj2Jcgm4CoapE4L2t%2BPN838V4tlkgFHd7dkf3X1OdN79mvK%2B0NTXaXoHNNRNExqZuvtT8LANuUOjOcs9MEEcES8o0uipkpco8%2BMtZQuP5NuaiYfJp6NDs5itiUSkI8lKoVziLxZPpYcVyzh8%2FGdkuVFYtUShbxZ8Q0hJLkQCzhZYKmHuP73Kq090A63wdRNp5fav3fWDeo2UV8HBNhRbgz6lVKcC0EdG6vFkVbgZB4gW2mh7GZj3ftwZUmzeJgkvzICt%2BvCco40RpQ6hjc%2BljcnzcmUmXazY5w01A%2FT6Lepvj9kjFxWepJ5Qhnk%2B2cKnwL5j1FrTMJeQmvMAj0kT8Nv%2FvN1s05DcfWmkGPMT2WrYdtgL7X6YigSCf68f9e9043V1nCdLaYVxhrAnVAdnQgxVH65gtVpfDi4WLwKoU%2BBXg7aIykNG5XoV2lgAj27GNu3uziD5wOI8S8daN5VeKWV9ktttnsAXd%2F2Mz7aMMvOB0Cwax07jcJ4fMcBCY5aD89WcEpfsWdnN%2B2KfugdJGzL%2FTLAZkuTdzGrTD%2BwzqzTeKPCFCxH1XUJJ%2FaDpsK2tn24eD0lZH9OON7cRrbplsOYvtscMPpRwrqEe9ng1LU%2BsR6cJgpR8bVCOmeZeOJ4CJ%2FlR3teBZSKilr5Uk9FNlCIV3%2Fsma0cyNRQ6csJ6q0VdqmSYWb5x0tjwX6XZfHG1JDNYlp3KLaoISZ8YrmYl0AwIJITU62zYxRg8auAtc3A4nu7n15zyIYtT%2BaLTHspu3mtPUMjNid4NOQaMR1rpexyUK2T7k6YdOu37hs3JV7EXtligbJOViD3bwIbcAiaPJcSY1JrBWkAlrdgzKptKnowyOsHd9AMHZo8cIFT8WlDOZ70fK60oGMfN1OjaCjOt5eE8Vdjtq8GKVX%2FZ3jmcwzquCki5klCsdddSj3ppORuz0MZKieBOAA%2BUPFzpTfw%2FBbL2LOAM4X%2FxODFPUmGU49xe%2B8lp3TBUlZe2zjSGOIT%2B%2BVDb9qqdVyhKwn36vYC4ThCKE5Tg%3D%3D,337,79,20,7,1,#777134280,Padrão,"58,60",Pro Tork,Evolution G4,788,Integral,NA,NA,Tricomposite,NA,NA,NA,NA,NA,NA,NA
1078, Capacete Moto Motosky Magnum Plus Preto Fosco 56 58 60 62 ,79,NA,20,141,12x,6.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,8,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1096299571-capacete-moto-motosky-magnum-plus-preto-fosco-56-58-60-62-_JM?searchVariation=27154678726,7,0,1,0,0,#1096299571,Preto-fosco,"56,58,60",Motosky,MAGNUM PLUS,Magnun,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1079, Capacete De Moto Evolution 788 G6 Red Nose Fosco ,139,NA,5,1198,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1211558568-capacete-de-moto-evolution-788-g6-red-nose-fosco-_JM?searchVariation=35310160699,NA,NA,NA,NA,NA,#1211558568,Rosa,"60 - G,58 - G,56 - M",Pro Tork,NA,Red Nose,Modular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080, Capacete Automático Tipo San Marino Super Vermelho Pro Tork ,91,NA,11,49,12x,8.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,47,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1019225987-capacete-automatico-tipo-san-marino-super-vermelho-pro-tork-_JM?searchVariation=25141313050,30,6,8,1,2,#1019225987,Vermelho - Branco,"56,58,60,ABS",Pro Tork,Super Sport Moto 788,Super Sport Moto 788,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081, Capacete Moto Peels Mirage Techride Chumbo Fosco Aviador ,284,NA,5,7,12x,27.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COYOTEMOTORACING,https://produto.mercadolivre.com.br/MLB-1179113003-capacete-moto-peels-mirage-techride-chumbo-fosco-aviador-_JM,NA,NA,NA,NA,NA,#1179113003,"56,58,60,61",NA,Peels,Mirage,Mirage Techride,Aberto,Duplo,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NBR 7471,Urbano,NA
1082, Capacete Moto Mt Thunder 3 Trace Amarelo Fosco Promoção ,599,NA,3,21,12x,49.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1159857880-capacete-moto-mt-thunder-3-trace-amarelo-fosco-promoco-_JM?searchVariation=31507382304,NA,NA,NA,NA,NA,#1159857880,Amarelo,"M - 58,S - 56,XL - 62,XXL - 64",MT,Thunder 3,Trace,Integral,Simple,ABS,Policarbonato,Adultos,Unissex,NA,NA,NA,NA,NA
1083, Capacete Moto Ebf New Spark Borboletas Preto Rosa Feminino ,179,NA,18,19,12x,14.99,NA,Frete grátis,NA,NA,5,1,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-820800345-capacete-moto-ebf-new-spark-borboletas-preto-rosa-feminino-_JM?searchVariation=23772625455,1,0,0,0,0,#820800345,Preto - rosa,"56,58,60",EBF,New Spark,Borboletas,Integral,NA,NA,ABS de Alto Impacto,NA,NA,NA,NA,NA,NA,NA
1084, Capacete Moto Integral Evolution G6 Factory Racing 788 Novo ,149,NA,4,1496,12x,12.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147314659-capacete-moto-integral-evolution-g6-factory-racing-788-novo-_JM?searchVariation=30662071901,NA,NA,NA,NA,NA,#1147314659,Azul,"56,58,60",Pro Tork,Capacetes,G6 Factory Racing,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085, Capacete X11 Volt Moto Lançamento Branco Preto Motociclista ,299,NA,14,400,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1013033676-capacete-x11-volt-moto-lancamento-branco-preto-motociclista-_JM?searchVariation=23558044802,NA,NA,NA,NA,NA,#1013033676,Cinza,"56,58,60,62,64",X11,Fechado,Volt,Cross,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1086, Capacete Moto Ebf E8 Articulado Robocop Promoção Branco ,149,NA,4,53,12x,12.49,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-820607539-capacete-moto-ebf-e8-articulado-robocop-promoco-branco-_JM?searchVariation=30065040358,NA,NA,NA,NA,NA,#820607539,Branco,"Tamanho 56,Tamanho 58,Tamanho 60,Tamanho 61",EBF,E8,Articulado,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087, Capacete Infantil + Oculos Moto Cross Trilha Factory Edition ,185,NA,7,44,12x,15.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CRMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1149436636-capacete-infantil-oculos-moto-cross-trilha-factory-edition-_JM?searchVariation=30788044190,NA,NA,NA,NA,NA,#1149436636,"Amarelo,Amarelo,Azul,Laranja,Preto,Rosa,Verde,Vermelho",54,Pro Tork,Capacete,Factory Edition,Cross,NA,Não se aplica,ABS,Crianças,Unissex,NA,NA,NA,NA,NA
1088, Capacete Moto Peels Spike Indie ,215,NA,6,33,12x,17.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,63,https://perfil.mercadolivre.com.br/CAIO_GUERRERO,https://produto.mercadolivre.com.br/MLB-1169515812-capacete-moto-peels-spike-indie-_JM?searchVariation=32213485447,38,20,3,2,0,#1169515812,Preto Chumbo Fosco Color,"56,58,60,62",Fly,2019,Spike Indie,Integral,NA,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
